ID,Sp,Ht,Yrs,SDMASS,SLA,N,SDMASS_Int,SLA_Int,N_Int,VegType,Site
487,Ricpin,86,1.41,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
488,Ricpin,18,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
489,Ricpin,22,0.93,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
490,Ricpin,24.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
491,Ricpin,12.5,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
492,Ricpin,26,0.93,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
493,Ricpin,15,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
494,Ricpin,22,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
495,Ricpin,12,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
496,Ricpin,14,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
497,Ricpin,14,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
498,Ricpin,21.5,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
499,Ricpin,13.5,2.07,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
500,Ricpin,15.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
501,Ricpin,9.5,0.98,48.245,7.02247191,0.98287375,1.47005562,-0.93362425,-1.3484143,1,MyallLakes
502,Tetthy,45,1.41,1.95,11.52206475,1.2321285,-0.75383088,0.24776699,-0.7319482,1,MyallLakes
503,Tetthy,63,1.41,1.95,11.52206475,1.2321285,-0.75383088,0.24776699,-0.7319482,1,MyallLakes
504,Tetthy,58,1.41,1.95,11.52206475,1.2321285,-0.75383088,0.24776699,-0.7319482,1,MyallLakes
505,Tetthy,49,1.41,1.95,11.52206475,1.2321285,-0.75383088,0.24776699,-0.7319482,1,MyallLakes
506,Tetthy,27,1.41,1.95,11.52206475,1.2321285,-0.75383088,0.24776699,-0.7319482,1,MyallLakes
507,Acabra,0.1,0,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
508,Acabra,110,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
509,Acabra,250,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
510,Acabra,80,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
511,Acabra,160,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
512,Acabra,240,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
513,Acabra,240,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
514,Acabra,190,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
515,Acabra,125,8,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
516,Acabra,90,8,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
517,Acabra,95,8,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
518,Acabra,110,15,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
519,Acabra,80,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
520,Acabra,100,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
521,Acabra,100,15,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
522,Acabra,170,28,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
523,Acabra,270,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
524,Acabra,200,41,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
525,Acabra,125,28,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
526,Acabra,100,15,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
527,Acabra,125,8,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
528,Acabra,85,15,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
529,Acabra,160,28,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
530,Acabra,70,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
531,Acabra,60,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
532,Acabra,120,2,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
533,Acabra,90,15,21.86,4.11,1.46,1.071694365,0.10445446,-0.561404273,2,MurraySunset
534,Acamon,80,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
535,Acamon,80,15,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
536,Acamon,95,15,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
537,Acamon,125,6,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
538,Acamon,210,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
539,Acamon,140,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
540,Acamon,95,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
541,Acamon,170,6,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
542,Acamon,170,36,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
543,Acamon,100,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
544,Acamon,116,26,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
545,Acamon,60,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
546,Acamon,0.1,0,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
547,Acamon,50,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
548,Acamon,65,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
549,Acamon,170,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
550,Acamon,110,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
551,Acamon,110,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
552,Acamon,150,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
553,Acamon,80,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
554,Acamon,40,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
555,Acamon,165,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
556,Acamon,90,36,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
557,Acamon,70,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
558,Acamon,75,15,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
559,Acamon,90,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
560,Acamon,34,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
561,Acamon,65,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
562,Acamon,80,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
563,Acamon,90,15,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
564,Acamon,65,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
565,Acamon,160,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
566,Acamon,57,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
567,Acamon,165,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
568,Acamon,100,28,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
569,Acamon,114,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
570,Acamon,160,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
571,Acamon,50,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
572,Acamon,80,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
573,Acamon,105,6,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
574,Acamon,105,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
575,Acamon,85,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
576,Acamon,130,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
577,Acamon,76,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
578,Acamon,150,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
579,Acamon,150,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
580,Acamon,50,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
581,Acamon,70,4,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
582,Acamon,170,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
583,Acamon,90,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
584,Acamon,130,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
585,Acamon,140,36,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
586,Acamon,45,6,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
587,Acamon,130,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
588,Acamon,45,6,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
589,Acamon,140,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
590,Acamon,128,26,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
591,Acamon,130,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
592,Acamon,127,26,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
593,Acamon,80,13,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
594,Acamon,140,33,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
595,Acamon,90,41,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
596,Acamon,41,8,10.4,3.59,1.56,0.46269342,-0.25441335,-0.396765163,2,MurraySunset
597,Acawil,200,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
598,Acawil,90,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
599,Acawil,76,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
600,Acawil,100,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
601,Acawil,300,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
602,Acawil,95,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
603,Acawil,30,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
604,Acawil,65,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
605,Acawil,175,36,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
606,Acawil,170,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
607,Acawil,45,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
608,Acawil,120,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
609,Acawil,60,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
610,Acawil,75,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
611,Acawil,240,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
612,Acawil,75,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
613,Acawil,145,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
614,Acawil,80,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
615,Acawil,80,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
616,Acawil,180,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
617,Acawil,170,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
618,Acawil,165,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
619,Acawil,45,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
620,Acawil,25,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
621,Acawil,48,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
622,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
623,Acawil,165,36,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
624,Acawil,78,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
625,Acawil,46,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
626,Acawil,65,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
627,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
628,Acawil,80,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
629,Acawil,80,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
630,Acawil,0.1,0,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
631,Acawil,170,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
632,Acawil,75,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
633,Acawil,30,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
634,Acawil,170,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
635,Acawil,65,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
636,Acawil,150,36,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
637,Acawil,300,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
638,Acawil,200,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
639,Acawil,50,3,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
640,Acawil,172,26,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
641,Acawil,74,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
642,Acawil,45,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
643,Acawil,110,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
644,Acawil,64,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
645,Acawil,70,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
646,Acawil,160,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
647,Acawil,130,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
648,Acawil,45,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
649,Acawil,80,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
650,Acawil,90,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
651,Acawil,90,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
652,Acawil,106,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
653,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
654,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
655,Acawil,50,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
656,Acawil,160,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
657,Acawil,145,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
658,Acawil,160,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
659,Acawil,130,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
660,Acawil,150,28,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
661,Acawil,88,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
662,Acawil,130,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
663,Acawil,90,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
664,Acawil,85,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
665,Acawil,70,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
666,Acawil,60,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
667,Acawil,90,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
668,Acawil,95,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
669,Acawil,140,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
670,Acawil,85,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
671,Acawil,120,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
672,Acawil,61,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
673,Acawil,111,26,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
674,Acawil,190,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
675,Acawil,110,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
676,Acawil,155,36,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
677,Acawil,95,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
678,Acawil,45,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
679,Acawil,65,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
680,Acawil,75,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
681,Acawil,185,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
682,Acawil,190,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
683,Acawil,170,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
684,Acawil,180,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
685,Acawil,170,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
686,Acawil,75,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
687,Acawil,160,28,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
688,Acawil,55,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
689,Acawil,40,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
690,Acawil,85,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
691,Acawil,40,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
692,Acawil,115,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
693,Acawil,130,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
694,Acawil,95,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
695,Acawil,150,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
696,Acawil,220,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
697,Acawil,140,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
698,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
699,Acawil,90,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
700,Acawil,120,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
701,Acawil,200,26,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
702,Acawil,160,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
703,Acawil,320,41,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
704,Acawil,170,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
705,Acawil,170,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
706,Acawil,140,28,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
707,Acawil,40,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
708,Acawil,130,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
709,Acawil,120,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
710,Acawil,210,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
711,Acawil,100,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
712,Acawil,120,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
713,Acawil,65,2,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
714,Acawil,135,6,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
715,Acawil,120,33,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
716,Acawil,43,4,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
717,Acawil,100,8,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
718,Acawil,130,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
719,Acawil,120,13,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
720,Acawil,130,15,5.9,3.44,1.65,0.023220407,-0.36551738,-0.253998351,2,MurraySunset
721,Beyopa,110,36,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
722,Beyopa,65,13,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
723,Beyopa,65,13,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
724,Beyopa,90,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
725,Beyopa,30,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
726,Beyopa,70,13,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
727,Beyopa,55,8,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
728,Beyopa,80,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
729,Beyopa,75,8,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
730,Beyopa,33,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
731,Beyopa,0.1,0,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
732,Beyopa,60,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
733,Beyopa,120,33,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
734,Beyopa,150,33,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
735,Beyopa,85,13,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
736,Beyopa,105,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
737,Beyopa,60,8,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
738,Beyopa,100,33,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
739,Beyopa,30,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
740,Beyopa,115,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
741,Beyopa,140,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
742,Beyopa,75,8,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
743,Beyopa,33,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
744,Beyopa,110,33,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
745,Beyopa,50,4,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
746,Beyopa,100,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
747,Beyopa,90,33,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
748,Beyopa,105,41,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
749,Beyopa,50,8,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
750,Beyopa,20,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
751,Beyopa,35,2,20.32,3.9,1.57,1.010649386,-0.03587062,-0.38065639,2,MurraySunset
