ID,Sp,Ht,Yrs,SDMASS,SLA,N,SDMASS_Int,SLA_Int,N_Int,VegType,Site
22,Acasua,176,2.49,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
23,Acasua,168,2.49,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
24,Acasua,182,2.49,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
25,Acasua,193,2.49,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
26,Acasua,220,2.49,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
27,Acasua,79,2.01,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
28,Acasua,205,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
29,Acasua,116,11.85,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
30,Acasua,115,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
31,Acasua,120,2.07,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
32,Acasua,146,2.07,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
33,Acasua,71,2.07,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
34,Acasua,96,2.01,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
35,Acasua,75,2.01,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
36,Acasua,105,2.01,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
37,Acasua,74,2.01,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
38,Acasua,201,4.15,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
39,Acasua,72,2.07,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
40,Acasua,120,11.85,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
41,Acasua,130,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
42,Acasua,151,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
43,Acasua,157,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
44,Acasua,157,4.15,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
45,Acasua,174,9.16,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
46,Acasua,182,11.85,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
47,Acasua,245,4.15,28.485,7.028394715,2.0978275,1.06486116,-0.93166607,0.9743826,1,MyallLakes
48,Acater,59,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
49,Acater,49,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
50,Acater,204,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
51,Acater,198,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
52,Acater,290,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
53,Acater,77,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
54,Acater,148,2.01,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
55,Acater,124,2.01,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
56,Acater,234,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
57,Acater,53,2.01,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
58,Acater,100,2.01,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
59,Acater,55,0.98,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
60,Acater,110,2.01,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
61,Acater,36,0.98,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
62,Acater,268,11.85,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
63,Acater,225,22.11,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
64,Acater,240,22.11,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
65,Acater,74,0.98,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
66,Acater,162,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
67,Acater,126,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
68,Acater,198,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
69,Acater,94,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
70,Acater,63,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
71,Acater,54,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
72,Acater,130,27.03,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
73,Acater,32,0.98,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
74,Acater,26,0.93,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
75,Acater,215,22.11,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
76,Acater,38,0.93,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
77,Acater,190,27.03,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
78,Acater,172,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
79,Acater,135,22.11,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
80,Acater,42,0.93,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
81,Acater,33,0.93,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
82,Acater,220,22.11,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
83,Acater,34,0.98,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
84,Acater,190,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
85,Acater,201,2.49,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
86,Acater,110,27.03,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
87,Acater,29,0.93,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
88,Acater,215,11.85,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
89,Acater,235,11.85,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
90,Acater,235,11.85,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
91,Acater,45,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
92,Acater,57,1.41,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
93,Acater,195,11.85,36,7.539772299,1.8689705,1.24423159,-0.76782257,0.5748129,1,MyallLakes
94,Acthel,164,2.49,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
95,Acthel,16,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
96,Acthel,45,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
97,Acthel,52,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
98,Acthel,170,2.49,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
99,Acthel,22,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
100,Acthel,37,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
101,Acthel,12,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
102,Acthel,35,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
103,Acthel,123,2.49,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
104,Acthel,58,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
105,Acthel,198,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
106,Acthel,44,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
107,Acthel,120,2.49,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
108,Acthel,195,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
109,Acthel,52,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
110,Acthel,27,0.93,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
111,Acthel,165,4.68,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
112,Acthel,52,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
113,Acthel,130,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
114,Acthel,14,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
115,Acthel,22,0.93,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
116,Acthel,10,0.98,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
117,Acthel,24,0.98,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
118,Acthel,165,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
119,Acthel,20,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
120,Acthel,28,0.93,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
121,Acthel,132,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
122,Acthel,37,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
123,Acthel,44,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
124,Acthel,120,4.68,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
125,Acthel,12,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
126,Acthel,14,0.98,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
127,Acthel,45,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
128,Acthel,58,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
129,Acthel,9,0.98,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
130,Acthel,24,0.93,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
131,Acthel,44,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
132,Acthel,140,4.68,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
133,Acthel,31,0.93,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
134,Acthel,21,0.98,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
135,Acthel,90,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
136,Acthel,52,1.41,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
137,Acthel,123,4.68,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
138,Acthel,76,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
139,Acthel,138,4.68,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
140,Acthel,77,2.01,2.07,12.18175174,1.6738675,-0.72233121,0.3839929,0.2081493,1,MyallLakes
141,Aoteri,34,1.41,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
142,Aoteri,26,1.41,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
143,Aoteri,23,0.98,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
144,Aoteri,27.5,0.98,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
145,Aoteri,33,0.98,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
146,Aoteri,36,0.98,3.5793,9.972078181,2.3863985,-0.4064819,-0.10284248,1.4380837,1,MyallLakes
147,Banser,6,0.98,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
148,Banser,52,4.15,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
149,Banser,5,0.98,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
150,Banser,56,4.15,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
151,Banser,6,0.98,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
152,Banser,7,0.98,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
153,Banser,10,2.01,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
154,Banser,5,2.01,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
155,Banser,9,2.49,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
156,Banser,11,2.49,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
157,Banser,71,4.15,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
158,Banser,77,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
159,Banser,23,2.01,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
160,Banser,8,0.93,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
161,Banser,135,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
162,Banser,95,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
163,Banser,51,4.15,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
164,Banser,38,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
165,Banser,2,0.93,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
166,Banser,140,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
167,Banser,7,2.01,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
168,Banser,20,2.49,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
169,Banser,49,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
170,Banser,8,2.49,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
171,Banser,26,2.49,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
172,Banser,3.8,0.93,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
173,Banser,16,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
174,Banser,9,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
175,Banser,61,4.15,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
176,Banser,15,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
177,Banser,18,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
178,Banser,130,9.16,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
179,Banser,172,9.16,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
180,Banser,56,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
181,Banser,78,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
182,Banser,125,9.16,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
183,Banser,8,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
184,Banser,6,0.98,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
185,Banser,218,8.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
186,Banser,380,11.85,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
187,Banser,430,11.85,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
188,Banser,290,11.85,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
189,Banser,4,0.93,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
190,Banser,144,9.16,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
191,Banser,43,4.68,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
192,Banser,3.5,2.01,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
193,Banser,145,9.16,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
194,Banser,8,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
195,Banser,15,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
196,Banser,53,2.07,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
197,Banser,355,11.85,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
198,Banser,3.5,0.93,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
199,Banser,245,11.85,62.034,4.126093415,1.62,1.66508311,-2.12206561,0.1021934,1,MyallLakes
200,Corref,22,2.07,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
201,Corref,10,2.07,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
202,Corref,7,0.98,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
203,Corref,9,0.98,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
204,Corref,26,1.41,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
205,Corref,9,1.41,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
206,Corref,12,0.98,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
207,Corref,10,0.98,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
208,Corref,9,0.98,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
209,Corref,24,2.07,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
210,Corref,24,2.07,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
211,Corref,28,2.07,10.2896,10.13068585,0.915415,0.30645416,-0.06476142,-1.5286182,1,MyallLakes
212,Dilret,143,4.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
213,Dilret,42,0.98,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
214,Dilret,178,11.85,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
215,Dilret,205,8.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
216,Dilret,190,11.85,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
217,Dilret,38,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
218,Dilret,45,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
219,Dilret,39,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
220,Dilret,184,8.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
221,Dilret,137,2.49,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
222,Dilret,168,8.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
223,Dilret,208,11.85,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
224,Dilret,133,2.49,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
225,Dilret,57,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
226,Dilret,72,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
227,Dilret,28,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
228,Dilret,175,4.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
229,Dilret,86,2.01,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
230,Dilret,140,4.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
231,Dilret,185,4.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
232,Dilret,32,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
233,Dilret,195,22.11,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
234,Dilret,135,22.11,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
235,Dilret,155,22.11,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
236,Dilret,165,4.68,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
237,Dilret,150,11.85,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
238,Dilret,38,0.93,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
239,Dilret,63,2.01,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
240,Dilret,48,1.41,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
241,Dilret,135,27.03,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
242,Dilret,98,2.07,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
243,Dilret,78,2.07,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
244,Dilret,53,2.07,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
245,Dilret,118,2.49,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
246,Dilret,39,0.98,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
247,Dilret,185,27.03,5.5006,9.497500002,2.248272,-0.12960207,-0.22016437,1.2212748,1,MyallLakes
