src,site-name,plotname,year,date,sample.id,species-name ,Max.height,SLA,Canopy.height,Canopy.width
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC3,Bothriochloa.macra,0.05,NA,0.05,0.04
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC4,Bothriochloa.macra,0.09,NA,0.09,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC5,Bothriochloa.macra,0.07,NA,0.07,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC6,Bothriochloa.macra,0.08,NA,0.08,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC7,Bothriochloa.macra,0.045,NA,0.045,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC8,Bothriochloa.macra,0.08,NA,0.08,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9BOTMAC9,Bothriochloa.macra,0.07,NA,0.07,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY1,Vulpia.bromoides,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY2,Vulpia.bromoides,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY3,Vulpia.bromoides,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY4,Vulpia.bromoides,0.135,NA,0.135,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY5,Vulpia.bromoides,0.179,NA,0.179,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY6,Vulpia.bromoides,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY7,Vulpia.bromoides,0.186,NA,0.186,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9GREEN FAIRY8,Vulpia.bromoides,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9LOMFIL1,Lomandra.filiformis,0.16,NA,0.16,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9LOMFIL2,Lomandra.filiformis,0.08,NA,0.08,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9LOMFIL3,Lomandra.filiformis,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9LOMFIL4,Lomandra.filiformis,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9LOMFIL5,Lomandra.filiformis,0.115,NA,0.115,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN1,Plantago.lanceolata,0.107,NA,0.107,0.035
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN10,Plantago.lanceolata,0.148,NA,0.148,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN11,Plantago.lanceolata,0.111,NA,0.111,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN12,Plantago.lanceolata,0.115,NA,0.115,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN13,Plantago.lanceolata,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN2,Plantago.lanceolata,0.083,NA,0.083,0.04
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN3,Plantago.lanceolata,0.116,NA,0.116,0.09
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN4,Plantago.lanceolata,0.096,NA,0.096,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN5,Plantago.lanceolata,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN6,Plantago.lanceolata,0.07,NA,0.07,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN7,Plantago.lanceolata,0.05,NA,0.05,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN8,Plantago.lanceolata,0.06,NA,0.06,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9PLALAN9,Plantago.lanceolata,0.107,NA,0.107,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM2,Chondrilla.juncea,0.43,NA,0.43,0.17
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM3,Chondrilla.juncea,0.48,NA,0.48,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM4,Chondrilla.juncea,0.39,NA,0.39,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM5,Chondrilla.juncea,0.51,NA,0.51,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM6,Chondrilla.juncea,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM7,Chondrilla.juncea,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM8,Chondrilla.juncea,0.39,NA,0.39,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9SPIKY STEM9,Chondrilla.juncea,0.503,NA,0.503,0.23
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9THETRI1,Themeda.australis,0.21,NA,0.21,0.28
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9THETRI2,Themeda.australis,0.07,NA,0.07,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9THETRI3,Themeda.australis,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9THETRI4,Themeda.australis,0.07,NA,0.07,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9THETRI5,Themeda.australis,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV1,Trifolium.arvense,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV10,Trifolium.arvense,0.108,NA,0.108,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV11,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV12,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV13,Trifolium.arvense,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV14,Trifolium.arvense,0.104,NA,0.104,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV15,Trifolium.arvense,0.125,NA,0.125,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV16,Trifolium.arvense,0.118,NA,0.118,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV2,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV3,Trifolium.arvense,0.09,NA,0.09,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV4,Trifolium.arvense,0.11,NA,0.11,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV5,Trifolium.arvense,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV6,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV7,Trifolium.arvense,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV8,Trifolium.arvense,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s2-9,2015,14/12/2015,s2-9TRIARV9,Trifolium.arvense,0.143,NA,0.143,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4AUSBIG1,Austrostipa.bigeniculata,1.14,NA,0.23,0.15
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY1,Vulpia.bromoides,0.27,NA,0.27,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY2,Vulpia.bromoides,0.26,NA,0.26,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY3,Vulpia.bromoides,0.23,NA,0.23,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY4,Vulpia.bromoides,0.32,NA,0.32,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY5,Vulpia.bromoides,0.29,NA,0.29,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY6,Vulpia.bromoides,0.31,NA,0.31,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY7,Vulpia.bromoides,0.31,NA,0.31,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4GREEN FAIRY8,Vulpia.bromoides,0.32,NA,0.32,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4HYPRAD1,Hypochaeris.radicata,0.41,NA,0.06,0.23
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4HYPRAD2,Hypochaeris.radicata,0.46,NA,0.11,0.12
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4HYPRAD3,Hypochaeris.radicata,0.5,NA,0.13,0.09
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4HYPRAD4,Hypochaeris.radicata,0.66,NA,0.065,0.18
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4PLALAN1,Plantago.lanceolata,0.555,NA,0.21,0.23
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4PLALAN2,Plantago.lanceolata,0.58,NA,0.28,0.28
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4PLALAN3,Plantago.lanceolata,0.49,NA,0.3,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4PLALAN4,Plantago.lanceolata,0.32,NA,0.32,0.45
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4RUMACT1,Acetosella.vulgaris,0.43,NA,0.39,0.035
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4RUMACT2,Acetosella.vulgaris,0.505,NA,0.38,0.045
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE1,Microlaena.stipoides,0.36,NA,0.36,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE2,Microlaena.stipoides,0.31,NA,0.31,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE3,Microlaena.stipoides,0.31,NA,0.31,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE4,Microlaena.stipoides,0.25,NA,0.25,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE5,Microlaena.stipoides,0.46,NA,0.46,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE6,Microlaena.stipoides,0.29,NA,0.29,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE7,Microlaena.stipoides,0.3,NA,0.3,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE8,Microlaena.stipoides,0.25,NA,0.25,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4STRAIGHT UP BLADE9,Microlaena.stipoides,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP11,Vulpia.muralis,0.62,NA,0.62,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP12,Vulpia.muralis,0.48,NA,0.48,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP13,Vulpia.muralis,0.52,NA,0.52,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP14,Vulpia.muralis,0.59,NA,0.59,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP15,Vulpia.muralis,0.47,NA,0.47,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP16,Vulpia.muralis,0.49,NA,0.49,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP17,Vulpia.muralis,0.51,NA,0.51,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-4,2015,14/12/2015,s3-4VULSP18,Vulpia.muralis,0.53,NA,0.53,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9AUSBIG1,Austrostipa.bigeniculata,0.64,NA,0.24,0.25
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9AUSBIG2,Austrostipa.bigeniculata,0.505,NA,0.13,0.07
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9AUSBIG3,Austrostipa.bigeniculata,0.515,NA,0.19,0.23
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9AUSBIG4,Austrostipa.bigeniculata,0.81,NA,0.22,0.25
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9BOTMAC1,Bothriochloa.macra,0.29,NA,0.06,0.22
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9BOTMAC2,Bothriochloa.macra,0.48,NA,0.095,0.15
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9BOTMAC3,Bothriochloa.macra,0.445,NA,0.09,0.24
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9BOTMAC4,Bothriochloa.macra,0.5,NA,0.15,0.31
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY1,Vulpia.bromoides,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY2,Vulpia.bromoides,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY3,Vulpia.bromoides,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY4,Vulpia.bromoides,0.18,NA,0.18,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY5,Vulpia.bromoides,0.15,NA,0.15,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY6,Vulpia.bromoides,0.17,NA,0.17,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY7,Vulpia.bromoides,0.22,NA,0.22,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9GREEN FAIRY8,Vulpia.bromoides,0.2,NA,0.2,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE1,Microlaena.stipoides,0.12,NA,0.12,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE2,Microlaena.stipoides,0.19,NA,0.19,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE3,Microlaena.stipoides,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE4,Microlaena.stipoides,0.16,NA,0.16,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE5,Microlaena.stipoides,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE6,Microlaena.stipoides,0.14,NA,0.14,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE7,Microlaena.stipoides,0.1,NA,0.1,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9STRAIGHT UP BLADE8,Microlaena.stipoides,0.13,NA,0.13,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9THETRI1,Themeda.australis,0.5,NA,0.06,0.14
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9THETRI2,Themeda.australis,0.64,NA,0.09,0.1
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9THETRI3,Themeda.australis,0.34,NA,0.11,0.23
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP11,Vulpia.muralis,0.27,NA,0.27,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP12,Vulpia.muralis,0.25,NA,0.25,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP13,Vulpia.muralis,0.32,NA,0.32,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP14,Vulpia.muralis,0.39,NA,0.39,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP15,Vulpia.muralis,0.39,NA,0.39,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP16,Vulpia.muralis,0.24,NA,0.24,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP17,Vulpia.muralis,0.5,NA,0.5,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s3-9,2015,14/12/2015,s3-9VULSP18,Vulpia.muralis,0.37,NA,0.37,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA1,Austrostipa.scabra,0.42,NA,0.42,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA2,Austrostipa.scabra,0.28,NA,0.28,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA3,Austrostipa.scabra,0.55,NA,0.55,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA4,Austrostipa.scabra,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA5,Austrostipa.scabra,0.37,NA,0.37,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA6,Austrostipa.scabra,0.54,NA,0.54,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA7,Austrostipa.scabra,0.36,NA,0.36,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2AUSSCA8,Austrostipa.scabra,0.49,NA,0.49,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD1,Hypochaeris.radicata,0.365,NA,0.05,0.17
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD2,Hypochaeris.radicata,0.22,NA,0.07,0.08
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD3,Hypochaeris.radicata,0.3,NA,0.05,0.115
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD4,Hypochaeris.radicata,0.4,NA,0.04,0.06
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD5,Hypochaeris.radicata,0.54,NA,0.11,0.2
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2HYPRAD6,Hypochaeris.radicata,0.53,NA,0.13,0.22
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2RUMACT1,Acetosella.vulgaris,0.41,NA,0.27,0.02
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2RUMACT2,Acetosella.vulgaris,0.43,NA,0.29,0.015
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2RUMACT3,Acetosella.vulgaris,0.445,NA,0.35,0.05
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2RUMACT4,Acetosella.vulgaris,0.44,NA,0.31,0.06
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP11,Vulpia.muralis,0.48,NA,0.48,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP12,Vulpia.muralis,0.57,NA,0.57,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP13,Vulpia.muralis,0.49,NA,0.49,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP14,Vulpia.muralis,0.35,NA,0.35,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP15,Vulpia.muralis,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP16,Vulpia.muralis,0.48,NA,0.48,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP17,Vulpia.muralis,0.44,NA,0.44,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",s4-2,2015,14/12/2015,s4-2VULSP18,Vulpia.muralis,0.47,NA,0.47,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR1,Avena.barbata,1.34,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR2,Avena.barbata,1.18,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR3,Avena.barbata,1.19,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR4,Avena.barbata,1.35,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR5,Avena.barbata,1.33,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR6,Avena.barbata,1.2,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR7,Avena.barbata,1.42,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3AVEBAR8,Avena.barbata,1.28,NA,NA,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA1,Bromus.diandrus,0.73,NA,0.73,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA2,Bromus.diandrus,0.72,NA,0.72,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA3,Bromus.diandrus,0.93,NA,0.93,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA4,Bromus.diandrus,0.83,NA,0.83,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA5,Bromus.diandrus,0.85,NA,0.85,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA6,Bromus.diandrus,0.93,NA,0.93,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA7,Bromus.diandrus,0.95,NA,0.95,NA
A OReilly-Nugent,"Pinnacle Reserve, ACT",w2-3,2015,14/12/2015,w2-3BRODIA8,Bromus.diandrus,0.98,NA,0.98,NA
