dataset_id,taxon_name,source,closest_names,status,ID,genus_known,keep,reason
White_2020,Clematis microphylla var. microphylla spp. agg.,APC list (known names),Clematis microphylla var. microphylla,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/851017,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Convolvulus erubescens spp. agg.,APC list (accepted),Convolvulus erubescens,accepted,https://id.biodiversity.org.au/node/apni/2887814,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Convolvulus erubescens/remotus,APC list (accepted),Convolvulus sp. [Convolvulus erubescens/remotus],accepted,https://id.biodiversity.org.au/node/apni/2913349,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Convolvulus microsepalus/remotus,APC list (accepted),Convolvulus sp. [Convolvulus microsepalus/remotus],accepted,https://id.biodiversity.org.au/node/apni/2913349,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Coronidium scorpioides 'aff. rutidolepis (Alps)' varian,APC list (accepted),Coronidium monticola,accepted,https://id.biodiversity.org.au/node/apni/2892183,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Coronidium scorpioides 'aff. rutidolepis (Lowland Swamp,APC list (accepted),Coronidium gunnianum,accepted,https://id.biodiversity.org.au/node/apni/2890426,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Coronidium scorpioides 'rutidolepis s.l.' variant,APC list (accepted),Coronidium scorpioides,accepted,https://id.biodiversity.org.au/taxon/apni/51295055,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Coronidium scorpioides 'rutidolepis s.s.' variant,APC list (accepted),Coronidium scorpioides,accepted,https://id.biodiversity.org.au/taxon/apni/51295055,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Corybas sp. aff. diemenicus (Wilsons Promontory),APNI names,Corybas sp. Wilsons Promontory,unplaced,https://id.biodiversity.org.au/name/apni/51344631,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Craspedia glauca spp. agg.,APC list (accepted),Craspedia glauca,accepted,https://id.biodiversity.org.au/node/apni/6976218,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Crassula colorata/sieberiana complex,APC list (accepted),Crassula sp. [Crassula colorata/sieberiana complex],accepted,https://id.biodiversity.org.au/node/apni/2907001,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Ctenopteris heterophylla x Grammitis billardierei,APC list (accepted),Ctenopteris sp. [Ctenopteris heterophylla x Grammitis billardierei],accepted,https://id.biodiversity.org.au/node/apni/2906681,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Dichelachne sciurea spp. agg.,APC list (known names),Dichelachne sciurea,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/883505,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Diuris punctata group,APC list (accepted),Diuris punctata,accepted,https://id.biodiversity.org.au/taxon/apni/51290545,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Drosera peltata subsp. peltata spp. agg.,APC list (known names),Drosera peltata subsp. peltata,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/953574,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Elymus scaber subsp. rectisetus,APC list (known names),Elymus rectisetus,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/954708,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Enchylaena tomentosa var. glabra (coastal glabrous form),APNI names,Enchylaena tomentosa f. c (coastal glabrous form),unplaced,https://id.biodiversity.org.au/name/apni/231801,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Entolasia stricta var. hirsuta,APC list (accepted),Entolasia stricta,accepted,https://id.biodiversity.org.au/node/apni/2886431,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Erigeron pappocromus spp. agg.,APC list (accepted),Erigeron pappocromus,accepted,https://id.biodiversity.org.au/node/apni/6990396,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Erodium crinitum/cygnorum/carolinianum/jannzii,APC list (accepted),Erodium sp. [Erodium crinitum/cygnorum/carolinianum/jannzii],accepted,https://id.biodiversity.org.au/node/apni/2908688,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Eryngium rostratum/vesiculosum,APC list (accepted),Eryngium sp. [Eryngium rostratum/vesiculosum],accepted,https://id.biodiversity.org.au/node/apni/2919759,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus alpina spp. agg.,APC list (accepted),Eucalyptus x alpina,accepted,https://id.biodiversity.org.au/node/apni/2915742,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus arenacea/baxteri,APC list (accepted),Eucalyptus sp. [Eucalyptus arenacea/baxteri],accepted,https://id.biodiversity.org.au/node/apni/2916675,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus camaldulensis x E. tereticornis,APNI names,Eucalyptus camaldulensis x Eucalyptus tereticornis,unplaced,https://id.biodiversity.org.au/name/apni/155689,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus conica x E.crebra,APC list (known names),Eucalyptus conica x Eucalyptus crebra,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/852544,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus coolabah x E.populnea,APC list (accepted),Eucalyptus coolabah x Eucalyptus populnea,accepted,https://id.biodiversity.org.au/node/apni/2915233,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus croajingolensis subsp. blanda,APC list (accepted),Eucalyptus croajingolensis,accepted,https://id.biodiversity.org.au/node/apni/2912898,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Eucalyptus sp. aff. dumosa (Nhill),APC list (known names),Eucalyptus sp. (Nhill),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/854679,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Euchiton indutum,APC list (accepted),Gnaphalium indutum,accepted,https://id.biodiversity.org.au/node/apni/2894664,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Euchiton sp. nov. (Alps),APC list (known names),Euchiton sp. (Alps),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/928795,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Galium migrans spp. agg.,APC list (accepted),Galium migrans,accepted,https://id.biodiversity.org.au/node/apni/2896678,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Geranium retrorsum subsp. retrorsum,APC list (accepted),Geranium retrorsum,accepted,https://id.biodiversity.org.au/node/apni/2901610,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Glycine pacifica,APNI names,Glycine pacifica (Grace 946),unplaced,https://id.biodiversity.org.au/name/apni/152454,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Gonocarpus elatus X Gonocarpus mezianus,APC list (accepted),Gonocarpus mezianus x Gonocarpus elatus,accepted,https://id.biodiversity.org.au/node/apni/2897775,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Hakea leucoptera/tephrosperma,APC list (accepted),Hakea sp. [Hakea leucoptera/tephrosperma],accepted,https://id.biodiversity.org.au/node/apni/2911444,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Haloragis acutangula/odontocarpa,APC list (accepted),Haloragis sp. [Haloragis acutangula/odontocarpa],accepted,https://id.biodiversity.org.au/node/apni/2905290,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Haloragis exalata subsp. exalata var. exalata,APC list (accepted),Haloragis exalata subsp. exalata,accepted,https://id.biodiversity.org.au/node/apni/2894768,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Haloragis exalata subsp. exalata var. laevis,APC list (accepted),Haloragis exalata var. laevis,accepted,https://id.biodiversity.org.au/node/apni/2914112,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Hibbertia cistiflora subsp. rostrata x sericea,APNI names,Hibbertia cistiflora subsp. rostrata x Hibbertia sericea,unplaced,https://id.biodiversity.org.au/name/apni/171314,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Hibbertia sericea vars. densiflora/sericea,APC list (accepted),Hibbertia sericea var. densiflora,accepted,https://id.biodiversity.org.au/node/apni/2891564,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Hovea sp. P,APC list (accepted),Hovea asperifolia,accepted,https://id.biodiversity.org.au/node/apni/2887871,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Hyalosperma glutinosum/semisterile,APC list (accepted),Hyalosperma sp. [Hyalosperma glutinosum/semisterile],accepted,https://id.biodiversity.org.au/node/apni/2907974,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Hypericum gramineum spp. agg.,APC list (accepted),Hypericum gramineum,accepted,https://id.biodiversity.org.au/node/apni/2888539,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Juncus melanobasis,APC list (accepted),Juncus alexandri subsp. Melanobasis,accepted,https://id.biodiversity.org.au/node/apni/2889171,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Juncus phaeanthus M.S.,APC list (accepted),Juncus phaeanthus,accepted,https://id.biodiversity.org.au/node/apni/2889447,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Juncus sp. (subgenus Genuini),APNI names,Juncus sect. Tenageia,unplaced,https://id.biodiversity.org.au/name/apni/182520,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Juncus sp. M,APC list (accepted),Juncus thompsonianus,accepted,https://id.biodiversity.org.au/taxon/apni/51268996,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Kunzea ericoides spp. agg.,APC list (accepted),Kunzea ericoides,accepted,https://id.biodiversity.org.au/node/apni/2916325,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Kunzea sp. (Scrubby form),APC list (accepted),Kunzea sp. Scrubby form (K.R.Thiele 445),accepted,https://id.biodiversity.org.au/node/apni/2901978,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Kunzea sp. (Upright form),APC list (accepted),Kunzea sp. Upright form (M.G.Corrick 11564),accepted,https://id.biodiversity.org.au/node/apni/2892037,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Lachnagrostis perennis spp. agg.,APC list (accepted),Lachnagrostis perennis,accepted,https://id.biodiversity.org.au/node/apni/2913173,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Lachnagrostis scabra subsp. scabra,APC list (known names),Agrostis scabra var. scabra,excluded,https://id.biodiversity.org.au/node/apni/2916040,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Leiocarpa tomentosa/websteri,APC list (accepted),Leiocarpa sp. [Leiocarpa tomentosa/websteri],accepted,https://id.biodiversity.org.au/node/apni/2906350,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Lepidium oxytrichum/papillosum,APC list (accepted),Lepidiumsp. [Lepidium oxytrichum/papillosum],accepted,https://id.biodiversity.org.au/node/apni/2915883,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Leucochrysum albicans subsp. albicans var. buffaloensis,APC list (known names),Leucochrysum albicans var. buffaloensis,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/51286025,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Lobelia gibbosa sensu Albrecht (1999),APC list (accepted),Lobelia gibbosa,accepted,https://id.biodiversity.org.au/node/apni/2920431,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Lobelia sp. aff. pedunculata (South-west Victoria),APC list (known names),Pratia sp. aff. pedunculata (South-western Victoria),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/895559,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Luzula campestris spp. agg.,APC list (accepted),Luzula campestris,accepted,https://id.biodiversity.org.au/node/apni/2912338,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Malva aff. preissiana (pink-flowered inland form),APC list (known names),Malva preissiana subsp. Inland (V.Stajsic 7),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/3953097,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Malva preissiana s.s. (white-flowered coastal form),APC list (known names),Malva preissiana subsp. Coastal (V.Stajsic 5182),taxonomic synonym,https://id.biodiversity.org.au/instance/apni/3952373,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Millotia greevesii subsp. greevesii var. greevesii,APC list (accepted),Millotia greevesii subsp. greevesii,accepted,https://id.biodiversity.org.au/node/apni/2898632,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Mitrasacme spp. (s.s.),APC list (accepted),Mitrasacme sp.,accepted,https://id.biodiversity.org.au/node/apni/2912774,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Morgania glabra spp. agg.,APC list (known names),Morgania glabra,pro parte misapplied,https://id.biodiversity.org.au/instance/apni/921648,FALSE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Myriophyllum elatinoides spp. agg.,APC list (known names),Myriophyllum elatinoides,pro parte misapplied,https://id.biodiversity.org.au/instance/apni/835902,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Myriophyllum propinquum spp. agg.,APC list (known names),Myriophyllum propinquum,pro parte misapplied,https://id.biodiversity.org.au/instance/apni/835906,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Myriophyllum simulans var. simulans,APC list (accepted),Myriophyllum simulans,accepted,https://id.biodiversity.org.au/node/apni/2887802,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Oxalis exilis/perennans,APC list (accepted),Oxalis sp. [Oxalis exilis/Oxalis perennans],accepted,https://id.biodiversity.org.au/node/apni/2888214,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Ozothamnus argophyllus subsp. argophyllus,APC list (accepted),Ozothamnus argophyllus,accepted,https://id.biodiversity.org.au/node/apni/2900912,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Paquerina scapigera MS,APC list (accepted),Brachyscome scapigera,accepted,https://id.biodiversity.org.au/node/apni/2903508,FALSE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Parietaria cardiostegia/debilis,APC list (accepted),Parietaria sp. [Parietaria cardiostegia/debilis],accepted,https://id.biodiversity.org.au/node/apni/2906288,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
White_2020,Pelargonium littorale subsp. helmsii,APC list (accepted),Pelargonium littorale,accepted,https://id.biodiversity.org.au/node/apni/2907149,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Pelargonium littorale subsp. inodorum,APC list (accepted),Pelargonium inodorum,accepted,https://id.biodiversity.org.au/node/apni/2901815,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Persoonia levis X linearis,APC list (known names),Persoonia levis x Persoonia linearis,nomenclatural synonym,https://id.biodiversity.org.au/instance/apni/836811,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Platylobium formosum spp. agg.,APC list (known names),Platylobium formosum,isonym,https://id.biodiversity.org.au/instance/apni/943019,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Poa australis spp. agg.,APC list (known names),Poa australis,pro parte taxonomic synonym,https://id.biodiversity.org.au/instance/apni/954977,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prasophyllum aff. fitzgeraldii B,APNI names,Prasophyllum sp. aff. fitzgeraldii B,unplaced,https://id.biodiversity.org.au/name/apni/194356,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Prasophyllum aff. fitzgeraldii D,APNI names,Prasophyllum sp. aff. fitzgeraldii D,unplaced,https://id.biodiversity.org.au/name/apni/194357,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Prasophyllum aff. petilum (Murchison),APNI names,Prasophyllum sp. 'Murchison',unplaced,https://id.biodiversity.org.au/name/apni/50738387,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos variant 'Girraween/Polblue',APC list (known names),Prostanthera lasianthos Girraween/Polblue variant,pro parte taxonomic synonym,https://id.biodiversity.org.au/instance/apni/913925,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos variant 'New England smooth-leaved',APC list (known names),Prostanthera lasianthos New England smooth-leaved variant,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/913951,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos variant 'rheophytic',APC list (known names),Prostanthera lasianthos Rheophytic variant,pro parte taxonomic synonym,https://id.biodiversity.org.au/instance/apni/913954,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos variant 'subcoriacea',APC list (known names),Prostanthera lasianthos var. subcoriacea,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/953959,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos variant 'typical',APC list (known names),Prostanthera lasianthos Typical variant,taxonomic synonym,https://id.biodiversity.org.au/instance/apni/953958,TRUE,1,"Alignment with known name in APC list (known names) (Elizabeth Wenk, 2020-06-25)"
White_2020,Prostanthera lasianthos x spinosa,APC list (accepted),Prostanthera lasianthos x Prostanthera spinosa,accepted,https://id.biodiversity.org.au/node/apni/2909944,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Pterostylis aff. alpina (Wilsons Promontory),APNI names,Pterostylis sp. 'Wilsons Promontory',unplaced,https://id.biodiversity.org.au/name/apni/50738490,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Pterostylis cycnocephala/mutica,APC list (accepted),Pterostylis sp. [Pterostylis cycnocephala/mutica],accepted,https://id.biodiversity.org.au/node/apni/2915285,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Pterostylis sp. aff. boormanii (Beechworth),APNI names,Pterostylis sp. 'Beechworth',unplaced,https://id.biodiversity.org.au/name/apni/50738418,TRUE,1,"Alignment with known name in APNI names (Elizabeth Wenk, 2020-06-25)"
White_2020,Pultenaea species 1,APC list (accepted),Pultenaea sp. 1 (W. of Wadbilliga trig),accepted,https://id.biodiversity.org.au/node/apni/2920968,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rostellularia adscendens subsp. adscendens var. adscendens,APC list (accepted),Rostellularia adscendens subsp. adscendens,accepted,https://id.biodiversity.org.au/node/apni/2890503,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rostellularia adscendens subsp. adscendens var. latifolia,APC list (accepted),Rostellularia adscendens var. latifolia,accepted,https://id.biodiversity.org.au/node/apni/2918868,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rostellularia adscendens subsp. adscendens var. pogonanthera,APC list (accepted),Rostellularia adscendens var. pogonanthera,accepted,https://id.biodiversity.org.au/node/apni/2903886,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma aff. caespitosum (South-west swamps),APC list (accepted),Rytidosperma sp. South-west Swamps (A.C.Beauglehole 22255),accepted,https://id.biodiversity.org.au/node/apni/2920715,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma linkii var. linkii,APC list (accepted),Rytidosperma bipartitum,accepted,https://id.biodiversity.org.au/node/apni/2911088,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma pilosa var. paleacea,APC list (accepted),Rytidosperma pilosum,accepted,https://id.biodiversity.org.au/node/apni/2911607,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma pilosa var. pilosa,APC list (accepted),Rytidosperma pilosum,accepted,https://id.biodiversity.org.au/node/apni/2911607,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma racemosa var. obtusata,APC list (accepted),Rytidosperma racemosum var. obtusatum,accepted,https://id.biodiversity.org.au/node/apni/2903032,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Rytidosperma racemosa var. racemosa,APC list (accepted),Rytidosperma racemosum var. racemosum,accepted,https://id.biodiversity.org.au/node/apni/2891990,TRUE,1,"Alignment with known name in APC list (accepted) (Elizabeth Wenk, 2020-06-25)"
White_2020,Scirpus spp. (s.l.),APC list (accepted),Scirpus sp. [Scirpus spp. (s.l.)],accepted,https://id.biodiversity.org.au/node/apni/2904412,TRUE,1,"Alignment with genus (Elizabeth Wenk, 2020-06-25)"
