Plant functional group,Species,Wood density (g cm-3),Vessel lumen area (um2),Vessel diameter (um),Vessel diameter max (um),Hydraulically weighted diameter (um),Vessel density (mm-2),Vessel fraction (unitless),Theoretical specific xylem hydraulic conductivity (kg s-1 MPa-1),Vulnerability index (unitless),Vessel Multiple Fraction (unitless),Intrinsic water-use efficiency (umol mol-1 ),Study site,d13c (per mille)
Maturephase tree,Musgravea heterophylla,0.656288847,8189.230274,101.4385616,160.3257859,107.8661111,11.99395461,0.096381484,32390674.72,9.039439436,0.588235294,46.66641762,Daintree Rainforest Observatory,-30.4918
Maturephase tree,Synima cordierorum,0.798339825,4620.849305,76.30736895,128.5511727,82.76090972,13.66752967,0.058827258,10519044.25,6.608486906,0.605263158,41.36290192,Daintree Rainforest Observatory,-30.97959725
Maturephase tree,Syzygium graveolens,0.555432221,22593.61163,169.4378401,218.687538,169.9041794,11.43609626,0.256698046,229716960.6,14.99674476,0.722222222,41.5270449,Daintree Rainforest Observatory,-30.9645
Maturephase tree,Syzygium gustavoides,0.578462453,9450.037994,109.599675,140.0600916,112.2321591,15.62003391,0.146868602,54971725.83,7.157784878,0.484848485,51.69835188,Daintree Rainforest Observatory,-30.02898178
Maturephase tree,Syzygium sayeri,0.5809,9985.305218,112.3470353,171.3988978,120.6565268,19.24611321,0.183703174,71650528.23,6.359621431,0.638297872,38.78176964,Daintree Rainforest Observatory,-31.217
Pioneer shrub,Archirhodomyrtus beckleri,0.679602642,4075.410332,71.9452453,99.04573875,75.1773536,19.80397156,0.080112537,12951273.89,3.679625528,0.944444444,50.49131994,Daintree Rainforest Observatory,-33.69
Pioneer shrub,Breynia stipitata,0.703485029,929.1921411,34.38156625,48.4834461,36.73929751,130.2378291,0.120816242,4448672.253,0.265318675,0.395348837,54.70464046,Daintree Rainforest Observatory,-29.75247477
Pioneer shrub,Callicarpa longifolia,0.4625,1023.404607,36.06556967,49.76074393,37.77959016,116.7066261,0.119201888,4850628.604,0.309723052,0.6,11.24614045,Daintree Rainforest Observatory,-33.74962268
Pioneer shrub,Ficus congesta,0.558976358,9891.624583,111.619368,168.1939638,113.694208,6.41537107,0.061507413,24307452.52,18.20967405,0.575,73.1975469,Daintree Rainforest Observatory,-28.05156741
Pioneer shrub,Ficus septica,0.495493525,14454.82602,133.0619937,213.8275044,148.1885455,8.367875309,0.114599766,72101070.8,17.01076223,0.536585366,48.34817359,Daintree Rainforest Observatory,-30.33711847
Pioneer shrub,Guioa acutifolia,0.553241506,4692.678801,77.27361323,121.2481647,80.50319577,13.10967132,0.061432134,11416118.02,5.918980414,0.790697674,30.56633814,Daintree Rainforest Observatory,-34.601499
Pioneer shrub,Leea indica,0.473364007,3837.596256,69.31280947,114.1171543,78.27974978,6.694300247,0.023956758,3610022.617,11.79907397,0.933333333,36.66906807,Daintree Rainforest Observatory,-31.41131827
Pioneer shrub,Macaranga involucrata,0.570122763,3858.167955,69.92547068,102.5662925,71.1261722,30.96113864,0.118509241,18269355.26,2.290196216,0.75,50.23258076,Daintree Rainforest Observatory,-30.16379785
Pioneer shrub,Mallotus mollissimus,0.428448688,13567.13439,131.2635667,171.1734145,131.000814,6.973229424,0.094379562,51052607.56,18.9034039,0.689655172,60.5351074,Daintree Rainforest Observatory,-29.21621054
Pioneer shrub,Melastoma malabathricum,0.5126426,3595.713548,66.36900399,95.56763241,69.79523644,47.35921059,0.151167803,22660026.35,1.632940716,0.555555556,53.72925543,Daintree Rainforest Observatory,-29.84218698
Pioneer shrub,Pipturus argenteus,0.3645,13335.9442,129.9608655,211.9166534,137.6224022,7.531087778,0.097202352,50801907.91,18.44189937,0.611111111,30.00273346,Daintree Rainforest Observatory,-32.02
Pioneer shrub,Rhus taitenses,0.400034558,10153.71746,113.4972688,170.9860872,120.9745879,13.66752967,0.141864518,59093606.65,8.683330639,0.657142857,45.91393404,Daintree Rainforest Observatory,-30.56101058
Pioneer shrub,Tarenna dallachiana,0.532170128,1214.646002,39.29771621,55.46098547,42.27737392,93.02702079,0.112959828,5457125.069,0.422768661,0.892857143,41.85217631,Daintree Rainforest Observatory,-30.93459565
Pioneer shrub,Timonius timon,0.522648641,4695.965874,77.24331131,107.4886649,79.27164023,21.19861745,0.098857774,18385070.24,3.694580497,0.48,56.51823468,Daintree Rainforest Observatory,-29.58566725
Pioneer shrub,Trema tomentosa,0.374701891,6112.899051,88.10117802,131.9267848,94.71501414,15.62003391,0.092863534,22074372.06,6.272314114,0.377777778,62.32160445,Daintree Rainforest Observatory,-29.05189533
Pioneer tree,Aleurites rockinghamensis,0.503766048,26559.98903,183.7818765,250.0572818,199.2224645,3.068220947,0.080941688,84867864.32,61.23285017,0.75,54.37113946,Daintree Rainforest Observatory,-29.78314892
Pioneer tree,Alphitonia petriei,0.621358351,9088.626823,107.4165069,162.7522903,115.8087971,12.55181296,0.113845174,41281633.08,8.73580111,0.766666667,46.54638737,Daintree Rainforest Observatory,-30.50283993
Pioneer tree,Alstonia scholaris,0.361,9838.609829,111.8421742,193.0407842,136.2527136,11.43609626,0.111462174,43229151.64,10.26217299,0.295081967,64.67977225,Daintree Rainforest Observatory,-28.835
Pioneer tree,Cananga odorata,0.3761,13601.70593,128.5019465,220.3235109,140.4634774,10.32037955,0.105854414,55382724.64,20.45764812,0.212765957,36.35677775,Daintree Rainforest Observatory,-31.44
Pioneer tree,Commersonia macrostipulata,0.441817625,10990.2712,117.0998907,185.9019693,125.0928266,16.73575062,0.160078477,66495419.87,9.260914102,0.333333333,24.2544678,Daintree Rainforest Observatory,-32.55316609
Pioneer tree,Elaeocarpus angustifolius,0.499,14669.11657,136.1384582,199.3815565,144.0785367,7.531087778,0.111152052,66898860.4,18.18242212,0.638888889,44.04943642,Daintree Rainforest Observatory,-30.7325
Pioneer tree,Endospermum myrmecophilum,0.4452,16203.53149,142.729979,242.1741894,161.2696895,5.578583539,0.087262258,56548580.52,27.64445495,0.486486486,49.93504281,Daintree Rainforest Observatory,-30.19
Pioneer tree,Ficus variegata,0.4043,17715.32081,149.4751713,223.4124653,166.1299449,3.905008478,0.066041093,45895365.12,42.70832728,0.705882353,63.39281226,Daintree Rainforest Observatory,-28.95
Pioneer tree,Glochidion sumatranum,0.651894187,9039.385302,106.3316104,170.9235954,116.9501105,25.66148428,0.22396889,82986184.64,4.291011682,0.340909091,19.14288199,Daintree Rainforest Observatory,-33.02331036
Pioneer tree,Homalanthus novoguineensis,0.288065542,16632.30995,145.2562301,228.8007986,167.5222117,9.20466284,0.151979302,100567200.5,16.41233314,0.5,57.68012233,Daintree Rainforest Observatory,-29.47880124
Pioneer tree,Macaranga tanarius,0.520100123,12571.28103,126.2983057,184.9494919,137.5777119,12.55181296,0.156082198,77704359.58,10.99068086,0.333333333,45.59846263,Daintree Rainforest Observatory,-30.59002645
Pioneer tree,Mallotus paniculatus,0.4333,9462.131503,109.2144681,170.9091715,118.0184338,10.8782379,0.100759204,38394072.02,10.31370996,0.6,44.0663603,Daintree Rainforest Observatory,-30.73094341
Pioneer tree,Melicope elleryana,0.425218097,10294.10174,113.8609943,155.5758383,117.497071,5.299654362,0.053087311,21923749.6,22.35799513,0.6,33.17440414,Daintree Rainforest Observatory,-31.7327442
Pioneer tree,Schefflera actinophylla,0.386560833,4856.098802,77.73528576,114.2267729,81.09301996,16.45682144,0.07368175,14140969.01,5.477661041,0.432432432,50.64618953,Daintree Rainforest Observatory,-30.12575568
Pioneer tree,Trema orientalis,0.4185,18569.75297,153.721868,194.0597471,148.7783221,5.857512716,0.108349434,79459704.74,27.61820211,0.76,44.66694937,Daintree Rainforest Observatory,-30.68
Understorey shrub,Aglaia meridionalis,0.64609497,2290.147611,53.95769819,82.51063733,57.96624855,71.03881588,0.161555611,14627393.14,0.77887924,0.625,25.08537672,Daintree Rainforest Observatory,-34.54
Understorey shrub,Amaracarpus nematopodus,0.596890137,411.8614754,22.89204368,29.2235397,23.41967937,206.3508461,0.08523584,1396343.551,0.114156749,0.7,26.34083086,Daintree Rainforest Observatory,NA
Understorey shrub,Ardisia brevipetala,0.712742565,481.5399944,24.74156122,39.85608429,27.15377185,99.7926223,0.048447375,936630.7143,0.250318742,0.346938776,2.215015196,Daintree Rainforest Observatory,-36.5366
Understorey shrub,Atractorcarpus hirtus,0.819046698,426.9836357,23.24565594,33.69488496,24.52989772,106.5582238,0.043000624,702754.8658,0.26407587,0.947368421,8.479820327,Daintree Rainforest Observatory,-35.9896
Understorey shrub,Brackenridgea australiana,0.829486791,1942.731821,49.29693113,63.51387393,48.15269699,35.51940794,0.067255283,5390233.933,1.425429426,1,67.03304171,Daintree Rainforest Observatory,-30.87713258
Understorey shrub,Cupaniopsis diploglottoides,0.83350361,807.3415361,31.91479503,60.09780967,38.05275,50.74201134,0.040620144,1338454.921,0.648305838,0.407407407,2.958317438,Daintree Rainforest Observatory,-36.47
Understorey shrub,Eupomatia laurina,0.615219332,1685.656598,45.87338682,67.91258553,50.70099945,76.11301701,0.123224813,8515676.583,0.629870193,0.548387097,23.02543548,Daintree Rainforest Observatory,-34.71957622
Understorey shrub,Haplostichantus ramiflorus,0.702194202,588.5953454,27.31737918,62.00234306,35.33930292,71.03881588,0.040982853,948599.3419,0.427652835,0.303030303,18.33400375,Daintree Rainforest Observatory,-35.1292
Understorey shrub,Harpullia rhyticarpa,0.7498,618.7274931,27.86413261,48.02849912,30.70924186,79.49581777,0.04106857,894295.7483,0.601910335,0.875,11.40861283,Daintree Rainforest Observatory,-35.73
Understorey shrub,Hernandia albiflora,0.598972995,568.4438961,26.88678015,36.49440555,28.27616437,233.4132522,0.132521255,2990220.907,0.116194997,0.595744681,28.08740055,Daintree Rainforest Observatory,-34.2776
Understorey shrub,Ixora biflora,0.922235877,937.5056167,34.53766377,45.31361826,34.92582796,57.50761285,0.053803005,1996700.648,0.605684012,1,10.67651068,Daintree Rainforest Observatory,-35.7978
Understorey shrub,Lasianthus kurzii,0.7061,996.0626517,35.45293618,51.49785344,37.26657867,108.2496242,0.104777815,4162598.237,0.33998361,0.538461538,23.06639403,Daintree Rainforest Observatory,-34.716
Understorey shrub,Pilidiostigma papuanum,0.7844,1441.83606,42.66710226,57.57106439,43.33589953,30.4452068,0.042879596,2470117.504,1.52302427,0.916666667,11.64768275,Daintree Rainforest Observatory,-37.71
Understorey shrub,Pittosporum rubiginosum,0.756493113,379.6456744,21.8940836,31.23199117,22.49469445,143.7690321,0.053532501,814749.3747,0.155836804,0.666666667,23.79652443,Daintree Rainforest Observatory,-34.65225
Understorey shrub,Psychotria dallachiana,0.562,354.8023959,21.21472685,29.96084111,21.87944563,241.8702541,0.085938215,1225475.827,0.087873223,0.333333333,14.05499629,Daintree Rainforest Observatory,-35.5
Understorey tree,Antirhea tenuiflora,0.5371,2512.979082,56.48465445,74.97623139,60.68728277,71.03881588,0.176339861,17529828.25,0.832857672,0.289473684,18.89106485,Daintree Rainforest Observatory,-33.05
Understorey tree,Brombya platynema,0.785621833,1688.412715,46.09866756,67.81073795,47.76847126,43.97640983,0.073024045,5034699.009,1.092790634,0.302325581,36.80299698,Daintree Rainforest Observatory,-31.399
Understorey tree,Citronella smythii,0.5574,3065.910101,62.43390316,87.94496316,64.94731193,22.03540498,0.066809732,8056089.729,2.948315957,0.894736842,19.17504934,Daintree Rainforest Observatory,-37.08
Understorey tree,Cleistanthus myrianthus,0.829486791,1277.165192,40.22875481,65.64791903,44.0028444,50.74201134,0.063850073,3234246.31,0.833370706,0.392857143,58.17156723,Daintree Rainforest Observatory,-29.4336
Understorey tree,Dysoxylum oppositifolium,0.78300194,2336.09608,54.52132181,88.72162491,61.392582,59.19901323,0.137017838,12576142.97,1.020801661,0.342857143,26.06842064,Daintree Rainforest Observatory,-32.3863256
Understorey tree,Ficus leptoclada,0.554835045,6846.973519,93.34543941,139.6618872,94.21037341,6.41537107,0.043830133,11869591.61,14.99633962,0.571428571,27.61662891,Daintree Rainforest Observatory,-32.24392727
Understorey tree,Gilbeeea whypallana,0.552259853,1335.931953,41.16362354,58.80307351,45.63258771,109.9410246,0.144169356,7581465.015,0.396234367,0.6,19.00018454,Daintree Rainforest Observatory,-33.03643513
Understorey tree,Gomphandra australiana,0.4158,5498.873619,83.58283045,124.2275178,86.30109291,17.57253815,0.096083609,20962386.26,4.79319908,0.594594595,26.88614513,Daintree Rainforest Observatory,-32.3111144
Understorey tree,Macaranga subdentata,0.54172243,3341.348782,65.20646031,105.2664921,69.2137549,15.89896309,0.053334039,7094268.063,4.177763981,0.459459459,35.27503852,Daintree Rainforest Observatory,-31.53953582
Understorey tree,Medicosma fareana,0.724565242,1538.937959,44.23024501,65.03819158,48.50052654,47.35921059,0.072969302,4474791.069,0.935686126,0.461538462,15.34623127,Daintree Rainforest Observatory,-35.39
Understorey tree,Myristica globosa,0.433,8955.318619,106.4046097,172.2120136,124.870517,8.646804486,0.078846478,29312546.41,12.56966848,0.590163934,41.98368474,Daintree Rainforest Observatory,-30.9225
Understorey tree,Niemeyera prunifera,0.6928,2878.600242,60.36474296,86.63977147,61.84475081,64.27321437,0.180106702,20468579.42,0.980563472,0.173913043,0.825148896,Daintree Rainforest Observatory,-34.71
Understorey tree,Pseuduvaria froggatti,0.690418421,1799.833691,47.49531421,76.24871504,52.33975778,49.05061096,0.083667946,5997976.918,1.060224369,0.230769231,3.330613808,Daintree Rainforest Observatory,-36.43919355
Understorey tree,Rockinghamia angustifolia,0.756493113,5040.906247,79.5768701,113.5123293,86.90289876,14.22538803,0.069863043,14328379.58,5.750134294,0.6,75.72882563,Daintree Rainforest Observatory,-27.81875
Understorey tree,Ryparosa kurangii,0.644134933,1779.589862,47.5689788,80.02775314,53.90372375,38.9022087,0.069207499,4895072.665,1.240175065,0.294117647,23.01607901,Daintree Rainforest Observatory,-34.72039316
Vine,Caesalpinea traceyi,0.492155051,3119.151024,62.97895878,126.1573008,69.45171805,28.17184687,0.087856929,10890055.58,2.286882495,0.744186047,39.18474569,Daintree Rainforest Observatory,-31.17993579
Vine,Cissus penninervis,0.415,29334.82255,167.8845211,316.4986471,208.3400996,9.20466284,0.256703089,294630019.5,23.34647068,0.666667,38.82657304,Daintree Rainforest Observatory,-31.21
Vine,Elaeagnus triflora,0.652000765,7093.702917,94.85505356,157.2530306,98.7102287,43.97640983,0.308318312,86873902.88,2.192964352,1,46.08420694,Daintree Rainforest Observatory,-30.54534953
Vine,Embelia caulialata,0.35457209,9579.873889,110.1559025,189.6913651,124.7305529,22.59326333,0.218398593,85360974.07,4.895986515,0.446808511,48.09330977,Daintree Rainforest Observatory,-30.36055988
Vine,Entada phaseloides,0.396986283,125816.3343,396.073274,601.3125822,413.3362518,2.153211806,0.257290649,1323535351,194.6872754,0.529411765,70.05072661,Daintree Rainforest Observatory,-28.341
Vine,Hypserpa decumbens,0.66956478,10489.99767,114.1951236,210.9616979,142.6354979,15.62003391,0.147679385,60670909.42,8.727107351,0.862068966,64.45505365,Daintree Rainforest Observatory,-28.85566876
Vine,Ichnocarpus frutescens,0.527034147,8908.498237,105.9707807,189.2880566,113.674042,39.05008478,0.334876017,118577145.6,2.867774429,0.838709677,53.19555037,Daintree Rainforest Observatory,-29.89127515
Vine,Merremia peltata,0.328622786,71419.80906,301.0366021,487.7786532,315.4766741,4.462866831,0.312483882,876480943.9,70.72385191,0.964285714,84.58709499,Daintree Rainforest Observatory,-27.004
Vine,Mucuna gigantea,0.290725452,201281.9201,504.1016488,706.5723009,448.5586386,1.974406839,0.390387878,3160962141,260.3461204,0.594594595,32.61048305,Daintree Rainforest Observatory,-31.78
Vine,Neosepicaea jucunda,0.414527074,5381.779453,80.73057865,161.0672705,93.82260709,26.21934263,0.130736524,31266037.68,3.308434634,0.428571429,42.00599027,Daintree Rainforest Observatory,-30.92044842
Vine,Rourea brachyandra,0.571587353,12035.60564,123.6060797,211.0618337,132.7468108,15.62003391,0.187333143,89904297.69,7.964920129,1,38.42644869,Daintree Rainforest Observatory,-31.24968107
Vine,Strychnos minor,0.498361762,6433.986062,90.46371371,149.8065674,100.167802,33.75043041,0.21693839,55384398.51,2.683184844,0.714285714,40.99994746,Daintree Rainforest Observatory,-31.01298042
Vine,Tetracera nordtiana,0.49949262,22994.49036,169.690254,308.3714888,184.7531372,12.27288379,0.262722902,238330563.7,15.48258933,1,52.05694226,Daintree Rainforest Observatory,-29.996
Vine,Tetrastigma nitens,0.309766993,19385.25614,155.6269304,291.1164347,172.5701645,20.08290074,0.380595692,305551729.8,7.973463099,0.914285714,37.56523699,Daintree Rainforest Observatory,-31.32889206
Vine,Trophis scandens,0.553987891,5535.093417,83.8145799,180.6152108,371.9237201,42.95509325,0.236030489,51968640.24,1.971292222,0.41025641,45.37423807,Daintree Rainforest Observatory,-30.61064977
Understorey shrub,Antirhea sp. (Lower Downey),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daintree Rainforest Observatory,-34.43009854
