date,habitat,site,bee_taxon,total_bee_n,flower_species,count,basis_of_record,cultivar_status
2018-02,Bushland remnant,Wireless Hill,Megachile,23,Marri,1,field,wild
2018-02,Residential garden,Bibra Lake,Euryglossinae,5,Marri,5,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Chamelaucium uncinatum,5,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Coral vine,4,captive_cultivated,cultivar
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Corymbia ficifolia,30,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Duranta repens,2,captive_cultivated,cultivar
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Marri,646,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Honeybees,1253,Melaleuca lanceolata,566,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Hylainae,9,Marri,9,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Lasioglossum,4,Marri,4,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Leioproctus,1,Marri,1,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Lipotriches,22,Marri,13,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Lipotriches,22,Melaleuca lanceolata,9,captive_cultivated,wild
2018-02,Residential garden,Bibra Lake,Megachile,2,Melaleuca lanceolata,2,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Amegilla,6,Buddlegia white,3,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Amegilla,6,Lantana,3,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Euryglossinae,9,Marri,9,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Honeybees,217,Crepe myrtle,5,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Frangipani,3,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Gazania,1,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Grevillea Pink Surprise,1,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Lantana,1,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Lemon,5,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Honeybees,217,Marri,197,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Honeybees,217,Taraxicum khatoonae,1,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Honeybees,217,Valerian,3,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Hylaeues,19,Marri,19,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Leioproctus,2,Marri,2,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Lipotriches,4,Marri,4,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Megachile,5,Gazania,2,captive_cultivated,cultivar
2018-02,Residential garden,Gosnells,Megachile,5,Marri,1,captive_cultivated,wild
2018-02,Residential garden,Gosnells,Megachile,5,Salvia faricea,2,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Amegilla,14,Abelia,7,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Amegilla,14,Duranta repens,1,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Amegilla,14,Pelargonium australe,6,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Honeybees,767,Abelia,5,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Honeybees,767,Aptenia cordifolia,16,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Honeybees,767,Corymbia ficifolia white,155,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Honeybees,767,Eucalyptus erythrocorys,563,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Honeybees,767,Hibbertia scandens,2,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Honeybees,767,Regelia ciliata,7,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Honeybees,767,Scholtzia involucrata,18,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Honeybees,767,Sedum albua,1,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Hylainae,6,Corymbia ficifolia white,2,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Hylainae,6,Eucalyptus erythrocorys,4,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Lasioglossum,1,Abelia,1,captive_cultivated,cultivar
2018-02,Residential garden,Jandakot,Megachile,2,Corymbia ficifolia white,1,captive_cultivated,wild
2018-02,Residential garden,Jandakot,Megachile,2,Taraxicum khatoonae,1,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Allodapiini,12,Callistemon viminalis,6,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Allodapiini,12,Thryptomene saxicola,6,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Amegilla,4,Agapanthus ppl,4,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Homalictus,8,Callistemon viminalis,1,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Homalictus,8,Eucalyptus erythrocorys,7,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Bankisa media,60,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Basil,2,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Brassica oleracea Broccoli,2,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Caesalpinia gilliesii,2,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Callistemon viminalis,257,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Chrysocephalum apiculatum,3,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Eucalyptus erythrocorys,33,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Frangipani,4,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Leptospermum,5,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Limonium,1,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Marianthus bicolor,5,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Syzigium,10,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Tanacetum cinerariifolium,1,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Honeybees,387,Thryptomene saxicola,1,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Honeybees,387,Thymus serpyllum 'Albus' White creeping thyme,1,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Megachile,37,Basil,7,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Megachile,37,Brassica oleracea Broccoli,6,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Megachile,37,Leptospermum,4,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Megachile,37,Thryptomene saxicola,1,captive_cultivated,wild
2018-02,Residential garden,Nedlands,Megachile,37,Thymus serpyllum 'Albus' White creeping thyme,6,captive_cultivated,cultivar
2018-02,Residential garden,Nedlands,Megachile,37,Thymus serpyllum Purple creeping thyme,13,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Amegilla,8,Duranta repens,8,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Euryglossinae,34,Eucalyptus erythrocorys,34,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Homalictus,39,Eucalyptus erythrocorys,39,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Honeybees,351,Aptenia cordifolia,6,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Callistemon viminalis,38,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Honeybees,351,Duranta repens,46,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Eucalyptus erythrocorys,170,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Honeybees,351,Euphorbia cyathophora,9,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Gazania,11,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Liriope,2,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Pandorea jasminoides,4,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Honeybees,351,Rosa,4,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Honeybees,351,Rosenary,61,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Hylainae,8,Callistemon viminalis,1,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Hylainae,8,Eucalyptus erythrocorys,7,captive_cultivated,wild
2018-02,Residential garden,Osborne Park,Megachile,6,Duranta repens,3,captive_cultivated,cultivar
2018-02,Residential garden,Osborne Park,Megachile,6,Gazania,3,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Amegilla,5,Duranta repens,2,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Amegilla,5,Nereium oleander,3,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Euryglossinae,189,Corymbia calophylla,10,captive_cultivated,wild
2018-02,Residential garden,Wembley,Euryglossinae,189,Melaleuca quinquenervia,179,captive_cultivated,wild
2018-02,Residential garden,Wembley,Homalitus,2,Corymbia calophylla,2,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Chili,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Corymbia calophylla,8,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Dahlia,5,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Duranta repens,7,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Lavandula dentata,2,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Limonium perezii,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Lobularia maritima,3,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Margurite daisy,1,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Melaleuca quinquenervia,69,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Pisum sativum,2,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Rosa,2,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Rosemary,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Honeybees,122,Scaevola,9,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Seaside daisy,10,captive_cultivated,wild
2018-02,Residential garden,Wembley,Honeybees,122,Zonal perlargonijm,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Hylainae,26,Corymbia calophylla,26,captive_cultivated,wild
2018-02,Residential garden,Wembley,Megachile,41,Chili,3,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Gazania,3,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Margurite daisy,1,captive_cultivated,wild
2018-02,Residential garden,Wembley,Megachile,41,Nasturtian,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Nemesia fruticans,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Pisum sativum,17,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Rocket,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Salvia,1,captive_cultivated,cultivar
2018-02,Residential garden,Wembley,Megachile,41,Scaevola,13,captive_cultivated,wild
2018-02,Residential garden,Wilson,Amegilla,4,Callistemon salignus,3,captive_cultivated,wild
2018-02,Residential garden,Wilson,Amegilla,4,Duranta,1,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Eurgylossinae,246,Marri,246,captive_cultivated,wild
2018-02,Residential garden,Wilson,Honeybees,157,Callistemon salignus,127,captive_cultivated,wild
2018-02,Residential garden,Wilson,Honeybees,157,Euryops pectinatus,1,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Honeybees,157,Marri,4,captive_cultivated,wild
2018-02,Residential garden,Wilson,Honeybees,157,Polygala myrtifolia,20,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Honeybees,157,Regal pelargonium,1,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Honeybees,157,Rosa,1,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Honeybees,157,Rosemary,3,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Hylaues,197,Marri,197,captive_cultivated,wild
2018-02,Residential garden,Wilson,Lipotriches,15,Callistemon salignus,1,captive_cultivated,wild
2018-02,Residential garden,Wilson,Lipotriches,15,Coleonema pulchellum,1,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Lipotriches,15,Jacksonia sternbergiana,6,captive_cultivated,wild
2018-02,Residential garden,Wilson,Lipotriches,15,Marri,4,captive_cultivated,wild
2018-02,Residential garden,Wilson,Lipotriches,15,Rosa,3,captive_cultivated,cultivar
2018-02,Residential garden,Wilson,Megachile,13,Jacksonia sternbergiana,14,captive_cultivated,wild
2018-03,Bushland remnant,Bold Park,Homalictus,40,Eucalyptus erythrocorys,40,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Banksia attenuata,3,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Eucalyptus erythrocorys,166,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Galenia secunda,49,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Gevillea whiteana,55,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Melaleuca lanceolata,23,field,wild
2018-03,Bushland remnant,Bold Park,Honeybees,356,Rosemary,60,field,cultivar
2018-03,Bushland remnant,Bold Park,Hylaeinae,5,Eucalyptus erythrocorys,5,field,wild
2018-03,Bushland remnant,Bold Park,Lipotriches,3,Galenia secunda,3,field,wild
2018-03,Bushland remnant,Bold Park,Megachile,54,Eucalyptus erythrocorys,1,field,wild
2018-03,Bushland remnant,Bold Park,Megachile,54,Galenia secunda,21,field,wild
2018-03,Bushland remnant,Bold Park,Megachile,54,Jacksonia furcellata,31,field,wild
2018-03,Bushland remnant,Bold Park,Megachile,54,Melaleuca lanceolata,1,field,wild
2018-03,Bushland remnant,Kings Park,Euryglossinae,17,Marri,17,field,wild
2018-03,Bushland remnant,Kings Park,Honeybees,24,Jacksonia sternbergiana,2,field,wild
2018-03,Bushland remnant,Kings Park,Honeybees,24,Marri,20,field,wild
2018-03,Bushland remnant,Kings Park,Honeybees,24,ucopogon propinquus,2,field,wild
2018-03,Bushland remnant,Kings Park,Hylaeus,16,Marri,16,field,wild
2018-03,Bushland remnant,Kings Park,Lipotriches,2,Jacksonia sternbergiana,2,field,wild
2018-03,Bushland remnant,Kings Park,Megachile,25,Jacksonia sericea,1,field,wild
2018-03,Bushland remnant,Kings Park,Megachile,25,Jacksonia sternbergiana,24,field,wild
2018-03,Bushland remnant,Maniana,Honeybees,149,Corymbia calophylla,118,field,wild
2018-03,Bushland remnant,Maniana,Honeybees,149,Regelia ciliata,31,field,wild
2018-03,Bushland remnant,Maniana,Hylaeinae,12,Corymbia calophylla,12,field,wild
2018-03,Bushland remnant,Maniana,Lipotriches,69,Corymbia calophylla,39,field,wild
2018-03,Bushland remnant,Maniana,Lipotriches,69,Regelia ciliata,30,field,wild
2018-03,Bushland remnant,Maniana,Megachile,3,Corymbia calophylla,2,field,wild
2018-03,Bushland remnant,Maniana,Megachile,3,Scholtzia involucrata,1,field,wild
2018-03,Bushland remnant,Piney Lakes,Amegilla,1,Hemiandra pungens,1,field,wild
2018-03,Bushland remnant,Piney Lakes,Euryglossinae,49,Melaleuca lanceolata,49,field,wild
2018-03,Bushland remnant,Piney Lakes,Honeybees,132,Melaleuca lanceolata,132,field,wild
2018-03,Bushland remnant,Piney Lakes,Hylainae,51,Melaleuca lanceolata,51,field,wild
2018-03,Bushland remnant,Piney Lakes,Lasioglossum,2,Melaleuca lanceolata,2,field,wild
2018-03,Bushland remnant,Piney Lakes,Megachile,26,Hemiandra pungens,3,field,wild
2018-03,Bushland remnant,Piney Lakes,Megachile,26,Jacksonia sternbergiana,14,field,wild
2018-03,Bushland remnant,Piney Lakes,Megachile,26,Melaleuca lanceolata,9,field,wild
2018-03,Bushland remnant,Shenton Park,Euryglossinae,14,Eucalyptus erythrocorys,3,field,wild
2018-03,Bushland remnant,Shenton Park,Euryglossinae,14,Eucalyptus orbifolia,11,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Banksia prionotes,1,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Brazilian pepper (Schinus terebinthifolius),2300,field,cultivar
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Callistemon,1,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Eucalyptus erythrocorys,216,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Eucalyptus orbifolia,18,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Grevillea themelliana,6,field,wild
2018-03,Bushland remnant,Shenton Park,Honeybees,2552,Grevillea whiteana,10,field,wild
2018-03,Bushland remnant,Shenton Park,Hylaeinae,100,Banksia prionotes,12,field,wild
2018-03,Bushland remnant,Shenton Park,Hylaeinae,100,Eucalyptus erythrocorys,88,field,wild
2018-03,Bushland remnant,Shenton Park,Lasioglossum,2,Eucalyptus erythrocorys,2,field,wild
2018-03,Bushland remnant,Shenton Park,Lipotriches,28,Brazilian pepper (Schinus terebinthifolius),28,field,cultivar
2018-03,Bushland remnant,Shenton Park,Megachile,9,Brazilian pepper (Schinus terebinthifolius),8,field,cultivar
2018-03,Bushland remnant,Shenton Park,Megachile,9,Leucopogon,1,field,wild
2018-03,Bushland remnant,Star Swamp,Megachile,173,Jacksonia sericea,132,field,wild
2018-03,Bushland remnant,Star Swamp,Megachile,173,Jacksonia sternbergiana,41,field,wild
2018-03,Bushland remnant,Wireless Hill,Amegilla,2,Calytrix fraseri,2,field,wild
2018-03,Bushland remnant,Wireless Hill,Euryglossinae,53,Marri,53,field,wild
2018-03,Bushland remnant,Wireless Hill,Honeybees,113,Corymbia ficifolia,55,field,wild
2018-03,Bushland remnant,Wireless Hill,Honeybees,113,Marri,58,field,wild
2018-03,Bushland remnant,Wireless Hill,Hylainae,232,Corymbia ficifolia,6,field,wild
2018-03,Bushland remnant,Wireless Hill,Hylainae,232,Marri,226,field,wild
2018-03,Bushland remnant,Wireless Hill,Lasioglossum,2,Marri,2,field,wild
2018-03,Bushland remnant,Wireless Hill,Lipotriches,12,Calytrix fraseri,5,field,wild
2018-03,Bushland remnant,Wireless Hill,Lipotriches,12,Marri,7,field,wild
2018-03,Bushland remnant,Wireless Hill,Megachile,7,Hemiandra,4,field,wild
2018-03,Bushland remnant,Wireless Hill,Megachile,7,Marri,3,field,wild
2018-03,Residential garden,Bibra Lake,Amegilla,5,Duranta repens,5,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Homalictus,3,Eucalyptus erythrocorys,3,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Banksia prionotes N,79,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Callistemon N,99,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Chamelaucium uncinatum,2,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Coral vine,135,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Honeybees,553,Crassula campfire,1,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Honeybees,553,Crepe myrtle,1,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Honeybees,553,Duranta repens,4,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Honeybees,553,Eucalyptus erythrocorys,203,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Ivy geranium,1,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Honeybees,553,Marri,9,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Honeybees,553,Mexican sunflower,19,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Hylainae,2,Banksia prionotes N,2,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Lipotriches,41,Crepe myrtle,1,captive_cultivated,cultivar
2018-03,Residential garden,Bibra Lake,Lipotriches,41,Eucalyptus erythrocorys,2,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Lipotriches,41,Hibbertia scandens,33,captive_cultivated,wild
2018-03,Residential garden,Bibra Lake,Lipotriches,41,Mexican sunflower,5,captive_cultivated,cultivar
2018-03,Residential garden,Gosnells,Euryglossinae,54,Marri,54,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Homalictus,1,Marri,1,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Honeybees,6,Gaura,1,captive_cultivated,cultivar
2018-03,Residential garden,Gosnells,Honeybees,6,Grevillea Pink Surprise,3,captive_cultivated,cultivar
2018-03,Residential garden,Gosnells,Honeybees,6,Grevillea whiteana,2,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Hylaeinae,15,Marri,15,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Lasioglossum,4,Marri,4,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Lipotriches,4,Hibbertia,1,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Lipotriches,4,Marri,3,captive_cultivated,wild
2018-03,Residential garden,Gosnells,Megachile,4,Gazania,4,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Amegilla,22,Abelia,10,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Amegilla,22,Duranta repens,11,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Amegilla,22,Hibbertia scandens,1,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Homalictus,2,Eucalyptus erythrocorys,2,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Honeybees,833,Abelia,4,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Honeybees,833,Aptenia cordifolia,13,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Honeybees,833,Callistemon N,341,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Honeybees,833,Eucalyptus erythrocorys,468,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Honeybees,833,Hibbertia scandens,4,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Honeybees,833,Polemonium caeruleum,1,captive_cultivated,cultivar
2018-03,Residential garden,Jandakot,Honeybees,833,Vitex trifolia,2,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Hylainae,10,Eucalyptus erythrocorys,10,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Megachile,3,Eucalyptus erythrocorys,1,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Megachile,3,Gompholobim tomentosum,1,captive_cultivated,wild
2018-03,Residential garden,Jandakot,Megachile,3,Jacksonia furcellata,1,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Euryglossinae,99,Eucalyptus erythrocorys,99,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Exoneura,11,Botany Bay spinach,1,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Exoneura,11,Callistemon,4,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Exoneura,11,Rosa,1,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Exoneura,11,Thryptomene saxicola,5,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Homalictus,57,Eucalyptus erythrocorys,57,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Botany Bay spinach,4,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Brassica oleracea Broccoli,22,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Honeybees,159,Caesalpinia gilliesii,3,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Honeybees,159,Callistemon,64,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Eucalyptus erythrocorys,25,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Leptospermum,2,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Lime,3,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Honeybees,159,Marianthus bicolor,4,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Honeybees,159,Rosa,28,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Honeybees,159,Rosemary,4,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Hylaeinae,76,Eucalyptus erythrocorys,76,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Megachile,14,Basil,1,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Megachile,14,Botany Bay spinach,9,captive_cultivated,wild
2018-03,Residential garden,Nedlands,Megachile,14,Lime,1,captive_cultivated,cultivar
2018-03,Residential garden,Nedlands,Megachile,14,Thryptomene saxicola,3,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Amegilla,3,Duranta repens,3,captive_cultivated,cultivar
2018-03,Residential garden,Osborne Park,Euryglossinae,83,Eucalyptus leucoxylon rosea,83,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Homalictus,32,Corymbia ficifolia,15,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Homalictus,32,Eucalyptus erythrocorys,12,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Homalictus,32,Eucalyptus leucoxylon rosea,5,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Aptenia cordifolia,4,captive_cultivated,cultivar
2018-03,Residential garden,Osborne Park,Honeybees,295,Callistemon viminalis,7,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Corymbia ficifolia,101,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Duranta repens,18,captive_cultivated,cultivar
2018-03,Residential garden,Osborne Park,Honeybees,295,Eucalyptus erythrocorys,65,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Eucalyptus leucoxylon,10,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Eucalyptus leucoxylon rosea,87,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Euphorbia cyathophora,1,captive_cultivated,cultivar
2018-03,Residential garden,Osborne Park,Honeybees,295,Pandorea jasminoides,1,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Honeybees,295,Rosenary,1,captive_cultivated,cultivar
2018-03,Residential garden,Osborne Park,Hylainae,9,Callistemon viminalis,1,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Hylainae,9,Corymbia ficifolia,7,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Hylainae,9,Eucalyptus erythrocorys,1,captive_cultivated,wild
2018-03,Residential garden,Osborne Park,Megachile,8,Gazania,8,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Euryglossinae,1,Corymbia ficifolia,2,captive_cultivated,wild
2018-03,Residential garden,Wembley,Homalitus,9,Corymbia ficifolia,10,captive_cultivated,wild
2018-03,Residential garden,Wembley,Honeybees,141,Callistemon,5,captive_cultivated,wild
2018-03,Residential garden,Wembley,Honeybees,141,Duranta repens,11,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Limonium perezii,2,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Lobularia maritima,13,captive_cultivated,cultivar
2018-03,Residential garden,Wembley,Honeybees,141,Melaleuca quinquenervia,76,captive_cultivated,wild
2018-03,Residential garden,Wembley,Honeybees,141,Rosa,4,captive_cultivated,cultivar
