plot.id,species,dune.system,uptake.strategy,specific.uptake.strategy,collection.date,Ca_ug.g.DW,Cu_ug.g.DW,Fe_ug.g.DW,K_ug.g.DW,Mg_ug.g.DW,Mn_ug.g.DW,Mo_ug.g.DW,P_ug.g.DW,S_ug.g.DW,Zn_ug.g.DW,N_ug.g.DW,C_%,CN,senesced_leaf_Ca,senesced_leaf_Cu,senesced_leaf_Fe,senesced_leaf_K,senesced_leaf_Mg,senesced_leaf_Mn,senesced_leaf_Mo,senesced_leaf_P,senesced_leaf_S,senesced_leaf_Zn,senesced_leaf_N
B.HR.2,Banksia attenuata ,B,NM,cluster root,19/3/12,9375.298781,2.854244228,141.8432352,1474.754276,2249.875705,253.3137296,0.16341509,276.2508952,1291.379433,3.211834328,8417.89155,48.73329572,57.89252028,13935.1894,0.5414375,154.073,482.784,2031.369675,286.55675,NA,21.6875875,1040.203088,1.7892,3444.3141
B.HR.2,Banksia menziesii ,B,NM,cluster root,19/3/12,5523.481881,1.759673528,100.1618456,2437.138676,3485.908005,86.6604707,0.21495157,272.8740952,1565.539033,1.716075868,7982.9738,50.74581015,63.5675519,14145.3419,0.8170375,129.6664,868.3271,2760.280675,410.61035,NA,38.7029875,2220.006888,3.8243,3688.4622
B.HR.2,Hibbertia hypericoides ,B,AM,AM,19/3/12,15588.38928,3.465207508,152.4455212,5511.803776,4624.386705,43.34238788,0.27401098,329.9310952,3217.820133,7.690156908,10614.69319,44.35455696,41.786,15699.9588,2.0617375,197.0004,1839.9577,2069.966375,47.30135,NA,100.9996875,2979.967588,5.8831,8728.9497
B.HR.2,Jacksonia floribunda ,B,N fixing,AM/EM/N fixing,19/3/12,11862.53108,3.413944438,92.83857918,8930.016976,2524.653105,24.92668604,-0.22593796,274.2110952,1056.173333,3.790731178,12981.90138,47.8874755,36.88787497,18110.195,0.4348375,78.7406,2096.4144,2893.667175,32.38325,0.207228571,36.1216875,1515.715588,2.0011,11148.5401
B.HR.2,Melaleuca leuropoma,B,EM,EM,20/3/12,13002.47238,3.711932818,67.17726363,4358.392976,6571.801405,24.57027605,0.22863632,258.3508952,2504.437833,7.397188458,8854.2848,47.59296323,53.75133545,14636.501,1.3671375,76.9159,870.2917,3683.659875,33.59665,NA,69.9407875,2868.336988,5.5728,5605.2382
B.HR.2,Mesomelaena pseudostygia,B,NM,dauciform,19/3/12,2698.683,0.3746375,21.9827,3081.4101,565.226475,25.32025,NA,90.3823875,926.3659875,3.2808,7566.04922,44.87126864,59.3060755,1523.2031,1.0798375,44.5108,125.5759,237.355075,12.26645,NA,18.4961875,956.4462875,2.4561,4382.7504
B.HR.5,Banksia attenuata ,B,NM,NA,19/3/12,4504.805981,1.805961948,116.9247084,1653.998976,1794.756705,84.86685459,0.30958851,230.7584952,858.6299333,4.206291438,5724.71665,48.68854437,85.0497017,8965.8032,0.5615375,146.1105,739.9957,1489.529975,169.83055,0.085928571,15.9389875,750.4419875,1.616,3088.125
B.HR.5,Banksia menziesii ,B,NM,NA,19/3/12,6225.264481,1.602253138,110.7072186,2920.130276,1980.182905,91.46508903,0.19198339,259.3486952,1463.541533,3.463444368,8262.81126,49.93521437,60.43368628,11770.483,0.5754375,108.8036,1335.2693,1295.713175,134.52165,0.148928571,18.4961875,1394.626388,1.7538,2872.301
B.HR.5,Jacksonia floribunda ,B,N fixing,NA,19/3/12,5163.850081,3.448573098,159.953478,10113.67458,2171.287705,17.53284711,-0.16294238,348.4509952,1060.688533,3.571540518,14922.11921,48.23728635,32.32602934,5993.9648,1.0007375,93.1073,4495.4622,1408.557775,8.34305,0.140428571,37.6619875,1478.489088,2.8802,11738.449
B.HR.5,Melaleuca leuropoma,B,EM,NA,19/3/12,12496.27808,1.636269058,99.84707338,2334.294576,6964.445905,24.96598695,0.31709192,288.3514952,3819.307433,3.902741138,8732.73302,48.12348037,55.10700973,9643.8757,0.6347375,94.7581,590.4622,3283.843675,13.84905,NA,70.3260875,3086.020988,2.7529,5725.1796
B.HR.5,Mesomelaena pseudostygia,B,NM,NA,19/3/12,3694.5401,0.5830375,26.2073,4975.3272,815.729875,19.80435,NA,101.4774875,1014.745888,6.0721,7018.32808,44.02092487,62.72280862,1865.848,1.1387375,37.5125,170.9975,286.652475,9.27245,0.194928571,23.9063875,991.2211875,3.0449,3928.4154
B.L.10,Hibbertia hypericoides ,B,AM,NA,20/3/12,18935.35278,1.949393938,156.9960475,4637.262476,4445.695205,53.55291287,0.2665154,233.2881952,2657.612033,4.133645368,9593.67942,45.01540031,46.9219351,13741.1825,2.3788375,441.3244,704.07,1735.171975,31.19495,0.080728571,88.7659875,1394.150088,3.7443,8086.1553
B.L.10,Jacksonia floribunda ,B,N fixing,NA,20/3/12,9595.492681,1.139517928,66.41667825,6303.514576,1985.821505,18.56666361,0.07788105,224.4974952,1251.520833,3.420507128,13312.0533,48.34771655,36.31875222,16502.9058,0.5420375,70.7273,3948.8771,2013.718875,15.91495,-0.019071429,78.6833875,1699.378188,4.119,13143.0462
B.L.10,Melaleuca leuropoma,B,EM,NA,20/3/12,10015.32128,2.234906748,50.35556746,3923.302276,5591.793905,18.30467502,0.32671894,184.7841952,2027.240533,5.280672418,7015.608,49.0185659,69.87073095,11442.7449,1.2554375,256.7168,606.9229,1820.861875,26.66805,0.090128571,60.3976875,1522.355688,3.6747,6044.0593
B.L.10,Mesomelaena pseudostygia,B,NM,NA,20/3/12,2314.4119,0.4021375,22.266,5419.8796,429.653875,15.52865,0.137228571,93.9449875,944.3034875,3.5969,8148.31405,43.74106675,53.68112531,1149.9588,0.4317375,95.7004,122.9577,257.966375,10.90135,0.150528571,17.6996875,801.9675875,2.1931,3374.9417
B.L.14,Banksia attenuata ,B,NM,NA,20/3/12,4505.964181,2.178546198,153.1281325,3221.229176,1582.089405,82.29469328,0.07170481,157.3195952,809.8312333,2.330089118,5229.72506,47.56904025,90.95896952,10261.3334,0.3792375,204.2598,447.1987,1713.422375,149.08165,NA,16.9405875,1093.868888,1.9295,2759.9333
B.L.14,Banksia menziesii ,B,NM,NA,20/3/12,3527.972981,1.842851218,95.12180565,1892.905276,2152.679605,126.4498537,-0.00379831,256.5663952,1145.245833,2.540603778,9450.48653,48.75193385,51.58669204,7595.8428,0.8623375,108.513,1122.5021,1290.892475,160.89935,0.103428571,16.3700875,1384.439088,1.7243,3717.9151
B.L.14,Hibbertia hypericoides ,B,AM,NA,20/3/12,15757.20768,1.729062568,123.9130885,5238.578176,2761.297105,18.30242065,-0.02438493,243.8843952,3044.545833,8.922006468,10201.87117,44.35894251,43.48118279,12425.9943,1.5303375,371.7953,979.2476,1331.327275,29.88305,NA,116.3704875,2070.973488,4.7171,9955.3665
B.L.14,Jacksonia floribunda ,B,N fixing,NA,20/3/12,9332.902481,2.689690718,121.977028,10517.59748,2138.046705,17.60846388,0.35335015,256.3770952,1238.680533,8.106249678,13928.63128,47.82496334,34.33572358,10724.5965,0.3399375,112.0777,3642.4698,2280.159575,18.84195,0.087528571,41.8353875,2222.189788,9.3654,11803.6929
B.L.14,Melaleuca leuropoma,B,EM,NA,20/3/12,14030.55848,3.221157798,73.48263987,4754.567176,6130.528905,24.05830319,-0.10287494,290.7342952,2669.527933,3.608190488,8515.35094,47.72095247,56.04108719,12151.3532,1.2268375,62.849,995.9736,2948.173575,13.44755,-0.019371429,50.7964875,2460.126988,2.4931,5523.4945
B.L.14,Mesomelaena pseudostygia,B,NM,NA,20/3/12,3591.1718,0.3169375,21.4904,3982.7657,768.829775,24.26115,0.048328571,113.6577875,1289.365888,3.0021,7840.9594,44.06697934,56.20100437,1636.505,0.8752375,46.2855,104.3754,199.765575,12.85275,NA,26.8068875,1767.0358880000001,1.6898,4819.6972
B.L.4,Banksia attenuata ,B,NM,NA,19/3/12,7372.781081,2.659719568,95.4216733,1939.579176,1893.182405,149.561314,-0.16969083,217.0181952,1138.970833,6.139399408,8118.19289,48.25504828,59.4406279,12462.8668,1.4458375,170.129,410.4424,1632.013875,246.29215,NA,20.9689875,1364.952788,3.0892,3110.9775
B.L.4,Banksia menziesii ,B,NM,NA,19/3/12,4296.945881,2.119959248,96.86827874,3533.335676,2426.424905,148.4437395,0.19383354,229.4493952,1175.846233,2.177622258,7574.9523,49.79192005,65.73232158,8201.5398,0.4760375,98.617,819.1277,1897.199575,297.43215,0.168528571,18.6755875,1096.805488,1.5644,3373.9042
B.L.4,Hibbertia hypericoides ,B,AM,NA,19/3/12,20475.13978,1.597319248,124.2536783,2931.892376,5052.370605,43.06322432,0.18364169,259.3535952,3029.065433,3.859290708,9978.0689,44.57564547,44.67361965,15407.5135,1.2343375,176.9388,736.5382,2246.487275,26.54215,NA,70.1785875,1640.126588,2.9852,7477.528
B.L.4,Mesomelaena pseudostygia,B,NM,NA,19/3/12,2495.0083,0.6651375,32.1786,6049.4627,724.718875,24.55585,0.040128571,106.9303875,900.9576875,4.3496,8854.20932,44.43300336,50.182915,1766.3965,1.0125375,61.335,348.3385,280.633675,14.23095,NA,43.3755875,1059.830188,2.6331,5935.55
B.L.5,Banksia attenuata ,B,NM,NA,20/3/12,4087.780181,1.306252688,57.08635219,4355.581376,2104.251905,110.3313406,-0.05771288,206.7526952,1024.952433,0.643208108,7228.32206,48.91928999,67.67724185,7606.9627,0.6924375,114.7864,1964.9382,1634.207575,218.87295,0.097828571,44.5521875,952.3021875,1.8903,3873.3325
B.L.5,Banksia menziesii ,B,NM,NA,20/3/12,8150.794681,1.510936298,118.97446360000001,3231.750976,1754.201405,195.1672787,0.14809885,241.6446952,1529.713833,3.511674598,6776.80538,51.11019829,75.41930952,8960.3548,0.4571375,107.9212,1405.8983,884.124775,192.08055,NA,25.2471875,1435.611188,1.815,3469.3989
B.L.5,Hibbertia hypericoides ,B,AM,NA,20/3/12,12768.43068,1.099009818,144.5074205,7312.319276,4133.774505,32.53667451,0.16004783,250.7982952,3469.174833,10.20568238,9727.2634,45.49165193,46.76716365,12759.6027,1.5052375,335.312,742.7866,1483.645875,31.75205,NA,86.3497875,1869.403788,4.197,8621.891
B.L.5,Jacksonia floribunda ,B,N fixing,NA,20/3/12,15996.40998,1.297236618,92.04786898,9326.523676,2447.507005,21.39317908,-0.12196404,266.7964952,1578.351133,3.772852968,14823.06512,48.25503544,32.55401973,22507.0813,2.1195375,76.8285,2412.1134,1889.804975,10.16275,0.019528571,38.2712875,1595.409188,3.118,10336.4285
B.L.5,Melaleuca leuropoma,B,EM,NA,20/3/12,19290.122480000002,2.279264158,69.04037686,3244.404776,5451.191205,24.6574794,0.06611875,251.9589952,2974.466933,2.492031438,7611.0108,48.2850492,63.44104674,15566.4613,1.2923375,60.296,1004.8838,2453.168375,11.33135,-0.019171429,71.5267875,1931.002088,2.7223,4121.1674
B.L.5,Mesomelaena pseudostygia,B,NM,NA,20/3/12,4032.5258,0.5956375,23.7552,2279.6512,495.177075,40.80595,0.048428571,104.4057875,996.1361875,5.3192,7463.1466,44.89023451,60.1492064,2148.7191,1.0853375,50.9646,110.1505,169.846975,25.98845,NA,30.9454875,802.5387875,2.4273,4123.6056
B.L.6,Banksia attenuata ,B,NM,NA,20/3/12,7410.545881,1.472523408,85.820031,1847.265076,1710.238505,83.06167073,-0.10167782,182.0516952,1188.375833,0.968610228,7618.77061,48.66497371,63.87510031,10197.9786,1.6156375,90.8915,485.1062,1316.798075,153.46665,NA,12.6729875,1009.868588,3.2704,2739.2395
B.L.6,Banksia menziesii ,B,NM,NA,20/3/12,4605.487281,1.999477148,89.92257736,3894.496576,3337.649005,196.8846838,0.12369928,211.2533952,1196.909433,2.379445698,7617.87804,50.11542399,65.78659273,7012.4468,0.4244375,113.3529,1431.2737,2122.925075,326.61035,-0.009071429,18.8276875,1267.979088,2.9618,4033.3585
B.L.6,Hibbertia hypericoides ,B,AM,NA,20/3/12,17442.74908,1.982473878,108.5458108,4394.057376,5230.726405,66.1417267,-0.13864028,221.2759952,3594.717233,3.225229018,11243.42884,44.16306378,39.27899967,13582.4565,1.5970375,317.2292,613.449,1640.805075,41.20465,0.210228571,130.3551875,1759.311288,4.7251,11152.7446
B.L.6,Jacksonia floribunda ,B,N fixing,NA,20/3/12,13307.93168,1.256504798,65.96623424,8216.796376,2230.743805,41.60725157,-0.15533623,255.3302952,1298.833233,2.290273728,14523.62788,48.5642231,33.43808002,12995.9905,0.3489375,59.1274,4335.2752,1765.839375,36.80695,0.089828571,87.5988875,1259.888188,5.4198,10965.4293
B.L.6,Melaleuca leuropoma,B,EM,NA,20/3/12,15642.54088,1.5820398980000001,75.90449752,3273.804276,4536.761605,60.57354039,0.29539306,296.2642952,3719.990233,6.685782158,10492.1692,49.1178972,46.81386306,16601.1376,2.9879375,113.9493,1070.6846,1984.249275,34.87365,NA,88.3100875,2868.336988,7.0856,8562.4144
B.L.6,Mesomelaena pseudostygia,B,NM,NA,20/3/12,3668.4877,0.8490375,26.816,3808.1514,446.893775,79.98275,0.019128571,118.2491875,1182.462888,2.8895,9338.50961,44.77357451,47.94509657,1617.745,0.6545375,65.4687,263.9123,270.543475,39.92565,0.142428571,52.3175875,1116.334688,2.6143,4955.5667
B.L.9,Banksia attenuata ,B,NM,NA,20/3/12,4990.519381,2.270273518,76.16219108,2899.054276,1395.220105,446.8352969,0.29891751,196.7459952,850.4887333,2.384782008,6387.96837,48.59695911,76.07576671,9283.5702,0.3550375,79.5882,764.4327,1118.710275,917.56755,-0.048571429,12.4628875,858.6525875,1.377,3670.7147
B.L.9,Banksia menziesii ,B,NM,NA,20/3/12,6103.893481,1.883952438,61.63325366,2099.544676,3329.376305,236.779034,0.00588272,206.4798952,1306.097333,1.927494448,7610.14253,50.09789407,65.83042809,8484.8073,0.4318375,91.7893,2062.5188,1847.473675,413.49105,-0.058171429,16.8129875,1524.894288,1.9679,2981.5398
B.L.9,Hibbertia hypericoides ,B,AM,NA,20/3/12,7842.6971809999995,1.556343168,101.1555619,6763.295876,2627.462605,79.57105452,0.1731419,247.7218952,3226.706533,3.157718258,11360.34126,46.66357491,41.07585663,11747.2441,1.2554375,258.6381,917.0357,1303.026575,92.69635,0.020228571,88.2523875,2369.167988,2.8856,8963.0485
B.L.9,Jacksonia floribunda ,B,N fixing,NA,20/3/12,10124.34058,1.850393108,73.80155682,8018.427676,2180.700105,58.98204752,0.6794728,345.6238952,1375.619733,3.529713378,15032.50155,48.08558942,31.98774952,17046.5396,0.4675375,80.7734,3389.4522,2755.169575,101.09155,NA,28.5427875,1764.090488,2.7286,10750.8976
B.L.9,Melaleuca leuropoma,B,EM,NA,20/3/12,11035.77958,2.525691518,69.00786993,3918.516376,3385.030105,34.38040688,0.33631062,271.0590952,2658.797333,5.045020058,10225.14553,49.38178548,48.29445737,12104.2419,0.9887375,92.924,1154.5201,1741.120975,37.71085,-0.036671429,51.8618875,2607.043988,3.3923,5973.8267
B.L.9,Mesomelaena pseudostygia,B,NM,NA,20/3/12,3830.1661,1.3541375,24.186,3050.3032,631.753175,248.76735,0.138728571,116.4853875,1273.412788,7.1304,8366.23054,44.70460533,53.43458454,2470.1969,0.4580375,51.4885,167.6164,251.950475,158.73155,NA,40.8726875,1021.792988,2.0567,5995.5258
B.NL.1,Banksia attenuata ,B,NM,NA,20/3/12,7345.716281,2.542625398,101.0176199,1260.510976,2351.196005,90.89561791,0.08749079,217.4827952,1022.882333,2.764938668,5463.49536,48.16700868,88.1615258,10781.3633,0.4963375,57.8639,348.1278,2047.444075,108.80455,NA,15.4299875,894.1317875,1.4274,2752.1099
B.NL.1,Banksia menziesii ,B,NM,NA,20/3/12,7634.758281,2.502642038,166.1209417,1851.069176,4987.474905,288.2008645,0.10404431,255.0853952,1422.110533,3.478767418,6837.69056,48.56170502,71.02062396,5478.0464,0.7587375,157.3709,1075.6549,2758.930475,183.26825,NA,40.6371875,1772.875988,2.0947,3384.5639
B.NL.1,Hibbertia hypericoides ,B,AM,NA,20/3/12,17469.13498,1.566623618,94.98064579,4547.971176,4370.398505,21.67704387,0.80453615,222.7395952,2581.007633,8.928269518,8106.11519,43.32706604,53.4498524,15217.3501,1.4740375,180.8304,798.3767,1679.808275,23.61795,NA,68.4779875,1551.350988,3.096,7687.5788
B.NL.1,Jacksonia floribunda ,B,N fixing,NA,20/3/12,7133.691281,1.871014008,60.98050769,8685.563376,2098.662905,14.45850205,0.02541984,258.7631952,1054.239933,6.021548688,14633.77876,48.36610858,33.05100437,9881.3817,0.4167375,59.2889,5523.6731,1304.314175,8.74645,NA,24.0115875,1541.469588,4.1533,10053.5515
B.NL.1,Melaleuca leuropoma,B,EM,NA,20/3/12,12905.85048,1.373306818,43.99535381,4480.039976,4684.751905,10.89124876,0.05340662,239.8952952,1726.487133,2.378840908,6363.42602,48.10828703,75.60123574,15976.2902,1.0372375,110.454,479.2476,1942.767175,18.93625,-0.196671429,67.4552875,1262.294988,5.0425,5332.4587
B.NL.1,Mesomelaena pseudostygia,B,NM,NA,20/3/12,3084.4382,0.4339375,23.3796,4341.8045,510.771875,32.51605,NA,91.6499875,1198.395888,3.6279,6635.19998,44.07765834,66.43003751,1117.7233,0.4408375,50.2,122.7122,173.619075,12.97545,0.130228571,25.4487875,515.9356875,1.9791,3375.7321
B.NL.3,Banksia attenuata ,B,NM,NA,20/3/12,4548.816781,2.509987308,71.31376191,2902.000176,1974.727705,120.0921456,0.42910974,257.9191952,894.3640333,2.594242288,5890.57364,48.59098713,82.48939758,10792.038,0.4670375,95.644,970.2547,1504.916875,614.85285,NA,14.2570875,1663.333888,1.4486,3047.0513
B.NL.3,Banksia menziesii ,B,NM,NA,20/3/12,5383.193781,2.685257288,126.9138413,2729.445976,2871.282805,132.6732581,0.01462819,252.8324952,1032.959233,3.523203798,6472.92351,49.07155476,75.81049683,9152.8312,0.4399375,80.4288,843.1904,2151.865075,335.93125,NA,22.4923875,1158.682288,1.6389,3145.7348
B.NL.3,Hibbertia hypericoides ,B,AM,NA,20/3/12,12958.23538,1.321220978,169.5759916,3445.132576,3377.180405,34.09040973,0.16794101,201.0079952,2282.383533,4.734512718,9107.05853,44.58937911,48.96134021,13762.335,1.0908375,203.9608,963.324,1603.926775,37.62515,NA,65.8412875,1643.531988,2.7655,6995.1411
B.NL.3,Jacksonia floribunda ,B,N fixing,NA,20/3/12,9588.512181,1.274937808,35.72571128,7397.304876,2051.211305,19.99824957,0.05068607,207.5675952,1119.545133,2.486383718,13586.68876,48.26225936,35.52172291,17630.8128,0.2129375,32.14,753.8604,2387.477875,2.44395,0.009728571,24.1502875,1239.636988,1.6835,11075.2048
B.NL.3,Melaleuca leuropoma,B,EM,NA,20/3/12,8258.905081,3.076689098,135.4657097,4371.523376,4922.822805,16.31616201,0.29967697,256.2823952,2807.664733,5.201107008,7519.16977,48.55729293,64.57799787,8712.1539,0.9480375,129.7565,1297.5187,3112.161475,35.02575,NA,66.4386875,4321.918788,5.5251,5321.3863
B.NL.3,Mesomelaena pseudostygia,B,NM,NA,20/3/12,5337.2022,0.4220375,26.4911,2932.509,373.377875,28.05605,NA,96.6760875,1221.863988,5.2524,7229.58829,43.72475138,60.48027856,971.189,0.5176375,70.5361,112.0609,167.625075,2.80885,NA,25.6940875,628.9358875,2.1261,3856.3518
Q.M.18,Acacia rostellifera ,QM,N fixing,AM/N fixing,2/5/12,31223.34008,0.467135498,80.51499078,5059.144076,2077.005905,12.90546827,-0.07921525,530.5124952,14590.55263,2.230951428,16303.90062,45.50437479,27.9101154,50367.43578,0.220175588,68.13088815,4429.984776,1833.414905,8.987757696,0.15502948,159.3273952,17793.27773,-1.410588202,13221.9743
Q.M.18,Acanthocarpus preissii,QM,AM,AM,2/5/12,22214.41538,0.956446598,145.1149421,4990.496276,2729.384905,4.859137506,0.33350964,1546.375895,2194.989533,3.516642068,16138.867,46.14943935,28.59521635,21806.81588,0.773761608,200.9021616,841.3990762,1892.139305,4.434753866,0.445819,1108.339695,1900.061733,1.549827828,15669.0799
Q.M.18,Conostylis candicans subsp. calcicola,QM,NM,sand-binding,2/5/12,20417.85518,0.955011298,114.1994113,9079.929676,3219.596005,69.03418829,0.33093419,584.2012952,1280.701933,2.190363228,10377.13527,44.8895017,43.25808667,20896.68158,0.472686618,146.1256197,503.2856762,1920.577105,29.43150595,0.35673431,249.2602952,1174.926833,-1.468012742,8859.3661
Q.M.18,Lepidosperma squamatum,QM,NM,dauciform,2/5/12,4608.965581,5.526628548,332.0067434,4321.114576,2168.152805,28.76341406,1.13198828,419.0247952,1061.377533,26.15395096,7860.76927,46.44405008,59.08333968,3999.800781,0.457098488,46.54337976,262.1803762,580.8489048,9.439628566,0.53541607,176.4784952,772.6356333,1.513611648,5914.694
Q.M.18,Melaleuca aff. systena,QM,EM,EM,2/5/12,12266.81428,0.681518438,83.35534863,3014.280976,7918.629005,10.38793507,0.22375911,1195.148495,4995.768833,2.337349418,9750.39987,48.4148988,49.65427001,21125.81108,0.612089318,58.63627976,1625.385276,5055.056305,6.666566886,0.45038951,976.5849952,4181.834233,-1.943967422,4915.9905
Q.M.23,Acacia rostellifera ,QM,N fixing,NA,2/5/12,55237.46588,0.566808168,86.27282116,5458.179876,4853.282105,4.008946306,1.92536881,879.0426952,17457.53243,2.831544078,17594.33491,44.18436706,25.11283734,40762.86948,0.381703678,54.01893536,4439.810576,3181.584105,2.326521286,0.40571776,317.0452952,12715.40203,-1.284904542,10937.6291
Q.M.23,Acanthocarpus preissii,QM,AM,NA,2/5/12,11974.32738,0.347032668,90.96469325,6489.913676,1960.405805,3.265224016,-0.07054097,716.0199952,1701.304733,2.308218778,14940.79297,46.84930157,31.3566366,16125.10958,0.572637168,244.074231,1123.605976,1732.318105,4.976384146,0.35213372,526.4088952,1899.625033,-0.504436172,10800.6312
Q.M.23,Conostylis candicans subsp. calcicola,QM,NM,NA,2/5/12,7987.147481,0.426132038,100.02022,8650.589276,2083.959005,33.40852085,0.24976234,321.8200952,906.4257333,6.740464238,8777.73402,46.02217675,52.43058932,12273.9835,6.1482375,160.7996,489.9672,1436.693275,43.38865,NA,142.7208875,1094.163588,6.4922,8256.0344
Q.M.23,Lepidosperma squamatum,QM,NM,NA,2/5/12,5170.848381,0.933931858,24.54819587,3660.558476,1183.011305,15.95537899,0.07872259,278.0987952,900.8035333,3.582754218,8923.27741,45.84400591,51.37574883,3551.5461,0.5374375,40.179,304.5212,618.021975,11.21165,0.208828571,85.3171875,882.9040875,3.396,5938.1186
Q.M.23,Melaleuca aff. systena,QM,EM,NA,2/5/12,19381.44298,0.502035838,96.2449413,3824.112976,8399.361505,15.41142118,0.29964829,691.9767952,4677.503733,5.567891598,9143.86992,50.06838359,54.75622905,35433.29438,0.264053878,71.17224577,759.7431762,4536.919905,6.519051636,0.3276288,573.6111952,4000.477733,1.228219498,4950.5751
Q.M.25,Acanthocarpus preissii,QM,AM,NA,2/5/12,18616.35898,1.614055908,133.1446977,4584.238676,5020.796205,28.30941786,0.20319451,1069.129095,1704.393233,3.547240658,10803.89963,46.44460637,42.98874294,18008.97098,1.968802228,284.7821215,964.3904762,2771.576605,14.9095843,0.47596527,727.7005952,1997.904533,0.738902838,10526.3986
Q.M.25,Conostylis candicans subsp. calcicola,QM,NM,NA,2/5/12,10013.25358,1.166476148,109.098415,7163.523276,2003.348505,98.73006543,0.39407241,363.4265952,897.7982333,3.405826658,8088.87081,46.39882487,57.36131281,15136.6776,0.5974375,154.2973,497.028,1230.435175,114.25915,5.28571e-4,110.3512875,924.7722875,4.7883,7027.4448
Q.M.25,Melaleuca aff. systena,QM,EM,NA,3/5/12,12596.40998,0.578813768,92.74532062,3652.859676,6928.565105,14.27253455,0.40459804,1314.985095,2403.408633,2.321828678,7157.25063,49.87886355,69.68997756,19574.08898,1.709831868,45.00985181,789.0360762,3930.934405,10.9240318,0.18863299,1316.950395,2593.185433,-0.950788192,3745.3546
Q.M.26,Acacia rostellifera ,QM,N fixing,NA,2/5/12,46626.54598,0.502553578,72.5404443,4799.344976,3023.078205,13.09722234,0.17353154,590.1684952,19249.33933,1.356946418,18937.18889,41.94700881,22.15059957,45709.99938,0.425949808,90.65562764,1247.805276,2657.675605,12.25262143,-0.05690207,165.1412952,18508.76073,-1.856678372,14413.174
Q.M.26,Acanthocarpus preissii,QM,AM,NA,2/5/12,18126.28328,0.918413198,182.5683669,5357.023376,2520.645805,13.79080906,0.37827059,1078.974095,2018.423333,3.398876138,14341.31214,46.58809543,32.48523913,16060.33358,0.670023558,269.8110243,979.1450762,1872.392305,7.108295756,0.66345423,827.8548952,1995.031733,-0.026137182,11219.6513
Q.M.26,Conostylis candicans subsp. calcicola,QM,NM,NA,2/5/12,11699.78898,0.640204808,150.5913268,8215.556676,2354.953805,119.7957002,0.18170227,377.0083952,1036.730533,2.366842268,9782.67848,45.27778231,46.28362509,17570.09098,0.485332128,265.1299642,599.4232762,1568.059605,97.87287028,0.15825769,202.8448952,1233.885533,-0.915955512,15718.6843
Q.M.26,Lepidosperma squamatum,QM,NM,NA,2/5/12,3472.779381,10.40298189,38.37215258,3698.731776,1022.406405,14.64809101,-0.08764034,195.4831952,704.6436333,7.616069558,7678.72205,45.66358257,59.46768521,3655.6648,0.6013375,65.6677,1063.7875,945.807775,11.60675,0.116628571,113.1524875,937.1048875,3.6105,6519.0441
Q.M.26,Melaleuca aff. systena,QM,EM,NA,2/5/12,10834.93418,0.410457508,91.42610012,3077.289576,6003.721705,6.343216316,-0.00343971,579.0719952,3724.803333,1.887329748,8249.71168,48.74588989,59.08799211,18083.47038,0.791248908,130.3559953,1396.853676,5721.525905,4.127620976,0.16742417,1277.765195,4941.093933,0.588774188,6528.349
Q.M.30,Acacia rostellifera ,QM,N fixing,NA,3/5/12,49743.03578,2.334523868,87.38065881,7674.188676,4576.163305,2.712946986,1.64498595,1179.933495,11881.08863,2.423089238,15767.9012,45.33948277,28.75429152,47252.69698,1.348859918,68.71890758,7070.199476,3052.184005,2.160433186,0.66106164,851.8087952,11841.71773,-0.809547622,13928.2319
Q.M.30,Acanthocarpus preissii,QM,AM,NA,3/5/12,22805.41278,7.244306618,120.3235808,7133.751576,3922.711805,4.471567356,0.61494158,2896.776895,2656.303733,4.171414128,15146.66132,45.47039872,30.02008017,20372.10478,4.436491318,158.2844561,1083.267976,2132.082605,3.500394926,0.67658181,2494.096595,1926.159133,-0.836492082,17016.2494
Q.M.30,Conostylis candicans subsp. calcicola,QM,NM,NA,3/5/12,15337.52958,1.512705818,108.8736768,5060.609876,2444.383805,26.68852259,0.31182433,577.1204952,1436.438033,2.998769668,11488.41782,45.53821065,39.63836568,28424.99278,1.180740388,150.3282659,494.2519762,2190.649405,12.433755529999999,0.5266599,314.7685952,1255.731733,-0.570788072,13054.9501
Q.M.30,Melaleuca aff. systena,QM,EM,NA,3/5/12,17099.10628,2.203835978,85.01271277,3663.923976,9058.986705,4.681254756,0.78020957,1471.215095,6031.976033,1.965217218,11173.75626,47.92082571,42.88694383,23803.17398,0.813980668,60.71994502,944.0458762,5858.598805,2.535216436,0.2639561,1123.316095,4722.951433,-0.125316082,9554.351
Q.M.31,Acanthocarpus preissii,QM,AM,NA,2/5/12,21982.70798,1.958390388,150.1326197,5403.362676,4679.642005,4.190044326,0.58067848,2057.170795,2437.439533,3.219928318,16584.56864,46.94328999,28.30540306,19560.10408,0.886831728,203.3493836,986.9099762,2782.977605,3.868158926,0.49654864,1256.585595,2148.597133,0.456009808,14765.9468
Q.M.31,Conostylis candicans subsp. calcicola,QM,NM,NA,2/5/12,17871.48028,0.863952088,103.8897114,6584.864476,2777.255805,30.57894194,0.11977404,579.1995952,1519.377933,3.478625958,14804.33958,44.98615816,30.38714285,22732.74298,0.454858458,117.3636162,790.0942762,2041.892005,15.68066549,-0.41902063,246.5114952,1255.727733,0.341569468,14663.9425
