longitude (deg),latitude (deg),soil_TOC,soil_pH,soil_conductivity,soil_N,soil_P,soil_K,soil_Sand,soil_Silt,soil_Clay,site_elevation,site_name,number,site_name_new
146.46538,-19.39593,2.340816738,5.54,0.027454,1.044180998,0.034050149,0.26371113,65.3416975,18.70760646,15.95069604,406,site_19,19,Tabletop_1
146.42174,-19.35504,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,site_20,20,Tabletop_2
146.01037,-18.97201,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,site_21,21,Hidden Valley_1
145.79003,-18.82321,3.850047399,5.46,0.091054,1.896404941,0.043887921,0.073511895,40.34498054,17.54559396,42.1094255,623,site_22,22,Mount Fox_1
146.76488,-19.32179,2.019821593,5.76,0.026394,0.969719555,0.014282642,0.262308248,60.44214179,26.56871074,12.98914747,21,site_23,23,James Cook University_1
146.78059,-19.3442,2.609076546,5.16,0.024592,1.642262551,0.022296719,0.165734749,55.82767842,25.40885755,18.76346403,563,site_24,24,Mount Stuart
131.13,-13.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_25,25,outside Darwin
125.8517,-16.77326,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,site_26,26,Mornington
144.18488,-19.52276,NA,NA,NA,NA,NA,NA,NA,NA,NA,927,site_28,28,Blackbraes NP_1
144.15107,-19.50498,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,site_29,29,Blackbraes NP_2
153.2039139,-27.63212222,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,site_30,30,site_30
151.97265,-27.67652,5.580933152,5.78,0.114692,0.40468849,0.150809851,0.164902678,54.03688044,22.42103393,23.54208563,573,site_31,31,site_31
152.10837,-27.25776,5.217215906,4.59,0.05141,0.245062088,0.025727784,0.091357172,83.24162293,7.794593985,8.963783082,446,site_32,32,site_32
152.11122,-27.25872,4.20212358,4.78,0.035086,0.14589153,0.012631177,0.079911868,85.07381871,6.873899281,8.052282014,432,site_33,33,site_33
151.73432,-27.71725,8.721703557,6.52,0.23532,0.630046641,0.20672935,0.392012182,57.70643605,24.32815625,17.9654077,499,site_34,34,site_34
151.63045,-27.65899,4.952168042,6.16,0.15052,0.612241029,0.143365488,0.292077365,49.84549072,21.68334048,28.4711688,571,site_35,35,site_35
143.95165,-19.5444,NA,NA,NA,NA,NA,NA,NA,NA,NA,942,site_36,36,Blackbraes NP_4
145.33763,-17.38766,3.759356117,5.92,0.035934,0.156422894,0.031091701,1.465530047,55.88427746,29.28034682,14.83537572,999,site_40,40,site_40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_41,41,site_41
145.33856,-17.38746,3.646591113,5,0.040068,0.110124076,0.016174128,1.398658062,55.64101885,32.38598181,11.97299934,1026,site_42,42,site_42
144.31473,-16.96219,1.865594997,5.49,0.019928,0.092304609,0.013134363,0.785736697,65.08645694,23.80468845,11.10885461,269,site_43,43,site_43
144.31447,-16.96205,1.424587428,5.35,0.012084,0.101724313,0.008505301,1.183886886,61.1284857,27.76536736,11.10614694,269,site_44,44,site_44
144.54868,-17.19103,1.852723277,6.06,0.034662,0.078100887,0.024819774,0.141460633,67.37557442,13.75728789,18.86713768,422,site_45,45,site_45
145.06569,-17.41847,2.215662986,5.45,0.012826,0.062760615,0.009920504,1.275079405,79.02895436,9.892002658,11.07904298,569,site_46,46,site_46
145.06576,-17.41806,1.844269529,5.53,0.020246,0.082525478,0.012083853,1.465424995,79.05919511,9.877738156,11.06306673,569,site_47,47,site_47
145.22595,-17.39505,2.405302637,5.46,0.12084,0.699246252,0.015755846,0.82866307,77.1282204,13.80193596,9.069843634,762,site_48,48,site_48
145.4332778,-17.10580556,2.860508875,5.59,0.39962,1.839290829,0.043080364,0.11503625,45.57683764,18.07762386,36.3455385,569,site_49,49,site_49
143.9784167,-19.55706667,3.414319312,4.2,0.01325,1.64824589,0.016496924,0.134291832,40.41063045,19.16056899,40.42880056,1034,site_50,50,Juntala_50
143.9784167,-19.55706667,2.819146659,4.24,0.014204,1.380371984,0.021893806,0.277513866,45.09750693,20.1565097,34.74598338,1034,site_51,51,Juntala_51
144.0269167,-19.59121667,2.144264859,5.32,0.015794,0.727045522,0.011640846,0.061117942,72.15044382,15.80116662,12.04838955,1057,site_52,52,Juntala tall forest
144.2263333,-19.55123333,2.24795927,5.76,0.029892,1.615987891,0.262181618,0.254285173,44.54065934,28.1043956,27.35494505,896,site_53,53,Blackbraes
144.25575,-19.77153333,2.310960125,5.47,0.012402,1.46559698,0.021420416,0.036606126,80.99012269,8.91087999,10.09899732,936,site_54,54,Clothespeg_54
144.25575,-19.77153333,NA,NA,NA,NA,NA,NA,NA,NA,NA,936,site_55,55,Clothespeg_55
144.3597667,-20.70911667,1.195295227,6.45,0.038902,0.72289381,0.021214398,0.158507827,80.97308657,7.927880597,11.09903284,345,site_56,56,Hughenden
145.13605,-20.63406667,1.34236202,6.04,0.012402,0.46934085,0.010721495,0.056946074,65.13067364,15.8496938,19.01963256,553,site_57,57,White Mountains
