Month,Date,Temperature,Plant species,Genus,Family,Origin,Horticutural variety,Colour,Flower N,Insect taxa,N,TotalN,Native bee genera,counts?,notes
October,25/10/2020,34.9,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Syrphid flies,1,,,,
October,25/10/2020,34.9,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Other flies,1,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,orange,32,Native bees,0,2,,,
November,2/11/2020,21.3,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,orange,32,Honeybees,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,orange,32,Wasps,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,orange,32,Syrphid flies,2,,,,
November,2/11/2020,21.3,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,orange,32,Other flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Outback Sunrise',Grevillea,Proteaceae,native,y,yellow+red,17,Native bees,2,6,Exoneura,1,
November,2/11/2020,21.3,Grevillea 'Outback Sunrise',Grevillea,Proteaceae,native,y,yellow+red,17,Honeybees,4,,,,
November,2/11/2020,21.3,Grevillea 'Outback Sunrise',Grevillea,Proteaceae,native,y,yellow+red,17,Wasps,0,,,,
November,2/11/2020,21.3,Grevillea 'Outback Sunrise',Grevillea,Proteaceae,native,y,yellow+red,17,Syrphid flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Outback Sunrise',Grevillea,Proteaceae,native,y,yellow+red,17,Other flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Pink profusion',Grevillea,Proteaceae,native,y,pink,27,Native bees,0,7,,,
November,2/11/2020,21.3,Grevillea 'Pink profusion',Grevillea,Proteaceae,native,y,pink,27,Honeybees,7,,,,
November,2/11/2020,21.3,Grevillea 'Pink profusion',Grevillea,Proteaceae,native,y,pink,27,Wasps,0,,,,
November,2/11/2020,21.3,Grevillea 'Pink profusion',Grevillea,Proteaceae,native,y,pink,27,Syrphid flies,0,,,,
November,2/11/2020,21.3,Grevillea 'Pink profusion',Grevillea,Proteaceae,native,y,pink,27,Other flies,0,,,,
November,2/11/2020,21.3,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,500,Native bees,0,11,,,
November,2/11/2020,21.3,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,500,Honeybees,6,,,,
November,2/11/2020,21.3,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,500,Wasps,0,,,,
November,2/11/2020,21.3,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,500,Syrphid flies,0,,,,
November,2/11/2020,21.3,Myoporum parvifolium,Myoporum,Scrophulariaceae,native,n,white,500,Other flies,5,,,,
November,2/11/2020,21.3,Melaleuca lanceolata ,Melaleuca,Myrtaceae,native,n,white,1000,Native bees,53,83,Euryglossina mellea,50,& flower beetle Glycyphana (Glycyphaniola) stolata
November,2/11/2020,21.3,Melaleuca lanceolata ,Melaleuca,Myrtaceae,native,n,white,1000,Honeybees,22,,Megachile (male),1,
November,2/11/2020,21.3,Melaleuca lanceolata ,Melaleuca,Myrtaceae,native,n,white,1000,Wasps,0,,Lasioglossum (Chilalictus) sp female,2,
November,2/11/2020,21.3,Melaleuca lanceolata ,Melaleuca,Myrtaceae,native,n,white,1000,Syrphid flies,1,,,,
November,2/11/2020,21.3,Melaleuca lanceolata ,Melaleuca,Myrtaceae,native,n,white,1000,Other flies,7,,,,
November,2/11/2020,21.3,Babingtonia 'Miniature',Babingtonia,Myrtaceae,native,y,white,2000,Native bees,0,22,,,
November,2/11/2020,21.3,Babingtonia 'Miniature',Babingtonia,Myrtaceae,native,y,white,2000,Honeybees,11,,,,
November,2/11/2020,21.3,Babingtonia 'Miniature',Babingtonia,Myrtaceae,native,y,white,2000,Wasps,0,,,,
November,2/11/2020,21.3,Babingtonia 'Miniature',Babingtonia,Myrtaceae,native,y,white,2000,Syrphid flies,1,,,,
November,2/11/2020,21.3,Babingtonia 'Miniature',Babingtonia,Myrtaceae,native,y,white,2000,Other flies,10,,,,
November,2/11/2020,21.3,Verticordia plumosa,Verticordia,Myrtaceae,native,n,pink,120,Native bees,0,0,,,
November,2/11/2020,21.3,Verticordia plumosa,Verticordia,Myrtaceae,native,n,pink,120,Honeybees,0,,,,
November,2/11/2020,21.3,Verticordia plumosa,Verticordia,Myrtaceae,native,n,pink,120,Wasps,0,,,,
November,2/11/2020,21.3,Verticordia plumosa,Verticordia,Myrtaceae,native,n,pink,120,Syrphid flies,0,,,,
November,2/11/2020,21.3,Verticordia plumosa,Verticordia,Myrtaceae,native,n,pink,120,Other flies,0,,,,
November,2/11/2020,21.3,Ricinocarpus tuberculatus,Ricinocarpos,Euphorbiaceae,native,n,white,37,Native bees,0,0,,,
November,2/11/2020,21.3,Ricinocarpus tuberculatus,Ricinocarpos,Euphorbiaceae,native,n,white,37,Honeybees,0,,,,
November,2/11/2020,21.3,Ricinocarpus tuberculatus,Ricinocarpos,Euphorbiaceae,native,n,white,37,Wasps,0,,,,
November,2/11/2020,21.3,Ricinocarpus tuberculatus,Ricinocarpos,Euphorbiaceae,native,n,white,37,Syrphid flies,0,,,,
November,2/11/2020,21.3,Ricinocarpus tuberculatus,Ricinocarpos,Euphorbiaceae,native,n,white,37,Other flies,0,,,,
November,2/11/2020,21.3,Dianella revoluta,Dianella,Asphodelaceae ,native,n,blue,9,Native bees,3,3,Amegilla (Notomegilla) chlorocyanea,1,
November,2/11/2020,21.3,Dianella revoluta,Dianella,Asphodelaceae ,native,n,blue,9,Honeybees,0,,Lipotriches (Austronomia) flavoviridis species-group,2,
November,2/11/2020,21.3,Dianella revoluta,Dianella,Asphodelaceae ,native,n,blue,9,Wasps,0,,,,
November,2/11/2020,21.3,Dianella revoluta,Dianella,Asphodelaceae ,native,n,blue,9,Syrphid flies,0,,,,
November,2/11/2020,21.3,Dianella revoluta,Dianella,Asphodelaceae ,native,n,blue,9,Other flies,0,,,,
November,2/11/2020,21.3,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,24,Native bees,4,5,Amegilla (Notomegilla) chlorocyanea,1,
November,2/11/2020,21.3,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,24,Honeybees,0,,Lasioglossum (Chilalictus) sp,2,
November,2/11/2020,21.3,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,24,Wasps,0,,Lipotriches (Austronomia) flavoviridis species-group,1,
November,2/11/2020,21.3,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,24,Syrphid flies,1,,,,
November,2/11/2020,21.3,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,24,Other flies,0,,,,
November,2/11/2020,21.3,Chamelaucium 'Dancing Queen' ,Chamelaucium,Myrtaceae,native,y,pink,6,Native bees,0,0,,,
November,2/11/2020,21.3,Chamelaucium 'Dancing Queen' ,Chamelaucium,Myrtaceae,native,y,pink,6,Honeybees,0,,,,
November,2/11/2020,21.3,Chamelaucium 'Dancing Queen' ,Chamelaucium,Myrtaceae,native,y,pink,6,Wasps,0,,,,
November,2/11/2020,21.3,Chamelaucium 'Dancing Queen' ,Chamelaucium,Myrtaceae,native,y,pink,6,Syrphid flies,0,,,,
November,2/11/2020,21.3,Chamelaucium 'Dancing Queen' ,Chamelaucium,Myrtaceae,native,y,pink,6,Other flies,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,35,Native bees,0,0,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,35,Honeybees,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,35,Wasps,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,35,Syrphid flies,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,35,Other flies,0,,,,
November,2/11/2020,21.3,Westeringia fruticosa,Westringia,Lamiaceae,native,n,white,6,Native bees,0,0,,,
November,2/11/2020,21.3,Westeringia fruticosa,Westringia,Lamiaceae,native,n,white,6,Honeybees,0,,,,
November,2/11/2020,21.3,Westeringia fruticosa,Westringia,Lamiaceae,native,n,white,6,Wasps,0,,,,
November,2/11/2020,21.3,Westeringia fruticosa,Westringia,Lamiaceae,native,n,white,6,Syrphid flies,0,,,,
November,2/11/2020,21.3,Westeringia fruticosa,Westringia,Lamiaceae,native,n,white,6,Other flies,0,,,,
November,2/11/2020,21.3,Philotheca myoporoides ,Philotheca,Rutaceae,native,n,white,30,Native bees,0,11,,,
November,2/11/2020,21.3,Philotheca myoporoides ,Philotheca,Rutaceae,native,n,white,30,Honeybees,1,,,,
November,2/11/2020,21.3,Philotheca myoporoides ,Philotheca,Rutaceae,native,n,white,30,Wasps,0,,,,
November,2/11/2020,21.3,Philotheca myoporoides ,Philotheca,Rutaceae,native,n,white,30,Syrphid flies,0,,,,
November,2/11/2020,21.3,Philotheca myoporoides ,Philotheca,Rutaceae,native,n,white,30,Other flies,10,,,,
November,2/11/2020,21.3,Chorizema cordatum,Chorizema,Fabaceae,native,n,orange+pink,5,Native bees,0,0,,,
November,2/11/2020,21.3,Chorizema cordatum,Chorizema,Fabaceae,native,n,orange+pink,5,Honeybees,0,,,,
November,2/11/2020,21.3,Chorizema cordatum,Chorizema,Fabaceae,native,n,orange+pink,5,Wasps,0,,,,
November,2/11/2020,21.3,Chorizema cordatum,Chorizema,Fabaceae,native,n,orange+pink,5,Syrphid flies,0,,,,
November,2/11/2020,21.3,Chorizema cordatum,Chorizema,Fabaceae,native,n,orange+pink,5,Other flies,0,,,,
November,2/11/2020,21.3,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,40,Native bees,0,0,,,
November,2/11/2020,21.3,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,40,Honeybees,0,,,,
November,2/11/2020,21.3,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,40,Wasps,0,,,,
November,2/11/2020,21.3,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,40,Syrphid flies,0,,,,
November,2/11/2020,21.3,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,40,Other flies,0,,,,
November,2/11/2020,21.3,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Native bees,1,3,Hylaeus (Prosopisteron) sp,1,
November,2/11/2020,21.3,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Honeybees,0,,,,
November,2/11/2020,21.3,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Wasps,0,,,,
November,2/11/2020,21.3,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Syrphid flies,2,,,,
November,2/11/2020,21.3,Acacia subulata,Acacia,Fabaceae,native,n,yellow,200,Other flies,0,,,,
November,2/11/2020,21.3,"Anigozanthos ""yellow gem""",Anigozanthos,Haemodoraceae,native,y,yellow,20,Native bees,0,0,,,
November,2/11/2020,21.3,"Anigozanthos ""yellow gem""",Anigozanthos,Haemodoraceae,native,y,yellow,20,Honeybees,0,,,,
November,2/11/2020,21.3,"Anigozanthos ""yellow gem""",Anigozanthos,Haemodoraceae,native,y,yellow,20,Wasps,0,,,,
November,2/11/2020,21.3,"Anigozanthos ""yellow gem""",Anigozanthos,Haemodoraceae,native,y,yellow,20,Syrphid flies,0,,,,
November,2/11/2020,21.3,"Anigozanthos ""yellow gem""",Anigozanthos,Haemodoraceae,native,y,yellow,20,Other flies,0,,,,
November,2/11/2020,21.3,"Grevillea ""Tango""",Grevillea,Proteaceae,native,y,orange,10,Native bees,0,10,,,
November,2/11/2020,21.3,"Grevillea ""Tango""",Grevillea,Proteaceae,native,y,orange,10,Honeybees,10,,,,
November,2/11/2020,21.3,"Grevillea ""Tango""",Grevillea,Proteaceae,native,y,orange,10,Wasps,0,,,,
November,2/11/2020,21.3,"Grevillea ""Tango""",Grevillea,Proteaceae,native,y,orange,10,Syrphid flies,0,,,,
November,2/11/2020,21.3,"Grevillea ""Tango""",Grevillea,Proteaceae,native,y,orange,10,Other flies,0,,,,
November,2/11/2020,21.3,"Grevillea ""Fire Sprite""",Grevillea,Proteaceae,native,y,red/orange,28,Native bees,0,0,,,
November,2/11/2020,21.3,"Grevillea ""Fire Sprite""",Grevillea,Proteaceae,native,y,red/orange,28,Honeybees,0,,,,
November,2/11/2020,21.3,"Grevillea ""Fire Sprite""",Grevillea,Proteaceae,native,y,red/orange,28,Wasps,0,,,,
November,2/11/2020,21.3,"Grevillea ""Fire Sprite""",Grevillea,Proteaceae,native,y,red/orange,28,Syrphid flies,0,,,,
November,2/11/2020,21.3,"Grevillea ""Fire Sprite""",Grevillea,Proteaceae,native,y,red/orange,28,Other flies,0,,,,
November,2/11/2020,21.3,"Scaevola ""Mauve Clusters""",Scaevola,Goodeniaceae,native,y,blue,410,Native bees,1,20,Exoneura,1,
November,2/11/2020,21.3,"Scaevola ""Mauve Clusters""",Scaevola,Goodeniaceae,native,y,blue,410,Honeybees,14,,,,
November,2/11/2020,21.3,"Scaevola ""Mauve Clusters""",Scaevola,Goodeniaceae,native,y,blue,410,Wasps,0,,,,
November,2/11/2020,21.3,"Scaevola ""Mauve Clusters""",Scaevola,Goodeniaceae,native,y,blue,410,Syrphid flies,1,,,,
November,2/11/2020,21.3,"Scaevola ""Mauve Clusters""",Scaevola,Goodeniaceae,native,y,blue,410,Other flies,4,,,,
November,2/11/2020,21.3,Austromyrtus dulcis,Austromyrtus,Myrtaceae,native,n,white,400,Native bees,0,0,,,
November,2/11/2020,21.3,Austromyrtus dulcis,Austromyrtus,Myrtaceae,native,n,white,400,Honeybees,0,,,,
November,2/11/2020,21.3,Austromyrtus dulcis,Austromyrtus,Myrtaceae,native,n,white,400,Wasps,0,,,,
November,2/11/2020,21.3,Austromyrtus dulcis,Austromyrtus,Myrtaceae,native,n,white,400,Syrphid flies,0,,,,
November,2/11/2020,21.3,Austromyrtus dulcis,Austromyrtus,Myrtaceae,native,n,white,400,Other flies,0,,,,
November,2/11/2020,21.3,"Scaevola ""Purple Fanfare""",Scaevola,Goodeniaceae,native,y,blue,50,Native bees,1,1,Megachile,,
November,2/11/2020,21.3,"Scaevola ""Purple Fanfare""",Scaevola,Goodeniaceae,native,y,blue,50,Honeybees,0,,,,
November,2/11/2020,21.3,"Scaevola ""Purple Fanfare""",Scaevola,Goodeniaceae,native,y,blue,50,Wasps,0,,,,
November,2/11/2020,21.3,"Scaevola ""Purple Fanfare""",Scaevola,Goodeniaceae,native,y,blue,50,Syrphid flies,0,,,,
November,2/11/2020,21.3,"Scaevola ""Purple Fanfare""",Scaevola,Goodeniaceae,native,y,blue,50,Other flies,0,,,,
November,2/11/2020,21.3,Baekea virgata,Baekea,Myrtaceae,native,n,white,1000,Native bees,8,117,Megachile: smaller species (oblonga?) and larger (monstrosa?),,
November,2/11/2020,21.3,Baekea virgata,Baekea,Myrtaceae,native,n,white,1000,Honeybees,100,,,,
November,2/11/2020,21.3,Baekea virgata,Baekea,Myrtaceae,native,n,white,1000,Wasps,9,,Wasps: Pison (Crabronidae): 5; Eumenidae: 2; Polistes (Vespidae): 2,,
November,2/11/2020,21.3,Baekea virgata,Baekea,Myrtaceae,native,n,white,1000,Syrphid flies,0,,,,
November,2/11/2020,21.3,Baekea virgata,Baekea,Myrtaceae,native,n,white,1000,Other flies,0,,,,
November,2/11/2020,21.3,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,70,Native bees,0,0,,,
November,2/11/2020,21.3,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,70,Honeybees,0,,,,
November,2/11/2020,21.3,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,70,Wasps,0,,,,
November,2/11/2020,21.3,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,70,Syrphid flies,0,,,,
November,2/11/2020,21.3,Hemiandra pungens,Hemiandra,Lamiaceae,native,n,purple,70,Other flies,0,,,,
November,2/11/2020,21.3,Chrysocephalum apicatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Native bees,0,1,,,
November,2/11/2020,21.3,Chrysocephalum apicatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Honeybees,0,,,,
November,2/11/2020,21.3,Chrysocephalum apicatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Wasps,1,,,,
November,2/11/2020,21.3,Chrysocephalum apicatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Syrphid flies,0,,,,
November,2/11/2020,21.3,Chrysocephalum apicatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Other flies,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Big Red',Anigozanthos,Haemodoraceae,native,y,red,73,Native bees,0,1,,,
November,2/11/2020,21.3,Anigozanthos 'Big Red',Anigozanthos,Haemodoraceae,native,y,red,73,Honeybees,1,,,,
November,2/11/2020,21.3,Anigozanthos 'Big Red',Anigozanthos,Haemodoraceae,native,y,red,73,Wasps,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Big Red',Anigozanthos,Haemodoraceae,native,y,red,73,Syrphid flies,0,,,,
November,2/11/2020,21.3,Anigozanthos 'Big Red',Anigozanthos,Haemodoraceae,native,y,red,73,Other flies,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,400,Native bees,0,0,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,400,Honeybees,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,400,Wasps,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,400,Syrphid flies,0,,,,
November,2/11/2020,21.3,Chamelaucium x Verticordia 'Paddys Pink',Chamelaucium,Myrtaceae,native,y,pink,400,Other flies,0,,,,
November,2/11/2020,21.3,Verticordia mitchelliana,Verticordia,Myrtaceae,native,n,red,60,Native bees,0,0,,,
November,2/11/2020,21.3,Verticordia mitchelliana,Verticordia,Myrtaceae,native,n,red,60,Honeybees,0,,,,
November,2/11/2020,21.3,Verticordia mitchelliana,Verticordia,Myrtaceae,native,n,red,60,Wasps,0,,,,
November,2/11/2020,21.3,Verticordia mitchelliana,Verticordia,Myrtaceae,native,n,red,60,Syrphid flies,0,,,,
November,2/11/2020,21.3,Verticordia mitchelliana,Verticordia,Myrtaceae,native,n,red,60,Other flies,0,,,,
November,2/11/2020,21.3,Nuytsia floribunda,Nuytsia,Loranthaceae,native,n,yellow,480,Native bees,0,28,,,
November,2/11/2020,21.3,Nuytsia floribunda,Nuytsia,Loranthaceae,native,n,yellow,480,Honeybees,27,,,,
November,2/11/2020,21.3,Nuytsia floribunda,Nuytsia,Loranthaceae,native,n,yellow,480,Wasps,0,,,,
November,2/11/2020,21.3,Nuytsia floribunda,Nuytsia,Loranthaceae,native,n,yellow,480,Syrphid flies,0,,,,
November,2/11/2020,21.3,Nuytsia floribunda,Nuytsia,Loranthaceae,native,n,yellow,480,Other flies,1,,,,
November,2/11/2020,21.3,Boronia crenulata,Boronia,Rutaceae,native,n,pink,25,Native bees,21,23,Megachile,1,
November,2/11/2020,21.3,Boronia crenulata,Boronia,Rutaceae,native,n,pink,25,Honeybees,1,,Lasioglossum,20,
November,2/11/2020,21.3,Boronia crenulata,Boronia,Rutaceae,native,n,pink,25,Wasps,0,,,,
November,2/11/2020,21.3,Boronia crenulata,Boronia,Rutaceae,native,n,pink,25,Syrphid flies,1,,,,
November,2/11/2020,21.3,Boronia crenulata,Boronia,Rutaceae,native,n,pink,25,Other flies,0,,,,
November,2/11/2020,21.3,Myoporum parviflorum,Myoporum,Scrophulariaceae,native,n,white,200,Native bees,0,1,,,
November,2/11/2020,21.3,Myoporum parviflorum,Myoporum,Scrophulariaceae,native,n,white,200,Honeybees,1,,,,
November,2/11/2020,21.3,Myoporum parviflorum,Myoporum,Scrophulariaceae,native,n,white,200,Wasps,0,,,,
November,2/11/2020,21.3,Myoporum parviflorum,Myoporum,Scrophulariaceae,native,n,white,200,Syrphid flies,0,,,,
November,2/11/2020,21.3,Myoporum parviflorum,Myoporum,Scrophulariaceae,native,n,white,200,Other flies,0,,,,
November,2/11/2020,21.3,Pansy,Viola,Violaceae,exotic,y,white,45,Native bees,0,0,,,
November,2/11/2020,21.3,Pansy,Viola,Violaceae,exotic,y,white,45,Honeybees,0,,,,
November,2/11/2020,21.3,Pansy,Viola,Violaceae,exotic,y,white,45,Wasps,0,,,,
November,2/11/2020,21.3,Pansy,Viola,Violaceae,exotic,y,white,45,Syrphid flies,0,,,,
November,2/11/2020,21.3,Pansy,Viola,Violaceae,exotic,y,white,45,Other flies,0,,,,
November,2/11/2020,21.3,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,300,Native bees,0,1,,,
November,2/11/2020,21.3,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,300,Honeybees,0,,,,
November,2/11/2020,21.3,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,300,Wasps,0,,,,
November,2/11/2020,21.3,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,300,Syrphid flies,1,,,,
November,2/11/2020,21.3,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,300,Other flies,0,,,,
November,2/11/2020,21.3,Dianthus,Dianthus,Caryophyllaceae,exotic,n,pink,22,Native bees,0,1,,,
November,2/11/2020,21.3,Dianthus,Dianthus,Caryophyllaceae,exotic,n,pink,22,Honeybees,0,,,,
November,2/11/2020,21.3,Dianthus,Dianthus,Caryophyllaceae,exotic,n,pink,22,Wasps,0,,,,
November,2/11/2020,21.3,Dianthus,Dianthus,Caryophyllaceae,exotic,n,pink,22,Syrphid flies,1,,,,
November,2/11/2020,21.3,Dianthus,Dianthus,Caryophyllaceae,exotic,n,pink,22,Other flies,0,,,,
November,2/11/2020,21.3,Calibrachoa,Calibrachoa,Solanaceae,exotic,n,yellow/pink,10,Native bees,0,0,,,
November,2/11/2020,21.3,Calibrachoa,Calibrachoa,Solanaceae,exotic,n,yellow/pink,10,Honeybees,0,,,,
November,2/11/2020,21.3,Calibrachoa,Calibrachoa,Solanaceae,exotic,n,yellow/pink,10,Wasps,0,,,,
November,2/11/2020,21.3,Calibrachoa,Calibrachoa,Solanaceae,exotic,n,yellow/pink,10,Syrphid flies,0,,,,
November,2/11/2020,21.3,Calibrachoa,Calibrachoa,Solanaceae,exotic,n,yellow/pink,10,Other flies,0,,,,
November,2/11/2020,21.3,Tagetes,Tagetes,Asteraceae,exotic,n,yellow/orange,13,Native bees,0,0,,,
November,2/11/2020,21.3,Tagetes,Tagetes,Asteraceae,exotic,n,yellow/orange,13,Honeybees,0,,,,
November,2/11/2020,21.3,Tagetes,Tagetes,Asteraceae,exotic,n,yellow/orange,13,Wasps,0,,,,
November,2/11/2020,21.3,Tagetes,Tagetes,Asteraceae,exotic,n,yellow/orange,13,Syrphid flies,0,,,,
November,2/11/2020,21.3,Tagetes,Tagetes,Asteraceae,exotic,n,yellow/orange,13,Other flies,0,,,,
November,2/11/2020,21.3,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,70,Native bees,0,1,,,
November,2/11/2020,21.3,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,70,Honeybees,0,,,,
November,2/11/2020,21.3,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,70,Wasps,0,,,,
November,2/11/2020,21.3,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,70,Syrphid flies,1,,,,
November,2/11/2020,21.3,Petunia,Petunia,Solanaceae,exotic,y,white/pink/purple/red,70,Other flies,0,,,,
November,2/11/2020,21.3,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,white/pink/yellow,50,Native bees,0,0,,,
November,2/11/2020,21.3,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,white/pink/yellow,50,Honeybees,0,,,,
November,2/11/2020,21.3,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,white/pink/yellow,50,Wasps,0,,,,
November,2/11/2020,21.3,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,white/pink/yellow,50,Syrphid flies,0,,,,
November,2/11/2020,21.3,Antirrhinum majus,Antirrhinum,Plantaginaceae,exotic,n,white/pink/yellow,50,Other flies,0,,,,
November,2/11/2020,21.3,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,pink+white,50,Native bees,0,0,,,
November,2/11/2020,21.3,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,pink+white,50,Honeybees,0,,,,
November,2/11/2020,21.3,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,pink+white,50,Wasps,0,,,,
November,2/11/2020,21.3,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,pink+white,50,Syrphid flies,0,,,,
November,2/11/2020,21.3,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,pink+white,50,Other flies,0,,,,
November,2/11/2020,21.3,Scaevola 'Crinkle Cut',Scaevola,Goodeniaceae,native,y,blue,300,Native bees,0,6,,,
November,2/11/2020,21.3,Scaevola 'Crinkle Cut',Scaevola,Goodeniaceae,native,y,blue,300,Honeybees,6,,,,
November,2/11/2020,21.3,Scaevola 'Crinkle Cut',Scaevola,Goodeniaceae,native,y,blue,300,Wasps,0,,,,
November,2/11/2020,21.3,Scaevola 'Crinkle Cut',Scaevola,Goodeniaceae,native,y,blue,300,Syrphid flies,0,,,,
November,2/11/2020,21.3,Scaevola 'Crinkle Cut',Scaevola,Goodeniaceae,native,y,blue,300,Other flies,0,,,,
November,2/11/2020,21.3,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Native bees,8,14,Exoneura,7,
November,2/11/2020,21.3,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Honeybees,6,,Lasioglossum (Chilalictus) sp,1,
November,2/11/2020,21.3,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Wasps,0,,,,
November,2/11/2020,21.3,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Syrphid flies,0,,,,
November,2/11/2020,21.3,Thryptomene saxicola,Thryptomene,Myrtaceae,native,n,pink,300,Other flies,0,,,,
November,2/11/2020,21.3,Eremophila microtheca,Eremophila,Scrophulariaceae,native,n,purple,28,Native bees,0,0,,,
November,2/11/2020,21.3,Eremophila microtheca,Eremophila,Scrophulariaceae,native,n,purple,28,Honeybees,0,,,,
November,2/11/2020,21.3,Eremophila microtheca,Eremophila,Scrophulariaceae,native,n,purple,28,Wasps,0,,,,
November,2/11/2020,21.3,Eremophila microtheca,Eremophila,Scrophulariaceae,native,n,purple,28,Syrphid flies,0,,,,
November,2/11/2020,21.3,Eremophila microtheca,Eremophila,Scrophulariaceae,native,n,purple,28,Other flies,0,,,,
November,2/11/2020,21.3,Callistemon salignus,Callistemon,Myrtaceae,native,n,white,15,Native bees,0,8,,,
November,2/11/2020,21.3,Callistemon salignus,Callistemon,Myrtaceae,native,n,white,15,Honeybees,8,,,,
November,2/11/2020,21.3,Callistemon salignus,Callistemon,Myrtaceae,native,n,white,15,Wasps,0,,,,
