Month,Date,Temperature,Plant species,Genus,Family,Origin,Horticutural variety,Colour,Flower N,Insect taxa,N,TotalN,Native bee genera,counts?,notes
February,24/2/2021,33.5,Crowea exalata,Crowea,Rutaceae,native,n,purple,50,Honeybees,0,,,,
February,24/2/2021,33.5,Crowea exalata,Crowea,Rutaceae,native,n,purple,50,Wasps,0,,,,
February,24/2/2021,33.5,Crowea exalata,Crowea,Rutaceae,native,n,purple,50,Syrphid flies,0,,,,
February,24/2/2021,33.5,Crowea exalata,Crowea,Rutaceae,native,n,purple,50,Other flies,0,,,,
February,24/2/2021,33.5,Crowea exalata 'rubra',Crowea,Rutaceae,native,y,pink,50,Native bees,0,1,,,
February,24/2/2021,33.5,Crowea exalata 'rubra',Crowea,Rutaceae,native,y,pink,50,Honeybees,1,,,,
February,24/2/2021,33.5,Crowea exalata 'rubra',Crowea,Rutaceae,native,y,pink,50,Wasps,0,,,,
February,24/2/2021,33.5,Crowea exalata 'rubra',Crowea,Rutaceae,native,y,pink,50,Syrphid flies,0,,,,
February,24/2/2021,33.5,Crowea exalata 'rubra',Crowea,Rutaceae,native,y,pink,50,Other flies,0,,,,
February,24/2/2021,33.5,Correa 'Dusky Bells',Crowea,Rutaceae,native,y,red,5,Native bees,0,0,,,
February,24/2/2021,33.5,Correa 'Dusky Bells',Crowea,Rutaceae,native,y,red,5,Honeybees,0,,,,
February,24/2/2021,33.5,Correa 'Dusky Bells',Crowea,Rutaceae,native,y,red,5,Wasps,0,,,,
February,24/2/2021,33.5,Correa 'Dusky Bells',Crowea,Rutaceae,native,y,red,5,Syrphid flies,0,,,,
February,24/2/2021,33.5,Correa 'Dusky Bells',Crowea,Rutaceae,native,y,red,5,Other flies,0,,,,
February,24/2/2021,33.5,Plectranthus 'Blue Spire',Plectranthus,Lamiaceae,native,y,purple,70,Native bees,3,3,Megachile tosticauda,,
February,24/2/2021,33.5,Plectranthus 'Blue Spire',Plectranthus,Lamiaceae,native,y,purple,70,Honeybees,0,,,,
February,24/2/2021,33.5,Plectranthus 'Blue Spire',Plectranthus,Lamiaceae,native,y,purple,70,Wasps,0,,,,
February,24/2/2021,33.5,Plectranthus 'Blue Spire',Plectranthus,Lamiaceae,native,y,purple,70,Syrphid flies,0,,,,
February,24/2/2021,33.5,Plectranthus 'Blue Spire',Plectranthus,Lamiaceae,native,y,purple,70,Other flies,0,,,,
February,24/2/2021,33.5,Verticordia argentea,Verticordia,Myrtaceae,native,n,pink,150,Native bees,0,0,,,
February,24/2/2021,33.5,Verticordia argentea,Verticordia,Myrtaceae,native,n,pink,150,Honeybees,0,,,,
February,24/2/2021,33.5,Verticordia argentea,Verticordia,Myrtaceae,native,n,pink,150,Wasps,0,,,,
February,24/2/2021,33.5,Verticordia argentea,Verticordia,Myrtaceae,native,n,pink,150,Syrphid flies,0,,,,
February,24/2/2021,33.5,Verticordia argentea,Verticordia,Myrtaceae,native,n,pink,150,Other flies,0,,,,
February,24/2/2021,33.5,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,5,Native bees,0,0,,,
February,24/2/2021,33.5,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,5,Honeybees,0,,,,
February,24/2/2021,33.5,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,5,Wasps,0,,,,
February,24/2/2021,33.5,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,5,Syrphid flies,0,,,,
February,24/2/2021,33.5,Corymbia ficifolia,Corymbia,Myrtaceae,native,n,red,5,Other flies,0,,,,
February,24/2/2021,33.5,Platysace deflexa,Platysace,Apiaceae,native,n,white,300,Native bees,0,0,,,
February,24/2/2021,33.5,Platysace deflexa,Platysace,Apiaceae,native,n,white,300,Honeybees,0,,,,
February,24/2/2021,33.5,Platysace deflexa,Platysace,Apiaceae,native,n,white,300,Wasps,0,,,,
February,24/2/2021,33.5,Platysace deflexa,Platysace,Apiaceae,native,n,white,300,Syrphid flies,0,,,,
February,24/2/2021,33.5,Platysace deflexa,Platysace,Apiaceae,native,n,white,300,Other flies,0,,,,
February,24/2/2021,33.5,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Native bees,2,2,Megachile tosticauda,,
February,24/2/2021,33.5,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Honeybees,0,,,,
February,24/2/2021,33.5,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Wasps,0,,,,
February,24/2/2021,33.5,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Syrphid flies,0,,,,
February,24/2/2021,33.5,Scaevola 'Crinkle cut',Scaevola,Goodeniaceae,native,y,blue,250,Other flies,0,,,,
February,24/2/2021,33.5,Tagetes,Tagetes,Asteraceae,exotic,y,yellow/orange,80,Native bees,0,1,,,
February,24/2/2021,33.5,Tagetes,Tagetes,Asteraceae,exotic,y,yellow/orange,80,Honeybees,1,,,,
February,24/2/2021,33.5,Tagetes,Tagetes,Asteraceae,exotic,y,yellow/orange,80,Wasps,0,,,,
February,24/2/2021,33.5,Tagetes,Tagetes,Asteraceae,exotic,y,yellow/orange,80,Syrphid flies,0,,,,
February,24/2/2021,33.5,Tagetes,Tagetes,Asteraceae,exotic,y,yellow/orange,80,Other flies,0,,,,
February,24/2/2021,33.5,Petunia,Petunia,Solanaceae,exotic,y,white/red/pink/purple,240,Native bees,0,0,,,
February,24/2/2021,33.5,Petunia,Petunia,Solanaceae,exotic,y,white/red/pink/purple,240,Honeybees,0,,,,
February,24/2/2021,33.5,Petunia,Petunia,Solanaceae,exotic,y,white/red/pink/purple,240,Wasps,0,,,,
February,24/2/2021,33.5,Petunia,Petunia,Solanaceae,exotic,y,white/red/pink/purple,240,Syrphid flies,0,,,,
February,24/2/2021,33.5,Petunia,Petunia,Solanaceae,exotic,y,white/red/pink/purple,240,Other flies,0,,,,
February,24/2/2021,33.5,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/red/pink,200,Native bees,0,0,,,
February,24/2/2021,33.5,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/red/pink,200,Honeybees,0,,,,
February,24/2/2021,33.5,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/red/pink,200,Wasps,0,,,,
February,24/2/2021,33.5,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/red/pink,200,Syrphid flies,0,,,,
February,24/2/2021,33.5,Pelargonium 'zonal',Pelargonium,Geraniaceae,exotic,y,white/red/pink,200,Other flies,0,,,,
February,24/2/2021,33.5,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,purple/pink,150,Native bees,0,0,,,
February,24/2/2021,33.5,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,purple/pink,150,Honeybees,0,,,,
February,24/2/2021,33.5,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,purple/pink,150,Wasps,0,,,,
February,24/2/2021,33.5,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,purple/pink,150,Syrphid flies,0,,,,
February,24/2/2021,33.5,Angelonia angustifolia,Angelonia,Plantaginaceae,exotic,y,purple/pink,150,Other flies,0,,,,
February,24/2/2021,33.5,Viola hederacea,Viola,Violaceae,,n,purple+white,4,Native bees,0,0,,,
February,24/2/2021,33.5,Viola hederacea,Viola,Violaceae,,n,purple+white,5,Honeybees,0,,,,
February,24/2/2021,33.5,Viola hederacea,Viola,Violaceae,,n,purple+white,6,Wasps,0,,,,
February,24/2/2021,33.5,Viola hederacea,Viola,Violaceae,,n,purple+white,7,Syrphid flies,0,,,,
February,24/2/2021,33.5,Viola hederacea,Viola,Violaceae,,n,purple+white,8,Other flies,0,,,,
February,24/2/2021,33.5,Nemesia fruticans,Nemesia,Plantaginaceae,,n,blue,20,Native bees,0,0,,,
February,24/2/2021,33.5,Nemesia fruticans,Nemesia,Plantaginaceae,,n,blue,20,Honeybees,0,,,,
February,24/2/2021,33.5,Nemesia fruticans,Nemesia,Plantaginaceae,,n,blue,20,Wasps,0,,,,
February,24/2/2021,33.5,Nemesia fruticans,Nemesia,Plantaginaceae,,n,blue,20,Syrphid flies,0,,,,
February,24/2/2021,33.5,Nemesia fruticans,Nemesia,Plantaginaceae,,n,blue,20,Other flies,0,,,,
February,24/2/2021,33.5,Phyla nodiflora,Phyla,Verbenaceae,exotic,n,pink,100,Native bees,0,1,,,
February,24/2/2021,33.5,Phyla nodiflora,Phyla,Verbenaceae,exotic,n,pink,100,Honeybees,1,,,,
February,24/2/2021,33.5,Phyla nodiflora,Phyla,Verbenaceae,exotic,n,pink,100,Wasps,0,,,,
February,24/2/2021,33.5,Phyla nodiflora,Phyla,Verbenaceae,exotic,n,pink,100,Syrphid flies,0,,,,
February,24/2/2021,33.5,Phyla nodiflora,Phyla,Verbenaceae,exotic,n,pink,100,Other flies,0,,,,
February,24/2/2021,33.5,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,10,Native bees,0,0,,,
February,24/2/2021,33.5,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,10,Honeybees,0,,,,
February,24/2/2021,33.5,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,10,Wasps,0,,,,
February,24/2/2021,33.5,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,10,Syrphid flies,0,,,,
February,24/2/2021,33.5,Dianthus,Dianthus,Caryophyllaceae,exotic,y,white/pink/purple/red,10,Other flies,0,,,,
February,24/2/2021,33.5,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,150,Native bees,0,0,,,
February,24/2/2021,33.5,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,150,Honeybees,0,,,,
February,24/2/2021,33.5,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,150,Wasps,0,,,,
February,24/2/2021,33.5,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,150,Syrphid flies,0,,,,
February,24/2/2021,33.5,Lobelia erinus,Lobelia,Campanulaceae,exotic,n,blue,150,Other flies,0,,,,
February,24/2/2021,33.5,Antirrhinum majus majus,Antirrhinum,Plantaginaceae,exotic,y,yellow/white/pink/orange,17,Native bees,0,0,,,
February,24/2/2021,33.5,Antirrhinum majus majus,Antirrhinum,Plantaginaceae,exotic,y,yellow/white/pink/orange,17,Honeybees,0,,,,
February,24/2/2021,33.5,Antirrhinum majus majus,Antirrhinum,Plantaginaceae,exotic,y,yellow/white/pink/orange,17,Wasps,0,,,,
February,24/2/2021,33.5,Antirrhinum majus majus,Antirrhinum,Plantaginaceae,exotic,y,yellow/white/pink/orange,17,Syrphid flies,0,,,,
February,24/2/2021,33.5,Antirrhinum majus majus,Antirrhinum,Plantaginaceae,exotic,y,yellow/white/pink/orange,17,Other flies,0,,,,
February,24/2/2021,33.5,Tulbaghia violacea,Tulbaghia,Amaryllidaceae,exotic,n,pink,25,Native bees,0,0,,,
February,24/2/2021,33.5,Tulbaghia violacea,Tulbaghia,Amaryllidaceae,exotic,n,pink,25,Honeybees,0,,,,
February,24/2/2021,33.5,Tulbaghia violacea,Tulbaghia,Amaryllidaceae,exotic,n,pink,25,Wasps,0,,,,
February,24/2/2021,33.5,Tulbaghia violacea,Tulbaghia,Amaryllidaceae,exotic,n,pink,25,Syrphid flies,0,,,,
February,24/2/2021,33.5,Tulbaghia violacea,Tulbaghia,Amaryllidaceae,exotic,n,pink,25,Other flies,0,,,,
February,24/2/2021,33.5,Goodeia obovata,Goodenia,Goodeniaceae,native,n,yellow,10,Native bees,0,1,,,
February,24/2/2021,33.5,Goodeia obovata,Goodenia,Goodeniaceae,native,n,yellow,10,Honeybees,1,,,,
February,24/2/2021,33.5,Goodeia obovata,Goodenia,Goodeniaceae,native,n,yellow,10,Wasps,0,,,,
February,24/2/2021,33.5,Goodeia obovata,Goodenia,Goodeniaceae,native,n,yellow,10,Syrphid flies,0,,,,
February,24/2/2021,33.5,Goodeia obovata,Goodenia,Goodeniaceae,native,n,yellow,10,Other flies,0,,,,
February,24/2/2021,33.5,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Native bees,0,4,,,
February,24/2/2021,33.5,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Honeybees,0,,,,
February,24/2/2021,33.5,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Wasps,0,,,,
February,24/2/2021,33.5,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Syrphid flies,0,,,,
February,24/2/2021,33.5,Trachymene incisa,Trachymene,Araliaceae,native,n,white,200,Other flies,4,,,,
February,24/2/2021,33.5,Anigozanthos 'Amber velvet',Anigozanthos,Haemodoraceae,native,y,red+yellow,59,Native bees,0,0,,,
February,24/2/2021,33.5,Anigozanthos 'Amber velvet',Anigozanthos,Haemodoraceae,native,y,red+yellow,59,Honeybees,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Amber velvet',Anigozanthos,Haemodoraceae,native,y,red+yellow,59,Wasps,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Amber velvet',Anigozanthos,Haemodoraceae,native,y,red+yellow,59,Syrphid flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Amber velvet',Anigozanthos,Haemodoraceae,native,y,red+yellow,59,Other flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,red,9,Native bees,0,0,,,
February,24/2/2021,33.5,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,red,9,Honeybees,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,red,9,Wasps,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,red,9,Syrphid flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush surprise',Anigozanthos,Haemodoraceae,native,y,red,9,Other flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush pearl',Anigozanthos,Haemodoraceae,native,y,pink,55,Native bees,0,0,,,
February,24/2/2021,33.5,Anigozanthos 'Bush pearl',Anigozanthos,Haemodoraceae,native,y,pink,55,Honeybees,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush pearl',Anigozanthos,Haemodoraceae,native,y,pink,55,Wasps,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush pearl',Anigozanthos,Haemodoraceae,native,y,pink,55,Syrphid flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush pearl',Anigozanthos,Haemodoraceae,native,y,pink,55,Other flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush glow',Anigozanthos,Haemodoraceae,native,y,red+yellow,10,Native bees,0,0,,,
February,24/2/2021,33.5,Anigozanthos 'Bush glow',Anigozanthos,Haemodoraceae,native,y,red+yellow,10,Honeybees,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush glow',Anigozanthos,Haemodoraceae,native,y,red+yellow,10,Wasps,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush glow',Anigozanthos,Haemodoraceae,native,y,red+yellow,10,Syrphid flies,0,,,,
February,24/2/2021,33.5,Anigozanthos 'Bush glow',Anigozanthos,Haemodoraceae,native,y,red+yellow,10,Other flies,0,,,,
February,24/2/2021,33.5,Boronia denticulata,Boronia,Rutaceae,native,n,pink,11,Native bees,0,0,,,
February,24/2/2021,33.5,Boronia denticulata,Boronia,Rutaceae,native,n,pink,11,Honeybees,0,,,,
February,24/2/2021,33.5,Boronia denticulata,Boronia,Rutaceae,native,n,pink,11,Wasps,0,,,,
February,24/2/2021,33.5,Boronia denticulata,Boronia,Rutaceae,native,n,pink,11,Syrphid flies,0,,,,
February,24/2/2021,33.5,Boronia denticulata,Boronia,Rutaceae,native,n,pink,11,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila 'Magenta dream',Eremophila,Scrophulariaceae,native,y,pink,30,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila 'Magenta dream',Eremophila,Scrophulariaceae,native,y,pink,30,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila 'Magenta dream',Eremophila,Scrophulariaceae,native,y,pink,30,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila 'Magenta dream',Eremophila,Scrophulariaceae,native,y,pink,30,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila 'Magenta dream',Eremophila,Scrophulariaceae,native,y,pink,30,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,15,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,15,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,15,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,15,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila glabra x decipiens,Eremophila,Scrophulariaceae,native,y,red,15,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila youngii,Eremophila,Scrophulariaceae,native,n,red,4,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila youngii,Eremophila,Scrophulariaceae,native,n,red,4,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila youngii,Eremophila,Scrophulariaceae,native,n,red,4,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila youngii,Eremophila,Scrophulariaceae,native,n,red,4,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila youngii,Eremophila,Scrophulariaceae,native,n,red,4,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila alternifolia x maculata,Eremophila,Scrophulariaceae,native,y,pink,20,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila alternifolia x maculata,Eremophila,Scrophulariaceae,native,y,pink,20,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila alternifolia x maculata,Eremophila,Scrophulariaceae,native,y,pink,20,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila alternifolia x maculata,Eremophila,Scrophulariaceae,native,y,pink,20,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila alternifolia x maculata,Eremophila,Scrophulariaceae,native,y,pink,20,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila alorhabdos ,Eremophila,Scrophulariaceae,native,n,pink,25,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila alorhabdos ,Eremophila,Scrophulariaceae,native,n,pink,25,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila alorhabdos ,Eremophila,Scrophulariaceae,native,n,pink,25,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila alorhabdos ,Eremophila,Scrophulariaceae,native,n,pink,25,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila alorhabdos ,Eremophila,Scrophulariaceae,native,n,pink,25,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,20,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,20,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,20,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,20,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila drummondii,Eremophila,Scrophulariaceae,native,n,purple,20,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila macdonnellii,Eremophila,Scrophulariaceae,native,n,purple,8,Native bees,0,2,,,
February,24/2/2021,33.5,Eremophila macdonnellii,Eremophila,Scrophulariaceae,native,n,purple,8,Honeybees,1,,,,
February,24/2/2021,33.5,Eremophila macdonnellii,Eremophila,Scrophulariaceae,native,n,purple,8,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila macdonnellii,Eremophila,Scrophulariaceae,native,n,purple,8,Syrphid flies,1,,,,
February,24/2/2021,33.5,Eremophila macdonnellii,Eremophila,Scrophulariaceae,native,n,purple,8,Other flies,0,,,,
February,24/2/2021,33.5,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,pink,12,Native bees,0,0,,,
February,24/2/2021,33.5,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,pink,12,Honeybees,0,,,,
February,24/2/2021,33.5,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,pink,12,Wasps,0,,,,
February,24/2/2021,33.5,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,pink,12,Syrphid flies,0,,,,
February,24/2/2021,33.5,Eremophila bignoniiflora x polyclada,Eremophila,Scrophulariaceae,native,y,pink,12,Other flies,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Native bees,0,0,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Honeybees,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Wasps,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Syrphid flies,0,,,,
February,24/2/2021,33.5,Chrysocephalum apiculatum,Chrysocephalum,Asteraceae,native,n,yellow,400,Other flies,0,,,,
February,24/2/2021,33.5,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,1,Native bees,0,0,,,
February,24/2/2021,33.5,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,1,Honeybees,0,,,,
February,24/2/2021,33.5,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,1,Wasps,0,,,,
February,24/2/2021,33.5,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,1,Syrphid flies,0,,,,
February,24/2/2021,33.5,Hibbertia scandens,Hibbertia,Dilleniaceae,native,n,yellow,1,Other flies,0,,,,
February,24/2/2021,33.5,Westringia hybrid Smokey ,Westringia,Lamiaceae,native,y,white,20,Native bees,2,2,Megachile,2,
February,24/2/2021,33.5,Westringia hybrid Smokey ,Westringia,Lamiaceae,native,y,white,20,Honeybees,0,,,,
February,24/2/2021,33.5,Westringia hybrid Smokey ,Westringia,Lamiaceae,native,y,white,20,Wasps,0,,,,
February,24/2/2021,33.5,Westringia hybrid Smokey ,Westringia,Lamiaceae,native,y,white,20,Syrphid flies,0,,,,
February,24/2/2021,33.5,Westringia hybrid Smokey ,Westringia,Lamiaceae,native,y,white,20,Other flies,0,,,,
February,24/2/2021,33.5,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,30,Native bees,0,0,,,
February,24/2/2021,33.5,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,30,Honeybees,0,,,,
February,24/2/2021,33.5,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,30,Wasps,0,,,,
February,24/2/2021,33.5,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,30,Syrphid flies,0,,,,
February,24/2/2021,33.5,Grevillea nudiflora,Grevillea,Proteaceae,native,n,red,30,Other flies,0,,,,
