treeid,abbreviation,leaftype,sampletype,days,wetarea,dryarea,drymass,wet_major_vein_transmitted_mean_frequency,wet_minor_vein_transmitted_mean_frequency,dry_major_vein_transmitted_mean_frequency,dry_minor_vein_transmitted_mean_frequency,dry_major_vein_reflected_mean_frequency,dry_minor_vein_reflected_mean_frequency,wet_total_vein_transmitted_mean_frequency,dry_total_vein_transmitted_mean_frequency,dry_total_vein_reflected_mean_frequency,wetarea_replicates,dryarea_replicates,drymass_replicates,wet_major_vein_transmitted_mean_frequency_replicates,wet_minor_vein_transmitted_mean_frequency_replicates,wet_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_transmitted_mean_frequency_replicates,dry_minor_vein_transmitted_mean_frequency_replicates,dry_total_vein_transmitted_mean_frequency_replicates,dry_major_vein_reflected_mean_frequency_replicates,dry_minor_vein_reflected_mean_frequency_replicates,dry_total_vein_reflected_mean_frequency_replicates,Species,Date Collected,Collector,Latitude,Longitude,Sample Type,Date Imaged: Fresh,Date Imaged: Dried (T),Date Imaged: Dried (C)
treeid_194,A.flo,Adult,Dried,355,14.386666666666667,NA,0.17266666666666666,NA,NA,0.9895833333333334,2.7083333333333335,0.7604166666666666,1.0104166666666667,NA,11.09375,5.3125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora floribunda,28-Sep-17,P.A. Vesk,-36.040983,150.079494,Dried,NA,18-Sep-18,18-Sep-18
treeid_195,A.flo,Adult,Dried,354,37.50666666666667,NA,0.427,NA,NA,0.9895833333333334,3.125,0.8229166666666666,2.9270833333333335,NA,12.34375,11.25,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora floribunda,29-Sep-17,P.A. Vesk,-36.116125,150.060776,Dried,NA,18-Sep-18,18-Sep-18
treeid_196,E.radro,Adult,Dried,318,11.27,NA,0.159,NA,NA,0.5,0.625,0.3020833333333333,0.010416666666666666,NA,3.375,0.9375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. robertsonii,4-Nov-17,W.C. Neal,-35.44934,148.93373,Dried,NA,18-Sep-18,18-Sep-18
treeid_197,E.radro,Adult,Dried,318,14.293333333333333,NA,0.28099999999999997,NA,NA,0.4895833333333333,0.3854166666666667,0.6458333333333334,0.28125,NA,2.625,2.78125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. robertsonii,4-Nov-17,W.C. Neal,-35.44934,148.93373,Dried,NA,18-Sep-18,18-Sep-18
treeid_198,E.radro,Adult,Dried,318,12.083333333333334,NA,0.15,NA,NA,0.7291666666666666,1.0625,0.59375,0.5625,NA,5.375,3.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus radiata subsp. robertsonii,4-Nov-17,W.C. Neal,-35.46203,148.9143,Dried,NA,18-Sep-18,18-Sep-18
treeid_199,E.bax,Adult,Dried,177,29.853333333333335,NA,0.8986666666666666,NA,NA,0.4479166666666667,0.5729166666666666,0.4895833333333333,0.6458333333333334,NA,3.0625,3.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baxteri,31-Mar-18,W.C. Neal,-38.4125,144.15576,Dried,NA,24-Sep-18,24-Sep-18
treeid_200,E.bax,Adult,Dried,177,25.77,NA,0.7789999999999999,NA,NA,0.3854166666666667,0.65625,0.5208333333333334,1.7916666666666667,NA,3.125,6.9375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baxteri,31-Mar-18,W.C. Neal,-38.41426,144.13425,Dried,NA,24-Sep-18,24-Sep-18
treeid_201,E.cspc,Adult,Dried,206,25.7,NA,0.565,NA,NA,0.6458333333333334,1.2604166666666667,0.59375,2.0729166666666665,NA,5.71875,8,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus conspicua,2-Mar-18,P.A. Vesk,-38.0372,146.32729,Dried,NA,24-Sep-18,24-Sep-18
treeid_202,E.cspc,Adult,Dried,206,24.426666666666666,NA,0.4666666666666667,NA,NA,0.7708333333333334,2.1666666666666665,0.5416666666666666,1.28125,NA,8.8125,5.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus conspicua,2-Mar-18,P.A. Vesk,-38.0372,146.32729,Dried,NA,24-Sep-18,24-Sep-18
treeid_203,E.pan,Adult,Dried,274,18.273333333333333,NA,0.3443333333333333,NA,NA,0.5729166666666666,1.375,0.8020833333333334,2.6875,NA,5.84375,10.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus paniculata,24-Dec-17,P.A. Vesk,-34.91476,150.402807,Dried,NA,24-Sep-18,24-Sep-18
treeid_204,E.cam,Adult,Dried,315,14.803333333333333,NA,0.35,NA,NA,0.65625,1.0104166666666667,0.5416666666666666,0.5,NA,5,3.125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus camaldulensis,13-Nov-17,P.A. Vesk,-37.695971,144.951984,Dried,NA,24-Sep-18,24-Sep-18
treeid_205,E.reg,Adult,Dried,472,34.07,NA,0.5509999999999999,NA,NA,0.5104166666666666,0.71875,0.4479166666666667,0.16666666666666666,NA,3.6875,1.84375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus regnans,9-Jun-17,P.A. Vesk,-37.767485,145.812944,Dried,NA,24-Sep-18,24-Sep-18
treeid_206,E.pan,Adult,Dried,267,18.616666666666667,NA,0.33566666666666667,NA,NA,0.7083333333333334,2.2916666666666665,0.5520833333333334,3.3333333333333335,NA,9,11.65625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus paniculata,31-Dec-17,P.A. Vesk,-32.22542,152.45153,Dried,NA,24-Sep-18,24-Sep-18
treeid_207,E.rub,Adult,Dried,527,30.265,NA,0.607,NA,NA,0.75,2.59375,0.640625,2.90625,NA,6.6875,7.09375,2,NA,2,NA,NA,0,2,2,1,2,2,1,Eucalyptus rubida,15-Apr-17,P.A. Vesk,-35.690556,148.662741,Dried,NA,24-Sep-18,24-Sep-18
treeid_208,E.rub,Adult,Dried,527,26.706666666666667,NA,0.492,NA,NA,0.6666666666666666,3.0104166666666665,0.6354166666666666,3.21875,NA,11.03125,11.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus rubida,15-Apr-17,P.A. Vesk,-35.690556,148.663056,Dried,NA,24-Sep-18,24-Sep-18
treeid_209,E.rub,Adult,Dried,527,31.846666666666664,NA,0.6496666666666666,NA,NA,0.75,2.2708333333333335,0.5729166666666666,1.59375,NA,9.0625,6.5,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus rubida,15-Apr-17,P.A. Vesk,-35.690833,148.663056,Dried,NA,24-Sep-18,24-Sep-18
treeid_210,E.ste,Adult,Dried,528,9.6033333333333335,NA,0.13,NA,NA,0.4479166666666667,0.625,0.34375,0.041666666666666664,NA,3.21875,1.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus stellulata,14-Apr-17,P.A. Vesk,-35.679167,148.684722,Dried,NA,24-Sep-18,24-Sep-18
treeid_211,E.ste,Adult,Dried,528,6.63,NA,0.16266666666666665,NA,NA,0.25,0.07291666666666667,0.3854166666666667,0.125,NA,0.96875,1.53125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus stellulata,14-Apr-17,P.A. Vesk,-35.678611,148.684722,Dried,NA,24-Sep-18,24-Sep-18
treeid_212,E.ste,Adult,Dried,528,10.826666666666666,NA,0.24133333333333334,NA,NA,0.2708333333333333,0.20833333333333334,0.28125,0.03125,NA,1.4375,0.9375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus stellulata,14-Apr-17,P.A. Vesk,-35.678056,148.684444,Dried,NA,24-Sep-18,24-Sep-18
treeid_213,E.ste,Adult,Dried,528,14.653333333333334,NA,0.268,NA,NA,0.4166666666666667,0.4166666666666667,0.3125,0.020833333333333332,NA,2.5,1,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus stellulata,14-Apr-17,P.A. Vesk,-35.685,148.666667,Dried,NA,24-Sep-18,24-Sep-18
treeid_214,E.reg,Adult,Dried,321,19.026666666666667,NA,0.4336666666666667,NA,NA,0.3645833333333333,0.7604166666666666,0.3020833333333333,NA,NA,3.375,0.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus regnans,7-Nov-17,W.C. Neal,-37.71505,145.63222,Dried,NA,24-Sep-18,24-Sep-18
treeid_215,E.del,Adult,Dried,321,19.493333333333332,NA,0.37666666666666665,NA,NA,0.5104166666666666,0.4479166666666667,0.4375,0.53125,NA,2.875,2.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus delegatensis,7-Nov-17,W.C. Neal,-37.71181,145.66707,Dried,NA,24-Sep-18,24-Sep-18
treeid_216,E.del,Adult,Dried,321,21.766666666666666,NA,0.464,NA,NA,0.53125,0.2916666666666667,0.6770833333333334,1.0104166666666667,NA,2.46875,5.0625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus delegatensis,7-Nov-17,W.C. Neal,-37.71252,145.66882,Dried,NA,24-Sep-18,24-Sep-18
treeid_217,E.bax,Adult,Dried,321,39.416666666666664,NA,0.7226666666666667,NA,NA,0.5833333333333334,0.8645833333333334,0.6875,4,NA,4.34375,14.0625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baxteri,7-Nov-17,W.C. Neal,-37.69544,145.58032,Dried,NA,24-Sep-18,24-Sep-18
treeid_218,E.del,Adult,Dried,235,28.59,NA,0.7425,NA,NA,0.65625,1.15625,0.609375,0.484375,NA,3.625,2.1875,2,NA,2,NA,NA,0,2,2,1,2,2,1,Eucalyptus delegatensis,1-Feb-18,P.A. Vesk,-36.84363,147.25432,Dried,NA,24-Sep-18,24-Sep-18
treeid_219,E.del,Adult,Dried,235,52.47,NA,1.1905,NA,NA,0.4765625,0.8046875,0.5859375,0.4765625,NA,5.125,4.25,4,NA,4,NA,NA,0,4,4,1,4,4,1,Eucalyptus delegatensis,1-Feb-18,P.A. Vesk,-36.84543,147.26108,Dried,NA,24-Sep-18,24-Sep-18
treeid_220,E.alb,Adult,Dried,316,32.46666666666667,NA,1.0466666666666666,NA,NA,0.5208333333333334,0.7604166666666666,0.5,1.9270833333333333,NA,3.84375,7.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus albens,12-Nov-17,P.A. Vesk,-36.597254,144.868094,Dried,NA,24-Sep-18,24-Sep-18
treeid_221,E.alb,Adult,Dried,316,22.169999999999998,NA,0.65,NA,NA,0.5208333333333334,0.8229166666666666,0.4375,1.1875,NA,4.03125,4.875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus albens,12-Nov-17,P.A. Vesk,-36.597405,144.867938,Dried,NA,24-Sep-18,24-Sep-18
treeid_222,E.alb,Adult,Dried,316,30.113333333333333,NA,0.8603333333333333,NA,NA,0.5,0.90625,0.3854166666666667,1.6770833333333333,NA,4.21875,6.1875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus albens,12-Nov-17,P.A. Vesk,-36.596739,144.86729,Dried,NA,24-Sep-18,24-Sep-18
treeid_223,E.man,Adult,Dried,285,25.936666666666667,NA,0.5533333333333333,NA,NA,0.6354166666666666,1.0416666666666667,0.65625,1.28125,NA,5.03125,5.8125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus mannifera,13-Dec-17,P.A. Vesk,-37.58598,146.57316,Dried,NA,24-Sep-18,24-Sep-18
treeid_224,E.man,Adult,Dried,285,19.166666666666668,NA,0.264,NA,NA,0.7291666666666666,1.6666666666666667,0.6354166666666666,1.1354166666666667,NA,7.1875,5.3125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus mannifera,13-Dec-17,P.A. Vesk,-37.58239,146.56737,Dried,NA,24-Sep-18,24-Sep-18
treeid_225,E.man,Adult,Dried,285,21.416666666666668,NA,0.3183333333333333,NA,NA,0.8333333333333334,1.9375,0.8020833333333334,1.0208333333333333,NA,8.3125,5.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus mannifera,13-Dec-17,P.A. Vesk,-37.58239,146.56737,Dried,NA,24-Sep-18,24-Sep-18
treeid_226,E.kyb,Adult,Dried,285,7.123333333333333,NA,0.19066666666666668,NA,NA,0.375,0.08333333333333333,0.010416666666666666,NA,NA,1.375,0.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus kybeanensis,13-Dec-17,P.A. Vesk,-37.62879,146.4617,Dried,NA,24-Sep-18,24-Sep-18
treeid_227,E.kyb,Adult,Dried,285,7.773333333333333,NA,0.25333333333333335,NA,NA,0.34375,NA,0.21875,NA,NA,1.03125,0.65625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus kybeanensis,13-Dec-17,P.A. Vesk,-37.62879,146.4617,Dried,NA,24-Sep-18,24-Sep-18
treeid_228,E.kyb,Adult,Dried,285,11.843333333333334,NA,0.3473333333333333,NA,NA,0.2916666666666667,NA,0.17708333333333334,0.03125,NA,0.875,0.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus kybeanensis,13-Dec-17,P.A. Vesk,-37.62879,146.4617,Dried,NA,24-Sep-18,24-Sep-18
treeid_229,E.ang,Adult,Dried,285,36.94,NA,0.748,NA,NA,0.6354166666666666,2.3854166666666665,0.5,1.3541666666666667,NA,9.0625,5.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus angophoroides,13-Dec-17,P.A. Vesk,-38.0231,146.34221,Dried,NA,24-Sep-18,24-Sep-18
treeid_230,E.ang,Adult,Dried,285,37.016666666666666,NA,0.6966666666666667,NA,NA,0.6145833333333334,1.8229166666666667,0.5625,1.1145833333333333,NA,7.3125,5.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus angophoroides,13-Dec-17,P.A. Vesk,-38.0231,146.34221,Dried,NA,24-Sep-18,24-Sep-18
treeid_231,E.ang,Adult,Dried,285,32.163333333333334,NA,0.6776666666666666,NA,NA,0.5,1.5833333333333333,0.4166666666666667,0.9166666666666666,NA,6.25,4,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus angophoroides,13-Dec-17,P.A. Vesk,-38.0231,146.34221,Dried,NA,24-Sep-18,24-Sep-18
treeid_232,E.cspc,Adult,Dried,285,41.17333333333333,NA,0.9936666666666667,NA,NA,0.40625,0.4270833333333333,0.3229166666666667,1.3229166666666667,NA,2.5,4.9375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus conspicua,13-Dec-17,P.A. Vesk,-38.13147,146.27565,Dried,NA,24-Sep-18,24-Sep-18
treeid_234,E.pan,Adult,Dried,363,27.54,NA,0.46799999999999997,NA,NA,0.78125,2.8645833333333335,0.6875,2.8854166666666665,NA,10.9375,10.71875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus paniculata,26-Sep-17,P.A. Vesk,-36.098115,150.109259,Dried,NA,24-Sep-18,24-Sep-18
treeid_235,E.reg,Adult,Dried,471,20.976666666666667,NA,0.42533333333333334,NA,NA,0.4375,0.4479166666666667,0.40625,0.4583333333333333,NA,2.65625,2.59375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus regnans,10-Jun-17,P.A. Vesk,-37.749969,145.686361,Dried,NA,24-Sep-18,24-Sep-18
treeid_236,E.reg,Adult,Dried,471,19.886666666666667,NA,0.3396666666666667,NA,NA,0.3541666666666667,0.90625,0.3645833333333333,0.010416666666666666,NA,3.78125,1.125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus regnans,10-Jun-17,P.A. Vesk,-37.748306,145.685056,Dried,NA,24-Sep-18,24-Sep-18
treeid_237,E.ova,Adult,Dried,482,56.03666666666667,NA,0.9883333333333334,NA,NA,0.6041666666666666,1.71875,0.4895833333333333,1.2395833333333333,NA,6.96875,5.1875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus ovata,9-Jun-17,P.A. Vesk,-37.725911,145.777747,Dried,NA,4-Oct-18,4-Oct-18
treeid_238,E.ova,Adult,Dried,431,40.083333333333336,NA,0.6646666666666666,NA,NA,0.5833333333333334,2.6145833333333335,0.53125,1.8125,NA,9.59375,7.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus ovata,30-Jul-17,W.C. Neal,-37.83011,144.18314,Dried,NA,4-Oct-18,4-Oct-18
treeid_239,E.ova,Adult,Dried,412,41.70666666666666,NA,0.5566666666666666,NA,NA,0.5833333333333334,2.2083333333333335,0.5833333333333334,1.4895833333333333,NA,8.375,6.21875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus ovata,18-Aug-17,P.A. Vesk,-37.96494,145.39347,Dried,NA,4-Oct-18,4-Oct-18
treeid_240,E.ova,Adult,Dried,431,33.67666666666667,NA,0.5523333333333333,NA,NA,0.5416666666666666,1.375,0.625,1.5104166666666667,NA,5.75,6.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus ovata,30-Jul-17,P.A. Vesk,-38.607331,143.918278,Dried,NA,4-Oct-18,4-Oct-18
treeid_241,E.ova,Adult,Dried,296,21.983333333333334,NA,0.40399999999999997,NA,NA,0.625,2.0520833333333335,0.5,1.0625,NA,8.03125,4.6875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus ovata,12-Dec-17,P.A. Vesk,-38.2222,146.04262,Dried,NA,4-Oct-18,4-Oct-18
treeid_242,E.bau,Adult,Dried,372,31.466666666666665,NA,0.41400000000000003,NA,NA,0.59375,1.375,0.65625,2.9270833333333335,NA,5.90625,10.75,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baueriana,27-Sep-17,P.A. Vesk,-36.09615,150.043862,Dried,NA,4-Oct-18,4-Oct-18
treeid_243,E.bau,Adult,Dried,372,29.84,NA,0.47200000000000003,NA,NA,0.5208333333333334,1.2604166666666667,0.5833333333333334,2.90625,NA,5.34375,10.46875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baueriana,27-Sep-17,P.A. Vesk,-36.09615,150.043862,Dried,NA,4-Oct-18,4-Oct-18
treeid_244,E.bau,Adult,Dried,372,21.62,NA,0.2693333333333333,NA,NA,0.7604166666666666,2.8020833333333335,0.65625,2.3541666666666665,NA,10.6875,9.03125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus baueriana,27-Sep-17,P.A. Vesk,-36.0982432,150.0209547,Dried,NA,4-Oct-18,4-Oct-18
treeid_245,A.cos,Adult,Dried,372,21.91,NA,0.31766666666666665,NA,NA,0.9895833333333334,1.75,0.7916666666666666,2.96875,NA,8.21875,11.28125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora costata,27-Sep-17,P.A. Vesk,-36.103426,149.97743,Dried,NA,4-Oct-18,4-Oct-18
treeid_246,A.cos,Adult,Dried,372,9.120000000000001,NA,0.149,NA,NA,1.0208333333333333,2.1041666666666665,0.5833333333333334,2.21875,NA,9.375,8.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora costata,27-Sep-17,P.A. Vesk,-36.0611056,150.1274389,Dried,NA,4-Oct-18,4-Oct-18
treeid_247,A.cos,Adult,Dried,371,19.906666666666666,NA,0.25466666666666665,NA,NA,0.71875,1.7708333333333333,0.65625,2.4583333333333335,NA,7.46875,9.34375,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora costata,28-Sep-17,P.A. Vesk,-35.965312,150.007712,Dried,NA,4-Oct-18,4-Oct-18
treeid_248,C.mac,Adult,Dried,370,26.653333333333332,NA,0.6156666666666667,NA,NA,0.6666666666666666,1.0208333333333333,0.8541666666666666,1.6875,NA,5.0625,7.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia maculata,29-Sep-17,P.A. Vesk,-36.1305138,150.0640288,Dried,NA,4-Oct-18,4-Oct-18
treeid_249,C.mac,Adult,Dried,370,40.769999999999996,NA,0.834,NA,NA,0.6458333333333334,1.2083333333333333,0.65625,1.5833333333333333,NA,5.5625,6.71875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia maculata,29-Sep-17,P.A. Vesk,-36.14859,150.123758,Dried,NA,4-Oct-18,4-Oct-18
treeid_250,C.mac,Adult,Dried,370,17.21,NA,0.24366666666666667,NA,NA,1.0208333333333333,2.8854166666666665,0.90625,2.0520833333333335,NA,11.71875,8.875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia maculata,29-Sep-17,P.A. Vesk,-36.133439,150.091648,Dried,NA,4-Oct-18,4-Oct-18
treeid_251,C.mac,Adult,Dried,370,26.866666666666667,NA,0.43666666666666665,NA,NA,0.8541666666666666,1.6666666666666667,0.96875,1.4375,NA,7.5625,7.21875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Corymbia maculata,29-Sep-17,P.A. Vesk,-36.061393,150.04548,Dried,NA,4-Oct-18,4-Oct-18
treeid_252,A.cos,Adult,Dried,370,15.27,NA,0.23099999999999998,NA,NA,1.0729166666666667,3.2708333333333335,0.90625,2.96875,NA,13.03125,11.625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Angophora costata,29-Sep-17,P.A. Vesk,-36.0243516,150.0725072,Dried,NA,4-Oct-18,4-Oct-18
treeid_253,E.fib,Adult,Dried,373,33.82333333333333,NA,0.9440000000000001,NA,NA,0.7083333333333334,2.0416666666666665,0.5833333333333334,1.3854166666666667,NA,8.25,5.90625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fibrosa,26-Sep-17,P.A. Vesk,-36.093531,150.100495,Dried,NA,4-Oct-18,4-Oct-18
treeid_254,E.fib,Adult,Dried,373,24.013333333333332,NA,0.497,NA,NA,0.65625,1.7708333333333333,0.6354166666666666,1.3541666666666667,NA,7.28125,5.96875,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fibrosa,26-Sep-17,P.A. Vesk,-36.098115,150.109259,Dried,NA,4-Oct-18,4-Oct-18
treeid_255,E.fib,Adult,Dried,371,41.230000000000004,NA,0.9299999999999999,NA,NA,0.7916666666666666,2.3541666666666665,0.5625,1.90625,NA,9.4375,7.40625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus fibrosa,28-Sep-17,P.A. Vesk,-36.039279,150.068266,Dried,NA,4-Oct-18,4-Oct-18
treeid_256,E.bot,Adult,Dried,281,33.74666666666667,NA,0.5826666666666667,NA,NA,0.875,3.125,0.8229166666666666,2.3645833333333335,NA,12,9.5625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus botryoides,27-Dec-17,P.A. Vesk,-34.7694,150.68094,Dried,NA,4-Oct-18,4-Oct-18
treeid_257,E.bot,Adult,Dried,546,14.156666666666666,NA,0.20933333333333334,NA,NA,0.5416666666666666,0.4375,0.6458333333333334,2.0625,NA,2.9375,8.125,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus botryoides,6-Apr-17,P.A. Vesk,-37.75446,148.72549,Dried,NA,4-Oct-18,4-Oct-18
treeid_258,E.bot,Adult,Dried,546,42.343333333333334,NA,0.9033333333333333,NA,NA,0.5520833333333334,2.1458333333333335,0.5416666666666666,1.5104166666666667,NA,8.09375,6.15625,3,NA,3,NA,NA,0,3,3,1,3,3,1,Eucalyptus botryoides,6-Apr-17,P.A. Vesk,-37.80139,148.72324,Dried,NA,4-Oct-18,4-Oct-18
