Species,date_gas_exchange,Temp,CO2,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),CiCa,Trmmol (mmol m-2 s-1),VpdL (kPa),Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi,date_isotope_analysis,leaf_percentN,leaf_d15N,leaf_CN,leaf_percentC,leaf_d13C,stem_percentN,stem_d15N,stem_CN,stem_percentC,stem_d13C,root_percentN,root_d15N,root_CN,root_percentC,root_d13C,StemFW (g),InitialLeafLA (cm-2),NewLeafLA (cm-2),TotalLA (cm-2),InitialLeafFW (g),NewLeafFW (g),TotalLeafFW (g),StemDW (g),InitialLeafDW (g),NewLeafDW (g),TotalLeafDW (g),LMA (g m-2),leaf_area_ratio,Rep,GrowthPeriod,LaminaT (um),abaxialEpiT (um),adaxialEpiT (um),percentMucilage (%),percentMesophyll (%),percentVascular (%),abaxialEpiDen (mm-2),abaxialStomDen (mm-2),abaxialSI (%),adaxialEpiDen (mm-2),adaxialStomDen (mm-2),adaxialSI (%),PAR_round,PAR_desc,context
Wollemia nobilis,2009-02-23,Amb,640,8,5.248,0.01966,192,0.302603282,0.3844,1.946,26.1,26.242,26.01,640.504,634.47,14.128,14.5442,42.218,43.46,500.6,700.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,9,5.72,0.0242,240.2,0.378632049,0.4494,1.85,26.216,26.496,26.02,641.452,634.376,15.5136,16.0346,45.988,47.534,500.58,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,10,11.06,0.0451,219.8,0.350633153,0.6536,1.46,25.224,24.094,26.03,640.576,626.862,14.531,15.3026,45.724,48.154,500.6,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,5,5.13,0.0264,314,0.492895648,0.3714,1.39,26.552,26.176,26.02,640.628,637.052,19.7554,19.9978,57.24,57.944,300.34,699.6,NA,NA,NA,NA,NA,NA,NA,NA,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-02-23,Amb,640,10,3.862,0.02238,347.8,0.544657034,0.3452,1.526,26.436,26.146,25.97,641.286,638.568,18.345,18.5706,53.512,54.172,300.3,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2008-11-25,Elv,400,401,3.85,0.0292,172.3333333,0.432596163,0.932666667,3.136666667,33.16333333,32.26666667,34,400.0533333,398.37,16.545,16.91133333,32.85666667,33.58333333,500.4666667,1000,NA,NA,NA,NA,NA,NA,NA,NA,22.59528089,47.8721878,-27.72312935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,400,407,2.386666667,0.027066667,243,0.60874285,0.758333333,2.763333333,32.66,30.64333333,34.01333333,400.26,399.1833333,16.06833333,16.36666667,32.82333333,33.43,499.6,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,400,403,1.703333333,0.0177,228,0.570342205,0.626,3.463333333,33.47333333,33.36,34,400.5466667,399.76,16.44833333,16.69433333,32.09666667,32.58,500.3,1000.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,400,408,2.39,0.026466667,238.3333333,0.597736127,0.829333333,3.08,33.01333333,31.95666667,33.97666667,399.8166667,398.7266667,16.30866667,16.635,32.65666667,33.30666667,499.5333333,1001.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,400,410,2.073333333,0.023966667,243,0.609292335,0.781666667,3.203333333,32.66666667,32.19,34.01,399.78,398.8233333,15.72166667,16.03,32.1,32.73,499.1,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,202,5.146666667,0.068233333,148.6666667,0.533422636,1.726666667,2.506666667,27.96666667,28.82,27.99,280.9533333,278.7033333,13.88,14.55933333,37.09333333,38.90666667,499.8666667,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.88,991,1262,2253,55.69,79.72,135.41,12.11,21.31,25.73,47.04,208.7882823,38.08960270498732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,209,0.957666667,0.059866667,243,0.865908848,1.706666667,2.82,28.38333333,29.98333333,27.98,281.2,280.63,13.52666667,14.2,35.28,37.03666667,499.6,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,201,-0.41,0.019266667,304,1.082968188,0.448666667,2.306666667,26.96,26.98,27.99,280.5966667,280.71,12.362,12.53933333,35.03333333,35.53666667,499.8,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.749864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,210,1.536666667,0.026466667,178.6666667,0.636284856,0.655,2.45,27.68,27.54333333,27.98,281.4866667,280.7966667,12.04366667,12.30266667,32.72,33.42333333,500.2,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,207,2.13,0.024566667,130.6666667,0.467691133,0.721,2.9,28.14,29.56,27.98,280.3166667,279.3866667,12.10633333,12.39166667,32.02333333,32.78,499.6,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,280,204,0.605333333,0.0117,185.3333333,0.661912642,0.374333333,3.15,28.46,30.59666667,27.98,280.2866667,279.9966667,12.27033333,12.418,31.85333333,32.23666667,499.7,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4170659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,501,3.046666667,0.0165,319.3333333,0.500410044,0.505333333,2.99,33.4,32.90666667,34.02,639.49,638.1433333,19.91433333,20.11233333,39.01,39.39333333,500.2666667,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6805407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,506,3.393333333,0.018933333,326.6666667,0.512257592,0.585666667,3.023333333,33.48,33.1,34.02,639.2033333,637.7,20.08633333,20.31566667,39.18,39.62666667,500.3,1000.666667,NA,NA,NA,NA,NA,NA,NA,NA,32.48643164,44.7760065,-33.72443233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,505,8.166666667,0.046666667,332,0.522702941,1.323333333,2.78,33.17666667,32.48,34.02,638.76,635.16,20.481,20.999,40.62333333,41.64666667,500.3333333,1000.666667,NA,NA,NA,NA,NA,NA,NA,NA,25.71715299,44.5379788,-31.47779597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,510,7.985,0.03815,281,0.441312158,1.005,2.585,32.7975,31.64,34.02,640.1875,636.7375,20.25175,20.6455,41.0275,41.825,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,502,5.726666667,0.036266667,361.6666667,0.566186408,1.07,2.896666667,33.28666667,32.56,34.02,641.34,638.7766667,19.65833333,20.078,38.74666667,39.57333333,500.3,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1798428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,640,503,4.656666667,0.018866667,222,0.347581024,0.549666667,2.856666667,33.27,32.36,34.02,640.7,638.7,19.724,19.939,38.90333333,39.33,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2486225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,280,302,1.243333333,0.018066667,159.3333333,0.567581367,0.547333333,2.96,33.57666667,33.41666667,34.03,281.2833333,280.7233333,21.64666667,21.86066667,41.97333333,42.39,500.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,28.36501414,47.391999,-27.46939401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,280,306,1.616666667,0.023533333,157.6666667,0.562325388,0.828333333,3.43,34.06666667,35.24333333,34.02,281.1233333,280.3833333,22.35366667,22.677,42.16333333,42.77333333,500.3333333,998.6666667,NA,NA,NA,NA,NA,NA,NA,NA,21.161164,46.0740077,-27.08725011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,280,304,0.60975,0.019525,217.5,0.776716365,0.60675,3.0325,33.79,33.8325,34.0175,280.335,280.025,22.10425,22.341,42.345,42.8,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,280,310,1.75,0.0325,181.6666667,0.649389336,1.03,3.09,33.77,33.99,34.02,280.56,279.75,21.818,22.22,41.84666667,42.61333333,500.3,1000.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Elv,280,309,0.914333333,0.024066667,205.6666667,0.734471347,0.823666667,3.333333333,33.98666667,34.70666667,34.02,280.4833333,280.02,21.625,21.94666667,40.97666667,41.58666667,500.3,998.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,400,103,2.933333333,0.0322,239.6666667,0.602051497,0.767333333,2.34,28.57333333,30.75666667,27.97,399.3833333,398.0833333,20.54833333,20.849,52.97666667,53.74666667,500.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6230667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,400,102,3.136666667,0.0316,229.3333333,0.576286803,0.606666667,1.893333333,27.72666667,28.23,27.97,399.3033333,397.95,19.08133333,19.319,51.68,52.32666667,500.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,25.1005047,50.2622973,-31.05663959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,400,101,4.326666667,0.037333333,203,0.509785538,0.728666667,1.926666667,27.63,27.96333333,27.98,400.0533333,398.2066667,18.11866667,18.40433333,49.35333333,50.13,500.3,1000.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6694163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,400,106,3.436666667,0.0303,207.3333333,0.519458827,0.629333333,2.05,27.80333333,28.24333333,27.98,400.61,399.1333333,17.55433333,17.80133333,47.32666667,47.99333333,500.3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,400,105,3.57,0.0494,271.6666667,0.680147212,1.086666667,2.18,28.01666667,28.63,27.98,401.0266667,399.4233333,16.951,17.37866667,45.13666667,46.27666667,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,20.54296186,45.7024778,-26.95370519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,640,1,8.523333333,0.0512,350,0.550101114,1.2,2.313333333,28.16666667,28.91333333,27.98,639.9566667,636.2466667,16.221,16.69233333,42.81333333,44.05666667,500.3,998,NA,NA,NA,NA,NA,NA,NA,NA,39.01075714,48.6530928,-33.53458782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,640,9,11.2,0.0582,305.3333333,0.480786895,1.57,2.663333333,28.40666667,30.45666667,27.98,639.9466667,635.07,16.304,16.921,42.44333333,44.05,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,640,5,6.016666667,0.031333333,310.3333333,0.487248329,0.752666667,2.37,27.88333333,28.78333333,27.98,639.5033333,636.91,15.54233333,15.83833333,41.69666667,42.49333333,500.3,1001.666667,NA,NA,NA,NA,NA,NA,NA,NA,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,640,7,5.643333333,0.028,295.3333333,0.46307911,0.731666667,2.573333333,28.04333333,29.57666667,27.98,640.2033333,637.76,15.36266667,15.65033333,40.83,41.59666667,500.3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2008-11-25,Amb,640,8,6.69,0.040833333,353.3333333,0.554375909,1.076666667,2.603333333,28.26,29.69666667,27.98,640.3033333,637.3533333,15.254,15.678,40.04,41.15,500.3,999.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,measured_at_1000_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_1000_PAR
Wollemia nobilis,2009-02-23,Elv,640,506,5.124,0.02556,296.4,0.465703981,0.5974,2.298,30.488,31.244,29.89,640.12,636.456,22.1292,22.518,51.064,51.964,300.36,701.8,NA,NA,NA,NA,NA,NA,NA,NA,32.48643164,44.7760065,-33.72443233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,NA,Amb,640,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,1.4848595,1.962878919,33.24118511,49.3584895,-36.58101412,1.6913009,1.414157497,24.17001522,40.8787685,-29.49652501,NA,NA,NA,NA,NA,62.36,876,885,1761,63.95,75.5,139.45,20.58,24.07,28.09,52.16,296.1953436,24.20951333516635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Amb_Temp_and_640_ppm_CO2
Wollemia nobilis,NA,Amb,280,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,2.8510782,2.22380919,17.44930122,49.7493223,-24.48853773,2.3025415,2.04873491,20.70780839,47.6805882,-27.136559,NA,NA,NA,NA,NA,31.56,937,929,1866,61.21,55.02,116.23,8.82,22.01,16.6,38.61,206.9131833,39.34218848829855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Amb_Temp_and_280_ppm_CO2
Wollemia nobilis,NA,Elv,280,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,2.1553174,1.777271707,23.1639675,49.9257022,-26.61265203,1.8653964,1.484377199,25.32334661,47.2380796,-29.045224,NA,NA,NA,NA,NA,28.47,753,959,1712,44.33,46.47,90.8,7.81,17.99,15.13,33.12,193.4579439,41.827510383581725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Elv_Temp_and_280_ppm_CO2
Wollemia nobilis,NA,Amb,640,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0367268,0.626471828,44.42632283,46.0579595,-34.02389649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Amb_Temp_and_640_ppm_CO2
Wollemia nobilis,NA,Amb,280,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8691064,0.306948501,24.55341066,45.892937,-23.49210998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Amb_Temp_and_280_ppm_CO2
Wollemia nobilis,NA,Elv,280,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2218103,0.297848153,19.72038418,43.8149527,-25.06235518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Elv_Temp_and_280_ppm_CO2
Wollemia nobilis,NA,Elv,400,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0445292,-1.03889184,22.21903199,45.4274597,-27.26677683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Elv_Temp_and_400_ppm_CO2
Wollemia nobilis,NA,Amb,400,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,509,844,1353,32.72,56.91,89.63,14.95,11.83,19.3,31.13,230.0813008,29.361979166666668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Amb_Temp_and_400_ppm_CO2
Wollemia nobilis,NA,Amb,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,T1,378.71,20.54,33.05,14.2,47.92,5.03,2348.68,184.21,7.27,1921.05,46.05,2.34,NA,,Amb_Temp_and_280_ppm_CO2_at_growth_period_T1
