Species,date_gas_exchange,Temp,CO2,Potnum,Photo (umol m-2 s-1),Cond (mol m-2 s-1),Ci (umol mol-1),CiCa,Trmmol (mmol m-2 s-1),VpdL (kPa),Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi,date_isotope_analysis,leaf_percentN,leaf_d15N,leaf_CN,leaf_percentC,leaf_d13C,stem_percentN,stem_d15N,stem_CN,stem_percentC,stem_d13C,root_percentN,root_d15N,root_CN,root_percentC,root_d13C,StemFW (g),InitialLeafLA (cm-2),NewLeafLA (cm-2),TotalLA (cm-2),InitialLeafFW (g),NewLeafFW (g),TotalLeafFW (g),StemDW (g),InitialLeafDW (g),NewLeafDW (g),TotalLeafDW (g),LMA (g m-2),leaf_area_ratio,Rep,GrowthPeriod,LaminaT (um),abaxialEpiT (um),adaxialEpiT (um),percentMucilage (%),percentMesophyll (%),percentVascular (%),abaxialEpiDen (mm-2),abaxialStomDen (mm-2),abaxialSI (%),adaxialEpiDen (mm-2),adaxialStomDen (mm-2),adaxialSI (%),PAR_round,PAR_desc,context
Wollemia nobilis,2009-06-23,Amb,640,6,13.01,0.07909,342.7,0.549625314,1.073,1.377,25.766,25.732,25.94,639.383,623.516,17.9607,19.181,54.666,58.381,500.12,701.1,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9010535,-0.135935097,52.16844516,47.0065601,-34.1890255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,640,10,6.417,0.03716,338.9,0.536374044,0.6245,1.684,25.808,25.567,25.954,639.733,631.835,15.1279,15.8406,45.92,48.084,500.18,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,640,5,5.649,0.03161,332.6,0.524714956,0.4931,1.564,25.36,23.944,25.961,640.804,633.892,13.4747,14.0386,41.998,43.756,500.2,699.7,2010-03-05,1.2335389,0.787681344,39.56564702,48.8057647,-36.69161914,1.6232702,1.499094078,29.88016376,48.5035794,-32.13251082,NA,NA,NA,NA,NA,76.27,1249,1452,2701,79.32,88.37,167.69,27.85,30.48,33.5,63.98,236.8752314,29.413045845584232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,640,8,9.329,0.04833,300.6,0.478516045,0.8912,1.857,25.776,25.717,25.956,639.658,628.192,13.4163,14.4351,40.79,43.887,500.17,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,640,1,6.744,0.04109,353,0.557696907,0.7177,1.756,25.597,24.839,25.963,641.305,632.96,12.9521,13.7726,39.792,42.315,500.22,699,2010-03-05,1.8960519,0.893873896,25.72126053,48.7688449,-37.74997719,1.2471712,0.958128952,39.01075714,48.6530928,-33.53458782,NA,NA,NA,NA,NA,89.77,591,977,1568,51.41,74.02,125.43,33.37,14.86,26.66,41.52,264.7959184,20.937374816397384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_640_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,310,3.567,0.05605,167.2,0.603816788,0.9137,1.65,26.14,26.412,26.036,281.41,276.905,16.7248,17.7825,49.979,53.14,500.48,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,306,2.323,0.05135,197.5,0.710927322,0.8792,1.724,29.633,27.987,31.157,280.833,277.806,19.3363,20.3515,47.12,49.592,500.51,700,2010-03-05,2.601027,2.276314963,19.67600605,51.177823,-26.50273429,2.1772908,1.31598837,21.161164,46.0740077,-27.08725011,NA,NA,NA,NA,NA,47.71,1452,754,2206,93.27,54.51,147.78,12.75,34.17,15.47,49.64,225.0226655,35.35823048565475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,310,3.297,0.05767,175.9,0.636037399,1.168,2.039,30.737,29.95,31.1,280.823,276.556,20.4014,21.7484,46.654,49.737,500.4,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,301,1.716,0.02221,146.8,0.526694067,0.4887,2.18,30.95,30.703,31.1,280.901,278.719,21.619,22.1821,48.842,50.115,500.45,700,2010-03-05,2.5929668,0.797554886,20.25369129,52.5171491,-26.53560688,2.3870595,0.543440835,18.68458838,44.6012242,-25.48162933,NA,NA,NA,NA,NA,34.66,858,1241,2099,49.22,70.86,120.08,9.16,18.18,21.99,40.17,191.3768461,42.55017230893979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,302,2.388,0.03469,157.8,0.569715436,0.7551,2.161,31.14,31.567,31.1,280.042,276.98,23.6919,24.5606,52.944,54.886,500.45,700,2010-03-05,1.6605587,2.847816442,27.07753993,44.9638445,-26.08155418,1.6707906,1.880346081,28.36501414,47.391999,-27.46939401,NA,NA,NA,NA,NA,60.35,2218,1037,3255,144.53,58.07,202.6,17.75,50.3,17.08,67.38,207.0046083,38.23563961000823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Elv,280,308,2.289,0.02947,144.6,0.521773216,0.6236,2.1,31.22,31.739,31.1,280.033,277.131,24.9478,25.6643,55.494,57.089,500.44,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.43,1300,1101,2401,87.95,70.08,158.03,15.53,31.81,21.14,52.95,220.5331112,35.061331775700936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,208,3.01,0.03301,125,0.450658169,0.47,1.42,26.61,28.192,26.028,281.067,277.363,23.2507,23.7918,67.543,69.115,500.41,700,2010-03-05,2.2670965,2.37349012,22.54774435,51.1179123,-24.5565243,1.9364074,1.915044385,24.9793106,48.3701219,-28.48022628,NA,NA,NA,NA,NA,56.69,1279,1085,2364,83.11,70.9,154.01,17.29,29.68,22.36,52.04,220.1353638,34.09779316313284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,204,2.882,0.03005,116.7,0.421467561,0.4788,1.588,26.64,28.486,26.017,280.446,276.889,22.2543,22.806,64.508,66.108,500.43,700.5,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4170659,0.869147772,26.27544428,37.2340361,-25.18493561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,209,3.246,0.03761,131.4,0.474832527,0.646,1.718,26.666,28.444,26.03,280.763,276.729,20.7047,21.4498,59.907,62.063,500.44,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.02,1106,1509,2615,67.26,88.93,156.19,12.44,24.18,27.19,51.37,196.4435946,40.98103745494437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,210,0.1564,0.03691,267,0.952662885,0.536,1.454,26.276,26.986,26.03,280.628,280.267,20.2936,20.9127,60.068,61.898,500.43,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.41,1815,1142,2957,112.23,67.7,179.93,17.34,41.17,20.34,61.51,208.0148799,37.50158528852251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,207,3.105,0.03858,140.7,0.508054659,0.668,1.73,26.612,28.495,26.023,280.817,276.938,20.6618,21.4325,59.94,62.175,500.41,699.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,280,205,2.786,0.02959,120.7,0.435109132,0.3993,1.348,26.189,26.592,26.03,280.817,277.401,20.6926,21.1536,61.541,62.911,500.4,699,2010-03-05,2.7678122,1.83848193,17.74963457,49.1276551,-24.7767196,2.3497117,1.407836822,20.56831874,48.3296192,-27.5187029,NA,NA,NA,NA,NA,34.87,1056,1202,2258,61.1,63.08,124.18,9.75,22.94,18.85,41.79,185.0752879,43.810632518432286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,400,105,3.174,0.03388,237.2,0.597579776,0.537,1.586,26.17,26.589,26.03,400.929,396.934,18.186,18.8072,54.139,55.986,500.42,699,2010-03-05,1.91584,1.243803639,25.28835101,48.4484344,-27.45254911,2.2247268,1.369056365,20.54296186,45.7024778,-26.95370519,NA,NA,NA,NA,NA,57.77,1239,1041,2280,91.04,68.67,159.71,17.1,33.66,21.88,55.54,243.5964912,31.387665198237887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,400,103,4.915,0.03727,173.5,0.43913583,0.6534,1.754,26.298,27.151,26.03,401.193,395.094,17.5435,18.2996,51.821,54.057,500.45,699,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6230667,0.457609817,27.80164413,45.1239228,-27.28602499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,400,109,4.095,0.03813,213.4,0.539986046,0.5973,1.573,25.63,24.837,26.039,400.214,395.195,14.8509,15.5324,45.623,47.719,500.5,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,400,102,3.58,0.02723,175,0.441517732,0.5378,1.97,26.209,26.909,26.03,400.832,396.36,15.0285,15.6529,44.606,46.457,500.43,699,2010-03-05,1.7484534,1.835447857,27.04931907,47.2944739,-27.59765477,2.0024417,1.378767255,25.1005047,50.2622973,-31.05663959,NA,NA,NA,NA,NA,69.12,1450,452,1902,113.04,39.85,152.89,20.84,41.51,13.37,54.88,288.5383807,25.118858954041205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-06-23,Amb,400,101,3.082,0.02217,165.1,0.416597937,0.346,1.559,25.733,24.902,26.02,400.1,396.305,15.4079,15.8094,47.029,48.254,500.47,700.6,2010-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6694163,0.123930393,25.70191983,42.9072039,-26.95272779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-03-26,Amb,400,102,2.698,0.02156,179.28,0.449158804,0.3876,1.79,26.326,26.148,26.032,400.056,399.028,15.7648,15.902,46.514,46.918,499.7,698.4,NA,NA,NA,NA,NA,NA,NA,NA,25.1005047,50.2622973,-31.05663959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Amb_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,406,2.638,0.01864,159.6,0.402575551,0.3806,2.02,0.5,2.67,30.196,28.192,396.446,17.5572,17.983,41.166,42.162,500.48,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,409,2.922,0.02196,173,0.435983559,0.4504,2.03,0.5,2.64,30.396,28.238,396.804,17.485,17.9976,40.522,41.712,500.5,699.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.79,1195,522,1717,80.53,35.51,116.04,11.75,29.9,10.82,40.72,237.1578334,32.72346102534782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,401,2.242,0.01618,163.2,0.410658707,0.4056,2.47,0.5,2.71,30.73,30.292,397.408,17.9932,18.4388,40.906,41.918,500.48,700,NA,NA,NA,NA,NA,NA,NA,NA,22.59528089,47.8721878,-27.72312935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,408,3.72,0.02912,181,0.457900574,0.4962,1.69,0.5,2.71,30.19,27.074,395.282,18.3064,18.851,42.918,44.192,500.5,699,2010-03-05,2.1249399,2.823118654,24.14034995,51.2967928,-30.13921511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.97,1476,707,2183,102.84,50.85,153.69,18.34,36.82,15.93,52.75,241.639945,30.707553805035868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,405,2.862,0.02274,184,0.463447119,0.5092,2.21,0.5,2.71,30.468,29.374,397.024,18.2278,18.7868,42.058,43.35,500.48,699,NA,NA,NA,NA,NA,NA,NA,NA,18.62266358,47.0768812,-28.56754411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,400,403,1.984,0.01864,218.8,0.549836654,0.3036,1.604,30.624,30.124,31.08,400.326,397.928,26.1578,26.4944,60.058,60.83,500.54,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_400_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,280,301,2.466,0.02786,127.4,0.459241055,0.6368,2.26,0.5,2.6,30.858,30.068,277.414,19.187,19.923,43.342,45.004,500.5,699,NA,NA,NA,NA,NA,NA,NA,NA,18.68458838,44.6012242,-25.48162933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,280,308,2.354,0.0311,147.6,0.53285921,0.6478,2.062,0.5,2.6,30.806,29.634,276.996,20.1136,20.8612,45.566,47.26,500.54,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,280,310,3.674,0.05428,158.6,0.574196344,1.1,2.028,0.5,2.6,30.516,29.124,276.212,18.7364,20.0078,43.146,46.076,500.46,699.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
Wollemia nobilis,2009-04-16,Elv,280,304,2.46,0.0336,151.2,0.54403227,0.81,2.388,0.5,2.6,30.834,30.474,277.924,18.7498,19.6858,42.394,44.512,500.48,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,measured_at_700_PAR,Elv_Temp_and_280_ppm_CO2_and_measured_at_700_PAR
