source_id,source,taxon_name,excerpt_with_fire,simplified_phrase,site,habitat_conditions,fire_intensity,fire_severity,fire_season,fire_response,fire_response_scoring_method,post_fire_recruitment,post_fire_recruitment_scoring_method,bud_bank_location,bud_bank_location_scoring_method,canopy_seedbank,canopy_seedbank_scoring_method,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_scoring_method,dispersers,dispersers_scoring_method,fire_and_establishing,fire_ephemeral,fire_exposure_level,resprouting_capacity_juvenile,fire_response_juvenile_scoring_method,fire_response_on_maturity,fire_tolerance,life_history,post_fire_flowering,post_fire_flowering_scoring_method,reproductive_maturity,reproductive_maturity_entity_type,reproductive_maturity_value_type,reproductive_maturity_secondary_after_fire,reproductive_maturity_secondary_entity_type,reproductive_maturity_secondary_value_type,seed_longevity_categorical,seed_release,seed_release_scoring_method,seed_storage_location,seed_storage_location_scoring_method,serotiny,serotiny_scoring_method,soil_seedbank,soil_seedbank_scoring_method,storage_organ,storage_organ_scoring_method,threats,time_from_fire_to_fruit
ABRS_2022,Flora_of_Australia,Acacia dealbata,acacia dealbata is often an early coloniser after fire.,coloniser after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia dealbata subsp. dealbata,,coloniser after fire (inferred from species),,,,,,,,post_fire_recruitment,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia dealbata subsp. subalpina,,coloniser after fire (inferred from species),,,,,,,,post_fire_recruitment,inferred_from_species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia decora,"can form thickets, and resprouts from a lignotuber after fire (beasley 2009: 48).",resprouts from lignotuber after fire,,,,,,resprouts,scored_from_excerpt,,,basal_stem_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lignotuber,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia dictyophleba,acacia dictyophleba regenerates from seed after fire and also resprouts vigorously from the root stock.,regenerates from seed after fire and resprouts from basal rootstock after fire,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia doratoxylon,reshoots from the roots following fire.,resprouts from roots after fire,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia falciformis,"n.burbidge & gray, flora of the australian capital territory 202 (1970), report falciformis in the australian capital territory as forming thickets by root suckers following fire or disturbance.",resprouts from root suckers after fire,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia fecunda,they regenerate from seed following fire or other disturbance and may form dense roadside populations.,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia gordonii,"acacia gordonii has been observed to both resprout and regenerate from seed after fire (has a soil-stored seedbank) (steve douglas, pers.",resprouts after fire and regenerates from seed after fire; soil-stored seedbank,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
ABRS_2022,Flora_of_Australia,Acacia handonis,regenerates well from seed after fire (lithgow 1997: 43).,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia inaequilatera,"""very fire tolerant and rapidly regenerates from seed and resprouts from the base and/or develops epicormic growth following fire"" (b.maslin et al., wattles of the pilbara 2010).",regenerates from seed after fire and resprouts from base and/or epicormically,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,basal_buds epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia kempeana,"details on fire tolerance of kempeana are given by latz, book_source 102 (1995).",fire ecology is discussed elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia kybeanensis,"one specimen from kybeyan range has atypically sparsely hairy branchlets (e g wadbilliga fire trail between tuross river and bumberry creek, r.coveny 6604 et al., a n.v., b n.v., bri n.v., canb, e n.v., k n.v., l n.v., mel, nsw, p n.v., rsa n.v., tns n.v., uc n.v., us n.v., z n.v.).",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia lentiginea,"in the west kimberley, acacia lentiginea appears to be restricted to the higher rainfall zone, and grows around sandstone pavements in fire-protected sites (r.barrett, pers.",fire avoidance around sandstone pavements in fire-protected areas,,,,,,,,,,,,,,,,,,,,,,fire_avoidance_among_rocks,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia lysiphloia,"details of fire tolerance are given by latz, book_source 106 (1995).",fire ecology is discussed elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia maitlandii,acacia maitlandii regenerates from a woody root-stock following cool fire but is killed by hot fire.,killed by hot fires,,,moderate_to_high,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia maitlandii,acacia maitlandii regenerates from a woody root-stock following cool fire but is killed by hot fire.,resprouts from basal rootstock after cool fires,,,low,,,resprouts,scored_from_excerpt,,,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia marramamba,can resprout from the base following fire.,resprouts from base after fire,,,,,,resprouts,scored_from_excerpt,,,basal_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia meiantha,"based on incidental observation, clonal growth is likely to facilitate resprouting after fire, however, there are no quantitative data on fire response, or the impact of fire intensity, fire intervals or frequency on acacia meiantha (medd 2020: 189).",clonal growth likely facilitates resprouting after fire; reproduces from underground runners; exhibits root suckering,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root stolon,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia melleodora,this species can resprout from the base following fire although in most instances it is killed.,killed by fire; resprouts from base after fire,,,,,,fire_killed resprouts,scored_from_excerpt,,,basal_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia mimula,"shrub or tree 2-7 m tall, often suckering following fire.",resprouts from root suckers after fire,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia minutissima,probably killed by fire and regenerates from seed.,killed by fire; regenerates from seed,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia minyura,plants have the ability to resprout from the root stock after fire or mechanical damage.,resprouts from basal rootstock after fires,,,,,,resprouts,scored_from_excerpt,,,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia monticola,"it generally reproduces from seed, does not coppice but has the capacity to resprout adventitiously after mild fires. in some places in the pilbara it shows prolific seedling regeneration following fire (b.maslin et al., wattles of the pilbara 2010).","in some places, regenerates from seed after fire; regenerates from seed after fire",,,moderate_to_high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia monticola,"it generally reproduces from seed, does not coppice but has the capacity to resprout adventitiously after mild fires. in some places in the pilbara it shows prolific seedling regeneration following fire (b.maslin et al., wattles of the pilbara 2010).",resprouts adventitiously after cool fires,,,low,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia mulganeura,plants of this species appear to be killed by fire.,killed by fire,,,,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia murrayana,it is highly fire-tolerant and resprouts readily after wildfires;,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia nicholsonensis,"habitat details, population dynamics, fire ecology and conservation status are discussed by cuff & cowie (2017).",fire ecology is discussed elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia oligoneura,thin stems arise from a woody rootstock after fire (dunlop et al.,resprouts from basal rootstock after fire,,,,,,resprouts,scored_from_excerpt,,,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia purpureopetala,"evidence suggests ""that the species is an obligate seeder intolerant of frequent fire"" (gleed & franklin 2018: 57).",obligate seeder; intolerant of frequent fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too_frequent_fires,
ABRS_2022,Flora_of_Australia,Acacia seclusa,populations regenerate from seed following fire.,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia sericophylla,the thick bark and ability to coppice from the base (and to regenerate by root suckers) make this a very fire-tolerant species.,thick bark; coppices from the base after fire; resprouts from root suckers after fire,,,,,,resprouts,scored_from_excerpt,,,root_crown bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,thick_bark,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia silvestris,regeneration of this long-lived species is almost always after fire.,regeneration is almost always after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia spectra,"even-aged plant populations have been observed, suggesting the species is a pioneer fire regrowth coloniser;",pioneer post-fire coloniser,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia steedmanii subsp. borealis,subspecies borealis can resprout from a basal woody rootstock following fire. it probably has a relatively fast growth rate and regenerates from seed.,resprouts from basal rootstock after fire; regenerates from seed,,,,,,resprouts,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Acacia stellaticeps,"can coppice from the base following fire or regenerate profusely from seed, fide b.maslin et al., wattles of the pilbara (2010).",coppices from base after fire or regenerates from seed,,,,,,resprouts fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,root_crown,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia stipuligera,"details of fire tolerance and aboriginal use are given by p.latz, book_source 117 (1995).",fire ecology is discussed elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia tenuissima,"details of fire tolerance and aboriginal use of tenuissima are given by p.latz, book_source 118 (1995).",fire ecology is discussed elsewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia thomsonii,a relatively short-lived species that regenerates prolifically from seed following fires and favourable rainfall.,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia tolmerensis,has the ability to sucker following fire.,resprouts from root suckers after fire,,,,,,resprouts,scored_from_excerpt,,,bud-bearing_root,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia trudgeniana,a fire-tolerant species with its thick protective bark and its ability to resprout by epicormic growth following burns.,thick bark; resprouts epicormically after fire,,,,,,resprouts,scored_from_excerpt,,,epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,thick_bark,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia tuberculata,these latter collections were made from a regrowth population following fire.,regrowth after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia umbellata,grows from seed after fire (beasley 2009: 49).,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia undoolyana,an inappropriate fire regime with too frequent wildfires is a major threat (leach et al.,intolerant of frequent fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,too_frequent_fires,
ABRS_2022,Flora_of_Australia,Acacia urophylla,it is especially common in the karri (eucalyptus diversicolor) forest from near walpole to pemberton where it commonly forms dense regrowth populations following fire.,regrowth after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia victoriae,"aboriginal language names and uses of acacia victoriae in the northern territory are included in florant at http://eflora.nt.gov.au/factsheet?id=3576 the plant has been used for food (green pods, mature seeds, gum), spears, weapons, implements, firewood, fish-poisons and traps, shade and shelter (o'connell et al.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia wollarensis,the germination of soil-stored seed of acacia wollarensis is likely to be stimulated by fire.,germination is likely stimulated by fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
ABRS_2022,Flora_of_Australia,Acacia xiphophylla,"""a slow-growing, long-lived plant that regenerates from seed and apparently does not produce root suckers. it does, however, have moderate coppicing ability when cut or damaged (e g by cool fire) at ground level; it will also reshoot from the terminal branches following cool fires. the plants are readily killed by hot, or even moderately hot, fires."" b.maslin et al., wattles of the pilbara (2010).",coppices from base and resprouts epicormically after cool fires,,,low,,,resprouts,scored_from_excerpt,,,root_crown epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acacia xiphophylla,"""a slow-growing, long-lived plant that regenerates from seed and apparently does not produce root suckers. it does, however, have moderate coppicing ability when cut or damaged (e g by cool fire) at ground level; it will also reshoot from the terminal branches following cool fires. the plants are readily killed by hot, or even moderately hot, fires."" b.maslin et al., wattles of the pilbara (2010).",killed by moderate to hot fires; regenerates from seed after fire,,,moderate_to_high,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acer palmatum,"recorded from cleared and mown firebreak on edge of wet sclerophyll forest, weedy eucalypt woodland, roadsides.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acianthus,"most acianthus species are inhibited by hot summer fires, taking years to recover and flower.","inconclusive genus-level observation; inhibited by hot summer fires, taking years to recover and flower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acianthus caudatus,flowering is enhanced by bushfires.,flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Acianthus pusillus,flowering is sometimes increased following a summer fire.,flowering enhanced by summer fires,,,,,summer,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Alexgeorgea,"all species regenerate after fire by resprouting, some also show regeneration by seed (meney et al.",genus-level observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Alexgeorgea ganopoda,regenerates after fire by resprouting.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Alexgeorgea nitens,regenerates after fire by resprouting.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Alexgeorgea subterranea,regenerates by resprouting or seed after fire.,resprouts or regenerates from seed after fire,,,,,,resprouts fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Alstonia actinophylla,an important pioneer species able to withstand fairly intense fires (wightman & andrews 1989: 20).,withstands fairly intense fires,,,moderate,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Ammothryon grandiflorum,"ammothryon grandiflorum is persistent in the landscape due to its clonal growth, with individuals tracked for over 30 years in kings park, perth, and observed to resprout very quickly post-fire (baird 1977).",resprouts after fire; clonal growth; rhizome; caudex present,,,,,,resprouts,scored_from_excerpt,,,rhizome fleshy_underground_organ,scored_from_excerpt,,,,rhizome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,belowground_caudex rhizome,scored_from_excerpt,,
ABRS_2022,Flora_of_Australia,Anarthria gracilis,resprouts after fire.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Anarthria humilis,regenerates after fire by resprouting.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Anarthria laevis,regenerates after fire by resprouting.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Anarthria polyphylla,regenerates after fire by seed.,regenerates from seed after fire,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Anarthria prolifera,regenerates after fire by resprouting or from seed.,resprouts or regenerates from seed after fire,,,,,,resprouts fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRS_2022,Flora_of_Australia,Anarthria scabra,regenerates after fire by resprouting.,resprouts after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
