source_id,source,taxon_name,excerpt_with_fire,simplified_phrase,site,habitat_conditions,fire_intensity,fire_severity,fire_season,fire_response,fire_response_scoring_method,post_fire_recruitment,post_fire_recruitment_scoring_method,bud_bank_location,bud_bank_location_scoring_method,canopy_seedbank,canopy_seedbank_scoring_method,changes_fire_regime,clonal_spread_mechanism,dispersal_syndrome,dispersal_syndrome_scoring_method,dispersers,dispersers_scoring_method,fire_and_establishing,fire_ephemeral,fire_exposure_level,resprouting_capacity_juvenile,fire_response_juvenile_scoring_method,fire_response_on_maturity,fire_tolerance,life_history,post_fire_flowering,post_fire_flowering_scoring_method,reproductive_maturity,reproductive_maturity_entity_type,reproductive_maturity_value_type,reproductive_maturity_secondary_after_fire,reproductive_maturity_secondary_entity_type,reproductive_maturity_secondary_value_type,seed_longevity_categorical,seed_release,seed_release_scoring_method,seed_storage_location,seed_storage_location_scoring_method,serotiny,serotiny_scoring_method,soil_seedbank,soil_seedbank_scoring_method,storage_organ,storage_organ_scoring_method,threats,time_from_fire_to_fruit
NHNSW_2022,PlantNET_flora,Hakea bakeriana,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea constablei,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea dactyloides,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea decurrens,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea decurrens subsp. decurrens,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea decurrens subsp. physocarpa,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea decurrens subsp. platytaenia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea dohertyi,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea ednieana,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea eriantha,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea eyreana,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea florulenta,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea fraseri,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea gibbosa,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea ivoryi,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea laevipes,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea laevipes subsp. graniticola,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea laevipes subsp. laevipes,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea leucoptera,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea leucoptera subsp. leucoptera,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea leucoptera subsp. sericipes,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea lissosperma,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea lorea,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea macraeana,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea macrorrhyncha,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea microcarpa,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea ochroptera,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea pachyphylla,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea propinqua,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea pulvinifera,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea purpurea,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea salicifolia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea salicifolia subsp. angustifolia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea salicifolia subsp. salicifolia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea sericea,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea tephrosperma,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea teretifolia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea teretifolia subsp. hirsuta,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea teretifolia subsp. teretifolia,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Hakea ulicina,,serotinous (inferred from genus),,,,,,,,post_fire_recruitment,scored_from_excerpt,,,canopy_seedbank_present,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,serotinous,inferred_from_genus,canopy,inferred_from_genus,serotinous,inferred_from_genus,,,,,,
NHNSW_2022,PlantNET_flora,Heteropogon contortus,"distribution and occurrence: widespread in tropical fire-prone open forest and woodland.nsw subdivisions: nc, nt, nws, cws, nwp, nfwp other australian states: qld w.n.t.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Hypericum hypericoides,"disturbed and wet areas, including pasture, firebreak on flat ridgetop, and waterlogged soil in open depression in wetland.nsw subdivisions: *nc distinguished by its 4-merous flowers.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Imperata cylindrica,"distribution and occurrence: grows in fire-prone communities on poorer soils.nsw subdivisions: nc, cc, sc, nt, ct, st, nws, nwp, sws, lhi other australian states: qld vic.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Irenepharsus trypherus,"leaf size, particularly post fire, is not a reliable character.",regrowth after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon amplexicaulis,"fire response killed by high intensity fire (at narrabeen lake 1/1994), a few seedlings seen 10--12 cm high within 16 months of high intensity fire (at lane cove river 1/1994, kubiak pers.",killed by hot fires; regenerates from seed moderately,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment_moderate,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon appressus,"dispersal, establishment and growth diaspore: seed, ant-adapted food body for dispersal (westoby et al  1990, rice & westoby 1981) fire response killed by high intensity fire (at lane cove river & narrabeen lake 1/1994), a few seedlings seen within 19 months (at lane cove, kubiak pers.",killed by hot fires; regenerates from seed moderately; dispersed by ants,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment_moderate,scored_from_excerpt,,,,,,,myrmecochory,scored_from_excerpt,ants,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon ericoides,"fire response killed, re-established from soil-stored seed (at agnes banks, benson 1981).  one plant flowering less than 3 years after moderate intensity september fire (at lane cove river, kubiak pers.",killed by fire; regenerates from seed; soil-stored seedbank; flowering observed 3 years after moderate fires,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,scored_from_excerpt,,,soil_seedbank_present,scored_from_excerpt,,,,
NHNSW_2022,PlantNET_flora,Leucopogon esquamatus,"dispersal, establishment and growth diaspore: fruit, ant-adapted food body for dispersal (westoby et al  1990, rice & westoby 1981) fire response killed by fire, recruitment mainly after fire (keith pers.",killed by hot fires; regenerates from seed; dispersed by ants,,,,,,fire_killed,scored_from_excerpt,post_fire_recruitment,scored_from_excerpt,,,,,,,myrmecochory,scored_from_excerpt,ants,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon juniperinus,"fire response killed by high intensity fire (at lane cove river 1/1994, kubiak pers.",killed by hot fires,,,high,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon muticus,"fire response may resprout after low or medium intensity fires, flowering in winter following such fires (lembit pers comm.).",killed by hot fires,,,high,,,fire_killed,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon muticus,"fire response may resprout after low or medium intensity fires, flowering in winter following such fires (lembit pers comm.).",resprouts after low to moderate fires; flowers in winter after low to moderate fires,,,low_to_moderate,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon setiger,"dispersal, establishment and growth diaspore: fruit, adapted for ant-dispersal (rice & westoby 1981) fire response killed by high intensity fire, no seedlings seen (at lane cove river & narrabeen lake 1/1994, kubiak pers.",killed by hot fires; no seedlings observed after fire; dispersed by ants,,,,,,fire_killed,scored_from_excerpt,no_post_fire_recruitment,scored_from_excerpt,,,,,,,myrmecochory,scored_from_excerpt,ants,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Leucopogon virgatus,"fire response resprouts from ground level or below (benson 1981, fox 1988). no seedlings recorded within 1 year after fire (purdie 1977).",resprouts from base or underground after fire; no seedlings observed one year after fire,,,,,,resprouts,scored_from_excerpt,no_post_fire_recruitment,scored_from_excerpt,basal_buds underground_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Lobelia dentata,"grows in woodland and dry sclerophyll forest on sandy soils, often conspicuous after fire.nsw subdivisions: nc, cc, sc, ct other australian states: vic.",conspicuous after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Melichrus procumbens,fire response resprouts from ground level or below (fox 1988).,resprouts from base or underground after fire,,,,,,resprouts,scored_from_excerpt,,,basal_buds underground_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Melichrus urceolatus,"fire response regrowth from surviving rootstocks, no seedlings recorded less than 1 year after fire (purdie 1977).",resprouts from rootstock after fire; no seedlings observed one year after fire,,,,,,resprouts,scored_from_excerpt,no_post_fire_recruitment,scored_from_excerpt,rootstock,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rootstock,scored_from_excerpt,,
NHNSW_2022,PlantNET_flora,Monotoca elliptica,"fire response resprouts from epicormic shoots (at la perouse), though survival may be patchy. most of population killed by high intensity fire (at lane cove river 1/1994), a few resprouting, no seedlings seen (kubiak pers.",killed by hot fires; no seedlings observed after fire,,,high,,,fire_killed,scored_from_excerpt,no_post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Monotoca elliptica,"fire response resprouts from epicormic shoots (at la perouse), though survival may be patchy. most of population killed by high intensity fire (at lane cove river 1/1994), a few resprouting, no seedlings seen (kubiak pers.",resprouts epicormically after fire but may be patchy,,,low_to_moderate,,,partial_resprouting,scored_from_excerpt,,,epicormic_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Monotoca scoparia,"fire response stems killed, regenerates from basal sprouts (e g at agnes banks (benson 1981), after high-intensity fire at katandra 1/1994, l.mcd.). no seedlings recorded less than 1 year after fire (purdie 1977). a few resprouting plants flowering within 17 months of  high intensity fire (at lane cove river & narrabeen lake 1/1994, kubiak pers. low palatability, mortality unaffected by grazing after fire (leigh & holgate 1979).",resprouts from base after hot fires; no seedlings observed one year after fire; some resprouting plants flowering within 17 months of hot fire,,,,,,resprouts,scored_from_excerpt,no_post_fire_recruitment,scored_from_excerpt,basal_buds,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,1.4,population,minimum,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Muehlenbeckia sp. Mt Norman (J.T.Hunter 3847),"mostly in rocky, higher-altitude sites following disturbance such as fire or clearing for powerlines.",common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Olax retusa,"description: erect shrub to 60 cm high, single-stemmed or many-branched following regrowth after fire;",regrowth after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Phylloglossum drummondii,"distribution and occurrence: in swampy areas of coastal heath, chiefly evident after fire.",conspicuous after fire,,,,,,resprouts,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Pittosporum undulatum,s.can be an aggressive post-fire coloniser of the understorey layer in sclerophyll forest.,coloniser after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Pomaderris walshii,"commonwealth epbc: critically endangered populations of plants may be threatened by changes in fire or flood frequencies, or by future use of private land.",threatened by changing fire and flood frequencies and land use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,changing_disturbance_regimes land_use,
NHNSW_2022,PlantNET_flora,Prasophyllum affine,"flowering: november-december, flowering more freely after fire.",flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Prasophyllum appendiculatum,"flowering: october-november, especially after fire.",flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Prasophyllum australe,"s.flowering: september-january, flowering more freely after fires.",flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Prasophyllum lindleyanum,flowering more regularly following fires or mowing.,flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Prasophyllum patens,"s.flowering: october-december, usually after fires.",flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Prasophyllum sylvestre,"s.flowering: october-january, usually after disturbance or burning.",flowering enhanced by fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Pyrorchis nigricans,"w.s.flowering: august-november, often after hot bushfires the previous summer.",flowering enhanced by hot summer fires,,,high,,summer,,,,,,,,,,,,,,,,,,,,,,,fire_enhanced_flowering,scored_from_excerpt,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Romneya,"ovary of 7-12 united carpels, placentation parietal, ovules born on inwardly firected plates which almost meet at the centre.",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Rosaceae,"many are favourite ornamental and hedge garden plants, including roses, firethorns, hawthorns, photinias, cotoneasters;",no fire information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Senecio quadridentatus,"distribution and occurrence: grows in disturbed situations, especially after fire, widespread.nsw subdivisions: nc, cc, sc, nt, ct, st, nws, cws, sws, nwp, swp, nfwp, sfwp other australian states: qld vic.",common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia,"juvenile growth, especially post-fire, has trilobed, larger leaves with undulate, mainly serrate margins and larger flowers than do the mature plants.",genus-level observation; juvenile growth after fire; resprouts after fire?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia arborescens,,resprouts after fire (inferred from genus),,,,,,resprouts,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia corollata,,resprouts after fire (inferred from genus),,,,,,resprouts,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia denticulata,,resprouts after fire (inferred from genus),,,,,,resprouts,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia hillii,,resprouts after fire (inferred from genus),,,,,,resprouts,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Seringia nephrosperma,,resprouts after fire (inferred from genus),,,,,,resprouts,inferred_from_genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Solanum celatum,"commonly found after fire or disturbance.nsw subdivisions: cc, sc, stthreatened species: nsw bca: endangered flowering: august to october.",common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Solanum cinereum,"commonly found after fire or disturbance.nsw subdivisions: nc, cc, sc, nt, ct, st, nws, cws, sws, nwp other australian states: qld vic.",common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHNSW_2022,PlantNET_flora,Solanum hystrix,"distribution and occurrence: grows in recently burnt scrub on sandy plains, recorded for coonabarabran in the late 19th century.",common/found after fire,,,,,,,,post_fire_recruitment,scored_from_excerpt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
