taxon_name,trait_name,value_type,value,unit,original_name,observation_id,authors
Indigofera hirsuta,flowering_time,mode,yyyynnnnnnnn,NA,Indigofera hirsuta,382,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera hirsuta,fruiting_time,mode,nyyyyyynnnnn,NA,Indigofera hirsuta,382,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera hirsuta,leaf_phenology,mode,evergreen,NA,Indigofera hirsuta,382,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera linifolia,flowering_time,mode,nyynnnnnnnnn,NA,Indigofera linifolia,383,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera linifolia,fruiting_time,mode,nnyyynnnnnnn,NA,Indigofera linifolia,383,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigastrum parviflorum,flowering_time,mode,nyyyynnnnnnn,NA,Indigofera parviflora,384,NA
Indigastrum parviflorum,fruiting_time,mode,nnyyynnnnnnn,NA,Indigofera parviflora,384,NA
Indigofera polygaloides,flowering_time,mode,yyynnnnnnnnn,NA,Indigofera polygaloides,385,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera polygaloides,fruiting_time,mode,nnyyynnnnnnn,NA,Indigofera polygaloides,385,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera polygaloides,leaf_phenology,mode,evergreen,NA,Indigofera polygaloides,385,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera elachantha,flowering_time,mode,yynnnnnnnnyy,NA,Indigofera saxicola,386,NA
Indigofera elachantha,fruiting_time,mode,nnyyyynnnnnn,NA,Indigofera saxicola,386,NA
Indigofera elachantha,leaf_phenology,mode,evergreen,NA,Indigofera saxicola,386,NA
Indigofera schultziana,flowering_time,mode,ynnnnnnyyyyy,NA,Indigofera schultziana,387,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera schultziana,fruiting_time,mode,ynnnnnnyyyyy,NA,Indigofera schultziana,387,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera schultziana,leaf_phenology,mode,evergreen,NA,Indigofera schultziana,387,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera trifoliata,flowering_time,mode,yyynnnnnnnny,NA,Indigofera trifoliata,388,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera trifoliata,fruiting_time,mode,nyyynnnnnnnn,NA,Indigofera trifoliata,388,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Indigofera trifoliata,leaf_phenology,mode,evergreen,NA,Indigofera trifoliata,388,"Wilson, P.G. & Rowe, R. 1995 Indigofera. pp 86-90 in Dunlop, C.R., Leach, G.J. and Cowie, I.D., Flora of the Darwin Region, Vol. 2. NT Botanical Bulletin No. 20 (Conservation Commission of the NT, Darwin.) 261pp."
Jacksonia dilatata,flowering_time,mode,nnnnyyyyyyyn,NA,Jacksonia dilatata,390,NA
Jacksonia dilatata,fruiting_time,mode,nnnnyyyyyyyn,NA,Jacksonia dilatata,390,NA
Jacksonia dilatata,leaf_phenology,mode,evergreen,NA,Jacksonia dilatata,390,NA
Notoleptopus decaisnei,flowering_time,mode,nyyyyyynnnnn,NA,Leptopus decaisnei,391,NA
Notoleptopus decaisnei,fruiting_time,mode,nyyyyyynnnnn,NA,Leptopus decaisnei,391,NA
Notoleptopus decaisnei,leaf_phenology,mode,evergreen,NA,Leptopus decaisnei,391,NA
Leptosema uniflorum,flowering_time,mode,nnnyyyynnnnn,NA,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Leptosema uniflorum,fruiting_time,mode,nnnyyyynnnnn,NA,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Leptosema uniflorum,leaf_phenology,mode,evergreen,NA,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Leucopogon acuminatus,flowering_time,mode,yyynnnnnyyyy,NA,Leucopogon acuminatus,395,NA
Leucopogon acuminatus,fruiting_time,mode,yyyyyynnnnny,NA,Leucopogon acuminatus,395,NA
Leucopogon acuminatus,leaf_phenology,mode,evergreen,NA,Leucopogon acuminatus,395,NA
Litsea breviumbellata,flowering_time,mode,nnyyyyynnnnn,NA,Litsea breviumbellata,396,NA
Litsea breviumbellata,fruiting_time,mode,nnnnnnnnnnyn,NA,Litsea breviumbellata,396,NA
Litsea breviumbellata,leaf_phenology,mode,evergreen,NA,Litsea breviumbellata,396,NA
Litsea glutinosa,flowering_time,mode,yyynnnnnnnyy,NA,Litsea glutinosa,397,NA
Litsea glutinosa,fruiting_time,mode,nyyyyynnnnnn,NA,Litsea glutinosa,397,NA
Litsea glutinosa,leaf_phenology,mode,evergreen,NA,Litsea glutinosa,397,NA
Lophostemon grandiflorus,flowering_time,mode,yyyyyyyyyyyy,NA,Lophostemon grandiflorus,398,NA
Lophostemon grandiflorus,fruiting_time,mode,yyyyyyyyyyyy,NA,Lophostemon grandiflorus,398,NA
Lophostemon grandiflorus,leaf_phenology,mode,evergreen,NA,Lophostemon grandiflorus,398,NA
Lophostemon lactifluus,flowering_time,mode,nnnnnnyyyyyn,NA,Lophostemon lactifluus,399,NA
Lophostemon lactifluus,fruiting_time,mode,nnnnnnyyyyyn,NA,Lophostemon lactifluus,399,NA
Lophostemon lactifluus,leaf_phenology,mode,evergreen,NA,Lophostemon lactifluus,399,NA
Ludwigia adscendens,flowering_time,mode,yyyyyyyyyyyy,NA,Ludwigia adscendens,400,NA
Ludwigia adscendens,fruiting_time,mode,yyyyyyyyyyyy,NA,Ludwigia adscendens,400,NA
Ludwigia adscendens,leaf_phenology,mode,evergreen,NA,Ludwigia adscendens,400,NA
Ludwigia hyssopifolia,flowering_time,mode,yyyyyyyyyyyy,NA,Ludwigia hyssopifolia,401,NA
Ludwigia hyssopifolia,fruiting_time,mode,yyyyyyyyyyyy,NA,Ludwigia hyssopifolia,401,NA
Ludwigia perennis,flowering_time,mode,nyyyyyynnnnn,NA,Ludwigia perennis,402,NA
Ludwigia perennis,fruiting_time,mode,nyyyyyynnnnn,NA,Ludwigia perennis,402,NA
Luffa aegyptiaca,flowering_time,mode,yyyyyyyyyyyy,NA,Luffa aegyptiaca,403,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 85.de Willd, W.J.J.O and Duyfjes, B.E.E. (2010) Cucurbitaceae. Flora Malesiana Ser. 1, Vol. 19: 1-333."
Luffa aegyptiaca,fruiting_time,mode,yyyyyyyyyyyy,NA,Luffa aegyptiaca,403,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 85.de Willd, W.J.J.O and Duyfjes, B.E.E. (2010) Cucurbitaceae. Flora Malesiana Ser. 1, Vol. 19: 1-333."
Luffa aegyptiaca,leaf_lamina_division,mode,palmately_lobed,NA,Luffa aegyptiaca,403,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 85.de Willd, W.J.J.O and Duyfjes, B.E.E. (2010) Cucurbitaceae. Flora Malesiana Ser. 1, Vol. 19: 1-333."
Lumnitzera littorea,flowering_time,mode,nnnnnyyyyyyy,NA,Lumnitzera littorea,405,NA
Lumnitzera littorea,fruiting_time,mode,nnnnnnyynnnn,NA,Lumnitzera littorea,405,NA
Lumnitzera littorea,leaf_phenology,mode,evergreen,NA,Lumnitzera littorea,405,NA
Lumnitzera racemosa,flowering_time,mode,yyyyyyyyyyyy,NA,Lumnitzera racemosa,406,NA
Lumnitzera racemosa,fruiting_time,mode,yyynnnnnnnyy,NA,Lumnitzera racemosa,406,NA
Lumnitzera racemosa,leaf_phenology,mode,evergreen,NA,Lumnitzera racemosa,406,NA
Bauhinia binata,flowering_time,mode,yynnnnnnnnny,NA,Lysiphyllum binatum,407,NA
Bauhinia binata,fruiting_time,mode,yyyyyyyyyyyy,NA,Lysiphyllum binatum,407,NA
Bauhinia binata,leaf_phenology,mode,deciduous,NA,Lysiphyllum binatum,407,NA
Bauhinia cunninghamii,flowering_time,mode,nnnnyyyyyynn,NA,Lysiphyllum cunninghamii,408,NA
Bauhinia cunninghamii,fruiting_time,mode,yyyyyyyyyyyy,NA,Lysiphyllum cunninghamii,408,NA
Bauhinia cunninghamii,leaf_phenology,mode,evergreen,NA,Lysiphyllum cunninghamii,408,NA
Macaranga involucrata,flowering_time,mode,nnyyyyyyynnn,NA,Macaranga involucrata var. mallotoides,409,NA
Macaranga involucrata,fruiting_time,mode,nnnnnnnnyyyn,NA,Macaranga involucrata var. mallotoides,409,NA
Macaranga involucrata,leaf_phenology,mode,evergreen,NA,Macaranga involucrata var. mallotoides,409,NA
Macaranga tanarius,flowering_time,mode,nnnnnnnnyynn,NA,Macaranga tanarius,410,NA
Macaranga tanarius,fruiting_time,mode,nnnnnnnnnyyn,NA,Macaranga tanarius,410,NA
Macaranga tanarius,leaf_phenology,mode,evergreen,NA,Macaranga tanarius,410,NA
Macarthuria vertex,flowering_time,mode,yyyyyyyyyyyy,NA,Macarthuria vertex,411,NA
Macarthuria vertex,fruiting_time,mode,yyyyyyyyyyyy,NA,Macarthuria vertex,411,NA
Macarthuria vertex,leaf_phenology,mode,evergreen,NA,Macarthuria vertex,411,NA
Mallotus dispersus,flowering_time,mode,nynnnnnnnnnn,NA,Mallotus didymochryseus,412,NA
Mallotus dispersus,fruiting_time,mode,nyyyyyynnnnn,NA,Mallotus didymochryseus,412,NA
Mallotus dispersus,leaf_phenology,mode,evergreen,NA,Mallotus didymochryseus,412,NA
Mallotus nesophilus,flowering_time,mode,yyyyyyyyyyyy,NA,Mallotus nesophilus,413,NA
Mallotus nesophilus,fruiting_time,mode,yyyyyyyyyyyy,NA,Mallotus nesophilus,413,NA
Mallotus nesophilus,leaf_phenology,mode,deciduous,NA,Mallotus nesophilus,413,NA
Mallotus philippensis,flowering_time,mode,yyyyyyyyyyyn,NA,Mallotus philippensis,414,NA
Mallotus philippensis,fruiting_time,mode,yyyyynnnnnyy,NA,Mallotus philippensis,414,NA
Mallotus philippensis,leaf_phenology,mode,evergreen,NA,Mallotus philippensis,414,NA
Maranthes corymbosa,flowering_time,mode,nnnyyyyyyyyn,NA,Maranthes corymbosa,415,NA
Maranthes corymbosa,fruiting_time,mode,nnnnyyyyyyyy,NA,Maranthes corymbosa,415,NA
Maranthes corymbosa,leaf_phenology,mode,evergreen,NA,Maranthes corymbosa,415,NA
Margaritaria dubium-traceyi,flowering_time,mode,nnnnnnnnnyyn,NA,Margaritaria dubium-traceyi,416,NA
Margaritaria dubium-traceyi,fruiting_time,mode,yyyyyyyyyyyy,NA,Margaritaria dubium-traceyi,416,NA
Margaritaria dubium-traceyi,leaf_phenology,mode,evergreen,NA,Margaritaria dubium-traceyi,416,NA
Margaritaria indica,flowering_time,mode,nnnnnnnnnnyy,NA,Margaritaria indica,417,NA
Margaritaria indica,fruiting_time,mode,yyynnnnnnnnn,NA,Margaritaria indica,417,NA
Margaritaria indica,leaf_phenology,mode,evergreen,NA,Margaritaria indica,417,NA
Denhamia ferdinandi,dispersal_appendage,mode,aril,NA,Maytenus ferdinandi,418,NA
Denhamia ferdinandi,flowering_time,mode,ynnnnnnnnnyy,NA,Maytenus ferdinandi,418,NA
Denhamia ferdinandi,fruiting_time,mode,yyynnnnnnnny,NA,Maytenus ferdinandi,418,NA
Denhamia ferdinandi,leaf_phenology,mode,deciduous,NA,Maytenus ferdinandi,418,NA
Melaleuca acacioides,flowering_time,mode,nnnnyyyyynnn,NA,Melaleuca acacioides,420,NA
Melaleuca acacioides,fruiting_time,mode,nnnnnnnyyyyn,NA,Melaleuca acacioides,420,NA
Melaleuca acacioides,leaf_phenology,mode,evergreen,NA,Melaleuca acacioides,420,NA
Melaleuca argentea,flowering_time,mode,nnnnnnyyyynn,NA,Melaleuca argentea,421,NA
Melaleuca argentea,fruiting_time,mode,yyyyyyyyyyyy,NA,Melaleuca argentea,421,NA
Melaleuca argentea,leaf_phenology,mode,evergreen,NA,Melaleuca argentea,421,NA
Melaleuca cajuputi,flowering_time,mode,nnyyyyyyyynn,NA,Melaleuca cajuputi,422,NA
Melaleuca cajuputi,fruiting_time,mode,nnnnnnnnyyyy,NA,Melaleuca cajuputi,422,NA
Melaleuca cajuputi,leaf_phenology,mode,evergreen,NA,Melaleuca cajuputi,422,NA
Melaleuca dealbata,flowering_time,mode,nnnnnnnyyynn,NA,Melaleuca dealbata,423,NA
Melaleuca dealbata,fruiting_time,mode,nnnnnnynnnnn,NA,Melaleuca dealbata,423,NA
Melaleuca dealbata,leaf_phenology,mode,evergreen,NA,Melaleuca dealbata,423,NA
Melaleuca leucadendra,flowering_time,mode,yyyyynnyyyyy,NA,Melaleuca leucadendra,424,NA
Melaleuca leucadendra,fruiting_time,mode,yyyyyyyyyyyy,NA,Melaleuca leucadendra,424,NA
Melaleuca leucadendra,leaf_phenology,mode,evergreen,NA,Melaleuca leucadendra,424,NA
Melaleuca nervosa,flowering_time,mode,nnnnyyyyynnn,NA,Melaleuca nervosa,425,NA
Melaleuca nervosa,fruiting_time,mode,nnnnnyyyyynn,NA,Melaleuca nervosa,425,NA
Melaleuca nervosa,leaf_phenology,mode,evergreen,NA,Melaleuca nervosa,425,NA
Melaleuca viridiflora,flowering_time,mode,nyyyynnnnnnn,NA,Melaleuca viridiflora,426,NA
Melaleuca viridiflora,fruiting_time,mode,yyyyyyyyyyyy,NA,Melaleuca viridiflora,426,NA
Melaleuca viridiflora,leaf_phenology,mode,evergreen,NA,Melaleuca viridiflora,426,NA
Melastoma affine,flowering_time,mode,yyyyyyyyyyyy,NA,Melastoma affine,427,NA
Melastoma affine,fruiting_time,mode,yyyyyyyyyyyy,NA,Melastoma affine,427,NA
Melastoma affine,leaf_phenology,mode,evergreen,NA,Melastoma affine,427,NA
Memecylon pauciflorum,flowering_time,mode,yynnnnnnnnyy,NA,Memecylon pauciflorum,428,NA
Memecylon pauciflorum,fruiting_time,mode,yyyyynnnnnyy,NA,Memecylon pauciflorum,428,NA
Memecylon pauciflorum,leaf_phenology,mode,evergreen,NA,Memecylon pauciflorum,428,NA
Miliusa brahei,flowering_time,mode,nnnnnnnnyyyn,NA,Miliusa brahei,429,NA
Miliusa brahei,fruiting_time,mode,yynnnnnnyyyy,NA,Miliusa brahei,429,NA
Miliusa traceyi,flowering_time,mode,nnnnnnnnyyyy,NA,Miliusa traceyi,430,NA
Miliusa traceyi,fruiting_time,mode,ynnnnnnnnyyy,NA,Miliusa traceyi,430,NA
Mimusops elengi,flowering_time,mode,yyynnnnnnyyy,NA,Mimusops elengi,431,NA
Mimusops elengi,fruiting_time,mode,nyyyyyynnnnn,NA,Mimusops elengi,431,NA
Mimusops elengi,leaf_phenology,mode,evergreen,NA,Mimusops elengi,431,NA
Mitrella tiwiensis,flowering_time,mode,nnnnnnnnnnny,NA,Mitrella tiwiensis,432,See also Flora of Australia; updated Darwin Region Rainforest Key.
Hypertelis cerviana,flowering_time,mode,yyyyynnnnnny,NA,Mollugo cerviana,433,NA
Hypertelis cerviana,fruiting_time,mode,yyyyynnnnnny,NA,Mollugo cerviana,433,NA
Trigastrotheca molluginea,flowering_time,mode,yyyyyyyyyynn,NA,Mollugo molluginis,434,NA
Trigastrotheca molluginea,fruiting_time,mode,yyyyyyyyyynn,NA,Mollugo molluginis,434,NA
Trigastrotheca molluginea,leaf_phenology,mode,evergreen,NA,Mollugo molluginis,434,NA
Mucuna gigantea,flowering_time,mode,nyyyyyyyyynn,NA,Mucuna gigantea,435,NA
Mucuna gigantea,fruiting_time,mode,nnnyyyyyyyyy,NA,Mucuna gigantea,435,NA
Mucuna gigantea,leaf_phenology,mode,deciduous,NA,Mucuna gigantea,435,NA
Mucuna reptans,flowering_time,mode,yyyynnnnnnnn,NA,Mucuna reptans,436,NA
Mucuna reptans,fruiting_time,mode,nnnynnnnnnnn,NA,Mucuna reptans,436,NA
Mucuna reptans,leaf_phenology,mode,evergreen,NA,Mucuna reptans,436,NA
Muellerargia timorensis,flowering_time,mode,nnnnnynnnnnn,NA,Muellerargia timorensis,439,NA
Muellerargia timorensis,fruiting_time,mode,nnnnnynnnnnn,NA,Muellerargia timorensis,439,NA
Myriophyllum muricatum,flowering_time,mode,nyyyyyyyyynn,NA,Myriophyllum muricatum,440,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 104."
Myriophyllum muricatum,fruiting_time,mode,nyyyyyyyyynn,NA,Myriophyllum muricatum,440,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 104."
Myriophyllum trachycarpum,flowering_time,mode,nnnyyyynnnnn,NA,Myriophyllum trachycarpum,441,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 104."
Myriophyllum trachycarpum,fruiting_time,mode,nnnyyyynnnnn,NA,Myriophyllum trachycarpum,441,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, p 104."
Lithomyrtus retusa,flowering_time,mode,yyyynnnnnnny,NA,Myrtella retusa,444,NA
Lithomyrtus retusa,fruiting_time,mode,nyyyyyynnnnn,NA,Myrtella retusa,444,NA
Lithomyrtus retusa,leaf_phenology,mode,evergreen,NA,Myrtella retusa,444,NA
Nelumbo nucifera,flowering_time,mode,nnyyyyyyyyyy,NA,Nelumbo nucifera,445,NA
Nelumbo nucifera,fruiting_time,mode,nnnnnyyyyyyy,NA,Nelumbo nucifera,445,NA
Nelumbo nucifera,leaf_phenology,mode,evergreen,NA,Nelumbo nucifera,445,NA
Neolitsea brassii,flowering_time,mode,yyyynnnnnnnn,NA,Neolitsea brassii,446,NA
Neolitsea brassii,fruiting_time,mode,nnnnyynnnnnn,NA,Neolitsea brassii,446,NA
Neolitsea brassii,leaf_phenology,mode,evergreen,NA,Neolitsea brassii,446,NA
Neptunia major,fruiting_time,mode,yyyyyynnnnnn,NA,Neptunia major,448,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 87-88."
Ammannia striatiflora,flowering_time,mode,nnyynnnnnnnn,NA,Nesaea striatiflora,449,NA
Ammannia striatiflora,fruiting_time,mode,nnyynnnnnnnn,NA,Nesaea striatiflora,449,NA
Olax imbricata,flowering_time,mode,nnnnnnnnynnn,NA,Olax imbricata,450,NA
Olax imbricata,fruiting_time,mode,nnnnnnnnnnyn,NA,Olax imbricata,450,NA
Olax imbricata,leaf_phenology,mode,evergreen,NA,Olax imbricata,450,NA
Omegandra kanisii,flowering_time,mode,nnnnnyyyynnn,NA,Omegandra kanisii,452,NA
Omegandra kanisii,fruiting_time,mode,nnnnnyyyynnn,NA,Omegandra kanisii,452,NA
Opilia amentacea,flowering_time,mode,nnnnnnnyyynn,NA,Opilia amentacea,453,NA
Opilia amentacea,fruiting_time,mode,yynnnnnnnyyy,NA,Opilia amentacea,453,NA
Opilia amentacea,leaf_phenology,mode,evergreen,NA,Opilia amentacea,453,NA
Osbeckia australiana,flowering_time,mode,yyyyyyyyyyyy,NA,Osbeckia australiana,454,NA
Osbeckia australiana,fruiting_time,mode,yyyyyyyyyyyy,NA,Osbeckia australiana,454,NA
Osbeckia australiana,leaf_phenology,mode,evergreen,NA,Osbeckia australiana,454,NA
Osbornia octodonta,flowering_time,mode,nnnnnyyyyyyy,NA,Osbornia octodonta,455,NA
Osbornia octodonta,fruiting_time,mode,nynnnnnnnnnn,NA,Osbornia octodonta,455,NA
Osbornia octodonta,leaf_phenology,mode,evergreen,NA,Osbornia octodonta,455,NA
Pachygone ovata,flowering_time,mode,nnnnnyyynnnn,NA,Pachygone ovata,456,NA
Pachygone ovata,fruiting_time,mode,nnnnnnnnyyyn,NA,Pachygone ovata,456,NA
Pachygone ovata,leaf_phenology,mode,evergreen,NA,Pachygone ovata,456,NA
Parinari nonda,flowering_time,mode,nnnnnnyyyynn,NA,Parinari nonda,457,NA
Parinari nonda,leaf_phenology,mode,evergreen,NA,Parinari nonda,457,NA
Peltophorum pterocarpum,fruiting_time,mode,yyyyyyyyyyyy,NA,Peltophorum pterocarpum,458,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 88 and 90."
Peltophorum pterocarpum,leaf_phenology,mode,deciduous,NA,Peltophorum pterocarpum,458,"Cowie, I.D., Short, P.S., and Osterkamp Madsen, M., 2011, Floodplain Flora: A flora of the coastal floodplains of the Northern Territory, Australia. Northern Territory Herbarium, Department of Natural Resources, Environment, the Arts and Sport, pp 88 and 90."
Pemphis acidula,flowering_time,mode,yyyyyyyyyyyy,NA,Pemphis acidula,459,NA
Pemphis acidula,fruiting_time,mode,yyyyyyyyyyyy,NA,Pemphis acidula,459,NA
Pemphis acidula,leaf_phenology,mode,evergreen,NA,Pemphis acidula,459,NA
Persicaria attenuata,flowering_time,mode,yyyyyyyyyyyy,NA,Persicaria attenuata,460,NA
Persicaria attenuata,fruiting_time,mode,yyyyyyyyyyyy,NA,Persicaria attenuata,460,NA
Persicaria attenuata,leaf_phenology,mode,evergreen,NA,Persicaria attenuata,460,NA
Persicaria barbata,flowering_time,mode,nnyyyyyyyyyn,NA,Persicaria barbata,461,NA
Persicaria barbata,fruiting_time,mode,nnyyyyyyyyyn,NA,Persicaria barbata,461,NA
Persicaria barbata,leaf_phenology,mode,evergreen,NA,Persicaria barbata,461,NA
Persicaria orientalis,flowering_time,mode,nnyyyyyyyyyn,NA,Persicaria orientalis,463,NA
