NDat,Taxon,AuthTax,Family,Order,Character,Reference,Character_state,Value,Min,Max,Notes,User,Date,User_update,Date_update,FullRef,WeblinkRef,trait_value,taxa_to_keep
125236,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,308. Fusion of filaments to inner perianth series (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,0,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125236,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,308. Fusion of filaments to inner perianth series (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,0,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125173,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,231. Number of perianth whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,1
125173,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,231. Number of perianth whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125173,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,231. Number of perianth whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125174,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,232. Perianth merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,1
125174,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,232. Perianth merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125174,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,232. Perianth merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125195,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,331. Number of androecium structural whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,Guillaume Chomicki,8-Jul-13,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,1
125195,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,331. Number of androecium structural whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,Guillaume Chomicki,8-Jul-13,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125195,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,331. Number of androecium structural whorls (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,2,NA,NA,NA,Guillaume Chomicki,8-Jul-13,Guillaume Chomicki,8-Jul-13,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125200,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,332. Androecium structural merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,1
125200,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,332. Androecium structural merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
125200,Xanthorrhoea resinosa,Pers.,Asphodelaceae,Asparagales,332. Androecium structural merism (C1),"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,3,NA,NA,NA,Guillaume Chomicki,8-Jul-13,NA,NA,"Kubitzki K, ed. 1998. Flowering Plants. Monocotyledons. Lilianae. The families and genera of vascular plants III. Berlin: Springer.",NA,NA,1
126714,Xanthosoma sagittifolium,(L.) Schott,Araceae,Alismatales,201. Number of perianth parts (C1),"Acevedo-Rodrigues P, Strong MT. 2005. Monocots and gymnosperms of Puerto Rico and Virgin Islands. Contributions from the United States National Herbarium 52: 1-415. http://www.biodiversitylibrary.org/bibliography/687",NA,0,NA,NA,NA,Marion Chartier,9-Jul-13,NA,NA,"Acevedo-Rodrigues P, Strong MT. 2005. Monocots and gymnosperms of Puerto Rico and Virgin Islands. Contributions from the United States National Herbarium 52: 1-415.",http://www.biodiversitylibrary.org/bibliography/687,0,1
208049,Xanthosoma sagittifolium,(L.) Schott,Araceae,Alismatales,403. Fusion of ovaries (C1),Engler A. 1900-1968. Das Pflanzenreich: regni vegetablilis conspectus. Leipzig: W. Engelmann.,NA,1,NA,NA,NA,Maria von Balthazar,25-Jan-18,NA,NA,Engler A. 1900-1968. Das Pflanzenreich: regni vegetablilis conspectus. Leipzig: W. Engelmann.,NA,1,1
208048,Xanthosoma sagittifolium,(L.) Schott,Araceae,Alismatales,406. Fusion of styles (C1),Engler A. 1900-1968. Das Pflanzenreich: regni vegetablilis conspectus. Leipzig: W. Engelmann.,NA,1,NA,NA,NA,Maria von Balthazar,25-Jan-18,NA,NA,Engler A. 1900-1968. Das Pflanzenreich: regni vegetablilis conspectus. Leipzig: W. Engelmann.,NA,1,1
154675,Ximenia americana,L.,Ximeniaceae,Santalales,204. Fusion of perianth (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,0.66,NA,NA,calyx,Elisabeth Reyes,1-Jul-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,0.66,1
154680,Ximenia americana,L.,Ximeniaceae,Santalales,204. Fusion of perianth (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,0.33,NA,NA,corolla,Elisabeth Reyes,1-Jul-14,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,0.33,1
42139,Ximenia americana,L.,Ximeniaceae,Santalales,301. Number of fertile stamens (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,8,NA,NA,NA,Hervé Sauquet,30-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,8,1
42140,Ximenia americana,L.,Ximeniaceae,Santalales,301. Number of fertile stamens (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,10,NA,NA,NA,Hervé Sauquet,30-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,10,1
167058,Ximenia americana,L.,Ximeniaceae,Santalales,301. Number of fertile stamens (C1),"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,4,NA,NA,this source suggests that half of the stamens are actually sterila,Elisabeth Reyes,25-Aug-14,Elisabeth Reyes,25-Aug-14,"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,4,1
167059,Ximenia americana,L.,Ximeniaceae,Santalales,306. Fusion of filaments (C1),"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,0,NA,NA,NA,Elisabeth Reyes,25-Aug-14,NA,NA,"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,0,1
176446,Ximenia americana,L.,Ximeniaceae,Santalales,306. Fusion of filaments (C1),R. deFilipps. 1969. New taxa in Ximenia (Olacaceae). Transactions Illinois Academy of Science.,NA,0,NA,NA,NA,Julien Massoni,13-Nov-14,NA,NA,R. deFilipps. 1969. New taxa in Ximenia (Olacaceae). Transactions Illinois Academy of Science.,NA,0,1
42149,Ximenia americana,L.,Ximeniaceae,Santalales,401. Number of structural carpels (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,4,NA,NA,NA,Hervé Sauquet,30-Jan-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,4,1
151750,Ximenia americana,L.,Ximeniaceae,Santalales,5000. Number of apertures (C1),"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",NA,3,NA,NA,NA,Béatrice Albert,28-May-14,NA,NA,"Erdtman G., Pollen Morphology and Plant Taxonomy - Angiosperms (An Introduction to Palynology), Brill (1986)
ISBN : 978-9004081222",NA,3,1
42155,Ximenia americana,L.,Ximeniaceae,Santalales,231. Number of perianth whorls (C1),http://www.efloras.org/flora_page.aspx?flora_id=2,NA,2,NA,NA,NA,Hervé Sauquet,30-Jan-13,Hervé Sauquet,30-Jan-13,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,2,1
167056,Ximenia americana,L.,Ximeniaceae,Santalales,331. Number of androecium structural whorls (C1),"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,2,NA,NA,NA,Elisabeth Reyes,25-Aug-14,NA,NA,"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,2,1
167057,Ximenia americana,L.,Ximeniaceae,Santalales,332. Androecium structural merism (C1),"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,4,NA,NA,NA,Elisabeth Reyes,25-Aug-14,NA,NA,"Malécot V, Nickrent DL, Baas P, Van den Oever L, Lobreau-Callen D. 2004. A morphological cladistic analysis of Olacaceae. Sytematic Botany 29:  569-586.",NA,4,1
118608,Zea mays,L.,Poaceae,Poales,201. Number of perianth parts (C1),"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,2,NA,NA,"Male flowers, lodicules",Laetitia Carrive,3-Jul-13,NA,NA,"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,2,1
118626,Zea mays,L.,Poaceae,Poales,201. Number of perianth parts (C1),"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,0,NA,NA,Pistillate flowers,Laetitia Carrive,3-Jul-13,NA,NA,"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,0,1
191690,Zea mays,L.,Poaceae,Poales,204. Fusion of perianth (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,1
118588,Zea mays,L.,Poaceae,Poales,301. Number of fertile stamens (C1),"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,3,NA,NA,NA,Laetitia Carrive,3-Jul-13,NA,NA,"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,3,1
191695,Zea mays,L.,Poaceae,Poales,306. Fusion of filaments (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,1
118628,Zea mays,L.,Poaceae,Poales,401. Number of structural carpels (C1),"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,1,NA,NA,NA,Laetitia Carrive,3-Jul-13,NA,NA,"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,1,1
191696,Zea mays,L.,Poaceae,Poales,308. Fusion of filaments to inner perianth series (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,0,1
118660,Zea mays,L.,Poaceae,Poales,411. Number of ovules per functional carpel (C1),"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,1,NA,NA,NA,Laetitia Carrive,3-Jul-13,NA,NA,"Weatherwax P. 1916. Morphology of the flowers of Zea mays. Bulletin of the Torrey Botanical Club, 43: 127–144.",NA,1,1
151753,Zea mays,L.,Poaceae,Poales,5000. Number of apertures (C1),"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",NA,1,NA,NA,NA,Béatrice Albert,28-May-14,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/,1,1
191689,Zea mays,L.,Poaceae,Poales,231. Number of perianth whorls (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,1,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,1,1
191691,Zea mays,L.,Poaceae,Poales,331. Number of androecium structural whorls (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,1,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,1,1
191692,Zea mays,L.,Poaceae,Poales,332. Androecium structural merism (C1),"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,3,NA,NA,NA,Maria von Balthazar,10-Dec-15,NA,NA,"Cheng PC, Greyson RI, Walden DB. 1983. Organ initiation and the development of unisexual flowers in the tassel and ear of Zea mays. American Journal of Botany 70: 450-462.",NA,3,1
120235,Abrophyllum ornans,NA,Rousseaceae,Asterales,201. Number of perianth parts (C1)_min,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,NA,8,12,NA,Kristel Schoonderwoerd,4-Jul-13,NA,NA,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,8,1
119153,Abrophyllum ornans,NA,Rousseaceae,Asterales,411. Number of ovules per functional carpel (C1)_min,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",NA,NA,2,999,More than 2,Kristel Schoonderwoerd,3-Jul-13,Kristel Schoonderwoerd,9-Jul-13,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,2,1
120157,Abrophyllum ornans,NA,Rousseaceae,Asterales,232. Perianth merism (C1)_min,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,NA,4,6,NA,Kristel Schoonderwoerd,4-Jul-13,NA,NA,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,4,1
128390,Acacia fimbriata,G.Don,Fabaceae,Fabales,301. Number of fertile stamens (C1)_min,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",NA,NA,20,999,"Many!
http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&photo=25&file=0/186/000134.jpg",Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,20,1
128390,Acacia fimbriata,G.Don,Fabaceae,Fabales,301. Number of fertile stamens (C1)_min,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",NA,NA,20,999,"Many!
http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&photo=25&file=0/186/000134.jpg",Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
188149,Acacia fimbriata,G.Don,Fabaceae,Fabales,411. Number of ovules per functional carpel (C1)_min,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",NA,NA,5,8,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,5,1
188149,Acacia fimbriata,G.Don,Fabaceae,Fabales,411. Number of ovules per functional carpel (C1)_min,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",NA,NA,5,8,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
182654,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,301. Number of fertile stamens (C1)_min,NA,NA,NA,140,170,specimen JS715 (University of Vienna; dept. Botany & Biodiversity Research; div. Structural & Functional Botany),Stefan Löfstrand,23-Jun-15,NA,NA,NA,NA,140,1
84968,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,401. Number of structural carpels (C1)_min,"Guedes M, Schmid R. 1978. The peltate (ascidiate) carpel theory and carpel peltation in Actinidia chinensis (Actinidiaceae). Flora 167: 525–543.",NA,NA,20,38,in female flowers,Jürg Schönenberger,27-Mar-13,NA,NA,"Guedes M, Schmid R. 1978. The peltate (ascidiate) carpel theory and carpel peltation in Actinidia chinensis (Actinidiaceae). Flora 167: 525–543.",NA,20,1
85041,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,411. Number of ovules per functional carpel (C1)_min,"Harvey CF, Fraser LG. 1988. Floral biology of two species of Actinidia (Actinidiaceae). II. Early embryology. Botanical Gazette 149: 37-44.",NA,NA,10,20,in female flowers; no ovules are formed in the pistillodia of male flowers,Jürg Schönenberger,27-Mar-13,NA,NA,"Harvey CF, Fraser LG. 1988. Floral biology of two species of Actinidia (Actinidiaceae). II. Early embryology. Botanical Gazette 149: 37-44.",NA,10,1
84774,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,331. Number of androecium structural whorls (C1)_min,"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",NA,NA,3,4,"the 3 to 4  whorls arise from a single ring promordium, which gives rise to centrifugal whorls of stamens. Additional stamens are subsequently interspersed in an irregular pattern.",Jürg Schönenberger,27-Mar-13,Jürg Schönenberger,27-Mar-13,"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",NA,3,1
18671,Akebia quinata,(Houttuyn) Decaisne,Lardizabalaceae,Ranunculales,401. Number of structural carpels (C1)_min,http://www.efloras.org/flora_page.aspx?flora_id=2,NA,NA,3,9,Female flowers.,Laetitia Carrive,2-Jan-12,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,3,1
283,Alisma plantago-aquatica,L.,Alismataceae,Alismatales,401. Number of structural carpels (C1)_min,http://www.efloras.org/flora_page.aspx?flora_id=1,NA,NA,15,20,NA,Hervé Sauquet,29-Jul-10,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,15,1
25985,Alisma plantago-aquatica,L.,Alismataceae,Alismatales,5000. Number of apertures (C1)_min,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org. http://www.paldat.org/http://www.paldat.org/",NA,NA,10,20,NA,Charlotte Prieu,13-Apr-12,NA,NA,"Buchner R. & Weber M. (2000 onwards). PalDat - a palynological database: Descriptions, illustrations, identification, and information retrieval.
Published on the Internet http://www.paldat.org",http://www.paldat.org/,10,1
284568,Alstroemeria aurea,Graham,Alstroemeriaceae,Liliales,411. Number of ovules per functional carpel (C1)_min,"Aizen MA, Basilio A. 1995. Within and among flower sex-phase distribution in alstroemeria aurea (Alstroemeriaceae). Canadian Journal of Botany 73: 1986-1994. DOI: 10.1139/b95-213",NA,NA,17,26,p. 1987,Marcos Méndez Iglesias,11-Jun-20,NA,NA,"Aizen MA, Basilio A. 1995. Within and among flower sex-phase distribution in alstroemeria aurea (Alstroemeriaceae). Canadian Journal of Botany 73: 1986-1994. DOI: 10.1139/b95-213",NA,17,1
125989,Anopterus macleayanus,NA,Escalloniaceae,Escalloniales,201. Number of perianth parts (C1)_min,"Francis WD. 1970. Australian rainforest trees, including notes on some of the tropical rain forest and descriptions of many tropical species. Canberra: Australian Government Publishing Service  for Forestry and Timber Bureau.",NA,NA,12,18,NA,Stefan Löfstrand,9-Jul-13,Stefan Löfstrand,9-Jul-13,"Francis WD. 1970. Australian rainforest trees, including notes on some of the tropical rain forest and descriptions of many tropical species. Canberra: Australian Government Publishing Service  for Forestry and Timber Bureau.",NA,12,1
126379,Anopterus macleayanus,NA,Escalloniaceae,Escalloniales,204. Fusion of perianth (C1)_min,"Ralley, B M. 2013. Flora and Fauna of Mid North Coast of New South Wales. http://floragreatlakes.info/. http://floragreatlakes.info/",NA,NA,0.1,0.2,calyx,Stefan Löfstrand,9-Jul-13,NA,NA,"Ralley, B M. 2013. Flora and Fauna of Mid North Coast of New South Wales. http://floragreatlakes.info/",http://floragreatlakes.info/,0.1,1
126461,Anopterus macleayanus,NA,Escalloniaceae,Escalloniales,301. Number of fertile stamens (C1)_min,"Ralley, B M. 2013. Flora and Fauna of Mid North Coast of New South Wales. http://floragreatlakes.info/. http://floragreatlakes.info/",NA,NA,6,9,NA,Stefan Löfstrand,9-Jul-13,NA,NA,"Ralley, B M. 2013. Flora and Fauna of Mid North Coast of New South Wales. http://floragreatlakes.info/",http://floragreatlakes.info/,6,1
126443,Anopterus macleayanus,NA,Escalloniaceae,Escalloniales,332. Androecium structural merism (C1)_min,"Francis WD. 1970. Australian rainforest trees, including notes on some of the tropical rain forest and descriptions of many tropical species. Canberra: Australian Government Publishing Service  for Forestry and Timber Bureau.",NA,NA,6,9,NA,Stefan Löfstrand,9-Jul-13,Stefan Löfstrand,9-Jul-13,"Francis WD. 1970. Australian rainforest trees, including notes on some of the tropical rain forest and descriptions of many tropical species. Canberra: Australian Government Publishing Service  for Forestry and Timber Bureau.",NA,6,1
1500,Anredera cordifolia,(Tenore) Steenis,Basellaceae,Caryophyllales,306. Fusion of filaments (C1)_min,http://www.efloras.org/flora_page.aspx?flora_id=1,NA,NA,0.05,0.1,approximate guess,Hervé Sauquet,21-Feb-11,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,0.05,1
1513,Anredera cordifolia,(Tenore) Steenis,Basellaceae,Caryophyllales,406. Fusion of styles (C1)_min,http://www.efloras.org/flora_page.aspx?flora_id=1,NA,NA,0.5,0.67,'styles […] basally connate for 1/2-2/3 their length',Hervé Sauquet,21-Feb-11,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,0.5,1
1512,Anredera cordifolia,(Tenore) Steenis,Basellaceae,Caryophyllales,411. Number of ovules per functional carpel (C1)_min,http://www.efloras.org/flora_page.aspx?flora_id=1,NA,NA,0,1,1 ovule in total (probably pseudomonomery),Hervé Sauquet,21-Feb-11,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=1,0,1
