NDat,Taxon,AuthTax,Family,Order,Character,Reference,Character_state,Value,Min,Max,Notes,User,Date,User_update,Date_update,FullRef,WeblinkRef,trait_value,taxa_to_keep
127914,Abrophyllum ornans,NA,Rousseaceae,Asterales,404. Style differentiation (D1),"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",404. Style differentiation (D1): (0) absent,NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,404. Style differentiation (D1): (0) absent,1
119089,Abrophyllum ornans,NA,Rousseaceae,Asterales,207. Symmetry of perianth (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",207. Symmetry of perianth (D1): (5) actinomorphic (general),NA,NA,NA,NA,Kristel Schoonderwoerd,3-Jul-13,Kristel Schoonderwoerd,8-Jul-13,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,207. Symmetry of perianth (D1): (5) actinomorphic (general),1
127816,Abrophyllum ornans,NA,Rousseaceae,Asterales,207. Symmetry of perianth (D1),"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",207. Symmetry of perianth (D1): (5) actinomorphic (general),NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,207. Symmetry of perianth (D1): (5) actinomorphic (general),1
119613,Abrophyllum ornans,NA,Rousseaceae,Asterales,102. Ovary position (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",102. Ovary position (D1): (0) superior,NA,NA,NA,Perianth position is hypogynous,Kristel Schoonderwoerd,3-Jul-13,Kristel Schoonderwoerd,8-Jul-13,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,102. Ovary position (D1): (0) superior,1
120131,Abrophyllum ornans,NA,Rousseaceae,Asterales,102. Ovary position (D1),"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Kristel Schoonderwoerd,4-Jul-13,NA,NA,"Gustafsson MHG. 2007. Carpodetaceae. In: Kadereit JW, Jeffrey C, eds. The Families and Genera of Vascular Plants VIII. Berlin: Springer-Verlag, 57–60.",NA,102. Ovary position (D1): (0) superior,1
122883,Abrophyllum ornans,NA,Rousseaceae,Asterales,102. Ovary position (D1),"Kårehed J, Lundberg J, Bremer B, Bremer K. 1999. Evolution of the Australasian families Alseuosmiaceae, Argophyllaceae, and Phellinaceae. Systematic Botany 24: 660-682. http://www.jstor.org/stable/2419649",102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Kristel Schoonderwoerd,5-Jul-13,NA,NA,"Kårehed J, Lundberg J, Bremer B, Bremer K. 1999. Evolution of the Australasian families Alseuosmiaceae, Argophyllaceae, and Phellinaceae. Systematic Botany 24: 660-682.",http://www.jstor.org/stable/2419649,102. Ovary position (D1): (0) superior,1
126345,Abrophyllum ornans,NA,Rousseaceae,Asterales,312. Anther attachment (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",312. Anther attachment (D1): (0) basifixed,NA,NA,NA,NA,Kristel Schoonderwoerd,9-Jul-13,NA,NA,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,312. Anther attachment (D1): (0) basifixed,1
119143,Abrophyllum ornans,NA,Rousseaceae,Asterales,412. Placentation (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",412. Placentation (D1): (0) axile,NA,NA,NA,NA,Kristel Schoonderwoerd,3-Jul-13,Kristel Schoonderwoerd,9-Jul-13,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,412. Placentation (D1): (0) axile,1
188117,Abrophyllum ornans,NA,Rousseaceae,Asterales,313. Anther dehiscence (D1),"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578. http://www.jstor.org/stable/full/10.1086/374829",313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Maria von Balthazar,22-Oct-15,NA,NA,"Lundberg J, Bremer K. 2003. A phylogenetic study of the order Asterales using one morphological and three molecular data sets. International Journal of Plant Sciences 164: 553-578.",http://www.jstor.org/stable/full/10.1086/374829,313. Anther dehiscence (D1): (0) longitudinal slit,1
162206,Abrophyllum ornans,NA,Rousseaceae,Asterales,5002. Aperture shape (D1),"http://apsa.anu.edu.au/
Australian National University, Canberra",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Charlotte Prieu,1-Aug-14,NA,NA,"http://apsa.anu.edu.au/
Australian National University, Canberra",NA,5002. Aperture shape (D1): (2) colporus,1
188110,Abrophyllum ornans,NA,Rousseaceae,Asterales,230. Perianth phyllotaxy (D1),http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Maria von Balthazar,22-Oct-15,NA,NA,NA,http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,230. Perianth phyllotaxy (D1): (0) whorled,1
188113,Abrophyllum ornans,NA,Rousseaceae,Asterales,234. Perianth differentiation (D1),http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Maria von Balthazar,22-Oct-15,NA,NA,NA,http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",1
188114,Abrophyllum ornans,NA,Rousseaceae,Asterales,330. Androecium structural phyllotaxy (D1),http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,330. Androecium structural phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Maria von Balthazar,22-Oct-15,NA,NA,NA,http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm,330. Androecium structural phyllotaxy (D1): (0) whorled,1
128395,Acacia fimbriata,G.Don,Fabaceae,Fabales,100. Floral structural sex (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,100. Floral structural sex (D1): (0) bisexual,1
128395,Acacia fimbriata,G.Don,Fabaceae,Fabales,100. Floral structural sex (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",100. Floral structural sex (D1): (0) bisexual,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
128400,Acacia fimbriata,G.Don,Fabaceae,Fabales,305. Filament (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,305. Filament (D1): (2) long and narrow,1
128400,Acacia fimbriata,G.Don,Fabaceae,Fabales,305. Filament (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
128394,Acacia fimbriata,G.Don,Fabaceae,Fabales,404. Style differentiation (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au","404. Style differentiation (D1): (2) present, short and thick",NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,"404. Style differentiation (D1): (2) present, short and thick",1
128394,Acacia fimbriata,G.Don,Fabaceae,Fabales,404. Style differentiation (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au","404. Style differentiation (D1): (2) present, short and thick",NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
188150,Acacia fimbriata,G.Don,Fabaceae,Fabales,412. Placentation (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",412. Placentation (D1): (4) marginal,NA,NA,NA,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,412. Placentation (D1): (4) marginal,1
188150,Acacia fimbriata,G.Don,Fabaceae,Fabales,412. Placentation (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",412. Placentation (D1): (4) marginal,NA,NA,NA,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
188145,Acacia fimbriata,G.Don,Fabaceae,Fabales,313. Anther dehiscence (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,313. Anther dehiscence (D1): (0) longitudinal slit,1
188145,Acacia fimbriata,G.Don,Fabaceae,Fabales,313. Anther dehiscence (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Maria von Balthazar,27-Oct-15,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
128399,Acacia fimbriata,G.Don,Fabaceae,Fabales,230. Perianth phyllotaxy (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,230. Perianth phyllotaxy (D1): (0) whorled,1
128399,Acacia fimbriata,G.Don,Fabaceae,Fabales,230. Perianth phyllotaxy (D1),"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia. http://plantnet.rbgsyd.nsw.gov.au",230. Perianth phyllotaxy (D1): (0) whorled,NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"New South Wales Flora Online. National Herbarium of NSW, Royal Botanic Garden, Sydney, Australia.",http://plantnet.rbgsyd.nsw.gov.au,NA,1
128397,Acacia fimbriata,G.Don,Fabaceae,Fabales,234. Perianth differentiation (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html","234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,"234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",1
128397,Acacia fimbriata,G.Don,Fabaceae,Fabales,234. Perianth differentiation (D1),"Flora of Australia Online. Australian Government, Department of the Environment. http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.htmlhttp://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html","234. Perianth differentiation (D1): (1) marked differentiation, outer sepaloid, inner petaloid",NA,NA,NA,NA,Emily Bailes,20-Aug-13,NA,NA,"Flora of Australia Online. Australian Government, Department of the Environment.",http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/index.html,NA,1
84497,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,100. Floral structural sex (D1),"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",100. Floral structural sex (D1): (1) incompletely unisexual,NA,NA,NA,male flowers have pistilloidia. female flowers have stamens that produce non-viable pollen,Jürg Schönenberger,27-Mar-13,Hervé Sauquet,7-Jan-20,"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",NA,100. Floral structural sex (D1): (1) incompletely unisexual,1
160381,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,100. Floral structural sex (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (1) incompletely unisexual,NA,NA,NA,rarely bisexual or trimonoecious,Stefan Löfstrand,25-Jul-14,Hervé Sauquet,7-Jan-20,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,100. Floral structural sex (D1): (1) incompletely unisexual,1
84822,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,305. Filament (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (2) long and narrow,NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,Hervé Sauquet,18-Aug-14,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,305. Filament (D1): (2) long and narrow,1
84856,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,311. Anther orientation (D1),"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",311. Anther orientation (D1): (0) introrse,NA,NA,NA,inner stamens,Jürg Schönenberger,27-Mar-13,Hervé Sauquet,18-Aug-14,"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",NA,311. Anther orientation (D1): (0) introrse,1
156553,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,311. Anther orientation (D1),"Löfstrand SD. 2014. Actinidia chinensis (pistillate and staminate flowers). EtOH collection no JS715. University of Vienna, Department of Botany and Biodiversity Research, Division of Structural and Functional Botany; Rennweg 14, 1030 Wien, Austria.",311. Anther orientation (D1): (0) introrse,NA,NA,NA,"mainly, the outermost stamens tend to have a more chaotic orientation. Note the anther inversion at anthesis!",Stefan Löfstrand,15-Jul-14,NA,NA,"Löfstrand SD. 2014. Actinidia chinensis (pistillate and staminate flowers). EtOH collection no JS715. University of Vienna, Department of Botany and Biodiversity Research, Division of Structural and Functional Botany; Rennweg 14, 1030 Wien, Austria.",NA,311. Anther orientation (D1): (0) introrse,1
165040,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,311. Anther orientation (D1),"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",311. Anther orientation (D1): (2) extrorse,NA,NA,NA,outer stamens (based on other datum originally scored by Jurg),Hervé Sauquet,18-Aug-14,NA,NA,"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",NA,311. Anther orientation (D1): (2) extrorse,1
84928,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,400. Gynoecium phyllotaxy (D1),"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",400. Gynoecium phyllotaxy (D1): (0) one whorl,NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,"van Heel WA. 1987. Androecium development in Actinidia chinensis and A. melanandra (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 109: 17–23.",NA,400. Gynoecium phyllotaxy (D1): (0) one whorl,1
84975,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,404. Style differentiation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,404. Style differentiation (D1): (1) present (length and shape unknown),1
84724,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,207. Symmetry of perianth (D1),"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",NA,207. Symmetry of perianth (D1): (0) actinomorphic (strictly polysymmetric),1
84510,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,102. Ovary position (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,102. Ovary position (D1): (0) superior,1
156554,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,312. Anther attachment (D1),"Caris P. 2013. Bloemontogenetische patronen in de Ericales sensu lato. PhD thesis, KU Leuven.",312. Anther attachment (D1): (3) ventrifixed,NA,NA,NA,NA,Stefan Löfstrand,15-Jul-14,NA,NA,"Caris P. 2013. Bloemontogenetische patronen in de Ericales sensu lato. PhD thesis, KU Leuven.",NA,312. Anther attachment (D1): (3) ventrifixed,1
85045,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,412. Placentation (D1),http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,NA,http://www.efloras.org/flora_page.aspx?flora_id=2,412. Placentation (D1): (0) axile,1
84917,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,313. Anther dehiscence (D1),"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",313. Anther dehiscence (D1): (0) longitudinal slit,NA,NA,NA,NA,Jürg Schönenberger,27-Mar-13,NA,NA,"Schmid R. 1978. Reproductive anatomy of Actinidia chinensis (Actinidiaceae). Botanische Jahrbücher für Systematik, Pflanzengeschichte und Pflanzengeographie 100: 149–195.",NA,313. Anther dehiscence (D1): (0) longitudinal slit,1
151102,Actinidia chinensis,Planch.,Actinidiaceae,Ericales,5002. Aperture shape (D1),"William C. Dickison, Joan W. Nowicke and John J. SkvarlaSource. Pollen Morphology of the Dilleniaceae and Actinidiaceae. American Journal of Botany, Vol. 69, No. 7 (Aug., 1982), pp. 1055-1073",5002. Aperture shape (D1): (2) colporus,NA,NA,NA,NA,Béatrice Albert,26-May-14,Béatrice Albert,26-Jun-14,"William C. Dickison, Joan W. Nowicke and John J. SkvarlaSource. Pollen Morphology of the Dilleniaceae and Actinidiaceae. American Journal of Botany, Vol. 69, No. 7 (Aug., 1982), pp. 1055-1073",NA,5002. Aperture shape (D1): (2) colporus,1
