Plant.ID,Species_abb,Species,Individual,Treatment,Root.dry,Stem.dry,Stem.wet,Leaf.dry,Biomass,LA,LDMC,WUE,A,Gs,SLA,SLvR,RSLA,RS,RL,Dbasal,Abasal,Al_As,RGR,H,Total.growth,LAR,SeedMass,AI,CMD,PPT,PET,RWC
B. acer3,B. acer,Brachychiton acerifolius,3,Control,504.5,247.4,709.9,280.2,1032.1,1108.7,NA,159.4287351,1.634409708,0.010251663,15.69065894,1.04578791,2.1976214,2.0392078,1.8004996,4.5,15.90431281,69.71065102,0.002396614,75,12,1.074217615,0.285714286,1.131471357,-185.9638241,1588.149754,1402.18593,0.651500211
B. acer4,B. acer,Brachychiton acerifolius,4,Control,450.8,314.7,850.5,416.2,1181.7,1558.875,477.4,141.7583149,1.854443609,0.013081727,15.28227976,1.62133984,3.4580191,1.4324754,1.0831331,4.3,14.52201204,107.3456623,0,76,6,1.319179995,0.285714286,1.131471357,-185.9638241,1588.149754,1402.18593,0.629982363
B. acer5,B. acer,Brachychiton acerifolius,5,Control,342.5,175.2,592.5,283,800.7,1232.95,411.46,188.8288254,2.707210053,0.014336847,16.79941616,1.33781022,3.599854,1.9549087,1.2102473,4,12.56637061,98.11504354,0.001491022,50,9,1.53984014,0.285714286,1.131471357,-185.9638241,1588.149754,1402.18593,0.704303797
B. acer6,B. acer,Brachychiton acerifolius,6,Control,546.1,238.9,696.2,301.3,1086.3,1261.2,496.47,NA,NA,NA,18.17032572,0.98919612,2.3094671,2.2858937,1.8124793,4.4,15.20530844,82.94471662,0.001465523,61,19,1.161005247,0.285714286,1.131471357,-185.9638241,1588.149754,1402.18593,0.656851479
B. dis1,B. dis,Brachychiton discolor,1,Control,220,264.3,759.5,75.1,559.4,969.35,291.86779,103.1295626,2.485725912,0.024102942,25.62437556,1.54272727,4.4061364,0.8323874,2.9294274,5,19.63495408,49.36859011,0,81,7,1.732838756,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.6520079
B. dis10,B. dis,Brachychiton discolor,10,Drought,282.4,152.3,407.7,15.4,450.1,460.5,234.0425532,138.5731681,0.781768992,0.00937371,29.9025974,0.59383853,1.6306657,1.8542351,18.3376623,4.8,18.09557368,25.44821225,0,68,1,1.023105976,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.626441011
B. dis11,B. dis,Brachychiton discolor,11,Drought,334.2,164.5,561.2,77.2,575.9,732.3333333,224.499796,NA,NA,NA,27.40909091,0.72321963,2.1913026,2.0316109,4.3290155,4.4,15.20530844,48.16300413,0,77,4,1.271632807,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.706878118
B. dis12,B. dis,Brachychiton discolor,12,Drought,531.3,330.4,757.2,56.5,918.2,982.2,225.9013981,92.25232576,0.365719223,0.014988449,29.97394137,0.72821382,1.8486731,1.6080508,9.4035398,5.8,26.42079422,37.175264,0.000338127,80,5,1.06970159,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.563655573
B. dis13,B. dis,Brachychiton discolor,13,Drought,483.4,295.7,601.2,52.9,832,860.45,233.650862,127.7244196,1.046114734,0.011339711,32.30054234,0.72114191,1.7799959,1.634765,9.1379962,5.8,26.42079422,32.5671512,0.000363972,74,5,1.034194712,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.508150366
B. dis14,B. dis,Brachychiton discolor,14,Drought,70.5,44.8,114.5,13.2,128.5,210.6,214.9347624,24.40007132,0.607307546,0.004382577,31.90909091,0.82269504,2.987234,1.5736607,5.3409091,3.4,9.079202769,23.19586921,0,25,3,1.638910506,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.608733624
B. dis15,B. dis,Brachychiton discolor,15,Drought,397.3,138.3,312.12,19.2,554.8,557,329.8969072,83.40016973,0.27357596,0.002141924,29.01041667,0.39642587,1.4019633,2.8727404,20.6927083,4.5,15.90431281,35.02194698,0.000293043,96,2,1.003965393,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.556901192
B. dis2,B. dis,Brachychiton discolor,2,Control,290.7,195.5,551.5,67.7,553.9,602.3,263.2523618,79.8267913,2.444649181,0.03062442,23.71969458,0.90540076,2.0718954,1.4869565,4.2939439,5.5,23.75829444,25.35114637,0.000480203,55,5,1.087380394,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.645512239
B. dis3,B. dis,Brachychiton discolor,3,Control,439.5,240.4,661.8,91.6,771.5,810.8,292.3283077,54.77076581,2.832569527,0.051716814,26.69525392,0.75540387,1.8448237,1.828203,4.7980349,5.5,23.75829444,34.12702886,0.001504107,71,7,1.050939728,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.636748262
B. dis4,B. dis,Brachychiton discolor,4,Control,281.5,169.1,497,66.7,517.3,921.05,272.4351012,50.5175511,2.589797542,0.051265303,27.74589557,0.83765542,3.2719361,1.6646954,4.2203898,4.6,16.61902514,55.42142168,0.000751923,73,4,1.780494877,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.659758551
B. dis9,B. dis,Brachychiton discolor,9,Drought,234.3,82.3,231.4,60.8,377.4,450.3,218.4092815,NA,NA,NA,22.34970675,0.61075544,1.921895,2.8469016,3.8536184,4.9,18.8574099,23.87920729,0.000952469,58,3,1.193163752,0.2,0.844580374,231.4827103,1175.825701,1407.308411,0.644338807
B. pop1,B. pop,Brachychiton populneus,1,Control,426.3,95.2,351.3,96.5,618,357.9333333,325.556283,38.91508789,5.862261383,0.150642378,14.59926277,0.44968332,0.8396278,4.4779412,4.4176166,4.8,18.09557368,19.78015948,0.000514814,50,6,0.579180151,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.729006547
B. pop10,B. pop,Brachychiton populneus,10,Control,279.7,35.7,122.4,96.3,411.7,409.4,368.2687563,NA,NA,NA,16.29963056,0.47193422,1.4637111,7.8347339,2.9044652,3.9,11.94590607,34.27115514,0.000828215,31,4,0.994413408,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.708333333
B. pop11,B. pop,Brachychiton populneus,11,Control,479,102,361.5,122.4,703.4,522.325,365.4108293,NA,NA,NA,19.02420635,0.46847599,1.0904489,4.6960784,3.9133987,7.7,46.56625711,11.21681304,0.00234966,31,7,0.742571794,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.717842324
B. pop12,B. pop,Brachychiton populneus,12,Control,629.2,96.1,319.9,127,852.3,463,319.6542587,NA,NA,NA,19.52297211,0.35457724,0.7358551,6.5473465,4.9543307,5.7,25.51758633,18.14434931,0.001350082,58,7,0.54323595,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.699593623
B. pop2,B. pop,Brachychiton populneus,2,Control,343.3,69.9,250.2,77.7,490.9,406.25,331.9902101,41.20376483,4.324886767,0.104963388,13.71713657,0.42994465,1.1833673,4.9113019,4.4182754,3.3,8.552985999,47.49803168,0.003467453,27,8,0.827561622,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.720623501
B. pop25,B. pop,Brachychiton populneus,25,Drought,319.6,190,480.8,147.3,656.9,621.65,372.4988967,324.6223246,0.481016489,0.001481773,15.21805675,1.05538173,1.9450876,1.6821053,2.1697217,4.2,13.8544236,44.87014529,0,49,1,0.946338864,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.604825291
B. pop26,B. pop,Brachychiton populneus,26,Drought,327.8,119.5,460.4,57.4,504.7,337.7666667,345.5757412,NA,NA,NA,17.64985855,0.53965833,1.0304047,2.7430962,5.7108014,5.8,26.42079422,12.78412238,0.002056386,65,7,0.669242454,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.740443093
B. pop27,B. pop,Brachychiton populneus,27,Drought,327.7,188.2,556,100.7,616.6,416.1,388.1106231,553.1481084,0.52175304,0.000943243,14.55889805,0.88159902,1.2697589,1.7412327,3.2542205,5.5,23.75829444,17.51388346,0.001190648,45,4,0.674829711,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.661510791
B. pop28,B. pop,Brachychiton populneus,28,Drought,378.5,93.2,347.5,61.9,533.6,497.8,336.8630332,321.6649455,1.043529583,0.003244151,16.07003259,0.40977543,1.3151915,4.0611588,6.1147011,5.5,23.75829444,20.95268249,0.000514814,54,2,0.932908546,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.731798561
B. pop29,B. pop,Brachychiton populneus,29,Drought,423.4,132.7,528.3,73.1,629.2,420.0333333,321.7791141,NA,NA,NA,17.30561989,0.48606519,0.9920485,3.1906556,5.7920657,6.2,30.1907054,13.9126704,0.005209187,44,10,0.667567281,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.74881696
B. pop3,B. pop,Brachychiton populneus,3,Control,391,58.6,227,59.7,509.3,548.55,312.9563242,NA,NA,NA,14.0544563,0.30255754,1.4029412,6.6723549,6.5494137,3.1,7.54767635,72.67799711,0,40,6,1.077066562,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.74185022
B. pop30,B. pop,Brachychiton populneus,30,Drought,160.6,51.1,180.7,46.8,258.5,316.5,366.8394561,NA,NA,NA,13.69588234,0.60958904,1.9707347,3.1428571,3.4316239,3.3,8.552985999,37.00462038,0.004030817,27,11,1.224371373,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.717210847
B. pop31,B. pop,Brachychiton populneus,31,Drought,326.2,80.7,285.8,121.5,528.4,483.85,381.3803588,NA,NA,NA,13.25590324,0.61986511,1.4832925,4.0421314,2.6847737,4.8,18.09557368,26.73858306,0.003432695,46,7,0.915688872,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.71763471
B. pop32,B. pop,Brachychiton populneus,32,Drought,211.2,66.9,230,54.9,333,487.45,324.3365745,NA,NA,NA,17.88819147,0.57670455,2.3080019,3.1569507,3.8469945,4.4,15.20530844,32.05788306,0,36,10,1.463813814,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.709130435
B. pop33,B. pop,Brachychiton populneus,33,Drought,360.8,101.1,341.2,81.1,543,314.675,340.0647007,90.36206623,1.60153407,0.017723522,15.67653998,0.50498891,0.8721591,3.5687438,4.4488286,5.9,27.33971007,11.50981482,0,68,10,0.579511971,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.703692849
B. pop34,B. pop,Brachychiton populneus,34,Drought,304.2,78.6,291.3,44,426.8,253.3,340.6424536,NA,NA,NA,16.40344262,0.40302433,0.8326759,3.870229,6.9136364,4.6,16.61902514,15.2415679,0,41,2,0.59348641,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.730175077
B. pop35,B. pop,Brachychiton populneus,35,Drought,445.5,89.4,256.7,68.3,603.2,680.35,299.7720365,119.3741865,0.307084394,0.002572452,20.04099184,0.35398429,1.5271605,4.9832215,6.522694,4.6,16.61902514,40.938021,0.001465523,51,9,1.127901194,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.651733541
B. pop36,B. pop,Brachychiton populneus,36,Drought,260.1,88.8,241.7,49.7,398.6,306.6333333,398.7136927,NA,NA,NA,19.52475713,0.5324875,1.1789055,2.9290541,5.2334004,4.3,14.52201204,21.11507224,0,45,3,0.769275799,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.6326024
B. pop4,B. pop,Brachychiton populneus,4,Control,249.8,63.3,229.8,69.8,382.9,378.4,321.9150641,NA,NA,NA,14.48517828,0.53282626,1.5148118,3.9462875,3.5787966,3.2,8.042477193,47.05018005,0,41,5,0.988247584,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.724543081
B. pop5,B. pop,Brachychiton populneus,5,Control,811.4,92.6,281.2,138.4,1042.4,444.52,356.0314594,NA,NA,NA,14.62452047,0.28469312,0.5478432,8.762419,5.8627168,6.8,36.31681108,12.24006147,0.001215989,41,7,0.426438987,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.670697013
B. pop6,B. pop,Brachychiton populneus,6,Control,415.4,85.3,301.4,154.3,655,480.48,358.1927129,52.54994214,5.488711613,0.104447529,16.4243134,0.57679345,1.1566683,4.869871,2.6921581,5.4,22.90221044,20.97963431,0.000614463,41,6,0.733557252,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.716987392
B. pop7,B. pop,Brachychiton populneus,7,Control,636.2,86.4,269.7,166.6,889.2,512.46,362.6032897,57.09588827,6.972398309,0.122117345,15.36217194,0.39767369,0.8055014,7.3634259,3.8187275,4.9,18.8574099,27.17552424,0.000804882,30,6,0.576315789,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.679644049
B. pop8,B. pop,Brachychiton populneus,8,Control,373.2,65.1,267.7,77.2,515.5,348.125,353.8392221,NA,NA,NA,17.00094708,0.38129689,0.9328108,5.7327189,4.8341969,5.2,21.23716634,16.39225283,0.00158771,31,6,0.675315228,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.756817333
B. pop9,B. pop,Brachychiton populneus,9,Control,413.2,121.5,430.5,111.6,646.3,525.275,342.8457847,63.6505209,4.86696312,0.076463838,15.11960785,0.56413359,1.2712367,3.400823,3.702509,6.5,33.1830724,15.82960714,0.001843958,44,4,0.812741761,0.125,0.54197469,695.6596986,750.4110979,1446.070796,0.717770035
B. rup1,B. rup,Brachychiton rupestris,1,Control,370.9,59.6,203,45.1,475.6,231.225,338.8202529,46.77699189,3.45075046,0.073770252,15.71710253,0.28228633,0.623416,6.2231544,8.2239468,4.2,13.8544236,16.68961529,0.003621477,35,7,0.486175357,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.706403941
B. rup10,B. rup,Brachychiton rupestris,10,Control,322.6,59.8,207,53.2,435.6,407.5666667,309.6960926,37.79042082,3.731631444,0.098745432,18.69158879,0.35027898,1.2633809,5.3946488,6.0639098,5.8,26.42079422,15.42598089,0.00234966,32,6,0.935644322,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.711111111
B. rup11,B. rup,Brachychiton rupestris,11,Control,447.3,73.2,272,29.1,549.6,255.8,311.1175902,NA,NA,NA,16.54740756,0.22870557,0.5718757,6.1106557,15.371134,7.6,45.36459792,5.638758233,0,47,5,0.465429403,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.730882353
B. rup12,B. rup,Brachychiton rupestris,12,Control,1024.7,35.7,120.2,49.6,1110,280,296.3421343,NA,NA,NA,19.98524235,0.08324388,0.2732507,NA,20.6592742,2.3,4.154756284,67.39264131,0.005055163,28,9,0.252252252,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.702995008
B. rup2,B. rup,Brachychiton rupestris,2,Control,142.6,52.9,227,28.8,224.3,197.675,309.3423996,NA,NA,NA,20.26610644,0.57293128,1.3862202,2.6956522,4.9513889,5.5,23.75829444,8.320252132,0.003902158,37,10,0.88129737,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.766960352
B. rup25,B. rup,Brachychiton rupestris,25,Drought,107.8,45.4,206.5,26.2,179.4,265.1333333,269.8412698,NA,NA,NA,24.05882353,0.66419295,2.4594929,2.3744493,4.1145038,4.1,13.20254313,20.08198956,0.003652382,39,11,1.47788926,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.780145278
B. rup26,B. rup,Brachychiton rupestris,26,Drought,304.6,86.7,333.1,45.7,437,300.825,298.5671806,NA,NA,NA,21.65644782,0.43466842,0.9876067,3.5132641,6.6652079,6.9,37.39280656,8.044996556,0.003752457,53,12,0.688386728,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.739717802
B. rup27,B. rup,Brachychiton rupestris,27,Drought,115.9,34.3,131.8,17.1,167.3,190.0666667,271.6763006,NA,NA,NA,20.0212766,0.44348576,1.6399195,3.3790087,6.7777778,5,19.63495408,9.680015847,0.000705503,32,9,1.136082885,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.739757208
B. rup28,B. rup,Brachychiton rupestris,28,Drought,22.3,18.9,101.5,8.2,49.4,78.2,243.1585577,NA,NA,NA,28.19381313,1.21524664,3.5067265,1.1798942,2.7195122,2.4,4.523893421,17.28599521,0,29,2,1.582995951,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.813793103
B. rup29,B. rup,Brachychiton rupestris,29,Drought,234.8,59.9,262.4,29.4,324.1,219.1333333,282.2314807,127.9678907,2.116901295,0.016542441,19.92270462,0.38032368,0.9332765,3.9198664,7.9863946,5.6,24.6300864,8.896977855,0.002672173,41,15,0.676128767,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.771722561
B. rup3,B. rup,Brachychiton rupestris,3,Control,124.1,45.3,173,35.4,204.8,196.7,332.0900774,27.76687642,3.388194254,0.122022881,14.86732737,0.65028203,1.5850121,2.7395143,3.5056497,4.1,13.20254313,14.89864476,0.00234966,31,7,0.960449219,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.738150289
B. rup30,B. rup,Brachychiton rupestris,30,Drought,161.2,46.7,176.9,25,232.9,216.6666667,276.8653422,325.5499312,1.682877176,0.005169337,22.42096774,0.44478908,1.344086,3.4518201,6.448,6.1,29.22466566,7.413828758,0.000544234,43,10,0.930299127,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.736009045
B. rup31,B. rup,Brachychiton rupestris,31,Drought,195.9,73.6,273.4,14.7,284.2,167.45,237.3536559,946.6456539,2.376159308,0.002510083,22.89507874,0.45074017,0.8547728,2.6616848,13.3265306,4.3,14.52201204,11.53077132,0,44,5,0.589197748,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.730797366
B. rup32,B. rup,Brachychiton rupestris,32,Drought,52.9,10.5,34.2,12.1,75.5,149,245.455498,NA,NA,NA,24.51507247,0.42722117,2.8166352,5.0380952,4.3719008,4.3,14.52201204,10.26028622,0,36,5,1.973509934,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.692982456
B. rup33,B. rup,Brachychiton rupestris,33,Drought,83,20.1,94.3,46,149.1,106.9,NA,NA,NA,NA,NA,0.79638554,1.2879518,4.1293532,1.8043478,5.1,20.42820623,5.232960682,0.003446514,36,8,0.716968478,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.786850477
B. rup34,B. rup,Brachychiton rupestris,34,Drought,174.8,53.6,192.9,25.1,253.5,328.85,265.4867257,NA,NA,NA,20.33333333,0.45022883,1.8812929,3.261194,6.9641434,3.1,7.54767635,43.56970076,0.000589122,45,4,1.297238659,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.722135822
B. rup35,B. rup,Brachychiton rupestris,35,Drought,260.4,77.5,397.9,29.5,367.4,393.15,253.3243975,182.7059281,0.970525227,0.005311953,26.76646956,0.4109063,1.5097926,3.36,8.8271186,6.5,33.1830724,11.84790833,0.001971225,33,12,1.070087099,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.805227444
B. rup36,B. rup,Brachychiton rupestris,36,Drought,130.9,61.7,198.7,14.1,206.7,347.6,282,NA,1.595792669,3.78E-05,24.65248227,0.57906799,2.6554622,2.1215559,9.2836879,4.7,17.34944543,20.03522253,0.002541357,39,8,1.681664248,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.689481631
B. rup4,B. rup,Brachychiton rupestris,4,Control,345.2,55.1,242,46.6,446.9,290.225,293.6099334,NA,NA,NA,18.66589924,0.29461182,0.8407445,6.2649728,7.4077253,4.6,16.61902514,17.46341904,0.003715804,32,9,0.649418214,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.77231405
B. rup5,B. rup,Brachychiton rupestris,5,Control,327,65.8,265,30.7,423.5,206.4,313.9210564,39.5184889,4.066555706,0.102902611,15.8982579,0.29510703,0.6311927,4.9696049,10.6514658,5.4,22.90221044,9.012230522,0.000565789,47,4,0.487367178,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.751698113
B. rup6,B. rup,Brachychiton rupestris,6,Control,948.4,48.9,183,23.1,1020.4,229.05,269.727828,24.02768685,3.43080402,0.142785448,19.28356055,0.07591733,0.241512,NA,NA,3.6,10.1787602,22.50274056,0.003213657,39,8,0.224470796,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.732786885
B. rup7,B. rup,Brachychiton rupestris,7,Control,173.5,65.5,240,38.6,277.6,232.75,181.2335958,NA,NA,NA,18.12162162,0.6,1.3414986,2.648855,4.4948187,5.5,23.75829444,9.796578646,0.00158771,30,7,0.838436599,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.727083333
B. rup8,B. rup,Brachychiton rupestris,8,Control,297.5,37.5,150,33.7,368.7,180.875,326.4448925,NA,NA,NA,14.18132411,0.23932773,0.6079832,7.9333333,8.8278932,4.8,18.09557368,9.99553831,0.00234966,30,8,0.490574993,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.75
B. rup9,B. rup,Brachychiton rupestris,9,Control,220.9,28.1,110,32.9,281.9,190.3,277.7383907,NA,NA,NA,18.14047619,0.27614305,0.8614758,7.86121,6.7142857,3.5,9.621127502,19.77938656,0.005406914,21,8,0.675062079,0.0625,0.446979221,907.0615487,716.9709188,1624.032468,0.744545455
