species,entity_type,individual_code,leaf_replicate,live_or_dead,Species,Sampled,individual,date,location_name,SWC,Po (MPa),YTLP (MPa),RWCTLP ,e (MPa),CFT (MPa-1),CTLP (MPa-1),CFT* (mol m-2 MPa-1),Leaf dry mass(g),Leaf area (cm2),LMA (gm-2),P88 (Mpa),MS (%),MT (%),ML (%),Moisture_content - Flaming,Moisture_content - Non-flaming,Leaf area (cm2) Flaming,Leaf area (cm2) Non-flaming,Time to ignition (s) Flaming ,Time to ignition (s) Non-flaming,Combustion time (s)Flaming,Combustion time (s) Non-flaming,est. dry mass (g),mass after rehy (g),mass when burned (g),leaf water potential (MPa),time to smoke (s),flame (y/n),time to flame (s),flame duration (s),time to ash (s)
Eucalyptus crebra,individual,cre_6,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,115.24608026568953,,5.19,,13.661999999999999,,16.494,0.094821703,0.2149,0.2041,-0.342,9.695999999999998,no,,,30.156
Eucalyptus crebra,individual,cre_6,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,122.77200782818574,,7.108,,14.227999999999998,,21.758999999999997,0.12986371260033908,0.307,0.2893,-0.37,10.663,no,,,35.986999999999995
Eucalyptus crebra,individual,cre_6,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,124.43052589803214,,15.145,,13.944999999999999,,26.523000000000003,0.2767003274243297,0.623,0.621,-0.11,9.08,no,,,40.468
Eucalyptus crebra,individual,cre_6,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,128.24708137213076,,13.381,,13.953,,24.724000000000007,0.24447191028490958,0.559,0.558,-0.16,8.821000000000002,no,,,38.67700000000001
Eucalyptus crebra,individual,cre_6,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,127.32504870849198,,11.798,,15.211000000000002,,21.558999999999994,,0.21555037721705128,0.504,0.49,-0.57,10.646,yes,20.541999999999998,1.8659999999999997,36.769999999999996
Eucalyptus crebra,individual,cre_6,19,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,125.54587005687038,,13.881,,14.678,,26.773999999999997,0.2536069491566273,0.579,0.572,-0.2,10.68,no,,,41.452
Eucalyptus crebra,individual,cre_6,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,138.3869591897763,,13.294,,14.736999999999998,,30.73,,0.24288241352123072,0.595,0.579,-1.29,10.672,yes,26.241000000000003,1.698999999999998,45.467
Eucalyptus crebra,individual,cre_6,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,119.7056956609654,,11.111,,13.787,,22.891,,0.20299883380731115,0.473,0.446,-2.65,9.354999999999999,yes,19.717999999999996,1.4329999999999998,36.678
Eucalyptus crebra,individual,cre_6,32,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,128.1827580709858,,9.259,,15.145,,20.258999999999997,0.16916264982646873,0.392,0.386,-0.21,9.48,no,,,35.403999999999996
Eucalyptus crebra,individual,cre_6,33,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,133.2056743172458,,14.669,,14.544,,25.358,0.2680037704184544,0.64,0.625,-1.25,10.154,no,,,39.902
Eucalyptus crebra,individual,cre_6,34,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,139.58369564061348,,12.428,,13.852999999999998,,28.448999999999995,0.22706052619541564,0.568,0.544,-1.15,9.18,no,,,42.30199999999999
Eucalyptus crebra,individual,cre_6,35,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,127.54595468407473,,10.656,,13.710999999999999,,28.365000000000002,0.19468594843404802,0.457,0.443,-1,10.012999999999998,no,,,42.076
Eucalyptus crebra,individual,cre_6,36,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,115.78001600044455,,9.639,,14.511000000000003,,18.793,0.17610527936897416,0.395,0.38,-1.73,10.046,no,,,33.304
Eucalyptus crebra,individual,cre_7,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,157.39566630341116,,12.695,,18.352000000000004,,25.981999999999992,0.2319386369529129,0.603,0.597,-0.23,11.313,no,,,44.333999999999996
Eucalyptus crebra,individual,cre_7,12,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,151.0415733995724,,9.07,,16.043999999999997,,26.465000000000003,0.16570960513295943,0.422,0.416,-0.21,10.488000000000001,no,,,42.509
Eucalyptus crebra,individual,cre_7,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,145.25149791073338,,10.891,,16.610000000000003,,26.73999999999999,0.19897941670375535,0.5,0.488,-0.4,11.645,no,,,43.349999999999994
Eucalyptus crebra,individual,cre_7,14,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,142.68625441117982,,8.638,,17.477,,21.724999999999998,,0.1578169315477953,0.39,0.383,-0.6,10.279,yes,24.774,1.7659999999999982,39.202
Eucalyptus crebra,individual,cre_7,15,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,153.36667058577416,,9.246,,16.844,,23.790999999999997,,0.16892513881580407,0.439,0.428,-0.73,11.578999999999999,yes,19.61,2.466000000000001,40.635
Eucalyptus crebra,individual,cre_7,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,128.4614695781706,,9.08,,15.744,,22.159,0.16589230591039378,0.408,0.379,-1.53,10.213000000000001,no,,,37.903
Eucalyptus crebra,individual,cre_7,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,142.50209592178413,,8.306,,16.619,,23.716,,0.15175126573697473,0.39,0.368,-2.34,11.279000000000002,yes,23.308,1.3999999999999986,40.335
Eucalyptus crebra,individual,cre_7,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,135.74923445336222,,9.194,,15.052999999999997,,25.766000000000005,0.16797509477314543,0.424,0.396,-2.03,9.355,no,,,40.819
Eucalyptus crebra,individual,cre_7,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,89.27703246408537,,8.068,,12.354,,26.897999999999996,0.1474029872340371,0.367,0.279,-5.2,7.088999999999999,no,,,39.251999999999995
Eucalyptus crebra,individual,cre_7,22,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,90.9001147,,7.598,,12.287,,28.622,0.13881605069462244,0.332,0.265,-4.6,7.688000000000001,no,,,40.909
Eucalyptus crebra,individual,cre_7,23,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,111.63746067965559,,7.888,,13.153,,22.950000000000003,,0.14411437324021872,0.397,0.305,-5.3,8.622000000000002,yes,17.718000000000004,1.1329999999999991,36.103
Eucalyptus crebra,individual,cre_8,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,36.41054156971348,,16.09,,8.639000000000001,,22.191999999999993,0.2939655508918762,0.49,0.401,-4,5.507,no,,,30.830999999999996
Eucalyptus crebra,individual,cre_8,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,34.796640311182955,,12.75,,6.981000000000002,,16.194000000000003,0.2329434912288018,0.4,0.314,-4.4,4.449000000000005,no,,,23.175000000000004
Eucalyptus crebra,individual,cre_4,1,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,22.28599286667614,,12.085,,6.795000000000002,,19.259999999999998,,0.22079388952941728,,0.27,,2.998000000000001,yes,9.228000000000002,1.2989999999999995,26.055
Eucalyptus crebra,individual,cre_4,2,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,30.29423995047052,,10.208,,7.1640000000000015,,18.785,0.18650095360498894,,0.243,,2.899000000000001,no,,,25.949
Eucalyptus crebra,individual,cre_4,3,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,32.67366034354529,,12.789,,6.963000000000001,,21.692,,0.2336560242607958,,0.31,,2.530999999999999,yes,7.995999999999999,0.7660000000000018,28.655
Eucalyptus crebra,individual,cre_4,4,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,21.319751568499246,,9.745,,7.064,,19.185000000000002,,0.1780419076097783,,0.216,,2.7330000000000005,yes,9.488,1.5,26.249000000000002
Eucalyptus crebra,individual,cre_4,5,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,11.686205304106807,,13.575,,6.697000000000001,,16.593999999999994,,0.24801630536713604,,0.277,,2.4320000000000004,yes,8.996999999999998,1.0990000000000002,23.290999999999997
Eucalyptus fibrosa,individual,fib_2,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,124.98395551753711,,40.282,,18.123999999999995,,64.211,0.8800627562287047,,1.98,-0.81,9.527,no,,,82.335
Eucalyptus fibrosa,individual,fib_2,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,106.69465260154442,,43.182,,18.425,,48.983000000000004,,0.9434206330238799,,1.95,-1.65,10.828,yes,23.523999999999997,8.330000000000005,67.408
Eucalyptus fibrosa,individual,fib_2,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,108.23766993376908,,41.763,,16.826,,53.41400000000001,,0.9124189684816889,,1.9,-0.71,11.328,yes,34.053,1.733000000000004,70.24000000000001
Eucalyptus fibrosa,individual,fib_3,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,24.191,,60.777,,2.7454,2.7454,-0.06,13.261,no,,,84.968
Eucalyptus fibrosa,individual,fib_3,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,129.17719534508558,,47.422,,20.825999999999997,,27.69000000000001,,1.0360542184071702,2.3756,2.3744,-0.07,13.229,yes,20.825999999999997,2.932000000000002,48.516000000000005
Eucalyptus fibrosa,individual,fib_3,4,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,134.75830313637078,,31.344,,19.358999999999998,,48.147999999999996,,0.6847894104372305,1.6124,1.6076,-0.05,13.227,yes,19.693,5.696999999999996,67.50699999999999
Eucalyptus fibrosa,individual,fib_3,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,125.36181556321341,,42.475,,18.727000000000004,,38.453,,0.9279744196120906,2.0988,2.0913,-0.07,11.53,yes,18.727000000000004,7.564,57.18000000000001
Eucalyptus fibrosa,individual,fib_3,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,123.38100553906473,,37.268,,18.593,,52.614000000000004,0.8142142594491676,1.8286,1.8188,-0.08,12.161999999999999,no,,,71.20700000000001
Eucalyptus fibrosa,individual,fib_3,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,137.9926301625428,,41.292,,21.560000000000002,,61.91,0.9021287753884036,2.1613,2.147,-0.09,12.397000000000002,no,,,83.47
Eucalyptus fibrosa,individual,fib_3,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,192.64200692300028,,46.896,,27.39,,63.709999999999994,,1.0245624104091489,3.025,2.9983,-0.21,17.760000000000005,yes,34.188,7.6640000000000015,91.1
Eucalyptus fibrosa,individual,fib_3,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,178.82220613958737,,54.444,,24.724000000000004,,81.204,,1.189467670426384,3.3719,3.3165,-0.22,16.961,yes,27.423000000000002,23.125,105.928
Eucalyptus fibrosa,individual,fib_3,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,122.10560810448794,,44.192,,17.694,,60.509,,0.9654866521835788,2.1847,2.1444,-0.45,12.829,yes,18.459999999999997,6.398000000000003,78.203
Eucalyptus fibrosa,individual,fib_3,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,126.60967254732873,,38.567,,19.993000000000002,,68.608,0.8425942187446614,2.0384,1.9094,-2.68,11.296000000000001,no,,,88.601
Eucalyptus fibrosa,individual,fib_3,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,125.21592192291813,,39.643,,20.195,,55.20799999999999,,0.8661021757900437,2.1228,1.9506,-2.76,11.433000000000002,yes,21.095,5.332000000000001,75.40299999999999
Eucalyptus fibrosa,individual,fib_3,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,126.28490892232269,,37.613,,18.858999999999998,,46.35000000000001,,0.8217516620334211,1.8808,1.8595,-1.56,11.594999999999999,yes,19.625000000000004,8.128999999999998,65.209
Eucalyptus fibrosa,individual,fib_3,19,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,119.65031314453695,,34.571,,20.258000000000003,,69.31,0.7552914340296546,1.7608,1.659,-1.98,11.827999999999998,no,,,89.568
Eucalyptus fibrosa,individual,fib_3,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,103.09736927792221,,40.066,,16.343999999999998,,59.08700000000002,0.8753436867846504,2.0767,1.7778,-4.1,10.387999999999998,no,,,75.43100000000001
Eucalyptus fibrosa,individual,fib_6,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,16.860999999999997,,64.44200000000001,,,,-0.18,11.395999999999997,no,,,81.303
Eucalyptus fibrosa,individual,fib_6,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,18.060999999999996,,39.05200000000001,,,0.8011,-0.12,10.73,no,,,57.113
Eucalyptus fibrosa,individual,fib_6,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,16.061000000000003,,45.216999999999985,,,1.262,-0.17,10.297,no,,,61.27799999999999
Eucalyptus fibrosa,individual,fib_6,4,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,20.659000000000002,,41.685,,,1.1655,-0.19,13.428,no,,,62.34400000000001
Eucalyptus fibrosa,individual,fib_6,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,17.259999999999998,,37.019999999999996,,,0.9078,-0.17,11.961999999999996,no,,,54.279999999999994
Eucalyptus fibrosa,individual,fib_6,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,16.761,,41.250000000000014,,,0.8344,-0.27,11.962999999999997,no,,,58.01100000000001
Eucalyptus fibrosa,individual,fib_6,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,19.526000000000003,,35.42,,,1.2214,-0.24,12.895000000000003,no,,,54.946000000000005
Eucalyptus fibrosa,individual,fib_6,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,17.726999999999997,,35.886,,,0.8616,-0.27,11.195999999999998,no,,,53.613
Eucalyptus fibrosa,individual,fib_6,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,20.659,,28.955999999999996,,,1.2266,-0.45,12.729,no,,,49.614999999999995
Eucalyptus fibrosa,individual,fib_6,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,19.493000000000002,,47.848000000000006,,,1.751,-0.28,12.495000000000005,no,,,67.34100000000001
Eucalyptus fibrosa,individual,fib_6,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,19.159999999999997,,43.95100000000001,,,1.249,-0.1,12.229,no,,,63.111000000000004
Eucalyptus fibrosa,individual,fib_6,12,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,18.692999999999998,,,,,1.253,-0.2,10.796,no,,,
Eucalyptus fibrosa,individual,fib_6,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,17.793000000000006,,,,,0.872,-0.23,11.595000000000006,no,,,
Eucalyptus fibrosa,individual,fib_6,14,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,19.659,,43.31700000000001,,,1.051,-0.75,12.561999999999998,no,,,62.976000000000006
Eucalyptus fibrosa,individual,fib_6,15,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,18.759,,42.118,,,1.214,-0.83,13.294000000000004,no,,,60.877
Eucalyptus fibrosa,individual,fib_6,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,18.397,,,,,0.95,-0.86,12.232999999999997,no,,,
Eucalyptus fibrosa,individual,fib_6,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,,,,,,1.108,-0.5,,no,,,
Eucalyptus fibrosa,individual,fib_6,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,19.026000000000003,,,,,1.097,-1.69,12.994999999999997,no,,,
Eucalyptus fibrosa,individual,fib_6,19,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,15.395,,,,,0.726,,10.663,no,,,
Eucalyptus fibrosa,individual,fib_6,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,17.627000000000002,,50.38099999999999,,,1.185,-2.1,11.296,no,,,68.008
Eucalyptus fibrosa,individual,fib_6,25,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,118.56265105712956,,22.339,,17.669,,54.620999999999995,0.4880522792163506,1.0982,1.0667,-0.97,11.738,no,,,72.28999999999999
Eucalyptus fibrosa,individual,fib_6,26,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,107.17091600644018,,21.031,,16.302999999999997,,46.732000000000006,0.45947569202735433,1.014,0.9519,-3.07,10.772,no,,,63.035000000000004
Eucalyptus fibrosa,individual,fib_6,29,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,114.10488105647099,,26.184,,14.511,,55.938,0.5720560848292638,1.2979,1.2248,-2.5,9.539000000000001,no,,,70.449
Eucalyptus fibrosa,individual,fib_7,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,139.77977837630297,,41.576,,17.126,,66.10999999999999,0.9083334778055863,,2.178,-0.98,9.995000000000001,no,,,83.23599999999999
Eucalyptus fibrosa,individual,fib_7,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,137.8694983274515,,45.412,,18.69,,74.874,0.9921406555249972,,2.36,-0.902,11.693000000000001,no,,,93.564
Eucalyptus fibrosa,individual,fib_10,1b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,131.79242597851902,,34.636,,21.326,,43.61599999999999,0.7567115243716156,,1.754,-1.2,11.796,no,,,64.942
Eucalyptus fibrosa,individual,fib_10,2b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,105.64093925596649,,34.411,,18.159,,49.382,0.7517958270340589,,1.546,-0.734,11.229,no,,,67.541
Eucalyptus fibrosa,individual,fib_10,3a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,118.20049350726684,,25.445,,17.026,,39.584999999999994,,0.5559107500183554,1.2431,1.213,-0.378,11.261,yes,18.558000000000003,5.831999999999994,56.61099999999999
Eucalyptus fibrosa,individual,fib_10,3b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,119.57281125786385,,32.853,,18.892000000000003,,56.34499999999999,0.7177573539144441,1.626,1.576,-0.55,11.327000000000002,no,,,75.237
Eucalyptus fibrosa,individual,fib_10,4,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,123.52793177153292,,22.668,,17.792,,46.217,,0.4952401211010446,1.1306,1.107,-0.575,10.795,yes,20.891,5.464999999999996,64.009
Eucalyptus fibrosa,individual,fib_10,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,113.45389960320733,,29.163,,17.626,,42.849999999999994,,0.6371399175785144,1.384,1.36,-0.412,11.294999999999998,yes,22.257,4.399000000000001,60.476
Eucalyptus fibrosa,individual,fib_10,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,114.51392540963128,,33.073,,20.055999999999997,,49.55,,0.7225638135333884,1.5731,1.55,-0.357,11.260000000000002,yes,23.621000000000002,3.933,69.606
Eucalyptus fibrosa,individual,fib_10,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,127.12844984313345,,23.941,,18.058,,24.759,,0.5230520442597542,1.194,1.188,-0.113,11.094000000000001,yes,21.090000000000003,4.5319999999999965,42.817
Eucalyptus fibrosa,individual,fib_10,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,118.02458602579091,,27.271,,19.258999999999997,,53.614000000000004,0.5958043648555932,1.299,1.299,-0.047,12.428,no,,,72.873
Eucalyptus fibrosa,individual,fib_10,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,99.11644318548431,,40.205,,16.625,,71.57300000000001,0.8783804953620742,2.01,1.749,-3.65,8.928,no,,,88.19800000000001
Eucalyptus fibrosa,individual,fib_10,14,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,88.36419114090633,,36.012,,14.692999999999998,,,0.7867737445337399,1.782,1.482,-4.17,8.561,no,,,
Eucalyptus fibrosa,individual,fib_10,15,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,96.27069387815266,,36.357,,16.226,,,,0.7943111471179936,1.7955,1.559,-3.93,10.127999999999998,yes,19.823999999999998,5.231999999999999,
Eucalyptus fibrosa,individual,fib_10,16a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,93.86914375246893,,33.927,,16.659000000000002,,45.583,,0.7412216158723813,1.681,1.437,-3.95,9.363,yes,16.659000000000002,5.898,62.242000000000004
Eucalyptus fibrosa,individual,fib_10,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,115.15507544027707,,37.71,,17.424000000000003,,63.443,0.8238708737745021,1.8754,1.7726,-3.04,11.059000000000001,no,,,80.867
Eucalyptus fibrosa,individual,fib_10,23,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,121.1027323160807,,37.327,,19.026,,73.073,0.8155032645287944,1.9278,1.8031,-3.36,8.855,no,,,92.09899999999999
Eucalyptus fibrosa,individual,fib_10,16b,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,79.90059113,,34.246,,16.259,,52.38300000000001,0.7481909823198515,,1.346,,8.495000000000001,no,,,68.64200000000001
Eucalyptus fibrosa,individual,fib_10,17,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,77.07388956158152,,35.594,,13.591999999999999,,47.449,0.7776414712577466,,1.377,,7.129999999999999,no,,,61.041
Eucalyptus fibrosa,individual,fib_10,18,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,78.18156060635692,,36.092,,16.758,,43.554,0.7885215480315387,,1.405,,8.794999999999998,no,,,60.312000000000005
Eucalyptus fibrosa,individual,fib_10,19,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,79.15018747400056,,36.229,,14.692999999999998,,56.015,0.7915146615215177,,1.418,,8.094999999999999,no,,,70.708
Eucalyptus fibrosa,individual,fib_10,20,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,89.81511479,,38.124,,15.959,,57.446,0.8329157568756064,,1.581,,9.261999999999997,no,,,73.405
Eucalyptus moluccana,individual,mol_2,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,121.82069380246628,,79.797,,16.892999999999997,,54.547,1.533671156501529,,3.402,-2.35,11.029,no,,,71.44
Eucalyptus moluccana,individual,mol_2,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,141.0558476,,81.869,,18.926,,62.275999999999996,1.5734942906578404,,3.793,-1.463,11.561999999999998,no,,,81.202
Eucalyptus moluccana,individual,mol_2,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,134.28532913054593,,91.186,,18.125,,46.303,1.7525638567458481,,4.106,-2.5,11.294000000000004,no,,,64.428
Eucalyptus moluccana,individual,mol_6,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,156.57274507178457,,45.303,,20.425,,62.57600000000001,0.8707082271637877,,2.234,-2.88,11.393999999999998,no,,,83.001
Eucalyptus moluccana,individual,mol_6,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,180.4866609153895,,47.933,,23.058,,52.71200000000001,0.9212559312328508,,2.584,-2.75,13.194999999999999,no,,,75.77000000000001
Eucalyptus moluccana,individual,mol_6,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,170.22623231972673,,45.209,,20.891,,58.946000000000005,0.868901579,,2.348,-2.45,13.227000000000002,no,,,79.837
Eucalyptus moluccana,individual,mol_8,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,141.61489274754376,,121.195,,19.126,,73.87299999999999,2.3293266139353963,5.877,5.628,-2.083,10.963000000000001,no,,,92.999
Eucalyptus moluccana,individual,mol_8,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,141.03927762806558,,85.242,,14.827999999999996,,43.48400000000001,1.6383222016178973,4.023,3.949,-1.47,9.996000000000002,no,,,58.312000000000005
Eucalyptus moluccana,individual,mol_8,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,134.83123298113094,,55.546,,17.791999999999998,,52.64699999999999,1.0675751978023476,2.558,2.507,-1.52,11.061999999999998,no,,,70.439
Eucalyptus moluccana,individual,mol_8,4,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,135.40982452860044,,60.294,,17.993,,53.313,1.158830140357447,2.815,2.728,-1.396,11.562000000000001,no,,,71.306
Eucalyptus moluccana,individual,mol_8,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,150.80646742985385,,93.187,,16.894000000000002,,73.24,1.791022395088888,4.495,4.492,-0.02,11.363000000000003,no,,,90.134
Eucalyptus moluccana,individual,mol_8,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,141.86084365681643,,76.369,,19.259999999999998,,58.546000000000014,1.4677861642776706,3.569,3.55,-0.132,9.363,no,,,77.80600000000001
Eucalyptus moluccana,individual,mol_8,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,140.8481592816264,,94.102,,18.527,,63.278000000000006,1.808608383,4.377,4.356,-0.273,12.995000000000001,no,,,81.805
Eucalyptus moluccana,individual,mol_8,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,148.99536291903482,,99.653,,20.426,,85.601,1.915296712393284,4.842,4.769,-0.52,12.462,no,,,106.027
Eucalyptus moluccana,individual,mol_8,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,134.91338672663642,,59.912,,19.758999999999997,,42.117999999999995,1.1514882304888607,2.804,2.705,-1.6,12.361999999999998,no,,,61.876999999999995
Eucalyptus moluccana,individual,mol_9,2,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,136.30253343938466,,96.881,,18.559999999999995,,56.711999999999996,1.8620198166976785,4.476,4.4,-0.208,11.495999999999995,no,,,75.27199999999999
Eucalyptus moluccana,individual,mol_9,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,143.90727325292153,,59.58,,20.662000000000003,,41.88499999999999,1.1451073035873667,2.894,2.793,-0.892,13.764,no,,,62.547
