date_time,collector,longitude (deg),latitude (deg),elevation (m),locality
2008-03-05T06:11:52Z,L.J. Pollock,142.3952,-37.1773,260,GPAD2
2008-03-05T06:32:49Z,L.J. Pollock,142.3949,-37.1776,224,GPAD3
2008-03-06T00:00:34Z,L.J. Pollock,142.3818,-36.8925,388,GMTHOL1
2008-03-06T00:23:52Z,L.J. Pollock,142.3829,-36.8918,336,GMTHOL2
NA,L.J. Pollock,142.3829,-36.8918,320,GMTHOL3
2008-03-06T01:54:47Z,L.J. Pollock,142.3831,-36.891,296,GMTHOL4
2008-03-06T02:39:59Z,L.J. Pollock,142.3831,-36.8898,264,GMTHOL5
2008-05-04T23:41:32Z,L.J. Pollock,142.4833,-37.3001,314,GHEN1
2008-05-05T00:01:12Z,L.J. Pollock,142.4829,-37.3,305,GHEN2
2008-05-05T00:14:50Z,L.J. Pollock,142.4824,-37.2997,299,GHEN3
2008-05-05T00:39:03Z,L.J. Pollock,142.4817,-37.2996,297,GHEN4
2008-05-05T01:38:55Z,L.J. Pollock,142.4936,-37.2802,297,GHEN5
2008-05-05T01:59:55Z,L.J. Pollock,142.4943,-37.2802,305,GHEN6
2008-05-05T02:21:09Z,L.J. Pollock,142.4931,-37.2802,295,GHEN7
2008-05-05T02:35:39Z,L.J. Pollock,142.4926,-37.2801,297,GHEN8
2008-05-05T04:19:22Z,L.J. Pollock,142.5012,-37.2737,639,GHAM1
2008-05-05T04:59:24Z,L.J. Pollock,142.5006,-37.2738,617,GHAM2
2008-05-05T05:07:53Z,L.J. Pollock,142.5001,-37.2738,590,GHAM3
2008-05-05T05:29:52Z,L.J. Pollock,142.4991,-37.2737,546,GHAM4
2008-05-05T05:41:17Z,L.J. Pollock,142.498,-37.2739,499,GHAM5
2008-05-05T05:58:42Z,L.J. Pollock,142.497,-37.2738,449,GHAM6
2008-05-05T06:24:42Z,L.J. Pollock,142.4954,-37.2739,382,GHAM7
2008-05-05T06:45:49Z,L.J. Pollock,142.4944,-37.2739,353,GHAM8
2008-05-05T23:18:25Z,L.J. Pollock,142.4145,-37.1846,265,GMOR1
2008-05-05T23:41:43Z,L.J. Pollock,142.4142,-37.184,268,GMOR2
2008-05-06T00:04:33Z,L.J. Pollock,142.414,-37.1835,266,GMOR3
2008-05-06T00:27:36Z,L.J. Pollock,142.4141,-37.1829,270,GMOR4
2008-05-06T01:13:44Z,L.J. Pollock,142.4138,-37.1823,260,GMOR5
2008-05-06T02:06:07Z,L.J. Pollock,142.4132,-37.1817,262,GMOR6
2008-05-06T02:30:42Z,L.J. Pollock,142.4127,-37.1814,261,GMOR7
2008-05-06T02:53:19Z,L.J. Pollock,142.4127,-37.1812,250,GMOR8R
2008-05-06T03:15:37Z,L.J. Pollock,142.4125,-37.1803,246,GMOR9
2008-05-06T03:34:53Z,L.J. Pollock,142.4122,-37.1798,252,GMOR10
2008-05-06T04:50:32Z,L.J. Pollock,142.4276,-37.2089,206,GNLS1
2008-05-06T05:05:45Z,L.J. Pollock,142.4266,-37.2094,249,GNLS2
2008-05-06T05:32:14Z,L.J. Pollock,142.4267,-37.2097,218,GNLS3
2008-05-06T06:13:55Z,L.J. Pollock,142.4261,-37.2092,245,GNLS4
2008-05-06T06:22:12Z,L.J. Pollock,142.4246,-37.2089,253,GNLS5
2008-05-06T06:36:43Z,L.J. Pollock,142.4241,-37.2089,240,GNLS6
2008-05-06T06:42:51Z,L.J. Pollock,142.4237,-37.209,247,GNLS7
2008-05-06T06:51:21Z,L.J. Pollock,142.4232,-37.2086,239,GNLS8
2008-05-06T23:58:52Z,L.J. Pollock,142.4237,-37.2572,216,GVVG1
2008-05-07T00:05:44Z,L.J. Pollock,142.4231,-37.2574,233,GVVG2
2008-05-07T00:19:36Z,L.J. Pollock,142.4223,-37.2581,230,VVG3
2008-05-07T00:35:44Z,L.J. Pollock,142.4211,-37.2586,228,VVG4
2008-05-07T00:54:23Z,L.J. Pollock,142.4205,-37.259,229,GVV5
2008-05-07T01:03:54Z,L.J. Pollock,142.4197,-37.2592,230,GVVG6
2008-05-07T01:16:03Z,L.J. Pollock,142.4186,-37.2591,228,GVVG7
2008-05-07T02:26:48Z,L.J. Pollock,142.4607,-37.2531,259,GHOR1
2008-05-07T02:41:38Z,L.J. Pollock,142.4604,-37.2533,254,GHOR2
NA,L.J. Pollock,142.4604,-37.2533,249,GHOR3
2008-05-07T03:22:46Z,L.J. Pollock,142.4593,-37.2536,246,GHOR4
2008-05-07T04:05:25Z,L.J. Pollock,142.46190000000001,-37.2536,241,GHOR5
2008-05-07T04:21:21Z,L.J. Pollock,142.46190000000001,-37.254,256,GHOR6
2008-05-07T04:32:34Z,L.J. Pollock,142.462,-37.2543,250,GHOR7
2008-05-07T04:47:40Z,L.J. Pollock,142.4621,-37.2547,242,GHOR8
2008-05-07T04:59:25Z,L.J. Pollock,142.4624,-37.2537,250,GHOR9
2008-05-07T05:11:57Z,L.J. Pollock,142.4627,-37.2535,250,GHOR10
2008-05-07T05:25:30Z,L.J. Pollock,142.4632,-37.2537,252,GHOR11
2008-05-07T05:45:16Z,L.J. Pollock,142.4637,-37.2536,264,GHOR12
2008-05-07T23:51:26Z,L.J. Pollock,142.5191,-37.3285,369,GMNT1
2008-05-08T00:05:17Z,L.J. Pollock,142.5195,-37.3286,379,GMNT2
2008-05-08T00:14:47Z,L.J. Pollock,142.5199,-37.3288,376,GMNT3
2008-05-08T00:18:15Z,L.J. Pollock,142.5204,-37.329,379,GMNT4
2008-05-08T00:29:37Z,L.J. Pollock,142.5208,-37.3292,372,GMNT5
2008-05-08T00:40:54Z,L.J. Pollock,142.5213,-37.3293,375,GMNT6
2008-05-08T00:55:57Z,L.J. Pollock,142.5216,-37.3296,383,GMNT7
2008-05-08T01:04:18Z,L.J. Pollock,142.5219,-37.3298,377,GMNT8
2008-05-08T01:11:03Z,L.J. Pollock,142.5224,-37.3299,382,GMNT9
2008-05-08T01:33:35Z,L.J. Pollock,142.5227,-37.3299,382,GMNT10
2008-05-08T01:52:07Z,L.J. Pollock,142.523,-37.33,387,GMT11
2008-05-08T02:19:42Z,L.J. Pollock,142.5233,-37.3302,387,GMNT12
2008-05-08T02:40:20Z,L.J. Pollock,142.5237,-37.3303,391,GMNT13
2008-05-08T02:57:17Z,L.J. Pollock,142.5242,-37.3304,403,GMNT14
2008-05-08T03:11:35Z,L.J. Pollock,142.5247,-37.3307,393,GMNT15
2008-05-08T04:43:59Z,L.J. Pollock,142.5183,-37.3281,371,GMNT16
2008-05-08T04:56:08Z,L.J. Pollock,142.518,-37.328,364,GMNT17
2008-05-08T05:10:47Z,L.J. Pollock,142.5177,-37.3279,366,GMNT18
NA,L.J. Pollock,142.5177,-37.3279,367,GMNT19
2008-05-08T05:52:15Z,L.J. Pollock,142.5169,-37.3276,370,GMNT20
2008-05-08T06:10:58Z,L.J. Pollock,142.5166,-37.3273,366,GMNT21
NA,L.J. Pollock,142.5166,-37.3273,370,GMNT22
2008-05-08T23:33:22Z,L.J. Pollock,142.5417,-37.1973,350,GRUB1
2008-05-08T23:42:26Z,L.J. Pollock,142.5413,-37.1976,295,GRUB2
2008-05-08T23:54:31Z,L.J. Pollock,142.541,-37.1979,300,GRUB3
NA,L.J. Pollock,142.541,-37.1979,170,GRUB4
2008-05-09T00:26:42Z,L.J. Pollock,142.541,-37.1979,143,GRUB5
2008-06-11T00:58:50Z,L.J. Pollock,142.4257,-36.926,289,GGOR1
2008-06-11T01:44:06Z,L.J. Pollock,142.4263,-36.9261,297,GGOR2
2008-06-11T02:37:16Z,L.J. Pollock,142.4262,-36.9256,289,GGOR3
2008-06-11T03:00:17Z,L.J. Pollock,142.4266,-36.9254,258,GGOR4
2008-06-11T03:25:02Z,L.J. Pollock,142.4272,-36.925,247,GGOR5
2008-06-11T03:42:22Z,L.J. Pollock,142.4277,-36.9246,233,GGOR6
2008-06-11T03:55:00Z,L.J. Pollock,142.4277,-36.9246,207,GGOR7
2008-06-11T06:22:56Z,L.J. Pollock,142.4855,-37.014,431,GROC1
2008-06-11T06:31:36Z,L.J. Pollock,142.4852,-37.0137,417,GROC2
2008-06-11T06:52:08Z,L.J. Pollock,142.4852,-37.0134,398,GROC3
2008-06-11T07:11:00Z,L.J. Pollock,142.4858,-37.0134,379,GROC4
2008-06-11T07:22:30Z,L.J. Pollock,142.4859,-37.0132,357,GROC5
2008-06-11T23:24:28Z,L.J. Pollock,142.4859,-37.0132,272,GENH1
2008-06-11T23:41:17Z,L.J. Pollock,142.4346,-37.2136,260,GENH2
2008-06-11T23:51:10Z,L.J. Pollock,142.4341,-37.2136,258,GENH3
2008-06-12T00:00:39Z,L.J. Pollock,142.4338,-37.2138,251,GENH4
2008-06-12T00:22:35Z,L.J. Pollock,142.4338,-37.2138,260,GENH5
2008-06-12T00:44:05Z,L.J. Pollock,142.4329,-37.214,243,GENH6
2008-06-12T01:08:27Z,L.J. Pollock,142.4321,-37.2145,250,GENH7
2008-06-12T01:24:00Z,L.J. Pollock,142.4315,-37.2149,247,GENH8
2008-06-12T01:40:08Z,L.J. Pollock,142.4311,-37.2154,241,GENH9
2008-06-12T01:51:46Z,L.J. Pollock,142.4308,-37.2161,239,GENH10
2008-06-12T02:05:10Z,L.J. Pollock,142.4306,-37.2164,242,GENH11
2008-06-12T02:23:54Z,L.J. Pollock,142.4307,-37.2173,239,GENH12
2008-06-12T05:16:52Z,L.J. Pollock,142.4053,-37.2319,222,GLEN1
2008-06-12T05:29:38Z,L.J. Pollock,142.4058,-37.232,222,GLEN2
2008-06-12T05:32:16Z,L.J. Pollock,142.4066,-37.2322,225,GLEN3
2008-06-12T05:44:57Z,L.J. Pollock,142.4075,-37.2324,221,GLEN4
2008-06-12T05:58:36Z,L.J. Pollock,142.4083,-37.2324,218,GLEN5
2008-06-12T06:10:00Z,L.J. Pollock,142.4083,-37.2324,218,GLEN6
2008-06-13T01:41:36Z,L.J. Pollock,142.3772,-37.3102,378,GHUM1
2008-06-13T01:54:14Z,L.J. Pollock,142.3766,-37.31,374,GHUM2
2008-06-14T02:00:00Z,L.J. Pollock,142.3766,-37.31,360,GHUM3
2008-06-13T02:22:04Z,L.J. Pollock,142.3756,-37.3096,345,GHUM4
2008-06-13T02:34:24Z,L.J. Pollock,142.375,-37.3096,337,GHUM5
2008-06-13T02:45:00Z,L.J. Pollock,142.375,-37.3096,320,GHUM6
2008-06-13T02:50:00Z,L.J. Pollock,142.375,-37.3096,310,GHUM7
2008-06-13T02:56:36Z,L.J. Pollock,142.3737,-37.3091,303,GHUM8
2008-06-13T03:17:21Z,L.J. Pollock,142.3733,-37.3089,280,GHUM9
2008-06-13T03:49:47Z,L.J. Pollock,142.3724,-37.3087,287,GHUM10
2008-06-13T04:48:02Z,L.J. Pollock,142.3715,-37.3085,261,GHUM11
2008-06-13T05:30:00Z,L.J. Pollock,142.3715,-37.3085,259,GHUM12
2008-06-13T06:08:45Z,L.J. Pollock,142.3709,-37.308,257,GHUM13
2008-06-16T23:38:14Z,L.J. Pollock,142.4164,-37.2045,231,GLSB1
2008-06-17T00:02:57Z,L.J. Pollock,142.4173,-37.2043,223,GLSB2
2008-06-17T00:26:53Z,L.J. Pollock,142.4178,-37.2054,236,GLSB3
2008-06-17T00:43:39Z,L.J. Pollock,142.4179,-37.2058,242,GLSB4
2008-06-17T00:55:58Z,L.J. Pollock,142.4185,-37.2065,253,GLSB5
2008-06-17T03:35:55Z,L.J. Pollock,142.3964,-37.3019,238,GGCR1
2008-06-17T04:00:08Z,L.J. Pollock,142.3967,-37.3016,246,GGCR2
2008-06-17T04:22:18Z,L.J. Pollock,142.3972,-37.301,254,GGCR3
2008-06-17T04:46:34Z,L.J. Pollock,142.3978,-37.3009,257,GGCR4
2008-06-17T05:05:49Z,L.J. Pollock,142.3976,-37.3006,253,GGCR5
2008-06-17T05:29:11Z,L.J. Pollock,142.3977,-37.3002,252,GGCR6
2008-06-17T05:45:52Z,L.J. Pollock,142.3972,-37.2998,247,GGCR7
2008-06-17T06:13:06Z,L.J. Pollock,142.3972,-37.2992,248,GGCR8
2008-06-17T22:43:20Z,L.J. Pollock,142.5445,-37.21,318,GLBD1
2008-06-17T23:01:52Z,L.J. Pollock,142.5438,-37.2098,286,GLBD2
2008-06-17T23:21:30Z,L.J. Pollock,142.5436,-37.2096,308,GLBD3
2008-06-17T23:41:02Z,L.J. Pollock,142.5432,-37.2089,314,GLBD4
2008-06-17T23:59:23Z,L.J. Pollock,142.5425,-37.2086,323,GLBD5
2008-06-18T00:14:45Z,L.J. Pollock,142.5417,-37.2079,356,GLBD6
2008-06-18T00:45:29Z,L.J. Pollock,142.5411,-37.2072,391,GLBD7
2008-06-18T05:30:00Z,L.J. Pollock,142.3304,-37.2931,975,GTHA1
2008-06-19T01:36:13Z,L.J. Pollock,142.3723,-37.17,248,GROS1
2008-06-19T01:54:06Z,L.J. Pollock,142.3715,-37.1701,242,GROS2
2008-06-19T02:10:18Z,L.J. Pollock,142.3709,-37.17,241,GROS3
2008-06-19T02:18:41Z,L.J. Pollock,142.3703,-37.1699,243,GROS4
2008-06-19T02:31:04Z,L.J. Pollock,142.3696,-37.1701,240,GROS5
2008-06-19T22:54:56Z,L.J. Pollock,142.5355,-37.2582,244,GFYA1
2008-06-19T23:11:36Z,L.J. Pollock,142.5347,-37.2577,365,GFYA2
2008-06-19T23:31:02Z,L.J. Pollock,142.5341,-37.2578,396,GFYA3
2008-06-19T23:52:11Z,L.J. Pollock,142.5337,-37.2578,413,GFYA4
2008-06-20T00:07:18Z,L.J. Pollock,142.5334,-37.2583,408,GFYA5
2008-06-20T00:25:15Z,L.J. Pollock,142.5326,-37.2587,409,GFYA6
2008-07-08T00:36:46Z,L.J. Pollock,142.3688,-36.8855,393,GZER1
2008-07-08T01:01:24Z,L.J. Pollock,142.369,-36.8852,380,GZER2
2008-07-08T01:21:10Z,L.J. Pollock,142.3695,-36.8846,372,GZER3
2008-07-08T01:38:20Z,L.J. Pollock,142.3701,-36.8845,353,GZER4
2008-07-08T01:52:14Z,L.J. Pollock,142.3708,-36.8847,338,GZER5
2008-07-08T02:04:38Z,L.J. Pollock,142.3716,-36.8848,317,GZER6
2008-07-08T02:28:40Z,L.J. Pollock,142.3722,-36.8852,319,GZER7
2008-07-08T02:40:50Z,L.J. Pollock,142.3726,-36.8858,302,GZER8
2008-07-08T02:57:54Z,L.J. Pollock,142.3731,-36.8864,298,GZER9
2008-07-08T03:09:30Z,L.J. Pollock,142.373,-36.8872,272,GZER10
2008-07-08T03:27:25Z,L.J. Pollock,142.3734,-36.8883,262,GZER11
2008-07-08T03:41:17Z,L.J. Pollock,142.3729,-36.8892,254,GZER12
2008-07-08T23:58:40Z,L.J. Pollock,142.5022,-37.3475,412,GTIP1
2008-07-09T00:22:16Z,L.J. Pollock,142.5003,-37.3473,410,GTIP2
2008-07-09T00:30:40Z,L.J. Pollock,142.5004,-37.3474,390,GTIP3
2008-07-09T00:45:13Z,L.J. Pollock,142.5008,-37.3473,370,GTIP4
2008-07-09T01:02:38Z,L.J. Pollock,142.5013,-37.3472,370,GTIP5
2008-07-09T01:17:54Z,L.J. Pollock,142.5016,-37.3471,368,GTIP6
2008-07-09T01:36:26Z,L.J. Pollock,142.5017,-37.3471,352,GTIP7
2008-07-09T01:47:04Z,L.J. Pollock,142.5019,-37.3471,341,GTIP8
2008-07-09T01:59:25Z,L.J. Pollock,142.5023,-37.347,322,GTIP9
2008-07-09T02:13:03Z,L.J. Pollock,142.5026,-37.3469,329,GTIP10
2008-07-09T02:27:27Z,L.J. Pollock,142.5031,-37.3468,328,GTIP11
2008-07-09T02:43:05Z,L.J. Pollock,142.5035,-37.3467,331,GTIP12
2008-07-09T02:55:00Z,L.J. Pollock,142.504,-37.3465,332,GTIP13
2008-07-09T03:09:39Z,L.J. Pollock,142.5045,-37.3466,333,GTIP14
2008-07-09T05:49:47Z,L.J. Pollock,142.5288,-37.3003,414,GABC1
2008-07-09T06:04:14Z,L.J. Pollock,142.5284,-37.3006,406,GABC2
2008-07-09T06:17:44Z,L.J. Pollock,142.5283,-37.301,409,GABC3
2008-07-09T06:32:35Z,L.J. Pollock,142.5277,-37.3013,408,GABC4
2008-12-09T23:20:42Z,L.J. Pollock,142.3295,-37.2916,916,THAK2
2008-12-09T23:37:02Z,L.J. Pollock,142.3296,-37.2914,912,THAK3
2008-12-09T23:52:26Z,L.J. Pollock,142.3297,-37.291,903,THAK4
2008-12-10T00:07:37Z,L.J. Pollock,142.3295,-37.2911,892,THAK5
NA,L.J. Pollock,142.3295,-37.2911,0,THAK6
NA,L.J. Pollock,142.3295,-37.2911,0,THAK7
2008-12-10T01:00:32Z,L.J. Pollock,142.3336,-37.2938,944,THAK8
2008-12-10T05:16:27Z,L.J. Pollock,142.3038,-37.3091,867,FORT1A
2008-12-10T05:36:39Z,L.J. Pollock,142.3035,-37.3086,858,FORT2
2008-12-10T05:45:56Z,L.J. Pollock,142.3032,-37.3083,855,FORT3
NA,L.J. Pollock,142.3032,-37.3083,0,STAP1
2008-12-12T00:10:38Z,L.J. Pollock,142.3883,-36.8983,0,STAP2
2008-12-12T00:30:41Z,L.J. Pollock,142.388,-36.8988,0,STAP3
2008-12-12T00:57:51Z,L.J. Pollock,142.388,-36.8996,457,STAP4
2008-12-12T01:05:20Z,L.J. Pollock,142.3872,-36.9001,457,STAP5
NA,L.J. Pollock,142.3872,-36.9001,0,STAP6
2008-12-12T01:51:53Z,L.J. Pollock,142.3863,-36.9007,434,STAP7
2008-12-12T02:03:22Z,L.J. Pollock,142.3862,-36.9,432,STAP8
2008-12-12T02:14:43Z,L.J. Pollock,142.3855,-36.8998,414,STAP9
2008-12-12T02:29:28Z,L.J. Pollock,142.3853,-36.8991,402,STAP10
2008-12-12T02:44:29Z,L.J. Pollock,142.3854,-36.8976,347,STAP11
2008-12-12T03:19:38Z,L.J. Pollock,142.3837,-36.8953,293,STAP12
NA,L.J. Pollock,142.3837,-36.8953,0,STAP13
NA,L.J. Pollock,142.3837,-36.8953,0,STAP14
2008-12-12T04:01:53Z,L.J. Pollock,142.3827,-36.8946,300,STAP15
2008-12-12T06:21:52Z,L.J. Pollock,142.4123,-36.9254,361,COPR1
2008-12-12T06:55:16Z,L.J. Pollock,142.4115,-36.9259,346,COPR2
2008-12-12T07:05:04Z,L.J. Pollock,142.4112,-36.9264,350,COPR3
2008-12-12T07:25:14Z,L.J. Pollock,142.4109,-36.9261,348,COPR4
2008-12-12T07:45:26Z,L.J. Pollock,142.41,-36.9262,349,COPR5
2009-02-22T22:12:25Z,L.J. Pollock,142.4739,-37.1999,711,TOWERHL
2009-02-22T22:50:44Z,L.J. Pollock,142.478,-37.2005,664,TOWER2
2009-02-23T00:30:28Z,L.J. Pollock,142.4772,-37.1868,756,GCHINA1
2009-02-23T00:45:56Z,L.J. Pollock,142.4757,-37.187,738,GCHINA2
2009-02-23T01:04:57Z,L.J. Pollock,142.4751,-37.1871,736,GCHINA3
2009-02-23T01:13:40Z,L.J. Pollock,142.4749,-37.1867,736,GCHINA4
2009-02-23T01:49:32Z,L.J. Pollock,142.4779,-37.1861,722,GCHINA5
2009-03-16T04:54:05Z,L.J. Pollock,142.5045,-37.1956,966,ROS2
2009-03-16T05:11:28Z,L.J. Pollock,142.5037,-37.1934,932,ROS3
2009-03-16T05:27:05Z,L.J. Pollock,142.5038,-37.1925,925,ROS5
2009-03-16T06:11:51Z,L.J. Pollock,142.4981,-37.1882,818,ROS8
2009-03-16T07:16:20Z,L.J. Pollock,142.4895,-37.1851,704,ROS10
2008-12-08T23:32:19Z,L.J. Pollock,142.3598,-37.5901,126,A1
2008-12-08T23:48:08Z,L.J. Pollock,142.3599,-37.5903,451,A2
2008-12-09T00:01:47Z,L.J. Pollock,142.3595,-37.5897,0,A3
2008-12-09T00:20:13Z,L.J. Pollock,142.3592,-37.5888,0,A4
2008-12-09T00:26:29Z,L.J. Pollock,142.3592,-37.5888,0,A5
NA,L.J. Pollock,142.3592,-37.5888,0,B1
2008-12-09T01:21:55Z,L.J. Pollock,142.3651,-37.5668,403,B2
2008-12-09T01:25:51Z,L.J. Pollock,142.3643,-37.5666,398,B3
2008-12-09T01:32:21Z,L.J. Pollock,142.3624,-37.566,376,B4
2008-12-09T01:37:19Z,L.J. Pollock,142.3604,-37.5656,345,B5
2008-12-09T02:08:56Z,L.J. Pollock,142.415,-37.5009,273,C1
2008-12-09T02:17:47Z,L.J. Pollock,142.4134,-37.5009,278,C2
2008-12-09T02:21:50Z,L.J. Pollock,142.4121,-37.5009,274,C3
2008-12-09T02:27:51Z,L.J. Pollock,142.4109,-37.5005,277,C4
2008-12-09T02:34:19Z,L.J. Pollock,142.4092,-37.4999,283,C5
2008-12-09T03:01:52Z,L.J. Pollock,142.46,-37.4277,412,D1
2008-12-09T03:10:29Z,L.J. Pollock,142.4605,-37.4321,413,D2
2008-12-09T03:18:24Z,L.J. Pollock,142.4592,-37.4331,336,D3
2008-12-09T03:36:18Z,L.J. Pollock,142.4593,-37.4361,311,D3-5
NA,L.J. Pollock,142.4593,-37.4361,0,D4
NA,L.J. Pollock,142.4593,-37.4361,0,D5
2008-12-09T05:23:42Z,L.J. Pollock,142.4966,-37.3555,523,E1
2008-12-09T05:33:06Z,L.J. Pollock,142.4965,-37.3556,540,E2
2008-12-09T05:37:42Z,L.J. Pollock,142.4964,-37.3558,522,E3
2008-12-09T05:44:07Z,L.J. Pollock,142.4965,-37.3559,517,E4
2008-12-09T05:51:09Z,L.J. Pollock,142.4964,-37.356,504,E5
2008-12-09T05:56:12Z,L.J. Pollock,142.496,-37.3564,499,E63
2008-12-09T05:59:18Z,L.J. Pollock,142.4957,-37.3569,482,E7
2008-12-09T06:02:27Z,L.J. Pollock,142.4952,-37.3573,461,E8
2008-12-09T06:19:03Z,L.J. Pollock,142.488,-37.3389,450,F1
2008-12-09T06:24:35Z,L.J. Pollock,142.4877,-37.3393,338,F2
2008-12-09T06:28:03Z,L.J. Pollock,142.4877,-37.34,337,F3
2008-12-09T06:30:30Z,L.J. Pollock,142.4873,-37.3405,324,F4
2008-12-09T06:32:58Z,L.J. Pollock,142.4871,-37.3412,328,F5
2008-12-09T06:46:17Z,L.J. Pollock,142.4871,-37.3412,0,G1
2008-12-09T06:48:25Z,L.J. Pollock,142.4793,-37.3196,287,G2
2008-12-09T06:50:23Z,L.J. Pollock,142.4794,-37.3202,290,G3
2008-12-09T06:51:43Z,L.J. Pollock,142.4795,-37.3208,291,G4
2008-12-09T06:53:56Z,L.J. Pollock,142.479,-37.3213,288,G5
2008-12-09T07:08:06Z,L.J. Pollock,142.4791,-37.319,0,H1
2008-12-09T07:10:09Z,L.J. Pollock,142.4827,-37.3001,331,H2
2008-12-09T07:11:52Z,L.J. Pollock,142.4835,-37.297,331,H3
2008-12-09T07:13:37Z,L.J. Pollock,142.4836,-37.2964,324,H4
2008-12-09T07:15:01Z,L.J. Pollock,142.484,-37.2948,324,H5
2008-12-09T07:38:54Z,L.J. Pollock,142.4759,-37.2469,310,I1
2008-12-09T07:40:34Z,L.J. Pollock,142.475,-37.2457,306,I2
2008-12-09T07:42:23Z,L.J. Pollock,142.474,-37.2444,306,I3
NA,L.J. Pollock,142.474,-37.2444,0,I4
