Taxon,trait value,trait,units,primary_source_id,metadata_id
Echinochloa turneriana,annual,longevity,NA,80,83
Eragrostis basedowii,annual,longevity,NA,80,83
Eragrostis confertiflora,annual,longevity,NA,80,83
Eragrostis tenellula,annual,longevity,NA,80,83
Glyceria drummondii,annual,longevity,NA,80,83
Oplismenus burmannii,annual,longevity,NA,80,83
Panicum bisulcatum,annual,longevity,NA,80,83
Paspalidium basicladum,annual,longevity,NA,80,83
Paspalidium clementii,annual,longevity,NA,80,83
Paspalidium rarum,annual,longevity,NA,80,83
Paspalidium reflexum,annual,longevity,NA,80,83
Paspalidium retiglume,annual,longevity,NA,80,83
Polypogon tenellus,annual,longevity,NA,80,83
Sacciolepis myosuroides,annual,longevity,NA,80,83
Thellungia advena,annual,longevity,NA,80,83
Themeda arguens,annual,longevity,NA,80,83
Uranthoecium truncatum,annual,longevity,NA,80,83
Yakirra muelleri,annual,longevity,NA,80,83
Yakirra pauciflora,annual,longevity,NA,80,83
Heterachne baileyi,annual,longevity,NA,80,83
Leptochloa panicea,annual,longevity,NA,80,83
Leptochloa panicea subsp. brachiata,annual,longevity,NA,80,83
Lepturus minutus,annual,longevity,NA,80,83
Perotis clarksonii,annual,longevity,NA,80,83
Ectrosia agrostoides,annual,longevity,NA,80,83
Sorghum amplum,annual,longevity,NA,80,83
Sorghum bulbosum,annual,longevity,NA,80,83
Sorghum ecarinatum,annual,longevity,NA,80,83
Isachne myosotis,annual,longevity,NA,80,83
Cyrtococcum deltoideum,annual,longevity,NA,80,83
Eragrostis crateriformis,annual,longevity,NA,80,83
Eriachne basalis,annual,longevity,NA,80,83
Eriachne compacta,annual,longevity,NA,80,83
Eriachne minuta,annual,longevity,NA,80,83
Eriachne nodosa,annual,longevity,NA,80,83
Eriachne semiciliata,annual,longevity,NA,80,83
Iseilema calvum,annual,longevity,NA,80,83
Iseilema ciliatum,annual,longevity,NA,80,83
Iseilema convexum,annual,longevity,NA,80,83
Iseilema dolichotrichum,annual,longevity,NA,80,83
Iseilema eremaeum,annual,longevity,NA,80,83
Iseilema fragile,annual,longevity,NA,80,83
Iseilema holmesii,annual,longevity,NA,80,83
Iseilema macratherum,annual,longevity,NA,80,83
Iseilema membranaceum,annual,longevity,NA,80,83
Iseilema trichopus,annual,longevity,NA,80,83
Iseilema vaginiflorum,annual,longevity,NA,80,83
Iseilema windersii,annual,longevity,NA,80,83
Panicum luzonense,annual,longevity,NA,80,83
Psammagrostis wiseana,annual,longevity,NA,80,83
Schizachyrium crinizonatum,annual,longevity,NA,80,83
Schizachyrium dolosum,annual,longevity,NA,80,83
Schizachyrium occultum,annual,longevity,NA,80,83
Schizachyrium pachyarthron,annual,longevity,NA,80,83
Schizachyrium perplexum,annual,longevity,NA,80,83
Schizachyrium pseudeulalia,annual,longevity,NA,80,83
Sporobolus australasicus,annual,longevity,NA,80,83
Sporobolus pulchellus,annual,longevity,NA,80,83
Thaumastochloa major,annual,longevity,NA,80,83
Ectrosia blakei,annual,longevity,NA,80,83
Ectrosia confusa,annual,longevity,NA,80,83
Ectrosia laxa,annual,longevity,NA,80,83
Ectrosia scabrida,annual,longevity,NA,80,83
Clausospicula extensa,annual,longevity,NA,80,83
Brachyachne prostrata,annual,longevity,NA,80,83
Chloris lobata,annual,longevity,NA,80,83
Chionachne hubbardiana,annual,longevity,NA,80,83
Digitaria oraria,annual,longevity,NA,80,83
Eulalia annua,annual,longevity,NA,80,83
Panicum seminudum,annual,longevity,NA,80,83
Panicum seminudum var. cairnsianum,annual,longevity,NA,80,83
Panicum seminudum var. seminudum,annual,longevity,NA,80,83
Panicum trachyrhachis,annual,longevity,NA,80,83
Setaria dielsii,annual,longevity,NA,80,83
Thaumastochloa brassii,annual,longevity,NA,80,83
Thaumastochloa pubescens,annual,longevity,NA,80,83
Thaumastochloa rariflora,annual,longevity,NA,80,83
Thaumastochloa rubra,annual,longevity,NA,80,83
Thaumastochloa striata,annual,longevity,NA,80,83
Hygrochloa cravenii,annual,longevity,NA,80,83
Leptochloa simoniana,annual,longevity,NA,80,83
Leptochloa southwoodii,annual,longevity,NA,80,83
Panicum chillagoanum,annual,longevity,NA,80,83
Sorghum angustum,annual,longevity,NA,80,83
Sorghum brachypodum,annual,longevity,NA,80,83
Sorghum exstans,annual,longevity,NA,80,83
Sorghum intrans,annual,longevity,NA,80,83
Sorghum laxiflorum,annual,longevity,NA,80,83
Sorghum macrospermum,annual,longevity,NA,80,83
Sorghum matarankense,annual,longevity,NA,80,83
Sorghum stipoideum,annual,longevity,NA,80,83
Sorghum timorense,annual,longevity,NA,80,83
Thaumastochloa monilifera,annual,longevity,NA,80,83
Thelepogon australiensis,annual,longevity,NA,80,83
Digitaria ctenantha,annual,longevity,NA,80,83
Digitaria mariannensis,annual,longevity,NA,80,83
Dichelachne hirtella,annual/perennial,longevity,NA,80,83
Eragrostis lacunaria,annual/perennial,longevity,NA,80,83
Eriachne aristidea,annual/perennial,longevity,NA,80,83
Eriachne avenacea,annual/perennial,longevity,NA,80,83
Whiteochloa capillipes,annual/perennial,longevity,NA,80,83
Enneapogon avenaceus,annual/perennial,longevity,NA,80,83
Enneapogon gracilis,annual/perennial,longevity,NA,80,83
Enneapogon polyphyllus,annual/perennial,longevity,NA,80,83
Enneapogon caerulescens,annual/perennial,longevity,NA,80,83
Enneapogon purpurascens,annual/perennial,longevity,NA,80,83
Oxychloris scariosa,annual/perennial,longevity,NA,80,83
Brachyachne tenella,annual/perennial,longevity,NA,80,83
Digitaria longiflora,annual/perennial,longevity,NA,80,83
Isachne globosa,annual/perennial,longevity,NA,80,83
Leptochloa neesii,annual/perennial,longevity,NA,80,83
Yakirra australiensis,annual/perennial,longevity,NA,80,83
Yakirra australiensis var. intermedia,annual/perennial,longevity,NA,80,83
Eragrostis uvida,annual/perennial,longevity,NA,80,83
Ectrosia schultzii,annual/perennial,longevity,NA,80,83
Ectrosia schultzii var. annua,annual/perennial,longevity,NA,80,83
Ectrosia schultzii var. schultzii,annual/perennial,longevity,NA,80,83
Bothriochloa bladhii,perennial,longevity,NA,80,83
Bothriochloa bladhii subsp. bladhii,perennial,longevity,NA,80,83
Bothriochloa decipiens,perennial,longevity,NA,80,83
Bothriochloa decipiens var. cloncurrensis,perennial,longevity,NA,80,83
Bothriochloa decipiens var. decipiens,perennial,longevity,NA,80,83
Bothriochloa erianthoides,perennial,longevity,NA,80,83
Bothriochloa ewartiana,perennial,longevity,NA,80,83
Capillipedium parviflorum,perennial,longevity,NA,80,83
Capillipedium spicigerum,perennial,longevity,NA,80,83
Dichanthium fecundum,perennial,longevity,NA,80,83
Dichanthium tenue,perennial,longevity,NA,80,83
Dichelachne crinita,perennial,longevity,NA,80,83
Dichelachne inaequiglumis,perennial,longevity,NA,80,83
Dichelachne micrantha,perennial,longevity,NA,80,83
Dichelachne parva,perennial,longevity,NA,80,83
Echinopogon intermedius,perennial,longevity,NA,80,83
Echinopogon mckiei,perennial,longevity,NA,80,83
Echinopogon ovatus,perennial,longevity,NA,80,83
Elionurus citreus,perennial,longevity,NA,80,83
Eragrostis australasica,perennial,longevity,NA,80,83
Eragrostis brownii,perennial,longevity,NA,80,83
Eragrostis capitula,perennial,longevity,NA,80,83
Eragrostis concinna,perennial,longevity,NA,80,83
Eragrostis eriopoda,perennial,longevity,NA,80,83
Eragrostis falcata,perennial,longevity,NA,80,83
Eragrostis fallax,perennial,longevity,NA,80,83
Eragrostis hirticaulis,perennial,longevity,NA,80,83
Eragrostis interrupta,perennial,longevity,NA,80,83
Eragrostis lanicaulis,perennial,longevity,NA,80,83
Eragrostis potamophila,perennial,longevity,NA,80,83
Eragrostis pubescens,perennial,longevity,NA,80,83
Eragrostis setifolia,perennial,longevity,NA,80,83
Eragrostis speciosa,perennial,longevity,NA,80,83
Eragrostis sterilis,perennial,longevity,NA,80,83
Eragrostis trachycarpa,perennial,longevity,NA,80,83
Eriachne basedowii,perennial,longevity,NA,80,83
Eriachne benthamii,perennial,longevity,NA,80,83
Eriachne flaccida,perennial,longevity,NA,80,83
Eriachne glabrata,perennial,longevity,NA,80,83
Eriachne glandulosa,perennial,longevity,NA,80,83
Eriachne insularis,perennial,longevity,NA,80,83
Eriachne mucronata,perennial,longevity,NA,80,83
Eriachne nervosa,perennial,longevity,NA,80,83
Eriachne ovata,perennial,longevity,NA,80,83
Eriachne rara,perennial,longevity,NA,80,83
Eriachne schultziana,perennial,longevity,NA,80,83
Eriachne squarrosa,perennial,longevity,NA,80,83
Eriachne sulcata,perennial,longevity,NA,80,83
Eriachne tenuiculmis,perennial,longevity,NA,80,83
Eriachne triseta,perennial,longevity,NA,80,83
Festuca muelleri,perennial,longevity,NA,80,83
Garnotia stricta,perennial,longevity,NA,80,83
Garnotia stricta var. longiseta,perennial,longevity,NA,80,83
Glyceria australis,perennial,longevity,NA,80,83
Ischaemum barbatum,perennial,longevity,NA,80,83
Monachather paradoxus,perennial,longevity,NA,80,83
Notochloe microdon,perennial,longevity,NA,80,83
Oryza australiensis,perennial,longevity,NA,80,83
Panicum decompositum,perennial,longevity,NA,80,83
Panicum decompositum var. decompositum,perennial,longevity,NA,80,83
Panicum decompositum var. tenuius,perennial,longevity,NA,80,83
Panicum distachyum var. trichophorum,perennial,longevity,NA,80,83
Panicum paludosum,perennial,longevity,NA,80,83
Paraneurachne muelleri,perennial,longevity,NA,80,83
Plinthanthesis paradoxa,perennial,longevity,NA,80,83
Plinthanthesis rodwayi,perennial,longevity,NA,80,83
Plinthanthesis urvillei,perennial,longevity,NA,80,83
Poa cheelii,perennial,longevity,NA,80,83
Poa clelandii,perennial,longevity,NA,80,83
Poa drummondiana,perennial,longevity,NA,80,83
Poa ensiformis,perennial,longevity,NA,80,83
Rytidosperma australe,perennial,longevity,NA,80,83
Rytidosperma caespitosum,perennial,longevity,NA,80,83
Rytidosperma gracile,perennial,longevity,NA,80,83
Rytidosperma penicillatum,perennial,longevity,NA,80,83
Rytidosperma pilosum,perennial,longevity,NA,80,83
Rytidosperma racemosum,perennial,longevity,NA,80,83
Rytidosperma racemosum var. obtusatum,perennial,longevity,NA,80,83
Rytidosperma semiannulare,perennial,longevity,NA,80,83
Setaria australiensis,perennial,longevity,NA,80,83
Setaria paspalidioides,perennial,longevity,NA,80,83
Sorghum nitidum,perennial,longevity,NA,80,83
Sporobolus creber,perennial,longevity,NA,80,83
Sporobolus elongatus,perennial,longevity,NA,80,83
Sporobolus laxus,perennial,longevity,NA,80,83
Sporobolus mitchellii,perennial,longevity,NA,80,83
Sporobolus sessilis,perennial,longevity,NA,80,83
Sporobolus virginicus,perennial,longevity,NA,80,83
Thinopyrum distichum,perennial,longevity,NA,80,83
Triodia bunglensis,perennial,longevity,NA,80,83
Triodia compacta,perennial,longevity,NA,80,83
Triodia salina,perennial,longevity,NA,80,83
Whiteochloa airoides,perennial,longevity,NA,80,83
Zygochloa paradoxa,perennial,longevity,NA,80,83
Enneapogon intermedius,perennial,longevity,NA,80,83
Enneapogon nigricans,perennial,longevity,NA,80,83
Enneapogon virens,perennial,longevity,NA,80,83
Enteropogon ramosus,perennial,longevity,NA,80,83
Enneapogon pallidus,perennial,longevity,NA,80,83
Enneapogon robustissimus,perennial,longevity,NA,80,83
Eriachne pallescens,perennial,longevity,NA,80,83
Eriachne pallescens var. gracilis,perennial,longevity,NA,80,83
Eriachne pallescens var. pallescens,perennial,longevity,NA,80,83
Poa poiformis,perennial,longevity,NA,80,83
Poa poiformis var. poiformis,perennial,longevity,NA,80,83
Poa poiformis var. ramifer,perennial,longevity,NA,80,83
Poa sieberiana,perennial,longevity,NA,80,83
Poa sieberiana var. cyanophylla,perennial,longevity,NA,80,83
Poa sieberiana var. hirtella,perennial,longevity,NA,80,83
Poa sieberiana var. sieberiana,perennial,longevity,NA,80,83
Pseudoraphis paradoxa,perennial,longevity,NA,80,83
Rytidosperma bipartitum,perennial,longevity,NA,80,83
Symplectrodia gracilis,perennial,longevity,NA,80,83
Chionochloa frigida,perennial,longevity,NA,80,83
Cleistochloa subjuncea,perennial,longevity,NA,80,83
Cymbopogon bombycinus,perennial,longevity,NA,80,83
Cymbopogon procerus,perennial,longevity,NA,80,83
Cymbopogon refractus,perennial,longevity,NA,80,83
Chloris divaricata,perennial,longevity,NA,80,83
Chloris divaricata var. cynodontoides,perennial,longevity,NA,80,83
Chloris divaricata var. divaricata,perennial,longevity,NA,80,83
Chloris truncata,perennial,longevity,NA,80,83
Cymbopogon gratus,perennial,longevity,NA,80,83
Centotheca philippinensis,perennial,longevity,NA,80,83
Chamaeraphis hordeacea,perennial,longevity,NA,80,83
Chionachne cyathopoda,perennial,longevity,NA,80,83
Chrysopogon elongatus,perennial,longevity,NA,80,83
Chrysopogon pallidus,perennial,longevity,NA,80,83
Cleistochloa sclerachne,perennial,longevity,NA,80,83
Cymbopogon queenslandicus,perennial,longevity,NA,80,83
Deschampsia cespitosa,perennial,longevity,NA,80,83
Digitaria ammophila,perennial,longevity,NA,80,83
Digitaria breviglumis,perennial,longevity,NA,80,83
Digitaria brownii,perennial,longevity,NA,80,83
Digitaria divaricatissima,perennial,longevity,NA,80,83
Digitaria hubbardii,perennial,longevity,NA,80,83
Digitaria imbricata,perennial,longevity,NA,80,83
Digitaria leucostachya,perennial,longevity,NA,80,83
Digitaria nematostachya,perennial,longevity,NA,80,83
Digitaria papposa,perennial,longevity,NA,80,83
Digitaria parviflora,perennial,longevity,NA,80,83
Digitaria ramularis,perennial,longevity,NA,80,83
Dimeria chloridiformis,perennial,longevity,NA,80,83
Distichlis distichophylla,perennial,longevity,NA,80,83
Echinopogon cheelii,perennial,longevity,NA,80,83
Echinopogon phleoides,perennial,longevity,NA,80,83
Entolasia marginata,perennial,longevity,NA,80,83
Entolasia stricta,perennial,longevity,NA,80,83
Eragrostis desertorum,perennial,longevity,NA,80,83
Eragrostis elongata,perennial,longevity,NA,80,83
Eragrostis kennedyae,perennial,longevity,NA,80,83
Eragrostis laniflora,perennial,longevity,NA,80,83
Eragrostis lanipes,perennial,longevity,NA,80,83
Eragrostis megalosperma,perennial,longevity,NA,80,83
Eragrostis rigidiuscula,perennial,longevity,NA,80,83
Eragrostis schultzii,perennial,longevity,NA,80,83
Eragrostis sororia,perennial,longevity,NA,80,83
Eragrostis spartinoides,perennial,longevity,NA,80,83
Eragrostis stenostachya,perennial,longevity,NA,80,83
Eremochloa bimaculata,perennial,longevity,NA,80,83
Eremochloa ciliaris,perennial,longevity,NA,80,83
Eriochloa crebra,perennial,longevity,NA,80,83
Eulalia aurea,perennial,longevity,NA,80,83
Eulalia mackinlayi,perennial,longevity,NA,80,83
Eulalia trispicata,perennial,longevity,NA,80,83
Festuca asperula,perennial,longevity,NA,80,83
Germainia grandiflora,perennial,longevity,NA,80,83
Germainia truncatiglumis,perennial,longevity,NA,80,83
Heteropogon contortus,perennial,longevity,NA,80,83
Heteropogon triticeus,perennial,longevity,NA,80,83
Hierochloe fraseri,perennial,longevity,NA,80,83
Hierochloe rariflora,perennial,longevity,NA,80,83
Hierochloe redolens,perennial,longevity,NA,80,83
Hierochloe submutica,perennial,longevity,NA,80,83
Holcolemma dispar,perennial,longevity,NA,80,83
Homopholis belsonii,perennial,longevity,NA,80,83
Isachne confusa,perennial,longevity,NA,80,83
Ischaemum muticum,perennial,longevity,NA,80,83
Ischaemum polystachyum,perennial,longevity,NA,80,83
Leptaspis banksii,perennial,longevity,NA,80,83
Leptochloa decipiens,perennial,longevity,NA,80,83
Leptochloa decipiens subsp. asthenes,perennial,longevity,NA,80,83
Leptochloa decipiens subsp. peacockii,perennial,longevity,NA,80,83
Micraira inserta,perennial,longevity,NA,80,83
Neololeba atra,perennial,longevity,NA,80,83
Neurachne munroi,perennial,longevity,NA,80,83
Ophiuros exaltatus,perennial,longevity,NA,80,83
Oplismenus compositus,perennial,longevity,NA,80,83
Oplismenus mollis,perennial,longevity,NA,80,83
Ottochloa gracillima,perennial,longevity,NA,80,83
Ottochloa nodosa,perennial,longevity,NA,80,83
Panicum buncei,perennial,longevity,NA,80,83
Panicum effusum,perennial,longevity,NA,80,83
Panicum lachnophyllum,perennial,longevity,NA,80,83
Panicum obseptum,perennial,longevity,NA,80,83
Panicum pygmaeum,perennial,longevity,NA,80,83
Panicum queenslandicum,perennial,longevity,NA,80,83
Panicum queenslandicum var. acuminatum,perennial,longevity,NA,80,83
Panicum queenslandicum var. queenslandicum,perennial,longevity,NA,80,83
Paspalidium albovillosum,perennial,longevity,NA,80,83
Paspalidium aversum,perennial,longevity,NA,80,83
Paspalidium caespitosum,perennial,longevity,NA,80,83
Paspalidium constrictum,perennial,longevity,NA,80,83
Paspalidium criniforme,perennial,longevity,NA,80,83
Paspalidium distans,perennial,longevity,NA,80,83
Paspalidium flavidum,perennial,longevity,NA,80,83
Paspalidium gausum,perennial,longevity,NA,80,83
Paspalidium globoideum,perennial,longevity,NA,80,83
Paspalidium gracile,perennial,longevity,NA,80,83
Paspalidium grandispiculatum,perennial,longevity,NA,80,83
Paspalidium jubiflorum,perennial,longevity,NA,80,83
Paspalidium spartellum,perennial,longevity,NA,80,83
Paspalidium tabulatum,perennial,longevity,NA,80,83
Paspalum longifolium,perennial,longevity,NA,80,83
Paspalum scrobiculatum,perennial,longevity,NA,80,83
Poa affinis,perennial,longevity,NA,80,83
Poa crassicaudex,perennial,longevity,NA,80,83
Poa gunnii,perennial,longevity,NA,80,83
Poa halmaturina,perennial,longevity,NA,80,83
Poa homomalla,perennial,longevity,NA,80,83
Poa hookeri,perennial,longevity,NA,80,83
Poa induta,perennial,longevity,NA,80,83
Poa jugicola,perennial,longevity,NA,80,83
Poa lowanensis,perennial,longevity,NA,80,83
Poa meionectes,perennial,longevity,NA,80,83
Poa morrisii,perennial,longevity,NA,80,83
Poa phillipsiana,perennial,longevity,NA,80,83
Poa porphyroclados,perennial,longevity,NA,80,83
Poa rodwayi,perennial,longevity,NA,80,83
Poa sallacustris,perennial,longevity,NA,80,83
Poa umbricola,perennial,longevity,NA,80,83
Pogonatherum crinitum,perennial,longevity,NA,80,83
Pseudoraphis spinescens,perennial,longevity,NA,80,83
Rytidosperma pumilum,perennial,longevity,NA,80,83
Scrotochloa tararaensis,perennial,longevity,NA,80,83
Scrotochloa urceolata,perennial,longevity,NA,80,83
Setaria oplismenoides,perennial,longevity,NA,80,83
Thuarea involuta,perennial,longevity,NA,80,83
Thyridolepis mitchelliana,perennial,longevity,NA,80,83
Thyridolepis xerophila,perennial,longevity,NA,80,83
Triodia aeria,perennial,longevity,NA,80,83
Triodia angusta,perennial,longevity,NA,80,83
Triodia aristiglumis,perennial,longevity,NA,80,83
Triodia basedowii,perennial,longevity,NA,80,83
Triodia biflora,perennial,longevity,NA,80,83
Triodia bitextura,perennial,longevity,NA,80,83
Triodia brizoides,perennial,longevity,NA,80,83
Triodia bromoides,perennial,longevity,NA,80,83
Triodia bunicola,perennial,longevity,NA,80,83
Triodia bynoei,perennial,longevity,NA,80,83
Triodia concinna,perennial,longevity,NA,80,83
Triodia contorta,perennial,longevity,NA,80,83
Triodia cunninghamii,perennial,longevity,NA,80,83
Triodia danthonioides,perennial,longevity,NA,80,83
Triodia desertorum,perennial,longevity,NA,80,83
Triodia dielsii,perennial,longevity,NA,80,83
Triodia epactia,perennial,longevity,NA,80,83
Triodia fitzgeraldii,perennial,longevity,NA,80,83
Triodia helmsii,perennial,longevity,NA,80,83
Triodia hubbardii,perennial,longevity,NA,80,83
Triodia inaequiloba,perennial,longevity,NA,80,83
Triodia intermedia,perennial,longevity,NA,80,83
Triodia inutilis,perennial,longevity,NA,80,83
Triodia lanata,perennial,longevity,NA,80,83
Triodia lanigera,perennial,longevity,NA,80,83
Triodia latzii,perennial,longevity,NA,80,83
Triodia longiceps,perennial,longevity,NA,80,83
Triodia longiloba,perennial,longevity,NA,80,83
Triodia longipalea,perennial,longevity,NA,80,83
Triodia melvillei,perennial,longevity,NA,80,83
Triodia microstachya,perennial,longevity,NA,80,83
Triodia mitchellii,perennial,longevity,NA,80,83
Triodia molesta,perennial,longevity,NA,80,83
Triodia plectrachnoides,perennial,longevity,NA,80,83
Triodia plurinervata,perennial,longevity,NA,80,83
Triodia prona,perennial,longevity,NA,80,83
Triodia pungens,perennial,longevity,NA,80,83
Triodia racemigera,perennial,longevity,NA,80,83
Triodia rigidissima,perennial,longevity,NA,80,83
Triodia roscida,perennial,longevity,NA,80,83
Triodia scariosa,perennial,longevity,NA,80,83
Triodia schinzii,perennial,longevity,NA,80,83
Triodia spicata,perennial,longevity,NA,80,83
Triodia stenostachya,perennial,longevity,NA,80,83
Triodia triaristata,perennial,longevity,NA,80,83
Triodia triticoides,perennial,longevity,NA,80,83
Triodia uniaristata,perennial,longevity,NA,80,83
Triodia vella,perennial,longevity,NA,80,83
Triodia wiseana,perennial,longevity,NA,80,83
Trisetum spicatum,perennial,longevity,NA,80,83
Trisetum spicatum subsp. australiense,perennial,longevity,NA,80,83
Xerochloa imberbis,perennial,longevity,NA,80,83
Hemarthria uncinata,perennial,longevity,NA,80,83
Hemarthria uncinata var. spathacea,perennial,longevity,NA,80,83
Hemarthria uncinata var. uncinata,perennial,longevity,NA,80,83
Cenchrus caliculatus,perennial,longevity,NA,80,83
Dryopoa dives,perennial,longevity,NA,80,83
Enteropogon acicularis,perennial,longevity,NA,80,83
Cenchrus elymoides,perennial,longevity,NA,80,83
Cenchrus elymoides var. elymoides,perennial,longevity,NA,80,83
Centotheca lappacea,perennial,longevity,NA,80,83
Cyrtococcum patens,perennial,longevity,NA,80,83
Echinochloa picta,perennial,longevity,NA,80,83
Enteropogon dolichostachyus,perennial,longevity,NA,80,83
Festuca benthamiana,perennial,longevity,NA,80,83
Ischaemum australe,perennial,longevity,NA,80,83
Ischaemum australe var. arundinaceum,perennial,longevity,NA,80,83
Ischaemum australe var. australe,perennial,longevity,NA,80,83
Ischaemum australe var. villosum,perennial,longevity,NA,80,83
Leptochloa digitata,perennial,longevity,NA,80,83
Leptochloa fusca,perennial,longevity,NA,80,83
Leptochloa fusca subsp. fusca,perennial,longevity,NA,80,83
Leptochloa fusca subsp. muelleri,perennial,longevity,NA,80,83
Lepturus repens,perennial,longevity,NA,80,83
Lophatherum gracile,perennial,longevity,NA,80,83
Paspalidium udum,perennial,longevity,NA,80,83
Pentapogon quadrifidus,perennial,longevity,NA,80,83
Pentapogon quadrifidus var. parviflorus,perennial,longevity,NA,80,83
Pentapogon quadrifidus var. quadrifidus,perennial,longevity,NA,80,83
Digitaria coenicola,perennial,longevity,NA,80,83
Austrochloris dichanthioides,perennial,longevity,NA,80,83
Calyptochloa gracillima,perennial,longevity,NA,80,83
Chloris ventricosa,perennial,longevity,NA,80,83
Bothriochloa biloba,perennial,longevity,NA,80,83
Dichanthium queenslandicum,perennial,longevity,NA,80,83
Dichanthium setosum,perennial,longevity,NA,80,83
Enneapogon cylindricus,perennial,longevity,NA,80,83
Entolasia whiteana,perennial,longevity,NA,80,83
Eragrostis alveiformis,perennial,longevity,NA,80,83
Eragrostis cassa,perennial,longevity,NA,80,83
Eragrostis ecarinata,perennial,longevity,NA,80,83
Eragrostis filicaulis,perennial,longevity,NA,80,83
Eragrostis petraea,perennial,longevity,NA,80,83
Eragrostis stagnalis,perennial,longevity,NA,80,83
Eragrostis subtilis,perennial,longevity,NA,80,83
Eragrostis triquetra,perennial,longevity,NA,80,83
Eriachne bleeseri,perennial,longevity,NA,80,83
Eriachne festucacea,perennial,longevity,NA,80,83
Eriachne helmsii,perennial,longevity,NA,80,83
Eriachne imbricata,perennial,longevity,NA,80,83
Eriachne lanata,perennial,longevity,NA,80,83
Eriachne obtusa,perennial,longevity,NA,80,83
Eriachne triodioides,perennial,longevity,NA,80,83
Eriachne vesiculosa,perennial,longevity,NA,80,83
Micraira adamsii,perennial,longevity,NA,80,83
Micraira compacta,perennial,longevity,NA,80,83
Micraira dunlopii,perennial,longevity,NA,80,83
Micraira multinervia,perennial,longevity,NA,80,83
Micraira pungens,perennial,longevity,NA,80,83
Micraira spiciforma,perennial,longevity,NA,80,83
Micraira spinifera,perennial,longevity,NA,80,83
Micraira subspicata,perennial,longevity,NA,80,83
Micraira subulifolia,perennial,longevity,NA,80,83
Micraira tenuis,perennial,longevity,NA,80,83
Micraira viscidula,perennial,longevity,NA,80,83
Poa costiniana,perennial,longevity,NA,80,83
Rytidosperma fortunae-hibernae,perennial,longevity,NA,80,83
Rytidosperma nivicola,perennial,longevity,NA,80,83
Rytidosperma nudiflorum,perennial,longevity,NA,80,83
Rytidosperma pauciflorum,perennial,longevity,NA,80,83
Spartochloa scirpoidea,perennial,longevity,NA,80,83
Sporobolus blakei,perennial,longevity,NA,80,83
Sporobolus contiguus,perennial,longevity,NA,80,83
Sporobolus disjunctus,perennial,longevity,NA,80,83
Sporobolus pamelae,perennial,longevity,NA,80,83
Sporobolus partimpatens,perennial,longevity,NA,80,83
Sporobolus scabridus,perennial,longevity,NA,80,83
Triodia acutispicula,perennial,longevity,NA,80,83
Triodia tomentosa,perennial,longevity,NA,80,83
Triraphis mollis,perennial,longevity,NA,80,83
Eriachne gardneri,perennial,longevity,NA,80,83
Enneapogon truncatus,perennial,longevity,NA,80,83
Enneapogon decipiens,perennial,longevity,NA,80,83
Enneapogon eremophilus,perennial,longevity,NA,80,83
Enteropogon minutus,perennial,longevity,NA,80,83
Enteropogon paucispiceus,perennial,longevity,NA,80,83
Eragrostis fenshamii,perennial,longevity,NA,80,83
Eriachne glauca,perennial,longevity,NA,80,83
Eriachne glauca var. barbinodis,perennial,longevity,NA,80,83
