Taxon,trait value,trait,units,primary_source_id,metadata_id
Panicum luzonense,6,minimum leaf width,mm,80,83
Panicum mitchellii,6,minimum leaf width,mm,80,83
Leptochloa southwoodii,6,minimum leaf width,mm,80,83
Oryza minuta,6,minimum leaf width,mm,80,83
Thelepogon australiensis,6,minimum leaf width,mm,80,83
Sorghum exstans,6,minimum leaf width,mm,80,83
Bambusa arnhemica,7,minimum leaf width,mm,80,83
Sorghum interjectum,7,minimum leaf width,mm,80,83
Sorghum grande,8,minimum leaf width,mm,80,83
Sorghum amplum,10,minimum leaf width,mm,80,83
Coix gasteenii,10,minimum leaf width,mm,80,83
Panicum incomtum,10,minimum leaf width,mm,80,83
Sorghum propinquum,10,minimum leaf width,mm,80,83
Sorghum intrans,10,minimum leaf width,mm,80,83
Sorghum macrospermum,15,minimum leaf width,mm,80,83
