SPECIES,SEED NUMBER,SEED WEIGHT mg,SEED WEIGHT multiplier,notes for edited & omitted values
Eucalyptus melanophloia,3,0.4734,,
Eucalyptus melanophloia,29,0.4736,,
Eucalyptus melanophloia,17,0.4858,,
Eucalyptus melanophloia,50,0.4868,,
Eucalyptus melanophloia,12,0.4934,,
Eucalyptus melanophloia,35,0.4974,,
Eucalyptus melanophloia,20,0.518,,
Eucalyptus melanophloia,48,0.5208,,
Eucalyptus melanophloia,47,0.5356,,
Eucalyptus melanophloia,40,0.5358,,
Eucalyptus melanophloia,5,0.54,,
Eucalyptus melanophloia,16,0.5548,,
Eucalyptus melanophloia,18,0.558,,
Eucalyptus melanophloia,46,0.56,,
Eucalyptus melanophloia,11,0.563,,
Eucalyptus melanophloia,33,0.5716,,
Eucalyptus melanophloia,44,0.5752,,
Eucalyptus melanophloia,7,0.5776,,
Eucalyptus melanophloia,32,0.5782,,
Eucalyptus melanophloia,55,0.5826,,
Eucalyptus melanophloia,23,0.588,,
Eucalyptus melanophloia,22,0.592,,
Eucalyptus melanophloia,59,0.5968,,
Eucalyptus melanophloia,1,0.5996,,
Eucalyptus melanophloia,31,0.605,,
Eucalyptus melanophloia,25,0.6126,,
Eucalyptus melanophloia,37,0.6166,,
Eucalyptus melanophloia,56,0.6292,,
Eucalyptus melanophloia,15,0.6312,,
Eucalyptus melanophloia,45,0.636,,
Eucalyptus melanophloia,21,0.6436,,
Eucalyptus melanophloia,51,0.72,,
Eucalyptus melanophloia,6,0.7452,,
Eucalyptus melanophloia,13,0.784,,
Eucalyptus melanophloia,9,0.79,,
Eucalyptus melliodora,32,0.1796,,
Eucalyptus melliodora,63,0.2126,,
Eucalyptus melliodora,30,0.2352,,
Eucalyptus melliodora,72,0.2352,,
Eucalyptus melliodora,87,0.2438,,
Eucalyptus melliodora,43,0.2452,,
Eucalyptus melliodora,59,0.2504,,
Eucalyptus melliodora,78,0.2528,,
Eucalyptus melliodora,2,0.2704,,
Eucalyptus melliodora,89,0.2718,,
Eucalyptus melliodora,44,0.278,,
Eucalyptus melliodora,39,0.2788,,
Eucalyptus melliodora,71,0.2798,,
Eucalyptus melliodora,40,0.2848,,
Eucalyptus melliodora,50,0.2918,,
Eucalyptus melliodora,36,0.292,,
Eucalyptus melliodora,83,0.2962,,
Eucalyptus melliodora,31,0.298,,
Eucalyptus melliodora,45,0.2982,,
Eucalyptus melliodora,69,0.299,,
Eucalyptus melliodora,91,0.299,,
Eucalyptus melliodora,76,0.3002,,
Eucalyptus melliodora,92,0.3068,,
Eucalyptus melliodora,54,0.307,,
Eucalyptus melliodora,8,0.3094,,
Eucalyptus melliodora,15,0.3102,,
Eucalyptus melliodora,66,0.3152,,
Eucalyptus melliodora,75,0.3186,,
Eucalyptus melliodora,70,0.323,,
Eucalyptus melliodora,47,0.3246,,
Eucalyptus melliodora,95,0.3272,,
Eucalyptus melliodora,48,0.3276,,
Eucalyptus melliodora,14,0.3292,,
Eucalyptus melliodora,22,0.3298,,
Eucalyptus melliodora,79,0.3322,,
Eucalyptus melliodora,90,0.3394,,
Eucalyptus melliodora,21,0.34,,
Eucalyptus melliodora,34,0.343,,
Eucalyptus melliodora,23,0.3436,,
Eucalyptus melliodora,42,0.3474,,
Eucalyptus melliodora,12,0.3488,,
Eucalyptus melliodora,10,0.3536,,
Eucalyptus melliodora,86,0.355,,
Eucalyptus melliodora,19,0.3558,,
Eucalyptus melliodora,20,0.3604,,
Eucalyptus melliodora,29,0.365,,
Eucalyptus melliodora,93,0.3658,,
Eucalyptus melliodora,55,0.3668,,
Eucalyptus melliodora,18,0.3684,,
Eucalyptus melliodora,61,0.3724,,
Eucalyptus melliodora,80,0.373,,
Eucalyptus melliodora,82,0.3756,,
Eucalyptus melliodora,100,0.3756,,
Eucalyptus melliodora,56,0.3766,,
Eucalyptus melliodora,24,0.3798,,
Eucalyptus melliodora,6,0.3838,,
Eucalyptus melliodora,17,0.386,,
Eucalyptus melliodora,88,0.386,,
Eucalyptus melliodora,74,0.3896,,
Eucalyptus melliodora,4,0.3914,,
Eucalyptus melliodora,58,0.3932,,
Eucalyptus melliodora,65,0.3954,,
Eucalyptus melliodora,7,0.396,,
Eucalyptus melliodora,97,0.3978,,
Eucalyptus melliodora,73,0.4006,,
Eucalyptus melliodora,16,0.4116,,
Eucalyptus melliodora,41,0.415,,
Eucalyptus melliodora,1,0.4208,,
Eucalyptus melliodora,33,0.4226,,
Eucalyptus melliodora,35,0.4292,,
Eucalyptus melliodora,28,0.4294,,
Eucalyptus melliodora,46,0.4344,,
Eucalyptus melliodora,11,0.4412,,
Eucalyptus melliodora,81,0.45,,
Eucalyptus melliodora,26,0.4528,,
Eucalyptus melliodora,51,0.4558,,
Eucalyptus melliodora,64,0.4592,,
Eucalyptus melliodora,68,0.4618,,
Eucalyptus melliodora,27,0.4626,,
Eucalyptus melliodora,52,0.4662,,
Eucalyptus melliodora,9,0.469,,
Eucalyptus melliodora,38,0.4842,,
Eucalyptus melliodora,98,0.5002,,
Eucalyptus melliodora,5,0.527,,
Eucalyptus melliodora,84,0.5356,,
Eucalyptus melliodora,96,0.5438,,
Eucalyptus melliodora,25,0.5626,,
Eucalyptus melliodora,62,0.5652,,
Eucalyptus melliodora,49,0.5824,,
Eucalyptus microcorys,57,0.2986,,
Eucalyptus microcorys,30,0.3414,,
Eucalyptus microcorys,59,0.3474,,
Eucalyptus microcorys,18,0.3652,,
Eucalyptus microcorys,27,0.3874,,
Eucalyptus microcorys,56,0.394,,
Eucalyptus microcorys,79,0.4094,,
Eucalyptus microcorys,36,0.4134,,
Eucalyptus microcorys,55,0.4182,,
Eucalyptus microcorys,66,0.4204,,
Eucalyptus microcorys,24,0.4238,,
Eucalyptus microcorys,9,0.465,,
Eucalyptus microcorys,100,0.4664,,
Eucalyptus microcorys,26,0.4702,,
Eucalyptus microcorys,64,0.4772,,
Eucalyptus microcorys,54,0.48,,
Eucalyptus microcorys,87,0.48,,
Eucalyptus microcorys,90,0.4876,,
Eucalyptus microcorys,65,0.494,,
Eucalyptus microcorys,77,0.494,,
Eucalyptus microcorys,60,0.495,,
Eucalyptus microcorys,71,0.4968,,
Eucalyptus microcorys,20,0.4986,,
Eucalyptus microcorys,94,0.5002,,
Eucalyptus microcorys,5,0.5058,,
Eucalyptus microcorys,84,0.509,,
Eucalyptus microcorys,81,0.51,,
Eucalyptus microcorys,16,0.5138,,
Eucalyptus microcorys,13,0.5188,,
Eucalyptus microcorys,74,0.519,,
Eucalyptus microcorys,29,0.5252,,
Eucalyptus microcorys,62,0.5278,,
Eucalyptus microcorys,52,0.5342,,
Eucalyptus microcorys,80,0.5412,,
Eucalyptus microcorys,89,0.5558,,
Eucalyptus microcorys,53,0.5602,,
Eucalyptus microcorys,6,0.567,,
Eucalyptus microcorys,37,0.5702,,
Eucalyptus microcorys,21,0.5736,,
Eucalyptus microcorys,38,0.5742,,
Eucalyptus microcorys,95,0.5782,,
Eucalyptus microcorys,49,0.5792,,
Eucalyptus microcorys,44,0.5874,,
Eucalyptus microcorys,8,0.5956,,
Eucalyptus microcorys,2,0.6042,,
Eucalyptus microcorys,25,0.6056,,
Eucalyptus microcorys,51,0.6214,,
Eucalyptus microcorys,97,0.623,,
Eucalyptus microcorys,63,0.6302,,
Eucalyptus microcorys,88,0.6386,,
Eucalyptus microcorys,4,0.64,,
Eucalyptus microcorys,43,0.6412,,
Eucalyptus microcorys,58,0.6578,,
Eucalyptus microcorys,1,0.6704,,
Eucalyptus microcorys,83,0.6724,,
Eucalyptus microcorys,33,0.6742,,
Eucalyptus microcorys,17,0.688,,
Eucalyptus microcorys,82,0.6886,,
Eucalyptus microcorys,73,0.6916,,
Eucalyptus microcorys,98,0.6942,,
Eucalyptus microcorys,92,0.6944,,
Eucalyptus microcorys,47,0.7066,,
Eucalyptus microcorys,22,0.7162,,
Eucalyptus microcorys,68,0.7216,,
Eucalyptus microcorys,10,0.7218,,
Eucalyptus microcorys,72,0.722,,
Eucalyptus microcorys,35,0.7324,,
Eucalyptus microcorys,48,0.7408,,
Eucalyptus microcorys,45,0.7452,,
Eucalyptus microcorys,32,0.7578,,
Eucalyptus microcorys,78,0.7714,,
Eucalyptus microcorys,14,0.7802,,
Eucalyptus microcorys,31,0.7876,,
Eucalyptus microcorys,42,0.7882,,
Eucalyptus microcorys,11,0.8006,,
Eucalyptus microcorys,7,0.8058,,
Eucalyptus microcorys,91,0.8148,,
Eucalyptus microcorys,93,0.8524,,
Eucalyptus microcorys,70,0.88,,
Eucalyptus microcorys,96,0.8814,,
Eucalyptus microcorys,86,0.9008,,
Eucalyptus microcorys,19,0.902,,
Eucalyptus microcorys,39,0.9056,,
Eucalyptus microcorys,41,0.9208,,
Eucalyptus microcorys,15,0.9302,,
Eucalyptus microcorys,23,0.9318,,
Eucalyptus microcorys,50,0.938,,
Eucalyptus microcorys,28,0.9654,,
Eucalyptus microcorys,46,0.9736,,
Eucalyptus microcorys,12,0.9942,,
Eucalyptus microcorys,67,0.9974,,
Eucalyptus microcorys,40,1.0302,,
Eucalyptus microcorys,76,1.0568,,
Eucalyptus microcorys,34,1.0624,,
Eucalyptus microcorys,69,1.0732,,
Eucalyptus microcorys,75,1.0734,,
Eucalyptus microcorys,85,1.1386,,
Eucalyptus moluccana,59,0.1994,,
Eucalyptus moluccana,64,0.2218,,
Eucalyptus moluccana,99,0.227,,
Eucalyptus moluccana,92,0.2582,,
Eucalyptus moluccana,15,0.2632,,
Eucalyptus moluccana,16,0.2988,,
Eucalyptus moluccana,93,0.3066,,
Eucalyptus moluccana,12,0.3104,,
Eucalyptus moluccana,70,0.3154,,
Eucalyptus moluccana,48,0.3238,,
Eucalyptus moluccana,6,0.3352,,
Eucalyptus moluccana,36,0.3446,,
Eucalyptus moluccana,23,0.3566,,
Eucalyptus moluccana,51,0.3588,,
Eucalyptus moluccana,54,0.362,,
Eucalyptus moluccana,94,0.3748,,
Eucalyptus moluccana,5,0.3806,,
Eucalyptus moluccana,78,0.3898,,
Eucalyptus moluccana,67,0.4052,,
Eucalyptus moluccana,81,0.4052,,
Eucalyptus moluccana,72,0.4078,,
Eucalyptus moluccana,13,0.4128,,
Eucalyptus moluccana,11,0.4136,,
Eucalyptus moluccana,49,0.415,,
Eucalyptus moluccana,9,0.426,,
Eucalyptus moluccana,83,0.4358,,
Eucalyptus moluccana,50,0.4396,,
Eucalyptus moluccana,40,0.4452,,
Eucalyptus moluccana,27,0.4496,,
Eucalyptus moluccana,32,0.4524,,
Eucalyptus moluccana,17,0.454,,
Eucalyptus moluccana,2,0.4698,,
Eucalyptus moluccana,66,0.5082,,
Eucalyptus moluccana,71,0.513,,
Eucalyptus moluccana,4,0.5152,,
Eucalyptus moluccana,88,0.5298,,
Eucalyptus moluccana,68,0.5496,,
Eucalyptus moluccana,89,0.5578,,
Eucalyptus moluccana,28,0.5588,,
Eucalyptus moluccana,55,0.5758,,
Eucalyptus moluccana,80,0.6302,,
Eucalyptus obtusiflora,54,1.787,,
Eucalyptus obtusiflora,57,2.081,,
Eucalyptus obtusiflora,4,2.192,,
Eucalyptus obtusiflora,31,2.366,,
Eucalyptus obtusiflora,45,2.41,,
Eucalyptus obtusiflora,85,2.517,,
Eucalyptus obtusiflora,18,2.53,,
Eucalyptus obtusiflora,63,2.626,,
Eucalyptus obtusiflora,23,2.654,,
Eucalyptus obtusiflora,44,2.82,,
Eucalyptus obtusiflora,5,2.885,,
Eucalyptus obtusiflora,71,3.059,,
Eucalyptus obtusiflora,67,3.164,,
Eucalyptus obtusiflora,43,3.227,,
Eucalyptus obtusiflora,35,3.252,,
Eucalyptus obtusiflora,16,3.26,,
Eucalyptus obtusiflora,28,3.287,,
Eucalyptus obtusiflora,33,3.3,,
Eucalyptus obtusiflora,73,3.309,,
Eucalyptus obtusiflora,38,3.459,,
Eucalyptus oreades,25,0.671,,
Eucalyptus oreades,53,0.696,,
Eucalyptus oreades,18,0.724,,
Eucalyptus oreades,78,0.728,,
Eucalyptus oreades,44,0.737,,
Eucalyptus oreades,84,0.764,,
Eucalyptus oreades,54,0.77,,
Eucalyptus oreades,28,0.774,,
Eucalyptus oreades,38,0.776,,
Eucalyptus oreades,95,0.782,,
Eucalyptus oreades,83,0.788,,
Eucalyptus oreades,77,0.799,,
Eucalyptus oreades,86,0.799,,
Eucalyptus oreades,98,0.811,,
Eucalyptus oreades,59,0.817,,
Eucalyptus oreades,76,0.819,,
Eucalyptus oreades,99,0.822,,
Eucalyptus oreades,79,0.823,,
Eucalyptus oreades,100,0.842,,
Eucalyptus oreades,40,0.844,,
Eucalyptus oreades,92,0.86,,
Eucalyptus oreades,35,0.865,,
Eucalyptus oreades,67,0.869,,
Eucalyptus oreades,30,0.878,,
Eucalyptus oreades,22,0.881,,
Eucalyptus oreades,52,0.886,,
Eucalyptus oreades,41,0.888,,
Eucalyptus oreades,93,0.899,,
Eucalyptus oreades,55,0.904,,
Eucalyptus oreades,23,0.912,,
Eucalyptus oreades,58,0.913,,
Eucalyptus oreades,5,0.919,,
Eucalyptus oreades,48,0.922,,
Eucalyptus oreades,32,0.938,,
Eucalyptus oreades,70,0.943,,
Eucalyptus oreades,65,0.954,,
Eucalyptus oreades,14,0.955,,
Eucalyptus oreades,97,0.956,,
Eucalyptus oreades,50,0.96,,
Eucalyptus oreades,37,0.962,,
Eucalyptus oreades,29,0.964,,
Eucalyptus oreades,94,0.972,,
Eucalyptus oreades,34,0.975,,
Eucalyptus oreades,47,0.975,,
Eucalyptus oreades,39,0.982,,
Eucalyptus oreades,63,0.984,,
Eucalyptus oreades,74,0.985,,
Eucalyptus oreades,49,0.988,,
Eucalyptus oreades,71,0.989,,
Eucalyptus oreades,60,0.993,,
Eucalyptus oreades,43,0.994,,
Eucalyptus oreades,27,0.996,,
Eucalyptus oreades,82,0.997,,
Eucalyptus oreades,15,1,,
Eucalyptus oreades,51,1.002,,
Eucalyptus oreades,64,1.003,,
Eucalyptus oreades,19,1.004,,
Eucalyptus oreades,33,1.005,,
Eucalyptus oreades,56,1.017,,
Eucalyptus oreades,73,1.018,,
Eucalyptus oreades,75,1.018,,
Eucalyptus oreades,62,1.019,,
Eucalyptus oreades,20,1.023,,
Eucalyptus oreades,1,1.025,,
Eucalyptus oreades,61,1.029,,
Eucalyptus oreades,4,1.032,,
Eucalyptus oreades,11,1.052,,
Eucalyptus oreades,16,1.059,,
Eucalyptus oreades,12,1.06,,
Eucalyptus oreades,6,1.064,,
Eucalyptus oreades,3,1.066,,
Eucalyptus oreades,57,1.084,,
Eucalyptus oreades,17,1.085,,
Eucalyptus oreades,96,1.085,,
Eucalyptus oreades,10,1.094,,
Eucalyptus oreades,21,1.095,,
Eucalyptus oreades,24,1.098,,
Eucalyptus oreades,87,1.106,,
Eucalyptus oreades,46,1.108,,
Eucalyptus oreades,91,1.126,,
Eucalyptus oreades,90,1.136,,
Eucalyptus oreades,45,1.14,,
Eucalyptus oreades,2,1.148,,
Eucalyptus oreades,88,1.162,,
Eucalyptus oreades,72,1.163,,
Eucalyptus oreades,26,1.17,,
Eucalyptus oreades,13,1.193,,
Eucalyptus oreades,89,1.205,,
Eucalyptus oreades,69,1.211,,
Eucalyptus oreades,42,1.223,,
Eucalyptus oreades,8,1.239,,
Eucalyptus oreades,7,1.279,,
Eucalyptus oreades,31,1.299,,
Eucalyptus oreades,66,1.31,,
Eucalyptus oreades,81,1.334,,
Eucalyptus parramattensis,80,0.0684,,
Eucalyptus parramattensis,50,0.0746,,
Eucalyptus parramattensis,85,0.0764,,
Eucalyptus parramattensis,84,0.0796,,
Eucalyptus parramattensis,30,0.081,,
Eucalyptus parramattensis,33,0.0838,,
Eucalyptus parramattensis,94,0.0848,,
Eucalyptus parramattensis,18,0.0854,,
Eucalyptus parramattensis,77,0.0874,,
Eucalyptus parramattensis,90,0.0888,,
Eucalyptus parramattensis,72,0.09,,
Eucalyptus parramattensis,98,0.0914,,
Eucalyptus parramattensis,86,0.0946,,
Eucalyptus parramattensis,83,0.0958,,
Eucalyptus parramattensis,68,0.096,,
Eucalyptus parramattensis,26,0.0968,,
Eucalyptus parramattensis,99,0.0988,,
Eucalyptus parramattensis,42,0.0992,,
Eucalyptus parramattensis,73,0.0996,,
Eucalyptus parramattensis,40,0.1014,,
Eucalyptus parramattensis,57,0.1014,,
Eucalyptus parramattensis,59,0.1014,,
Eucalyptus parramattensis,43,0.1026,,
Eucalyptus parramattensis,10,0.1044,,
Eucalyptus parramattensis,55,0.1052,,
Eucalyptus parramattensis,97,0.1054,,
Eucalyptus parramattensis,89,0.1088,,
Eucalyptus parramattensis,71,0.1108,,
Eucalyptus parramattensis,24,0.112,,
Eucalyptus parramattensis,3,0.1136,,
Eucalyptus parramattensis,27,0.1158,,
Eucalyptus parramattensis,75,0.117,,
Eucalyptus parramattensis,25,0.1172,,
Eucalyptus parramattensis,66,0.118,,
Eucalyptus parramattensis,61,0.1198,,
Eucalyptus parramattensis,21,0.1212,,
Eucalyptus parramattensis,67,0.1234,,
Eucalyptus parramattensis,34,0.1246,,
Eucalyptus parramattensis,52,0.1258,,
Eucalyptus parramattensis,28,0.1262,,
Eucalyptus parramattensis,60,0.127,,
Eucalyptus parramattensis,96,0.1302,,
Eucalyptus parramattensis,49,0.1318,,
Eucalyptus parramattensis,81,0.132,,
Eucalyptus parramattensis,15,0.1322,,
Eucalyptus parramattensis,32,0.1332,,
Eucalyptus parramattensis,93,0.1334,,
Eucalyptus parramattensis,92,0.1338,,
Eucalyptus parramattensis,29,0.1342,,
Eucalyptus parramattensis,1,0.1344,,
Eucalyptus parramattensis,14,0.1378,,
Eucalyptus parramattensis,56,0.14,,
Eucalyptus parramattensis,88,0.1434,,
Eucalyptus parramattensis,37,0.1442,,
Eucalyptus parramattensis,64,0.1442,,
Eucalyptus parramattensis,12,0.1454,,
Eucalyptus parramattensis,39,0.147,,
Eucalyptus parramattensis,22,0.1476,,
Eucalyptus parramattensis,63,0.1478,,
Eucalyptus parramattensis,6,0.1492,,
Eucalyptus parramattensis,9,0.1496,,
Eucalyptus parramattensis,79,0.1498,,
Eucalyptus parramattensis,62,0.1502,,
Eucalyptus parramattensis,53,0.151,,
Eucalyptus parramattensis,46,0.152,,
Eucalyptus parramattensis,91,0.1528,,
Eucalyptus parramattensis,35,0.1532,,
Eucalyptus parramattensis,19,0.1538,,
Eucalyptus parramattensis,4,0.1548,,
Eucalyptus parramattensis,69,0.1566,,
Eucalyptus parramattensis,7,0.1618,,
Eucalyptus parramattensis,2,0.1628,,
Eucalyptus parramattensis,54,0.1636,,
Eucalyptus parramattensis,45,0.1644,,
Eucalyptus parramattensis,8,0.1674,,
Eucalyptus parramattensis,5,0.1686,,
Eucalyptus parramattensis,74,0.1708,,
Eucalyptus parramattensis,58,0.1738,,
Eucalyptus parramattensis,82,0.1738,,
Eucalyptus parramattensis,31,0.1742,,
Eucalyptus parramattensis,38,0.1758,,
Eucalyptus parramattensis,13,0.178,,
Eucalyptus parramattensis,11,0.1802,,
Eucalyptus parramattensis,51,0.1828,,
Eucalyptus parramattensis,17,0.183,,
Eucalyptus parramattensis,20,0.184,,
Eucalyptus parramattensis,41,0.1852,,
Eucalyptus parramattensis,65,0.1856,,
Eucalyptus parramattensis,48,0.186,,
Eucalyptus parramattensis,16,0.1864,,
Eucalyptus parramattensis,47,0.1866,,
Eucalyptus parramattensis,36,0.196,,
Eucalyptus parramattensis,78,0.2036,,
Eucalyptus parramattensis,70,0.2192,,
Eucalyptus parramattensis,23,0.2304,,
Eucalyptus parramattensis,44,0.2372,,
Eucalyptus pauciflora,47,0.971,,
Eucalyptus pauciflora,38,1.316,,
Eucalyptus pauciflora,61,1.434,,
Eucalyptus pauciflora,84,1.472,,
Eucalyptus pauciflora,10,1.499,,
Eucalyptus pauciflora,81,1.516,,
Eucalyptus pauciflora,76,1.579,,
Eucalyptus pauciflora,88,1.619,,
Eucalyptus pauciflora,57,1.627,,
Eucalyptus pauciflora,68,1.642,,
Eucalyptus pauciflora,72,1.645,,
Eucalyptus pauciflora,50,1.67,,
Eucalyptus pauciflora,56,1.67,,
Eucalyptus pauciflora,27,1.709,,
Eucalyptus pauciflora,98,1.777,,
Eucalyptus pauciflora,29,1.789,,
Eucalyptus pauciflora,67,1.844,,
Eucalyptus pauciflora,19,1.9,,
Eucalyptus pauciflora,40,1.917,,
Eucalyptus pauciflora,31,1.92,,
Eucalyptus pauciflora,33,1.925,,
Eucalyptus pauciflora,62,1.928,,
Eucalyptus pauciflora,55,1.947,,
Eucalyptus pauciflora,58,1.948,,
Eucalyptus pauciflora,65,1.99,,
Eucalyptus pauciflora,22,2.008,,
Eucalyptus pauciflora,60,2.01,,
Eucalyptus pauciflora,6,2.079,,
Eucalyptus pauciflora,3,2.115,,
Eucalyptus pauciflora,39,2.315,,
Eucalyptus pauciflora,36,2.324,,
Eucalyptus pauciflora,48,2.344,,
Eucalyptus pikata ,52,0.4912,,
Eucalyptus pikata ,98,0.6331,,
Eucalyptus pikata ,100,0.681,,
Eucalyptus pikata ,53,0.6894,,
Eucalyptus pikata ,56,0.6986,,
Eucalyptus pikata ,96,0.704,,
Eucalyptus pikata ,68,0.7112,,
Eucalyptus pikata ,32,0.7113,,
Eucalyptus pikata ,86,0.7532,,
Eucalyptus pikata ,50,0.7611,,
Eucalyptus pikata ,26,0.7895,,
Eucalyptus pikata ,24,0.7991,,
Eucalyptus pikata ,47,0.8305,,
Eucalyptus pikata ,99,0.8321,,
Eucalyptus pikata ,48,0.8352,,
Eucalyptus pikata ,43,0.8673,,
Eucalyptus pikata ,30,0.8722,,
Eucalyptus pikata ,20,0.8794,,
Eucalyptus pikata ,51,0.8849,,
Eucalyptus pikata ,70,0.8869,,
Eucalyptus pikata ,69,0.8938,,
Eucalyptus pikata ,34,0.8956,,
Eucalyptus pikata ,64,0.8975,,
Eucalyptus pikata ,81,0.9021,,
Eucalyptus pikata ,79,0.9023,,
Eucalyptus pikata ,62,0.9106,,
Eucalyptus pikata ,78,0.9108,,
Eucalyptus pikata ,46,0.9141,,
Eucalyptus pikata ,84,0.9204,,
Eucalyptus pikata ,91,0.9267,,
Eucalyptus pikata ,80,0.9385,,
Eucalyptus pikata ,39,0.9532,,
Eucalyptus pikata ,5,0.9647,,
Eucalyptus pikata ,6,0.966,,
Eucalyptus pikata ,58,0.9675,,
Eucalyptus pikata ,22,0.9696,,
Eucalyptus pikata ,71,0.9739,,
Eucalyptus pikata ,87,0.9817,,
Eucalyptus pikata ,41,0.9847,,
Eucalyptus pikata ,19,0.9867,,
Eucalyptus pikata ,25,0.9911,,
Eucalyptus pikata ,45,1.0031,,
Eucalyptus pikata ,36,1.004,,
Eucalyptus pikata ,17,1.0163,,
Eucalyptus pikata ,33,1.0168,,
Eucalyptus pikata ,44,1.0226,,
Eucalyptus pikata ,29,1.0247,,
Eucalyptus pikata ,59,1.0409,,
Eucalyptus pikata ,15,1.0442,,
Eucalyptus pikata ,55,1.0547,,
Eucalyptus pikata ,40,1.0566,,
Eucalyptus pikata ,89,1.0576,,
Eucalyptus pikata ,72,1.0606,,
Eucalyptus pikata ,11,1.0647,,
Eucalyptus pikata ,31,1.067,,
Eucalyptus pikata ,60,1.0676,,
Eucalyptus pikata ,88,1.0745,,
Eucalyptus pikata ,27,1.0754,,
Eucalyptus pikata ,28,1.0757,,
Eucalyptus pikata ,75,1.0774,,
Eucalyptus pikata ,21,1.0803,,
Eucalyptus pikata ,57,1.0917,,
Eucalyptus pikata ,18,1.0918,,
Eucalyptus pikata ,12,1.101,,
Eucalyptus pikata ,42,1.1023,,
Eucalyptus pikata ,54,1.1035,,
Eucalyptus pikata ,73,1.119,,
Eucalyptus pikata ,37,1.1195,,
Eucalyptus pikata ,74,1.1261,,
Eucalyptus pikata ,92,1.1336,,
Eucalyptus pikata ,97,1.1472,,
Eucalyptus pikata ,82,1.1557,,
Eucalyptus pikata ,76,1.156,,
Eucalyptus pikata ,4,1.1618,,
Eucalyptus pikata ,38,1.1714,,
Eucalyptus pikata ,23,1.1981,,
Eucalyptus pikata ,66,1.2079,,
Eucalyptus pikata ,65,1.2119,,
Eucalyptus pikata ,9,1.2151,,
Eucalyptus pikata ,1,1.2213,,
Eucalyptus pikata ,14,1.226,,
Eucalyptus pikata ,10,1.2324,,
Eucalyptus pikata ,63,1.2357,,
Eucalyptus pikata ,16,1.2405,,
Eucalyptus pikata ,67,1.2573,,
Eucalyptus pikata ,8,1.2584,,
Eucalyptus pikata ,85,1.2586,,
Eucalyptus pikata ,83,1.2644,,
Eucalyptus pikata ,94,1.2769,,
Eucalyptus pikata ,90,1.3096,,
Eucalyptus pikata ,13,1.3336,,
Eucalyptus pikata ,7,1.3565,,
Eucalyptus pikata ,2,1.4045,,
Eucalyptus pikata ,3,1.4051,,
Eucalyptus pikata ,61,1.435,,
Eucalyptus pikata ,35,1.4541,,
Eucalyptus pikata ,77,1.4976,,
Eucalyptus pikata ,93,8.089,,
Eucalyptus pilligaensis,11,0.0676,,
Eucalyptus pilligaensis,71,0.0702,,
Eucalyptus pilligaensis,64,0.071,,
Eucalyptus pilligaensis,63,0.078,,
Eucalyptus pilligaensis,33,0.08,,
Eucalyptus pilligaensis,12,0.0822,,
Eucalyptus pilligaensis,78,0.0842,,
Eucalyptus pilligaensis,31,0.0844,,
Eucalyptus pilligaensis,75,0.085,,
Eucalyptus pilligaensis,62,0.0858,,
Eucalyptus pilligaensis,48,0.0888,,
Eucalyptus pilligaensis,93,0.097,,
Eucalyptus pilligaensis,53,0.0984,,
Eucalyptus pilligaensis,77,0.1006,,
Eucalyptus pilligaensis,51,0.1008,,
Eucalyptus pilligaensis,36,0.1012,,
Eucalyptus pilligaensis,43,0.102,,
Eucalyptus pilligaensis,6,0.1032,,
Eucalyptus pilligaensis,47,0.1038,,
Eucalyptus pilligaensis,99,0.1044,,
Eucalyptus pilligaensis,16,0.1072,,
Eucalyptus pilligaensis,97,0.1072,,
Eucalyptus pilligaensis,54,0.108,,
Eucalyptus pilligaensis,76,0.1102,,
Eucalyptus pilligaensis,10,0.1108,,
Eucalyptus pilligaensis,46,0.1152,,
Eucalyptus pilligaensis,73,0.1164,,
Eucalyptus pilligaensis,94,0.1178,,
Eucalyptus pilligaensis,83,0.118,,
Eucalyptus pilligaensis,26,0.1194,,
Eucalyptus pilligaensis,74,0.1194,,
Eucalyptus pilligaensis,89,0.1206,,
Eucalyptus pilligaensis,82,0.1208,,
Eucalyptus pilligaensis,68,0.1224,,
Eucalyptus pilligaensis,65,0.1234,,
Eucalyptus pilligaensis,90,0.1234,,
Eucalyptus pilligaensis,59,0.1236,,
Eucalyptus pilligaensis,40,0.124,,
Eucalyptus pilligaensis,17,0.1252,,
Eucalyptus pilligaensis,39,0.1294,,
Eucalyptus pilligaensis,52,0.1314,,
Eucalyptus pilligaensis,45,0.132,,
Eucalyptus pilligaensis,50,0.1332,,
Eucalyptus pilligaensis,32,0.1342,,
Eucalyptus pilligaensis,92,0.135,,
Eucalyptus pilligaensis,27,0.1352,,
Eucalyptus pilligaensis,61,0.1354,,
Eucalyptus pilligaensis,95,0.136,,
Eucalyptus pilligaensis,55,0.1362,,
Eucalyptus pilligaensis,4,0.1364,,
Eucalyptus pilligaensis,98,0.137,,
Eucalyptus pilligaensis,96,0.1372,,
Eucalyptus pilligaensis,19,0.1374,,
Eucalyptus pilligaensis,24,0.1376,,
Eucalyptus pilligaensis,67,0.1384,,
Eucalyptus pilligaensis,88,0.1388,,
Eucalyptus pilligaensis,58,0.1412,,
Eucalyptus pilligaensis,70,0.1414,,
Eucalyptus pilligaensis,60,0.1418,,
Eucalyptus pilligaensis,1,0.1444,,
Eucalyptus pilligaensis,30,0.1452,,
