Tree ID,Landscape type,Tree species,Leaf type,Eucalypt subgenera,Collection date,Round,TotalN,AvailN,UBFs,FPCs
b20maci2,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/6/2021,5,1.2143681,0.3786091,7.2022238,
b20ro8,Burnt,Rossii,Epicormic,Monocalyptus,23/6/2021,5,1.4306281,1.0081671,26.6111393,
b20roi1,Burnt,Rossii,Mature foliage,Monocalyptus,23/6/2021,5,1.6355475,1.2382348,21.4181538,
b23ro8,Burnt,Rossii,Epicormic,Monocalyptus,15/6/2021,5,1.418835,1.0129657,22.4308453,
b24maci8,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,14/6/2021,5,1.3249625,0.4645628,3.1475739,
b24man8,Burnt,Mannifera,Epicormic,Symphyomyrtus,14/6/2021,5,1.9451302,1.6156509,,38.7720451
b24mani3,Burnt,Mannifera,Mature foliage,Symphyomyrtus,14/6/2021,5,1.658645,1.2390777,,38.0339813
b25di6,Burnt,Dives,Epicormic,Monocalyptus,22/6/2021,5,1.8294764,1.5759343,17.8015366,
b25ru3,Burnt,Rubida,Epicormic,Symphyomyrtus,22/6/2021,5,1.6050416,1.3039136,,2.9976885
b25vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,1.8416709,1.6244646,,18.9747925
b26di7,Burnt,Dives,Epicormic,Monocalyptus,14/6/2021,5,2.1120882,1.705496,14.2963295,
b26dii2,Burnt,Dives,Mature foliage,Monocalyptus,14/6/2021,5,1.5964297,1.2525809,17.5600471,
b26man9,Burnt,Mannifera,Epicormic,Symphyomyrtus,14/6/2021,5,1.9705975,1.6365756,,38.4780197
b26mani5,Burnt,Mannifera,Mature foliage,Symphyomyrtus,14/6/2021,5,1.6811544,1.1737182,,42.520813
b26vi4,Burnt,Viminalis,Epicormic,Symphyomyrtus,14/6/2021,5,1.8464069,1.6539408,,19.4415092
b26vii2,Burnt,Viminalis,Mature foliage,Symphyomyrtus,14/6/2021,5,2.0453529,1.8399944,,20.5424385
b28di8,Burnt,Dives,Epicormic,Monocalyptus,23/6/2021,5,1.4593235,1.1881789,17.199152,
b28maci6,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/6/2021,5,1.2339952,0.349874,12.9706259,
b28roi4,Burnt,Rossii,Mature foliage,Monocalyptus,23/6/2021,5,1.2443157,0.8563153,30.3257809,
b29ro9,Burnt,Rossii,Epicormic,Monocalyptus,14/6/2021,5,1.3684413,1.0459524,24.3539181,
b29roi5,Burnt,Rossii,Mature foliage,Monocalyptus,14/6/2021,5,1.2905328,0.7957371,27.5339184,
b2di1,Burnt,Dives,Epicormic,Monocalyptus,22/6/2021,5,1.6997327,1.1472985,20.7773781,
b2vi1,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,1.891395,1.6428968,,18.2914581
b35di9,Burnt,Dives,Epicormic,Monocalyptus,22/6/2021,5,1.6166483,0.9713297,17.3653107,
b35vi5,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,1.6282567,1.522971,,15.207737
b36ru4,Burnt,Rubida,Epicormic,Symphyomyrtus,22/6/2021,5,1.6370931,1.3204458,,4.9627008
b36vi6,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,1.8690366,1.6748134,,17.6212521
b38ru5,Burnt,Rubida,Epicormic,Symphyomyrtus,15/6/2021,5,1.799229,1.3750108,,0
b38rui2,Burnt,Rubida,Mature foliage,Symphyomyrtus,15/6/2021,5,1.6176196,1.2054542,,9.3739367
b38rui2tips,Burnt,Rubida,Tips,Symphyomyrtus,15/6/2021,5,1.9488373,1.6875653,,3.5979073
b38vi9,Burnt,Viminalis,Epicormic,Symphyomyrtus,15/6/2021,5,1.8208184,1.5968869,,18.6445217
b38vii1,Burnt,Viminalis,Mature foliage,Symphyomyrtus,15/6/2021,5,1.3876579,1.1182232,,8.0780582
b3mac2,Burnt,Macrorhyncha,Epicormic,Monocalyptus,14/6/2021,5,1.4536903,0.502812,4.4153285,
b42vi7,Burnt,Viminalis,Epicormic,Symphyomyrtus,14/6/2021,5,1.8443472,1.6397691,,18.0164146
b49vi8,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,2.1505229,2.0899129,,16.920475
b4mac3,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/6/2021,5,1.3714174,0.5501988,7.4721084,
b4man2,Burnt,Mannifera,Epicormic,Symphyomyrtus,22/6/2021,5,1.9693338,1.6070452,,36.8116379
b51ru6,Burnt,Rubida,Epicormic,Symphyomyrtus,25/6/2021,5,1.4840112,1.1446527,,0
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,25/6/2021,5,1.7241298,1.3542911,,6.2067556
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,25/6/2021,5,1.6927339,1.3233267,,3.833616
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,22/6/2021,5,1.6557071,1.3923416,,3.8470807
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,22/6/2021,5,1.6976409,1.3851116,,0
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,23/6/2021,5,1.0265702,0.0084012,5.6047058,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/6/2021,5,0.8773901,0.016988,6.6929564,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,23/6/2021,5,1.5600864,1.1690589,,17.5247688
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,23/6/2021,5,1.1858801,0.9243488,28.9312897,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,15/6/2021,5,1.805958,1.3511052,15.2963295,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,15/6/2021,5,1.1513331,0.8189432,20.919857,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,15/6/2021,5,1.9420912,1.7581621,,19.1334534
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,14/6/2021,5,1.1827997,0.2782243,12.3487225,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,14/6/2021,5,1.2122623,0.2834325,8.0012693,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,14/6/2021,5,1.736905,1.3785986,,46.7860146
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,14/6/2021,5,1.521338,1.248386,21.5421867,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,14/6/2021,5,1.168654,0.7847638,25.8201408,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,22/6/2021,5,1.26827,1.0203238,12.9778013,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,22/6/2021,5,2.2265577,1.9691947,,14.3705282
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,30/6/2021,5,1.7489297,1.5355432,17.2227821,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,30/6/2021,5,1.3981621,0.776962,0.8621652,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,30/6/2021,5,1.2233047,0.9450935,,22.6276855
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,29/6/2021,5,1.607663,1.4374633,18.6628952,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.1498159,0.3008569,9.3213234,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,29/6/2021,5,1.7233621,1.3639818,,28.5420876
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,28/6/2021,5,1.2494658,0.442687,3.3203535,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,28/6/2021,5,1.1685234,0.9407095,30.6741562,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,30/6/2021,5,1.6375363,1.5939896,18.4289093,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,30/6/2021,5,1.9092559,1.8348655,,14.6007795
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.2054853,0.3332526,9.1283245,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.2291601,0.2522116,5.3026252,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,29/6/2021,5,1.1145805,0.9374241,23.6110439,
u15di7,Unburnt,Dives,Mature foliage,Monocalyptus,28/6/2021,5,1.9100673,1.6465089,11.2598829,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,28/6/2021,5,1.0662447,0.4654503,7.9204397,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,28/6/2021,5,1.3458518,1.1176541,,0.2171381
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,30/6/2021,5,1.7481815,1.5692941,19.7207699,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,1/7/2021,5,1.2559143,1.1296431,13.5672436,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,30/6/2021,5,1.4892391,1.2740357,,0.2080131
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,29/6/2021,5,1.648825,1.3851848,20.0458107,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,29/6/2021,5,1.1307895,0.9481409,34.6767731,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,29/6/2021,5,1.5780451,1.4114717,15.5688057,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.1538689,0.3010335,6.3933511,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,29/6/2021,5,1.5340573,1.1674694,,43.5023766
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,29/6/2021,5,1.2056201,1.0340306,33.1647301,
u20ru6newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,1/7/2021,5,1.8934778,1.6533856,,1.3072672
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/7/2021,5,1.5982087,1.4763929,,18.1163387
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,30/6/2021,5,1.2501601,1.107699,29.6726189,
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,1/7/2021,5,1.2869226,1.0295659,,0
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/7/2021,5,1.5555394,1.4842453,,21.479887
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,28/6/2021,5,1.311393,1.0034024,,0
u26ru10,Unburnt,Rubida,Mature foliage,Symphyomyrtus,1/7/2021,5,1.1054727,0.8267754,,0
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,30/6/2021,5,1.4770954,1.2925754,18.1556816,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,30/6/2021,5,1.5698776,1.3265353,,31.7385063
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,30/6/2021,5,1.2891198,1.1574891,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,28/6/2021,5,1.9863002,1.756878,,19.9919376
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,28/6/2021,5,1.1994021,0.9083726,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/7/2021,5,1.9447415,1.8420048,,13.7373972
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,30/6/2021,5,1.731645,1.6820349,,10.4364071
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,30/6/2021,5,1.8965527,1.8939888,,17.5292931
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,28/6/2021,5,1.8645593,1.7170516,,19.2407894
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,29/6/2021,5,1.6796714,1.5318972,,15.8096752
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.0890216,0.1893364,5.8942351,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,29/6/2021,5,1.5451846,1.2856259,,27.5980053
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,29/6/2021,5,1.1469699,0.9939685,25.9666882,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,28/6/2021,5,1.4542211,1.1993791,15.555851,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,28/6/2021,5,1.1913773,0.4715207,5.4699306,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,28/6/2021,5,1.8023813,1.4425919,,32.7763672
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,28/6/2021,5,0.9909862,0.8248534,27.9580383,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,30/6/2021,5,1.7637744,1.6302637,,40.662323
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,30/6/2021,5,1.1075495,0.9378383,40.98312,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,30/6/2021,5,1.1721265,0.9568994,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,1/7/2021,5,1.438476,1.1828434,,24.361681
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,1/7/2021,5,1.0314701,0.792948,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/7/2021,5,1.3376018,1.1501757,,10.5960464
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,28/6/2021,5,1.1951628,0.6631297,7.5932312,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,28/6/2021,5,1.1393907,0.7168479,,10.4370108
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,28/6/2021,5,1.2892547,1.2451576,26.6174049,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,29/6/2021,5,1.1975508,0.3258347,4.4452357,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,29/6/2021,5,1.5741726,1.168026,,42.0345535
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,29/6/2021,5,1.213221,1.02882,28.0141048,
b11di4,Burnt,Dives,Epicormic,Monocalyptus,27/7/2021,6,1.5615944,1.3379861,21.3635654,
b11mac6,Burnt,Macrorhyncha,Epicormic,Monocalyptus,27/7/2021,6,1.5123833,1.1399667,29.9072399,
b11ro3,Burnt,Rossii,Epicormic,Monocalyptus,27/7/2021,6,1.3826348,1.2768255,19.8146343,
b12di11,Burnt,Dives,Epicormic,Monocalyptus,26/7/2021,6,1.5029454,1.4029515,21.2577801,
b12mac7,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/7/2021,6,1.747784,1.2125897,36.1597977,
b12ru1,Burnt,Rubida,Epicormic,Symphyomyrtus,26/7/2021,6,1.859167,1.8175403,,11.2898893
b13mac8,Burnt,Macrorhyncha,Epicormic,Monocalyptus,30/7/2021,6,1.3735169,1.0564991,24.4446545,
b13maci5,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,30/7/2021,6,1.3895355,1.1034021,25.1508751,
b13mani2,Burnt,Mannifera,Mature foliage,Symphyomyrtus,30/7/2021,6,1.572382,1.3662332,,
b13roi3,Burnt,Rossii,Mature foliage,Monocalyptus,30/7/2021,6,0.987446,0.9727626,25.4709282,
b15mac9,Burnt,Macrorhyncha,Epicormic,Monocalyptus,29/7/2021,6,1.4525716,0.7914799,7.1715536,
b15maci1,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,29/7/2021,6,1.2773235,0.3997131,6.0781198,
b15man5,Burnt,Mannifera,Epicormic,Symphyomyrtus,29/7/2021,6,1.8538077,1.5181769,,31.7486305
b15mani1,Burnt,Mannifera,Mature foliage,Symphyomyrtus,29/7/2021,6,1.5645149,1.1501328,,31.0993443
b15ro5,Burnt,Rossii,Epicormic,Monocalyptus,29/7/2021,6,1.3929158,1.1614232,24.2045422,
b16mac10,Burnt,Macrorhyncha,Epicormic,Monocalyptus,29/7/2021,6,1.2903045,0.4905365,7.9199996,
b16maci10,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,29/7/2021,6,1.1848381,0.5237442,12.4581156,
b16man6,Burnt,Mannifera,Epicormic,Symphyomyrtus,29/7/2021,6,1.9063661,1.6244025,,37.2074318
b16mani7,Burnt,Mannifera,Mature foliage,Symphyomyrtus,29/7/2021,6,1.670951,1.3244333,,40.1501541
b16ro6,Burnt,Rossii,Epicormic,Monocalyptus,29/7/2021,6,1.2118647,1.0024537,19.5204735,
b16roi9,Burnt,Rossii,Mature foliage,Monocalyptus,29/7/2021,6,1.3750795,1.0631554,34.723484,
b17di5,Burnt,Dives,Epicormic,Monocalyptus,27/7/2021,6,1.2755156,1.2496303,19.4061241,
b17dii1,Burnt,Dives,Mature foliage,Monocalyptus,27/7/2021,6,1.658996,1.4295498,13.6103363,
b17maci4,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/7/2021,6,1.5818386,1.2846344,34.1561546,
b17man7,Burnt,Mannifera,Epicormic,Symphyomyrtus,27/7/2021,6,1.8355861,1.5754776,,30.7151833
b17ru2,Burnt,Rubida,Epicormic,Symphyomyrtus,27/7/2021,6,1.4036815,1.3442616,,3.5835941
b17rui1,Burnt,Rubida,Mature foliage,Symphyomyrtus,27/7/2021,6,1.1172945,1.1020628,,3.1915746
b1mac1,Burnt,Macrorhyncha,Epicormic,Monocalyptus,30/7/2021,6,1.2830695,0.7474371,33.3605309,
b1maci3,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,30/7/2021,6,1.4913396,1.344573,34.3620644,
b1man1,Burnt,Mannifera,Epicormic,Symphyomyrtus,30/7/2021,6,1.7417279,1.5704798,,31.1490479
b1ro1,Burnt,Rossii,Epicormic,Monocalyptus,30/7/2021,6,1.132356,0.9247419,65.9049683,
b1roi2,Burnt,Rossii,Mature foliage,Monocalyptus,30/7/2021,6,1.0733169,0.9720183,47.6268311,
b20maci2,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,30/7/2021,6,1.5624115,1.2618845,30.5588131,
b20ro8,Burnt,Rossii,Epicormic,Monocalyptus,30/7/2021,6,1.4861211,1.2409223,35.6045189,
b20roi1,Burnt,Rossii,Mature foliage,Monocalyptus,30/7/2021,6,1.238286,1.0103929,30.9010448,
b23ro8,Burnt,Rossii,Epicormic,Monocalyptus,27/7/2021,6,1.2103519,1.0493194,25.2688026,
b24maci8,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/7/2021,6,1.5437579,1.1104579,21.4389954,
b24man8,Burnt,Mannifera,Epicormic,Symphyomyrtus,26/7/2021,6,2.01403,1.8752673,,32.1513023
b24mani3,Burnt,Mannifera,Mature foliage,Symphyomyrtus,26/7/2021,6,1.6966323,1.5201161,,28.9876461
b25di6,Burnt,Dives,Epicormic,Monocalyptus,29/7/2021,6,1.6983089,1.5004487,19.9200268,
b25ru3,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.6060373,1.4071528,,2.0709908
b25vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,1.628247,1.545292,,18.1991978
b26di7,Burnt,Dives,Epicormic,Monocalyptus,26/7/2021,6,1.9564655,1.7990947,18.6365452,
b26dii2,Burnt,Dives,Mature foliage,Monocalyptus,26/7/2021,6,1.3465786,1.1708086,15.9547558,
b26man9,Burnt,Mannifera,Epicormic,Symphyomyrtus,26/7/2021,6,2.0153844,1.8670688,,37.7246895
b26mani5,Burnt,Mannifera,Mature foliage,Symphyomyrtus,26/7/2021,6,1.1864291,0.9979971,,19.435051
b26vi4,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/7/2021,6,1.7991627,1.8128403,,18.5564785
b26vii2,Burnt,Viminalis,Mature foliage,Symphyomyrtus,26/7/2021,6,1.8361722,1.9776317,,10.8007069
b28di8,Burnt,Dives,Epicormic,Monocalyptus,27/7/2021,6,1.3865578,1.3134832,20.4346256,
b28maci6,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/7/2021,6,1.3456392,0.923907,31.0550175,
b28roi4,Burnt,Rossii,Mature foliage,Monocalyptus,27/7/2021,6,1.1823363,0.9468667,30.823,
b29ro9,Burnt,Rossii,Epicormic,Monocalyptus,26/7/2021,6,1.2011888,1.0687777,27.6491032,
b29roi5,Burnt,Rossii,Mature foliage,Monocalyptus,26/7/2021,6,1.2658798,1.0673515,31.2582264,
b2di1,Burnt,Dives,Epicormic,Monocalyptus,29/7/2021,6,1.6164329,1.2765563,21.4929104,
b2vi1,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,1.8539402,1.7141113,,11.8227825
b35di9,Burnt,Dives,Epicormic,Monocalyptus,29/7/2021,6,1.6742023,1.3441199,15.8678541,
b35vi5,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,1.9010587,1.8658935,,11.6351538
b36ru4,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,2.1416779,1.7946148,,2.2029169
b36vi6,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,1.7387408,1.7051357,,12.1962357
b38ru5,Burnt,Rubida,Epicormic,Symphyomyrtus,27/7/2021,6,1.8398962,1.7192215,,0.368687
b38rui2,Burnt,Rubida,Mature foliage,Symphyomyrtus,27/7/2021,6,1.6890311,1.56252,,4.9400811
b38vi9,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/7/2021,6,1.7478713,1.7148851,,15.9393511
b38vii1,Burnt,Viminalis,Mature foliage,Symphyomyrtus,27/7/2021,6,1.3082,1.1891589,,11.0632105
b3mac2,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/7/2021,6,1.5997303,1.3614597,27.9248238,
b42vi7,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/7/2021,6,1.6653414,1.6838236,,16.4280434
b49vi8,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,2.0518589,2.1047754,,14.3254728
b4mac3,Burnt,Macrorhyncha,Epicormic,Monocalyptus,30/7/2021,6,1.666623,1.2163121,23.5724983,
b4man2,Burnt,Mannifera,Epicormic,Symphyomyrtus,30/7/2021,6,2.0280399,1.8618085,,37.3242035
b51ru6,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.4848238,1.264863,,2.0598903
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.5027832,1.3111795,,2.5292306
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.684657,1.4097761,,2.4477692
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.6452872,1.5025117,,2.9587779
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,29/7/2021,6,1.707455,1.4732097,,0
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,27/7/2021,6,1.1411866,0.6185638,32.5607414,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/7/2021,6,1.1953847,0.803746,30.9568882,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,27/7/2021,6,1.3687634,1.1249176,,18.6432495
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,27/7/2021,6,1.1222206,1.0417053,28.9330559,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,27/7/2021,6,1.4643105,1.219854,14.7917166,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,27/7/2021,6,1.1237311,0.9639174,29.4799728,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/7/2021,6,1.9469358,1.9719708,,14.2876034
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/7/2021,6,1.5967568,1.2698777,44.8363953,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/7/2021,6,1.4784392,1.374512,26.2056046,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,26/7/2021,6,1.713708,1.5010861,,41.1069298
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,26/7/2021,6,1.4789554,1.4332224,28.8373871,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,26/7/2021,6,0.9688631,0.82853,33.8222885,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,29/7/2021,6,1.2306652,1.1068025,13.7825546,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,29/7/2021,6,2.0315099,1.918509,,8.385334
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,5/8/2021,6,1.6474609,1.4445578,16.3078022,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,1.2625051,0.7838313,3.5978503,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,5/8/2021,6,1.3871169,1.0935824,,25.2565098
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,5/8/2021,6,1.3721961,1.3339268,18.0798244,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,0.9743602,0.5339785,12.0232248,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,5/8/2021,6,1.4946884,1.201069,,29.4242687
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,4/8/2021,6,1.4159684,1.1621472,30.5528107,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,4/8/2021,6,1.111213,0.9321591,35.083744,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,6/8/2021,6,1.2681178,1.159252,12.3854055,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.5928653,1.5150357,,12.6031265
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,1.0693762,0.6730435,8.1227827,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,1.0540627,0.2935754,6.5495515,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,5/8/2021,6,1.1025721,0.9535932,21.6496983,
u15di7newgrowth,Unburnt,Dives,Young growth,Monocalyptus,4/8/2021,6,1.3507609,1.2198138,14.344265,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,4/8/2021,6,1.365567,1.233603,26.2052803,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,4/8/2021,6,1.6544685,1.7046475,,0
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,6/8/2021,6,1.6187706,1.385499,16.8578835,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,6/8/2021,6,1.3194418,1.200563,11.4397049,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,6/8/2021,6,1.1220955,0.8440831,,0.5744918
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,5/8/2021,6,1.1417139,1.0396886,15.4961538,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,5/8/2021,6,1.0972624,0.936203,35.4337082,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,5/8/2021,6,1.3904589,1.4171944,15.7786064,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,1.1298765,0.6175997,10.7220078,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,5/8/2021,6,1.6252048,1.2665091,,35.0278625
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,5/8/2021,6,1.1724962,1.1426574,25.7278881,
u20ru6newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,6/8/2021,6,1.7644074,1.6321419,,2.5564232
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.4151268,1.3708787,,14.7112226
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,5/8/2021,6,1.1403981,1.0338866,29.9976521,
