family,taxa,spauth,infraspecauth,planttype,maxdsm,phopath,refdesc,refshort
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Distichlis distichophylla,(Lab.) Fassett,,hyhal,,C4,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Eragrostis dielsii,Pilg. ex Diels & Pritz.,,psamm,,,"Malcolm, C.V. 1985. personal communication.","(Malcolm, 1985)"
POACEAE,Lepturus repens,(G.Forst.) R.Br.,,-,,C4?,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Paspalum distichum,L.,,hyhal,56,C4,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
POACEAE,Paspalum distichum,L.,,hyhal,56,C4,"Dudeck, A.E. and Peacock, H. 1985. Effects of salinity on seashore Paspalum turfgrasses. Agronomy Journal, 77:47-50.","(Dudeck & Peacock, 1985)"
POACEAE,Paspalum distichum,L.,,hyhal,56,C4,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Paspalum distichum,L.,,hyhal,56,C4,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Phragmites australis,(Cav.) Trin. ex Steud.,,hyhal,40.6,C3,"Dubuis, A. and Simmonneau, P. 1960. Contribution a l'etude de la vegetation halophile des bassins fermes du Plateau D'Oran. Clairbois, Algeria: Services des Etudes Scientifiques.","(Dubuis & Simmonneau, 1960)"
POACEAE,Phragmites australis,(Cav.) Trin. ex Steud.,,hyhal,40.6,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Phragmites australis,(Cav.) Trin. ex Steud.,,hyhal,40.6,C3,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
POACEAE,Phragmites australis,(Cav.) Trin. ex Steud.,,hyhal,40.6,C3,"Taylor, N. 1939. Salt tolerance of Long Island saltmarsh plants. Circular New York State Museum, 23:1-42.","(Taylor, 1939)"
POACEAE,Puccinellia stricta,(Hook.f.) C.H.Blom,,hyhal,,C3?,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
POACEAE,Puccinellia stricta,(Hook.f.) C.H.Blom,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Saccharum spontaneum,L.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Spinifex hirsutus,Labill.,,psamm,,,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Spinifex hirsutus,Labill.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
POACEAE,Spinifex longifolius,R.Br.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
POACEAE,Sporobolus virginicus,(L.) Kunth,,psamm,8,C4,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
POACEAE,Sporobolus virginicus,(L.) Kunth,,psamm,8,C4,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Sporobolus virginicus,(L.) Kunth,,psamm,8,C4,"Gentry, H.S. 1984. personal communication.","(Gentry, 1984)"
POACEAE,Sporobolus virginicus,(L.) Kunth,,psamm,8,C4,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PONTEDERIACEAE,Monochoria hastata,(L.) Solms,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PORTULACACEAE,Portulaca oleracea,L.,,xero,,C4,"Saxena, S.K. and Gupta, R.K. 1972 Vegetation of Pachpadra Salt Basin in Western Rajasthan Journal of Bombay Natural History, 70:104-127.","(Saxena & Gupta, 1972)"
PORTULACACEAE,Portulaca pilosa,L.,,hyhal,,C4?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POSIDONIACEAE,Posidonia australis,Hook.f.,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
POSIDONIACEAE,Posidonia australis,Hook.f.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POSIDONIACEAE,Posidonia ostenfeldii,Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
POTAMOGETONACEAE,Potamogeton crispus,L.,,hyhal,SW,,,
POTAMOGETONACEAE,Zannichellia palustris,L.,,hyhal,,,"Mason, H.C. 1957. A flora of the marshes of California. Berkeley: University of California.","(Mason, 1957)"
POTAMOGETONACEAE,Zannichellia palustris,L.,,hyhal,,,"Munz, P. and Akeck, D.D. 1968. A flora of California and supplement. University of California, Berkeley.","(Munz & Akeck, 1968)"
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,hyhal,SW,C3?,"Farquhar, G.D., Ball, M.C., Von Caemmerer, S. and Roksandic Z. 1982. Effect of salinity and humidity on d13C value of halophytes - evidence for diffusional isotope fractionation determined by the ratio of intercellular atmospheric partial pressure of CO2 ","(Farquhar et al., 1982)"
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,hyhal,SW,C3?,"Mepham, R.H. 1983. Mangrove floras of the southern continents. Part 1 South African Journal of Botany, 2:1-8.","(Mepham, 1983)"
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,hyhal,SW,C3?,"Peng, L. and Xin-Men, W. 1983. Ecological note on mangroves of Fujian China. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J. Teas), pp 31-36. W. Junk,The Hague.","(Peng & Xin-Men, 1983)"
PRIMULACEAE,Samolus junceus,R.Br.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PRIMULACEAE,Samolus repens,(J.R.Forst. & G.Forst.) Pers.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHAMNACEAE,Colubrina asiatica,(L.) Brongn.,,xero,,,,
RHAMNACEAE,Spyridium globulosum,(Labill.) Benth.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
RHIZOPHORACEAE,Bruguiera cylindrica,(L.) Bl.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHIZOPHORACEAE,Bruguiera cylindrica,(L.) Bl.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Bruguiera exaristata,Ding Hou,,hyhal,SW,C3?,"Kartawinata, K., Adisumar, S., Soemodihardjo, S.I. and Tantra, G.M. 1979. Status pengetahuan hutan bakau Indonesia. (The state of knowledge the Indonesian Mangrove forest). In Proceedings of the Seminar on the Mangrove Ecosystem, 26:21-39.","(Kartawinata et al., 1979)"
RHIZOPHORACEAE,Bruguiera exaristata,Ding Hou,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Bruguiera parviflora,Wight & Arn. ex G.W.Griff.,,hyhal,SW,C3,"Tutin, T.G., Heywood, V.H., Burges, N.A., Valentine, D.H., Walters, S.M. and Webb, D.A. 1964. Flora Europaea. Vol. I. Cambridge University, Cambridge.","(Tutin et al., 1964)"
RHIZOPHORACEAE,Bruguiera parviflora,Wight & Arn. ex G.W.Griff.,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Bruguiera sexangula,(Lour.) Poir.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHIZOPHORACEAE,Bruguiera sexangula,(Lour.) Poir.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Carallia brachiata,(Lour.) Merr.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHIZOPHORACEAE,Ceriops tagal,(Perr.) C.B.Robinson,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHIZOPHORACEAE,Ceriops tagal,(Perr.) C.B.Robinson,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Rhizophora apiculata,Bl.,,hyhal,SW,C3,"Mepham, R.H. 1983. Mangrove floras of the southern continents. Part 1 South African Journal of Botany, 2:1-8.","(Mepham, 1983)"
RHIZOPHORACEAE,Rhizophora apiculata,Bl.,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RHIZOPHORACEAE,Rhizophora apiculata,Bl.,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Rhizophora mucronata,Poir.,,hyhal,SW,C3,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
RHIZOPHORACEAE,Rhizophora mucronata,Poir.,,hyhal,SW,C3,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
RHIZOPHORACEAE,Rhizophora mucronata,Poir.,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RHIZOPHORACEAE,Rhizophora stylosa,Griff.,,hyhal,SW,C3?,"Clough, B.F. 1984. Growth and salt balance of the mangroves Avicennia marina (Forsk.) Viehr. and Rhizophora stylosa Griff. in relation to salinity. Australian Journal of Plant Physiology. 11:419-430.","(Clough, 1984)"
RHIZOPHORACEAE,Rhizophora stylosa,Griff.,,hyhal,SW,C3?,"Kartawinata, K., Adisumar, S., Soemodihardjo, S.I. and Tantra, G.M. 1979. Status pengetahuan hutan bakau Indonesia. (The state of knowledge the Indonesian Mangrove forest). In Proceedings of the Seminar on the Mangrove Ecosystem, 26:21-39.","(Kartawinata et al., 1979)"
RHIZOPHORACEAE,Rhizophora stylosa,Griff.,,hyhal,SW,C3?,"Proceedings of the 11th International Grassland Congress, pp. 158-161. Queensland, Australia.",(Proc. 11th Int. Grass. Congress)
RHIZOPHORACEAE,Rhizophora stylosa,Griff.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RUBIACEAE,Guettarda speciosa,L.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,hyhal,SW,C3,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,hyhal,SW,C3,"Mepham, R.H. 1983. Mangrove floras of the southern continents. Part 1 South African Journal of Botany, 2:1-8.","(Mepham, 1983)"
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
RUTACEAE,Diplolaena dampieri,Desf.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
SAPINDACEAE,Allophylus cobbe,Bl.,,hyhal,SW,,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
SCROPHULARIACEAE,Eremophila maculata,(Ker Gawl.) F.Muell.,,xero,,C3?,"Aronson, J.A., Unpublished data (1981-1988).","(Aronson, unpublished data (1981-1988))"
SCROPHULARIACEAE,Eremophila maculata,(Ker Gawl.) F.Muell.,,xero,,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila miniata,C.A.Gardner,,xero,,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila oppositifolia,R.Br.,,xero,??,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila polyclada,(F.Muell.) F.Muell.,,xero,,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
SCROPHULARIACEAE,Eremophila pterocarpa,Fitzq.,,xero,??,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila serrulata,(A.Cunn. ex A.DC.) Druce,,xero,,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila sturtii,R.Br.,,xero,,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Eremophila subfloccosa,Benth.,,xero,,C3?,"Goodin, J.R. 1979. Atriplex as a forage crop for arid lands. In:New agricultural crops (Ed. Ritchie, G.A.) Boulder, Colorado: Westview, 133-148.","(Goodin, 1979)"
SCROPHULARIACEAE,Myoporum insulare,R.Br.,,psamm,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
SCROPHULARIACEAE,Myoporum insulare,R.Br.,,psamm,SW,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
SCROPHULARIACEAE,Myoporum parvifolium,R.Br.,,xero,8,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
SCROPHULARIACEAE,Myoporum parvifolium,R.Br.,,xero,8,C3,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
SURIANACEAE,Suriana maritima,L.,,hyhal,,,"Vareschi V. 1979. Plantas entre el mary la tierra. Armitano, Caracas.","(Vareschi, 1979)"
THYMELAEACEAE,Pimelea clavata,Labill.,,psarnm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
THYMELAEACEAE,Pimelea ferruginea,Labill.,,psarnm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
TYPHACEAE,Typha domingensis,Pers.,,hyhal,,C3?,"Mason, H.C. 1957. A flora of the marshes of California. Berkeley: University of California.","(Mason, 1957)"
TYPHACEAE,Typha domingensis,Pers.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
TYPHACEAE,Typha domingensis,Pers.,,hyhal,,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
TYPHACEAE,Typha orientalis,C.Presl,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
VERBENACEAE,Phyla nodiflora,(L.) Greene,,hyhal,15,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
VERBENACEAE,Phyla nodiflora,(L.) Greene,,hyhal,15,C3,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
ZOSTERACEAE,Heterozostera tasmanica,(Martens ex Asch.) Hartog,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
ZOSTERACEAE,Heterozostera tasmanica,(Martens ex Asch.) Hartog,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
ZOSTERACEAE,Zostera muelleri,Asch.,,hyhal,SW,,Den Hartog C. 1970. The sea - grasses of the world. Amsterdam: North - Holland.,"(Den Hartog, 1970)"
ZOSTERACEAE,Zostera muelleri,Asch.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
ZYGOPHYLLACEAE,Tribulus cistoides,L.,,xero,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
ZYGOPHYLLACEAE,Zygophyllum billardierei,DC.,,psamm,8,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
ZYGOPHYLLACEAE,Zygophyllum crenatum,F.Muell.,,xero,,C3,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
ZYGOPHYLLACEAE,Zygophyllum iodocarpum,F.Muell.,,xero,,C3?,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
ZYGOPHYLLACEAE,Zygophyllum prismatothecum,F.Muell.,,xero,,C3?,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
