Genus,species,subspecies,Location,Latitude,Longitude,Collectors,Dates,Order,Family,Species if known,# morphospecies,Source,DOI,pollination treatment,umbel order,flowering season,germination assay,plant_growth_form,life_history,flower_structural_sex_type,inflorescence_type,flower_colour,flower_ovules_per_functional_carpel_count ({count}),plant_height (maximum) (cm),breeding_system,flowers_per_inflorescence (mean) ({count}),seed_count (raw) ({count}),seed_germination (mean) (%),seed_dry_mass (mean) (mg),flowering_time,fire_time_from_fire_to_flowering (mo),fire_time_from_fire_to_peak_flowering (mo),measurement_remarks
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Chloropidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Tiphiidae,,2,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Sarcophagidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Asilidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Tephritidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Tipulidae,,2,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Syrphidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Muscidae,,3,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Therevidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Diptera,Tabanidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Neuroptera,Chrysopidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Hemiptera,Aphididae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Thysanoptera,Phlaeothripidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,Araneae,Thomisidae,,1,,,,,,,,,,,,,,,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,,,,herb,perennial,bisexual,umbel,white,2,80,mixed mating system,,,,,,,,
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,,,,,,,,,,,,72.0,1153,,,,,,"Flowers per umbel, pooled across umbel orders: mean +/- SE = 72.0 +/- 2.0, n = 74 umbels, 1999. Estimated total seed production per plant (~1153) calculated from component means (Discussion, p.624); not directly counted."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,primary,,,,,,,,,,,70.9,,,,,,,"Mean +/- SE = 70.9 +/- 6.5, n = 10 umbels, 1999; no significant difference among umbel orders (F2,27 = 0.8468, P = 0.4398)."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,secondary,,,,,,,,,,,81.3,,,,,,,"Mean +/- SE = 81.3 +/- 5.5, n = 10 umbels, 1999."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,tertiary,,,,,,,,,,,75.5,,,,,,,"Mean +/- SE = 75.5 +/- 4.8, n = 10 umbels, 1999."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,self,,,"hand-pollination comparison, Petri dish",,,,,,,,,,,52.4,1.23,,,,"Germination: mean +/- SE = 52.4 +/- 14.1% (range 14.3-76.9%), n = 4 umbels; seed mass: mean +/- SE = 1.23 +/- 0.09 mg, n = 4 umbels; 1999."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,cross,,,"hand-pollination comparison, Petri dish",,,,,,,,,,,62.9,1.29,,,,"Germination: mean +/- SE = 62.9 +/- 10.1% (range 30.4-92.3%), n = 6 umbels; seed mass: mean +/- SE = 1.29 +/- 0.12 mg, n = 6 umbels; 1999."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,open,,,"hand-pollination comparison, Petri dish",,,,,,,,,,,59.2,1.05,,,,"Germination: mean +/- SE = 59.2 +/- 8.2% (range 29.4-86.7%), n = 6 umbels; seed mass: mean +/- SE = 1.05 +/- 0.11 mg, n = 6 umbels; 1999."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999-02/1999-05,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,,,"flowering-cohort timing comparison, soil trays",,,,,,,,,,,63.7,,,,,"Final % emergence in soil, 74 days after sowing: mean +/- SE = 63.7 +/- 5.2%, n = 30 umbels pooled across 10 cohorts (range 0-100%), 1999; cohort means ranged 46.7-90% (mean +/- SE = 63.7 +/- 5.0%, n = 10 cohorts). Age at first leaf: mean +/- SE = 38.0 +/- 0.7 days (range 34.0-44.6 days across cohorts), 9 germinants/cohort -- not merged (no AusTraits trait match; see dataset notes)."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1998/1999,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,,post-fire (delayed),,,,,,,,,,,,,,YYYYYYNNNNNY,2,5,"Onset delayed to about mid-December 1998 by an October 1998 fire; peak flowering March 1999; ceased beginning of June 1999. Fire-to-onset and fire-to-peak intervals are approximate, estimated from the stated months, not exact durations given in the source."
Trachymene,incisa,incisa,"Agnes Banks Nature Reserve, NSW",-33.633,150.683,"Yvonne Davila, Glenda Wardle",1999/2000,,,,,"Davila, Y. C., & Wardle, G. M. (2002). Reproductive ecology of the Australian herb Trachymene incisa subsp. incisa (Apiaceae). Australian Journal of Botany, 50(5), 619-626.",https://doi.org/10.1071/BT02001,,,typical,,,,,,,,,,,,,,YYYYYYNNNYYY,,,"Onset about October 1999, ceased June 2000, peak flowering February 2000; population flowering 'returned to normal' following the prior fire-disrupted season."
