Family,taxon_name,scraped_name,Diaspore class,Life form,Habitat class,Seed diameter (mm),BFG 1 (%),BFG2 (%),BFG3 (%),BFG4 (%),BFG5 (%),BFG6 (%),Location,aligned_name,suggested_name,aligned_reason,taxonomic_status
Rhamnaceae,Ventilago pubiflora,Ventilago pubiflora,wa,tclim,6,2,0,0,5,27,5,33,"Southeast Queensland, northern dry rainforests",Ventilago pubiflora,Ventilago pubiflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rosaceae,Rubus moorei,Rubus moorei,ae,tclim,2,1,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Rubus moorei,Rubus moorei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Aidia racemosa,Aidia racemosa,ae,stree,6,2,0,0,0,0,0,18,"Southeast Queensland, northern dry rainforests",Aidia racemosa,Aidia racemosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Atractocarpus benthamianus,Atractocarpus benthamianus,ae,stree,2,4,0,22,0,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Atractocarpus benthamianus,Atractocarpus benthamianus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Atractocarpus chartaceus,Atractocarpus chartaceus,ae,stree,wide,3,0,17,43,70,24,38,"Southeast Queensland, subtropical rainforests - widespread",Atractocarpus chartaceus,Atractocarpus chartaceus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Coelospermum paniculatum var. paniculatum,Caelospermum paniculatum var. paniculatum,ae,tclim,1,4,27,4,24,7,0,0,"Southeast Queensland, warm humid subtropical rainforests",Caelospermum paniculatum var. paniculatum,Coelospermum paniculatum var. paniculatum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psydrax odorata f. buxifolia,Canthium buxifolium,ae,stree,5,4,0,0,5,7,57,30,"Southeast Queensland, southern inland dry rainforests",Canthium buxifolium,Psydrax odorata f. buxifolia,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Cyclophyllum coprosmoides,Canthium coprosmoides,ae,stree,wide,4,45,17,43,23,23,20,"Southeast Queensland, subtropical rainforests - widespread",Canthium coprosmoides,Cyclophyllum coprosmoides,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psydrax lamprophylla,Canthium lamprophyllum,ae,trees,wide,3,36,0,48,43,35,25,"Southeast Queensland, subtropical rainforests - widespread",Canthium lamprophyllum,Psydrax lamprophylla,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psydrax odorata,Canthium  odoratum,ae,stree,6,3.5,0,0,29,33,48,70,"Southeast Queensland, northern dry rainforests",Canthium odoratum,Psydrax odorata,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psydrax odorata f. parviflorifera,Canthium sp. (Mt Cooroy),ae,stree,3,NA,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Canthium sp. (Mt Alford L.H.Bird AQ408941),Psydrax odorata f. parviflorifera,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-25),accepted
Rubiaceae,Everistia vacciniifolia var. nervosa,Everistia vacciniifolia var. nervosa,ae,stree,5,3,0,0,5,17,53,53,"Southeast Queensland, southern inland dry rainforests",Everistia vacciniifolia var. nervosa,Everistia vacciniifolia var. nervosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Everistia vacciniifolia var. vacciniifolia,Everistia vacciniifolia var. vacciniifolia,ae,stree,5,3,0,0,0,5,21,15,"Southeast Queensland, southern inland dry rainforests",Everistia vacciniifolia var. vacciniifolia,Everistia vacciniifolia var. vacciniifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Hodgkinsonia ovatiflora,Hodgkinsonia ovatiflora,ae,stree,wide,1.5,0,30,67,63,24,33,"Southeast Queensland, subtropical rainforests - widespread",Hodgkinsonia ovatiflora,Hodgkinsonia ovatiflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Ixora beckleri,Ixora beckleri,ae,stree,4,3,0,4,33,68,22,20,"Southeast Queensland, drier coastal lowland subtropical rainforests",Ixora beckleri,Ixora beckleri,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Ixora queenslandica,Ixora queenslandica,ae,stree,6,4,0,0,0,0,0,8,"Southeast Queensland, northern dry rainforests",Ixora queenslandica,Ixora queenslandica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Gynochthodes canthoides,Morinda canthoides,ae,sclim,5,3,0,0,5,45,51,35,"Southeast Queensland, southern inland dry rainforests",Morinda canthoides,Gynochthodes canthoides,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Gynochthodes jasminoides,Morinda jasminoides,ae,sclim,wide,4,55,65,76,38,8,10,"Southeast Queensland, subtropical rainforests - widespread",Morinda jasminoides,Gynochthodes jasminoides,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Pavetta australiensis,Pavetta australiensis,ae,stree,6,3,0,0,10,45,68,75,"Southeast Queensland, northern dry rainforests",Pavetta australiensis,Pavetta australiensis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psychotria daphnoides,Psychotria  daphnoides,ae,stree,wide,8,0,70,62,58,46,73,"Southeast Queensland, subtropical rainforests - widespread",Psychotria daphnoides,Psychotria daphnoides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Psychotria loniceroides,Psychotria loniceroides,ae,stree,wide,4.5,73,9,81,70,24,38,"Southeast Queensland, subtropical rainforests - widespread",Psychotria loniceroides,Psychotria loniceroides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Randia moorei,Randia moorei,ae,stree,4,3,0,0,0,5,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Randia moorei,Randia moorei,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Triflorensia cameronii,Tarenna cameronii,ae,stree,5,2,0,0,5,12,35,10,"Southeast Queensland, southern inland dry rainforests",Tarenna cameronii,Triflorensia cameronii,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rubiaceae,Triflorensia ixoroides,Tarenna sp. (Ka Ka Mundi  NP W.J.McDonald+ 4642),ae,stree,6,2,0,0,0,3,3,45,"Southeast Queensland, northern dry rainforests",Tarenna sp. (Ka Ka Mundi NP W.J.McDonald+ 4642),Triflorensia ixoroides,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia laevis,Acronychia  laevis,ae,stree,5,3,0,4,52,43,67,58,"Southeast Queensland, southern inland dry rainforests",Acronychia laevis,Acronychia laevis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia oblongifolia,Acronychia  oblongifolia,ae,stree,3,3,0,9,38,3,0,0,"Southeast Queensland, humid subtropical rainforests",Acronychia oblongifolia,Acronychia oblongifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia octandra,Acronychia  octandra,un,trees,2,1.5,0,9,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Acronychia octandra,Acronychia octandra,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia pauciflora,Acronychia pauciflora,ae,stree,4,2,0,0,19,37,18,25,"Southeast Queensland, drier coastal lowland subtropical rainforests",Acronychia pauciflora,Acronychia pauciflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia pubescens,Acronychia  pubescens,ae,stree,2,3,0,30,19,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Acronychia pubescens,Acronychia pubescens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Acronychia wilcoxiana,Acronychia  wilcoxiana,ae,stree,1,3,27,0,24,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Acronychia wilcoxiana,Acronychia wilcoxiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Bosistoa medicinalis,Bosistoa medicinalis,un,stree,6,5,0,0,5,0,0,15,"Southeast Queensland, northern dry rainforests",Bosistoa medicinalis,Bosistoa medicinalis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Bosistoa pentacocca subsp. connaricarpa,Bosistoa pentacocca var. connaricarpa,eu,stree,6,11,0,0,0,2,1,15,"Southeast Queensland, northern dry rainforests",Bosistoa pentacocca var. connaricarpa,Bosistoa pentacocca subsp. connaricarpa,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Bosistoa pentacocca subsp. pentacocca,Bosistoa pentacocca var. pentacocca,eu,stree,4,11,0,9,0,10,1,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Bosistoa pentacocca var. pentacocca,Bosistoa pentacocca subsp. pentacocca,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Bosistoa transversa,Bosistoa transversa,un,stree,3,7,0,0,19,15,2,13,"Southeast Queensland, humid subtropical rainforests",Bosistoa transversa,Bosistoa transversa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Bouchardatia neurococca,Bouchardatia neurococca,un,stree,4,4,0,4,14,38,9,30,"Southeast Queensland, drier coastal lowland subtropical rainforests",Bouchardatia neurococca,Bouchardatia neurococca,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Citrus australasica,Citrus australasica,ae,stree,2,4,0,22,0,12,1,0,"Southeast Queensland, cool humid subtropical rainforests",Citrus australasica,Citrus australasica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Citrus australis,Citrus australis,ae,stree,5,5,0,0,24,20,35,0,"Southeast Queensland, southern inland dry rainforests",Citrus australis,Citrus australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Clausena brevistyla,Clausena brevistyla,ae,stree,4,1.5,0,4,5,12,4,8,"Southeast Queensland, drier coastal lowland subtropical rainforests",Clausena brevistyla,Clausena brevistyla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Dinosperma erythrococcum,Dinosperma erythrococcum,eu,trees,5,2,0,0,5,5,32,18,"Southeast Queensland, southern inland dry rainforests",Dinosperma erythrococcum,Dinosperma erythrococcum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Dinosperma melanophloium,Dinosperma melanophloia,un,trees,6,2,0,0,10,2,1,13,"Southeast Queensland, northern dry rainforests",Dinosperma melanophloia,Dinosperma melanophloium,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Flindersia australis,Flindersia  australis,wa,trees,wide,6,0,13,52,52,81,78,"Southeast Queensland, subtropical rainforests - widespread",Flindersia australis,Flindersia australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Flindersia bennettii,Flindersia  bennettiana,wa,trees,1,4,64,4,38,10,5,3,"Southeast Queensland, warm humid subtropical rainforests",Flindersia bennettiana,Flindersia bennettii,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Flindersia collina,Flindersia  collina,wa,trees,5,4,0,0,0,7,87,30,"Southeast Queensland, southern inland dry rainforests",Flindersia collina,Flindersia collina,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Flindersia schottiana,Flindersia  schottiana,wa,trees,3,5,27,9,43,33,7,20,"Southeast Queensland, humid subtropical rainforests",Flindersia schottiana,Flindersia schottiana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Flindersia xanthoxyla,Flindersia  xanthoxyla,wa,trees,5,4,0,0,14,12,36,3,"Southeast Queensland, southern inland dry rainforests",Flindersia xanthoxyla,Flindersia xanthoxyla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Coatesia paniculata,Geijera paniculata,un,stree,6,2,0,0,0,3,18,48,"Southeast Queensland, northern dry rainforests",Geijera paniculata,Coatesia paniculata,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Geijera parviflora,Geijera parviflora,un,stree,6,2,0,0,0,0,1,3,"Southeast Queensland, northern dry rainforests",Geijera parviflora,Geijera parviflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Geijera salicifolia,Geijera salicifolia,un,trees,5,5,0,4,24,22,58,45,"Southeast Queensland, southern inland dry rainforests",Geijera salicifolia,Geijera salicifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Glycosmis trifoliata,Glycosmis trifoliata,ae,stree,6,5,0,0,0,0,0,8,"Southeast Queensland, northern dry rainforests",Glycosmis trifoliata,Glycosmis trifoliata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Halfordia kendack,Halfordia  kendack,ae,trees,1,3,91,13,29,7,0,0,"Southeast Queensland, warm humid subtropical rainforests",Halfordia kendack,Halfordia kendack,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Medicosma cunninghamii,Medicosma cunninghamii,un,stree,4,1,0,4,19,30,5,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Medicosma cunninghamii,Medicosma cunninghamii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Medicosma elliptica,Medicosma elliptica,un,stree,4,NA,0,0,0,5,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Medicosma elliptica,Medicosma elliptica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Melicope elleryana,Melicope  elleryana,ae,trees,3,3.5,0,0,14,2,0,0,"Southeast Queensland, humid subtropical rainforests",Melicope elleryana,Melicope elleryana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Melicope micrococca,Melicope  micrococca,un,trees,wide,4,0,17,24,10,24,25,"Southeast Queensland, subtropical rainforests - widespread",Melicope micrococca,Melicope micrococca,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Melicope vitiflora,Melicope vitiflora,un,trees,3,2,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Melicope vitiflora,Melicope vitiflora,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Micromelum minutum,Micromelum minutum,ae,stree,6,3,0,0,5,8,19,58,"Southeast Queensland, northern dry rainforests",Micromelum minutum,Micromelum minutum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Murraya paniculata,Murraya ovatifoliolata,ae,stree,6,4,0,0,0,2,1,55,"Southeast Queensland, northern dry rainforests",Murraya ovatifoliolata,Murraya paniculata,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Pentaceras australe,Pentaceras australe,wa,trees,5,5,0,4,14,23,32,3,"Southeast Queensland, southern inland dry rainforests",Pentaceras australe,Pentaceras australe,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Phebalium squamulosum subsp. squamulosum,Phebalium squamulosum subsp. squamulosum,un,stree,5,2,0,0,0,0,4,3,"Southeast Queensland, southern inland dry rainforests",Phebalium squamulosum subsp. squamulosum,Phebalium squamulosum subsp. squamulosum [alternative possible names: Phebalium distans (pro parte misapplied) | Phebalium distans (misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Pitaviaster haplophyllus,Pitaviaster haplophylla,ae,stree,1,NA,9,0,0,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Pitaviaster haplophyllus,Pitaviaster haplophyllus,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Sarcomelicope simplicifolia subsp. simplicifolia,Sarcomelicope simplicifolia subsp. simplicifolia,ae,trees,wide,3,9,13,48,57,46,23,"Southeast Queensland, subtropical rainforests - widespread",Sarcomelicope simplicifolia subsp. simplicifolia,Sarcomelicope simplicifolia subsp. simplicifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Rutaceae,Zanthoxylum brachyacanthum,Zanthoxylum brachyacanthum,eu,stree,wide,4,0,17,24,32,62,55,"Southeast Queensland, subtropical rainforests - widespread",Zanthoxylum brachyacanthum,Zanthoxylum brachyacanthum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Santalaceae,Exocarpos latifolius,Exocarpos latifolius,ae,stree,6,5,0,0,10,17,51,73,"Southeast Queensland, northern dry rainforests",Exocarpos latifolius,Exocarpos latifolius,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon connatus,Alectryon connatus,ae,stree,5,5,0,0,10,28,59,43,"Southeast Queensland, southern inland dry rainforests",Alectryon connatus,Alectryon connatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon coriaceus,Alecfryon coriaceus,ae,stree,3,5,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Alectryon coriaceus,Alectryon coriaceus,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon diversifolius,Alectryon diversifolius,ae,stree,5,4,0,0,0,0,27,23,"Southeast Queensland, southern inland dry rainforests",Alectryon diversifolius,Alectryon diversifolius,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon reticulatus,Alectryon reticulatus,ae,stree,1,5,18,4,10,13,12,0,"Southeast Queensland, warm humid subtropical rainforests",Alectryon reticulatus,Alectryon reticulatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon semicinereus,Alecfryon semicinereus,ae,stree,3,5,0,0,5,3,0,0,"Southeast Queensland, humid subtropical rainforests",Alectryon semicinereus,Alectryon semicinereus,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon subcinereus,Alectpyon subcinereus,ae,trees,3,5,0,43,52,15,9,0,"Southeast Queensland, humid subtropical rainforests",Alectryon subcinereus,Alectryon subcinereus,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon subdentatus,Alectryon subdentatus,ae,stree,5,5,0,4,0,17,68,68,"Southeast Queensland, southern inland dry rainforests",Alectryon subdentatus,Alectryon subdentatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Alectryon tomentosus,Alectryon tomentosus var. tomentosus,ae,stree,6,5,0,0,0,43,51,55,"Southeast Queensland, northern dry rainforests",Alectryon tomentosus var. tomentosus,Alectryon tomentosus,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Arytera dictyoneura,Arytera dictyoneura,ae,stree,4,5,0,0,0,7,0,3,"Southeast Queensland, drier coastal lowland subtropical rainforests",Arytera dictyoneura,Arytera dictyoneura,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Arytera distylis,Arytera distylis,ae,stree,wide,6,0,30,33,45,41,10,"Southeast Queensland, subtropical rainforests - widespread",Arytera distylis,Arytera distylis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Arytera divaricata,Aytera divaricata,ae,stree,wide,6,0,26,48,75,71,73,"Southeast Queensland, subtropical rainforests - widespread",Arytera divaricata,Arytera divaricata,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Arytera microphylla,Arytera microphylla,ae,stree,6,4,0,0,0,7,14,33,"Southeast Queensland, northern dry rainforests",Arytera microphylla,Arytera microphylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Atalaya multiflora,Atalaya multiflora,wa,trees,4,6,0,9,5,23,9,8,"Southeast Queensland, drier coastal lowland subtropical rainforests",Atalaya multiflora,Atalaya multiflora [alternative possible names: Atalaya australiana (pro parte misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Atalaya rigida,Atalaya rigida,wa,stree,6,5,0,0,0,2,0,8,"Southeast Queensland, northern dry rainforests",Atalaya rigida,Atalaya rigida,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Atalaya salicifolia,Atalaya salicifolia,wa,trees,6,5,0,0,5,18,54,58,"Southeast Queensland, northern dry rainforests",Atalaya salicifolia,Atalaya salicifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Castanospora alphandii,Castanospora alphandii,un,trees,3,18,0,4,10,0,0,0,"Southeast Queensland, humid subtropical rainforests",Castanospora alphandii,Castanospora alphandii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis anacardioides,Cupaniopsis anacardioides,ae,trees,6,8,0,0,14,12,5,60,"Southeast Queensland, northern dry rainforests",Cupaniopsis anacardioides,Cupaniopsis anacardioides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis baileyana,Cupaniopsis baileyana,ae,stree,3,7,0,4,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Cupaniopsis baileyana,Cupaniopsis baileyana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis flagelliformis var. australis,Cupaniopsis flagelliformis var. australis,ae,stree,2,8,0,9,0,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Cupaniopsis flagelliformis var. australis,Cupaniopsis flagelliformis var. australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis newmanii,Cupaniopsis newmanii,ae,stree,2,9,0,26,0,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Cupaniopsis newmanii,Cupaniopsis newmanii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis parvifolia,Cupaniopsis parvifolia,ae,trees,5,5,0,0,10,55,86,28,"Southeast Queensland, southern inland dry rainforests",Cupaniopsis parvifolia,Cupaniopsis parvifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis serrata,Cupaniopsis serrata,ae,stree,3,8,0,13,38,30,12,5,"Southeast Queensland, humid subtropical rainforests",Cupaniopsis serrata,Cupaniopsis serrata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis shirleyana,Cupaniopsis shirleyana,ae,stree,6,6,0,0,0,5,1,8,"Southeast Queensland, northern dry rainforests",Cupaniopsis shirleyana,Cupaniopsis shirleyana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis simulata,Cupaniopsis simulatus,ae,stree,3,8,0,0,5,2,1,3,"Southeast Queensland, humid subtropical rainforests",Cupaniopsis simulatus,Cupaniopsis simulata,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis tomentella,Cupaniopsis tomentella,ae,stree,5,10,0,0,0,0,13,0,"Southeast Queensland, southern inland dry rainforests",Cupaniopsis tomentella,Cupaniopsis tomentella,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Cupaniopsis wadsworthii,Cupaniopsis wadsworthii,ae,stree,4,9,0,0,0,10,0,10,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cupaniopsis wadsworthii,Cupaniopsis wadsworthii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Diploglottis australis,Diploglottis australis,ae,trees,3,9,0,61,62,35,11,8,"Southeast Queensland, humid subtropical rainforests",Diploglottis australis,Diploglottis australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Elattostachys nervosa,Elattostachys nervosa,ae,trees,2,6,0,52,43,45,12,8,"Southeast Queensland, cool humid subtropical rainforests",Elattostachys nervosa,Elattostachys nervosa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Elattostachys xylocarpa,Elattostachys xylocarpa,ae,trees,5,5,0,4,33,65,89,83,"Southeast Queensland, southern inland dry rainforests",Elattostachys xylocarpa,Elattostachys xylocarpa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Guioa acutifolia,Guioa acutifolia,ae,stree,1,6,64,0,29,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Guioa acutifolia,Guioa acutifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Guioa semiglauca,Guioa semiglauca,ae,trees,3,6,0,52,86,30,15,5,"Southeast Queensland, humid subtropical rainforests",Guioa semiglauca,Guioa semiglauca,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Harpullia alata,Harpullia alata,ae,stee,2,10,18,22,0,0,1,0,"Southeast Queensland, cool humid subtropical rainforests",Harpullia alata,Harpullia alata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
