Time,Plant ID,Sex,photo/mass,Mean photo,Mean cond,Mean trans,Tot Lf area(mm),Lf ar(mm)/st(mm),No. lvs,Tot Lf wt(g),Lf wt(g) for flw est,SLA(area/wt),Lf(g)/stm(g),#flws in situ,#lvs in situ,#flws/tot Lf wt(g),M flwr wt(g),flw wt(g) tot,flw(g)/lf(g),No. fruit,M frt wt(mg),frt(g)/lf(g),Repbio(g) tot,Repbio(g)/Lf(g),#frt/#flw,dist ck (m),dist dn (m),LAI plant,DIFN plant,LAI canopy,DIFN canopy,Height cm,Base canopy cm,Long diam cm,Short diam cm,Vol cm^3,% lf N,Lf N (g)/lf(g)(br),% flw N,Flw N(g)/lf(g)(br),% frt N,RA N(g)/lf(g)(br),Chla+b umol/m2,species_name,context
flowering,28,female,NA,NA,NA,NA,45746.94,65.35277143,43,2.4375,NA,18.76797538,2.190420561,NA,31,NA,0.00208,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14.13,0.117,NA,NA,90,25,170,50,433932.4,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at flowering stage
flowering,30,female,NA,NA,NA,NA,74513.61,222.4286866,41,4.372,NA,17.04336917,2.720258835,NA,35,NA,0.00284,NA,NA,16,7.1125,NA,NA,NA,NA,NA,NA,8.35,0.286,NA,NA,280,60,170,100,2937389.1,4.191,0.195422139,NA,0.041661673,NA,0.052056976,NA,Gynatrix pulchella,female plant at flowering stage
flowering,1,male,1.270389978,19.84666667,0.444866667,3.862,83544.44,98.28757647,109,5.3477,3.532425688,15.62249939,1.3640352,410,72,116.0675514,0.00414,1.6974,0.480519663,NA,NA,NA,1.6974,0.480519663,NA,7.8,0.8,7.98,0.322,8.54,0.286,215,50,180,155,3615580.4,3.738,0.1321383,2.538,0.3129196,NA,0.3129196,239.9494712,Gynatrix pulchella,male plant at flowering stage
flowering,3,male,NA,NA,NA,NA,48713.23,121.783075,162,2.3374,1.875691358,20.84077608,0.94904381,146,130,77.83796592,0.00352,0.51392,0.27398964,NA,7.452700755,NA,0.51392,0.27398964,NA,NA,NA,8.38,0.298,NA,NA,270,30,270,200,10178760.1,NA,NA,2.612,NA,NA,NA,89.20205474,Gynatrix pulchella,male plant at flowering stage
flowering,5,male,NA,NA,NA,NA,40338.79,115.2536857,64,2.6156,2.28865,15.42238492,1.167261692,339,56,148.1222555,0.00328,1.11192,0.485840998,NA,2.156123866,NA,1.11192,0.485840998,NA,NA,NA,9.73,0.239,NA,NA,260,100,400,240,12063715.7,4.376,0.17062024,NA,0.158752392,NA,0.158752392,169.0797804,Gynatrix pulchella,male plant at flowering stage
flowering,7,male,NA,NA,NA,NA,53534.63,172.6923548,66,3.5066,3.028427273,15.26681971,1.849960433,234,57,77.26782879,0.00468,1.09512,0.361613439,NA,0.681826233,NA,1.09512,0.361613439,NA,NA,NA,14.71,0.11,NA,NA,75,0,175,170,1752419.6,4.286,0.048213214,NA,0.553315595,NA,0.553315595,159.6880369,Gynatrix pulchella,male plant at flowering stage
flowering,9,male,1.428615458,22.1,0.3232,4.259333333,32510.75,90.30763889,25,2.1016,2.185664,15.46952322,1.376113148,105,26,48.04032093,0.00294,0.3087,0.141238544,NA,NA,NA,0.3087,0.141238544,NA,5.7,1.9,13.29,0.135,7.52,0.392,370,60,195,160,7596371,NA,NA,NA,NA,NA,NA,23.46734362,Gynatrix pulchella,male plant at flowering stage
flowering,11,male,1.817468282,25.82666667,0.358066667,4.419333333,40050.15,111.2504167,64,2.8184,2.5982125,14.2102434,1.525768731,183,59,70.4330381,0.00354,0.64782,0.249332955,NA,NA,NA,0.64782,0.249332955,NA,7.2,1.9,14.98,0.103,7.02,0.419,360,110,300,250,14726215.5,NA,NA,2.386,NA,NA,NA,156.906352,Gynatrix pulchella,male plant at flowering stage
flowering,13,male,1.502574081,27.26,0.437866667,4.686666667,32238.69,47.06378102,40,1.777,1.466025,18.14220034,1.276488758,151,33,102.9996078,0.00336,0.50736,0.346078682,NA,NA,NA,0.50736,0.346078682,NA,3.8,2.4,5.82,0.409,11.58,0.228,335,80,330,230,15200988.7,4.367,0.106576635,2.208,0.115966221,NA,0.115966221,85.79416806,Gynatrix pulchella,male plant at flowering stage
flowering,15,male,1.680271578,26.05333333,0.459266667,5.141333333,72244.45,141.6557843,71,4.6593,3.478069014,15.50543,3.054878049,261,53,75.04163918,0.00362,0.94482,0.271650734,NA,NA,NA,0.94482,0.271650734,NA,6.1,2.4,3.8,0.552,11.04,0.242,345,90,205,165,6774353.6,4.237,0.317046236,NA,0.072594507,NA,0.072594507,104.061302,Gynatrix pulchella,male plant at flowering stage
flowering,17,male,NA,NA,NA,NA,18337.01,49.55948649,31,1.3734,1.107580645,13.35154361,1.192394513,244,25,220.2999854,0.00388,0.94672,0.854763943,NA,NA,NA,0.94672,0.854763943,NA,NA,NA,12.76,0.144,NA,NA,100,0,210,170,2803871.4,NA,NA,NA,NA,NA,NA,95.36285215,Gynatrix pulchella,male plant at flowering stage
flowering,19,male,1.479571289,24.52666667,0.390066667,4.948666667,70769.99,61.00861207,67,4.2692,3.759444776,16.57687389,2.526004378,218,59,57.98728615,0.00404,0.88072,0.234268636,NA,NA,NA,0.88072,0.234268636,NA,15.3,2,18.27,0.064,7.11,0.397,295,70,190,180,6043638.8,4.502,0.528930976,NA,0.040561699,NA,0.040561699,57.58241318,Gynatrix pulchella,male plant at flowering stage
flowering,21,male,1.64990753,25.22,0.3358,4.374,57272.48,111.208699,53,3.7468,NA,15.28570514,1.875369138,NA,38,NA,0.003466667,NA,NA,NA,NA,NA,NA,NA,NA,14.4,2,11.47,0.197,7.52,0.388,75,30,120,110,466526.5,4.664,0.219968232,NA,0.095842758,NA,0.095842758,NA,Gynatrix pulchella,male plant at flowering stage
flowering,23,male,1.248997081,21.68666667,0.4492,4.884666667,69357.56,64.21996296,51,3.9945,NA,17.36326449,2.640293476,NA,44,NA,0.00476,NA,NA,NA,NA,NA,NA,NA,NA,6,2,14.13,0.12,10.88,0.254,330,65,240,170,8491724.9,4.1735,0.152261801,NA,0.138461268,NA,0.138461268,NA,Gynatrix pulchella,male plant at flowering stage
flowering,25,male,1.699125928,26.71333333,0.5044,5.508666667,51449.62,104.9992245,61,3.2725,NA,15.72180901,2.589822729,NA,53,NA,0.00315,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2,8.3,0.28,10.12,0.251,290,100,160,150,3581415.6,4.158,0.213376086,NA,0.098803771,NA,0.098803771,NA,Gynatrix pulchella,male plant at flowering stage
flowering,27,male,NA,NA,NA,NA,161375.17,413.7824872,109,8.5682,NA,18.83419738,2.010512237,NA,71,NA,0.00344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37,0.136,NA,NA,190,40,160,140,2638937.8,4.384,0.10686,NA,0.197289556,NA,0.197289556,NA,Gynatrix pulchella,male plant at flowering stage
flowering,29,male,1.464456828,26.84666667,0.456066667,4.984666667,85481.06,189.9579111,73,4.6629,NA,18.33216668,2.032916249,NA,55,NA,0.00304,NA,NA,NA,NA,NA,NA,NA,NA,12.9,1.2,11.01,0.213,7.06,0.423,305,110,110,85,1431977.2,4.311,0.18847692,NA,0.111856465,NA,0.111856465,NA,Gynatrix pulchella,male plant at flowering stage
fruiting,2,female,1.502806733,22.02,0.345533333,4.221333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,6,female,0.896823931,12.32666667,0.204533333,2.310666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,8,female,1.659066447,20.68,0.278866667,4.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,10,female,0.861249929,14.73333333,0.163373333,3.366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,12,female,1.431180634,20.14666667,0.279733333,3.676666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,14,female,1.12866121,21.47333333,0.5412,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,16,female,1.54878985,26.25333333,0.490333333,7.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,18,female,1.093196361,20.34,0.531866667,4.899333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,20,female,1.650983262,20.56,0.576733333,5.419333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,24,female,1.284882535,20.42,0.382,4.292666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,26,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,30,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at fruiting stage
fruiting,1,male,1.354883501,21.16666667,0.371066667,4.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,7,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,9,male,1.108415975,17.14666667,0.182666667,3.367333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,11,male,1.407904573,20.00666667,0.220133333,4.287333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,13,male,1.146498198,20.8,0.312066667,3.971333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,15,male,1.400369634,21.71333333,0.342266667,4.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,17,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,19,male,1.261596938,20.91333333,0.299266667,4.515333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,21,male,1.582306243,24.18666667,0.4126,5.109333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,23,male,1.164527558,20.22,0.342266667,4.172666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,25,male,1.593116075,25.04666667,0.466266667,5.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,27,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
fruiting,29,male,1.178984116,21.61333333,0.311533333,6.303333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,male plant at fruiting stage
post-fruit,2,female,1.132906075,16.6,0.279466667,3.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,6,female,0.646110956,8.880666667,0.102846667,1.733866667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,8,female,1.322065232,16.47933333,0.347933333,4.874666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,10,female,0.942308745,16.12,0.4358,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,12,female,1.338357535,18.84,0.285666667,4.527333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,14,female,0.623128913,11.85533333,0.102266667,2.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,16,female,0.895136033,15.17333333,0.229666667,3.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,18,female,0.406464094,7.562666667,0.052933333,1.083933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,20,female,0.668316311,8.322666667,0.09378,1.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,24,female,0.844842777,13.42666667,0.120353333,1.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,26,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
post-fruit,30,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gynatrix pulchella,female plant at post-fruit stage
