dataset_id,species_name,site_name,observation_id,trait_name,value,unit,value_type,replicates,original_name
Cooper_2013,Haplostichanthus johnsonii,NA,Cooper_2013_0071,seed_length,9,mm,expert_max,NA,Haplostichanthus johnsonii
Cooper_2013,Meiogyne (Henrietta Creek),NA,Cooper_2013_0072,seed_length,7,mm,expert_min,NA,Meiogyne (Henrietta Creek)
Cooper_2013,Meiogyne (Henrietta Creek),NA,Cooper_2013_0072,seed_length,9,mm,expert_max,NA,Meiogyne (Henrietta Creek)
Cooper_2013,Meiogyne (Mt Lewis),NA,Cooper_2013_0073,seed_length,7,mm,expert_min,NA,Meiogyne (Mt Lewis)
Cooper_2013,Meiogyne (Mt Lewis),NA,Cooper_2013_0073,seed_length,7,mm,expert_max,NA,Meiogyne (Mt Lewis)
Cooper_2013,Meiogyne (Tingle Scrub),NA,Cooper_2013_0074,seed_length,7,mm,expert_min,NA,Meiogyne (Tingle Scrub)
Cooper_2013,Meiogyne (Tingle Scrub),NA,Cooper_2013_0074,seed_length,13,mm,expert_max,NA,Meiogyne (Tingle Scrub)
Cooper_2013,Meiogyne cilindocarpa,NA,Cooper_2013_0075,seed_length,7,mm,expert_min,NA,Meiogyne cilindocarpa
Cooper_2013,Meiogyne cilindocarpa,NA,Cooper_2013_0075,seed_length,9,mm,expert_max,NA,Meiogyne cilindocarpa
Cooper_2013,Ancana stenopetala,NA,Cooper_2013_0076,seed_length,7,mm,expert_min,NA,Meiogyne stenopetala
Cooper_2013,Ancana stenopetala,NA,Cooper_2013_0076,seed_length,9,mm,expert_max,NA,Meiogyne stenopetala
Cooper_2013,Melodorum (Claudie River),NA,Cooper_2013_0077,seed_length,8,mm,expert_min,NA,Melodorum (Claudie River)
Cooper_2013,Melodorum (Claudie River),NA,Cooper_2013_0077,seed_length,10,mm,expert_max,NA,Melodorum (Claudie River)
Cooper_2013,Melodorum (Font Hills),NA,Cooper_2013_0078,seed_length,10,mm,expert_min,NA,Melodorum (Font Hills)
Cooper_2013,Melodorum (Font Hills),NA,Cooper_2013_0078,seed_length,10,mm,expert_max,NA,Melodorum (Font Hills)
Cooper_2013,Melodorum (Stone Crossing),NA,Cooper_2013_0079,seed_length,5,mm,expert_min,NA,Melodorum (Stone Crossing)
Cooper_2013,Melodorum (Stone Crossing),NA,Cooper_2013_0079,seed_length,5,mm,expert_max,NA,Melodorum (Stone Crossing)
Cooper_2013,Melodorum (Topaz),NA,Cooper_2013_0080,seed_length,3,mm,expert_min,NA,Melodorum (Topaz)
Cooper_2013,Melodorum (Topaz),NA,Cooper_2013_0080,seed_length,3,mm,expert_max,NA,Melodorum (Topaz)
Cooper_2013,Melodorum leichhardtii,NA,Cooper_2013_0081,seed_length,6,mm,expert_min,NA,Melodorum leichhardtii
Cooper_2013,Melodorum leichhardtii,NA,Cooper_2013_0081,seed_length,8,mm,expert_max,NA,Melodorum leichhardtii
Cooper_2013,Melodorum uhrii,NA,Cooper_2013_0082,seed_length,8,mm,expert_min,NA,Melodorum uhrii
Cooper_2013,Melodorum uhrii,NA,Cooper_2013_0082,seed_length,10,mm,expert_max,NA,Melodorum uhrii
Cooper_2013,Miliusa brahei,NA,Cooper_2013_0083,seed_length,7,mm,expert_min,NA,Miliusa brahei
Cooper_2013,Miliusa brahei,NA,Cooper_2013_0083,seed_length,10,mm,expert_max,NA,Miliusa brahei
Cooper_2013,Miliusa horsfieldii,NA,Cooper_2013_0084,seed_length,10,mm,expert_min,NA,Miliusa horsfieldii
Cooper_2013,Miliusa horsfieldii,NA,Cooper_2013_0084,seed_length,10,mm,expert_max,NA,Miliusa horsfieldii
Cooper_2013,Miliusa traceyi,NA,Cooper_2013_0085,seed_length,7,mm,expert_min,NA,Miliusa traceyi
Cooper_2013,Miliusa traceyi,NA,Cooper_2013_0085,seed_length,7,mm,expert_max,NA,Miliusa traceyi
Cooper_2013,Mitrephora diversifolia,NA,Cooper_2013_0086,seed_length,10,mm,expert_min,NA,Mitrephora diversifolia
Cooper_2013,Mitrephora diversifolia,NA,Cooper_2013_0086,seed_length,13,mm,expert_max,NA,Mitrephora diversifolia
Cooper_2013,Polyalthia (Wyvur),NA,Cooper_2013_0087,seed_length,25,mm,expert_min,NA,Polyalthia (Wyvur)
Cooper_2013,Polyalthia (Wyvur),NA,Cooper_2013_0087,seed_length,40,mm,expert_max,NA,Polyalthia (Wyvur)
Cooper_2013,Polyalthia australis,NA,Cooper_2013_0088,seed_length,16,mm,expert_min,NA,Polyalthia australis
Cooper_2013,Polyalthia australis,NA,Cooper_2013_0088,seed_length,16,mm,expert_max,NA,Polyalthia australis
Cooper_2013,Polyalthia michaelii,NA,Cooper_2013_0089,seed_length,25,mm,expert_min,NA,Polyalthia michaelii
Cooper_2013,Polyalthia michaelii,NA,Cooper_2013_0089,seed_length,40,mm,expert_max,NA,Polyalthia michaelii
Cooper_2013,Polyalthia nitidissima,NA,Cooper_2013_0090,seed_length,6,mm,expert_min,NA,Polyalthia nitidissima
Cooper_2013,Polyalthia nitidissima,NA,Cooper_2013_0090,seed_length,7,mm,expert_max,NA,Polyalthia nitidissima
Cooper_2013,Pseuduvaria froggattii,NA,Cooper_2013_0091,seed_length,8,mm,expert_min,NA,Pseuduvaria froggatti
Cooper_2013,Pseuduvaria froggattii,NA,Cooper_2013_0091,seed_length,13,mm,expert_max,NA,Pseuduvaria froggatti
Cooper_2013,Pseuduvaria hylandii,NA,Cooper_2013_0092,seed_length,8,mm,expert_min,NA,Pseuduvaria hylandii
Cooper_2013,Pseuduvaria hylandii,NA,Cooper_2013_0092,seed_length,11,mm,expert_max,NA,Pseuduvaria hylandii
Cooper_2013,Pseuduvaria mulgraveana,NA,Cooper_2013_0093,seed_length,8,mm,expert_min,NA,Pseuduvaria mulgraveana glabrescens
Cooper_2013,Pseuduvaria mulgraveana,NA,Cooper_2013_0093,seed_length,8,mm,expert_max,NA,Pseuduvaria mulgraveana glabrescens
Cooper_2013,Pseuduvaria villosa,NA,Cooper_2013_0095,seed_length,10,mm,expert_min,NA,Pseuduvaria villosa
Cooper_2013,Pseuduvaria villosa,NA,Cooper_2013_0095,seed_length,13,mm,expert_max,NA,Pseuduvaria villosa
Cooper_2013,Uvaria concava,NA,Cooper_2013_0096,seed_length,12,mm,expert_min,NA,Uvaria concava
Cooper_2013,Uvaria concava,NA,Cooper_2013_0096,seed_length,12,mm,expert_max,NA,Uvaria concava
Cooper_2013,Uvaria rufa,NA,Cooper_2013_0097,seed_length,9,mm,expert_min,NA,Uvaria rufa
Cooper_2013,Uvaria rufa,NA,Cooper_2013_0097,seed_length,13,mm,expert_max,NA,Uvaria rufa
Cooper_2013,Xylopia (Bertiehaugh Homestead),NA,Cooper_2013_0098,seed_length,10,mm,expert_min,NA,Xylopia (Bertiehaugh Homestead)
Cooper_2013,Xylopia (Bertiehaugh Homestead),NA,Cooper_2013_0098,seed_length,10,mm,expert_max,NA,Xylopia (Bertiehaugh Homestead)
Cooper_2013,Xylopia maccreae,NA,Cooper_2013_0099,seed_length,10,mm,expert_min,NA,Xylopia maccreae
Cooper_2013,Xylopia maccreae,NA,Cooper_2013_0099,seed_length,12,mm,expert_max,NA,Xylopia maccreae
Cooper_2013,Trachymene hookeri,NA,Cooper_2013_0105,seed_length,2,mm,expert_min,NA,Trachymene hookeri
Cooper_2013,Trachymene hookeri,NA,Cooper_2013_0105,seed_length,2,mm,expert_max,NA,Trachymene hookeri
Cooper_2013,Alstonia actinophylla,NA,Cooper_2013_0108,seed_length,5,mm,expert_min,NA,Alstonia actinophylla
Cooper_2013,Alstonia actinophylla,NA,Cooper_2013_0108,seed_length,6,mm,expert_max,NA,Alstonia actinophylla
Cooper_2013,Alstonia constricta,NA,Cooper_2013_0109,seed_length,6,mm,expert_min,NA,Alstonia constricta
Cooper_2013,Alstonia constricta,NA,Cooper_2013_0109,seed_length,7,mm,expert_max,NA,Alstonia constricta
Cooper_2013,Alstonia muelleriana,NA,Cooper_2013_0110,seed_length,5,mm,expert_min,NA,Alstonia muelleriana
Cooper_2013,Alstonia muelleriana,NA,Cooper_2013_0110,seed_length,6,mm,expert_max,NA,Alstonia muelleriana
Cooper_2013,Alstonia scholaris,NA,Cooper_2013_0111,seed_length,4,mm,expert_min,NA,Alstonia scholaris
Cooper_2013,Alstonia scholaris,NA,Cooper_2013_0111,seed_length,5,mm,expert_max,NA,Alstonia scholaris
Cooper_2013,Alstonia spectabilis,NA,Cooper_2013_0112,seed_length,5,mm,expert_min,NA,Alstonia spectabilis
Cooper_2013,Alstonia spectabilis,NA,Cooper_2013_0112,seed_length,8,mm,expert_max,NA,Alstonia spectabilis
Cooper_2013,Alyxia oblongata,NA,Cooper_2013_0115,seed_length,8,mm,expert_min,NA,Alyxia oblongata
Cooper_2013,Alyxia oblongata,NA,Cooper_2013_0115,seed_length,10,mm,expert_max,NA,Alyxia oblongata
Cooper_2013,Alyxia orophila,NA,Cooper_2013_0116,seed_length,6,mm,expert_min,NA,Alyxia orophila
Cooper_2013,Alyxia orophila,NA,Cooper_2013_0116,seed_length,8,mm,expert_max,NA,Alyxia orophila
Cooper_2013,Alyxia ruscifolia,NA,Cooper_2013_0117,seed_length,8,mm,expert_min,NA,Alyxia ruscifolia
Cooper_2013,Alyxia ruscifolia,NA,Cooper_2013_0117,seed_length,13,mm,expert_max,NA,Alyxia ruscifolia
Cooper_2013,Alyxia spicata,NA,Cooper_2013_0118,seed_length,8,mm,expert_min,NA,Alyxia spicata
Cooper_2013,Alyxia spicata,NA,Cooper_2013_0118,seed_length,13,mm,expert_max,NA,Alyxia spicata
Cooper_2013,Calotropis procera,NA,Cooper_2013_0120,seed_length,8,mm,expert_min,NA,Calotropis procera
Cooper_2013,Calotropis procera,NA,Cooper_2013_0120,seed_length,10,mm,expert_max,NA,Calotropis procera
Cooper_2013,Carissa spinarum,NA,Cooper_2013_0121,seed_length,6,mm,expert_min,NA,Carissa lanceolata
Cooper_2013,Carissa spinarum,NA,Cooper_2013_0121,seed_length,6,mm,expert_max,NA,Carissa lanceolata
Cooper_2013,Carissa spinarum,NA,Cooper_2013_0123,seed_length,6,mm,expert_min,NA,Carissa ovata
Cooper_2013,Carissa spinarum,NA,Cooper_2013_0123,seed_length,7,mm,expert_max,NA,Carissa ovata
Cooper_2013,Cascabela thevetia,NA,Cooper_2013_0124,seed_length,14,mm,expert_min,NA,Cascabela thevetica
Cooper_2013,Cascabela thevetia,NA,Cooper_2013_0124,seed_length,14,mm,expert_max,NA,Cascabela thevetica
Cooper_2013,Catharanthus roseus,NA,Cooper_2013_0125,seed_length,2,mm,expert_min,NA,Catharanthus roseus
Cooper_2013,Catharanthus roseus,NA,Cooper_2013_0125,seed_length,2,mm,expert_max,NA,Catharanthus roseus
Cooper_2013,Ceropegia cumingiana,NA,Cooper_2013_0129,seed_length,10,mm,expert_min,NA,Ceropegia cumingiana
Cooper_2013,Ceropegia cumingiana,NA,Cooper_2013_0129,seed_length,14,mm,expert_max,NA,Ceropegia cumingiana
Cooper_2013,Cryptostegia grandiflora,NA,Cooper_2013_0131,seed_length,8,mm,expert_min,NA,Cryptostegia grandiflora
Cooper_2013,Cryptostegia grandiflora,NA,Cooper_2013_0131,seed_length,8,mm,expert_max,NA,Cryptostegia grandiflora
Cooper_2013,Hoya carnosa,NA,Cooper_2013_0133,seed_length,5,mm,expert_min,NA,Cynanchum carnosum
Cooper_2013,Hoya carnosa,NA,Cooper_2013_0133,seed_length,7,mm,expert_max,NA,Cynanchum carnosum
Cooper_2013,Cynanchum leptolepis,NA,Cooper_2013_0134,seed_length,8,mm,expert_min,NA,Cynanchum leptolepis
Cooper_2013,Cynanchum leptolepis,NA,Cooper_2013_0134,seed_length,8,mm,expert_max,NA,Cynanchum leptolepis
Cooper_2013,Cynanchum ovalifolium,NA,Cooper_2013_0135,seed_length,11,mm,expert_min,NA,Cynanchum ovalifolium
Cooper_2013,Cynanchum ovalifolium,NA,Cooper_2013_0135,seed_length,11,mm,expert_max,NA,Cynanchum ovalifolium
Cooper_2013,Cynanchum pedunculatum,NA,Cooper_2013_0136,seed_length,6,mm,expert_min,NA,Cynanchum pedunculatum
Cooper_2013,Cynanchum pedunculatum,NA,Cooper_2013_0136,seed_length,13,mm,expert_max,NA,Cynanchum pedunculatum
Cooper_2013,Dischidia litoralis,NA,Cooper_2013_0137,seed_length,2,mm,expert_min,NA,Dischidia littoralis
Cooper_2013,Dischidia litoralis,NA,Cooper_2013_0137,seed_length,3,mm,expert_max,NA,Dischidia littoralis
Cooper_2013,Dischidia major,NA,Cooper_2013_0138,seed_length,3,mm,expert_min,NA,Dischidia major
Cooper_2013,Dischidia major,NA,Cooper_2013_0138,seed_length,3,mm,expert_max,NA,Dischidia major
Cooper_2013,Dischidia nummularia,NA,Cooper_2013_0139,seed_length,3,mm,expert_min,NA,Dischidia nummularia
Cooper_2013,Dischidia nummularia,NA,Cooper_2013_0139,seed_length,3,mm,expert_max,NA,Dischidia nummularia
Cooper_2013,Dischidia ovata,NA,Cooper_2013_0140,seed_length,2,mm,expert_min,NA,Dischidia ovata
Cooper_2013,Dischidia ovata,NA,Cooper_2013_0140,seed_length,2,mm,expert_max,NA,Dischidia ovata
Cooper_2013,Gomphocarpus physocarpus,NA,Cooper_2013_0142,seed_length,6,mm,expert_min,NA,Gomphocarpus physocarpus
Cooper_2013,Gomphocarpus physocarpus,NA,Cooper_2013_0142,seed_length,10,mm,expert_max,NA,Gomphocarpus physocarpus
Cooper_2013,Gunnessia pepo,NA,Cooper_2013_0143,seed_length,6,mm,expert_min,NA,Gunnessia pepo
Cooper_2013,Gunnessia pepo,NA,Cooper_2013_0143,seed_length,9,mm,expert_max,NA,Gunnessia pepo
Cooper_2013,Hetrostemma acuminatum,NA,Cooper_2013_0145,seed_length,13,mm,expert_min,NA,Hetrostemma acuminatum
Cooper_2013,Hetrostemma acuminatum,NA,Cooper_2013_0145,seed_length,15,mm,expert_max,NA,Hetrostemma acuminatum
Cooper_2013,Hoya australis,NA,Cooper_2013_0147,seed_length,3,mm,expert_min,NA,Hoya australis
Cooper_2013,Hoya australis,NA,Cooper_2013_0147,seed_length,5,mm,expert_max,NA,Hoya australis
Cooper_2013,Hoya macgillivrayi,NA,Cooper_2013_0148,seed_length,7,mm,expert_min,NA,Hoya macgillivrayi
Cooper_2013,Hoya macgillivrayi,NA,Cooper_2013_0148,seed_length,7,mm,expert_max,NA,Hoya macgillivrayi
Cooper_2013,Hoya sussuela,NA,Cooper_2013_0151,seed_length,8,mm,expert_min,NA,Hoya sussuela
Cooper_2013,Hoya sussuela,NA,Cooper_2013_0151,seed_length,8,mm,expert_max,NA,Hoya sussuela
Cooper_2013,Ichnocarpus frutescens,NA,Cooper_2013_0152,seed_length,7,mm,expert_min,NA,Ichnocarpus frutescens
Cooper_2013,Ichnocarpus frutescens,NA,Cooper_2013_0152,seed_length,20,mm,expert_max,NA,Ichnocarpus frutescens
Cooper_2013,Micrechites rhombifolius,NA,Cooper_2013_0153,seed_length,15,mm,expert_min,NA,Ichnocarpus rhombifolius
Cooper_2013,Micrechites rhombifolius,NA,Cooper_2013_0153,seed_length,22,mm,expert_max,NA,Ichnocarpus rhombifolius
Cooper_2013,Kopsia arborea,NA,Cooper_2013_0154,seed_length,17,mm,expert_min,NA,Kopsia arborea
Cooper_2013,Kopsia arborea,NA,Cooper_2013_0154,seed_length,29,mm,expert_max,NA,Kopsia arborea
Cooper_2013,Marsdenia connivens,NA,Cooper_2013_0155,seed_length,5,mm,expert_min,NA,Marsdenia connivens
Cooper_2013,Marsdenia connivens,NA,Cooper_2013_0155,seed_length,6,mm,expert_max,NA,Marsdenia connivens
