Species,Date,Temp,CO2,Potnum,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
Wollemi,2009/12/17,Elv,280,302,1.9,0.0274,154,0.645,2.3,6,1,2.84,30.13,31.06,30.03,279.37,274.39,20.697,22.211,48.29,51.83,250.1,1501
Wollemi,2009/12/17,Elv,280,302,1.85,0.0239,141,0.728,2.96,6,1,2.84,30.63,33.13,30.04,280.51,275.58,19.574,21.282,44.38,48.25,250.1,1499
Wollemi,2009/12/17,Elv,280,302,1.72,0.0218,138,0.629,2.81,6,1,2.84,30.75,33.15,30.02,279.66,275.13,21.327,22.802,48.04,51.36,250.1,1201
Wollemi,2009/12/17,Elv,280,302,1.93,0.0253,144,0.583,2.25,6,1,2.84,30.15,30.71,30.02,279.66,274.64,20.422,21.79,47.59,50.77,250.1,1001
Wollemi,2009/12/17,Elv,280,302,1.95,0.025,141,0.641,2.5,6,1,2.84,30.29,31.09,30.04,280.71,275.6,18.775,20.282,43.4,46.89,250,700
Wollemi,2009/12/17,Elv,280,302,1.77,0.0211,131,0.633,2.91,6,1,2.84,30.81,33.04,30.02,280.53,275.87,20.029,21.515,44.93,48.26,250.1,601
Wollemi,2009/12/17,Elv,280,302,1.75,0.0217,138,0.491,2.21,6,1,2.84,30.19,30.4,30.03,279.78,275.26,20.352,21.504,47.31,49.99,250.1,501
Wollemi,2009/12/17,Elv,280,302,1.74,0.0247,155,0.519,2.06,6,1,2.84,29.86,29.17,30.02,280,275.48,18.791,20.012,44.5,47.39,250,401
Wollemi,2009/12/17,Elv,280,302,1.73,0.0241,153,0.499,2.03,6,1,2.84,29.62,28.29,30.03,280.47,275.98,17.129,18.305,41.13,43.96,249.9,300
Wollemi,2009/12/17,Elv,280,302,1.68,0.0235,155,0.483,2.02,6,1,2.84,29.46,27.69,30.04,280.96,276.62,15.937,17.077,38.62,41.39,250,201
Wollemi,2009/12/17,Elv,280,302,1.26,0.0232,181,0.47,1.99,6,1,2.84,29.31,27.09,30.04,279.84,276.49,14.929,16.039,36.49,39.2,249.9,101
Wollemi,2009/12/17,Elv,280,302,0.835,0.0196,200,0.505,2.53,6,1,2.84,29.94,29.56,30.04,280.89,278.55,15.083,16.275,35.55,38.36,250,59
Wollemi,2009/12/17,Elv,280,302,-0.0749,0.0362,75.8,0.75,2.04,6,1,2.84,29.69,28.61,30.03,74.9,74.94,17.177,18.942,41.08,45.3,250,500
Wollemi,2009/12/17,Elv,280,302,-0.0749,0.0362,75.8,0.75,2.04,6,1,2.84,29.69,28.61,30.03,74.9,74.94,17.177,18.942,41.08,45.3,250,500
Wollemi,2009/12/17,Elv,280,302,0.0119,0.0415,72.1,0.835,1.99,6,1,2.84,29.51,28,30.03,75.18,75,16.119,18.086,38.93,43.68,250,501
Wollemi,2009/12/17,Elv,280,302,0.0832,0.0446,69.7,0.892,1.98,6,1,2.84,29.42,27.68,30.03,75.48,75.12,15.371,17.475,37.32,42.42,250,500
Wollemi,2009/12/17,Elv,280,302,0.0743,0.0465,70,0.984,2.09,6,1,2.84,29.52,28.07,30.04,75.43,75.08,14.873,17.195,35.9,41.51,249.9,499
Wollemi,2009/12/17,Elv,280,302,0.031,0.0452,70.6,1.12,2.43,6,1,2.84,29.97,29.94,30.04,74.87,74.6,15.47,18.104,36.38,42.57,250,500
Wollemi,2009/12/17,Elv,280,302,0.344,0.0443,83,1.15,2.54,6,1,2.84,30.24,30.94,30.04,100.46,99.36,16.874,19.569,39.06,45.3,250,499
Wollemi,2009/12/17,Elv,280,302,0.941,0.0423,106,1.11,2.57,6,1,2.84,30.4,31.46,30.04,150.51,147.86,18.029,20.632,41.38,47.35,250.1,500
Wollemi,2009/12/17,Elv,280,302,2.47,0.038,159,1.01,2.6,6,1,2.84,30.51,31.83,30.04,279.88,273.29,18.967,21.333,43.25,48.64,250.1,499
Wollemi,2009/12/17,Elv,280,302,2.96,0.0339,162,0.81,2.34,6,1,2.84,30.33,31.03,30.02,320,312.28,19.882,21.784,45.81,50.19,249.9,500
Wollemi,2009/12/17,Elv,280,302,3.91,0.0343,197,0.71,2.03,6,1,2.84,29.95,29.53,30.03,401.39,391.35,19.45,21.119,45.8,49.72,250.1,501
Wollemi,2009/12/17,Elv,280,302,4.82,0.0347,252,0.678,1.92,6,1,2.84,29.6,28.31,30.03,500.35,488,17.806,19.402,42.76,46.59,250,501
Wollemi,2009/12/17,Elv,280,302,6.68,0.0339,291,0.663,1.92,6,1,2.84,29.49,27.9,30.04,640.02,623,16.948,18.51,40.98,44.76,250,501
Wollemi,2009/12/17,Elv,280,302,7.22,0.0321,351,0.658,2.02,6,1,2.84,29.47,27.87,30.05,751.27,732.79,15.923,17.475,38.52,42.28,250,499
Wollemi,2009/12/15,Elv,280,304,6.57,0.0806,244,1.3,1.62,5,1,3.28,30.39,31.5,30.03,399.79,385.67,27.263,29.788,63.52,69.4,250.4,1499
Wollemi,2009/12/15,Elv,280,304,6.62,0.0806,243,1.3,1.62,5,1,3.28,30.39,31.5,30.03,399.86,385.63,27.266,29.792,63.53,69.41,250.4,1499
Wollemi,2009/12/15,Elv,280,304,6.61,0.0806,243,1.3,1.62,5,1,3.28,30.39,31.5,30.03,399.85,385.65,27.269,29.793,63.53,69.41,250.4,1499
Wollemi,2009/12/15,Elv,280,304,6.23,0.0763,245,1.22,1.6,5,1,3.28,30.41,31.52,30.03,400.11,386.73,27.702,30.061,64.48,69.97,250.4,1499
Wollemi,2009/12/15,Elv,280,304,6.07,0.0706,239,1.12,1.58,5,1,3.28,30.4,31.5,30.03,400.35,387.37,27.985,30.153,65.14,70.19,250.4,1500
Wollemi,2009/12/15,Elv,280,304,5.89,0.0668,237,1.06,1.58,5,1,3.28,30.4,31.5,30.04,400.75,388.17,28.096,30.151,65.4,70.18,250.4,1499
Wollemi,2009/12/15,Elv,280,304,5.45,0.0574,227,0.895,1.55,5,1,3.28,30.38,31.32,30.03,400.71,389.13,28.264,29.998,65.87,69.92,250.4,1201
Wollemi,2009/12/15,Elv,280,304,5.11,0.051,220,0.783,1.52,5,1,3.28,30.37,31.22,30.03,401.02,390.22,28.496,30.012,66.45,69.99,250.4,1001
Wollemi,2009/12/15,Elv,280,304,4.65,0.0441,213,0.661,1.49,5,1,3.28,30.35,31.06,30.03,401.08,391.27,28.675,29.957,66.95,69.94,250.4,701
Wollemi,2009/12/15,Elv,280,304,4.24,0.0381,206,0.558,1.45,5,1,3.28,30.33,30.93,30.03,401.2,392.3,28.945,30.026,67.64,70.17,250.4,500
Wollemi,2009/12/15,Elv,280,304,3.75,0.0334,205,0.478,1.41,5,1,3.28,30.32,30.82,30.03,401.17,393.3,29.135,30.061,68.15,70.32,250.4,301
Wollemi,2009/12/15,Elv,280,304,3.17,0.0305,220,0.431,1.4,5,1,3.28,30.3,30.76,30.03,401.31,394.63,29.256,30.091,68.47,70.43,250.4,200
Wollemi,2009/12/15,Elv,280,304,2.29,0.027,253,0.385,1.4,5,1,3.28,30.3,30.73,30.03,401.31,396.44,29.198,29.944,68.33,70.08,250.4,101
Wollemi,2009/12/15,Elv,280,304,1.38,0.0222,291,0.317,1.4,5,1,3.28,30.34,30.82,30.03,401.54,398.54,29.559,30.173,69.02,70.45,250.4,61
Wollemi,2009/12/15,Elv,280,304,0.367,0.0205,361,0.297,1.43,5,1,3.28,30.41,30.98,30.04,400.03,399.05,29.782,30.358,69.27,70.61,250.4,30
Wollemi,2009/12/15,Elv,280,304,-1.3,0.0199,178,0.305,1.5,5,1,3.28,30.54,31.46,30.03,74.03,76.58,30.229,30.82,69.78,71.15,250.1,500
Wollemi,2009/12/15,Elv,280,304,-1.07,0.0192,162,0.297,1.51,5,1,3.28,30.55,31.51,30.03,73.71,75.8,30.294,30.868,69.87,71.2,250.4,500
Wollemi,2009/12/15,Elv,280,304,-1.03,0.0195,158,0.302,1.52,5,1,3.28,30.57,31.56,30.03,73.4,75.42,30.367,30.951,69.97,71.32,250.4,499
Wollemi,2009/12/15,Elv,280,304,-0.89,0.0201,145,0.311,1.52,5,1,3.28,30.59,31.63,30.03,74.6,76.33,30.502,31.104,70.18,71.57,250.1,499
Wollemi,2009/12/15,Elv,280,304,-0.783,0.0209,134,0.324,1.52,5,1,3.28,30.61,31.65,30.03,74.52,76.03,30.563,31.189,70.27,71.71,250.4,499
Wollemi,2009/12/15,Elv,280,304,-0.84,0.0218,135,0.337,1.52,5,1,3.28,30.62,31.69,30.03,74.24,75.87,30.643,31.295,70.4,71.9,250.4,499
Wollemi,2009/12/15,Elv,280,304,-0.678,0.0214,124,0.331,1.52,5,1,3.28,30.64,31.73,30.03,74.34,75.65,30.733,31.373,70.55,72.02,250.5,499
Wollemi,2009/12/15,Elv,280,304,-0.83,0.0239,129,0.369,1.51,5,1,3.28,30.65,31.77,30.03,74.02,75.63,30.817,31.53,70.69,72.33,250.4,499
Wollemi,2009/12/15,Elv,280,304,-0.721,0.025,119,0.384,1.51,5,1,3.28,30.66,31.8,30.03,74,75.38,30.902,31.644,70.84,72.54,250.4,499
Wollemi,2009/12/15,Elv,280,304,-0.826,0.0263,123,0.402,1.5,5,1,3.28,30.67,31.81,30.03,73.74,75.33,30.994,31.772,71.01,72.79,250.5,499
Wollemi,2009/12/15,Elv,280,304,-0.684,0.0273,113,0.416,1.5,5,1,3.28,30.68,31.83,30.03,73.77,75.08,31.087,31.89,71.18,73.02,250.5,499
Wollemi,2009/12/15,Elv,280,304,-0.8,0.0288,118,0.435,1.49,5,1,3.28,30.69,31.85,30.03,73.66,75.19,31.184,32.026,71.38,73.31,250.3,498
Wollemi,2009/12/15,Elv,280,304,-0.791,0.0301,115,0.453,1.48,5,1,3.28,30.7,31.87,30.03,73.56,75.07,31.273,32.148,71.55,73.55,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.788,0.0315,113,0.471,1.47,5,1,3.28,30.7,31.89,30.03,73.51,75.02,31.363,32.274,71.73,73.81,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.796,0.0327,112,0.486,1.46,5,1,3.28,30.71,31.9,30.03,73.48,75,31.454,32.393,71.92,74.06,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.732,0.0344,107,0.507,1.45,5,1,3.28,30.71,31.9,30.03,73.56,74.94,31.544,32.524,72.11,74.35,250.3,500
Wollemi,2009/12/15,Elv,280,304,-0.666,0.0358,103,0.525,1.44,5,1,3.28,30.72,31.92,30.03,73.67,74.92,31.622,32.636,72.26,74.58,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.616,0.0368,101,0.537,1.44,5,1,3.28,30.72,31.93,30.03,75.04,76.18,31.705,32.742,72.43,74.8,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.673,0.038,103,0.55,1.43,5,1,3.28,30.72,31.94,30.03,75.09,76.35,31.781,32.843,72.59,75.02,250.5,500
Wollemi,2009/12/15,Elv,280,304,-0.406,0.0664,84,1,1.51,5,1,3.28,30.25,30.64,30.04,75.4,76.06,26.798,28.744,62.89,67.45,250.3,500
Wollemi,2009/12/15,Elv,280,304,0.0214,0.0601,97.6,1.02,1.69,5,1,3.28,30.41,31.08,30.04,101.16,100.91,26.088,28.064,60.67,65.27,250.3,500
Wollemi,2009/12/15,Elv,280,304,0.785,0.0577,122,1.01,1.74,5,1,3.28,30.56,31.49,30.03,150.05,148.18,26.617,28.578,61.36,65.88,250.3,499
Wollemi,2009/12/15,Elv,280,304,2.86,0.0519,179,0.885,1.69,5,1,3.28,30.62,31.64,30.02,280.71,274.51,27.761,29.476,63.78,67.72,250.3,502
Wollemi,2009/12/15,Elv,280,304,3.46,0.0548,203,0.816,1.48,5,1,3.28,30.09,30.19,30.04,319.1,311.69,26.296,27.881,62.27,66.03,250.3,500
Wollemi,2009/12/15,Elv,280,304,4.78,0.0573,245,1.02,1.76,5,1,3.28,30.22,30.58,30.04,400.16,389.82,24.067,26.043,56.54,61.18,250.2,499
Wollemi,2009/12/15,Elv,280,304,5.86,0.0487,281,0.942,1.92,5,1,3.28,30.38,31.02,30.04,500.6,487.98,23.753,25.587,55.3,59.57,250.2,500
Wollemi,2009/12/15,Elv,280,304,7.62,0.0422,317,0.824,1.93,5,1,3.28,30.48,31.28,30.04,640.06,623.8,24.546,26.149,56.83,60.54,250.2,499
Wollemi,2009/12/15,Elv,280,304,8.51,0.0377,351,0.729,1.91,5,1,3.28,30.55,31.47,30.03,750.03,731.97,25.462,26.879,58.71,61.97,250.3,499
Wollemi,2009/12/15,Elv,280,304,11,0.0345,443,0.647,1.85,5,1,3.28,30.54,31.47,30.03,1000.19,977.02,26.201,27.459,60.45,63.35,250.2,501
Wollemi,2009/12/16,Elv,280,305,-1.315436765,0.005490929,644.0489028,0.161610024,2.887733757,5.5,1,3.059565276,30.4756794,31.93838501,30.12133598,279.2103577,281.9930725,18.12799644,18.47559738,41.92372131,42.7276001,250.9869537,1500.003662
Wollemi,2009/12/16,Elv,280,305,-1.287197407,0.005485146,636.3172303,0.16140297,2.887093596,5.5,1,3.059565276,30.47595406,31.93444443,30.12154961,279.1969299,281.9181519,18.12423325,18.47142029,41.91439056,42.71730042,250.9652863,1499.917969
Wollemi,2009/12/16,Elv,280,305,-0.827198437,0.006619624,462.6572036,0.210466801,3.117247853,5.5,1,3.059565276,30.65581512,32.74684906,30.12324715,279.6235962,281.306488,17.95084572,18.4035511,41.08878326,42.12500763,250.9941559,1498.494141
Wollemi,2009/12/16,Elv,280,305,-0.830852278,0.006777217,457.5112736,0.234406603,3.385344084,5.5,1,3.059565276,30.90757561,33.77111435,30.12114334,279.797821,281.4738464,18.16201591,18.66607094,40.97449112,42.11166382,250.9986572,1499.703857
Wollemi,2009/12/16,Elv,280,305,-0.839899545,0.006455473,467.9623377,0.237575926,3.595752283,5.5,1,3.059565276,31.1264534,34.63713074,30.12000084,279.828125,281.5217285,18.65346336,19.16399384,41.55846024,42.6958847,251.0382233,1499.658203
Wollemi,2009/12/16,Elv,280,305,-0.651029398,0.005907922,435.7556372,0.224382597,3.705729967,5.5,1,3.059565276,31.28894997,35.20898819,30.10958481,279.6749268,280.9632874,19.35476112,19.83666229,42.72673798,43.79056168,251.0107574,1501.50647
Wollemi,2009/12/16,Elv,280,305,-0.684930218,0.005333932,465.45323,0.187184851,3.42740954,5.5,1,3.059565276,31.12664986,34.39857101,30.10612297,279.2831421,280.6688538,19.7031765,20.105093,43.90019608,44.79570007,251.0019226,1500.88916
Wollemi,2009/12/16,Elv,280,305,-0.693785833,0.005290881,471.3117868,0.169172392,3.12762705,5.5,1,3.059565276,30.88909721,33.36750031,30.11127472,279.0372925,280.4535828,19.6852684,20.04853439,44.45677567,45.27716446,250.9990082,1501.158325
Wollemi,2009/12/16,Elv,280,305,-0.544824568,0.006237736,403.7546287,0.185586487,2.914919778,5.5,1,3.059565276,30.67608452,32.51174545,30.11361313,278.9859619,280.065918,19.36033058,19.75896263,44.25373077,45.16492081,250.9976807,1500.652588
Wollemi,2009/12/16,Elv,280,305,-0.507885008,0.009713323,349.0563093,0.282351554,2.849692506,5.5,1,3.059565276,30.67367363,32.48663712,30.11109924,278.8935547,279.8334045,19.73338699,20.33955765,45.10167313,46.48710632,250.9767761,1501.025879
Wollemi,2009/12/16,Elv,280,305,-0.443894714,0.00973216,338.5146855,0.282540951,2.846165026,5.5,1,3.059565276,30.6710968,32.47198486,30.1102829,278.9367371,279.7363281,19.72777557,20.33437729,45.09543228,46.48205566,250.9679871,1500.930542
Wollemi,2009/12/16,Elv,280,305,0.107485141,0.01236179,252.2107789,0.397613156,3.150792151,5.5,1,3.059565276,30.87687302,33.49773026,30.12039948,280.3900452,279.910614,19.35049629,20.20421028,43.70624161,45.6344986,250.9843292,1499.259399
Wollemi,2009/12/16,Elv,280,305,0.068612297,0.0121252,255.8432391,0.416722104,3.358950319,5.5,1,3.059565276,31.14896774,34.55506516,30.10599136,280.1081238,279.7023926,20.37281609,21.26648712,45.30513763,47.29248428,251.0128784,1500.794434
Wollemi,2009/12/16,Elv,280,305,0.072715134,0.011285253,257.0297313,0.314616399,2.734006116,5.5,1,3.059565276,30.6355648,32.20339203,30.10988045,279.724762,279.3727722,20.04530525,20.72052383,45.8984108,47.4444809,250.9610443,1201.432373
Wollemi,2009/12/16,Elv,280,305,0.285723766,0.013327107,233.1653828,0.387868908,2.855834388,5.5,1,3.059565276,30.67112732,32.40591431,30.12035561,280.4425964,279.578949,19.23533249,20.0681324,43.94868088,45.85145187,251.0168457,998.7039185
Wollemi,2009/12/16,Elv,280,305,0.265695714,0.012505418,232.3490292,0.408545788,3.196369119,5.5,1,3.059565276,31.07577705,33.89004135,30.11661148,280.730011,279.8970337,20.02179527,20.89852333,44.69905853,46.65636826,250.9378815,699.0435791
Wollemi,2009/12/16,Elv,280,305,0.309437642,0.011362439,224.1314985,0.316358196,2.729328575,5.5,1,3.059565276,30.74163628,32.27800751,30.11027527,279.9593201,279.0877991,20.29402542,20.97270393,46.177742,47.72203064,250.9992828,601.2966919
Wollemi,2009/12/16,Elv,280,305,0.36027298,0.013363212,225.6422969,0.341721682,2.513304226,5.5,1,3.059565276,30.43394852,31.07850838,30.12069511,280.3071594,279.3083496,19.2232151,19.95722771,44.50923157,46.20875549,250.9439545,500.185791
Wollemi,2009/12/16,Elv,280,305,0.432124782,0.013140085,214.6980347,0.396985248,2.960923752,5.5,1,3.059565276,30.85641861,32.87527084,30.11827469,280.687561,279.497467,19.478302,20.33055878,44.01984406,45.94589996,250.9840698,400.3126526
Wollemi,2009/12/16,Elv,280,305,0.330813541,0.011801937,222.6637534,0.340452828,2.826020996,5.5,1,3.059565276,30.84482384,32.61606216,30.10837555,280.2158813,279.2826538,20.2162056,20.94658279,45.71635818,47.36801147,251.0029449,299.6552734
Wollemi,2009/12/16,Elv,280,305,0.106564559,0.011786064,254.7138462,0.290114645,2.418407185,5.5,1,3.059565276,30.38577652,30.72130394,30.11563683,280.199646,279.7882385,19.37413979,19.99719048,44.96986389,46.41604233,250.978363,200.7845001
Wollemi,2009/12/16,Elv,280,305,0.065925524,0.012482973,259.6842573,0.357065233,2.805335303,5.5,1,3.059565276,30.70560837,32.15969467,30.1207695,280.9337463,280.5697632,19.14658928,19.91342926,43.63095474,45.37841797,250.997818,100.2173004
Wollemi,2009/12/16,Elv,280,305,-0.266303489,0.009172652,313.5461453,0.269145628,2.870680085,5.5,1,3.059565276,30.88702965,32.73477554,30.10564232,280.5484924,280.9664307,20.2626915,20.84031105,45.69507217,46.99768448,250.9352417,61.22380447
Wollemi,2009/12/16,Elv,280,305,-4.326207709,0.012397069,628.4350778,0.350163423,2.770331774,5.5,1,3.059565276,30.59456825,31.94095421,30.11896896,74.89182281,84.30693817,18.92773819,19.67993355,43.39252853,45.11696243,250.9982605,499.0101318
Wollemi,2009/12/16,Elv,280,305,-3.945194877,0.012591673,571.6685908,0.357533027,2.784735186,5.5,1,3.059565276,30.61079025,32.00359726,30.12081337,74.94998169,83.52920532,18.93730736,19.70529175,43.37293625,45.13188553,251.0054321,498.8936157
Wollemi,2009/12/16,Elv,280,305,-3.419413411,0.014231369,454.5145561,0.435942009,3.000904745,5.5,1,3.059565276,30.84193039,32.95046234,30.11792564,74.32461548,81.740448,19.22397614,20.1601181,43.44920731,45.56503677,250.9601746,498.7128296
Wollemi,2009/12/16,Elv,280,305,-3.630892958,0.016448778,424.2067093,0.509371067,3.033960831,5.5,1,3.059565276,30.94047546,33.24126816,30.1033268,74.12986755,81.99611664,19.55943871,20.65276527,43.96165085,46.41900253,250.9480133,500.6169739
Wollemi,2009/12/16,Elv,280,305,-3.598112747,0.017354224,403.9660401,0.493662397,2.791051271,5.5,1,3.059565276,30.75629616,32.38498688,30.10926247,73.93121338,81.72784424,19.61464119,20.6741066,44.54906464,46.95533752,250.9765778,500.1503906
Wollemi,2009/12/16,Elv,280,305,-3.552520097,0.018231717,385.1152154,0.476011416,2.565617447,5.5,1,3.059565276,30.54509544,31.49799919,30.10956573,73.85601044,81.55550385,19.51889038,20.54053879,44.86739349,47.21582031,250.9949951,499.9110413
Wollemi,2009/12/16,Elv,280,305,-3.546155123,0.019455802,365.8966149,0.473671036,2.395781639,5.5,1,3.059565276,30.34876442,30.74224854,30.11287117,73.75440216,81.44132233,19.27095032,20.28794861,44.79348755,47.15739822,250.9676514,501.0630188
Wollemi,2009/12/16,Elv,280,305,-3.436063828,0.022179248,322.8876155,0.532033717,2.363388238,5.5,1,3.059565276,30.28050995,30.51320076,30.1231308,73.8428421,81.27727509,18.89570808,20.03815269,44.08891296,46.75455475,251.001236,499.8493347
Wollemi,2009/12/16,Elv,280,305,-3.353233731,0.023889376,299.4715629,0.620020097,2.555609998,5.5,1,3.059565276,30.45343971,31.29815483,30.1207962,74.10788727,81.34575653,18.79453278,20.12592125,43.41823578,46.49394608,250.977005,500.3743591
Wollemi,2009/12/16,Elv,280,305,-3.752823765,0.026756969,299.2775653,0.779539149,2.864200291,5.5,1,3.059565276,30.82729721,32.76158524,30.10778999,74.06142426,82.14409637,19.32164383,20.99386787,43.69027328,47.47151947,251.0103149,499.814209
Wollemi,2009/12/16,Elv,280,305,-3.205555333,0.02526715,302.3862605,0.641843191,2.501652224,5.5,1,3.059565276,30.48105431,31.27921677,30.11001015,99.45350647,106.3290329,19.23515129,20.61277962,44.36245346,47.53970718,250.9654846,499.9411011
Wollemi,2009/12/16,Elv,280,305,-2.015846808,0.025953041,271.1051857,0.604236206,2.296869064,5.5,1,3.059565276,30.20036888,30.23710442,30.1152668,149.6850433,153.8993988,18.72243881,20.02024078,43.87462234,46.91592789,250.9447479,499.7615051
Wollemi,2009/12/16,Elv,280,305,1.104259743,0.027773146,203.1938517,0.711567801,2.526210721,5.5,1,3.059565276,30.3772831,31.06217766,30.12191391,280.0797119,277.2278137,18.28982925,19.81811333,42.42100143,45.96566772,251.0045319,498.5158081
Wollemi,2009/12/16,Elv,280,305,2.01898189,0.02671869,181.0302087,0.790273046,2.908174398,5.5,1,3.059565276,30.74575043,32.66817856,30.11847115,319.6228943,314.6539001,18.61004639,20.30657387,42.26325607,46.11605453,250.9973602,498.5626526
Wollemi,2009/12/16,Elv,280,305,3.653654544,0.023426257,129.8082657,0.649176281,2.724366198,5.5,1,3.059565276,30.61213112,31.98898125,30.10982895,401.209137,392.6451111,18.88616371,20.27972794,43.2180748,46.40703201,251.0154419,500.0438232
Wollemi,2009/12/16,Elv,280,305,5.878462109,0.02125038,30.45996937,0.532884713,2.467710965,5.5,1,3.059565276,30.32491875,30.86279106,30.11177254,499.5728149,486.1228027,18.74723434,19.8917923,43.60965729,46.27212143,250.9759979,500.1660767
Wollemi,2009/12/16,Elv,280,305,8.316178663,0.021015801,-30.97941438,0.50270761,2.356430056,5.5,1,3.059565276,30.11945534,30.14842796,30.1183033,636.0692749,617.1650391,18.14022255,19.2206974,42.69215775,45.23500824,250.9774933,501.042572
Wollemi,2009/12/18,Elv,280,308,3.11,0.0521,169,0.866,1.65,5.8,1,2.93,29.64,29.92,30.04,279.47,271.73,23.629,25.584,57.28,62.02,250.3,1499
Wollemi,2009/12/18,Elv,280,308,3.11,0.0521,169,0.866,1.65,5.8,1,2.93,29.64,29.92,30.04,279.47,271.73,23.629,25.584,57.28,62.02,250.3,1499
Wollemi,2009/12/18,Elv,280,308,3.02,0.0481,165,0.804,1.66,5.8,1,2.93,29.64,29.95,30.05,280.16,272.67,23.753,25.568,57.57,61.97,250.4,1500
Wollemi,2009/12/18,Elv,280,308,3.09,0.0455,156,0.763,1.67,5.8,1,2.93,29.64,29.94,30.04,280.16,272.52,23.779,25.501,57.66,61.83,250.4,1500
Wollemi,2009/12/18,Elv,280,308,2.9,0.0431,158,0.685,1.58,5.8,1,2.93,29.61,29.51,30.04,280.15,272.99,23.791,25.338,57.78,61.54,250.4,1200
Wollemi,2009/12/18,Elv,280,308,2.89,0.0409,153,0.625,1.52,5.8,1,2.93,29.58,29.2,30.04,280.2,273.11,23.797,25.209,57.88,61.31,250.3,1000
Wollemi,2009/12/18,Elv,280,308,2.85,0.0384,148,0.556,1.44,5.8,1,2.93,29.55,28.79,30.04,280.27,273.3,23.808,25.064,58.02,61.08,250.3,699
Wollemi,2009/12/18,Elv,280,308,2.75,0.0377,150,0.532,1.4,5.8,1,2.93,29.53,28.61,30.05,280.13,273.42,23.807,25.009,58.08,61.01,250.4,601
Wollemi,2009/12/18,Elv,280,308,2.73,0.0368,149,0.509,1.37,5.8,1,2.93,29.52,28.45,30.04,280.23,273.58,23.813,24.963,58.13,60.94,250.4,501
Wollemi,2009/12/18,Elv,280,308,2.61,0.0365,154,0.494,1.34,5.8,1,2.93,29.5,28.3,30.04,280.23,273.87,23.785,24.901,58.11,60.84,250.4,400
Wollemi,2009/12/18,Elv,280,308,2.13,0.0356,173,0.474,1.32,5.8,1,2.93,29.5,28.17,30.05,280.22,274.99,23.766,24.837,58.09,60.71,250.3,301
Wollemi,2009/12/18,Elv,280,308,2.19,0.0347,166,0.454,1.3,5.8,1,2.93,29.5,28.07,30.05,278.66,273.29,23.806,24.831,58.18,60.68,250.3,201
Wollemi,2009/12/18,Elv,280,308,1.85,0.034,181,0.436,1.27,5.8,1,2.93,29.5,27.96,30.04,278.71,274.14,23.877,24.862,58.36,60.76,250.4,100
Wollemi,2009/12/18,Elv,280,308,1.34,0.0329,206,0.419,1.26,5.8,1,2.93,29.5,27.94,30.05,280.03,276.65,23.946,24.894,58.52,60.83,250.3,60
Wollemi,2009/12/18,Elv,280,308,-0.197,0.0362,81.1,0.495,1.36,5.8,1,2.93,29.54,28.51,30.04,73.6,73.97,24.113,25.231,58.78,61.51,250.3,499
Wollemi,2009/12/18,Elv,280,308,-0.115,0.0397,77.6,0.541,1.35,5.8,1,2.93,29.55,28.55,30.04,74.48,74.65,24.167,25.389,58.87,61.84,250.3,499
Wollemi,2009/12/18,Elv,280,308,-0.14,0.0417,78.8,0.565,1.34,5.8,1,2.93,29.55,28.56,30.04,74.85,75.08,24.2,25.476,58.94,62.05,250.4,499
Wollemi,2009/12/18,Elv,280,308,-0.107,0.0439,77.2,0.59,1.34,5.8,1,2.93,29.56,28.57,30.04,74.78,74.93,24.257,25.589,59.05,62.3,250.4,499
Wollemi,2009/12/18,Elv,280,308,-0.0984,0.0455,76.8,0.608,1.33,5.8,1,2.93,29.56,28.58,30.04,74.8,74.93,24.316,25.689,59.18,62.52,250.4,499
Wollemi,2009/12/18,Elv,280,308,0.351,0.0465,85.2,0.618,1.32,5.8,1,2.93,29.56,28.58,30.04,100.41,99.45,24.373,25.767,59.33,62.72,250.4,499
Wollemi,2009/12/18,Elv,280,308,1.06,0.0467,108,0.619,1.32,5.8,1,2.93,29.57,28.6,30.04,150.54,147.87,24.443,25.839,59.48,62.88,250.4,499
Wollemi,2009/12/18,Elv,280,308,3.03,0.0466,164,0.615,1.31,5.8,1,2.93,29.57,28.6,30.04,281.32,273.92,24.494,25.882,59.59,62.97,250.4,499
Wollemi,2009/12/18,Elv,280,308,3.61,0.0459,178,0.605,1.31,5.8,1,2.93,29.57,28.59,30.04,319.2,310.42,24.525,25.89,59.68,63,250.4,499
Wollemi,2009/12/18,Elv,280,308,4.81,0.045,209,0.592,1.31,5.8,1,2.93,29.56,28.57,30.04,400.64,388.97,24.528,25.863,59.71,62.96,250.4,499
Wollemi,2009/12/18,Elv,280,308,6.22,0.0436,247,0.576,1.31,5.8,1,2.93,29.56,28.56,30.04,500.54,485.5,24.511,25.81,59.68,62.84,250.4,499
Wollemi,2009/12/18,Elv,280,308,7.94,0.0428,310,0.563,1.31,5.8,1,2.93,29.55,28.52,30.04,639.49,620.3,24.479,25.75,59.64,62.73,250.4,499
