Species,Date,Temp,CO2,Potnum,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
Wollemi,2009/12/18,Amb,640,2,9.78,0.064,355,0.861,1.35,5.8,1,2.93,26.13,27.15,25.97,638.17,614.29,20.459,22.409,60.81,66.6,250.3,999
Wollemi,2009/12/18,Amb,640,2,10.3,0.0657,348,0.993,1.51,5.8,1,2.93,26.64,28.4,25.96,640.3,615.05,21.223,23.47,61.21,67.69,250.2,699
Wollemi,2009/12/18,Amb,640,2,9.62,0.0671,369,1.17,1.74,5.8,1,2.93,27.27,29.97,25.95,640.71,616.77,22.187,24.831,61.66,69.01,250.4,600
Wollemi,2009/12/18,Amb,640,2,9.14,0.0611,360,0.972,1.59,5.8,1,2.93,27.05,29.39,25.94,638.92,616.34,22.786,24.983,64.14,70.33,250.2,501
Wollemi,2009/12/18,Amb,640,2,8.83,0.0455,295,0.577,1.26,5.8,1,2.93,26.12,26.55,25.95,640.48,619.17,20.679,21.987,61.5,65.39,250.1,400
Wollemi,2009/12/18,Amb,640,2,8.61,0.0642,391,0.813,1.27,5.8,1,2.93,25.83,25.47,25.95,641.03,619.89,17.891,19.739,54.12,59.71,250,300
Wollemi,2009/12/18,Amb,640,2,7.27,0.0599,413,0.813,1.37,5.8,1,2.93,25.81,25.29,25.95,639.88,621.84,16.639,18.491,50.39,56,250,201
Wollemi,2009/12/18,Amb,640,2,4.31,0.0571,493,0.786,1.38,5.8,1,2.93,25.81,25.22,25.95,638.9,627.77,16.395,18.184,49.67,55.09,250,101
Wollemi,2009/12/18,Amb,640,2,2.96,0.053,528,0.724,1.37,5.8,1,2.93,25.81,25.17,25.95,638.99,631.07,16.567,18.215,50.21,55.2,250.1,61
Wollemi,2009/12/18,Amb,640,2,-0.417,0.0546,85.9,0.779,1.43,5.8,1,2.93,25.83,25.7,25.95,74.54,75.37,16.879,18.649,51.07,56.43,250.3,499
Wollemi,2009/12/18,Amb,640,2,-0.385,0.0543,85,0.773,1.43,5.8,1,2.93,25.83,25.69,25.95,74.59,75.35,16.888,18.647,51.09,56.41,250.2,499
Wollemi,2009/12/18,Amb,640,2,-0.22,0.0566,78.9,0.794,1.41,5.8,1,2.93,25.84,25.73,25.95,73.92,74.29,17.109,18.917,51.73,57.2,250.1,499
Wollemi,2009/12/18,Amb,640,2,0.15,0.058,68.7,0.802,1.39,5.8,1,2.93,25.85,25.75,25.96,75.01,74.53,17.337,19.162,52.41,57.92,250.1,499
Wollemi,2009/12/18,Amb,640,2,-0.32,0.0599,82.3,0.815,1.37,5.8,1,2.93,25.85,25.77,25.95,74.77,75.37,17.569,19.423,53.09,58.69,250.1,499
Wollemi,2009/12/18,Amb,640,2,-0.185,0.062,78.2,0.827,1.34,5.8,1,2.93,25.86,25.78,25.95,74.75,75.03,17.796,19.677,53.77,59.45,250.1,499
Wollemi,2009/12/18,Amb,640,2,-0.292,0.0648,80.9,0.847,1.32,5.8,1,2.93,25.86,25.78,25.95,74.66,75.18,18.013,19.938,54.42,60.24,250.1,499
Wollemi,2009/12/18,Amb,640,2,-0.344,0.0693,81.7,0.945,1.37,5.8,1,2.93,26.06,26.29,25.97,74.68,75.31,18.23,20.376,54.42,60.83,250.1,499
Wollemi,2009/12/18,Amb,640,2,-0.235,0.0713,78.8,1.06,1.5,5.8,1,2.93,26.34,27.23,25.95,74.91,75.27,18.617,21.033,54.67,61.76,250.2,500
Wollemi,2009/12/18,Amb,640,2,-0.33,0.0736,80.7,1.04,1.42,5.8,1,2.93,26.26,27.05,25.95,74.61,75.2,19.108,21.464,56.37,63.32,250.2,501
Wollemi,2009/12/18,Amb,640,2,-0.141,0.0752,76.1,0.959,1.28,5.8,1,2.93,26.14,26.61,25.95,74.46,74.62,19.729,21.903,58.64,65.1,250.2,501
Wollemi,2009/12/18,Amb,640,2,-0.173,0.0773,77.2,0.924,1.2,5.8,1,2.93,26.06,26.39,25.95,74.79,75.03,20.152,22.246,60.14,66.39,250.2,501
Wollemi,2009/12/18,Amb,640,2,-0.218,0.0794,78.2,0.908,1.15,5.8,1,2.93,26.03,26.27,25.95,74.82,75.17,20.447,22.504,61.14,67.3,250.2,501
Wollemi,2009/12/18,Amb,640,2,0.355,0.0825,90,0.914,1.12,5.8,1,2.93,26,26.2,25.95,99.81,98.78,20.635,22.703,61.82,68.01,250.5,501
Wollemi,2009/12/18,Amb,640,2,1.71,0.0827,110,0.893,1.09,5.8,1,2.93,25.97,26.13,25.95,150.1,145.84,20.81,22.833,62.44,68.51,250.2,501
Wollemi,2009/12/18,Amb,640,2,4.29,0.0834,182,0.885,1.07,5.8,1,2.93,25.96,26.09,25.95,280.63,270.15,20.965,22.969,62.94,68.95,250.3,501
Wollemi,2009/12/18,Amb,640,2,5.22,0.084,202,0.877,1.05,5.8,1,2.93,25.96,26.09,25.95,320.86,308.15,21.13,23.115,63.46,69.43,250.3,501
Wollemi,2009/12/18,Amb,640,2,6.81,0.0834,244,0.858,1.04,5.8,1,2.93,25.95,26.06,25.95,399.74,383.2,21.27,23.212,63.93,69.76,250.3,501
Wollemi,2009/12/18,Amb,640,2,8.84,0.0834,299,0.845,1.02,5.8,1,2.93,25.94,26.03,25.95,500.85,479.41,21.399,23.312,64.35,70.1,250.3,501
Wollemi,2009/12/18,Amb,640,2,11.1,0.0853,391,0.854,1.01,5.8,1,2.93,25.93,25.98,25.95,639.99,613.03,21.381,23.315,64.35,70.16,250.3,500
Wollemi,2009/12/18,Amb,640,2,13,0.0852,460,0.849,1.01,5.8,1,2.93,25.92,25.96,25.95,749.95,718.51,21.414,23.335,64.48,70.26,250.3,500
Wollemi,2009/12/18,Amb,640,2,15.4,0.083,646,0.82,0.997,5.8,1,2.93,25.92,25.95,25.95,1000.44,962.92,21.558,23.413,64.91,70.49,250.3,500
Wollemi,2009/12/17,Amb,640,3,4.47,0.0269,345,0.638,2.34,5.5,1,3.06,26.97,29.11,26.05,642.48,631.79,15.627,17.001,44.02,47.89,250.8,1498
Wollemi,2009/12/17,Amb,640,3,4.53,0.0217,275,0.513,2.33,5.5,1,3.06,27.02,29.35,26.04,639.18,628.54,16.532,17.638,46.44,49.54,250.8,1500
Wollemi,2009/12/17,Amb,640,3,4.55,0.0199,245,0.44,2.17,5.5,1,3.06,26.94,29,26.01,638.96,628.38,17.428,18.375,49.19,51.86,250.8,1500
Wollemi,2009/12/17,Amb,640,3,4.53,0.0206,261,0.378,1.81,5.5,1,3.06,26.61,27.63,26,638.84,628.39,18.127,18.94,52.14,54.48,250.8,1502
Wollemi,2009/12/17,Amb,640,3,5.27,0.0235,255,0.373,1.57,5.5,1,3.06,26.35,26.54,26.04,639.76,627.7,18.244,19.047,53.29,55.63,250.8,1500
Wollemi,2009/12/17,Amb,640,3,4.82,0.0292,350,0.448,1.52,5.5,1,3.06,26.21,26.1,26.03,639.4,628.21,17.676,18.641,52.07,54.91,250.8,1500
Wollemi,2009/12/17,Amb,640,3,5.59,0.0334,345,0.525,1.56,5.5,1,3.06,26.11,25.8,26.04,640.54,627.55,16.524,17.655,48.96,52.31,250.8,1501
Wollemi,2009/12/17,Amb,640,3,5.34,0.0353,369,0.564,1.59,5.5,1,3.06,25.9,25.29,26.03,638.89,626.4,15.154,16.37,45.46,49.11,250.8,1500
Wollemi,2009/12/17,Amb,640,3,5.78,0.0342,340,0.601,1.75,5.5,1,3.06,26,25.59,26.07,640.36,626.86,14.07,15.368,41.95,45.83,250.8,1499
Wollemi,2009/12/17,Amb,640,3,6.37,0.0323,291,0.74,2.27,5.5,1,3.06,26.52,27.86,26.04,641.38,626.4,13.255,14.856,38.34,42.96,250.7,1497
Wollemi,2009/12/17,Amb,640,3,5.81,0.0279,270,0.747,2.64,5.5,1,3.06,27.06,29.74,26.07,639.5,625.72,13.862,15.474,38.82,43.34,250.8,1199
Wollemi,2009/12/17,Amb,640,3,5.45,0.0188,147,0.414,2.16,5.5,1,3.06,26.89,28.87,26.02,638.75,626.23,17.293,18.185,48.9,51.43,250.8,1000
Wollemi,2009/12/17,Amb,640,3,5.76,0.0276,278,0.446,1.59,5.5,1,3.06,26.38,26.68,26.02,638.91,625.67,18.11,19.07,52.79,55.59,250.8,700
Wollemi,2009/12/17,Amb,640,3,5.58,0.0316,330,0.485,1.52,5.5,1,3.06,25.97,25.12,26.03,639.31,626.41,15.702,16.747,46.88,50,250.7,601
Wollemi,2009/12/17,Amb,640,3,5.66,0.0333,341,0.513,1.53,5.5,1,3.06,25.63,23.88,26.04,640.31,627.19,13.245,14.353,40.36,43.73,250.8,501
Wollemi,2009/12/17,Amb,640,3,5.41,0.0333,352,0.53,1.58,5.5,1,3.06,25.42,23.22,26.04,639,626.41,11.539,12.686,35.58,39.12,250.8,401
Wollemi,2009/12/17,Amb,640,3,5.4,0.0303,328,0.496,1.63,5.5,1,3.06,25.32,22.88,26.04,640.11,627.58,10.578,11.653,32.81,36.15,250.8,301
Wollemi,2009/12/17,Amb,640,3,4.74,0.0295,356,0.497,1.68,5.5,1,3.06,25.3,22.81,26.05,639.82,628.74,9.942,11.019,30.87,34.22,250.8,200
Wollemi,2009/12/17,Amb,640,3,3.87,0.0279,394,0.48,1.71,5.5,1,3.06,25.27,22.72,26.04,640.68,631.53,9.539,10.58,29.67,32.91,250.8,100
Wollemi,2009/12/17,Amb,640,3,2.7,0.0277,462,0.48,1.72,5.5,1,3.06,25.26,22.67,26.05,641,634.4,9.333,10.374,29.04,32.28,250.8,60
Wollemi,2009/12/17,Amb,640,3,0.0624,0.0299,69.7,0.534,1.78,5.5,1,3.06,25.32,23.06,26.05,75.38,75.16,9.338,10.497,28.96,32.55,250.8,500
Wollemi,2009/12/17,Amb,640,3,-0.0799,0.0349,76,0.608,1.73,5.5,1,3.06,25.27,22.84,26.11,74.29,74.37,9.211,10.53,28.65,32.75,250.8,501
Wollemi,2009/12/17,Amb,640,3,0.269,0.037,60.9,0.676,1.82,5.5,1,3.06,25.41,23.43,26.06,75.33,74.63,9.213,10.681,28.41,32.94,250.8,499
Wollemi,2009/12/17,Amb,640,3,0.0571,0.0397,69.8,0.84,2.11,5.5,1,3.06,25.9,25.35,26.06,74.84,74.58,9.494,11.316,28.45,33.91,250.8,500
Wollemi,2009/12/17,Amb,640,3,-0.108,0.0393,76.4,0.897,2.27,5.5,1,3.06,26.23,26.57,26.04,74.66,74.75,10.203,12.147,29.98,35.69,250.8,500
Wollemi,2009/12/17,Amb,640,3,0.418,0.0382,77.3,0.839,2.18,5.5,1,3.06,26.3,26.63,26.06,99.2,98.11,11.292,13.107,33.04,38.36,250.9,499
Wollemi,2009/12/17,Amb,640,3,0.864,0.0327,100,0.707,2.14,5.5,1,3.06,26.48,27.27,26.06,149.46,147.34,13.373,14.899,38.73,43.15,251,499
Wollemi,2009/12/17,Amb,640,3,2.48,0.0264,115,0.549,2.05,5.5,1,3.06,26.7,28.12,26.05,279.25,273.48,16.41,17.592,46.92,50.3,250.9,500
Wollemi,2009/12/17,Amb,640,3,2.82,0.0216,95.4,0.432,1.96,5.5,1,3.06,26.92,29.02,26.04,318.94,312.45,19.603,20.531,55.32,57.93,250.8,500
Wollemi,2009/12/17,Amb,640,3,3.42,0.018,80,0.339,1.84,5.5,1,3.06,27.06,29.57,26.04,400.42,392.64,22.277,23.002,62.35,64.38,250.8,500
Wollemi,2009/12/17,Amb,640,3,4.7,0.0172,41.5,0.308,1.75,5.5,1,3.06,27.2,30,26.09,500.36,489.71,24.29,24.949,67.43,69.25,250.8,499
Wollemi,2009/12/17,Amb,640,3,5.91,0.0172,63.1,0.321,1.82,5.5,1,3.06,27.82,31,26.7,640.68,627.27,26.07,26.756,69.76,71.6,250.8,500
Wollemi,2009/12/17,Amb,640,3,6.76,0.0172,89.2,0.379,2.14,5.5,1,3.06,29.25,32.94,28.09,749.35,733.91,28.031,28.839,69.05,71.04,250.8,501
Wollemi,2009/12/17,Amb,640,3,7.97,0.0164,174,0.417,2.46,5.5,1,3.06,30.86,34.83,29.66,998.77,980.4,30.27,31.156,67.96,69.95,250.8,500
Wollemi,2009/12/21,Amb,640,6,7.43,0.0331,244,0.707,2.13,5.8,1,2.93,26.61,28.63,26.03,640.09,621.82,16.25,17.862,47.04,51.71,249.9,1500
Wollemi,2009/12/21,Amb,640,6,7.76,0.0316,211,0.644,2.03,5.8,1,2.93,26.62,28.2,26.04,640.92,621.98,16.407,17.874,47.46,51.7,250,1500
Wollemi,2009/12/21,Amb,640,6,6.59,0.0318,275,0.649,2.03,5.8,1,2.93,26.65,28.21,26.05,640.29,624.06,16.418,17.898,47.44,51.71,250.1,1500
Wollemi,2009/12/21,Amb,640,6,7.12,0.0289,210,0.619,2.13,5.8,1,2.93,26.58,28.66,26.04,639.36,621.94,16.515,17.927,47.9,52,249.8,1501
Wollemi,2009/12/21,Amb,640,6,7.05,0.0269,187,0.569,2.1,5.8,1,2.93,26.56,28.65,26.05,639.85,622.68,16.887,18.182,49.04,52.8,249.9,1500
Wollemi,2009/12/21,Amb,640,6,6.94,0.0249,161,0.518,2.06,5.8,1,2.93,26.54,28.64,26.01,639.46,622.6,17.36,18.54,50.46,53.89,249.9,1501
Wollemi,2009/12/21,Amb,640,6,6.52,0.0236,167,0.433,1.82,5.8,1,2.93,26.29,27.64,26.02,639.61,623.86,17.736,18.721,52.34,55.25,250,1501
Wollemi,2009/12/21,Amb,640,6,6.82,0.026,190,0.414,1.58,5.8,1,2.93,25.91,26.52,26.02,639.42,622.99,17.783,18.727,53.67,56.51,249.9,1501
Wollemi,2009/12/21,Amb,640,6,7.48,0.0225,79.1,0.349,1.54,5.8,1,2.93,25.84,26.28,26.07,639.92,622.06,17.865,18.661,54.14,56.55,249.9,1497
Wollemi,2009/12/21,Amb,640,6,7.2,0.0268,180,0.421,1.56,5.8,1,2.93,25.88,26.41,26.07,640.36,623.05,17.736,18.696,53.6,56.5,249.9,1499
Wollemi,2009/12/21,Amb,640,6,7.23,0.0323,249,0.563,1.74,5.8,1,2.93,26.23,27.14,26.05,640.53,622.94,17.186,18.469,50.86,54.65,249.9,1200
Wollemi,2009/12/21,Amb,640,6,7.96,0.0384,273,0.641,1.67,5.8,1,2.93,26.14,26.8,26.02,640.23,620.83,17,18.459,50.59,54.93,250,1001
Wollemi,2009/12/21,Amb,640,6,7.76,0.0353,257,0.452,1.28,5.8,1,2.93,25.59,24.55,26.07,640.77,622.1,16.881,17.912,51.9,55.07,249.9,699
Wollemi,2009/12/21,Amb,640,6,8.02,0.0381,268,0.613,1.61,5.8,1,2.93,26.11,26.29,26.06,639.91,620.41,16.654,18.051,49.65,53.81,250,600
Wollemi,2009/12/21,Amb,640,6,6.53,0.0375,329,0.636,1.69,5.8,1,2.93,26.3,26.69,26.05,639.31,623.23,16.555,18.005,48.8,53.07,250,501
Wollemi,2009/12/21,Amb,640,6,5.8,0.0343,341,0.516,1.5,5.8,1,2.93,26.02,25.86,26.02,639.91,625.69,17.068,18.243,51.12,54.64,249.9,400
Wollemi,2009/12/21,Amb,640,6,6.06,0.0339,327,0.462,1.36,5.8,1,2.93,25.83,25.21,26.06,641.16,626.41,17.31,18.363,52.42,55.61,249.8,299
Wollemi,2009/12/21,Amb,640,6,5.71,0.038,370,0.585,1.54,5.8,1,2.93,26.25,26.25,26.05,639.76,625.66,17.326,18.658,51.21,55.14,249.9,200
Wollemi,2009/12/21,Amb,640,6,4.32,0.0315,394,0.491,1.55,5.8,1,2.93,26.31,26.34,26.02,639.36,628.6,17.551,18.671,51.68,54.98,249.8,99
Wollemi,2009/12/21,Amb,640,6,3.07,0.0367,487,0.436,1.19,5.8,1,2.93,25.61,24.38,26.06,640.65,632.88,17.548,18.542,53.84,56.89,249.8,60
Wollemi,2009/12/21,Amb,640,6,-0.293,0.0414,85.2,0.674,1.63,5.8,1,2.93,26.35,26.81,26.06,75.25,75.82,17.383,18.918,51.04,55.55,250,500
Wollemi,2009/12/21,Amb,640,6,0.228,0.0433,64.5,0.736,1.7,5.8,1,2.93,26.49,27.29,26.06,75.62,74.97,17.515,19.19,51.02,55.9,250.1,500
Wollemi,2009/12/21,Amb,640,6,-0.122,0.0448,78.2,0.727,1.62,5.8,1,2.93,26.42,27.03,26.02,75.62,75.77,17.754,19.408,51.91,56.74,249.9,501
Wollemi,2009/12/21,Amb,640,6,0.222,0.041,64.1,0.602,1.47,5.8,1,2.93,26.15,26.23,26.03,75.14,74.52,17.951,19.321,53.33,57.4,249.9,501
Wollemi,2009/12/21,Amb,640,6,0.585,0.0443,51,0.603,1.36,5.8,1,2.93,26.01,25.73,26.03,75.3,73.84,17.997,19.369,53.9,58.01,249.9,501
Wollemi,2009/12/21,Amb,640,6,0.321,0.044,61.4,0.579,1.32,5.8,1,2.93,25.9,25.49,26.07,75.48,74.64,18.041,19.359,54.41,58.38,249.9,499
Wollemi,2009/12/21,Amb,640,6,0.122,0.0577,69.2,0.901,1.56,5.8,1,2.93,26.4,27,26.04,74.94,74.5,17.868,19.918,52.29,58.29,249.8,501
Wollemi,2009/12/21,Amb,640,6,0.321,0.0542,62.6,0.879,1.62,5.8,1,2.93,26.56,27.29,26.06,74.92,74.03,17.961,19.959,52.1,57.89,250,500
Wollemi,2009/12/21,Amb,640,6,0.0661,0.0552,95.3,0.855,1.55,5.8,1,2.93,26.48,27.22,26.02,100.06,99.71,18.575,20.518,54.11,59.77,249.9,501
Wollemi,2009/12/21,Amb,640,6,1.61,0.0575,97.5,0.679,1.18,5.8,1,2.93,25.91,25.39,26.03,149.34,145.37,18.924,20.467,57.02,61.66,250,500
Wollemi,2009/12/21,Amb,640,6,3.17,0.0612,184,0.809,1.33,5.8,1,2.93,26.2,26.29,26.07,280.99,273.13,19.004,20.842,56.29,61.73,249.9,499
Wollemi,2009/12/21,Amb,640,6,4.62,0.0625,181,1.02,1.64,5.8,1,2.93,26.66,27.85,26.04,319.82,308.36,18.682,21.005,53.84,60.53,249.9,501
Wollemi,2009/12/21,Amb,640,6,4.91,0.06,246,0.988,1.65,5.8,1,2.93,26.77,27.86,26.05,400.03,387.75,18.669,20.912,53.43,59.86,250.1,500
Wollemi,2009/12/21,Amb,640,6,6.76,0.0564,278,0.873,1.55,5.8,1,2.93,26.61,27.58,26,499.34,482.68,19.321,21.305,55.84,61.57,249.9,501
Wollemi,2009/12/21,Amb,640,6,7.93,0.0511,359,0.603,1.18,5.8,1,2.93,26.04,25.68,26.03,639.51,620.24,19.72,21.089,58.92,63.01,249.9,500
Wollemi,2009/12/21,Amb,640,6,10.8,0.0568,402,0.745,1.31,5.8,1,2.93,26.23,26.32,26.07,750.39,724.01,19.349,21.042,57.17,62.17,249.8,499
Wollemi,2009/12/21,Amb,640,6,13.4,0.0581,572,0.977,1.68,5.8,1,2.93,26.69,27.94,26.03,1001.07,967.8,18.547,20.769,53.32,59.71,249.9,501
Wollemi,2009/12/16,Amb,640,7,5.78,0.0505,191,0.98,1.94,6,1,2.84,26.09,27.32,25.94,400,385.23,14.633,16.945,43.51,50.38,250,1500
Wollemi,2009/12/16,Amb,640,7,5.9,0.0514,190,0.966,1.88,6,1,2.84,25.95,26.88,25.95,399.94,384.89,14.297,16.576,42.87,49.71,250,1501
Wollemi,2009/12/16,Amb,640,7,6.01,0.0521,188,0.964,1.85,6,1,2.84,25.85,26.54,25.94,399.93,384.62,13.88,16.157,41.87,48.74,250,1500
Wollemi,2009/12/16,Amb,640,7,6.08,0.0526,188,0.966,1.84,6,1,2.84,25.77,26.27,25.95,400.02,384.53,13.452,15.734,40.76,47.67,250,1501
Wollemi,2009/12/16,Amb,640,7,6.01,0.052,189,0.959,1.85,6,1,2.84,25.72,26.08,25.95,400.09,384.79,13.052,15.317,39.68,46.56,250,1501
Wollemi,2009/12/16,Amb,640,7,6.06,0.0509,183,1,1.97,6,1,2.84,25.89,26.64,25.96,400.76,385.28,12.839,15.207,38.62,45.75,250,1500
Wollemi,2009/12/16,Amb,640,7,6.02,0.0495,178,1.07,2.16,6,1,2.84,26.17,27.66,25.96,401.02,385.58,12.983,15.508,38.41,45.88,250,1499
Wollemi,2009/12/16,Amb,640,7,5.99,0.0484,174,1.13,2.32,6,1,2.84,26.44,28.65,25.95,400.99,385.58,13.418,16.076,39.07,46.81,250,1500
Wollemi,2009/12/16,Amb,640,7,5.64,0.045,173,0.936,2.07,6,1,2.84,26.22,27.88,25.94,399.29,384.9,14.623,16.832,43.13,49.65,250,1501
Wollemi,2009/12/16,Amb,640,7,5.64,0.045,173,0.936,2.07,6,1,2.84,26.22,27.88,25.94,399.29,384.9,14.623,16.831,43.14,49.65,250,1501
Wollemi,2009/12/16,Amb,640,7,5.6,0.0456,178,0.828,1.82,6,1,2.84,25.83,26.16,25.95,400.14,385.93,13.81,15.766,41.68,47.58,250,1201
Wollemi,2009/12/16,Amb,640,7,5.54,0.0449,178,0.796,1.77,6,1,2.84,25.69,25.42,25.96,400.69,386.64,12.886,14.768,39.21,44.93,250,999
Wollemi,2009/12/16,Amb,640,7,5.1,0.0426,185,0.872,2.04,6,1,2.84,26.2,26.97,25.96,401.37,388.31,13.134,15.195,38.79,44.87,250,700
Wollemi,2009/12/16,Amb,640,7,4.81,0.0403,185,0.857,2.12,6,1,2.84,26.45,27.84,25.93,400.71,388.36,14.261,16.284,41.48,47.37,250,601
Wollemi,2009/12/16,Amb,640,7,4.75,0.0381,178,0.665,1.74,6,1,2.84,25.99,26,25.94,399.58,387.57,14.651,16.222,43.8,48.5,250,500
Wollemi,2009/12/16,Amb,640,7,4.59,0.0397,193,0.638,1.6,6,1,2.84,25.7,24.89,25.95,399.44,387.83,13.913,15.42,42.32,46.9,250,400
Wollemi,2009/12/16,Amb,640,7,4.45,0.0399,200,0.625,1.57,6,1,2.84,25.53,24.22,25.95,399.78,388.51,13.089,14.568,40.2,44.75,250,300
Wollemi,2009/12/16,Amb,640,7,3.81,0.038,220,0.638,1.68,6,1,2.84,25.68,24.61,25.96,400.92,391.17,12.668,14.178,38.55,43.15,250,199
Wollemi,2009/12/16,Amb,640,7,2.56,0.0357,269,0.674,1.88,6,1,2.84,26.07,25.97,25.96,401.24,394.47,13.168,14.761,39.16,43.91,250,99
Wollemi,2009/12/16,Amb,640,7,1.5,0.0339,313,0.68,1.99,6,1,2.84,26.32,26.84,25.94,400.87,396.61,13.785,15.393,40.4,45.11,250,60
Wollemi,2009/12/16,Amb,640,7,-0.405,0.0315,93.2,0.613,1.93,6,1,2.84,26.16,26.74,25.94,74.16,75.02,14.379,15.826,42.53,46.81,250,501
Wollemi,2009/12/16,Amb,640,7,-0.388,0.0315,92.3,0.613,1.93,6,1,2.84,26.16,26.74,25.94,74.18,75,14.38,15.827,42.53,46.81,250,501
Wollemi,2009/12/16,Amb,640,7,-0.0968,0.039,77.1,0.655,1.67,6,1,2.84,25.82,25.47,25.94,75.04,75.15,14.302,15.848,43.17,47.84,250,501
Wollemi,2009/12/16,Amb,640,7,-0.122,0.0444,77.3,0.71,1.6,6,1,2.84,25.62,24.76,25.95,74.62,74.79,13.59,15.267,41.51,46.63,250,500
Wollemi,2009/12/16,Amb,640,7,-0.011,0.0465,73.6,0.733,1.58,6,1,2.84,25.48,24.3,25.95,75.2,75.1,12.848,14.582,39.58,44.92,250,500
Wollemi,2009/12/16,Amb,640,7,0.0328,0.0486,72,0.762,1.57,6,1,2.84,25.38,23.95,25.95,75.23,75.01,12.218,14.021,37.85,43.44,250,501
Wollemi,2009/12/16,Amb,640,7,0.124,0.0511,69,0.798,1.57,6,1,2.84,25.3,23.68,25.96,75.26,74.82,11.708,13.595,36.44,42.32,250.1,501
Wollemi,2009/12/16,Amb,640,7,0.661,0.0523,76.1,0.814,1.56,6,1,2.84,25.23,23.45,25.96,100.66,98.88,11.319,13.246,35.37,41.4,250.1,500
Wollemi,2009/12/16,Amb,640,7,1.55,0.0529,95.8,0.821,1.56,6,1,2.84,25.17,23.23,25.96,150.51,146.5,10.964,12.908,34.4,40.5,250.1,500
Wollemi,2009/12/16,Amb,640,7,3.79,0.0534,151,0.827,1.56,6,1,2.84,25.13,23.08,25.96,281.45,271.83,10.709,12.667,33.67,39.83,250.1,500
Wollemi,2009/12/16,Amb,640,7,4.5,0.0528,164,0.818,1.56,6,1,2.84,25.09,22.96,25.96,320.51,309.1,10.524,12.462,33.17,39.28,250,501
Wollemi,2009/12/16,Amb,640,7,5.69,0.0512,198,0.818,1.6,6,1,2.84,25.17,23.17,25.97,400.4,385.99,10.421,12.358,32.69,38.77,250.1,499
Wollemi,2009/12/16,Amb,640,7,7.01,0.0486,238,0.889,1.83,6,1,2.84,25.59,24.75,25.97,500.49,482.64,10.804,12.909,33.05,39.49,250.1,499
Wollemi,2009/12/16,Amb,640,7,8.62,0.046,299,0.908,1.97,6,1,2.84,25.9,25.91,25.95,639.46,617.44,11.572,13.721,34.75,41.2,250.1,500
Wollemi,2009/12/16,Amb,640,7,10.1,0.0424,325,0.749,1.76,6,1,2.84,25.65,24.92,25.95,750.53,725.02,12.14,13.911,37.01,42.41,250.1,501
