material,Abbreviation,replicate,length (mm),width (mm),thickness (mm),NEWthickness (mm),actual mass (g),dry mass (g),scanned area (cm2),SA (cm2),volume (cm3),SA:V (1/cm),density (dry mass) (g/cm3),density (actual mass) (g/cm3),FMC  (% odw),SLA* (cm2/g),N (%mass),P (%mass),lignin (%mass),tannin (%mass),ignition Y/N,TTI (s),FD (s),SD (s),TBT (s),Genus,Species,Family,Rainfall a,Soil P b,taxon,site_conditions,site_name,senesced_leaf_N_per_dry_mass,senesced_leaf_P_per_dry_mass,SLA
FRESH,Pul_dap,5,38,14,0.34,0.34,0.125,0.041,3.8,3.8,0.13,58.82,0.32,0.97,203.4,30.4,NA,NA,NA,6.12,1,14.6,2.1,17.6,19.7,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,92.68292682926828
FRESH,Pul_dap,6,25,9,0.46,0.46,0.068,0.022,1.6,1.6,0.07,43.48,0.3,0.92,203.4,23.53,NA,NA,NA,6.12,0,NA,NA,NA,NA,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,72.72727272727273
FRESH,Pul_dap,7,31,11,0.36,0.36,0.083,0.027,2,2,0.07,55.56,0.38,1.15,203.4,24.1,NA,NA,NA,6.12,1,13,2.4,14.2,16.6,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,74.07407407407408
FRESH,Pul_dap,8,25,10,0.31,0.31,0.061,0.02,2,2,0.06,64.52,0.32,0.98,203.4,32.79,NA,NA,NA,6.12,1,11.8,2.3,10.5,12.8,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,100
FRESH,Pul_dap,9,23,12,0.3,0.3,0.066,0.022,2.3,2.3,0.07,66.67,0.32,0.96,203.4,34.85,NA,NA,NA,6.12,1,19.7,1.1,14.1,15.2,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,104.54545454545455
FRESH,Pul_dap,10,28,11,0.37,0.37,0.084,0.028,2.3,2.3,0.09,54.05,0.33,0.99,203.4,27.38,NA,NA,NA,6.12,1,14.2,2.8,14.6,17.4,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,82.14285714285714
FRESH,San_acu,1,87,10,0.94,0.94,0.566,0.211,6.5,6.5,0.61,21.28,0.35,0.93,168.1,11.48,NA,NA,NA,18.5,1,36.2,4.6,30.5,35.1,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,30.80568720379147
FRESH,San_acu,2,80,7,0.92,0.92,0.411,0.153,4.7,4.7,0.43,21.74,0.35,0.95,168.1,11.44,NA,NA,NA,18.5,1,28.6,6.4,34.3,40.7,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,30.718954248366014
FRESH,San_acu,3,78,11,1.2,1.2,0.725,0.27,6.6,6.6,0.79,16.67,0.34,0.92,168.1,9.1,NA,NA,NA,18.5,1,46,3.8,37.8,41.6,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,24.444444444444443
FRESH,San_acu,4,85,10,0.86,0.86,0.535,0.2,6.4,6.4,0.55,23.26,0.36,0.97,168.1,11.96,NA,NA,NA,18.5,1,32.9,4.4,32.9,37.3,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,32
FRESH,San_acu,5,90,9,0.85,0.85,0.57,0.213,6.6,6.6,0.56,23.53,0.38,1.02,168.1,11.58,NA,NA,NA,18.5,1,34.3,8.7,33,41.7,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,30.985915492957744
FRESH,San_acu,6,78,9,1.27,1.27,0.628,0.234,5.9,5.9,0.75,15.75,0.31,0.84,168.1,9.39,NA,NA,NA,18.5,0,NA,NA,NA,NA,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,25.213675213675213
FRESH,San_acu,7,65,8,1.13,1.13,0.473,0.176,4.6,4.6,0.52,17.7,0.34,0.91,168.1,9.73,NA,NA,NA,18.5,1,44.9,3.4,37.7,41.1,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,26.136363636363637
FRESH,San_acu,8,88,8,1.2,1.2,0.659,0.246,6.1,6.1,0.73,16.67,0.34,0.9,168.1,9.26,NA,NA,NA,18.5,1,50.8,2.9,42.6,45.5,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,24.796747967479675
FRESH,San_acu,9,75,7,1.21,1.21,0.482,0.18,4.4,4.4,0.53,16.53,0.34,0.91,168.1,9.13,NA,NA,NA,18.5,1,38.3,9.3,40.8,50.1,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,24.444444444444446
FRESH,San_acu,10,77,11,1.37,1.37,0.799,0.298,6.9,6.9,0.95,14.6,0.32,0.85,168.1,8.64,NA,NA,NA,18.5,1,51.2,5.9,22.7,28.6,Santalum,acuminatum,Santalaceae,low,low,Santalum acuminatum,low rainfall low soil P,Round Hill mallee,NA,NA,23.154362416107386
FRESH,Syn_glo,1,97,40,0.55,0.55,0.95,0.522,34.6,34.6,1.9,36.36,0.27,0.5,81.9,36.42,NA,NA,NA,8.81,1,6.4,9.7,37.5,47.2,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,66.28352490421456
FRESH,Syn_glo,2,92,42,0.43,0.43,0.911,0.501,30.4,30.4,1.31,46.51,0.38,0.7,81.9,33.37,NA,NA,NA,8.81,1,8.2,13.3,19.3,32.6,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,60.678642714570856
FRESH,Syn_glo,3,93,34,0.49,0.49,0.79,0.434,27.6,27.6,1.35,40.82,0.32,0.58,81.9,34.94,NA,NA,NA,8.81,1,9.3,8.4,29,37.4,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,63.594470046082954
FRESH,Syn_glo,4,104,32,0.45,0.45,1.212,0.666,43,43,1.94,44.44,0.34,0.63,81.9,35.48,NA,NA,NA,8.81,1,6.4,10.1,27.7,37.8,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,64.56456456456456
FRESH,Syn_glo,5,90,37,0.37,0.37,0.924,0.508,34.2,34.2,1.27,54.05,0.4,0.73,81.9,37.01,NA,NA,NA,8.81,1,7.2,14.7,26.1,40.8,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,67.32283464566929
FRESH,Syn_glo,6,107,30,0.5,0.5,1.293,0.711,40.6,40.6,2.03,40,0.35,0.64,81.9,31.4,NA,NA,NA,8.81,1,8.2,10.7,39.9,50.6,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,57.10267229254571
FRESH,Syn_glo,7,85,40,0.38,0.38,0.724,0.398,25.3,25.3,0.96,52.63,0.41,0.75,81.9,34.94,NA,NA,NA,8.81,1,7,9.9,41.6,51.5,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,63.5678391959799
FRESH,Syn_glo,8,108,40,0.5,0.5,1.087,0.598,37.4,37.4,1.87,40,0.32,0.58,81.9,34.41,NA,NA,NA,8.81,1,7.6,8.1,40.7,48.8,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,62.54180602006689
FRESH,Syn_glo,9,89,29,0.56,0.56,1.06,0.583,29.4,29.4,1.65,35.71,0.35,0.64,81.9,27.74,NA,NA,NA,8.81,1,9.9,11.7,46.6,58.3,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,50.42881646655232
FRESH,Syn_glo,10,72,36,0.48,0.48,0.853,0.469,24.4,24.4,1.17,41.67,0.4,0.73,81.9,28.6,NA,NA,NA,8.81,1,11.6,12,27.3,39.3,Synoum,glandulosum,Meliaceae,high,high,Synoum glandulosum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,52.02558635394456
FRESH,Syn_gla,1,120,48,0.41,0.41,0.983,0.297,32.5,32.5,1.33,48.78,0.22,0.74,230.7,33.06,NA,NA,NA,10.78,1,20.4,4.9,26.5,31.4,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,109.42760942760944
FRESH,Syn_gla,2,115,44,0.37,0.37,0.862,0.261,30.4,30.4,1.12,54.05,0.23,0.77,230.7,35.27,NA,NA,NA,10.78,1,11,2.6,24.7,27.3,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,116.4750957854406
FRESH,Syn_gla,3,111,42,0.4,0.4,0.69,0.209,24.2,24.2,0.97,50,0.22,0.71,230.7,35.07,NA,NA,NA,10.78,1,15.2,2.5,21.2,23.7,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,115.78947368421053
FRESH,Syn_gla,4,120,56,0.28,0.28,0.594,0.18,25.3,25.3,0.71,71.43,0.25,0.84,230.7,42.59,NA,NA,NA,10.78,1,13.5,2,15.7,17.7,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,140.55555555555557
FRESH,Syn_gla,5,108,51,0.36,0.36,0.719,0.217,25.8,25.8,0.93,55.56,0.23,0.77,230.7,35.88,NA,NA,NA,10.78,1,11.3,3.2,21.9,25.1,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,118.89400921658986
FRESH,Syn_gla,6,87,53,0.37,0.37,0.518,0.157,17.6,17.6,0.65,54.05,0.24,0.8,230.7,33.98,NA,NA,NA,10.78,1,14.8,2.9,17.1,20,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,112.10191082802548
FRESH,Syn_gla,7,112,43,0.35,0.35,0.803,0.243,28.9,28.9,1.01,57.14,0.24,0.79,230.7,35.99,NA,NA,NA,10.78,1,19.9,1.4,19,20.4,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,118.93004115226337
FRESH,Syn_gla,8,131,50,0.4,0.4,1.044,0.316,35,35,1.4,50,0.23,0.75,230.7,33.52,NA,NA,NA,10.78,1,11.8,11.2,15.5,26.7,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,110.75949367088607
FRESH,Syn_gla,9,93,50,0.42,0.42,0.552,0.167,16.8,16.8,0.71,47.62,0.24,0.78,230.7,30.43,NA,NA,NA,10.78,1,16,3.8,18.7,22.5,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,100.59880239520957
FRESH,Syn_gla,10,95,45,0.33,0.33,0.577,0.174,22.8,22.8,0.75,60.61,0.23,0.77,230.7,39.51,NA,NA,NA,10.78,1,12.1,1.8,16.1,17.9,Syncarpia,glomulifera,Myrtaceae,high,high,Syncarpia glomulifera,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,131.0344827586207
FRESH,Tri_sca,1,89,NA,0.71,0.56,0.036,0.02,0.6,0.9,0.02,86.72,0.92,1.66,79.1,26.18,NA,NA,NA,1.9,1,7.2,3.3,1.5,4.8,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,45
FRESH,Tri_sca,2,104,NA,0.78,0.61,0.05,0.028,0.8,1.3,0.03,81.99,0.91,1.63,79.1,25.13,NA,NA,NA,1.9,1,12.5,0.4,5,5.4,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,46.42857142857143
FRESH,Tri_sca,3,132,NA,0.75,0.59,0.06,0.034,1,1.6,0.04,87.33,0.93,1.67,79.1,26.18,NA,NA,NA,1.9,1,11.1,1.7,2.3,4,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,47.05882352941176
FRESH,Tri_sca,4,130,NA,0.89,0.7,0.073,0.041,1.3,2,0.05,81.87,0.82,1.46,79.1,27.97,NA,NA,NA,1.9,1,8.4,3.7,2.8,6.5,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,48.78048780487805
FRESH,Tri_sca,5,112,NA,0.89,0.7,0.073,0.041,1.1,1.7,0.04,80.4,0.95,1.7,79.1,23.67,NA,NA,NA,1.9,1,13.4,3.6,3.3,6.9,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,41.46341463414634
FRESH,Tri_sca,6,117,NA,0.71,0.56,0.051,0.028,0.8,1.3,0.03,87.96,1,1.78,79.1,24.64,NA,NA,NA,1.9,1,14.2,0.6,3,3.6,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,46.42857142857143
FRESH,Tri_sca,7,100,NA,0.86,0.68,0.061,0.034,0.9,1.4,0.04,78.91,0.95,1.7,79.1,23.18,NA,NA,NA,1.9,1,12.5,2.1,3.3,5.4,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,41.17647058823529
FRESH,Tri_sca,8,97,NA,0.66,0.52,0.032,0.018,0.6,0.9,0.02,92.08,0.87,1.56,79.1,29.45,NA,NA,NA,1.9,1,9.4,1.9,1.2,3.1,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,50.00000000000001
FRESH,Tri_sca,9,91,NA,0.75,0.59,0.042,0.023,0.7,1.1,0.02,88.68,0.95,1.69,79.1,26.18,NA,NA,NA,1.9,1,8.3,3.2,2.5,5.7,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,47.82608695652174
FRESH,Tri_sca,10,94,NA,0.67,0.53,0.035,0.02,0.7,1.1,0.02,107.57,0.96,1.71,79.1,31.42,NA,NA,NA,1.9,1,9.2,1.3,2.2,3.5,Triodia,scariosa,Poaceae,low,low,Triodia scariosa,low rainfall low soil P,Round Hill mallee,NA,NA,55
FRESH,Control1,1,NA,NA,0.18,0.18,0.337,0.327,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2.4,4.7,9.8,14.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,117.73700305810397
FRESH,Control1,2,NA,NA,0.19,0.19,0.321,0.312,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.9,4.1,8.4,12.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,123.3974358974359
FRESH,Control1,3,NA,NA,0.19,0.19,0.349,0.339,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.7,5.6,7.1,12.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,113.5693215339233
FRESH,Control1,4,NA,NA,0.18,0.18,0.328,0.318,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.9,4.5,8.1,12.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,121.06918238993711
FRESH,Control1,5,NA,NA,0.18,0.18,0.337,0.327,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,117.73700305810397
FRESH,Control1,6,NA,NA,0.2,0.2,0.332,0.322,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.5,4.8,12.9,17.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,119.56521739130434
FRESH,Control1,7,NA,NA,0.19,0.19,0.362,0.351,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.5,6.1,14.1,20.2,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,109.6866096866097
FRESH,Control1,8,NA,NA,0.18,0.18,0.327,0.317,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.3,4.4,9.8,14.2,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,121.45110410094637
FRESH,Control1,9,NA,NA,0.18,0.18,0.341,0.331,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.2,4.7,10.1,14.8,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,116.31419939577039
FRESH,Control1,10,NA,NA,0.18,0.18,0.337,0.327,38.5,38.5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1.3,5.2,9.2,14.4,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,117.73700305810397
FRESH,Control2,1,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,2.3,5.5,18.8,24.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,2,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.9,7.4,9.1,16.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,3,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.8,7,12,19,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,4,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.8,5.9,14.1,20,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,5,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.9,4.8,13.3,18.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,6,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.8,5.2,14.3,19.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,7,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.9,6.4,9.7,16.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,8,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,2,5.2,13.2,18.4,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,9,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,2.1,5.6,13.9,19.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control2,10,NA,NA,NA,NA,NA,NA,38.5,38.5,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,1,1.8,6.1,12.4,18.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
FRESH,Control3,1,NA,NA,0.19,0.19,0.333,0.32,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,2.4,4.1,7.4,11.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,120.3125
FRESH,Control3,2,NA,NA,0.18,0.18,0.339,0.326,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.5,4.9,7.6,12.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,118.09815950920245
FRESH,Control3,3,NA,NA,0.2,0.2,0.351,0.337,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.9,4.3,8.8,13.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,114.24332344213649
FRESH,Control3,4,NA,NA,0.19,0.19,0.336,0.323,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.4,4.6,9.8,14.4,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,119.19504643962848
FRESH,Control3,5,NA,NA,0.18,0.18,0.34,0.327,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.4,8.9,6.7,15.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,117.73700305810397
FRESH,Control3,6,NA,NA,0.19,0.19,0.334,0.321,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.5,4.5,8.3,12.8,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,119.93769470404985
FRESH,Control3,7,NA,NA,0.19,0.19,0.354,0.34,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.3,4.1,8.3,12.4,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,113.23529411764704
FRESH,Control3,8,NA,NA,0.18,0.18,0.333,0.32,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.2,4.6,5.9,10.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,120.3125
FRESH,Control3,9,NA,NA,0.19,0.19,0.331,0.318,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.4,4.9,7.8,12.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,121.06918238993711
FRESH,Control3,10,NA,NA,0.18,0.18,0.336,0.323,38.5,38.5,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,1,1.1,4.6,7.7,12.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,119.19504643962848
FRESH,Control4,1,NA,NA,0.21,0.21,0.311,0.3,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.3,4.4,5.2,9.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,128.33333333333334
FRESH,Control4,2,NA,NA,0.22,0.22,0.32,0.309,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.2,4.5,6.8,11.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,124.59546925566343
FRESH,Control4,3,NA,NA,0.21,0.21,0.327,0.316,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.3,5.6,4.9,10.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,121.83544303797468
FRESH,Control4,4,NA,NA,0.2,0.2,0.311,0.3,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.7,4.8,5,9.8,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,128.33333333333334
FRESH,Control4,5,NA,NA,0.2,0.2,0.313,0.302,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.1,4.6,3.5,8.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,127.48344370860927
FRESH,Control4,6,NA,NA,0.22,0.22,0.327,0.316,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.2,4.9,3.6,8.5,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,121.83544303797468
FRESH,Control4,7,NA,NA,0.21,0.21,0.313,0.302,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.4,4.4,3.2,7.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,127.48344370860927
FRESH,Control4,8,NA,NA,0.2,0.2,0.315,0.304,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.3,3.7,7.4,11.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,126.64473684210526
FRESH,Control4,9,NA,NA,0.21,0.21,0.33,0.319,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.4,4.2,6.5,10.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,120.6896551724138
FRESH,Control4,10,NA,NA,0.2,0.2,0.323,0.312,38.5,38.5,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,1,1.2,4.1,5.2,9.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,123.3974358974359
FRESH,Xyl_pyr,1,125,40,0.41,0.41,1.088,0.583,31.2,31.2,1.28,48.78,0.46,0.85,86.5,28.68,NA,NA,NA,15.72,1,8.4,6.8,45.2,52,Xylomelum,pyriforme,Proteaceae,high,high,Xylomelum pyriforme,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,53.516295025728994
FRESH,Xyl_pyr,2,128,47,0.37,0.37,1.222,0.655,38.2,38.2,1.41,54.05,0.46,0.86,86.5,31.26,NA,NA,NA,15.72,1,9.5,6.4,41.7,48.1,Xylomelum,pyriforme,Proteaceae,high,high,Xylomelum pyriforme,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,58.3206106870229
FRESH,Xyl_pyr,3,102,36,0.37,0.37,0.802,0.43,26.4,26.4,0.98,54.05,0.44,0.82,86.5,32.92,NA,NA,NA,15.72,1,8,6.2,33.3,39.5,Xylomelum,pyriforme,Proteaceae,high,high,Xylomelum pyriforme,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,61.3953488372093
FRESH,Xyl_pyr,4,113,37,0.38,0.38,0.979,0.525,28,28,1.06,52.63,0.49,0.92,86.5,28.6,NA,NA,NA,15.72,1,10.9,6.9,40.9,47.8,Xylomelum,pyriforme,Proteaceae,high,high,Xylomelum pyriforme,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,53.33333333333333
