Date,Time,ID,Growth.Form,Spec.Code.old,Species,Individual,Tree,Leaf,LeafCode,Fresh Weight,Dry Weight,LDMC,AreaTotal,SLA,LMA,Petiole Width,Petiole Height,Lam1,Lam2,Lam3,Lamina
8/05/2014,13:05:42,13,L,UNK C,TET STIG,2,TET STIG_2,2,TET STIG_2_2,1.89,0.451,0.239,62.18,137.8713969,72.53136057,2.78,2.63,0.34,0.32,0.34,0.33
8/05/2014,13:06:50,14,L,UNK C,TET STIG,2,TET STIG_2,3,TET STIG_2_3,1.85,0.4245,0.229,60.01,141.3663133,70.7382103,2.72,2.68,0.33,0.33,0.34,0.33
8/05/2014,13:14:03,15,T,CAS,CAS,3,CAS_3,1,CAS_3_1,1.05,0.437,0.416,47.08,107.7345538,92.82073067,2.43,2.14,0.23,0.22,0.22,0.22
8/05/2014,13:14:31,16,T,CAS,CAS,3,CAS_3,2,CAS_3_2,0.82,0.3252,0.397,38.2,117.4661747,85.13089005,2.19,1.99,0.22,0.23,0.22,0.22
8/05/2014,13:14:45,17,T,CAS,CAS,3,CAS_3,3,CAS_3_3,0.73,0.2888,0.396,32.54,112.6731302,88.75230486,1.99,1.9,0.24,0.23,0.22,0.23
8/05/2014,13:15:30,19,T,ALS,ALS,2,ALS_2,1,ALS_2_1,1.76,0.512,0.291,47.69,93.14453125,107.3600336,2.04,2.38,0.34,0.34,0.32,0.33
8/05/2014,13:16:36,21,T,ALS,ALS,2,ALS_2,2,ALS_2_2,1.56,0.4302,0.276,45.29,105.2766155,94.98785604,2.57,2.01,0.36,0.35,0.33,0.35
8/05/2014,13:17:19,22,T,ALS,ALS,2,ALS_2,3,ALS_2_3,1,0.2806,0.281,31.12,110.9052031,90.16709512,2.29,1.7,0.32,0.31,0.3,0.31
8/05/2014,13:24:45,28,L,TET,TET,2,TET_2,1,TET_2_1,0.66,0.2662,0.403,26.42,99.2486852,100.7570023,1.6,1.97,0.34,0.34,0.33,0.34
8/05/2014,13:28:15,29,L,TET,TET,2,TET_2,2,TET_2_2,0.65,0.2382,0.366,27.32,114.6935348,87.18887262,1.3,1.71,0.31,0.31,0.33,0.32
8/05/2014,13:28:50,30,L,TET,TET,2,TET_2,3,TET_2_3,0.78,0.3024,0.388,30,99.20634921,100.8,1.37,1.78,0.33,0.33,0.32,0.33
8/05/2014,13:35:57,31,T,END,END,2,END_2,1,END_2_1,1.03,0.4036,0.392,33.27,82.43310208,121.3104899,2.02,2.2,0.33,0.31,0.31,0.32
8/05/2014,13:36:21,32,T,END,END,2,END_2,2,END_2_2,1.2,0.4511,0.376,39.71,88.0292618,113.5985898,2.04,1.86,0.31,0.31,0.31,0.31
8/05/2014,13:36:46,33,T,END,END,2,END_2,3,END_2_3,0.92,0.3304,0.359,31.75,96.09564165,104.0629921,1.95,1.63,0.26,0.28,0.27,0.27
8/05/2014,13:42:35,34,L,ENT,ENT,4,ENT_4,1,ENT_4_1,0.73,0.1909,0.262,30.28,158.617077,63.04491413,2.18,2.07,0.27,0.28,0.28,0.28
8/05/2014,13:49:51,35,L,ENT,ENT,4,ENT_4,2,ENT_4_2,0.7,0.1716,0.245,30.63,178.4965035,56.02350637,NA,NA,0.25,0.27,0.27,0.26
8/05/2014,13:50:38,36,L,ENT,ENT,4,ENT_4,3,ENT_4_3,0.9,0.2413,0.268,35.08,145.379196,68.78563284,2.15,2.04,0.31,0.32,0.27,0.3
8/05/2014,13:58:20,37,L,ENT,ENT,5,ENT_5,1,ENT_5_1,1.02,0.2928,0.287,35.79,122.2336066,81.81056161,2.18,2.16,0.31,0.32,0.32,0.32
8/05/2014,13:59:11,39,L,ENT,ENT,5,ENT_5,2,ENT_5_2,1.07,0.3197,0.299,36.92,115.4832656,86.59263272,2.2,2.23,0.33,0.31,0.29,0.31
8/05/2014,14:00:25,42,L,ENT,ENT,5,ENT_5,3,ENT_5_3,1.05,0.3108,0.296,36.78,118.3397683,84.50244698,2.26,2.29,0.31,0.28,0.29,0.29
8/05/2014,14:05:42,43,T,CAS,CAS,4,CAS_4,1,CAS_4_1,1.32,0.5738,0.435,50.77,88.48030673,113.0194997,2.41,2.19,0.25,0.23,0.23,0.24
8/05/2014,14:06:36,44,T,CAS,CAS,4,CAS_4,2,CAS_4_2,1.07,0.4208,0.393,42.14,100.1425856,99.85761747,2.21,2.13,0.26,0.25,0.25,0.25
8/05/2014,14:07:25,45,T,CAS,CAS,4,CAS_4,3,CAS_4_3,1.1,0.4682,0.426,44.16,94.31866724,106.0235507,2.15,2.15,0.23,0.25,0.24,0.24
8/05/2014,14:10:48,46,T,NOR,NOR,2,NOR_2,1,NOR_2_1,2.83,1.2465,0.44,90.33,72.46690734,137.9940219,NA,NA,0.25,0.25,0.24,0.25
8/05/2014,14:14:26,48,T,NOR,NOR,2,NOR_2,2,NOR_2_2,1.88,0.8158,0.434,60.32,73.9396911,135.2453581,NA,NA,0.25,0.28,0.26,0.26
8/05/2014,14:16:15,49,T,NOR,NOR,2,NOR_2,3,NOR_2_3,2.47,1.1079,0.449,82.39,74.3659175,134.4702027,NA,NA,0.25,0.26,0.24,0.25
8/05/2014,14:18:36,50,L,CAL,CAL,5,CAL_5,1,CAL_5_1,2.18,0.9699,0.445,103.17,106.3717909,94.00988659,NA,NA,0.17,0.19,0.19,0.18
8/05/2014,14:21:28,51,L,CAL,CAL,5,CAL_5,2,CAL_5_2,1.7,0.7423,0.437,93.31,125.7038933,79.55203086,NA,NA,0.15,0.16,0.15,0.15
8/05/2014,14:22:59,52,L,CAL,CAL,5,CAL_5,3,CAL_5_3,2.11,0.9249,0.438,98.06,106.0222727,94.3198042,NA,NA,0.17,0.17,0.16,0.17
8/05/2014,14:29:06,53,L,MER,MER,3,MER_3,1,MER_3_1,6.38,1.6044,0.251,316.62,197.3448018,50.67273072,3.4,3.97,0.25,0.21,0.23,0.23
8/05/2014,14:34:18,55,L,MER,MER,3,MER_3,2,MER_3_2,6.97,1.7426,0.25,348.89,200.2123264,49.94697469,3.71,3.47,0.29,0.28,0.3,0.29
8/05/2014,14:38:17,57,L,MER,MER,3,MER_3,3,MER_3_3,7.61,2.3215,0.305,369.03,158.9618781,62.90816465,3.7,4.06,0.25,0.26,0.28,0.26
9/05/2014,10:36:17,1,L,MER,MER,4,MER_4,1,MER_4_1,10.69,2.9341,0.274,494.7,168.6036604,59.31069335,4.75,5.4,0.32,0.29,0.25,0.29
9/05/2014,10:44:13,6,L,MER,MER,4,MER_4,2,MER_4_2,16.6,4.7064,0.284,703.97,149.5771715,66.85512167,5.22,5.93,0.35,0.28,0.27,0.3
9/05/2014,10:53:05,15,L,MER,MER,4,MER_4,3,MER_4_3,17.18,4.7635,0.277,774.96,162.6870998,61.46768865,5.38,6.09,0.24,0.25,0.25,0.25
9/05/2014,10:54:11,17,T,NOR,NOR,3,NOR_3,1,NOR_3_1,4.12,1.7275,0.419,133.41,77.22720695,129.4880444,NA,NA,0.25,0.25,0.23,0.24
9/05/2014,10:57:06,19,T,NOR,NOR,3,NOR_3,2,NOR_3_2,2.84,1.164,0.41,94.15,80.88487973,123.6325013,NA,NA,0.25,0.22,0.23,0.23
9/05/2014,10:58:46,20,T,NOR,NOR,3,NOR_3,3,NOR_3_3,2.34,0.9757,0.417,82.55,84.60592395,118.1950333,NA,NA,0.27,0.21,0.25,0.24
9/05/2014,11:01:45,21,L,CAL,CAL,6,CAL_6,1,CAL_6_1,1.68,0.8472,0.504,97.49,115.0731822,86.90122064,NA,NA,0.11,0.14,0.12,0.12
9/05/2014,11:03:33,22,L,CAL,CAL,6,CAL_6,2,CAL_6_2,1.64,0.8104,0.494,97.53,120.3479763,83.09238183,NA,NA,0.15,0.15,0.15,0.15
9/05/2014,11:04:49,23,L,CAL,CAL,6,CAL_6,3,CAL_6_3,1.64,0.8011,0.488,95.56,119.2859818,83.83214734,NA,NA,0.16,0.14,0.15,0.15
9/05/2014,11:08:51,25,T,ROC,ROC,3,ROC_3,1,ROC_3_1,1.52,0.6645,0.437,71.33,107.3438676,93.15855881,1.8,1.88,0.19,0.21,0.19,0.2
9/05/2014,11:11:19,28,T,ROC,ROC,3,ROC_3,2,ROC_3_2,1.25,0.5671,0.454,52.83,93.15817316,107.3443119,1.82,1.82,0.21,0.21,0.2,0.21
9/05/2014,11:13:20,30,T,ROC,ROC,3,ROC_3,3,ROC_3_3,1.46,0.6646,0.455,61.18,92.05537165,108.6302713,1.88,1.86,0.2,0.21,0.22,0.21
9/05/2014,11:16:46,32,L,UNK C,TET STIG,2,TET STIG_3,2,TET STIG_3_2,1.6,0.4345,0.272,58.75,135.2128884,73.95744681,2.91,2.61,0.28,0.3,0.29,0.29
9/05/2014,11:19:02,35,L,UNK C,TET STIG,2,TET STIG_3,1,TET STIG_3_1,1.62,0.4342,0.268,53.93,124.2054353,80.51177452,2.84,2.88,0.29,0.26,0.27,0.27
9/05/2014,11:20:44,36,L,UNK C,TET STIG,2,TET STIG_3,3,TET STIG_3_3,1.54,0.4073,0.264,59.91,147.0905966,67.9853113,2.07,2.32,0.26,0.27,0.24,0.26
9/05/2014,11:23:49,38,L,UNK C,TET STIG,3,TET STIG_4,1,TET STIG_4_1,2.3,0.6309,0.274,68.7,108.892059,91.83406114,3.18,2.92,0.37,0.35,0.34,0.35
9/05/2014,11:25:54,40,L,UNK C,TET STIG,3,TET STIG_4,2,TET STIG_4_2,2.26,0.6278,0.278,68.79,109.5731125,91.26326501,3.05,2.91,0.37,0.33,0.34,0.35
9/05/2014,11:28:42,48,L,UNK C,TET STIG,3,TET STIG_4,3,TET STIG_4_3,1.85,0.4964,0.268,55.2,111.2006446,89.92753623,3.28,2.98,0.35,0.34,0.35,0.35
9/05/2014,11:32:53,52,T,CLE,CLE,3,CLE_3,1,CLE_3_1,0.97,0.4346,0.448,50.32,115.7846295,86.3672496,2.3,2.51,0.19,0.18,0.19,0.19
9/05/2014,11:34:53,54,T,CLE,CLE,3,CLE_3,2,CLE_3_2,1.09,0.5407,0.496,56.56,104.6051415,95.59759547,2.2,2.68,0.19,0.2,0.19,0.19
9/05/2014,11:37:08,57,T,CLE,CLE,3,CLE_3,3,CLE_3_3,1.14,0.5739,0.503,62.6,109.0782366,91.67731629,2.36,2.71,0.19,0.18,0.17,0.18
9/05/2014,11:41:51,62,L,UNK C,TET STIG,4,TET STIG_5,1,TET STIG_5_1,2.27,0.7072,0.312,75.89,107.3105204,93.18750824,2.75,2.92,0.3,0.29,0.31,0.3
9/05/2014,11:44:44,63,L,UNK C,TET STIG,4,TET STIG_5,2,TET STIG_5_2,1.59,0.4774,0.3,53.64,112.3586091,89.00074571,2.62,2.66,0.32,0.29,0.31,0.31
9/05/2014,11:48:05,67,L,UNK C,TET STIG,4,TET STIG_5,3,TET STIG_5_3,1.29,0.4015,0.311,43.29,107.8206725,92.74659275,2.25,2.3,0.31,0.3,0.31,0.31
9/05/2014,11:58:01,69,T,END,END,3,END_3,1,END_3_1,1.19,0.4831,0.406,40.31,83.44028152,119.846192,2.32,2.23,0.27,0.29,0.3,0.29
9/05/2014,12:01:31,73,T,END,END,3,END_3,2,END_3_2,1.24,0.5043,0.407,38.02,75.39163197,132.6407154,2.21,2.02,0.28,0.28,0.27,0.28
9/05/2014,12:01:59,75,T,END,END,3,END_3,3,END_3_3,1.09,0.4527,0.415,37.91,83.74199249,119.4144025,2.12,2.09,0.28,0.26,0.28,0.27
9/05/2014,12:06:18,84,L,TET,TET,3,TET_3,1,TET_3_1,0.62,0.2299,0.371,32.8,142.6707264,70.09146341,1.15,1.37,0.29,0.29,0.27,0.28
9/05/2014,12:07:48,85,L,TET,TET,3,TET_3,2,TET_3_2,0.71,0.2871,0.404,35.06,122.117729,81.88819167,1.17,1.42,0.29,0.28,0.26,0.28
9/05/2014,12:09:27,86,L,TET,TET,3,TET_3,3,TET_3_3,0.77,0.3124,0.406,38.71,123.9116517,80.70266081,1.18,1.43,0.28,0.28,0.28,0.28
9/05/2014,12:12:05,87,T,MYR,MYR,3,MYR_3,1,MYR_3_1,1.65,0.784,0.475,56.77,72.41071429,138.1011097,2.47,2.5,0.29,0.28,0.29,0.29
9/05/2014,12:13:55,88,T,MYR,MYR,3,MYR_3,2,MYR_3_2,1.68,0.7648,0.455,51.25,67.01098326,149.2292683,2.5,2.57,0.29,0.3,0.3,0.3
9/05/2014,12:15:38,89,T,MYR,MYR,3,MYR_3,3,MYR_3_3,1.43,0.6468,0.452,45.36,70.12987013,142.5925926,2.43,2.58,0.29,0.28,0.28,0.28
9/05/2014,12:26:08,90,L,TET,TET,4,TET_4,1,TET_4_1,0.6,0.2482,0.414,27.02,108.8638195,91.85788305,1.27,1.33,0.3,0.32,0.26,0.29
9/05/2014,12:26:40,91,L,TET,TET,4,TET_4,2,TET_4_2,0.48,0.1956,0.408,25.25,129.0899796,77.46534653,1.04,1.27,0.31,0.26,0.28,0.28
9/05/2014,12:28:03,93,L,TET,TET,4,TET_4,3,TET_4_3,0.61,0.2916,0.478,24.97,85.63100137,116.7801362,1.12,1.37,0.31,0.3,0.27,0.29
9/05/2014,12:28:37,94,T,ALS,ALS,3,ALS_3,1,ALS_3_1,1.28,0.4754,0.371,40.21,84.58140513,118.2292962,2.88,1.81,0.31,0.32,0.32,0.32
9/05/2014,12:29:22,95,T,ALS,ALS,3,ALS_3,2,ALS_3_2,1.62,0.6348,0.392,46.45,73.1726528,136.6630786,2.63,2.02,0.34,0.36,0.35,0.35
9/05/2014,12:30:05,96,T,ALS,ALS,3,ALS_3,3,ALS_3_3,1.12,0.421,0.376,35.66,84.70308789,118.0594504,2.44,1.61,0.3,0.3,0.29,0.3
22/05/2014,,2,T,END,END,4,END_4,1,END_4_1,1.23,0.5038,0.41,41.34,82.05637158,121.8674407,2.42,2.38,0.27,0.26,0.26,0.26
22/05/2014,,3,T,END,END,4,END_4,2,END_4_2,1.2,0.4529,0.377,41.94,92.60322367,107.9876013,2.53,2.29,0.26,0.25,0.25,0.25
22/05/2014,,4,T,END,END,4,END_4,3,END_4_3,1.55,0.5859,0.378,55,93.87267452,106.5272727,2.66,2.5,0.27,0.26,0.25,0.26
22/05/2014,,5,T,ALS,ALS,4,ALS_4,1,ALS_4_1,1.49,0.4376,0.294,42.88,97.98903108,102.0522388,3.06,2.02,0.32,0.27,0.31,0.3
22/05/2014,,7,T,ALS,ALS,4,ALS_4,2,ALS_4_2,1.21,0.3257,0.269,36.42,111.8206939,89.42888523,3.04,1.76,0.3,0.32,0.32,0.31
22/05/2014,,9,T,ALS,ALS,4,ALS_4,3,ALS_4_3,1.29,0.3635,0.282,38.36,105.5295736,94.76016684,2.9,1.7,0.32,0.33,0.3,0.32
22/05/2014,,8,T,END,END,5,END_5,1,END_5_1,1.08,0.4052,0.375,38.59,95.23692004,105.0012957,2.43,2.26,0.25,0.24,0.24,0.24
22/05/2014,,11,T,END,END,5,END_5,2,END_5_2,1.16,0.4643,0.4,39.09,84.19125565,118.7771809,2.44,2.33,0.27,0.26,0.26,0.26
22/05/2014,,12,T,END,END,5,END_5,3,END_5_3,0.96,0.3775,0.393,33.22,88,113.6363636,2.31,2.06,0.25,0.24,0.24,0.24
22/05/2014,,13,L,TET,TET,5,TET_5,1,TET_5_1,1.08,0.4222,0.391,37.1,87.87304595,113.8005391,1.24,1.55,0.25,0.27,0.25,0.26
22/05/2014,,14,L,TET,TET,5,TET_5,2,TET_5_2,1,0.3858,0.386,33.12,85.84758942,116.4855072,1.31,1.46,0.26,0.26,0.28,0.27
22/05/2014,,16,L,TET,TET,5,TET_5,3,TET_5_3,0.95,0.3704,0.39,33.12,89.41684665,111.8357488,1.29,1.34,0.25,0.27,0.25,0.26
22/05/2014,,18,L,ENT,ENT,6,ENT_6,1,ENT_6_1,0.87,0.2351,0.27,28.16,119.7788175,83.48721591,2.03,1.99,0.27,0.32,0.34,0.31
