Date,Time,ID,Growth.Form,Spec.Code.old,Species,Individual,Tree,Leaf,LeafCode,Fresh Weight,Dry Weight,LDMC,AreaTotal,SLA,LMA,Petiole Width,Petiole Height,Lam1,Lam2,Lam3,Lamina
19/06/2014,11:23:49,15,T,AGY,AGY,1,AGY_1,2,AGY_1_2,1.94,1.0447,0.539,54.16,51.84263425,192.8914328,1.87,2.13,0.32,0.31,0.3,0.31
19/06/2014,11:24:52,16,T,AGY,AGY,1,AGY_1,3,AGY_1_3,1.09,0.6062,0.556,34.37,56.69745958,176.3747454,1.55,1.58,0.28,0.28,0.28,0.28
19/06/2014,11:26:29,17,L,TET STIG,TET STIG,7,TET STIG_7,1,TET STIG_7_1,1.77,0.5198,0.294,52.09,100.2116199,99.78882703,2.52,2.41,0.33,0.33,0.31,0.32
19/06/2014,11:27:49,18,L,TET STIG,TET STIG,7,TET STIG_7,2,TET STIG_7_2,1.9,0.5984,0.315,56.08,93.71657754,106.7047076,2.51,2.47,0.32,0.33,0.32,0.32
19/06/2014,11:30:30,22,T,SYZ,SYZ_S,1,SYZ_1,1,SYZ_1_1,1.66,0.6987,0.421,56.18,80.40646916,124.3681025,2.67,2.2,0.26,0.28,0.26,0.27
19/06/2014,11:32:38,24,T,SYZ,SYZ_S,1,SYZ_1,2,SYZ_1_2,1.84,0.7851,0.427,55.12,70.20761686,142.434688,2.46,2.24,0.28,0.29,0.29,0.29
19/06/2014,11:34:04,26,T,SYZ,SYZ_S,1,SYZ_1,3,SYZ_1_3,1.71,0.587,0.343,51.02,86.9165247,115.0529204,2.69,2.26,0.3,0.32,0.3,0.31
19/06/2014,11:35:32,27,T,CAR,CAR,1,CAR_1,1,CAR_1_1,1.46,0.6719,0.46,45.83,68.20955499,146.607026,1.77,1.69,0.25,0.3,0.26,0.27
19/06/2014,11:36:39,28,T,CAR,CAR,1,CAR_1,2,CAR_1_2,1.84,0.8255,0.449,51.38,62.24106602,160.6656286,1.88,1.73,0.31,0.29,0.3,0.3
19/06/2014,11:38:23,30,T,CAR,CAR,1,CAR_1,3,CAR_1_3,1.12,0.5283,0.472,34.33,64.98201779,153.8887271,1.66,1.39,0.225,0.27,0.26,0.25
19/06/2014,11:40:36,33,L,UNK G,ICH,1,ICH_1,1,ICH_1_1,0.8,0.2796,0.35,26.95,96.38769671,103.7476809,1.8,1.69,0.24,0.24,0.23,0.24
19/06/2014,11:42:06,35,L,UNK G,ICH,1,ICH_1,2,ICH_1_2,0.87,0.3113,0.358,31.75,101.9916479,98.04724409,1.84,1.62,0.23,0.23,0.24,0.23
19/06/2014,11:43:03,36,L,UNK G,ICH,1,ICH_1,3,ICH_1_3,0.75,0.2706,0.361,32.05,118.4405026,84.43057722,1.66,1.54,0.21,0.21,0.22,0.21
20/06/2014,11:27:53,1,T,SYZ,SYZ_S,2,SYZ_2,1,SYZ_2_1,0.95,0.3409,0.359,34.35,100.762687,99.24308588,1.62,1.58,0.27,0.26,0.25,0.26
20/06/2014,11:29:43,2,T,SYZ,SYZ_S,2,SYZ_2,2,SYZ_2_2,1.08,0.4277,0.396,37.27,87.14051906,114.7571774,1.9,1.61,0.28,0.28,0.26,0.27
20/06/2014,11:31:37,3,T,SYZ,SYZ_S,2,SYZ_2,3,SYZ_2_3,1.67,0.6151,0.368,50.85,82.66948464,120.9636185,2.11,1.86,0.32,0.3,0.29,0.3
20/06/2014,11:33:49,4,T,AGY,AGY,2,AGY_2,1,AGY_2_1,0.8,0.4148,0.519,24.61,59.32979749,168.5493702,1.02,0.97,0.3,0.3,0.29,0.3
20/06/2014,11:35:03,5,T,AGY,AGY,2,AGY_2,2,AGY_2_2,0.92,0.4524,0.492,26.05,57.58178603,173.6660269,1.27,1.44,0.31,0.31,0.31,0.31
20/06/2014,11:36:19,6,T,AGY,AGY,2,AGY_2,3,AGY_2_3,0.7,0.3641,0.52,21.15,58.08843724,172.1513002,1.14,1.43,0.3,0.3,0.3,0.3
20/06/2014,11:38:50,7,T,CAR,CAR,2,CAR_2,1,CAR_2_1,1.74,0.7303,0.42,54.88,75.14719978,133.0721574,1.78,1.45,0.26,0.29,0.25,0.27
20/06/2014,11:40:24,8,T,CAR,CAR,2,CAR_2,2,CAR_2_2,1.97,0.8057,0.409,58.85,73.04207521,136.9073917,1.78,1.6,0.27,0.28,0.24,0.26
20/06/2014,11:41:44,9,T,CAR,CAR,2,CAR_2,3,CAR_2_3,1.67,0.6838,0.409,51.3,75.02193624,133.294347,1.58,1.4,0.25,0.25,0.25,0.25
20/06/2014,11:44:44,10,L,UNK G,ICH,2,ICH_2,1,ICH_2_1,1.34,0.4071,0.304,56.69,139.2532547,71.81160699,2,1.77,0.23,0.26,0.22,0.24
20/06/2014,11:46:10,11,L,UNK G,ICH,2,ICH_2,2,ICH_2_2,1.23,0.3656,0.297,56.77,155.2789934,64.40021138,2.06,1.76,0.22,0.21,0.19,0.21
20/06/2014,11:47:42,12,L,UNK G,ICH,2,ICH_2,3,ICH_2_3,1.14,0.358,0.314,53.81,150.3072626,66.53038469,1.9,1.78,0.21,0.2,0.21,0.21
20/06/2014,11:49:33,13,L,UNK G,ICH,3,ICH_3,1,ICH_3_1,0.77,0.268,0.348,33.32,124.3283582,80.43217287,1.59,1.42,0.23,0.22,0.23,0.23
20/06/2014,11:51:47,14,L,UNK G,ICH,3,ICH_3,2,ICH_3_2,0.84,0.2657,0.316,36.1,135.8675198,73.60110803,1.62,1.3,0.21,0.2,0.21,0.21
20/06/2014,11:53:47,16,L,UNK G,ICH,3,ICH_3,3,ICH_3_3,0.97,0.3414,0.352,43.8,128.2952548,77.94520548,1.82,1.81,0.23,0.23,0.22,0.23
20/06/2014,11:59:02,17,L,NEO?,NEO,2,NEO_3,1,NEO_3_1,2.35,0.7368,0.314,102.85,139.5901194,71.63830822,1.68,1.66,0.22,0.22,0.23,0.22
20/06/2014,12:00:31,18,L,NEO?,NEO,2,NEO_3,2,NEO_3_2,1.23,0.4009,0.326,57.35,143.0531305,69.90409765,1.91,2.02,0.21,0.23,0.24,0.23
20/06/2014,12:01:46,19,L,NEO?,NEO,2,NEO_3,3,NEO_3_3,1.82,0.5977,0.328,83.24,139.2671909,71.80442095,1.58,1.34,0.22,0.22,0.22,0.22
20/06/2014,12:07:05,20,L,NEO?,MUC,3,MUC_1,1,MUC_1_1,0.8,0.2334,0.292,39.98,171.293916,58.37918959,1.98,2,0.2,0.2,0.19,0.2
20/06/2014,12:07:27,21,L,NEO?,MUC,3,MUC_1,2,MUC_1_2,0.89,0.2794,0.314,45.73,163.6721546,61.09774765,1.87,1.99,0.19,0.19,0.19,0.19
20/06/2014,12:08:32,22,L,NEO?,MUC,3,MUC_1,3,MUC_1_3,0.87,0.2387,0.274,50.45,211.353163,47.31417245,1.93,1.8,0.18,0.17,0.16,0.17
20/06/2014,12:11:53,24,T,CAR,CAR,3,CAR_3,1,CAR_3_1,1.36,0.5292,0.389,47.87,90.45729403,110.5494046,1.56,1.44,0.25,0.23,0.23,0.24
20/06/2014,12:13:47,25,T,CAR,CAR,3,CAR_3,2,CAR_3_2,1.03,0.4173,0.405,41.14,98.58614905,101.4341274,1.43,1.28,0.23,0.25,0.22,0.23
20/06/2014,12:15:18,26,T,CAR,CAR,3,CAR_3,3,CAR_3_3,1.35,0.5556,0.412,49.98,89.95680346,111.1644658,1.53,1.27,0.23,0.22,0.23,0.23
20/06/2014,12:18:47,27,T,AGY,AGY,3,AGY_3,1,AGY_3_1,1.43,0.726,0.508,44.3,61.01928375,163.8826185,1.66,1.86,0.31,0.31,0.3,0.31
20/06/2014,12:21:57,30,T,AGY,AGY,3,AGY_3,2,AGY_3_2,1.3,0.6469,0.498,40.66,62.85360952,159.0998524,1.67,1.85,0.31,0.3,0.31,0.31
20/06/2014,12:23:01,33,T,AGY,AGY,3,AGY_3,3,AGY_3_3,1.63,0.8189,0.502,48.59,59.33569422,168.5326199,1.95,2.15,0.33,0.33,0.31,0.32
20/06/2014,12:25:27,34,T,SYZ,SYZ_S,3,SYZ_3,1,SYZ_3_1,0.99,0.3866,0.391,33.88,87.63579928,114.1086187,1.75,1.77,0.28,0.26,0.26,0.27
20/06/2014,12:27:07,35,T,SYZ,SYZ_S,3,SYZ_3,2,SYZ_3_2,1.23,0.5013,0.408,41.27,82.32595252,121.468379,1.73,1.63,0.27,0.28,0.28,0.28
20/06/2014,12:28:21,36,T,SYZ,SYZ_S,3,SYZ_3,3,SYZ_3_3,1.09,0.413,0.379,38.15,92.37288136,108.2568807,1.73,1.71,0.26,0.26,0.26,0.26
20/06/2014,12:30:33,37,T,ACM,SYZ_G,6,ACM_6,1,ACM_6_1,1.24,0.5741,0.463,41.86,72.91412646,137.147635,2.72,2.44,0.3,0.3,0.3,0.3
20/06/2014,12:31:57,38,T,ACM,SYZ_G,6,ACM_6,2,ACM_6_2,1.03,0.4898,0.476,36.97,75.47978767,132.4857993,2.38,2.25,0.29,0.29,0.3,0.29
20/06/2014,12:33:25,39,T,ACM,SYZ_G,6,ACM_6,3,ACM_6_3,1.09,0.5251,0.482,37.86,72.10055228,138.6951928,2.5,2.27,0.3,0.3,0.29,0.3
20/06/2014,12:36:47,41,L,NEO,NEO,4,NEO_4,1,NEO_4_1,2.01,0.8056,0.401,70.47,87.47517378,114.3181496,1.73,1.83,0.28,0.28,0.27,0.28
20/06/2014,12:40:29,42,L,NEO,NEO,5,NEO_5,1,NEO_5_1,1.56,0.5065,0.325,70.95,140.0789733,71.38830162,1.9,2.07,0.26,0.25,0.23,0.25
20/06/2014,12:41:43,44,L,NEO,NEO,5,NEO_5,2,NEO_5_2,1.63,0.6202,0.38,86.65,139.7129958,71.57530294,1.45,1.52,0.23,0.21,0.21,0.22
20/06/2014,12:43:16,45,L,NEO,NEO,5,NEO_5,3,NEO_5_3,1.93,0.5812,0.301,87.39,150.3613214,66.50646527,1.59,1.49,0.22,0.22,0.23,0.22
25/06/2014,9:16:46,1,T,SYZ,SYZ_S,4,SYZ_4,1,SYZ_4_1,1.3,0.5346,0.411,48.1,89.9738122,111.1434511,1.65,1.4,0.26,0.25,0.25,0.25
25/06/2014,9:18:05,2,T,SYZ,SYZ_S,4,SYZ_4,2,SYZ_4_2,1.13,0.4861,0.43,37.38,76.89775766,130.0428036,1.83,1.78,0.29,0.27,0.28,0.28
25/06/2014,9:19:20,4,T,SYZ,SYZ_S,4,SYZ_4,3,SYZ_4_3,1.37,0.5889,0.43,53.3,90.50772627,110.4878049,1.8,1.65,0.23,0.24,0.24,0.24
25/06/2014,9:20:42,5,L,ICH,ICH,4,ICH_4,1,ICH_4_1,0.62,0.2348,0.379,27.28,116.1839864,86.07038123,1.01,1.07,0.21,0.21,0.19,0.2
25/06/2014,9:21:39,7,L,ICH,ICH,4,ICH_4,2,ICH_4_2,0.78,0.2747,0.352,34.48,125.5187477,79.66937355,1.45,1.45,0.21,0.21,0.21,0.21
25/06/2014,9:22:46,8,L,ICH,ICH,4,ICH_4,3,ICH_4_3,0.81,0.2855,0.352,34.76,121.7513135,82.13463751,1.78,1.48,0.21,0.22,0.2,0.21
25/06/2014,9:24:02,10,L,UNK L,UNK L,1,UNK L_1,1,UNK L_1_1,0.95,0.3622,0.381,33.12,91.44119271,109.3599034,1.76,1.67,0.27,0.27,0.27,0.27
25/06/2014,9:24:56,11,L,UNK L,UNK L,1,UNK L_1,2,UNK L_1_2,0.89,0.3514,0.395,29.82,84.86055777,117.8403756,1.56,1.53,0.28,0.28,0.28,0.28
25/06/2014,9:25:41,12,L,UNK L,UNK L,1,UNK L_1,3,UNK L_1_3,0.86,0.3154,0.367,29.22,92.64426126,107.9397673,1.51,1.5,0.27,0.26,0.27,0.27
25/06/2014,9:26:50,13,L,UNK K,UNK K,1,UNK K_1,1,UNK K_1_1,0.66,0.2533,0.384,22.39,88.39320963,113.130862,1.77,1.73,0.29,0.29,0.27,0.28
25/06/2014,9:27:37,14,L,UNK K,UNK K,1,UNK K_1,2,UNK K_1_2,0.66,0.2274,0.345,21.82,95.95426561,104.2163153,1.72,1.58,0.29,0.29,0.27,0.28
25/06/2014,9:28:27,15,L,UNK K,UNK K,1,UNK K_1,3,UNK K_1_3,0.64,0.2624,0.41,19.88,75.76219512,131.9919517,1.29,1.4,0.31,0.3,0.3,0.3
25/06/2014,9:29:20,16,T,SYZ,SYZ_S,5,SYZ_5,1,SYZ_5_1,0.96,0.3389,0.353,35.14,103.6884037,96.44280023,1.59,1.27,0.25,0.24,0.23,0.24
25/06/2014,9:30:32,18,T,SYZ,SYZ_S,5,SYZ_5,2,SYZ_5_2,0.9,0.3569,0.397,33.37,93.49957971,106.9523524,1.57,1.33,0.25,0.25,0.25,0.25
25/06/2014,9:31:35,19,T,SYZ,SYZ_S,5,SYZ_5,3,SYZ_5_3,0.87,0.3231,0.371,33.36,103.2497679,96.85251799,1.62,1.2,0.24,0.23,0.23,0.23
25/06/2014,9:32:59,20,T,AGY,AGY,4,AGY_4,1,AGY_4_1,1.02,0.5268,0.516,28.06,53.2649962,187.740556,1.4,1.58,0.34,0.35,0.33,0.34
25/06/2014,9:33:52,21,T,AGY,AGY,4,AGY_4,2,AGY_4_2,1.04,0.5247,0.505,28.4,54.12616733,184.7535211,1.38,1.52,0.32,0.31,0.32,0.32
25/06/2014,9:35:54,24,T,AGY,AGY,4,AGY_4,3,AGY_4_3,1.59,0.8092,0.509,36.71,45.36579338,220.4304004,1.61,1.52,0.4,0.39,0.38,0.39
25/06/2014,9:37:21,26,T,CAR,CAR,5,CAR_5,1,CAR_5_1,1.73,0.7324,0.423,53.94,73.64827963,135.7804968,1.59,1.38,0.25,0.25,0.24,0.25
25/06/2014,9:38:38,27,T,CAR,CAR,5,CAR_5,2,CAR_5_2,1.63,0.6926,0.425,50.47,72.87034363,137.2300376,1.56,1.43,0.26,0.27,0.25,0.26
25/06/2014,9:39:28,28,T,CAR,CAR,5,CAR_5,3,CAR_5_3,1.85,0.7898,0.427,55.65,70.46087617,141.9227314,1.77,1.38,0.24,0.26,0.25,0.25
25/06/2014,9:41:08,30,T,AGY,AGY,5,AGY_5,2,AGY_5_2,1.25,0.6402,0.512,42.31,66.08872227,151.3117466,1.89,2.07,0.3,0.28,0.29,0.29
25/06/2014,9:42:11,31,T,AGY,AGY,5,AGY_5,1,AGY_5_1,1.17,0.6248,0.534,41.74,66.80537772,149.6885482,1.98,2.15,0.28,0.29,0.28,0.28
25/06/2014,9:43:11,32,T,AGY,AGY,5,AGY_5,3,AGY_5_3,1.15,0.5578,0.485,39.41,70.65256364,141.5376808,1.86,2.02,0.28,0.27,0.28,0.28
25/06/2014,9:44:14,33,T,CAR,CAR,4,CAR_4,1,CAR_4_1,1.35,0.583,0.432,44.25,75.90051458,131.7514124,1.53,1.3,0.24,0.26,0.24,0.25
25/06/2014,9:45:06,34,T,CAR,CAR,4,CAR_4,2,CAR_4_2,1.65,0.7345,0.445,56.48,76.89584752,130.046034,1.54,1.39,0.23,0.22,0.23,0.23
25/06/2014,9:46:05,35,T,CAR,CAR,4,CAR_4,3,CAR_4_3,1.35,0.5655,0.419,44.19,78.14323607,127.970129,1.46,1.29,0.25,0.26,0.24,0.25
