treeid,leafid,species,leaftype,sampletype,days,wetarea,dryarea,drymass,w.mavc1,w.mivc1,w.mavc2,w.mivc2,w.mavc3,w.mivc3,w.mavc4,w.mivc4,d.mavc1,d.mivc1,d.mavc2,d.mivc2,d.mavc3,d.mivc3,d.mavc4,d.mivc4,d.mavc1r,d.mivc1r,d.mavc2r,d.mivc2r,d.mavc3r,d.mivc3r,d.mavc4r,d.mivc4r,
095,Y02,E.vimv,Adult,Fresh,29,15.43,14.48,0.307,4,16,4,16,3,14,4,14,3,7,3,13,4,15,5,17,5,11,5,16,5,12,5,16,
095,Y03,E.vimv,Adult,Fresh,29,8.86,8.17,0.133,4,17,3,14,4,14,3,15,4,11,5,15,4,16,4,14,3,10,4,11,5,4,6,2,
096,Y01,E.panv,Adult,Fresh,29,16.95,15.57,0.378,4,15,4,20,3,21,3,21,4,9,5,11,5,14,6,11,6,13,6,19,5,11,4,10,
096,Y02,E.panv,Adult,Fresh,29,16.18,14.95,0.333,3,25,5,21,2,23,3,26,4,9,7,12,4,9,6,9,5,13,5,17,4,15,5,10,
096,Y03,E.panv,Adult,Fresh,29,15.76,14.36,0.345,4,22,5,19,4,20,5,22,6,15,5,21,4,14,5,11,7,11,3,16,5,16,5,16,
097,Y01,E.panv,Adult,Fresh,29,22.84,20.93,0.540,4,34,6,26,4,24,5,26,6,19,4,22,7,22,5,20,2,9,4,11,6,8,10,5,
097,Y02,E.panv,Adult,Fresh,29,16.53,15.01,0.381,3,24,4,27,4,30,5,27,4,26,8,19,6,26,6,18,5,6,6,9,5,12,4,2,
097,Y03,E.panv,Adult,Fresh,29,14.75,13.63,0.300,5,28,5,29,5,20,6,23,6,17,6,21,5,21,5,22,8,0,6,0,5,6,6,2,
098,Y01,E.ova,Adult,Fresh,29,31.93,28.64,0.480,3,25,3,16,4,20,4,20,7,13,6,12,7,13,9,14,8,4,6,6,8,2,3,5,
098,Y02,E.ova,Adult,Fresh,29,33.35,29.75,0.523,3,21,4,24,7,15,5,15,4,21,6,20,3,28,7,22,6,5,5,5,6,7,5,4,
098,Y03,E.ova,Adult,Fresh,29,21.01,18.48,0.315,3,23,4,19,3,26,6,20,8,21,4,26,5,23,5,22,5,10,4,12,6,7,3,6,
099,Y01,E.bax,Adult,Fresh,29,20.79,18.31,0.647,4,2,3,2,2,2,3,2,4,0,3,0,4,2,4,1,2,0,3,0,2,0,2,0,
099,Y02,E.bax,Adult,Fresh,29,13.63,11.85,0.410,2,3,3,2,2,3,2,2,4,2,5,3,4,0,4,0,4,0,5,0,4,0,3,0,
099,Y03,E.bax,Adult,Fresh,29,15.98,13.79,0.475,2,2,3,2,2,5,3,2,6,0,4,0,3,1,6,3,3,0,4,0,3,0,3,0,
100,Y01,E.mca,Adult,Fresh,29,13.95,12.74,0.393,2,15,5,20,3,20,5,14,6,13,6,12,7,17,3,13,5,0,4,1,4,5,6,4,
100,Y02,E.mca,Adult,Fresh,29,28.58,25.55,0.707,8,24,5,28,4,31,6,31,9,18,6,18,7,19,7,24,4,0,5,0,2,0,3,0,
100,Y03,E.mca,Adult,Fresh,29,14.43,12.71,0.338,8,24,5,28,4,22,4,24,6,23,4,18,4,15,5,20,4,0,3,0,6,0,3,0,
101,Y01,E.div,Adult,Dried,186,10.18,,0.123,,,,,,,,,7,10,7,9,4,10,4,8,3,14,4,11,5,4,5,8,
101,Y02,E.div,Adult,Dried,186,15.55,,0.200,,,,,,,,,4,9,4,9,3,8,4,10,4,6,4,8,3,7,3,10,
101,Y03,E.div,Adult,Dried,186,18.70,,0.250,,,,,,,,,6,8,6,11,6,8,4,10,5,5,5,9,3,7,5,4,
102,Y01,E.ful,Adult,Dried,186,12.94,,0.195,,,,,,,,,5,13,6,11,5,10,6,10,7,8,4,6,4,6,5,7,
102,Y02,E.ful,Adult,Dried,186,23.08,,0.424,,,,,,,,,2,19,5,14,6,12,4,13,6,18,5,12,4,14,4,10,
102,Y03,E.ful,Adult,Dried,186,28.77,,0.466,,,,,,,,,4,10,5,15,6,10,5,14,6,11,5,12,4,11,5,15,
103,Y01,E.div,Adult,Dried,186,23.41,,0.300,,,,,,,,,3,7,2,7,5,8,5,4,4,3,4,4,4,4,4,6,
103,Y02,E.div,Adult,Dried,186,32.40,,0.412,,,,,,,,,6,5,5,4,4,6,3,6,5,4,8,4,3,6,3,6,
103,Y03,E.div,Adult,Dried,186,34.12,,0.514,,,,,,,,,2,8,5,4,2,7,2,4,3,5,5,4,3,5,4,6,
104,Y01,E.fas,Adult,Dried,254,15.84,,0.253,,,,,,,,,3,6,3,3,3,4,2,7,5,3,4,4,4,2,5,1,
104,Y02,E.fas,Adult,Dried,254,19.64,,0.306,,,,,,,,,4,4,3,9,2,7,3,5,5,0,2,1,5,2,4,2,
104,Y03,E.fas,Adult,Dried,254,19.74,,0.296,,,,,,,,,3,7,4,4,3,4,4,3,5,1,4,2,4,1,3,0,
105,Y01,E.div,Adult,Dried,452,39.63,,0.494,,,,,,,,,4,9,4,4,3,5,3,7,5,0,4,0,4,1,3,4,
105,Y02,E.div,Adult,Dried,452,23.37,,0.356,,,,,,,,,4,10,4,11,3,6,2,10,5,6,3,8,4,7,3,6,
105,Y03,E.div,Adult,Dried,452,19.73,,0.260,,,,,,,,,5,9,3,9,6,4,3,4,5,2,5,6,3,5,3,5,
106,Y01,E.radra,Adult,Dried,452,13.56,,0.153,,,,,,,,,5,6,5,10,5,10,4,7,5,5,4,5,5,3,5,4,
106,Y02,E.radra,Adult,Dried,452,24.54,,0.282,,,,,,,,,3,8,6,7,4,9,6,6,7,5,5,4,4,5,4,7,
106,Y03,E.radra,Adult,Dried,452,31.59,,0.328,,,,,,,,,7,16,6,12,6,15,10,16,5,3,4,7,6,4,4,5,
107,Y01,E.vimv,Adult,Dried,452,33.35,,0.646,,,,,,,,,4,8,3,5,4,8,3,8,1,1,3,0,3,1,4,1,
107,Y02,E.vimv,Adult,Dried,452,25.24,,0.414,,,,,,,,,3,5,5,4,3,2,4,2,4,1,6,0,5,1,4,0,
107,Y03,E.vimv,Adult,Dried,452,18.13,,0.338,,,,,,,,,4,3,3,5,3,1,6,3,4,0,3,0,3,1,3,0,
108,Y01,E.mac,Adult,Dried,401,12.87,,0.244,,,,,,,,,3,4,5,5,5,6,5,5,2,6,3,4,3,1,4,1,
108,Y02,E.mac,Adult,Dried,401,17.85,,0.361,,,,,,,,,5,3,3,4,2,6,4,4,6,0,4,1,4,1,3,3,
108,Y03,E.mac,Adult,Dried,401,22.31,,0.440,,,,,,,,,3,6,4,2,4,3,4,5,3,4,3,1,4,0,3,0,
109,Y01,E.fas,Adult,Dried,317,18.92,,0.352,,,,,,,,,2,2,2,2,3,3,4,2,2,0,2,0,3,0,1,0,
109,Y02,E.fas,Adult,Dried,317,28.56,,0.474,,,,,,,,,4,2,2,6,3,6,5,2,2,0,2,0,2,0,1,0,
109,Y03,E.fas,Adult,Dried,317,23.61,,0.416,,,,,,,,,4,3,3,1,3,0,3,1,0,0,1,0,2,0,1,0,
110,Y01,E.fas,Adult,Dried,317,17.36,,0.295,,,,,,,,,5,3,6,5,6,0,6,1,4,3,5,1,3,0,4,0,
110,Y02,E.fas,Adult,Dried,317,24.12,,0.398,,,,,,,,,3,0,4,2,2,4,3,2,2,0,4,0,3,0,3,0,
110,Y03,E.fas,Adult,Dried,317,40.55,,0.741,,,,,,,,,4,7,6,5,4,0,5,2,1,0,2,0,3,0,1,0,
111,Y01,E.fas,Adult,Dried,317,21.50,,0.400,,,,,,,,,2,3,6,0,4,0,3,0,3,0,3,0,2,0,2,0,
111,Y02,E.fas,Adult,Dried,317,26.79,,0.529,,,,,,,,,3,3,2,1,3,0,3,1,2,0,0,0,3,0,3,0,
111,Y03,E.fas,Adult,Dried,317,29.12,,0.502,,,,,,,,,5,0,8,0,3,1,3,1,1,0,1,0,2,0,2,0,
112,Y01,E.sie,Adult,Dried,516,16.43,,0.442,,,,,,,,,4,0,5,1,4,0,3,0,2,0,1,0,4,0,3,0,
112,Y02,E.sie,Adult,Dried,516,16.63,,0.422,,,,,,,,,3,2,4,2,4,0,3,1,2,0,2,0,3,0,2,0,
112,Y03,E.sie,Adult,Dried,516,19.73,,0.428,,,,,,,,,3,3,3,1,3,2,5,1,2,0,2,0,2,1,3,0,
113,Y01,E.cyp,Adult,Dried,516,42.40,,0.611,,,,,,,,,3,7,5,7,4,9,5,8,5,0,5,0,3,4,5,0,
113,Y02,E.cyp,Adult,Dried,516,78.05,,1.663,,,,,,,,,5,0,3,1,3,0,3,0,4,1,6,0,5,1,5,2,
113,Y03,E.cyp,Adult,Dried,516,76.76,,1.821,,,,,,,,,4,8,3,6,3,8,6,4,2,0,2,0,4,0,4,0,
114,Y01,E.cyp,Adult,Dried,516,18.73,,0.436,,,,,,,,,5,8,5,5,3,11,4,8,7,10,5,7,5,11,3,11,
114,Y02,E.cyp,Adult,Dried,516,38.84,,0.911,,,,,,,,,5,10,3,9,3,8,2,11,4,14,3,13,5,14,6,11,
114,Y03,E.cyp,Adult,Dried,516,46.24,,1.055,,,,,,,,,7,7,4,9,5,6,3,9,5,7,7,6,4,11,3,11,
116,Y01,E.radra,Adult,Dried,516,45.37,,0.734,,,,,,,,,6,6,8,10,7,10,6,10,3,0,2,0,2,0,2,0,
116,Y02,E.radra,Adult,Dried,516,52.47,,0.823,,,,,,,,,7,15,7,16,7,18,6,16,3,0,2,0,3,0,4,0,
116,Y03,E.radra,Adult,Dried,516,55.89,,0.870,,,,,,,,,8,17,4,21,6,9,7,14,7,3,6,2,4,0,4,0,
117,Y01,E.radra,Adult,Dried,516,5.78,,0.108,,,,,,,,,4,5,4,3,5,0,6,1,3,0,3,0,3,0,3,0,
117,Y02,E.radra,Adult,Dried,516,7.68,,0.122,,,,,,,,,7,5,6,4,5,2,4,2,4,2,4,0,4,0,5,0,
117,Y03,E.radra,Adult,Dried,516,3.15,,0.045,,,,,,,,,3,9,7,2,5,5,3,4,4,1,4,0,4,0,5,0,
118,Y01,E.cro,Adult,Dried,516,32.88,,0.347,,,,,,,,,3,3,3,6,4,2,4,3,3,2,4,0,4,3,3,2,
118,Y02,E.cro,Adult,Dried,516,19.46,,0.153,,,,,,,,,5,9,7,7,5,14,5,16,4,4,3,3,2,6,4,7,
118,Y03,E.cro,Adult,Dried,516,38.27,,0.319,,,,,,,,,5,14,5,10,5,13,4,16,3,7,4,7,5,2,3,5,
119,Y01,E.cro,Adult,Dried,516,37.12,,0.440,,,,,,,,,3,9,4,8,3,9,4,8,4,0,4,1,2,0,2,0,
119,Y02,E.cro,Adult,Dried,516,31.98,,0.294,,,,,,,,,5,2,6,10,3,11,4,7,4,8,5,5,4,9,3,9,
119,Y03,E.cro,Adult,Dried,516,7.11,,0.081,,,,,,,,,5,3,6,6,3,4,4,3,4,1,3,1,3,0,3,0,
120,Y01,E.csdn,Adult,Dried,516,32.64,,0.602,,,,,,,,,3,7,4,8,5,6,5,4,1,0,1,0,2,0,1,1,
120,Y02,E.csdn,Adult,Dried,516,44.15,,0.592,,,,,,,,,2,4,2,6,3,5,2,8,3,1,2,1,3,0,3,0,
120,Y03,E.csdn,Adult,Dried,516,30.38,,0.516,,,,,,,,,4,9,5,8,3,5,4,9,1,3,4,0,2,1,2,0,
121,Y01,E.cyp,Adult,Dried,516,34.46,,0.759,,,,,,,,,3,9,4,6,2,5,4,4,2,8,4,10,3,10,3,12,
121,Y02,E.cyp,Adult,Dried,516,81.07,,1.789,,,,,,,,,3,11,5,10,4,13,4,12,3,12,5,11,6,10,5,12,
121,Y03,E.cyp,Adult,Dried,516,89.19,,1.969,,,,,,,,,3,9,6,8,4,6,6,7,4,14,3,13,5,11,3,13,
122,Y01,E.obl,Adult,Dried,301,20.64,,0.375,,,,,,,,,4,7,6,9,3,7,5,10,3,5,4,4,4,3,3,4,
122,Y02,E.obl,Adult,Dried,301,40.14,,0.583,,,,,,,,,6,6,6,10,4,7,5,6,4,0,4,1,4,0,4,0,
122,Y03,E.obl,Adult,Dried,301,64.79,,0.978,,,,,,,,,3,11,3,6,5,4,3,7,5,3,4,2,3,1,4,2,
123,Y01,E.glblb,Adult,Dried,212,132.85,,3.482,,,,,,,,,5,8,4,7,3,7,4,7,4,4,3,5,6,5,4,4,
123,Y02,E.glblb,Adult,Dried,212,126.15,,3.601,,,,,,,,,3,8,2,7,2,10,2,11,3,9,3,7,4,1,5,3,
123,Y03,E.glblb,Adult,Dried,212,140.22,,4.115,,,,,,,,,4,3,2,7,4,4,3,3,3,0,7,0,3,1,3,3,
124,Y01,E.glblb,Adult,Dried,212,124.17,,3.976,,,,,,,,,3,15,4,10,6,4,6,6,3,10,4,6,6,7,4,7,
124,Y02,E.glblb,Adult,Dried,212,169.96,,5.486,,,,,,,,,4,12,5,10,3,13,3,7,2,3,5,0,4,5,4,5,
124,Y03,E.glblb,Adult,Dried,212,206.96,,7.107,,,,,,,,,2,10,2,8,3,6,4,7,6,6,6,4,5,8,3,11,
125,Y01,E.bos,Adult,Dried,154,18.95,,0.530,,,,,,,,,6,18,6,17,4,18,3,21,6,7,4,10,5,9,5,13,
125,Y02,E.bos,Adult,Dried,154,24.02,,0.672,,,,,,,,,3,19,5,14,3,14,4,20,4,0,4,0,2,3,4,4,
125,Y03,E.bos,Adult,Dried,154,37.32,,1.006,,,,,,,,,4,20,4,21,5,17,6,14,4,3,5,4,5,13,6,5,
126,Y01,E.mue,Adult,Dried,154,19.76,,0.397,,,,,,,,,7,8,4,8,7,11,7,8,5,0,3,0,5,4,4,2,
126,Y02,E.mue,Adult,Dried,154,24.70,,0.602,,,,,,,,,2,4,3,3,2,7,3,5,3,0,2,0,5,0,5,0,
126,Y03,E.mue,Adult,Dried,154,25.52,,0.740,,,,,,,,,4,5,5,6,4,4,3,3,3,0,6,0,4,0,6,0,
127,Y01,E.panv,Adult,Dried,354,14.80,,0.325,,,,,,,,,6,24,5,23,7,31,4,26,5,11,5,9,4,16,6,9,
127,Y02,E.panv,Adult,Dried,354,20.18,,0.396,,,,,,,,,4,33,9,26,3,29,5,30,3,11,4,17,3,20,4,15,
127,Y03,E.panv,Adult,Dried,354,24.69,,0.533,,,,,,,,,4,19,6,19,3,10,4,14,4,7,5,13,3,15,4,18,
128,Y01,E.panv,Adult,Dried,354,8.65,,0.183,,,,,,,,,5,14,4,10,3,21,5,13,4,9,3,4,3,16,3,15,
128,Y02,E.panv,Adult,Dried,354,17.60,,0.378,,,,,,,,,5,16,5,22,3,21,5,22,5,11,4,11,4,14,3,10,
128,Y03,E.panv,Adult,Dried,354,28.16,,0.691,,,,,,,,,4,13,4,11,4,10,2,16,4,7,6,13,4,9,3,6,
129,Y01,E.mac,Adult,Dried,266,14.23,,0.435,,,,,,,,,5,5,5,4,5,3,5,1,3,0,3,2,4,0,4,1,
129,Y02,E.mac,Adult,Dried,266,15.55,,0.447,,,,,,,,,4,2,6,3,5,2,6,3,6,2,4,1,4,1,4,0,
129,Y03,E.mac,Adult,Dried,266,27.02,,0.820,,,,,,,,,6,2,4,2,4,4,3,2,5,3,4,4,5,0,5,0,
130,Y01,E.mac,Adult,Dried,266,9.74,,0.230,,,,,,,,,4,5,4,3,7,2,5,3,5,0,3,0,4,0,3,0,
130,Y02,E.mac,Adult,Dried,266,12.57,,0.293,,,,,,,,,3,4,5,3,9,1,6,1,2,0,3,0,3,1,3,0,
130,Y03,E.mac,Adult,Dried,266,16.76,,0.365,,,,,,,,,6,2,6,3,4,0,4,0,2,0,4,0,2,0,2,0,
131,Y01,E.csdn,Adult,Dried,266,17.58,,0.484,,,,,,,,,6,2,6,4,3,3,3,2,6,1,7,1,4,5,3,4,
131,Y02,E.csdn,Adult,Dried,266,33.16,,0.901,,,,,,,,,5,1,9,1,3,1,5,2,5,0,5,0,3,2,5,0,
131,Y03,E.csdn,Adult,Dried,266,34.00,,0.824,,,,,,,,,4,4,4,3,3,5,4,3,4,3,4,3,3,2,3,3,
132,Y01,E.div,Adult,Dried,265,14.19,,0.178,,,,,,,,,4,5,5,8,5,6,3,5,4,3,8,1,4,3,4,3,
132,Y02,E.div,Adult,Dried,265,16.88,,0.228,,,,,,,,,7,7,11,7,4,10,7,10,2,3,4,3,6,2,5,2,
132,Y03,E.div,Adult,Dried,265,24.51,,0.331,,,,,,,,,4,8,5,6,3,8,3,5,4,5,7,0,4,2,2,2,
133,Y01,E.sie,Adult,Dried,517,38.89,,0.889,,,,,,,,,6,0,6,4,3,5,5,3,4,0,3,0,4,0,3,0,
133,Y03,E.sie,Adult,Dried,517,38.26,,0.763,,,,,,,,,3,3,4,4,2,3,3,0,6,0,5,0,6,0,5,0,
134,Y01,E.sie,Adult,Dried,517,36.53,,0.683,,,,,,,,,2,3,4,5,5,0,4,0,3,2,2,5,4,2,3,2,
134,Y02,E.sie,Adult,Dried,517,44.72,,0.829,,,,,,,,,4,3,3,1,4,2,4,2,6,0,6,0,4,0,5,0,
134,Y03,E.sie,Adult,Dried,517,27.74,,0.521,,,,,,,,,4,4,4,2,4,1,3,3,3,0,4,0,3,0,4,0,
135,Y01,E.csdn,Adult,Dried,517,37.02,,0.522,,,,,,,,,3,2,4,1,4,3,2,2,5,0,3,1,3,0,4,0,
135,Y02,E.csdn,Adult,Dried,517,43.55,,0.507,,,,,,,,,4,3,5,3,2,2,4,3,3,0,4,0,4,0,5,0,
135,Y03,E.csdn,Adult,Dried,517,55.29,,0.694,,,,,,,,,3,4,4,2,4,2,2,3,6,0,5,0,3,0,4,0,
136,Y01,E.mue,Adult,Dried,517,30.07,,0.580,,,,,,,,,5,4,5,5,3,5,3,6,5,1,5,1,3,2,4,2,
136,Y02,E.mue,Adult,Dried,517,57.56,,0.981,,,,,,,,,4,2,3,6,3,2,5,3,5,1,6,2,4,5,5,2,
136,Y03,E.mue,Adult,Dried,517,20.49,,0.280,,,,,,,,,5,8,4,5,6,5,6,7,4,4,7,3,4,2,6,2,
137,Y01,E.cro,Adult,Dried,515,36.00,,0.330,,,,,,,,,7,6,4,9,5,11,3,9,5,4,5,3,5,4,3,4,
137,Y02,E.cro,Adult,Dried,515,21.40,,0.206,,,,,,,,,6,13,6,7,7,11,4,13,5,5,5,5,6,6,4,7,
137,Y03,E.cro,Adult,Dried,515,17.39,,0.154,,,,,,,,,4,8,5,11,5,6,4,8,6,5,3,5,3,2,4,1,
138,Y01,E.ela,Adult,Dried,515,15.92,,0.183,,,,,,,,,4,2,4,3,4,2,6,3,4,0,3,0,4,0,4,0,
138,Y03,E.ela,Adult,Dried,515,16.20,,0.240,,,,,,,,,2,4,5,3,3,0,6,2,2,2,2,1,2,0,2,0,
138,Y04,E.ela,Adult,Dried,515,23.40,,0.361,,,,,,,,,2,0,3,1,4,0,4,1,5,0,2,1,2,2,3,0,
139,Y01,E.obl,Adult,Dried,452,36.65,,0.707,,,,,,,,,5,8,4,10,3,8,4,5,5,0,4,2,2,2,4,4,
139,Y02,E.obl,Adult,Dried,452,45.91,,0.895,,,,,,,,,2,6,5,6,4,10,3,10,3,0,2,0,5,4,5,4,
139,Y03,E.obl,Adult,Dried,452,26.65,,0.509,,,,,,,,,4,9,5,10,4,7,5,9,7,2,6,3,5,1,3,1,
140,Y01,E.obl,Adult,Dried,459,52.89,,0.929,,,,,,,,,3,15,4,16,3,10,5,16,5,8,3,11,5,8,4,8,
140,Y02,E.obl,Adult,Dried,459,44.82,,0.721,,,,,,,,,4,8,5,10,3,13,3,17,5,10,3,10,4,11,5,8,
140,Y03,E.obl,Adult,Dried,459,59.82,,1.013,,,,,,,,,8,10,5,10,4,11,3,9,6,3,5,2,4,2,5,4,
141,Y01,E.cyp,Adult,Dried,522,61.61,,1.598,,,,,,,,,5,13,8,13,5,8,5,10,4,4,4,2,2,0,3,1,
141,Y02,E.cyp,Adult,Dried,522,61.83,,1.354,,,,,,,,,5,9,4,8,3,11,5,8,3,7,2,10,4,5,5,8,
141,Y03,E.cyp,Adult,Dried,522,25.09,,0.711,,,,,,,,,3,13,5,12,4,13,5,10,5,3,4,4,1,0,2,0,
142,Y02,E.bos,Adult,Dried,522,29.93,,0.748,,,,,,,,,3,9,5,6,3,11,5,7,8,11,5,13,6,13,6,14,
142,Y03,E.bos,Adult,Dried,522,16.19,,0.355,,,,,,,,,3,10,4,9,3,13,4,8,5,8,5,9,4,9,5,8,
142,Y04,E.bos,Adult,Dried,522,17.58,,0.428,,,,,,,,,3,2,3,3,3,6,4,4,4,8,6,12,6,7,3,7,
143,Y02,E.panv,Adult,Dried,521,40.21,,0.492,,,,,,,,,5,20,5,23,7,26,5,22,5,17,4,21,4,12,5,13,
143,Y03,E.panv,Adult,Dried,521,27.75,,0.339,,,,,,,,,7,19,5,24,6,21,4,19,5,19,5,19,4,16,4,25,
143,Y04,E.panv,Adult,Dried,521,20.18,,0.269,,,,,,,,,5,30,6,24,4,27,5,21,4,10,6,13,5,12,5,8,
144,Y01,E.tri,Adult,Dried,521,19.48,,0.347,,,,,,,,,3,14,5,12,2,12,3,12,6,0,4,2,5,0,4,2,
144,Y02,E.tri,Adult,Dried,521,31.04,,0.687,,,,,,,,,5,12,3,14,4,5,5,11,4,8,4,8,2,3,4,1,
144,Y03,E.tri,Adult,Dried,521,11.22,,0.238,,,,,,,,,4,12,3,11,5,12,3,10,4,7,4,3,5,6,6,4,
145,Y01,E.panv,Adult,Dried,521,33.01,,0.600,,,,,,,,,3,16,4,12,7,13,5,12,4,0,3,0,4,0,4,0,
145,Y02,E.panv,Adult,Dried,521,34.17,,0.625,,,,,,,,,4,19,5,16,3,21,7,18,4,0,5,0,5,3,5,7,
145,Y03,E.panv,Adult,Dried,521,32.93,,0.629,,,,,,,,,3,13,4,10,7,15,5,16,7,8,3,6,4,0,5,0,
146,Y01,E.tri,Adult,Dried,521,17.50,,0.377,,,,,,,,,4,2,6,1,3,6,3,4,5,7,4,9,4,8,5,5,
146,Y02,E.tri,Adult,Dried,521,12.60,,0.342,,,,,,,,,3,13,5,9,3,3,3,3,4,0,4,0,2,0,1,0,
146,Y04,E.tri,Adult,Dried,521,8.64,,0.228,,,,,,,,,5,9,4,8,4,8,5,5,2,0,3,0,2,0,5,0,
147,Y01,E.tri,Adult,Dried,521,26.98,,0.603,,,,,,,,,7,4,5,9,6,6,5,6,3,2,5,3,7,0,2,0,
147,Y02,E.tri,Adult,Dried,521,18.98,,0.390,,,,,,,,,5,11,4,9,4,8,5,10,6,4,7,2,6,0,4,0,
147,Y03,E.tri,Adult,Dried,521,20.60,,0.458,,,,,,,,,4,12,4,15,4,10,4,6,4,0,4,0,5,0,5,0,
148,Y01,E.vimp,Adult,Dried,521,16.59,,0.313,,,,,,,,,7,15,5,16,4,14,5,13,5,2,3,5,4,2,7,2,
148,Y02,E.vimp,Adult,Dried,521,16.69,,0.348,,,,,,,,,4,9,5,10,2,8,4,8,5,6,7,6,4,3,4,4,
148,Y03,E.vimp,Adult,Dried,521,25.03,,0.392,,,,,,,,,5,12,5,10,4,7,4,11,4,10,5,5,5,3,6,2,
149,Y01,E.radro,Adult,Dried,513,21.43,,0.248,,,,,,,,,5,3,2,6,3,8,6,5,2,0,4,0,3,0,2,0,
149,Y02,E.radro,Adult,Dried,513,15.08,,0.185,,,,,,,,,4,8,3,10,4,6,3,5,3,5,3,3,8,3,6,2,
149,Y03,E.radro,Adult,Dried,513,13.93,,0.162,,,,,,,,,8,5,5,6,3,5,3,5,4,0,2,0,3,0,4,0,
150,Y01,E.radro,Adult,Dried,513,13.77,,0.188,,,,,,,,,5,8,5,6,5,4,5,7,4,6,3,5,5,3,5,1,
150,Y03,E.radro,Adult,Dried,513,12.10,,0.184,,,,,,,,,3,7,5,6,3,4,2,6,4,0,4,0,3,0,2,0,
151,Y01,E.eug,Adult,Dried,350,15.44,,0.341,,,,,,,,,4,4,4,6,5,7,5,12,3,7,4,7,3,5,5,5,
151,Y02,E.eug,Adult,Dried,350,19.09,,0.452,,,,,,,,,3,7,4,3,4,5,3,3,5,0,5,0,3,0,4,0,
151,Y03,E.eug,Adult,Dried,350,22.72,,0.499,,,,,,,,,2,3,4,4,4,3,5,3,6,5,5,3,3,5,6,4,
152,Y01,E.long,Adult,Dried,350,19.03,,0.491,,,,,,,,,5,3,5,1,5,4,5,3,4,0,4,0,2,0,2,0,
152,Y02,E.long,Adult,Dried,350,20.42,,0.559,,,,,,,,,6,8,4,13,4,10,4,9,4,13,4,9,4,9,4,16,
152,Y03,E.long,Adult,Dried,350,48.43,,1.158,,,,,,,,,5,12,7,15,4,10,3,10,4,0,2,0,5,0,5,0,
153,Y01,E.long,Adult,Dried,350,17.25,,0.288,,,,,,,,,5,20,8,15,5,18,6,18,5,10,5,11,5,14,6,13,
153,Y02,E.long,Adult,Dried,350,22.92,,0.382,,,,,,,,,7,22,7,18,9,14,5,22,6,10,7,13,7,13,4,10,
153,Y03,E.long,Adult,Dried,350,35.08,,0.665,,,,,,,,,5,18,7,20,5,15,6,11,4,16,3,18,3,12,4,14,
154,Y01,E.long,Adult,Dried,349,32.32,,0.586,,,,,,,,,5,17,5,20,6,18,6,22,4,11,6,11,4,13,5,13,
154,Y02,E.long,Adult,Dried,349,41.12,,0.757,,,,,,,,,3,18,3,19,6,15,6,18,4,13,6,7,3,6,4,7,
154,Y03,E.long,Adult,Dried,349,53.62,,1.032,,,,,,,,,4,15,7,17,4,18,4,20,5,15,6,13,9,16,7,16,
155,Y01,E.glbd,Adult,Dried,349,11.76,,0.213,,,,,,,,,4,3,6,2,3,12,3,3,4,0,5,0,5,0,4,0,
155,Y02,E.glbd,Adult,Dried,349,16.20,,0.373,,,,,,,,,3,5,3,6,4,3,3,9,5,1,5,3,8,6,5,4,
155,Y03,E.glbd,Adult,Dried,349,16.87,,0.354,,,,,,,,,4,4,5,5,3,3,5,2,5,0,6,3,5,1,7,1,
156,Y01,E.long,Adult,Dried,348,27.75,,0.438,,,,,,,,,9,10,7,15,4,17,6,11,7,15,5,11,7,17,4,18,
156,Y02,E.long,Adult,Dried,348,42.74,,0.694,,,,,,,,,5,17,8,12,4,13,4,13,6,11,6,12,7,12,6,12,
156,Y03,E.long,Adult,Dried,348,44.19,,0.721,,,,,,,,,7,13,6,14,4,15,3,15,6,14,6,16,6,14,8,13,
157,Y01,E.csdn,Adult,Dried,348,14.32,,0.319,,,,,,,,,5,2,4,1,2,3,3,4,5,0,3,0,3,0,4,1,
157,Y02,E.csdn,Adult,Dried,348,21.47,,0.384,,,,,,,,,2,3,2,4,3,4,4,1,4,0,4,0,4,1,4,2,
157,Y03,E.csdn,Adult,Dried,348,26.58,,0.462,,,,,,,,,4,4,3,4,2,4,4,3,4,0,4,3,5,3,5,1,
158,Y01,E.sie,Adult,Dried,348,23.15,,0.336,,,,,,,,,4,2,4,4,3,2,4,3,5,4,5,2,3,0,3,5,
158,Y02,E.sie,Adult,Dried,348,27.04,,0.425,,,,,,,,,5,4,6,3,3,3,4,2,5,3,4,4,6,1,6,2,
158,Y03,E.sie,Adult,Dried,348,46.94,,1.037,,,,,,,,,3,1,3,3,4,2,2,1,2,2,3,0,3,0,1,0,
159,Y01,E.glbd,Adult,Dried,348,12.61,,0.289,,,,,,,,,5,6,8,5,3,6,5,7,5,2,4,0,5,1,5,0,
159,Y02,E.glbd,Adult,Dried,348,15.64,,0.277,,,,,,,,,5,2,7,4,2,7,5,5,4,1,5,3,6,5,4,5,
159,Y03,E.glbd,Adult,Dried,348,20.29,,0.445,,,,,,,,,6,6,5,8,4,6,4,7,6,1,5,2,4,0,5,0,
160,Y01,E.glbd,Adult,Dried,348,14.14,,0.342,,,,,,,,,3,4,2,3,4,1,6,1,4,3,3,4,4,4,3,5,
160,Y02,E.glbd,Adult,Dried,348,21.86,,0.358,,,,,,,,,5,4,3,6,3,4,3,2,7,5,5,5,3,4,5,4,
