Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Poaceae,Neurachne,Neurachne alopecuroidea,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Neurachne,Neurachne lanigera,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Neurachne,Neurachne munroi,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Oxychloris,Oxychloris munroi,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (based on morphology),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.",NA,anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Panicum,Panicum decompositum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Panicum,Panicum effusum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Panicum,Panicum laevinode,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Panicum,Panicum prolutum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paractaenum,Paractaenum novae-hollandiae,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paractaenum,Paractaenum refractum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind (ref for species in genus),wind,Abiotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166. Kellogg EA (2015) The Families and Genera of Vascular Plants - Flowering Plants. Monocots. Poaceae. Vol 13 (Eds K Kubitzki) Springer International Publishing, Switzerland.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paraneurachne,Paraneurachne muelleri,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Adhesion (based on morphology),adhesion,Biotic,Flora of South Australia 4th Edition,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.",NA,epizoochory,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium albovillosum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium basicladum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium clementii,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium constrictum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium distans,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium gracile,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium jubiflorum,ND,Perennial,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Paspalidium,Paspalidium rarum,ND,Herb,Non-woody,"Wind (ref for family, refs for grasses) and self (ref for grasses)",wind self,Abiotic,Wind/unassisted (ref for species in genus),wind unassisted,Abiotic,AusGrass2,"Linder HP, Rudall PJ (2005) Evolutionary History of Poales. Annual Review of Ecology, Evolution and Systematics 36, 107-124. Connor HE (1979) Breeding systems in the grasses: a survey. New Zealand Journal of Botany 17, 547 - 575., Whalley RDB, Chivers IH, Waters CM (2013) Revegetation with Australian native grasses - a reassessment of the importance of using local provenances. The Rangeland Journal 35, 155-166.","Jurado E, Westoby M, Nelson D (1991) Weight, dispersal, growth form and perenniality of Central Australian plants. Journal of Ecology  79(3), 81 - 828.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
