taxon_name,page,notes,advanced_seedlings,fire intensity,trait_name,value
Pultenaea stipularis,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pultenaea stipularis,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Pultenaea stipularis,22,NA,just germinated seedlings,NA,seedlings_first_observed,21
Pultenaea stipularis,22,NA,just germinated seedlings,NA,first_flowering_seed,90
Pultenaea stipularis,22,NA,just germinated seedlings,NA,first_fruiting_seed,104
Pultenaea stipularis,22,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Pultenaea stipularis,22,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Pultenaea stipularis,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Pultenaea stipularis,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Pultenaea stipularis,22,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Pultenaea stipularis,22,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,seedlings_first_observed,24
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,first_flowering_seed,61
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,peak_flowering_seed_min,5
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,peak_flowering_seed_max,6
Pultenaea tuberculata,22,NA,just germinated seedlings,NA,large_prop_flowering_seed,2
Pultenaea villosa,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pultenaea villosa,22,NA,just germinated seedlings,NA,seedlings_first_observed,26
Sphaerolobium minus,22,NA,NA,NA,first_flowering_unknown,90
*Trifolium campestre,22,NA,NA,NA,fire_response_LCR,fire_killed
*Trifolium campestre,22,NA,NA,NA,first_flowering_seed,41
*Trifolium campestre,22,NA,NA,NA,first_fruiting_seed,43
*Trifolium cernuum,22,NA,NA,NA,fire_response_LCR,fire_killed
*Trifolium cernuum,22,NA,NA,NA,first_flowering_seed,16
*Trifolium cernuum,22,NA,NA,NA,first_fruiting_seed,38
*Trifolium dubium,22,NA,NA,NA,fire_response_LCR,fire_killed
*Trifolium dubium,22,NA,NA,NA,first_flowering_seed,43
*Trifolium dubium,22,NA,NA,NA,first_fruiting_seed,43
*Trifolium glomeratum,22,NA,NA,NA,fire_response_LCR,fire_killed
*Trifolium glomeratum,22,NA,NA,NA,first_flowering_seed,36
*Trifolium repens,22,NA,NA,NA,fire_response_LCR,fire_killed
*Trifolium repens,22,NA,NA,NA,first_flowering_seed,36
*Vicia hirsuta,22,NA,NA,NA,fire_response_LCR,fire_killed
*Vicia hirsuta,22,NA,NA,NA,first_fruiting_unknown,38
*Vicia sativa,22,NA,NA,NA,fire_response_LCR,fire_killed
*Vicia sativa,22,NA,NA,NA,fire_response_NL,fire_killed
*Vicia sativa,22,NA,NA,NA,first_flowering_seed,37
*Vicia sativa,22,NA,NA,NA,first_fruiting_seed,37
*Vicia tetrasperma,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Vicia tetrasperma,22,NA,just germinated seedlings,NA,seedlings_first_observed,11
*Vicia tetrasperma,22,NA,just germinated seedlings,NA,first_flowering_seed,33
*Vicia tetrasperma,22,NA,just germinated seedlings,NA,first_fruiting_seed,36
Viminaria juncea,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Viminaria juncea,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Viminaria juncea,22,NA,just germinated seedlings,NA,seedlings_first_observed,17
Viminaria juncea,22,NA,just germinated seedlings,NA,first_flowering_seed,91
Viminaria juncea,22,NA,just germinated seedlings,NA,first_fruiting_seed,100
Viminaria juncea,22,NA,just germinated seedlings,NA,primary_juvenile_period,2
Viminaria juncea,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Viminaria juncea,22,NA,just germinated seedlings,NA,peak_flowering_seed_min,2
Viminaria juncea,22,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
*Wisteria ?sinensis,22,NA,NA,NA,fire_response_LCR,resprouts
*Acacia baileyana,22,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
*Acacia baileyana,22,NA,advanced seedlings,NA,seedlings_first_observed,44
*Acacia baileyana,22,NA,advanced seedlings,NA,first_flowering_seed,135
*Acacia baileyana,22,NA,advanced seedlings,NA,first_fruiting_seed,198
*Acacia baileyana,22,NA,advanced seedlings,NA,primary_juvenile_period_min,3
*Acacia baileyana,22,NA,advanced seedlings,NA,primary_juvenile_period_max,4
*Acacia baileyana,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_min,3
*Acacia baileyana,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_max,4
Acacia binervia,22,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Acacia binervia,22,NA,advanced seedlings,NA,seedlings_first_observed,124
Acacia binervia,22,NA,advanced seedlings,NA,first_flowering_seed,142
Acacia binervia,22,NA,advanced seedlings,NA,first_fruiting_seed,198
Acacia binervia,22,NA,advanced seedlings,NA,primary_juvenile_period_min,3
Acacia binervia,22,NA,advanced seedlings,NA,primary_juvenile_period_max,4
Acacia binervia,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_min,3
Acacia binervia,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_max,4
Acacia echinula,22,NA,NA,NA,first_flowering_unknown,186
(*?)Acacia elata,22,NA,NA,NA,fire_response_LCR,fire_killed
Acacia falcata,22,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Acacia falcata,22,NA,advanced seedlings,NA,seedlings_first_observed,51
Acacia falcata,22,NA,advanced seedlings,NA,first_fruiting_seed,90
Acacia falcata,22,NA,advanced seedlings,NA,primary_juvenile_period_min,2
Acacia falcata,22,NA,advanced seedlings,NA,primary_juvenile_period_max,3
Acacia falcata,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_min,2
Acacia falcata,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering_max,3
Acacia floribunda,22,NA,NA,NA,fire_response_LCR,resprouts
Acacia floribunda,22,NA,NA,NA,fire_response_NL,resprouts
Acacia floribunda,22,NA,NA,NA,first_flowering_resp,135
Acacia hispidula,22,NA,NA,NA,fire_response_LCR,fire_killed
Acacia hispidula,22,NA,NA,NA,first_flowering_seed,61
Acacia hispidula,22,NA,NA,NA,first_fruiting_seed,124
Acacia hispidula,22,NA,NA,NA,primary_juvenile_period,3
Acacia hispidula,22,NA,NA,NA,fire_time_from_fire_to_flowering,3
Acacia implexa,22,NA,NA,NA,fire_response_NL,resprouts
Acacia irrorata subsp. irrorata,22,NA,NA,NA,first_flowering_seed,153
Acacia linifolia,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia linifolia,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia linifolia,22,NA,just germinated seedlings,NA,seedlings_first_observed,9
Acacia linifolia,22,NA,just germinated seedlings,NA,first_flowering_seed,56
Acacia linifolia,22,NA,just germinated seedlings,NA,first_fruiting_seed,97
Acacia linifolia,22,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Acacia linifolia,22,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Acacia linifolia,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Acacia linifolia,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Acacia linifolia,22,NA,just germinated seedlings,NA,peak_fruiting_seed_min,4
Acacia linifolia,22,NA,just germinated seedlings,NA,peak_fruiting_seed_max,6
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,seedlings_first_observed,10
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,first_flowering_seed,85
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,first_fruiting_seed,149
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,primary_juvenile_period,3
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,peak_flowering_seed_min,4
Acacia longifolia subsp. longifolia,23,NA,just germinated seedlings,NA,peak_flowering_seed_max,6
Acacia longissima,23,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Acacia longissima,23,NA,advanced seedlings,NA,seedlings_first_observed,88
Acacia longissima,23,NA,advanced seedlings,NA,first_flowering_seed,153
Acacia longissima,23,NA,advanced seedlings,NA,first_fruiting_seed,169
Acacia myrtifolia,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia myrtifolia,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia myrtifolia,23,NA,just germinated seedlings,NA,seedlings_first_observed,25
Acacia myrtifolia,23,NA,just germinated seedlings,NA,first_flowering_seed,131
Acacia myrtifolia,23,NA,just germinated seedlings,NA,first_fruiting_seed,149
Acacia myrtifolia,23,NA,just germinated seedlings,NA,primary_juvenile_period,3
Acacia myrtifolia,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Acacia myrtifolia,23,NA,just germinated seedlings,NA,peak_fruiting_seed,4
Acacia oxycedrus,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia oxycedrus,23,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Acacia oxycedrus,23,NA,just germinated seedlings,NA,seedlings_first_observed,17
Acacia oxycedrus,23,NA,just germinated seedlings,NA,first_flowering_seed,136
Acacia parramattensis,23,NA,NA,NA,fire_response_LCR,fire_killed
Acacia parvipinnula,23,NA,NA,NA,fire_response_LCR,fire_killed
Acacia parvipinnula,23,NA,NA,NA,first_flowering_seed,135
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,seedlings_first_observed,36
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,first_flowering_seed,124
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,first_fruiting_seed,154
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,primary_juvenile_period,3
*Acacia podalyriifolia,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
*Acacia saligna,23,NA,just germinated seedlings,NA,fire_response_NL,resprouts
*Acacia saligna,23,NA,just germinated seedlings,NA,seedlings_first_observed,21
*Acacia saligna,23,NA,just germinated seedlings,NA,first_flowering_unknown,140
*Acacia saligna,23,NA,just germinated seedlings,NA,first_fruiting_unknown,145
Acacia schinoides,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia schinoides,23,NA,just germinated seedlings,NA,seedlings_first_observed,51
Acacia schinoides,23,NA,just germinated seedlings,NA,first_flowering_seed,154
Acacia schinoides,23,NA,just germinated seedlings,NA,first_fruiting_seed,235
Acacia schinoides,23,NA,just germinated seedlings,NA,primary_juvenile_period,5
Acacia schinoides,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,5
Acacia suaveolens,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia suaveolens,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia suaveolens,23,NA,just germinated seedlings,NA,seedlings_first_observed,15
Acacia suaveolens,23,NA,just germinated seedlings,NA,first_flowering_seed,71
Acacia suaveolens,23,NA,just germinated seedlings,NA,first_fruiting_seed,97
Acacia suaveolens,23,NA,just germinated seedlings,NA,primary_juvenile_period,2
Acacia suaveolens,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Acacia suaveolens,23,NA,just germinated seedlings,NA,peak_flowering_seed_min,2
Acacia suaveolens,23,NA,just germinated seedlings,NA,peak_flowering_seed_max,4
Acacia terminalis,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia terminalis,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia terminalis,23,NA,just germinated seedlings,NA,seedlings_first_observed,12
Acacia terminalis,23,NA,just germinated seedlings,NA,first_flowering_seed,91
Acacia terminalis,23,NA,just germinated seedlings,NA,first_fruiting_seed,149
Acacia terminalis,23,NA,just germinated seedlings,NA,primary_juvenile_period,3
Acacia terminalis,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Acacia terminalis,23,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Acacia terminalis,23,NA,just germinated seedlings,NA,peak_flowering_seed_max,4
Acacia ulicifolia,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Acacia ulicifolia,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Acacia ulicifolia,23,NA,just germinated seedlings,NA,seedlings_first_observed,10
Acacia ulicifolia,23,NA,just germinated seedlings,NA,first_flowering_seed,67
Acacia ulicifolia,23,NA,just germinated seedlings,NA,first_fruiting_seed,101
Acacia ulicifolia,23,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Acacia ulicifolia,23,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Acacia ulicifolia,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Acacia ulicifolia,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Acacia ulicifolia,23,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Acacia ulicifolia,23,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
*Paraserianthes lophantha subsp. lophantha,23,NA,NA,NA,first_flowering_seed,87
*Paraserianthes lophantha subsp. lophantha,23,NA,NA,NA,first_fruiting_seed,163
*Paraserianthes lophantha subsp. lophantha,23,NA,NA,NA,primary_juvenile_period,3
*Paraserianthes lophantha subsp. lophantha,23,NA,NA,NA,fire_time_from_fire_to_flowering,3
*Fumaria capreolata subsp. capreolata,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Fumaria capreolata subsp. capreolata,23,NA,just germinated seedlings,NA,seedlings_first_observed,12
*Fumaria capreolata subsp. capreolata,23,NA,just germinated seedlings,NA,first_flowering_seed,12
*Fumaria capreolata subsp. capreolata,23,NA,just germinated seedlings,NA,first_fruiting_seed,12
*Fumaria ?officianalis,23,NA,just germinated seedlings,NA,seedlings_first_observed,15
*Fumaria ?officianalis,23,NA,just germinated seedlings,NA,first_flowering_seed,15
*Fumaria ?officianalis,23,NA,just germinated seedlings,NA,first_fruiting_seed,15
*Centaurium tenuiflorum,23,NA,NA,NA,fire_response_LCR,fire_killed
*Centaurium tenuiflorum,23,NA,NA,NA,first_flowering_seed,43
Geranium homeanum,23,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Geranium homeanum,23,NA,just germinated seedlings,NA,seedlings_first_observed,10
Geranium homeanum,23,NA,just germinated seedlings,NA,first_flowering_resp,19
Geranium homeanum,23,NA,just germinated seedlings,NA,first_fruiting_resp,19
Pelargonium inodorum,23,NA,just germinated seedlings,NA,seedlings_first_observed,20
Pelargonium inodorum,23,NA,just germinated seedlings,NA,first_flowering_unknown,35
Pelargonium inodorum,23,NA,just germinated seedlings,NA,first_fruiting_unknown,44
Pelargonium inodorum,23,NA,just germinated seedlings,NA,peak_flowering_unknown,1
Dampiera purpurea,23,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Dampiera purpurea,23,NA,just germinated seedlings,NA,seedlings_first_observed,33
Dampiera purpurea,23,NA,just germinated seedlings,NA,first_flowering_resp,36
Dampiera purpurea,23,NA,just germinated seedlings,NA,first_fruiting_resp,49
Dampiera purpurea,23,NA,just germinated seedlings,NA,secondary_juvenile_period,1
Dampiera purpurea,23,NA,just germinated seedlings,NA,peak_flowering_resp_min,2
Dampiera purpurea,23,NA,just germinated seedlings,NA,peak_flowering_resp_max,3
Dampiera stricta,23,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Dampiera stricta,23,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Dampiera stricta,23,NA,just germinated seedlings,NA,seedlings_first_observed,21
Dampiera stricta,23,NA,just germinated seedlings,NA,first_flowering_resp,31
Dampiera stricta,23,NA,just germinated seedlings,NA,first_fruiting_resp,64
Dampiera stricta,23,NA,just germinated seedlings,NA,peak_flowering_resp_min,2
Dampiera stricta,23,NA,just germinated seedlings,NA,peak_flowering_resp_max,3
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,seedlings_first_observed,26
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,first_flowering_resp,31
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,first_fruiting_resp,51
Goodenia bellidifolia,23,NA,just germinated seedlings,NA,secondary_juvenile_period,1
Goodenia hederacea,23,NA,NA,NA,fire_response_LCR,resprouts
Goodenia hederacea,23,NA,NA,NA,first_flowering_resp,39
Goodenia hederacea,23,NA,NA,NA,first_fruiting_resp,49
Goodenia hederacea,23,NA,NA,NA,secondary_juvenile_period,1
Goodenia heterophylla,23,NA,NA,NA,fire_response_LCR,resprouts
Goodenia heterophylla,23,NA,NA,NA,fire_response_NL,resprouts
Goodenia heterophylla,23,NA,NA,NA,first_flowering_resp,20
Goodenia heterophylla,23,NA,NA,NA,first_fruiting_resp,46
Goodenia heterophylla,23,NA,NA,NA,secondary_juvenile_period,46
Goodenia heterophylla,23,NA,NA,NA,peak_flowering_resp_min,2
Goodenia heterophylla,23,NA,NA,NA,peak_flowering_resp_max,3
Goodenia ovata,23,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Goodenia ovata,23,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Goodenia ovata,23,NA,just germinated seedlings,NA,seedlings_first_observed,20
Goodenia ovata,23,NA,just germinated seedlings,NA,first_flowering_seed,143
Goodenia ovata,23,NA,just germinated seedlings,NA,first_fruiting_seed,146
Goodenia ovata,23,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Goodenia ovata,23,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Goodenia ovata,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Goodenia ovata,23,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Goodenia paniculata,23,NA,NA,NA,fire_response_NL,resprouts
Goodenia paniculata,23,NA,NA,NA,first_flowering_unknown_min,0
Goodenia paniculata,23,NA,NA,NA,first_flowering_unknown_max,2
Goodenia stelligera,23,NA,NA,NA,first_flowering_unknown,31
Scaevola ramosissima,23,NA,NA,NA,fire_response_LCR,resprouts
Scaevola ramosissima,23,NA,NA,NA,fire_response_NL,resprouts
