"","plot","species","fresh","dry","count","area","sla","lma","ldmc","N_mature","P_mature","K_mature","C_mature","d15N","d13C","Ca_mature","Cu_mature","Fe_mature","Mg_mature","Mn_mature","Mo_mature","Na_mature","S_mature","Zn_mature","N_senesced","P_senesced","K_senesced","family","genus","growthform","strategy"
"141","S.W.26","Acacia rostellifera (Summer-scented Wattle)",3.1743,1.2009,10,4816.891688,4.011068106,249.3101522,378.3196295,17676.85231,401.180995238095,8189.51857619048,44.23640171,-0.976293996,-28.39604805,51694.6541809524,1.37077635809524,623.309813750476,3533.21620476191,115.654048045714,0.46082100952381,2064.32926190476,11667.8191333333,3.34091686761905,11959.7312,124.5016875,5288.8023,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"142","S.W.26","Acacia spathulifolia",0.3927,0.1237,10,501.5838898,4.054841469,246.6187661,314.9987268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"143","S.W.26","Banksia leptophylla var. melletica",0.1947,0.0965,10,612.9575235,6.351891435,157.4334212,495.6343092,6862.957,540.497095238095,2984.86677619048,48.86078508,3.4534054,-26.82721929,3979.62328095238,2.03749022809524,199.818719460476,1551.8435047619,53.2695525857143,0.550521989523809,7053.18076190476,1783.53953333333,4.59533681761905,3411.5914,87.2633875,794.9826,"Proteaceae","Banksia","shrub","Cluster roots"
"144","S.W.26","Banksia sessilis var. cygnorum",0.3589,0.1789,10,1169.027804,6.534532165,153.0331437,498.4675397,6868.525,250.713695238095,2608.51797619048,48.41624422,3.0868386,-27.1036246,4439.69128095238,1.30798671809524,117.833178460476,1758.1259047619,68.0839569557143,0.0682893295238095,5679.89496190476,2048.98303333333,1.34331207761905,3759.5467,45.9481875,1353.6279,"Proteaceae","Banksia","shrub","Cluster roots"
"145","S.W.26","Hibbertia hypericoides (Yellow Buttercups)",0.2061,0.0725,50,587.0441409,8.097160565,123.5000828,351.770985,8300.575,299.947795238095,2765.10887619048,43.32226736,-2.674476,-30.26835649,21039.5312809524,2.30503874809524,114.945191290476,4547.1175047619,30.9956074957143,0.36835082952381,1395.53006190476,4253.50063333333,3.98704670761905,5462.5584,65.8248875,1194.1325,"Dilleniaceae","Hibbertia","shrub","AM"
"146","S.W.26","Melaleuca aff. systena",0.1167,0.0502,50,304.8793921,6.073294663,164.6552745,430.1628106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","S.W.34","Acacia spathulifolia",0.3332,0.0767,10,385.8847748,5.031092239,198.7639964,230.1920768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"148","S.W.34","Banksia leptophylla var. melletica",0.2077,0.0966,10,504.8426022,5.226113894,191.3467675,465.0938854,11778.49483,384.780695238095,4523.98877619048,48.46699274,3.947550248,-26.95099824,5526.18748095238,1.48843875809524,128.103297140476,2285.00470476191,97.9237892057143,0.56655694952381,6509.44756190476,1863.42093333333,7.45005057761905,4298.812,42.4627875,749.7114,"Proteaceae","Banksia","shrub","Cluster roots"
"149","S.W.34","Banksia sessilis var. cygnorum",0.5152,0.2524,10,1561.858039,6.188027095,161.6023952,489.9068323,9026.213,255.329295238095,3519.57327619048,48.39145261,1.0394764,-27.26188821,3729.88818095238,1.48352312809524,115.748275920476,1319.9214047619,64.6883830057143,0.37063718952381,5569.17486190476,1602.63213333333,3.75677147761905,5350.3734,56.0154875,924.0208,"Proteaceae","Banksia","shrub","Cluster roots"
"150","S.W.34","Gompholobium tomentosum (Hairy Yellow Pea)",0.2371,0.1343,5,574.4293557,4.277210392,233.7972436,566.4276677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Gompholobium","shrub","AM, Nitrogen fixer"
"151","S.W.34","Melaleuca aff. systena",0.4017,0.1523,50,873.8224359,5.737507787,174.2917025,379.1386607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","S.W.35","Acacia rostellifera (Summer-scented Wattle)",2.4103,0.9729,10,3985.44297,4.096456953,244.1133915,403.6427001,14105.17316,627.750495238095,3581.01477619048,42.760076,-1.631795463,-29.40109576,60521.1436809524,2.00147669809524,215.263480650476,2850.74190476191,115.494925835714,0,1129.42876190476,14777.0193333333,1.35545942761905,8539.719,173.622295238095,1944.83127619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"153","S.W.35","Acacia spathulifolia",0.4545,0.1143,10,500.1502877,4.375768046,228.5313091,251.4851485,11463.223,307.356295238095,8941.19197619048,38.29202546,0.5312288,-25.68644048,67056.7994809524,1.29603895809524,51.2054678104762,4507.8359047619,5.35812001571429,0.0197306595238095,2625.08956190476,18820.4349333333,3.84385003761905,8408.7196,123.0616875,4205.3841,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"154","S.W.35","Banksia leptophylla var. melletica",0.2251,0.098,10,737.7309059,7.527866387,132.8397648,435.3620613,8720.117,355.261095238095,4277.54617619048,49.09604827,2.5473878,-27.50039056,3864.31678095238,1.71720342809524,103.483295940476,1476.5539047619,90.9417290257143,0.19187357952381,6925.56826190476,1419.58423333333,3.81004012761905,4444.6559,53.2743875,1124.1024,"Proteaceae","Banksia","shrub","Cluster roots"
"155","S.W.35","Banksia sessilis var. cygnorum",0.351,0.1922,10,1046.23302,5.443460044,183.7066851,547.5783476,6441.544,198.952995238095,2591.09797619048,49.52307932,-0.1132962,-26.70880606,5890.18508095238,1.01464746809524,109.710616920476,1817.1506047619,207.472201705714,0.18231214952381,3384.65186190476,2775.09923333333,4.94449461761905,4334.8733,46.0535875,625.7701,"Proteaceae","Banksia","shrub","Cluster roots"
"156","S.W.35","Hibbertia hypericoides (Yellow Buttercups)",0.6635,0.2588,50,1509.545487,5.832865097,171.4423329,390.0527506,10798.311,333.362795238095,5769.14497619048,44.93709625,-1.8423104,-28.29080153,14200.1278809524,1.25847725809524,83.9292108004762,3845.5429047619,19.5655829057143,0,1881.10156190476,3317.82863333333,3.52512772761905,8002.6119,77.2135875,957.1716,"Dilleniaceae","Hibbertia","shrub","AM"
"157","S.W.35","Melaleuca aff. systena",0.2342,0.1037,50,605.5985725,5.839909089,171.2355423,442.7839453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","S.W.36","Calothamnus quadrifidus subsp. quadrifidus",0.4805,0.207,10,500.6492402,2.418595363,413.4631263,430.8012487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Calothamnus","shrub","Ectomycorrhizal"
"159","S.W.36","Gompholobium tomentosum (Hairy Yellow Pea)",0.233,0.0976,5,554.3433677,5.67974762,176.0641611,418.8841202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Gompholobium","shrub","AM, Nitrogen fixer"
"160","S.W.36","Gompholobium tomentosum (Hairy Yellow Pea)",0.21,0.0775,5,481.6548232,6.214900944,160.9036104,369.047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Gompholobium","shrub","AM, Nitrogen fixer"
"161","S.W.36","Labichea cassioides",1.2561,0.53,4,2778.734596,5.242895463,190.7343007,421.9409283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Labichea","shrub","AM"
"162","S.W.36","Labichea cassioides",0.3153,0.1477,4,824.4207404,5.581724715,179.1560944,468.4427529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Labichea","shrub","AM"
"163","S.W.36","Scaevola canescens (Grey Scaevola)",0.6968,0.0878,5,1528.925376,17.41372866,57.42595509,126.0045924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goodeniaceae","Scaevola","perennial herb","AM"
"164","S.W.36","Scaevola canescens (Grey Scaevola)",1.1464,0.2307,5,2083.737075,9.032236996,110.714544,201.2386602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goodeniaceae","Scaevola","perennial herb","AM"
"165","S.W.36","Stenanthemum notiale subsp. notiale",0.0953,0.0348,10,387.2051074,11.12658355,89.87484755,365.1626443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhamnaceae","Stenanthemum","perennial herb","Ectomycorrhizal"
"166","S.W.36","Stenanthemum notiale subsp. notiale",0.0976,0.0309,10,397.6741023,12.86971205,77.70181619,316.5983607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhamnaceae","Stenanthemum","perennial herb","Ectomycorrhizal"
"167","S.W.8","Acacia rostellifera (Summer-scented Wattle)",2.924,1.1591,10,4658.870254,4.019385949,248.7942219,396.4090287,17289.01179,614.481495238095,7209.76257619048,44.57668128,1.224552529,-28.08288108,49320.6102809524,1.76395429809524,65.0079886604762,2097.71380476191,11.1412865657143,0.29989901952381,509.544861904762,13135.2624333333,4.42311354761905,9680.5823,180.154495238095,3274.36787619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"168","S.W.8","Acacia spathulifolia",0.4689,0.1073,10,542.8692628,5.059359393,197.6534819,228.83344,10744.244,339.501195238095,7823.35917619048,39.30378268,1.5860529,-26.09600126,75693.8201809524,1.45997113809524,221.874704680476,3779.47900476191,5.93978837571429,0.33035716952381,3603.21506190476,20223.0782333333,7.79532053761905,9630.1503,207.496195238095,6685.68547619048,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"169","S.W.8","Banksia leptophylla var. melletica",0.2252,0.1023,10,604.6583083,5.9106384,169.1864622,454.2628774,6690.431,436.977795238095,2383.91197619048,49.66805997,3.1204928,-27.58251746,5229.60878095238,1.79326508809524,96.9394678204762,2269.0640047619,79.5119963557143,0.11845437952381,6448.75286190476,2085.05573333333,3.85445327761905,3996.3381,74.7797875,898.2959,"Proteaceae","Banksia","shrub","Cluster roots"
"170","S.W.8","Banksia sessilis var. cygnorum",0.3702,0.188,10,1207.304595,6.421832954,155.7187811,507.8336035,7075.281,249.578795238095,3314.16957619048,48.29613333,2.3727563,-26.54459066,3183.48988095238,1.08489727809524,81.1573577704762,1312.4024047619,68.4168396957143,0.11293464952381,6480.10646190476,1499.14653333333,1.15130191761905,4948.3707,76.0784875,1313.2785,"Proteaceae","Banksia","shrub","Cluster roots"
"171","S.W.8","Hibbertia hypericoides (Yellow Buttercups)",0.3863,0.1479,50,793.6676175,5.366244878,186.3500497,382.8630598,10027.27,317.546695238095,4336.35517619048,45.77606567,-2.1085867,-27.79156219,15387.8316809524,1.37667192809524,144.587470990476,3356.09260476191,18.8021532457143,0.39614127952381,3110.36586190476,2897.57193333333,3.76406965761905,7687.9669,98.6586875,1149.383,"Dilleniaceae","Hibbertia","shrub","AM"
"172","S.W.8","Melaleuca aff. systena",0.3063,0.1229,50,747.4343601,6.081646542,164.4291547,401.2406138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","S.W.35","Calothamnus quadrifidus subsp. quadrifidus",0.1624,0.0705,10,269.8702264,3.827946473,261.2366727,434.1133005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Calothamnus","shrub","Ectomycorrhizal"
"174","S.W.26","Calothamnus quadrifidus subsp. quadrifidus",0.1771,0.0697,10,259.0175604,3.716177338,269.0937243,393.5629588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Calothamnus","shrub","Ectomycorrhizal"
"175","S.W.35","Labichea cassioides",0.9475,0.4472,4,1690.95703,3.781209816,264.4656204,471.9788918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Labichea","shrub","AM"
"176","S.W.8","Labichea cassioides",0.798,0.3731,4,1701.092789,4.559348135,219.3295994,467.5438596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Labichea","shrub","AM"
"177","S.W.26","Scholtzia umbellifera",0.0405,0.0175,50,127.7732543,7.301328818,136.9613703,432.0987654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Scholtzia","shrub","AM"
"178","S.W.8","Scholtzia umbellifera",0.0643,0.032,50,187.7916491,5.868489034,170.4016135,497.6671851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Scholtzia","shrub","AM"
