Species,Site abbreviation,Latitude (S),Longitude (E),LAI,Seed mass (g),Light Treatment,Light Treatment (Categorical),Replicate,Total Seeds,Total Germinated,Proportion Germinated,Number Inviable,lat_lon_combined,park,description,Site
Senecio pinnatifolius subsp. alpinus,K.N.P.A,-36.4556,148.2624,0.499994993,0.000272,18/6,long,1,33,25,0.757575758,8, (site_at_-36.4556_S_and_148.2624_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4556_S_and_148.2624_E)
Senecio pinnatifolius subsp. alpinus,K.N.P.A,-36.4556,148.2624,0.499994993,0.000272,6/18,short,1,33,27,0.818181818,6, (site_at_-36.4556_S_and_148.2624_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4556_S_and_148.2624_E)
Solanum aviculare,B.R.N.P,-28.3827,153.0607,4.999949932,0.000234,12/12,control,1,30,0,0,30, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Solanum aviculare,B.R.N.P,-28.3827,153.0607,4.999949932,0.000234,18/6,long,1,30,1,0.033333333,29, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Solanum aviculare,B.R.N.P,-28.3827,153.0607,4.999949932,0.000234,6/18,short,1,30,0,0,30, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syncarpia glomulifera,Q.L.D.S,-17.3922,145.3873,1.833315015,0.00031,12/12,control,1,15,2,0.133333333,13, (site_at_-17.3922_S_and_145.3873_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.3922_S_and_145.3873_E)
Syncarpia glomulifera,Q.L.D.S,-17.3922,145.3873,1.833315015,0.00031,18/6,long,1,15,3,0.2,12, (site_at_-17.3922_S_and_145.3873_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.3922_S_and_145.3873_E)
Syncarpia glomulifera,Q.L.D.S,-17.3922,145.3873,1.833315015,0.00031,6/18,short,1,15,5,0.333333333,10, (site_at_-17.3922_S_and_145.3873_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.3922_S_and_145.3873_E)
Symplocos wooroonooran,Q.L.D,-17.4467,145.4763,5.26661396,0.035932,12/12,control,1,28,8,0.285714286,19, (site_at_-17.4467_S_and_145.4763_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4467_S_and_145.4763_E)
Symplocos wooroonooran,Q.L.D,-17.4467,145.4763,5.26661396,0.035932,18/6,long,1,28,5,0.178571429,23, (site_at_-17.4467_S_and_145.4763_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4467_S_and_145.4763_E)
Symplocos wooroonooran,Q.L.D,-17.4467,145.4763,5.26661396,0.035932,6/18,short,1,28,5,0.178571429,23, (site_at_-17.4467_S_and_145.4763_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4467_S_and_145.4763_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,12/12,control,1,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,12/12,control,2,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,18/6,long,1,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,18/6,long,2,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,6/18,short,1,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium crebrinerve,D.N.P,-30.3658,152.7304,4.433289051,0.13328,6/18,short,2,11,0,0,11, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,12/12,control,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,12/12,control,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,12/12,control,3,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,12/12,control,4,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,18/6,long,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,18/6,long,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,18/6,long,3,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,18/6,long,4,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,6/18,short,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,6/18,short,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,6/18,short,3,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.13962,6/18,short,4,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,12/12,control,1,9,9,1,0, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,12/12,control,2,9,9,1,0, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,18/6,long,1,9,8,0.888888889,1, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,18/6,long,2,9,9,1,0, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,6/18,short,1,9,9,1,0, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium oleosum.Q,Q.L.D.S,-17.4553,145.4643,5.133282185,0.30793,6/18,short,2,9,9,1,0, (site_at_-17.4553_S_and_145.4643_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4553_S_and_145.4643_E)
Syzygium australe,T.N.P,-28.5207,152.7479,5.499945164,0.063789,12/12,control,1,6,0,0,6, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Syzygium australe,T.N.P,-28.5207,152.7479,5.499945164,0.063789,18/6,long,1,6,0,0,6, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Syzygium australe,T.N.P,-28.5207,152.7479,5.499945164,0.063789,6/18,short,1,6,0,0,6, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Tasmannia stipitata,T.S,-28.5207,152.7479,5.499945164,0.001154,12/12,control,1,33,6,0.181818182,26, (site_at_-28.5207_S_and_152.7479_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-28.5207_S_and_152.7479_E)
Tasmannia stipitata,T.S,-28.5207,152.7479,5.499945164,0.001154,18/6,long,1,33,8,0.242424242,23, (site_at_-28.5207_S_and_152.7479_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-28.5207_S_and_152.7479_E)
Tasmannia stipitata,T.S,-28.5207,152.7479,5.499945164,0.001154,6/18,short,1,33,3,0.090909091,29, (site_at_-28.5207_S_and_152.7479_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-28.5207_S_and_152.7479_E)
Trachymene incisa,B.Rock,-28.8527,152.0401,1.533318043,0.001072,12/12,control,1,30,14,0.466666667,12, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Trachymene incisa,B.Rock,-28.8527,152.0401,1.533318043,0.001072,18/6,long,1,30,19,0.633333333,5, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Trachymene incisa,B.Rock,-28.8527,152.0401,1.533318043,0.001072,6/18,short,1,30,17,0.566666667,10, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,12/12,control,1,3,2,0.666666667,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,12/12,control,2,3,1,0.333333333,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,18/6,long,1,3,0,0,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,18/6,long,2,3,1,0.333333333,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,6/18,short,1,3,1,0.333333333,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Triunia erythrocarpa,Q.L.D,-17.4122,145.7005,5.26661396,3.08522,6/18,short,2,3,1,0.333333333,0, (site_at_-17.4122_S_and_145.7005_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4122_S_and_145.7005_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,12/12,control,1,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,12/12,control,2,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,18/6,long,1,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,18/6,long,2,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,6/18,short,1,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
Vachellia bidwillii,Q.L.D.W,-17.3782,145.253,1.533318043,0.207676,6/18,short,2,10,10,1,0, (site_at_-17.3782_S_and_145.2530_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3782_S_and_145.2530_E)
