Species,Site abbreviation,Latitude (S),Longitude (E),LAI,Seed mass (g),Light Treatment,Light Treatment (Categorical),Replicate,Total Seeds,Total Germinated,Proportion Germinated,Number Inviable,lat_lon_combined,park,description,Site
Eucalyptus shirleyi,Q.L.D.W,-17.383,145.3787,1.49998498,0.000795,18/6,long,1,7,4,0.571428571,3, (site_at_-17.3830_S_and_145.3787_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3830_S_and_145.3787_E)
Eucalyptus shirleyi,Q.L.D.W,-17.383,145.3787,1.49998498,0.000795,6/18,short,1,7,5,0.714285714,2, (site_at_-17.3830_S_and_145.3787_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3830_S_and_145.3787_E)
Eucalyptus websteriana subsp. norsemanica,A.B.G,-34.0659,150.769,1.466652036,0.000496,12/12,control,1,35,33,0.942857143,2, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Eucalyptus websteriana subsp. norsemanica,A.B.G,-34.0659,150.769,1.466652036,0.000496,18/6,long,1,35,34,0.971428571,1, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Eucalyptus websteriana subsp. norsemanica,A.B.G,-34.0659,150.769,1.466652036,0.000496,6/18,short,1,35,34,0.971428571,1, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,12/12,control,1,20,0,0,20, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,12/12,control,2,20,0,0,20, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,18/6,long,1,20,0,0,20, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,18/6,long,2,20,0,0,20, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,6/18,short,1,20,0,0,17, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Euphrasia collina subsp. diversicolor,K.N.P.A,-36.4661,148.27,0.899990976,0.00029,6/18,short,2,20,0,0,19, (site_at_-36.4661_S_and_148.2700_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4661_S_and_148.2700_E)
Ficus benjamina,Q.L.D,-17.3378,145.5811,4.499955177,0.000184,12/12,control,1,30,23,0.766666667,0, (site_at_-17.3378_S_and_145.5811_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.3378_S_and_145.5811_E)
Ficus benjamina,Q.L.D,-17.3378,145.5811,4.499955177,0.000184,18/6,long,1,30,22,0.733333333,0, (site_at_-17.3378_S_and_145.5811_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.3378_S_and_145.5811_E)
Ficus benjamina,Q.L.D,-17.3378,145.5811,4.499955177,0.000184,6/18,short,1,30,20,0.666666667,0, (site_at_-17.3378_S_and_145.5811_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.3378_S_and_145.5811_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,12/12,control,1,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,12/12,control,2,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,12/12,control,3,10,0,0,8, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,12/12,control,4,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,18/6,long,1,10,0,0,8, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,18/6,long,2,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,18/6,long,3,10,0,0,9, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,18/6,long,4,10,0,0,9, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,6/18,short,1,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,6/18,short,2,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,6/18,short,3,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Ganophyllum falcatum,Q.L.D,-16.6251,145.3118,5.399945736,0.215736,6/18,short,4,10,0,0,10, (site_at_-16.6251_S_and_145.3118_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6251_S_and_145.3118_E)
Geitonoplesium cymosum,T.N.P,-28.5207,152.7479,5.499945164,0.010235,12/12,control,1,11,1,0.090909091,7, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Geitonoplesium cymosum,T.N.P,-28.5207,152.7479,5.499945164,0.010235,18/6,long,1,11,0,0,3, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Geitonoplesium cymosum,T.N.P,-28.5207,152.7479,5.499945164,0.010235,6/18,short,1,11,0,0,9, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Glochidion ferdinandi,T.N.P,-28.5207,152.7479,5.499945164,0.018294,12/12,control,1,5,1,0.2,4, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Glochidion ferdinandi,T.N.P,-28.5207,152.7479,5.499945164,0.018294,18/6,long,1,5,1,0.2,4, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Glochidion ferdinandi,T.N.P,-28.5207,152.7479,5.499945164,0.018294,6/18,short,1,5,2,0.4,2, (site_at_-28.5207_S_and_152.7479_E),Toonumber National Park,NA,Toonumber National Park (site_at_-28.5207_S_and_152.7479_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,12/12,control,1,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,12/12,control,2,5,0,0,4, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,12/12,control,3,5,0,0,4, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,12/12,control,4,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,18/6,long,1,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,18/6,long,2,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,18/6,long,3,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,18/6,long,4,5,0,0,3, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,6/18,short,1,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,6/18,short,2,5,0,0,4, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,6/18,short,3,5,0,0,4, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Grevillea glauca,Q.L.D.W,-17.3683,145.3128,1.633316994,0.100188,6/18,short,4,5,0,0,5, (site_at_-17.3683_S_and_145.3128_E),Queensland Woodland,woodland,Queensland Woodland (site_at_-17.3683_S_and_145.3128_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,12/12,control,1,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,12/12,control,2,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,12/12,control,3,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,12/12,control,4,5,4,0.8,1, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,18/6,long,1,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,18/6,long,2,5,4,0.8,1, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,18/6,long,3,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,18/6,long,4,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,6/18,short,1,5,3,0.6,2, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,6/18,short,2,5,3,0.6,2, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,6/18,short,3,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides,R.N.P,-34.1138,151.0664,3.366632938,0.027504,6/18,short,4,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,12/12,control,1,7,3,0.428571429,4, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,12/12,control,2,7,7,1,0, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,18/6,long,1,7,2,0.285714286,5, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,18/6,long,2,7,4,0.571428571,3, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,6/18,short,1,7,2,0.285714286,5, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea dactyloides.RC,R.C,-29.4718,152.8611,2.499974966,0.0082,6/18,short,2,7,3,0.428571429,4, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,12/12,control,1,10,2,0.2,1, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,12/12,control,2,10,0,0,5, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,12/12,control,3,10,2,0.2,2, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,18/6,long,1,10,2,0.2,3, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,18/6,long,2,10,3,0.3,3, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,18/6,long,3,10,2,0.2,2, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,6/18,short,1,10,2,0.2,2, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,6/18,short,2,10,4,0.4,4, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea microcarpa,K.N.P,-36.4351,148.5184,1.899981022,0.005398,6/18,short,3,10,1,0.1,4, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,12/12,control,1,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,12/12,control,2,5,3,0.6,1, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,18/6,long,1,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,18/6,long,2,5,4,0.8,1, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,6/18,short,1,5,2,0.4,3, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Hakea sericea,R.N.P,-34.1138,151.0664,3.366632938,0.034365,6/18,short,2,5,5,1,0, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,12/12,control,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,12/12,control,2,10,0,0,9, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,18/6,long,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,18/6,long,2,10,1,0.1,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,6/18,short,1,10,0,0,9, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Homalanthus populifolius,B.R.N.P,-28.3827,153.0607,4.999949932,0.02384,6/18,short,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,12/12,control,1,15,1,0.066666667,14, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,12/12,control,2,15,1,0.066666667,14, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,18/6,long,1,15,5,0.333333333,9, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,18/6,long,2,15,2,0.133333333,13, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,6/18,short,1,15,8,0.533333333,7, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Isotoma anethifolia,B.Rock,-28.8527,152.0401,1.533318043,0.00002,6/18,short,2,15,1,0.066666667,14, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Kunzea ericoides,B.Rock,-28.8527,152.0401,1.533318043,0.000038,12/12,control,1,33,4,0.121212121,29, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Kunzea ericoides,B.Rock,-28.8527,152.0401,1.533318043,0.000038,18/6,long,1,33,16,0.484848485,17, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Kunzea ericoides,B.Rock,-28.8527,152.0401,1.533318043,0.000038,6/18,short,1,33,11,0.333333333,22, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Leptospermum arachnoides,C.N.R,-29.8068,152.7778,2.666640043,0.00008,12/12,control,1,30,9,0.3,20, (site_at_-29.8068_S_and_152.7778_E),Chambigne Nature Reserve,NA,Chambigne Nature Reserve (site_at_-29.8068_S_and_152.7778_E)
Leptospermum arachnoides,C.N.R,-29.8068,152.7778,2.666640043,0.00008,18/6,long,1,30,5,0.166666667,24, (site_at_-29.8068_S_and_152.7778_E),Chambigne Nature Reserve,NA,Chambigne Nature Reserve (site_at_-29.8068_S_and_152.7778_E)
Leptospermum arachnoides,C.N.R,-29.8068,152.7778,2.666640043,0.00008,6/18,short,1,30,9,0.3,20, (site_at_-29.8068_S_and_152.7778_E),Chambigne Nature Reserve,NA,Chambigne Nature Reserve (site_at_-29.8068_S_and_152.7778_E)
Leptospermum grandifolium,K.N.P,-36.3471,148.527,2.033313036,0.000128,12/12,control,1,21,5,0.238095238,16, (site_at_-36.3471_S_and_148.5270_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3471_S_and_148.5270_E)
Leptospermum grandifolium,K.N.P,-36.3471,148.527,2.033313036,0.000128,18/6,long,1,21,7,0.333333333,14, (site_at_-36.3471_S_and_148.5270_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3471_S_and_148.5270_E)
Leptospermum grandifolium,K.N.P,-36.3471,148.527,2.033313036,0.000128,6/18,short,1,21,12,0.571428571,9, (site_at_-36.3471_S_and_148.5270_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3471_S_and_148.5270_E)
Leptospermum gregarium,T.S,-30.6017,152.3854,5.299946785,0.000058,12/12,control,1,33,26,0.787878788,7, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leptospermum gregarium,T.S,-30.6017,152.3854,5.299946785,0.000058,18/6,long,1,33,19,0.575757576,13, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leptospermum gregarium,T.S,-30.6017,152.3854,5.299946785,0.000058,6/18,short,1,33,19,0.575757576,14, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leptospermum juniperinum,C.W,-34.0954,151.1601,1.366652966,0.000152,12/12,control,1,33,4,0.121212121,29, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
Leptospermum juniperinum,C.W,-34.0954,151.1601,1.366652966,0.000152,18/6,long,1,33,5,0.151515152,28, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
Leptospermum juniperinum,C.W,-34.0954,151.1601,1.366652966,0.000152,6/18,short,1,33,9,0.272727273,24, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
Leptospermum laevigatum,C.W,-34.0954,151.1601,1.366652966,0.000304,12/12,control,1,40,11,0.275,29, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
