Site,Season,Species,Plant,Time,A,E,gs,WP,WP_pre_dawn,WP_midday,Ves Count,Phenology,Diameter,Area,Dry weight,SLA,Height max (m),Ks (kg m-1 MPa-1 s-1),KL (kg m-1 MPa-1 s-1),Kh,WP min predawn (MPa),Huber value,Max vessel length (cm),Av. conduit diameter (um),dh mean hydraulic diameter (um),wood density (g/cm3),context
1,Wet/Dry,Brachychiton australis,1,5:00:00,NA,NA,NA,-0.683333333,-0.683333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Brachychiton australis,3,5:00:00,NA,NA,NA,-0.508333333,-0.508333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Brachychiton australis,4,5:00:00,NA,NA,NA,-0.658333333,-0.658333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Cochlospermum gillivraei,1,5:00:00,NA,NA,NA,-0.75,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Cochlospermum gillivraei,2,5:00:00,NA,NA,NA,-0.541666667,-0.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Cochlospermum gillivraei,3,5:00:00,NA,NA,NA,-0.966666667,-0.966666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
1,Wet/Dry,Cochlospermum gillivraei,4,5:00:00,NA,NA,NA,-0.633333333,-0.633333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
2,Dry,Gossia bidwillii,1,5:00:00,NA,NA,NA,-0.566666667,-0.566666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Dry season at 05:00:00
2,Dry,Gossia bidwillii,3,5:00:00,NA,NA,NA,-0.633333333,-0.633333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Dry season at 05:00:00
2,Dry,Gossia bidwillii,4,5:00:00,NA,NA,NA,-0.433333333,-0.433333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Dry season at 05:00:00
2,Late Dry,Gossia bidwillii,1,5:00:00,NA,NA,NA,-4.5,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 05:00:00
2,Late Dry,Gossia bidwillii,1,10:00:00,NA,NA,NA,-5.416666667,NA,-5.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 10:00:00
2,Late Dry,Gossia bidwillii,1,15:00:00,NA,NA,NA,-5.983333333,NA,-5.983333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 15:00:00
2,Late Dry,Gossia bidwillii,1,18:00:00,NA,NA,NA,-5.683333333,NA,-5.683333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 18:00:00
2,Late Dry,Gossia bidwillii,2,5:00:00,NA,NA,NA,-4.4,-4.4,NA,214.6666667,NA,29.02106361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 05:00:00
2,Late Dry,Gossia bidwillii,2,10:00:00,NA,NA,NA,-5.416666667,NA,-5.416666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 10:00:00
2,Late Dry,Gossia bidwillii,2,15:00:00,NA,NA,NA,-5.766666667,NA,-5.766666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 15:00:00
2,Late Dry,Gossia bidwillii,2,18:00:00,NA,NA,NA,-5.066666667,NA,-5.066666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 18:00:00
2,Late Dry,Gossia bidwillii,3,5:00:00,NA,NA,NA,-4.5,-4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 05:00:00
2,Late Dry,Gossia bidwillii,3,10:00:00,NA,NA,NA,-5.8,NA,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 10:00:00
2,Late Dry,Gossia bidwillii,3,15:00:00,NA,NA,NA,-6.45,NA,-6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 15:00:00
2,Late Dry,Gossia bidwillii,3,18:00:00,NA,NA,NA,-5.983333333,NA,-5.983333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Late Dry season at 18:00:00
2,Wet,Gossia bidwillii,1,5:00:00,NA,NA,NA,-0.616666667,-0.616666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet season at 05:00:00
2,Wet,Gossia bidwillii,3,5:00:00,NA,NA,NA,-0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet season at 05:00:00
2,Wet,Gossia bidwillii,4,5:00:00,NA,NA,NA,-0.475,-0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet season at 05:00:00
2,Wet/Dry,Gossia bidwillii,1,5:00:00,NA,NA,NA,-0.583333333,-0.583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
2,Wet/Dry,Gossia bidwillii,3,5:00:00,NA,NA,NA,-0.483333333,-0.483333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
2,Wet/Dry,Gossia bidwillii,4,5:00:00,NA,NA,NA,-0.541666667,-0.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurements made in the Wet/Dry season at 05:00:00
NA,NA,Cochlospermom gillivraei,1,NA,NA,NA,NA,NA,NA,NA,13,Deciduous,88.32620904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,2,NA,NA,NA,NA,NA,NA,NA,7.1,NA,114.6398377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,3,NA,NA,NA,NA,NA,NA,NA,8.733333333,NA,110.1409916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414.7,15.594,9.072079005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2446,25.919,9.43709248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3688.2,34.871,10.57669697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2386.9,15.718,15.18577427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2968.2,26.166,11.3437285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509.3,13.33,11.32258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5655.45,41.938,13.48526396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2368,15.664,15.1174668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3619,25.819,14.01680933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1232,8.19,15.04273504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425.7,12.769,11.16532226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.89,2.96,10.50304054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634.2,16.349,9.995718393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.76,6.52,9.352147239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394.7,15.412,9.049441993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.62,5.382,12.38610182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.8,8.321,13.13303689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111.8,9.427,11.79378381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167.6,8.928,13.07795699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295.53,11.375,11.38927473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193,16.949,12.93881645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117.6,8.725,12.80916905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856.18,6.033,14.1916128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105.3,7.321,15.09766425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1145.4,9.261,12.36799482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.07,6.0581,8.964361764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876.17,10.3956,8.428277348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.59,18.2608,7.757546219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Gossia bidwillii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.55,11.2248,7.791230133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014.6,11.399,8.90078077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388.2,15.941,8.708362085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609.27,6.539,9.317479737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1451.5,15.413,9.417374943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162,12.749,9.114440348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.76,7.022,9.46681857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217.1,12.068,10.08534969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1636.1,15.878,10.30419448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2151.8,18.471,11.64961291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.2,8.462,10.10635784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502.3,26.424,9.469800182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597.6,13.816,11.56340475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.59,3.836,8.774504692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.73,9.637,7.530663069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.89,1.2,10.4075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.46,2.817,8.891018814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928.49,10.355,8.96658619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.81,1.395,10.66738351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.63,2.67,11.37191011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.69,2.215,11.36297968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333.05,3.26,10.21625767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.18,6.175,10.75595142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.39,15.4413,7.773892095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.24,8.7103,7.488146218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.31,1.7703,7.417386884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.75,3.1932,7.727358136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.59,0.8246,8.075430512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.13,11.3176,8.93413798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056.39,11.6193,9.091683664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.35,3.1049,9.2547264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.07,1.068,10.21254682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.64,3.7436,9.206111764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3505.9,26.669,13.14597473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4936,38.151,12.93806191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4803,31.405,15.29374303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279,29.339,14.5846825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961.5,11.604,16.90365391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2538.8,19.75,12.85468354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010.1,20.837,14.44593751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2739.1,19.14,14.31086729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3209.8,14.517,22.11062892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511.5,20.04,12.53243513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3268,25.18,12.97855441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2726,13.065,20.86490624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4944.4,36.968,13.37481065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2493,12.537,19.88513999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711,16.773,16.16288082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2579.83,20.383,12.6567728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785.58,6.1734,12.72524055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550.39,12.0621,12.85340032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409.89,10.2098,13.80918333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.64,7.4223,11.52796303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.42,3.0281,9.458736501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.78,3.0048,8.878461129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.32,6.312,9.225602028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.92,5.6235,9.156575087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013.79,11.256,9.006663113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2027.54,14.779,13.71906083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660.9,12.8656,12.90961945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053.08,18.5376,11.07522009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2529.2,20.9915,12.04868637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852.68,15.6508,11.83760575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2046,13.33,15.34883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,6.635,18.77920121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025.16,6.359,16.12140274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138.8,5.896,19.31478969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1487.8,8.504,17.49529633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1676.91,9.773,17.15860023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2329.29,14.443,16.12746659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385.77,20.473,16.53773262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279.57,25.568,16.7379928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585.75,8.951,17.71589767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230.92,13.109,17.01823175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
NA,NA,Cochlospermom gillivraei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109.85,13.197,15.98734561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no context given
