taxon_name,trait_name,value_type,value,unit,original_name,observation_id,value_new
Cassytha candida,seed_height,maximum,5,mm,Cassytha candida,115,NA
Cassytha candida,seed_length,minimum,4.5,mm,Cassytha candida,115,NA
Cassytha candida,seed_length,maximum,5,mm,Cassytha candida,115,NA
Cassytha candida,seed_width,minimum,4.5,mm,Cassytha candida,115,NA
Cassytha candida,seed_width,maximum,5,mm,Cassytha candida,115,NA
Cathormion umbellatum,seed_height,minimum,10,mm,Cathormium umbellatum,120,NA
Cathormion umbellatum,seed_height,maximum,10,mm,Cathormium umbellatum,120,NA
Cathormion umbellatum,seed_length,minimum,12,mm,Cathormium umbellatum,120,NA
Cathormion umbellatum,seed_length,maximum,12,mm,Cathormium umbellatum,120,NA
Cathormion umbellatum,seed_width,minimum,10,mm,Cathormium umbellatum,120,NA
Cathormion umbellatum,seed_width,maximum,10,mm,Cathormium umbellatum,120,NA
Ceratophyllum demersum,plant_height,maximum,0.6,m,Ceratophyllum demersum,123,NA
Chamaecrista nigricans,seed_length,minimum,2.1,mm,Chamaecrista nictitans,126,NA
Chamaecrista nigricans,seed_width,minimum,1.4,mm,Chamaecrista nictitans,126,NA
Claoxylon tenerifolium,seed_height,minimum,3,mm,Claoxylon tenerifolium,130,NA
Claoxylon tenerifolium,seed_length,minimum,3,mm,Claoxylon tenerifolium,130,NA
Claoxylon tenerifolium,seed_width,minimum,3,mm,Claoxylon tenerifolium,130,NA
Arivela cleomoides,seed_height,minimum,1.5,mm,Cleome cleomoides,133,NA
Arivela cleomoides,seed_height,maximum,1.5,mm,Cleome cleomoides,133,NA
Arivela cleomoides,seed_length,minimum,2,mm,Cleome cleomoides,133,NA
Arivela cleomoides,seed_width,minimum,1.5,mm,Cleome cleomoides,133,NA
Arivela linophylla,plant_height,maximum,0.3,m,Cleome linophylla,136,NA
Arivela linophylla,seed_length,minimum,1.15,mm,Cleome linophylla,136,NA
Arivela linophylla,seed_length,maximum,1.3,mm,Cleome linophylla,136,NA
Arivela linophylla,seed_width,minimum,0.9,mm,Cleome linophylla,136,NA
Arivela linophylla,seed_width,maximum,1.2,mm,Cleome linophylla,136,NA
Arivela microaustralica,seed_length,minimum,1.1,mm,Cleome microaustralica,138,NA
Arivela microaustralica,seed_length,maximum,1.5,mm,Cleome microaustralica,138,NA
Areocleome oxalidea,seed_height,minimum,1,mm,Cleome oxalidea,139,NA
Areocleome oxalidea,seed_height,maximum,1,mm,Cleome oxalidea,139,NA
Areocleome oxalidea,seed_width,minimum,1,mm,Cleome oxalidea,139,NA
Areocleome oxalidea,seed_width,maximum,1,mm,Cleome oxalidea,139,NA
Clitoria australis,seed_height,minimum,4,mm,Clitoria australis,143,NA
Clitoria australis,seed_height,maximum,5,mm,Clitoria australis,143,NA
Cochlospermum gillivraei,seed_length,minimum,8,mm,Cochlospermum gillivrayi,145,NA
Corchorus aestuans,seed_length,minimum,1.5,mm,Corchorus aestuans,148,NA
Corchorus capsularis,seed_height,minimum,1.4,mm,Corchorus capsularis,149,NA
Corchorus capsularis,seed_height,maximum,1.9,mm,Corchorus capsularis,149,NA
Crotalaria alata,seed_height,minimum,3,mm,Crotalaria alata,152,NA
Crotalaria alata,seed_height,maximum,3,mm,Crotalaria alata,152,NA
Crotalaria alata,seed_width,minimum,3,mm,Crotalaria alata,152,NA
Crotalaria brevis,seed_height,minimum,1.6,mm,Crotalaria brevis,153,NA
Crotalaria brevis,seed_height,maximum,2.5,mm,Crotalaria brevis,153,NA
Crotalaria calycina,seed_height,minimum,2,mm,Crotalaria calycina,154,NA
Crotalaria calycina,seed_height,maximum,2,mm,Crotalaria calycina,154,NA
Crotalaria calycina,seed_width,minimum,2,mm,Crotalaria calycina,154,NA
Crotalaria medicaginea,seed_height,minimum,1.5,mm,Crotalaria medicaginea,155,NA
Crotalaria medicaginea,seed_height,maximum,3.5,mm,Crotalaria medicaginea,155,NA
Crotalaria montana,seed_height,minimum,1.5,mm,Crotalaria montana,156,NA
Crotalaria montana,seed_height,maximum,2,mm,Crotalaria montana,156,NA
Crotalaria novae-hollandiae,seed_height,minimum,3,mm,Crotalaria novae-hollandiae,157,NA
Crotalaria novae-hollandiae,seed_height,maximum,5,mm,Crotalaria novae-hollandiae,157,NA
Crotalaria quinquefolia,seed_length,minimum,4.5,mm,Crotalaria quinquefolia,158,NA
Crotalaria quinquefolia,seed_width,minimum,3.5,mm,Crotalaria quinquefolia,158,NA
Croton schultzii,seed_length,minimum,5,mm,Croton argyratus,160,NA
Croton arnhemicus,seed_length,minimum,5,mm,Croton arnhemicus,161,NA
Cucumis melo,leaf_width,minimum,25,mm,Cucumis melo subsp. agrestis,169,NA
Cucumis melo,leaf_width,maximum,45,mm,Cucumis melo subsp. agrestis,169,NA
Cucumis melo,seed_height,minimum,1.5,mm,Cucumis melo subsp. agrestis,169,NA
Cucumis melo,seed_height,maximum,2,mm,Cucumis melo subsp. agrestis,169,NA
Cycas armstrongii,plant_height,maximum,6,m,Cycas armstrongii,172,NA
Cycas calcicola,plant_height,maximum,3,m,Cycas calcicola,173,NA
Cycas canalis,plant_height,maximum,5,m,Cycas canalis,174,NA
Cycas conferta,plant_height,maximum,6,m,Cycas conferta,175,NA
Cycas maconochiei,plant_height,maximum,3.5,m,Cycas maconochiei,176,NA
Aphyllodium biarticulatum,seed_length,minimum,1.7,mm,Desmodium biarticulatum,190,NA
Aphyllodium biarticulatum,seed_width,minimum,1.3,mm,Desmodium biarticulatum,190,NA
Desmodiopsis campylocaulon,seed_length,minimum,3,mm,Desmodium campylocaulon,193,NA
Pleurolobus gangeticus,seed_length,minimum,1.6,mm,Desmodium gangeticum,195,NA
Pleurolobus gangeticus,seed_width,minimum,1.2,mm,Desmodium gangeticum,195,NA
Grona heterocarpos,seed_width,minimum,1.5,mm,Desmodium heterocarpon,196,NA
Desmos wardianus,seed_length,minimum,7,mm,Desmos wardianus,204,NA
Desmos wardianus,seed_width,minimum,5,mm,Desmos wardianus,204,NA
Desmos wardianus,seed_width,maximum,5,mm,Desmos wardianus,204,NA
Dillenia alata,seed_height,minimum,3,mm,Dillenia alata,205,NA
Dillenia alata,seed_height,maximum,3,mm,Dillenia alata,205,NA
Dillenia alata,seed_length,minimum,4,mm,Dillenia alata,205,NA
Dillenia alata,seed_width,minimum,3,mm,Dillenia alata,205,NA
Diospyros compacta,leaf_length,minimum,18,mm,Diospyros compacta,207,NA
Diospyros compacta,leaf_length,maximum,120,mm,Diospyros compacta,207,NA
Diospyros compacta,leaf_width,minimum,18,mm,Diospyros compacta,207,NA
Diospyros compacta,leaf_width,maximum,65,mm,Diospyros compacta,207,NA
Diospyros compacta,seed_length,minimum,5,mm,Diospyros compacta,207,NA
Diospyros compacta,seed_width,minimum,4,mm,Diospyros compacta,207,NA
Diospyros compacta,seed_width,maximum,5,mm,Diospyros compacta,207,NA
Diospyros humilis,seed_length,minimum,7.5,mm,Diospyros humilis,208,NA
Diospyros humilis,seed_width,minimum,5.5,mm,Diospyros humilis,208,NA
Diospyros littorea,leaf_length,minimum,25,mm,Diospyros littorea,209,NA
Diospyros littorea,leaf_length,maximum,115,mm,Diospyros littorea,209,NA
Diospyros littorea,leaf_width,minimum,12,mm,Diospyros littorea,209,NA
Diospyros littorea,leaf_width,maximum,55,mm,Diospyros littorea,209,NA
Diospyros littorea,seed_length,minimum,7,mm,Diospyros littorea,209,NA
Diospyros littorea,seed_width,minimum,4,mm,Diospyros littorea,209,NA
Diplocyclos palmatus,seed_height,minimum,1.5,mm,Diplocyclos palmatus,213,NA
Diplocyclos palmatus,seed_height,maximum,2.5,mm,Diplocyclos palmatus,213,NA
Drosera banksii,leaf_length,minimum,1,mm,Drosera banksii,214,NA
Drosera banksii,leaf_length,maximum,3,mm,Drosera banksii,214,NA
Drosera banksii,plant_height,maximum,0.15,m,Drosera banksii,214,NA
Drosera banksii,seed_length,minimum,0.8,mm,Drosera banksii,214,NA
Drosera burmanni,seed_height,minimum,0.3,mm,Drosera burmanni,216,NA
Drosera burmanni,seed_height,maximum,0.3,mm,Drosera burmanni,216,NA
Drosera burmanni,seed_length,minimum,0.3,mm,Drosera burmanni,216,NA
Drosera burmanni,seed_width,minimum,0.3,mm,Drosera burmanni,216,NA
Drosera burmanni,seed_width,maximum,0.3,mm,Drosera burmanni,216,NA
Drosera finlaysoniana,plant_height,maximum,0.7,m,Drosera indica,221,NA
Dubouzetia australiensis,seed_length,minimum,9,mm,Dubouzetia australiensis,223,NA
Dubouzetia australiensis,seed_length,maximum,10,mm,Dubouzetia australiensis,223,NA
Elatine gratioloides,plant_height,maximum,0.4,m,Elatine gratioloides,230,NA
Elatine gratioloides,seed_height,minimum,0.2,mm,Elatine gratioloides,230,NA
Elatine gratioloides,seed_height,maximum,0.2,mm,Elatine gratioloides,230,NA
Elatine gratioloides,seed_length,minimum,0.4,mm,Elatine gratioloides,230,NA
Elatine gratioloides,seed_width,minimum,0.2,mm,Elatine gratioloides,230,NA
Elatine gratioloides,seed_width,maximum,0.2,mm,Elatine gratioloides,230,NA
Elatine macrocalyx,seed_height,minimum,0.2,mm,Elatine macrocalyx,231,NA
Elatine macrocalyx,seed_width,minimum,0.2,mm,Elatine macrocalyx,231,NA
Elatine macrocalyx,seed_width,maximum,0.2,mm,Elatine macrocalyx,231,NA
Endospermum myrmecophilum,seed_length,minimum,7,mm,Endospermum medullosum,233,NA
Entada rheedei,seed_height,minimum,20,mm,Entada rheedii,234,NA
Entada rheedei,seed_length,minimum,40,mm,Entada rheedii,234,NA
Entada rheedei,seed_length,maximum,40,mm,Entada rheedii,234,NA
Entada rheedei,seed_width,minimum,40,mm,Entada rheedii,234,NA
Excoecaria agallocha,seed_height,minimum,5,mm,Excoecaria agallocha,275,NA
Excoecaria agallocha,seed_length,minimum,5,mm,Excoecaria agallocha,275,NA
Excoecaria agallocha,seed_width,minimum,5,mm,Excoecaria agallocha,275,NA
Excoecaria ovalis,seed_height,minimum,4.5,mm,Excoecaria ovalis,276,NA
Excoecaria ovalis,seed_length,minimum,4.5,mm,Excoecaria ovalis,276,NA
Excoecaria ovalis,seed_width,minimum,4.5,mm,Excoecaria ovalis,276,NA
Excoecaria parvifolia,seed_length,minimum,5,mm,Excoecaria parviflora,277,NA
Ficus carpentariensis,leaf_length,minimum,42,mm,Ficus carpentariensis,286,NA
Ficus carpentariensis,leaf_length,maximum,188,mm,Ficus carpentariensis,286,NA
Ficus carpentariensis,leaf_width,minimum,16,mm,Ficus carpentariensis,286,NA
Ficus carpentariensis,leaf_width,maximum,65,mm,Ficus carpentariensis,286,NA
Ficus scobina,leaf_length,minimum,25,mm,Ficus scobina,295,NA
Ficus scobina,leaf_length,maximum,212,mm,Ficus scobina,295,NA
Ficus scobina,leaf_width,minimum,10,mm,Ficus scobina,295,NA
Ficus scobina,leaf_width,maximum,120,mm,Ficus scobina,295,NA
Flemingia trifoliata,seed_length,minimum,4,mm,Flemingia involucrata,299,NA
Flemingia trifoliata,seed_width,minimum,3.5,mm,Flemingia involucrata,299,NA
Flemingia lineata,seed_length,minimum,3,mm,Flemingia lineata,300,NA
Flemingia lineata,seed_length,maximum,3,mm,Flemingia lineata,300,NA
Flemingia lineata,seed_width,minimum,3,mm,Flemingia lineata,300,NA
Flemingia parviflora,seed_length,minimum,2.5,mm,Flemingia parviflora,301,NA
Flemingia parviflora,seed_length,maximum,2.5,mm,Flemingia parviflora,301,NA
Flemingia parviflora,seed_width,minimum,2.5,mm,Flemingia parviflora,301,NA
Flemingia pauciflora,seed_length,minimum,4.5,mm,Flemingia pauciflora,302,NA
Flemingia pauciflora,seed_length,maximum,4.5,mm,Flemingia pauciflora,302,NA
Flemingia pauciflora,seed_width,minimum,4.5,mm,Flemingia pauciflora,302,NA
Glinus lotoides,seed_length,minimum,0.4,mm,Glinus lotoides,311,NA
Glinus oppositifolius,seed_length,minimum,0.5,mm,Glinus oppositifolius,312,NA
Glycine hirticaulis,seed_length,minimum,3.8,mm,Glycine hirticaulis,317,NA
Glycine hirticaulis,seed_width,minimum,2.5,mm,Glycine hirticaulis,317,NA
Glycine tomentella,seed_length,minimum,1.8,mm,Glycine tomentella,318,NA
Glycine tomentella,seed_length,maximum,3,mm,Glycine tomentella,318,NA
Gompholobium subulatum,seed_length,minimum,2,mm,Gompholobium subulatum,319,NA
Gompholobium subulatum,seed_width,minimum,1.2,mm,Gompholobium subulatum,319,NA
Gomphrena atrorubra,seed_length,minimum,1.5,mm,Gomphrena atrorubra,320,NA
Gomphrena canescens,seed_length,minimum,2,mm,Gomphrena canescens,321,NA
Gomphrena canescens,seed_length,maximum,2,mm,Gomphrena canescens,321,NA
Gomphrena connata,seed_length,minimum,1.4,mm,Gomphrena connata,322,NA
Gomphrena flaccida,seed_length,minimum,2.2,mm,Gomphrena flaccida,324,NA
Gomphrena floribunda,seed_length,minimum,1.4,mm,Gomphrena floribunda,325,NA
Gomphrena involucrata,seed_length,minimum,1.6,mm,Gomphrena involucrata,326,NA
Gomphrena lacinulata,seed_length,minimum,2.2,mm,Gomphrena lacinulata,327,NA
Gomphrena magentitepala,seed_length,minimum,2,mm,Gomphrena magentitepala,328,NA
Gomphrena parviflora,seed_length,minimum,1.4,mm,Gomphrena parviflora,329,NA
Grevillea benthamiana,seed_length,minimum,13,mm,Grevillea benthamiana,334,NA
Grevillea decurrens,leaf_width,minimum,10,mm,Grevillea decurrens,335,NA
Grevillea decurrens,leaf_width,maximum,45,mm,Grevillea decurrens,335,NA
Grevillea formosa,leaf_width,minimum,1,mm,Grevillea formosa,339,NA
Grevillea formosa,leaf_width,maximum,1,mm,Grevillea formosa,339,NA
Grevillea goodii,seed_length,minimum,10,mm,Grevillea goodii subsp. Goodii,340,NA
Grevillea heliosperma,leaf_length,minimum,55,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,leaf_length,maximum,130,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,leaf_width,minimum,6,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,leaf_width,maximum,14,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,seed_height,minimum,15,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,seed_length,minimum,15,mm,Grevillea heliosperma,342,NA
Grevillea heliosperma,seed_width,minimum,15,mm,Grevillea heliosperma,342,NA
Grevillea longicuspis,leaf_length,minimum,35,mm,Grevillea longicuspis,343,NA
Grevillea longicuspis,leaf_length,maximum,65,mm,Grevillea longicuspis,343,NA
Grevillea myosodes,seed_height,minimum,14,mm,Grevillea myosodes,345,NA
Grevillea myosodes,seed_height,maximum,14,mm,Grevillea myosodes,345,NA
Grevillea myosodes,seed_length,minimum,18,mm,Grevillea myosodes,345,NA
Grevillea myosodes,seed_width,minimum,14,mm,Grevillea myosodes,345,NA
Grevillea parallela,leaf_length,minimum,115,mm,Grevillea parallela,346,NA
Grevillea parallela,leaf_width,minimum,1.5,mm,Grevillea parallela,346,NA
Grevillea parallela,leaf_width,maximum,9,mm,Grevillea parallela,346,NA
Grevillea parallela,seed_height,minimum,17,mm,Grevillea parallela,346,NA
Grevillea parallela,seed_length,minimum,17,mm,Grevillea parallela,346,NA
Grevillea parallela,seed_width,minimum,17,mm,Grevillea parallela,346,NA
Grevillea pteridifolia,leaf_length,minimum,180,mm,Grevillea pteridifolia,347,NA
Grevillea pteridifolia,leaf_width,minimum,1.5,mm,Grevillea pteridifolia,347,NA
Grevillea pteridifolia,leaf_width,maximum,4,mm,Grevillea pteridifolia,347,NA
