taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Calandrinia arenicola,Syeda,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia baccata,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia balonensis,Lindl.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia brevipedata,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia butcherensis,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia calyptrata,Hook.f.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia ciliata,(Ruiz & Pav.) DC.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia composita,(Nees) Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia corrigioloides,F.Muell. ex Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia creethae,Tratman ex Morrison,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia crispisepala,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia cylindrica,Poelln.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia dielsii,Poelln.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia disperma,J.M.Black,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia eremaea,Ewart,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia flava,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia gracilis,Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia granulifera,Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia hortiorum,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia kalanniensis,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia lehmannii,Endl.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia liniflora,Fenzl,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia monogyna,Poelln.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia oblonga,Syeda & Carolin,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia operta,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia oraria,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia papillata,Syeda,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia pentavalvis,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia pickeringii,A.Gray,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia pleiopetala,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia polyandra,Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia porifera,Syeda,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia primuliflora,Diels,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia ptychosperma,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia pumila,(Benth.) F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia quadrivalvis,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia remota,J.M.Black,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia reticulata,Syeda,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia rubrisabulosa,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia schistorhiza,Morrison,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sculpta,Obbens & J.G.West,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Berry Springs (M.O.Parker 855),"Dixon, R.A.Kerrigan & Cowie",Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Black angular seeds (A.A.Mitchell PRP 1661),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Bungalbin (G.J.Keighery & N.Gibson 1656),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia spergularina,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sphaerophylla,J.M.Black,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Kenwick (G.J.Keighery 10905),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Lumeah (R.W.Purdie 2168),Qld Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Mackay (G.N.Batianoff+ 9207155),Qld Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Needilup (K.R.Newbey 4892),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Nerriga (I.R.H.Telford 8677),NSW Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Olive River (J.R.Clarkson+ 10012),Qld Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Ongerup (K.R.Newbey 11834),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Piawaning (A.C.Beauglehole 12257),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. southern granites (G.J.Keighery 11266),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. The Pink Hills (F.Obbens FO 19/06),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Truncate capsules (A.Markey & S.Dillon 3474),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Warriedar (F.Obbens 04/09),WA Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia sp. Yinberrie Hills (J.L.Egan 4450),NT Herbarium,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia stagnensis,J.M.Black,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia strophiolata,(F.Muell.) F.Muell. ex B.D.Jacks.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia tholiformis,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia translucens,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia tumida,Syeda,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia umbelliformis,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia uniflora,F.Muell.,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia vernicosa,Obbens,Calandrinia,Calandrinia,1,NA,1,3,NA
Calandrinia volubilis,Benth.,Calandrinia,Calandrinia,1,NA,1,3,NA
Montia fontana,L.,Montia,Montia,1,1,1,3,NA
Portulaca australis,Endl.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca bicolor,F.Muell.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca clavigera,Geesink,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca conspicua,Domin,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca decipiens,Poelln.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca digyna,F.Muell.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca filifolia,F.Muell.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca grandiflora,Hook.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca intraterranea,J.M.Black,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca oleracea,L.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca oligosperma,F.Muell.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca pilosa,L.,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. arid zone (D.J.Parsons 430),NT Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. Bang Bang (A.Schmid AS158),Qld Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. Blackall (G.Le Gros AQ101965),Qld Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. finely echinate (D.G.Tulloch 41),NT Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. Nitmiluk (C.R.Michell 2648),NT Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. rock pools (K.A.Menkhorst 310),NT Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. smooth seed (C.R.Michell 2286),NT Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca sp. Weipa Mission (R.L.Specht+ W233),Qld Herbarium,Portulaca,Portulaca,1,NA,1,3,NA
Portulaca tuberosa,Roxb.,Portulaca,Portulaca,1,NA,1,3,NA
Rumicastrum chamaecladum,(Diels) Ulbr.,Rumicastrum,Rumicastrum,1,1,1,3,NA
Sedopsis armitii,(F.Muell.) Poelln.,Sedopsis,Sedopsis,1,2,1,3,NA
Sedopsis filsonii,(J.H.Willis) J.H.Willis,Sedopsis,Sedopsis,1,2,1,3,NA
Sedopsis sp. Bulimba Station (P.I.Forster+ PIF14742),Qld Herbarium,Sedopsis,Sedopsis,1,2,1,3,NA
Sedopsis sp. sandstone (G.J.Leach 3524),NT Herbarium,Sedopsis,Sedopsis,1,2,1,3,NA
Sedopsis sp. West Arnhem (I.D.Cowie 8677),NT Herbarium,Sedopsis,Sedopsis,1,2,1,3,NA
Ceratophyllum demersum,L.,Ceratophyllum,Ceratophyllum,1,2,7,16,NA
Ceratophyllum muricatum,Cham.,Ceratophyllum,Ceratophyllum,1,2,7,16,NA
Atherosperma moschatum,Labill.,Atherosperma,Atherosperma,3,2,7,1,NA
Daphnandra apatela,Schodde,Daphnandra,Daphnandra,3,2,1,1,NA
Daphnandra melasmena,Schodde,Daphnandra,Daphnandra,3,2,1,1,NA
Daphnandra micrantha,(Tul.) Benth.,Daphnandra,Daphnandra,3,2,1,1,NA
Daphnandra tenuipes,J.R.Perkins,Daphnandra,Daphnandra,3,2,1,1,NA
Doryphora sassafras,Endl.,Doryphora,Doryphora,3,2,1,1,NA
Beilschmiedia elliptica,C.T.White & W.D.Francis,Beilschmiedia,Beilschmiedia,3,2,1,6,NA
Cassytha aurea,J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cassytha candida,(J.Z.Weber) J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cassytha capillaris,Meisn.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha filiformis,L.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha flava,Nees,Cassytha,Cassytha,5,2,1,6,NA
Cassytha flindersii,(J.Z.Weber) J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cassytha glabella,R.Br.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha melantha,R.Br.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha micrantha,Meisn.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha muelleri,Meisn.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha nodiflora,Meisn.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha paniculata,R.Br.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha pedicellosa,J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cassytha peninsularis,J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cassytha phaeolasia,(F.Muell.) Benth.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha pomiformis,Nees,Cassytha,Cassytha,5,2,1,6,NA
Cassytha pubescens,R.Br.,Cassytha,Cassytha,5,2,1,6,NA
Cassytha racemosa,Nees,Cassytha,Cassytha,5,2,1,6,NA
Cassytha rufa,J.Z.Weber,Cassytha,Cassytha,5,2,1,6,NA
Cryptocarya bidwillii,Meisn.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya dorrigoensis,Frodin ex B.Hyland & A.G.Floyd,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya erythroxylon,Maiden & Betche ex Maiden,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya floydii,Kosterm.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya foetida,R.T.Baker,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya foveolata,C.T.White & W.D.Francis,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya glaucescens,R.Br.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya gregsonii,Maiden,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya macdonaldii,B.Hyland,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya meisneriana,Frodin,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya microneura,Meisn.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya nitens,(Blume) Koord. & Valeton,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya nova-anglica,B.Hyland & A.G.Floyd,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya obovata,R.Br.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya rigida,Meisn.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya sclerophylla,B.Hyland,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya triplinervis,R.Br.,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya whiffiniana,Le Cussan & B.Hyland,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Cryptocarya williwilliana,B.Hyland & A.G.Floyd,Cryptocarya,Cryptocarya,NA,2,1,6,NA
Endiandra crassiflora,C.T.White & W.D.Francis,Endiandra,Endiandra,3,2,1,6,NA
Endiandra hayesii,Kosterm.,Endiandra,Endiandra,3,2,1,6,NA
Endiandra introrsa,C.T.White,Endiandra,Endiandra,3,2,1,6,NA
Endiandra muelleri,Meisn.,Endiandra,Endiandra,3,2,1,6,NA
Endiandra pubens,Meisn.,Endiandra,Endiandra,3,2,1,6,NA
Endiandra sieberi,Nees,Endiandra,Endiandra,3,2,1,6,NA
Endiandra virens,F.Muell.,Endiandra,Endiandra,3,2,1,6,NA
Litsea australis,B.Hyland,Litsea,Litsea,3,2,8,6,NA
Litsea reticulata,(Meisn.) F.Muell.,Litsea,Litsea,3,2,8,6,NA
Neolitsea australiensis,Kosterm.,Neolitsea,Neolitsea,3,2,8,6,NA
Palmeria coriacea,C.T.White,Palmeria,Palmeria,4,2,8,6,NA
Palmeria foremanii,Whiffin,Palmeria,Palmeria,4,2,8,6,NA
Palmeria hypotephra,(F.Muell.) Domin,Palmeria,Palmeria,4,2,8,6,NA
Palmeria racemosa,(Tul.) A.DC.,Palmeria,Palmeria,4,2,8,6,NA
Palmeria scandens,F.Muell.,Palmeria,Palmeria,4,2,8,6,NA
Steganthera cooperorum,Whiffin,Steganthera,Kibara,3,2,13,6,NA
Steganthera hirsuta,(Warb.) J.R.Perkins,Steganthera,Kibara,3,2,13,6,NA
Wilkiea austroqueenslandica,Domin,Wilkiea,Wilkiea,3,2,8,6,NA
Wilkiea cordata,Whiffin,Wilkiea,Wilkiea,3,2,8,6,NA
Wilkiea hugeliana,(Tul.) A.DC.,Wilkiea,Wilkiea,3,2,8,6,NA
Wilkiea macrophylla,(A.Cunn.) A.DC.,Wilkiea,Wilkiea,3,2,8,6,NA
Wilkiea smithii,Whiffin,Wilkiea,Wilkiea,3,2,8,6,NA
Wilkiea sp. McDowall Range (J.G.Tracey 14552),Whiffin,Wilkiea,Wilkiea,3,2,8,6,NA
Caldesia acanthocarpa,(F.Muell.) Buchenau,Caldesia,Caldesia,1,2,1,1,NA
Caldesia oligococca,(F.Muell.) Buchenau,Caldesia,Caldesia,1,2,1,1,NA
Caldesia parnassifolia,(Bassi ex L.) Parl.,Caldesia,Caldesia,1,2,1,1,NA
Damasonium minus,(R.Br.) Buchenau,Damasonium,Damasonium,1,1,1,12,NA
Alocasia brisbanensis,(F.M.Bailey) Domin,Alocasia,Alocasia,1,2,1,2,NA
Alocasia macrorrhizos,(L.) G.Don,Alocasia,Alocasia,1,2,1,2,NA
Amorphophallus galbra,F.M.Bailey,Amorphophallus,Amorphophallus,1,2,7,2,NA
Amorphophallus paeoniifolius,(Dennst.) Nicolson,Amorphophallus,Amorphophallus,1,2,7,2,NA
Lemna aequinoctialis,Welw.,Lemna,Lemna,1,2,7,26,NA
Lemna disperma,Hegelm.,Lemna,Lemna,1,2,7,26,NA
Lemna minor,L.,Lemna,Lemna,1,2,7,26,NA
Lemna tenera,Kurz,Lemna,Lemna,1,2,7,26,NA
Lemna trisulca,L.,Lemna,Lemna,1,2,7,26,NA
Pothos brassii,B.L.Burtt,Pothos,Pothos,1,2,1,2,NA
Pothos brownii,Domin,Pothos,Pothos,1,2,1,2,NA
Pothos longipes,Schott,Pothos,Pothos,1,2,1,2,NA
Remusatia vivipara,(Roxb.) Schott,Remusatia,Remusatia,1,2,7,2,NA
Rhaphidophora australasica,F.M.Bailey,Rhaphidophora,Rhaphidophora,4,2,1,2,NA
Rhaphidophora hayi,P.C.Boyce & Bogner,Rhaphidophora,Rhaphidophora,4,2,1,2,NA
Rhaphidophora petrieana,A.Hay,Rhaphidophora,Rhaphidophora,4,2,1,2,NA
Scindapsus altissimus,Alderw.,Scindapsus,Scindapsus,4,2,1,2,NA
Spirodela polyrhiza,(L.) Schleid.,Spirodela,Spirodela,1,2,7,26,NA
Typhonium alismifolium,F.Muell.,Typhonium,Typhonium,1,2,1,2,NA
Typhonium angustilobum,F.Muell.,Typhonium,Typhonium,1,2,1,2,NA
Typhonium blumei,Nicolson & Sivad.,Typhonium,Typhonium,1,2,1,2,NA
Typhonium brownii,Schott,Typhonium,Typhonium,1,2,1,2,NA
Typhonium cochleare,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium eliosurum,(F.Muell. ex Benth.) O.D.Evans,Typhonium,Typhonium,1,2,1,2,NA
Typhonium flagelliforme,"(Lodd., G.Lodd. & W.Lodd.) Blume",Typhonium,Typhonium,1,2,1,2,NA
Typhonium johnsonianum,A.Hay & S.Taylor,Typhonium,Typhonium,1,2,1,2,NA
Typhonium jonesii,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium liliifolium,F.Muell.,Typhonium,Typhonium,1,2,1,2,NA
Typhonium mirabile,(A.Hay) A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium nudibaccatum,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium peltandroides,"A.Hay, M.D.Barrett & R.L.Barrett",Typhonium,Typhonium,1,2,1,2,NA
Typhonium praetermissum,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium russell-smithii,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium sp. Berry Springs (P.Horsfall 1042),NT Herbarium,Typhonium,Typhonium,1,2,1,2,NA
Typhonium sp. Kununurra (A.N.Start ANS 1467),WA Herbarium,Typhonium,Typhonium,1,2,1,2,NA
Typhonium taylori,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium weipanum,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Typhonium wilbertii,A.Hay,Typhonium,Typhonium,1,2,1,2,NA
Wolffia angusta,Landolt,Wolffia,Wolffia,1,2,7,26,NA
Wolffia australiana,(Benth.) Hartog & Plas,Wolffia,Wolffia,1,2,7,26,NA
Wolffia globosa,(Roxb.) Hartog & Plas,Wolffia,Wolffia,1,2,7,26,NA
Amphibolis antarctica,(Labill.) Sond. & Asch.,Amphibolis,Amphibolis,1,2,8,17,NA
Amphibolis griffithii,(J.M.Black) Hartog,Amphibolis,Amphibolis,1,2,8,17,NA
Cymodocea angustata,Ostenf.,Cymodocea,Cymodocea,1,2,8,17,NA
Cymodocea rotundata,Ehrenb. & Hempr. ex Asch. & Schweinf.,Cymodocea,Cymodocea,1,2,8,17,NA
Cymodocea serrulata,(R.Br.) Asch. & Magnus,Cymodocea,Cymodocea,1,2,8,17,NA
Halodule pinifolia,(Miki) Hartog,Halodule,Halodule,1,2,8,17,NA
Halodule tridentata,(Steinh.) Endl. ex Unger,Halodule,Halodule,1,2,8,17,NA
Halodule uninervis,(Forssk.) Asch.,Halodule,Halodule,1,2,8,17,NA
Syringodium isoetifolium,(Asch.) Dandy,Syringodium,Syringodium,1,2,8,17,NA
Thalassodendron ciliatum,(Forssk.) Hartog,Thalassodendron,Thalassodendron,1,2,8,17,NA
Thalassodendron pachyrhizum,Hartog,Thalassodendron,Thalassodendron,1,2,8,17,NA
Enhalus acoroides,(L.f.) Royle,Enhalus,Enhalus,1,2,8,26,NA
Halophila capricorni,Larkum,Halophila,Halophila,1,2,13,26,NA
Halophila minor,(Zoll.) Hartog,Halophila,Halophila,1,2,13,26,NA
Halophila ovalis,(R.Br.) Hook.f.,Halophila,Halophila,1,2,13,26,NA
Halophila spinulosa,(R.Br.) Asch.,Halophila,Halophila,1,2,13,26,NA
Halophila tricostata,Greenway,Halophila,Halophila,1,2,13,26,NA
Hydrilla verticillata,(L.f.) Royle,Hydrilla,Hydrilla,1,2,8,26,NA
Thalassia hemprichii,(Ehrenb.) Asch.,Thalassia,Thalassia,1,2,8,26,NA
Vallisneria annua,S.W.L.Jacobs & K.A.Frank,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria australis,S.W.L.Jacobs & Les,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria caulescens,F.M.Bailey & F.Muell. ex F.M.Bailey,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria erecta,S.W.L.Jacobs,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria gracilis,F.M.Bailey,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria nana,R.Br.,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria rubra,(Rendle) Les & S.W.L.Jacobs,Vallisneria,Maidenia,1,2,13,26,NA
Vallisneria triptera,S.W.L.Jacobs & K.A.Frank,Vallisneria,Maidenia,1,2,13,26,NA
Maundia triglochinoides,F.Muell.,Maundia,Maundia,1,2,1,12,NA
Posidonia angustifolia,Cambridge & J.Kuo,Posidonia,Posidonia,1,2,1,9,NA
Posidonia australis,Hook.f.,Posidonia,Posidonia,1,2,1,9,NA
Posidonia coriacea,Cambridge & J.Kuo,Posidonia,Posidonia,1,2,1,9,NA
Posidonia denhartogii,J.Kuo & Cambridge,Posidonia,Posidonia,1,2,1,9,NA
Posidonia kirkmanii,J.Kuo & Cambridge,Posidonia,Posidonia,1,2,1,9,NA
Posidonia ostenfeldii,Hartog,Posidonia,Posidonia,1,2,1,9,NA
Posidonia robertsoniae,J.Kuo & Cambridge,Posidonia,Posidonia,1,2,1,9,NA
Posidonia sinuosa,Cambridge & J.Kuo,Posidonia,Posidonia,1,2,1,9,NA
Althenia australis,(J.Drumm. ex Harv.) F.Muell.,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia bilocularis,(Kirk) Cockayne,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia cylindrocarpa,(Körn. ex Müll.Berol.) Asch.,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia hearnii,T.D.Macfarl. & D.D.Sokoloff,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia marina,(E.L.Robertson) Yu Ito,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia patentifolia,(E.L.Robertson) T.D.Macfarl. & D.D.Sokoloff,Althenia,Lepilaena,1,NA,NA,17,NA
Althenia preissii,(Lehm.) F.Muell.,Althenia,Lepilaena,1,NA,NA,17,NA
Zannichellia palustris,L.,Zannichellia,Zannichellia,1,2,7,17,NA
Heterozostera nigricaulis,J.Kuo,Heterozostera,Heterozostera,1,2,7,1,NA
Heterozostera polychlamys,J.Kuo,Heterozostera,Heterozostera,1,2,7,1,NA
Heterozostera tasmanica,(G.Martens ex Asch.) Hartog,Heterozostera,Heterozostera,1,2,7,1,NA
Zostera muelleri,Irmisch ex Asch.,Zostera,Zostera,1,2,7,1,NA
Archontophoenix alexandrae,(F.Muell.) H.Wendl. & Drude,Archontophoenix,Archontophoenix,3,2,7,6,NA
Archontophoenix cunninghamiana,(H.Wendl.) H.Wendl. & Drude,Archontophoenix,Archontophoenix,3,2,7,6,NA
Archontophoenix maxima,Dowe,Archontophoenix,Archontophoenix,3,2,7,6,NA
Archontophoenix purpurea,Hodel & Dowe,Archontophoenix,Archontophoenix,3,2,7,6,NA
Archontophoenix tuckeri,Dowe,Archontophoenix,Archontophoenix,3,2,7,6,NA
Arenga australasica,(H.Wendl. & Drude) S.T.Blake ex H.E.Moore,Arenga,Arenga,3,2,7,2,NA
Arenga listeri,Becc. ex Oliv.,Arenga,Arenga,3,2,7,2,NA
Arenga microcarpa,Becc.,Arenga,Arenga,3,2,7,2,NA
Calamus aruensis,Becc.,Calamus,Calamus,4,2,8,6,NA
Calamus australis,Mart.,Calamus,Calamus,4,2,8,6,NA
Calamus caryotoides,A.Cunn. ex Mart.,Calamus,Calamus,4,2,8,6,NA
Calamus moti,F.M.Bailey,Calamus,Calamus,4,2,8,6,NA
Calamus muelleri,H.Wendl.,Calamus,Calamus,4,2,8,6,NA
Calamus radicalis,H.Wendl. & Drude,Calamus,Calamus,4,2,8,6,NA
Calamus vitiensis,Warb. ex Becc.,Calamus,Calamus,4,2,8,6,NA
Calamus warburgii,K.Schum.,Calamus,Calamus,4,2,8,6,NA
Carpentaria acuminata,(H.Wendl. & Drude) Becc.,Carpentaria,Carpentaria,3,2,7,6,NA
Caryota albertii,F.Muell. ex H.Wendl. & Drude,Caryota,Caryota,3,2,7,6,NA
Caryota mitis,Lour.,Caryota,Caryota,3,2,7,6,NA
Corypha utan,Lam.,Corypha,Corypha,3,2,1,6,NA
Howea belmoreana,(C.Moore & F.Muell.) Becc.,Howea,Howea,3,2,7,6,NA
Howea forsteriana,(C.Moore & F.Muell.) Becc.,Howea,Howea,3,2,7,6,NA
Hydriastele costata,F.M.Bailey,Hydriastele,Gronophyllum,3,2,7,6,NA
Hydriastele ramsayi,(Becc.) W.J.Baker & Loo,Hydriastele,Gronophyllum,3,2,7,6,NA
Hydriastele wendlandiana,(F.Muell.) H.Wendl. & Drude,Hydriastele,Gronophyllum,3,2,7,6,NA
Laccospadix australasicus,H.Wendl. & Drude,Laccospadix,Laccospadix,3,2,7,6,NA
Lepidorrhachis mooreana,(F.Muell.) O.F.Cook,Lepidorrhachis,Lepidorrhachis,3,2,7,6,NA
Licuala ramsayi,(F.Muell.) Domin,Licuala,Licuala,3,2,1,6,NA
Linospadix apetiolatus,Dowe & A.K.Irvine,Linospadix,Bacularia,3,2,7,6,NA
Linospadix microcaryus,(Domin) Burret,Linospadix,Bacularia,3,2,7,6,NA
Linospadix minor,(W.Hill) Burret,Linospadix,Bacularia,3,2,7,6,NA
Linospadix monostachyos,(Mart.) H.Wendl.,Linospadix,Bacularia,3,2,7,6,NA
Linospadix palmerianus,(F.M.Bailey) Burret,Linospadix,Bacularia,3,2,7,6,NA
Livistona alfredii,F.Muell.,Livistona,Livistona,3,2,1,6,NA
Livistona australis,(R.Br.) Mart.,Livistona,Livistona,3,2,1,6,NA
Livistona benthamii,F.M.Bailey,Livistona,Livistona,3,2,1,6,NA
Livistona concinna,Dowe & Barfod,Livistona,Livistona,3,2,1,6,NA
Livistona decora,(W.Bull) Dowe,Livistona,Livistona,3,2,1,6,NA
Livistona drudei,F.Muell.,Livistona,Livistona,3,2,1,6,NA
Livistona eastonii,C.A.Gardner,Livistona,Livistona,3,2,1,6,NA
Livistona fulva,Rodd,Livistona,Livistona,3,2,1,6,NA
Livistona humilis,R.Br.,Livistona,Livistona,3,2,1,6,NA
