sort,Species,StrataBinary,Site,Lat_decimal,Long_decimal,SeedDM,seed_mass_to_use,study_with_seed_mass_duplicate,StemDensity,StemDensity_to_use,study_duplicated_for_wood_density,LA,LtLeaf,LMA,LDM,LSleaf,LSS,LSD,HeightM,HeightPlant,L1Lflt2,nLsample,LVleaf,LFrLeaf,LDrLeaf,LH20Leaf,LDV,LLV,LFV,LLA,LFA,SLA,LWC,Lasample,LVsample,LFrWtSample,LDryWtSample,LH20WtSample,LSg,Stem water displacement,Stem dry wt,Diam,UniqueID,LeafID,PlantID,SpTrees,SpID,AngioNon,Notes,Location,LF,HeightMax,ReproAge,ReproCLE,Pollination_syndrome,Fruit_type,FruitFG,DispClass,DispSimple,DispC3,cotsExp,cotsEH,cotsFR,LEE,omit,description
1514,Irvingbaileya australis,Stratum_2_adult_plant,Topaz Basalt Towalla Rd,-17.471,145.738,NA,NA,NA,NA,NA,NA,34.9641,0.185,58.83945067,0.347,2.2148,11.9719,3.450115274,23,NA,1,3,0.64683585,0.592833333,0.205726667,0.387106667,0.318051085,0.598461985,0.916512796,110.7154672,169.5548672,16.9954,0.653,104.8923,1.94050755,1.7785,0.61718,1.16132,28.4,NA,NA,NA,2006,irvausA1,irvaus21,Irvingbaileya_australis,Iau,0,NA,Topaz basalt,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1515,Irvingbaileya australis,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,irvaus11,NA,Irvingbaileya_australis,Iau,0,NA,NA,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1516,Irvingbaileya australis,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.426195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,irvausA6,NA,Irvingbaileya_australis,Iau,0,NA,NA,T,23,3,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,2.3,NA,NA
1517,Lantana camara,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.1778,0.1778,NA,14.7636,0.115,21.15502188,0.1766,0.5303,4.6113,2.611155153,NA,0.26,1,4,0.1697814,0.1768747,0.031232447,0.145642253,0.183956712,0.857822196,1.04177902,98.64955253,119.8045873,47.2701,0.8234,59.0545,0.67912675,0.7075,0.12493,0.58257,6.8,0.1878,0.03346,0.3,726,lancam11,lancam11,Lantana_camara,Lca,0,thin-stemmed resprouts,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1518,Lantana camara,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.1695,0.1695,NA,20.049,0.115,19.79900055,0.1519,0.5147,4.4757,2.946477946,NA,0.32,1,2,0.2305635,0.261265,0.039695,0.22157,0.172165222,0.960993392,1.133158544,110.5142401,130.3132326,50.5076,0.8481,40.098,0.461127,0.52253,0.07939,0.44314,6.6,0.1532,0.02602,0.3,727,lancam12,lancam12,Lantana_camara,Lca,0,thin-stemmed resprouts,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1519,Lantana camara,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.1404,0.1404,NA,14.2293,0.11,16.44025693,0.1507,0.5771,5.2463,3.481287326,NA,0.5,1,3,0.1565223,0.155233333,0.023393333,0.13184,0.149456881,0.842308093,0.991764965,92.65389021,109.0941461,60.8263,0.8493,42.6879,0.4695669,0.4657,0.07018,0.39552,7.4,0.1938,0.02727,0.4,728,lancam13,lancam13,Lantana_camara,Lca,0,thin-stemmed resprouts,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1520,Lantana camara,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.1839,0.1839,NA,20.6604,0.12,21.10074127,0.1646,0.6551,5.459,3.316524909,NA,0.5,1,2,0.2479248,0.26485,0.043595,0.221255,0.175839511,0.892427865,1.068267475,107.0913438,128.192097,47.3917,0.8354,41.3208,0.4958496,0.5297,0.08719,0.44251,8.4,0.1883,0.0347,0.4,729,lancam14,lancam14,Lantana_camara,Lca,0,thin-stemmed resprouts,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1521,Lantana camara,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,17.458,0.125,34.06458646,0.2418,0.8734,6.9875,2.889784946,15,NA,1,1,0.218225,0.2459,0.05947,0.18643,0.272516692,0.854301753,1.12681865,106.7877191,140.8523313,29.356,0.7582,17.458,0.218225,0.2459,0.05947,0.18643,11.2,NA,NA,NA,2012,lancamA1,lancam21,Lantana_camara,Lca,0,NA,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1522,Lantana camara,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,16.512,0.13,36.33113651,0.2203,0.967,7.4386,3.376577394,14,NA,1,2,0.214656,0.27225,0.05999,0.21226,0.279470281,0.988837955,1.268308363,128.5489341,164.8800872,27.5246,0.7797,33.024,0.429312,0.5445,0.11998,0.42452,12.4,NA,NA,NA,2013,lancamA2,lancam22,Lantana_camara,Lca,0,NA,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1523,Lantana camara,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,14.539,0.1325,32.70859909,0.2034,0.9202,6.9451,3.414503441,16,NA,1,2,0.19264175,0.23375,0.047555,0.186195,0.246857352,0.966535032,1.213392216,128.0658917,160.7744687,30.573,0.7966,29.078,0.3852835,0.4675,0.09511,0.37239,11.8,NA,NA,NA,2014,lancamA3,lancam23,Lantana_camara,Lca,0,NA,BrValley,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1524,Lantana camara,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,lancam15,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1525,Lantana camara,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,lancam16,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1526,Lantana camara,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.45320766,0.45320766,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,lancamA4,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1527,Lantana camara,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.521817097,0.521817097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,lancamA5,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1528,Lantana camara,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.476852603,0.476852603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,lancamA6,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1529,Lantana camara,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.355275081,0.355275081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,lancamA7,NA,Lantana_camara,Lca,0,NA,NA,V,15,1,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,3.4,NA,NA
1530,Lastreopsis wurunuran,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,laswur11,NA,zLastreopsis_wurunuran,zLa,1,NA,NA,H,1,2,3,None,Spore,SmU,SmUn,NA,SmUn,NA,NA,NA,NA,NA,NA
1531,Levieria acuminata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.2317,0.2317,NA,16.2219,0.1525,30.77642772,0.1824,1.2322,8.0798,4.429714912,NA,0.21,1,2,0.247383975,0.273650843,0.049925154,0.22372569,0.201812641,0.904366136,1.106178537,137.9158357,168.6922268,32.4924,0.8176,32.4437,0.494766425,0.5473,0.09985,0.44745,15.8,0.2818,0.06541,0.25,734,levacu13,levacu13,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1532,Levieria acuminata,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.2283,0.2283,NA,20.0946,0.1625,24.80792464,0.1623,1.045,6.4308,3.962292052,NA,0.22,1,2,0.32653725,0.307194471,0.04985052,0.257343951,0.152664152,0.788099831,0.940763945,128.0662225,152.874141,40.3097,0.8377,39.1891,0.636822875,0.5991,0.09722,0.50188,13.4,0.1551,0.03548,0.25,735,levacu14,levacu14,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1533,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,37.5738,0.245,42.63519621,0.19,2.0432,8.3397,4.389315789,14,NA,1,3,0.9205581,0.843284081,0.160196809,0.683087273,0.174021209,0.742036024,0.916057424,181.798826,224.4340688,23.4548,0.81,112.7213,2.76167185,2.52985,0.48059,2.04926,26.2,NA,NA,NA,2019,levacuA1,levacu21,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1534,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,38.2777,0.2475,43.48582362,0.1898,2.012,8.1294,4.283140148,15,NA,1,3,0.947373075,0.877100764,0.166453478,0.710647286,0.175700297,0.750124005,0.925824036,185.6556913,229.1414489,22.996,0.8102,114.833,2.84211675,2.6313,0.49936,2.13194,25.8,NA,NA,NA,2020,levacuA2,levacu21,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1535,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,20.7939,0.2275,37.2801867,0.1939,1.2322,5.4162,2.793295513,16,NA,1,4,0.473061225,0.399725,0.07752,0.322205,0.163868953,0.681106341,0.844975193,154.9516926,192.2318565,26.8239,0.8061,83.1756,1.8922449,1.5989,0.31008,1.28882,15.8,NA,NA,NA,2021,levacuA3,levacu22,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1536,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,21.7299,0.2225,36.45975754,0.1892,1.4349,6.4492,3.408668076,14,NA,1,3,0.483490275,0.418833976,0.079226788,0.339607188,0.163864079,0.702407484,0.866271769,156.2856652,192.7454686,27.4275,0.8108,65.1896,1.4504686,1.2565,0.23768,1.01882,18.4,NA,NA,NA,2022,levacuA4,levacu22,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1537,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,25.7468,0.2225,44.79805039,0.2352,1.1854,5.3276,2.265136054,NA,NA,1,4,0.5728663,0.490310517,0.115340491,0.374970026,0.201339552,0.65455068,0.855889964,145.6375264,190.4355171,22.3224,0.7648,62.9872,1.4014652,1.1995,0.28217,0.91733,15.2,NA,NA,NA,2023,levacuA5,levacu23,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1538,Levieria acuminata,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,26.7009,0.22,40.05720168,0.2208,1.1386,5.1754,2.343931159,NA,NA,1,3,0.5874198,0.484366062,0.106956533,0.377409529,0.182078189,0.642486904,0.824565433,141.347119,181.4043954,24.9643,0.7792,80.1028,1.7622616,1.4531,0.32087,1.13223,14.6,NA,NA,NA,2024,levacuA6,levacu24,Levieria_acuminata,Lac,0,NA,BrValley,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1539,Levieria acuminata,Stratum_1_seedling,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,0.2675,0.2675,NA,15.4713,0.215,31.38722101,0.1639,0.967,4.4978,2.744234289,NA,0.24,1,4,0.33263295,0.296225957,0.048560157,0.2476658,0.145987074,0.744561837,0.890549049,160.080795,191.4680456,31.8601,0.8361,61.885,1.3305275,1.1849,0.19424,0.99066,12.4,0.2562,0.068677,0.35,732,levacu11,levacu11,Levieria_acuminata,Lac,0,NA,R Crk Primary Plot,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1540,Levieria acuminata,Stratum_1_seedling,Robson Creek primary CSIRO SNVF 2200mm metamorphic,-17.121,145.634,NA,NA,NA,0.2766,0.2766,NA,24.2871,0.175,27.220217,0.1732,1.0294,5.8824,3.39630485,NA,0.26,1,2,0.42502425,0.3818,0.06611,0.31569,0.155544097,0.742757619,0.898301685,129.9825833,157.2027949,36.7374,0.8268,48.5742,0.8500485,0.7636,0.13222,0.63138,13.2,0.391,0.10838,0.3,733,levacu12,levacu12,Levieria_acuminata,Lac,0,NA,R Crk Primary Plot,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1541,Levieria acuminata,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,levacu15,NA,Levieria_acuminata,Lac,0,NA,NA,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1542,Levieria acuminata,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.374535,0.374535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,levacuA7,NA,Levieria_acuminata,Lac,0,NA,NA,S,14,2,5.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.8,NA,NA
1543,Linospadix minor,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3421,0.3421,NA,44.3905,0.13,40.71197095,0.2722,2.9947,23.0358,8.462821455,NA,0.27,2,4,0.5770765,0.663849626,0.180722398,0.483127228,0.313169007,0.83719789,1.150366764,108.8357256,149.5476794,24.5628,0.7278,177.5621,2.3083073,2.6554,0.72289,1.93251,38.4,0.2575,0.08828,0.2,737,linmin11,linmin11,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1544,Linospadix minor,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3031,0.3031,NA,24.4028,0.125,43.33412779,0.2835,3.057,24.4563,8.626560847,NA,0.29,2,4,0.305035,0.373025382,0.105747608,0.267277774,0.346673022,0.87622002,1.222893708,109.5275025,152.8617135,23.0765,0.7165,97.6111,1.22013875,1.4921,0.42299,1.06911,39.2,0.2876,0.08736,0.2,738,linmin12,linmin12,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1545,Linospadix minor,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3547,0.3547,NA,24.5011,0.1375,46.01234051,0.2896,2.7919,20.3047,7.011291436,NA,0.13,2,2,0.336890125,0.389280794,0.11273523,0.276545564,0.334635204,0.820877621,1.15551263,112.8706729,158.8829866,21.7333,0.7104,49.0021,0.673778875,0.77856,0.22547,0.55309,35.8,0.0916,0.03256,0.5,739,linmin13,linmin13,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1546,Linospadix minor,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,43.8612,0.1375,43.85041746,0.2761,4.6012,33.463,12.1198841,2,NA,2,7,0.6030915,0.696600681,0.192333045,0.504267636,0.318912127,0.836137859,1.155049741,114.9689556,158.8193393,22.8048,0.7239,307.0281,4.221636375,4.8762,1.34633,3.52987,59,NA,NA,NA,2026,linminA1,linmin21,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1547,Linospadix minor,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,49.6191,0.14,54.77111152,0.3216,5.7553,41.1096,12.78283582,2.2,NA,2,7,0.6946674,0.845069513,0.271769844,0.57329967,0.391222225,0.825286561,1.216509532,115.5401186,170.3113344,18.2578,0.6784,347.3339,4.8626746,5.91549,1.90239,4.0131,73.8,NA,NA,NA,2027,linminA2,linmin22,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1548,Linospadix minor,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,73.5385,0.14,56.37932007,0.3346,5.9425,42.4465,12.68574417,1.8,NA,2,6,1.029539,1.239271948,0.414605094,0.824666854,0.402709429,0.801005939,1.203715398,112.1408315,168.5201558,17.737,0.6654,441.2309,6.1772326,7.43563,2.48763,4.948,76.2,NA,NA,NA,2028,linminA3,linmin23,Linospadix_minor,Lmi,0,NA,BrValley,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1549,Linospadix minor,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,linmin14,NA,Linospadix_minor,Lmi,0,NA,NA,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1550,Linospadix minor,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.846566119,0.846566119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029,linminA4,NA,Linospadix_minor,Lmi,0,NA,NA,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1551,Linospadix minor,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.78808,0.78808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030,linminA5,NA,Linospadix_minor,Lmi,0,NA,NA,S,2,2,4.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,Avian,Flying,AvFor,0,0,0,1.63,NA,NA
1552,Litsea bindoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3438,0.3438,NA,59.718,0.13,49.54713915,0.2564,1.4505,11.15769231,4.351674068,NA,0.22,1,0.5,0.776334,1.154087544,0.295885693,0.858201851,0.38113184,1.105454419,1.486586371,143.7090745,193.2562282,20.1828,0.7436,39.859,0.518167,0.7703,0.19749,0.57281,18.6,0.6544,0.22544,0.35,741,litbin11,litbin11,Litsea_bindoniana,Lbi,0,Whole leaf area = 2x measured leaf area,BrValley,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1553,Litsea bindoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3818,0.3818,NA,23.665,0.11,41.64168166,0.2556,1.3258,12.0523,4.71529734,NA,0.15,1,2,0.260315,0.38555,0.098545,0.287005,0.378560742,1.102529628,1.481090218,121.278259,162.9199239,24.0144,0.7444,47.33,0.52063,0.7711,0.19709,0.57401,17,0.1643,0.06285,0.25,742,litbin12,litbin12,Litsea_bindoniana,Lbi,0,NA,BrValley,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1554,Litsea bindoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.372,0.372,NA,25.781,0.1075,40.56860963,0.2583,1.4349,13.3483,5.167750678,NA,0.15,1,2,0.27714575,0.40495,0.10459,0.30036,0.377382415,1.083761883,1.461144542,116.5044025,157.0730383,24.6496,0.7417,51.562,0.5542915,0.8099,0.20918,0.60072,18.4,0.1656,0.06173,0.3,743,litbin13,litbin13,Litsea_bindoniana,Lbi,0,NA,BrValley,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1555,Litsea bindoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3674,0.3674,NA,28.8835,0.115,41.64306893,0.264,1.4193,12.3421,4.675037879,NA,0.21,1,2,0.33216025,0.455675,0.12028,0.335395,0.362113643,1.009738522,1.371852893,116.1199301,157.7630827,24.0136,0.736,57.767,0.6643205,0.91135,0.24056,0.67079,18.2,0.3234,0.11906,0.25,744,litbin14,litbin14,Litsea_bindoniana,Lbi,0,NA,BrValley,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1556,Litsea bindoniana,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3306,0.3306,NA,39.176,0.13,43.94290937,0.2463,1.5909,12.2378,4.96865611,NA,0.25,1,1,0.509288,0.698837635,0.172151042,0.526686593,0.33802238,1.034162582,1.372185551,134.4411357,178.3841217,22.7568,0.7537,69.176,0.899288,1.23399,0.30398,0.93001,20.4,0.5103,0.16905,0.3,745,litbin15,litbin15,Litsea_bindoniana,Lbi,0,NA,BrValley,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1557,Litsea bindoniana,Stratum_1_seedling,Carrington Rd Carrington,-17.294,145.456,NA,NA,NA,0.3788,0.3788,NA,38.612,0.135,49.1065071,0.2555,1.5129,11.20666667,4.386170908,NA,0.17,1,1,0.521262,0.74199,0.18961,0.55238,0.363751904,1.059697427,1.423449244,143.0591526,192.165648,20.3639,0.7445,38.612,0.521262,0.74199,0.18961,0.55238,19.4,0.4265,0.1619,0.3,746,litbin16,litbin16,Litsea_bindoniana,Lbi,0,NA,Carrington Rd Carrington,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
1558,Litsea bindoniana,Stratum_2_adult_plant,Carrington Rd Carrington,-17.294,145.456,NA,NA,NA,NA,NA,NA,96.6555,0.195,123.6200907,0.3834,4.7415,24.3156,6.342097027,30,NA,1,2,1.88478225,3.11655,1.19485,1.9217,0.633949183,1.019587276,1.653533187,198.8195188,322.4389714,8.0893,0.6166,193.311,3.7695645,6.2331,2.3897,3.8434,60.8,NA,NA,NA,2031,litbinA1,litbin21,Litsea_bindoniana,Lbi,0,NA,Carrington Rd Carrington,C,30,3,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,NA,NA
