name_original,Wood density (g/cm^3),metadata_id,primary_source_id
Allocasuarina corniculata,0.835,56,54
Allocasuarina decaisneana,1.043,56,54
Allocasuarina dielsiana,0.9,56,54
Allocasuarina fraseriana,0.624,56,54
Allocasuarina huegeliana,0.762,56,54
Allocasuarina indet,0.63,56,54
Allocasuarina torulosa,0.795,56,54
Alloxylon flammeum,0.494,56,54
Alphitonia excelsa,0.575,56,54
Alstonia actinophylla,0.413,56,54
Alstonia actinophylla,0.394,56,54
Alstonia actinophylla,0.413,56,54
Alstonia scholaris,0.339,56,54
Angophora bakeri,0.589,56,54
Angophora costata,0.745,56,54
Angophora floribunda,0.66,56,54
Anodopetalum biglandulosum,0.61,56,54
Atherosperma moschatum,0.467,56,54
Atherosperma moschatum,0.543,56,54
Athrotaxis selaginoides,0.349,56,54
Athrotaxis selaginoides,0.343,56,54
Backhousia bancroftii,0.859,56,54
Backhousia myrtifolia,0.851,56,54
Baloghia inophylla,0.614,56,54
Banksia elderiana,0.764,56,54
Banksia marginata,0.468,56,54
Banksia serrata,0.514,56,54
Banksia verticillata,0.406,56,54
Blepharocarya involucrigera,0.466,56,54
Brachychiton acerifolius,0.337,56,54
Brachychiton gregorii,0.601,56,54
Buchanania arborescens,0.497,56,54
Buchanania arborescens,0.496,56,54
Bursaria occidentalis,0.592,56,54
Caldcluvia australiensis,0.485,56,54
Caldcluvia paniculosa,0.545,56,54
Callistemon phoeniceus,0.846,56,54
Callitris columellaris,0.576,56,54
Callitris columellaris,0.576,56,54
Callitris columellaris,0.753,56,54
Callitris columellaris,0.612,56,54
Callitris columellaris,0.569,56,54
Callitris endlicheri,0.57,56,54
Callitris verrucosa,0.682,56,54
Canarium australianum,0.501,56,54
Canarium australianum,0.512,56,54
Carallia brachiata,0.6,56,54
Carallia brachiata,0.61,56,54
Carallia brachiata,0.6,56,54
Casuarina cristata,0.935,56,54
Casuarina pauper,1.102,56,54
Casuarina pauper,0.843,56,54
Ceratopetalum apetalum,0.517,56,54
Ceratopetalum apetalum,0.514,56,54
Cinnamomum oliveri,0.474,56,54
Citronella moorei,0.585,56,54
Codonocarpus cotinifolius,0.375,56,54
Corymbia chippendalei,0.846,56,54
Corymbia citriodora,0.8,56,54
Corymbia clavigera,0.835,56,54
Corymbia confertiflora,0.768,56,54
Corymbia dallachiana,0.709,56,54
Corymbia dallachiana,0.709,56,54
Corymbia gummifera,0.72,56,54
Corymbia lenziana,0.889,56,54
Corymbia maculata,0.837,56,54
Corymbia nesophila,0.853,56,54
Corymbia peltata,0.784,56,54
Corymbia polycarpa,0.858,56,54
Corymbia polycarpa,0.784,56,54
Corymbia polycarpa,1.013,56,54
Corymbia tessellaris,0.934,56,54
Corymbia trachyphloia,0.879,56,54
Cryptocarya erythroxylon,0.576,56,54
Cryptocarya glaucescens,0.532,56,54
Daphnandra indet,0.489,56,54
Daphnandra micrantha,0.553,56,54
Diospyros pentamera,0.603,56,54
Diploglottis australis,0.577,56,54
Doryphora sassafras,0.499,56,54
Doryphora sassafras,0.499,56,54
Dryandra arborea,0.808,56,54
Duboisia hopwoodii,0.925,56,54
Duboisia myoporoides,0.386,56,54
Dysoxylum fraseranum,0.601,56,54
Ehretia acuminata,0.509,56,54
Elaeocarpus angustifolius,0.4,56,54
Endiandra discolor,0.558,56,54
Eremophila fraseri,0.725,56,54
Eremophila fraseri,0.892,56,54
Eremophila interstans,0.81,56,54
Eremophila longifolia,0.703,56,54
Eremophila miniata,0.598,56,54
Eremophila oldfieldii,0.72,56,54
Eremophila oldfieldii,0.77,56,54
Erythrophleum chlorostachys,1.035,56,54
Erythrophleum chlorostachys,1.035,56,54
Erythrophleum chlorostachys,1.016,56,54
Eucalyptus accedens,0.896,56,54
Eucalyptus agglomerata,0.602,56,54
Eucalyptus albens,0.932,56,54
Eucalyptus albens,0.94,56,54
Eucalyptus amplifolia,0.738,56,54
Eucalyptus amygdalina,0.612,56,54
Eucalyptus andrewsii,0.684,56,54
Eucalyptus andrewsii,0.728,56,54
Eucalyptus annulata,0.826,56,54
Eucalyptus astringens,0.808,56,54
Eucalyptus astringens,0.842,56,54
Eucalyptus baileyana,0.752,56,54
Eucalyptus bancroftii,0.737,56,54
Eucalyptus baueriana,0.732,56,54
Eucalyptus baxteri,0.673,56,54
Eucalyptus baxteri,0.658,56,54
Eucalyptus blakelyi,0.736,56,54
Eucalyptus blaxlandii,0.593,56,54
Eucalyptus bosistoana,0.921,56,54
Eucalyptus bosistoana,0.927,56,54
Eucalyptus botryoides,0.751,56,54
Eucalyptus botryoides,0.755,56,54
Eucalyptus botryoides,0.639,56,54
Eucalyptus bridgesiana,0.67,56,54
Eucalyptus bridgesiana,0.805,56,54
Eucalyptus bridgesiana,0.771,56,54
Eucalyptus bridgesiana,0.805,56,54
Eucalyptus brockwayi,0.97,56,54
Eucalyptus calophylla,0.706,56,54
Eucalyptus calophylla,0.669,56,54
Eucalyptus calycogona,0.929,56,54
Eucalyptus camaldulensis,0.73,56,54
Eucalyptus camaldulensis,0.744,56,54
Eucalyptus camaldulensis,0.73,56,54
Eucalyptus camaldulensis,0.757,56,54
Eucalyptus campanulata,0.74,56,54
Eucalyptus campanulata,0.728,56,54
Eucalyptus campaspe,0.844,56,54
Eucalyptus campaspe,0.932,56,54
Eucalyptus capillosa,0.963,56,54
Eucalyptus capitellata,0.658,56,54
Eucalyptus capitellata,0.752,56,54
Eucalyptus carnea,0.794,56,54
Eucalyptus carnei,0.957,56,54
Eucalyptus celastroides,0.97,56,54
Eucalyptus ceratocorys,0.969,56,54
Eucalyptus cinerea,0.657,56,54
Eucalyptus cladocalyx,0.865,56,54
Eucalyptus clelandii,0.974,56,54
Eucalyptus clelandii,0.959,56,54
Eucalyptus concinna,0.917,56,54
Eucalyptus consideniana,0.76,56,54
Eucalyptus consideniana,0.764,56,54
Eucalyptus coolabah,0.887,56,54
Eucalyptus cornuta,0.906,56,54
Eucalyptus corrugata,0.987,56,54
Eucalyptus cylindrocarpa,0.954,56,54
Eucalyptus cypellocarpa,0.704,56,54
Eucalyptus cypellocarpa,0.6,56,54
Eucalyptus dalrympleana,0.556,56,54
Eucalyptus dalrympleana,0.624,56,54
Eucalyptus deanei,0.609,56,54
Eucalyptus delegatensis,0.549,56,54
Eucalyptus delegatensis,0.564,56,54
Eucalyptus diptera,0.875,56,54
Eucalyptus diversicolor,0.746,56,54
Eucalyptus dives,0.617,56,54
Eucalyptus dives,0.648,56,54
Eucalyptus dives,0.687,56,54
Eucalyptus dundasii,0.945,56,54
Eucalyptus ebbanoensis,0.72,56,54
Eucalyptus ebbanoensis,0.899,56,54
Eucalyptus elata,0.618,56,54
Eucalyptus elata,0.674,56,54
Eucalyptus elata,0.674,56,54
Eucalyptus eremicola,0.88,56,54
Eucalyptus eremophila,0.919,56,54
Eucalyptus erythrocorys,0.704,56,54
Eucalyptus erythronema,0.892,56,54
Eucalyptus eudesmioides,0.608,56,54
Eucalyptus eugenioides,0.74,56,54
Eucalyptus eugenioides,0.719,56,54
Eucalyptus eugenioides,0.709,56,54
Eucalyptus ewartiana,0.902,56,54
Eucalyptus eximia,0.714,56,54
Eucalyptus fastigata,0.618,56,54
Eucalyptus fastigata,0.597,56,54
Eucalyptus fastigata,0.586,56,54
Eucalyptus fastigata,0.577,56,54
Eucalyptus flavida,0.912,56,54
Eucalyptus flocktoniae,0.925,56,54
Eucalyptus formanii,0.96,56,54
Eucalyptus fraxinoides,0.499,56,54
Eucalyptus gamophylla,0.656,56,54
Eucalyptus globoidea,0.693,56,54
Eucalyptus globoidea,0.709,56,54
Eucalyptus globoidea,0.643,56,54
Eucalyptus globulus,0.804,56,54
Eucalyptus globulus,0.8,56,54
Eucalyptus globulus,0.75,56,54
Eucalyptus globulus,0.785,56,54
Eucalyptus globulus,0.785,56,54
Eucalyptus globulus,0.622,56,54
Eucalyptus globulus,0.727,56,54
Eucalyptus globulus,0.722,56,54
Eucalyptus globulus,0.785,56,54
Eucalyptus glomerosa,0.826,56,54
Eucalyptus gomphocephala,0.868,56,54
Eucalyptus gomphocephala,0.868,56,54
Eucalyptus gongylocarpa,0.816,56,54
Eucalyptus gongylocarpa,0.89,56,54
Eucalyptus goniocalyx,0.803,56,54
Eucalyptus goniocalyx,0.789,56,54
Eucalyptus goniocalyx,0.738,56,54
Eucalyptus gracilis,0.919,56,54
Eucalyptus grandis,0.631,56,54
Eucalyptus grandis,0.666,56,54
Eucalyptus griffithsii,1.013,56,54
Eucalyptus haemastoma,0.707,56,54
Eucalyptus haemastoma,0.718,56,54
Eucalyptus haematoxylon,0.745,56,54
Eucalyptus intermedia,0.752,56,54
Eucalyptus intertexta,1.031,56,54
Eucalyptus jacksonii,0.624,56,54
Eucalyptus kingsmillii,0.884,56,54
Eucalyptus kirtoniana,0.813,56,54
Eucalyptus largiflorens,0.929,56,54
Eucalyptus leptopoda,0.92,56,54
Eucalyptus lesouefii,0.938,56,54
Eucalyptus lesouefii,0.927,56,54
Eucalyptus lesouefii,0.983,56,54
Eucalyptus leucoxylon,0.839,56,54
Eucalyptus leucoxylon,0.883,56,54
Eucalyptus livida,0.957,56,54
Eucalyptus longicornis,0.999,56,54
Eucalyptus longicornis,1.006,56,54
Eucalyptus longicornis,0.932,56,54
Eucalyptus longicornis,0.94,56,54
Eucalyptus longicornis,0.945,56,54
Eucalyptus longicornis,0.961,56,54
Eucalyptus longifolia,0.871,56,54
Eucalyptus longifolia,0.887,56,54
Eucalyptus loxophleba,0.974,56,54
Eucalyptus lucasii,0.95,56,54
Eucalyptus macarthurii,0.644,56,54
Eucalyptus macrorhyncha,0.726,56,54
Eucalyptus macrorhyncha,0.7,56,54
Eucalyptus mannifera,0.672,56,54
Eucalyptus marginata,0.687,56,54
Eucalyptus marginata,0.708,56,54
Eucalyptus megacarpa,0.583,56,54
Eucalyptus melanophloia,0.916,56,54
Eucalyptus melanoxylon,0.969,56,54
Eucalyptus melanoxylon,0.923,56,54
Eucalyptus melanoxylon,1.003,56,54
Eucalyptus melliodora,0.91,56,54
Eucalyptus melliodora,0.919,56,54
Eucalyptus microcarpa,0.835,56,54
Eucalyptus microcorys,0.828,56,54
Eucalyptus microcorys,0.829,56,54
Eucalyptus microtheca,0.919,56,54
Eucalyptus miniata,0.921,56,54
Eucalyptus miniata,0.915,56,54
Eucalyptus moluccana,0.937,56,54
Eucalyptus moluccana,0.954,56,54
Eucalyptus muelleriana,0.73,56,54
Eucalyptus muelleriana,0.734,56,54
Eucalyptus nitens,0.553,56,54
Eucalyptus nitens,0.567,56,54
Eucalyptus nitens,0.469,56,54
Eucalyptus nowraensis,0.768,56,54
Eucalyptus obliqua,0.582,56,54
Eucalyptus obliqua,0.625,56,54
Eucalyptus obliqua,0.642,56,54
Eucalyptus obliqua,0.548,56,54
Eucalyptus odontocarpa,0.72,56,54
Eucalyptus oleosa,1.008,56,54
Eucalyptus oleosa,1.059,56,54
Eucalyptus orbifolia,0.975,56,54
Eucalyptus oreades,0.506,56,54
Eucalyptus ovata,0.676,56,54
Eucalyptus ovata,0.6,56,54
Eucalyptus ovata,0.657,56,54
Eucalyptus pachyphylla,0.925,56,54
Eucalyptus paniculata,0.933,56,54
Eucalyptus paniculata,0.921,56,54
Eucalyptus paniculata,0.934,56,54
Eucalyptus parramattensis,0.718,56,54
Eucalyptus patens,0.704,56,54
Eucalyptus patens,0.699,56,54
Eucalyptus pauciflora,0.527,56,54
Eucalyptus pellita,0.807,56,54
Eucalyptus petraea,1.007,56,54
Eucalyptus phoenicea,0.832,56,54
Eucalyptus pilularis,0.733,56,54
Eucalyptus pilularis,0.731,56,54
Eucalyptus piperita,0.709,56,54
Eucalyptus piperita,0.652,56,54
Eucalyptus planchoniana,0.719,56,54
Eucalyptus platycorys,1.087,56,54
Eucalyptus polyanthemos,0.902,56,54
Eucalyptus polyanthemos,0.884,56,54
Eucalyptus populnea,0.854,56,54
Eucalyptus propinqua,0.876,56,54
Eucalyptus quadrangulata,0.69,56,54
Eucalyptus racemosa,0.581,56,54
Eucalyptus racemosa,0.922,56,54
Eucalyptus radiata,0.593,56,54
Eucalyptus radiata,0.585,56,54
Eucalyptus radiata,0.642,56,54
Eucalyptus radiata,0.642,56,54
Eucalyptus radiata,0.642,56,54
Eucalyptus radiata,0.607,56,54
Eucalyptus ravida,0.949,56,54
Eucalyptus regnans,0.473,56,54
Eucalyptus regnans,0.543,56,54
Eucalyptus regnans,0.554,56,54
Eucalyptus resinifera,0.803,56,54
Eucalyptus resinifera,0.813,56,54
Eucalyptus rigidula,0.968,56,54
Eucalyptus rossii,0.718,56,54
Eucalyptus rossii,0.708,56,54
Eucalyptus rubida,0.6,56,54
Eucalyptus rubida,0.577,56,54
Eucalyptus rubida,0.591,56,54
Eucalyptus salicola,0.972,56,54
Eucalyptus salicola,0.929,56,54
Eucalyptus saligna,0.692,56,54
Eucalyptus saligna,0.679,56,54
Eucalyptus salmonophloia,0.904,56,54
Eucalyptus salmonophloia,0.871,56,54
Eucalyptus salmonophloia,0.897,56,54
Eucalyptus salubris,0.922,56,54
Eucalyptus salubris,0.997,56,54
Eucalyptus salubris,0.9,56,54
Eucalyptus seeana,0.832,56,54
Eucalyptus sheathiana,0.925,56,54
Eucalyptus siderophloia,0.951,56,54
Eucalyptus sideroxylon,0.911,56,54
Eucalyptus sideroxylon,0.927,56,54
Eucalyptus sieberi,0.713,56,54
Eucalyptus sieberi,0.704,56,54
Eucalyptus sieberi,0.617,56,54
Eucalyptus similis,0.832,56,54
Eucalyptus striaticalyx,0.944,56,54
Eucalyptus stricklandii,0.92,56,54
Eucalyptus tectifica,0.995,56,54
Eucalyptus tenuipes,0.8,56,54
Eucalyptus tenuis,0.988,56,54
Eucalyptus tereticornis,0.827,56,54
Eucalyptus tereticornis,0.817,56,54
Eucalyptus tereticornis,0.827,56,54
Eucalyptus tetragona,0.736,56,54
Eucalyptus tetraptera,0.832,56,54
Eucalyptus tetrodonta,0.878,56,54
Eucalyptus tetrodonta,0.924,56,54
Eucalyptus tetrodonta,0.879,56,54
Eucalyptus tindaliae,0.704,56,54
Eucalyptus torquata,0.938,56,54
Eucalyptus transcontinentalis,0.961,56,54
Eucalyptus transcontinentalis,0.913,56,54
Eucalyptus transcontinentalis,0.938,56,54
Eucalyptus transcontinentalis,0.963,56,54
Eucalyptus umbra,0.767,56,54
Eucalyptus viminalis,0.651,56,54
Eucalyptus viminalis,0.613,56,54
Eucalyptus viminalis,0.599,56,54
Eucalyptus wandoo,0.937,56,54
Eucalyptus wandoo,0.937,56,54
Eucalyptus wandoo,0.937,56,54
Eucalyptus wandoo,0.935,56,54
Eucalyptus websteriana,1.017,56,54
Eucalyptus woodwardii,1.002,56,54
Eucalyptus yilgarnensis,1.009,56,54
Eucalyptus youngiana,0.976,56,54
Eucryphia lucida,0.61,56,54
Exocarpos aphyllus,0.851,56,54
Ficus fraseri,0.401,56,54
Ficus glomerata,0.395,56,54
Ficus glomerata,0.41,56,54
Flindersia australis,0.809,56,54
Flindersia australis,0.769,56,54
Flindersia schottiana,0.602,56,54
Flindersia xanthoxyla,0.628,56,54
Geissois benthamiana,0.531,56,54
Gmelina leichhardtii,0.474,56,54
Grevillea eriostachya,0.616,56,54
Grevillea juncifolia,0.641,56,54
Grevillea nematophylla,0.662,56,54
Grevillea robusta,0.535,56,54
Grevillea striata,0.826,56,54
Grevillea striata,0.797,56,54
Grevillea wickhamii,0.68,56,54
Gyrostemon ramulosus,0.396,56,54
Hakea francisiana,0.678,56,54
Hakea leucoptera,0.798,56,54
Hakea lorea,0.816,56,54
Hakea lorea,0.747,56,54
Hakea preissii,0.914,56,54
Helicia ferruginea,0.588,56,54
Helicia praealta,0.667,56,54
Heritiera actinophylla,0.67,56,54
Heritiera trifoliolata,0.758,56,54
Hibiscus tiliaceus,0.45,56,54
Kunzea pulchella,0.889,56,54
Lagarostrobos franklinii,0.46,56,54
Leptospermum lanigerum,0.564,56,54
Litsea reticulata,0.446,56,54
Litsea reticulata,0.412,56,54
Lophostemon confertus,0.73,56,54
Lophostemon confertus,0.724,56,54
Lophostemon suaveolens,0.691,56,54
Melaleuca glomerata,0.672,56,54
Melaleuca leucadendra,0.667,56,54
Melaleuca linariifolia,0.589,56,54
Melaleuca pauperiflora,0.937,56,54
Melaleuca uncinata,0.846,56,54
Melicope indet,0.63,56,54
Mischarytera lautereriana,0.58,56,54
Myoporum platycarpum,0.881,56,54
Nauclea orientalis,0.464,56,54
Niemeyera prunifera,0.646,56,54
Nothofagus cunninghamii,0.6,56,54
Nothofagus cunninghamii,0.592,56,54
Nothofagus moorei,0.612,56,54
Orites excelsa,0.513,56,54
Palaquium galactoxylum,0.425,56,54
Paraserianthes toona,0.605,56,54
Phebalium squameum,0.695,56,54
Phyllocladus aspleniifolius,0.553,56,54
Phyllocladus aspleniifolius,0.546,56,54
Pittosporum angustifolium,0.703,56,54
Pittosporum angustifolium,0.666,56,54
Pleiogynium timorense,0.719,56,54
Polyalthia australis,0.598,56,54
Polyalthia holtzeana,0.562,56,54
Polyscias elegans,0.41,56,54
Polyscias murrayi,0.304,56,54
Pouteria australis,0.723,56,54
Pouteria richardii,0.596,56,54
Psydrax latifolia,0.722,56,54
Psydrax suaveolens,0.796,56,54
Rhodamnia argentea,0.679,56,54
Santalum acuminatum,0.677,56,54
Santalum lanceolatum,0.759,56,54
Santalum murrayanum,0.623,56,54
Santalum spicatum,0.824,56,54
Santalum spicatum,0.782,56,54
Santalum spicatum,0.907,56,54
Sarcocephalus cordatus,0.498,56,54
Schizomeria ovata,0.528,56,54
Schizomeria ovata,0.544,56,54
Sloanea australis,0.473,56,54
Sloanea woollsii,0.513,56,54
Stenocarpus salignus,0.664,56,54
Stenocarpus sinuatus,0.629,56,54
Sterculia quadrifida,0.309,56,54
Syncarpia glomulifera,0.76,56,54
Syncarpia glomulifera,0.76,56,54
Syncarpia glomulifera,0.749,56,54
Syzygium corynanthum,0.612,56,54
Syzygium paniculatum,0.596,56,54
Syzygium suborbiculare,0.57,56,54
Terminalia microcarpa,0.55,56,54
Toona ciliata,0.383,56,54
Toona ciliata,0.338,56,54
Tristaniopsis laurina,0.697,56,54
Trophis scandens,0.659,56,54
Ventilago viminalis,0.98,56,54
Xanthorrhoea thorntonii,0.395,56,54
Xylomelum pyriforme,0.525,56,54
Acacia alleniana,0.56,56,54
Acacia aneura,1.033,56,54
Acacia aneura,0.929,56,54
Acacia aulacocarpa,0.581,56,54
Acacia aulacocarpa,0.612,56,54
Acacia aulacocarpa,0.594,56,54
Acacia aulacocarpa,0.689,56,54
Acacia bakeri,0.771,56,54
Acacia bidwillii,0.67,56,54
Acacia cambagei,1.048,56,54
Acacia cambagei,1.099,56,54
Acacia cambagei,1.06,56,54
Acacia cambagei,1.158,56,54
Acacia cambagei,1.05,56,54
Acacia chisholmii,0.76,56,54
Acacia chisholmii,0.827,56,54
Acacia concurrens,0.758,56,54
Acacia coriacea,0.916,56,54
Acacia crassicarpa,0.581,56,54
Acacia crassicarpa,0.61,56,54
Acacia dealbata,0.607,56,54
Acacia decurrens,0.551,56,54
Acacia decurrens,0.551,56,54
Acacia doratoxylon,0.788,56,54
Acacia excelsa,0.938,56,54
Acacia excelsa,0.937,56,54
Acacia fasciculifera,0.964,56,54
Acacia georginae,0.775,56,54
Acacia glaucocarpa,0.78,56,54
Acacia harpophylla,0.883,56,54
Acacia harpophylla,0.91,56,54
Acacia implexa,0.589,56,54
Acacia implexa,0.689,56,54
Acacia irrorata,0.551,56,54
Acacia maidenii,0.62,56,54
Acacia mangium,0.594,56,54
Acacia melanoxylon,0.551,56,54
Acacia omalophylla,1.063,56,54
Acacia omalophylla,1.063,56,54
Acacia oshanesii,0.771,56,54
Acacia oshanesii,0.771,56,54
Acacia pendula,0.994,56,54
Acacia peuce,1.227,56,54
Acacia rhodoxylon,1.102,56,54
Acacia salicina,0.581,56,54
Acacia shirleyi,1.02,56,54
Acacia shirleyi,0.856,56,54
Acacia spectabilis,0.766,56,54
Acacia stenophylla,0.827,56,54
Acacia trinervata,0.758,56,54
Aceratium concinnum,0.62,56,54
Aceratium concinnum,0.62,56,54
Aceratium doggrellii,0.525,56,54
Aceratium megalospermum,0.538,56,54
Aceratium megalospermum,0.538,56,54
Acmena graveolens,0.512,56,54
Acmena graveolens,0.512,56,54
Acmena hemilampra,0.62,56,54
Acmena ingens,0.456,56,54
Acmena ingens,0.456,56,54
Acmena ingens,0.456,56,54
Acmena macrocarpa,0.512,56,54
Acmena resa,0.676,56,54
Acmena smithii,0.607,56,54
Acmena smithii,0.65,56,54
Acmena smithii,0.676,56,54
Acmena smithii,0.607,56,54
Acmena smithii,0.676,56,54
Acmenosperma claviflorum,0.758,56,54
Acradenia euodiiformis,0.771,56,54
Acradenia euodiiformis,0.771,56,54
Acronychia acidula,0.551,56,54
Acronychia acronychioides,0.538,56,54
Acronychia haplophylla,0.719,56,54
Acronychia haplophylla,0.719,56,54
Acronychia laevis,0.523,56,54
Acronychia laevis,0.551,56,54
Acronychia melicopoides,0.538,56,54
Acronychia octandra,0.551,56,54
Acronychia octandra,0.551,56,54
Acronychia vestita,0.497,56,54
Acronychia vestita,0.508,56,54
Acronychia vestita,0.607,56,54
Acronychia wilcoxiana,0.551,56,54
Agathis atropurpurea,0.413,56,54
Agathis microstachya,0.458,56,54
Agathis microstachya,0.413,56,54
Agathis robusta,0.397,56,54
Agathis robusta,0.413,56,54
Agathis robusta,0.413,56,54
Aglaia nitidula,0.689,56,54
Aidia racemosa,0.771,56,54
Ailanthus triphysa,0.375,56,54
Ailanthus triphysa,0.366,56,54
Ailanthus triphysa,0.375,56,54
Ailanthus triphysa,0.375,56,54
Akania bidwillii,0.573,56,54
Akania bidwillii,0.573,56,54
Alangium villosum,0.607,56,54
Alangium villosum,0.607,56,54
Albizia procera,0.633,56,54
Alectryon oleifolius,0.977,56,54
Aleurites moluccana,0.4,56,54
Aleurites moluccana,0.4,56,54
Aleurites moluccana,0.4,56,54
Allocasuarina indet,0.663,56,54
Allocasuarina inophloia,0.773,56,54
Allocasuarina inophloia,0.843,56,54
Allocasuarina inophloia,0.814,56,54
Allocasuarina inophloia,0.814,56,54
Allocasuarina littoralis,0.663,56,54
Allocasuarina littoralis,0.663,56,54
Allocasuarina littoralis,0.57,56,54
Allocasuarina luehmannii,0.964,56,54
Allocasuarina luehmannii,0.964,56,54
Allocasuarina torulosa,0.827,56,54
Allocasuarina torulosa,0.827,56,54
Alloxylon flammeum,0.456,56,54
Alloxylon wickhamii,0.456,56,54
Alphitonia excelsa,0.663,56,54
Alphitonia petriei,0.443,56,54
Alphitonia whitei,0.557,56,54
Alphitonia whitei,0.663,56,54
Alstonia actinophylla,0.331,56,54
Alstonia actinophylla,0.288,56,54
Alstonia constricta,0.65,56,54
Alstonia muelleriana,0.702,56,54
Alstonia muelleriana,0.685,56,54
Alstonia muelleriana,0.65,56,54
Alstonia muelleriana,0.694,56,54
Alstonia scholaris,0.344,56,54
Alstonia spectabilis,0.65,56,54
Alstonia spectabilis,0.685,56,54
Alstonia spectabilis,0.65,56,54
Angophora costata,0.801,56,54
Angophora costata,0.801,56,54
Angophora floribunda,0.758,56,54
Angophora floribunda,0.758,56,54
Angophora subvelutina,0.758,56,54
Angophora woodsiana,0.723,56,54
Angophora woodsiana,0.801,56,54
Anthocarapa nitidula,0.689,56,54
Antidesma bunius,0.689,56,54
Antidesma bunius,0.689,56,54
Antidesma erostre,0.732,56,54
Aphananthe philippinensis,0.612,56,54
Aphananthe philippinensis,0.62,56,54
Apodytes brachystylis,0.564,56,54
Araucaria bidwillii,0.389,56,54
Araucaria bidwillii,0.393,56,54
Araucaria bidwillii,0.456,56,54
Araucaria cunninghamii,0.441,56,54
Araucaria cunninghamii,0.448,56,54
Araucaria cunninghamii,0.445,56,54
Araucaria cunninghamii,0.482,56,54
Archidendron grandiflorum,0.538,56,54
Archidendron grandiflorum,0.538,56,54
Archidendron grandiflorum,0.538,56,54
Archidendron hendersonii,0.525,56,54
Archidendron vaillantii,0.37,56,54
Archidendropsis basaltica,1.033,56,54
Archidendropsis basaltica,1.033,56,54
Archidendropsis basaltica,0.986,56,54
Archidendropsis thozetiana,0.827,56,54
Archidendropsis thozetiana,0.827,56,54
Archidendropsis xanthoxylon,0.525,56,54
Archidendropsis xanthoxylon,0.525,56,54
Archontophoenix alexandrae,0.827,56,54
Archontophoenix cunninghamiana,0.827,56,54
Arytera divaricata,0.633,56,54
Arytera divaricata,0.633,56,54
Atalaya australiana,0.732,56,54
Atalaya salicifolia,0.758,56,54
Atalaya salicifolia,0.758,56,54
Atractocarpus fitzalanii,0.719,56,54
Auranticarpa rhombifolia,0.745,56,54
Auranticarpa rhombifolia,0.613,56,54
Austromuellera trinervia,0.594,56,54
Avicennia marina,0.689,56,54
Backhousia bancroftii,0.798,56,54
Backhousia bancroftii,0.857,56,54
Backhousia citriodora,0.827,56,54
