running #,date_sampled,Site#,S deg,S min,S sec,E deg,E min,E sec,Site Description,Sample#,Genus,species,working title,leaf type,DN#,Field Remarks,# of leafs for LA,LA (cm),dry weight (g),Lab remarks,species_name,latitude (deg),longitude (deg),leaf_area_cm2,physical_defence,leaf_compoundness,Date,Latitude,Longitude,Life-form,Deciduous,habitat,vegetation,soil,surface/groundwater access,fire,N2 fixing,category,Specific Leaf Area (m2 kg-1),Delta vs. PDB-corr. 13/12 C,Delta vs. air-corr 29/28 N,C (g/kg),N (g/kg),P (mg/kg),Rainfall,site_name,Date_to_use,Date_to_use_edited
90,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.6,Acacia,ramulosa var. ramulosa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ramulosa var. ramulosa,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,1.772679875,-25.71,2.89,514.22,24.974,NA,300,site_21,7/22/2010,7/22/2010
91,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.7,Acacia,sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,NA,NA,NA,Acacia sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,2.141535615,-25.43,8.45,509.139,17.35,NA,300,site_21,7/22/2010,7/22/2010
92,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.8,Acacia,resinimarginea?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia resinimarginea?,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,1.72496799,-25.41,6.82,502.939,27.337,NA,300,site_21,7/22/2010,7/22/2010
93,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.9,Acacia,tetragonophylla,NA,NA,NA,NA,NA,NA,NA,NA,Acacia tetragonophylla,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,1.725663717,-24.96,9.94,495.578,23.038,1093,300,site_21,7/22/2010,7/22/2010
94,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.1,Acacia,aneura var. argentea?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura var. argentea?,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,1.789315275,-26.96,4.9,544.773,16.567,NA,300,site_21,7/22/2010,7/22/2010
95,NA,22,28,27,55,115,54,59,"42km east of Mullewa, sand and laterite",22.1,Acacia,NA,linear,linearly,5707,NA,30,14.899,NA,NA,Acacia  linear,-28.465,114.084,0.496633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_22,NA,7/23/2010
96,NA,22,28,27,55,115,54,59,"42km east of Mullewa, sand and laterite",22.2,Acacia,tetragonophylla,NA,needle like,NA,NA,100,8.868,NA,NA,Acacia tetragonophylla,-28.465,114.084,0.08868,NA,NA,7/23/2010,-28.46527778,115.9163889,woody,evergreen,rise,shrubland,gravelly sand,no,?,N2 fixing,1,1.421153846,-27.18,9.82,512.315,14.143,NA,300,site_22,7/23/2010,7/23/2010
95,NA,22,NA,NA,NA,NA,NA,NA,"42km east of Mullewa, sand and laterite",22.1,Acacia,coolgardiensis subsp. coolgardiensis,NA,NA,NA,NA,NA,NA,NA,NA,Acacia coolgardiensis subsp. coolgardiensis,NA,NA,NA,NA,NA,7/23/2010,-28.46527778,115.9163889,woody,evergreen,rise,shrubland,gravelly sand,no,?,N2 fixing,1,1.368135904,-27.56,9.84,521.259,15.409,396,300,site_22,7/23/2010,7/23/2010
97,NA,23,28,31,55,115,14,18,"Mullewa - Yuna, Wheat Belt",23.1,Eucalyptus,loxophleba,NA,NA,NA,NA,10,117.756,NA,NA,Eucalyptus loxophleba,-28.532,114.762,11.7756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_23,NA,7/23/2010
98,NA,23,28,31,55,115,14,18,"Mullewa - Yuna, Wheat Belt",23.2,Eucalyptus,eudesmioides,NA,NA,NA,NA,30,83.54,NA,NA,Eucalyptus eudesmioides,-28.532,114.762,2.784666667,NA,NA,7/23/2010,-28.53194444,115.2383333,woody,evergreen,low rise,shrubland,stony loam,no,?,non-N2 fixing,2,4.335236118,-26.43,1.65,518.119,12.388,NA,300,site_23,7/23/2010,7/23/2010
99,NA,23,28,31,55,115,14,18,"Mullewa - Yuna, Wheat Belt",23.3,Eucalyptus,obtusiflora,NA,NA,NA,NA,10,112.947,NA,NA,Eucalyptus obtusiflora,-28.532,114.762,11.2947,NA,NA,7/23/2010,-28.53194444,115.2383333,woody,evergreen,low rise,shrubland,stony loam,no,?,non-N2 fixing,2,2.795025984,-27.46,3.64,530.557,11.713,NA,300,site_23,7/23/2010,7/23/2010
100,NA,23,28,31,55,115,14,18,"Mullewa - Yuna, Wheat Belt",23.4,Acacia,NA,linear acuminata,lanceolat,5710,NA,30,28.96,NA,NA,Acacia  linear acuminata,-28.532,114.762,0.965333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_23,NA,7/23/2010
101,NA,23,28,31,55,115,14,18,"Mullewa - Yuna, Wheat Belt",23.5,Acacia,tetragonophylla,NA,needle like,NA,NA,100,5.621,NA,NA,Acacia tetragonophylla,-28.532,114.762,0.05621,NA,NA,7/23/2010,-28.53194444,115.2383333,woody,evergreen,low rise,shrubland,stony loam,no,?,N2 fixing,1,1.849013158,-28.47,-0.26,529.086,17.54,442,300,site_23,7/23/2010,7/23/2010
97,NA,23,NA,NA,NA,NA,NA,NA,"Mullewa - Yuna, Wheat Belt",23.1,Eucalyptus,loxophleba subsp. supralaevis,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus loxophleba subsp. supralaevis,NA,NA,NA,NA,NA,7/23/2010,-28.53194444,115.2383333,woody,evergreen,low rise,shrubland,stony loam,no,?,non-N2 fixing,2,3.99986413,-26.37,3.61,515.648,13.251,NA,300,site_23,7/23/2010,7/23/2010
100,NA,23,NA,NA,NA,NA,NA,NA,"Mullewa - Yuna, Wheat Belt",23.4,Acacia,acuminata,NA,NA,NA,NA,NA,NA,NA,NA,Acacia acuminata,NA,NA,NA,NA,NA,7/23/2010,-28.53194444,115.2383333,woody,evergreen,low rise,shrubland,stony loam,no,?,N2 fixing,1,2.940101523,-26.08,2.89,511.934,25.086,NA,300,site_23,7/23/2010,7/23/2010
102,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.1,Eucalyptus,gittinsii,NA,NA,NA,NA,10,226.828,NA,NA,Eucalyptus gittinsii,-27.632,113.46,22.6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
103,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.2,Eucalyptus,NA,new,NA,5714,NA,20,98.2,NA,NA,Eucalyptus  new,-27.632,113.46,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
104,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.3,Acacia,NA,"antenna, aireal",phylloid,5715,NA,10,83.491,NA,NA,"Acacia  antenna, aireal",-27.632,113.46,8.3491,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
105,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.4,Acacia,NA,"1, bubble",scale like,5716,NA,100,12.201,NA,NA,"Acacia  1, bubble",-27.632,113.46,0.12201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
106,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.5,Acacia,NA,2,needle like,5717,NA,100,11.434,NA,NA,Acacia  2,-27.632,113.46,0.11434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
107,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.6,Acacia,NA,prickly,needle like,5718,NA,100,11.272,NA,NA,Acacia  prickly,-27.632,113.46,0.11272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
108,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.7,NA,NA,pea plant,lanceolat,5719,NA,10,27.807,NA,NA,NA  pea plant,-27.632,113.46,2.7807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
109,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.8,Acacia,NA,"3, semiprickly",thorny,5720,NA,100,17.651,NA,NA,"Acacia  3, semiprickly",-27.632,113.46,0.17651,spines_or_thorns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
110,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.9,Acacia,NA,"blue legume, broome-like",phylloclad,5722,NA,5,20.658,NA,5 phylloclads,"Acacia  blue legume, broome-like",-27.632,113.46,4.1316,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
111,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.1,Acacia,NA,in flower,phylloid,5721,NA,10,47.079,NA,NA,Acacia  in flower,-27.632,113.46,4.7079,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
112,NA,24,27,37,55,114,32,24,Kalbarri NP Ranger track,24.11,Acacia,NA,in Euc,phylloid,5724,NA,10,58.448,NA,NA,Acacia  in Euc,-27.632,113.46,5.8448,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_24,NA,7/24/2010
102,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.1,Eucalyptus,gittinsii subsp. gittinsii,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus gittinsii subsp. gittinsii,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,non-N2 fixing,2,2.389675516,-24.47,0.06,529.814,13.195,NA,300,site_24,7/24/2010,7/24/2010
103,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.2,Eucalyptus,leptopoda x oldfieldii hybrid swarm,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus leptopoda x oldfieldii hybrid swarm,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,non-N2 fixing,2,3.024330151,-26.13,0.33,503.425,15.338,NA,300,site_24,7/24/2010,7/24/2010
104,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.3,Acacia,signata,NA,NA,NA,NA,NA,NA,NA,NA,Acacia signata,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,N2 fixing,1,2.812091613,-27.29,0.54,494.261,22.883,549,300,site_24,7/24/2010,7/24/2010
105,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.4,Acacia,idiomorpha,NA,NA,NA,NA,NA,NA,NA,NA,Acacia idiomorpha,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,N2 fixing,1,2.114558059,-27.5,1.96,487.183,16.186,NA,300,site_24,7/24/2010,7/24/2010
106,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.5,Acacia,spathulifolia,NA,NA,NA,NA,NA,NA,NA,NA,Acacia spathulifolia,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,N2 fixing,1,1.581466113,-25.47,2.83,416.547,12.758,NA,300,site_24,7/24/2010,7/24/2010
107,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.6,Acacia,andrewsii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia andrewsii,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,N2 fixing,1,1.70015083,-26.41,2.19,483.496,13.073,NA,300,site_24,7/24/2010,7/24/2010
109,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.8,Acacia,latipes subsp. latipes,NA,NA,NA,NA,NA,NA,NA,NA,Acacia latipes subsp. latipes,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,slightly undulating,shrubland,sand,no,?,N2 fixing,1,2.014954338,-26.87,0.65,504.477,16.74,NA,300,site_24,7/24/2010,7/24/2010
111,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.1,Acacia,neurophylla subsp. erugata,NA,NA,NA,NA,NA,NA,NA,NA,Acacia neurophylla subsp. erugata,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,plain,shrubland,sand,no,?,N2 fixing,1,1.661220889,-29.82,1.23,518.457,13.501,NA,300,site_24,7/24/2010,7/24/2010
112,NA,24,NA,NA,NA,NA,NA,NA,Kalbarri NP Ranger track,24.11,Acacia,blakelyi,NA,NA,NA,NA,NA,NA,NA,NA,Acacia blakelyi,NA,NA,NA,NA,NA,7/24/2010,-27.63194444,114.54,woody,evergreen,plain,shrubland,sand,no,?,N2 fixing,1,2.796555024,-27.05,3.89,472.891,17.377,NA,300,site_24,7/24/2010,7/24/2010
113,NA,25,26,26,36,114,10,5,Hamelin Stromatolithes turnoff,25.1,Acacia,NA,linear,lanceolat,2726,NA,20,25.859,NA,NA,Acacia  linear,-26.443,113.832,1.29295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_25,NA,7/24/2010
114,NA,25,26,26,36,114,10,5,Hamelin Stromatolithes turnoff,25.2,Acacia,NA,needle,lanceolat,5727,NA,30,21.627,NA,NA,Acacia  needle,-26.443,113.832,0.7209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_25,NA,7/24/2010
115,NA,25,26,26,36,114,10,5,Hamelin Stromatolithes turnoff,25.3,Acacia,tetragonophylla,NA,needle like,NA,NA,100,9.656,NA,NA,Acacia tetragonophylla,-26.443,113.832,0.09656,NA,NA,7/24/2010,-26.44333333,114.1680556,woody,evergreen,plain,shrubland,loam,no,long unburnt,N2 fixing,1,2.194545455,-25.95,9.69,482.939,25.6,1332,150,site_25,7/24/2010,7/24/2010
116,NA,25,26,26,36,114,10,5,Hamelin Stromatolithes turnoff,25.4,Acacia,victoriae,NA,scale like,NA,NA,50,22.27,NA,NA,Acacia victoriae,-26.443,113.832,0.4454,NA,NA,7/24/2010,-26.44333333,114.1680556,woody,evergreen,plain,shrubland,loam,no,long unburnt,N2 fixing,1,2.651190476,-26.33,8.47,415.146,19.242,NA,150,site_25,7/24/2010,7/24/2010
113,NA,25,NA,NA,NA,NA,NA,NA,Hamelin Stromatolithes turnoff,25.1,Acacia,coriacea subsp. coriacea,NA,NA,NA,NA,NA,NA,NA,NA,Acacia coriacea subsp. coriacea,NA,NA,NA,NA,NA,7/24/2010,-26.44333333,114.1680556,woody,evergreen,plain,shrubland,loam,no,long unburnt,N2 fixing,1,1.521117647,-26.97,4.73,514.028,16.482,NA,150,site_25,7/24/2010,7/24/2010
114,NA,25,NA,NA,NA,NA,NA,NA,Hamelin Stromatolithes turnoff,25.2,Acacia,sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,NA,NA,NA,Acacia sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,7/24/2010,-26.44333333,114.1680556,woody,evergreen,plain,shrubland,loam,no,long unburnt,N2 fixing,1,1.3516875,-27.04,8.81,403.325,16.354,NA,150,site_25,7/24/2010,7/24/2010
117,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.1,Acacia,NA,"linear, terete",lanceolat,5728,NA,30,17.87,NA,NA,"Acacia  linear, terete",-24.988,113.192,0.595666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_26,NA,7/25/2010
118,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.2,Acacia,victoriae,NA,scale like,NA,NA,50,27.626,NA,NA,Acacia victoriae,-24.988,113.192,0.55252,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,open shrubland,clay,no,?,N2 fixing,1,2.546175115,-26.13,10.21,430.314,18.751,NA,150,site_26,7/25/2010,7/25/2010
119,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.3,Acacia,NA,gidgee,phylloid,5729,NA,10,102.083,NA,NA,Acacia  gidgee,-24.988,113.192,10.2083,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_26,NA,7/25/2010
120,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.4,Acacia,NA,sickle leaf,phylloid,5730,NA,20,65.958,NA,NA,Acacia  sickle leaf,-24.988,113.192,3.2979,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_26,NA,7/25/2010
121,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.5,Acacia,aneura,horizontalis,lanceolat,5731,NA,30,11.062,NA,NA,Acacia aneura horizontalis,-24.988,113.192,0.368733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_26,NA,7/25/2010
122,NA,26,24,59,17,114,48,29,Campsite Gascoyne River,26.6,Senna,NA,shrub,leaflet,5732,NA,50,9.316,NA,50 pinnate leaflets,Senna  shrub,-24.988,113.192,0.18632,NA,compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_26,NA,7/25/2010
117,NA,26,NA,NA,NA,NA,NA,NA,Campsite Gascoyne River,26.1,Acacia,coolgardiensis subsp. coolgardiensis,NA,NA,NA,NA,NA,NA,NA,NA,Acacia coolgardiensis subsp. coolgardiensis,NA,NA,NA,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,open shrubland,clay,no,?,N2 fixing,1,1.173342088,-24.53,3.57,508.447,21.078,NA,150,site_26,7/25/2010,7/25/2010
119,NA,26,NA,NA,NA,NA,NA,NA,Campsite Gascoyne River,26.3,Acacia,pruinocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia pruinocarpa,NA,NA,NA,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,open shrubland,clay,no,?,N2 fixing,1,2.449208253,-25.68,13.71,501.192,16.009,NA,150,site_26,7/25/2010,7/25/2010
120,NA,26,NA,NA,NA,NA,NA,NA,Campsite Gascoyne River,26.4,Acacia,oswaldii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia oswaldii,NA,NA,NA,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,open shrubland,clay,no,?,N2 fixing,1,3.105367232,-27.11,3.13,520.68,20.72,NA,150,site_26,7/25/2010,7/25/2010
121,NA,26,NA,NA,NA,NA,NA,NA,Campsite Gascoyne River,26.5,Acacia,aneura var. conifera,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura var. conifera,NA,NA,NA,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,shrubland,loam,no,?,N2 fixing,1,1.033831776,-26,4.11,501.674,16.995,NA,150,site_26,7/25/2010,7/25/2010
122,NA,26,NA,NA,NA,NA,NA,NA,Campsite Gascoyne River,26.6,Senna,artemisioides subsp. helmsii,NA,NA,NA,NA,NA,NA,NA,NA,Senna artemisioides subsp. helmsii,NA,NA,NA,NA,NA,7/25/2010,-24.98805556,114.8080556,woody,evergreen,plain,shrubland,loam,no,?,N2 fixing,1,2.007758621,-25.01,5.74,499.736,17.386,NA,150,site_26,7/25/2010,7/25/2010
123,7/25/2010,27,24,57,16,114,56,19,NA,27.1,Corymbia,lenziana,NA,NA,NA,wood sample,20,89.859,NA,NA,Corymbia lenziana,-24.954,113.061,4.49295,NA,NA,7/25/2010,-24.95444444,114.9386111,woody,evergreen,low ridge,shrubland,sand,unlikely,?,non-N2 fixing,2,2.921293888,-28.28,5.39,490.037,9.863,NA,150,site_27,7/25/2010,7/25/2010
124,7/25/2010,27,24,57,16,114,56,19,NA,27.2,Acacia,NA,linear,lanceolat,NA,NA,30,14.916,NA,NA,Acacia  linear,-24.954,113.061,0.4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_27,7/25/2010,7/25/2010
124,NA,27,NA,NA,NA,NA,NA,NA,NA,27.2,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,7/25/2010,-24.95444444,114.9386111,woody,evergreen,low ridge,shrubland,sand,no,?,N2 fixing,1,1.248200837,-26.53,7.615,511.97,19.426,455,150,site_27,7/25/2010,7/25/2010
125,7/25/2010,28,24,32,1,114,58,56,NA,28.1,Acacia,NA,leafy,phylloid,5736,NA,20,24.12,NA,NA,Acacia  leafy,-24.534,113.018,1.206,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_28,7/25/2010,7/25/2010
126,7/25/2010,28,24,32,1,114,58,56,NA,28.2,Acacia,NA,linear,lanceolat,5737,NA,10,10.736,NA,NA,Acacia  linear,-24.534,113.018,1.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_28,7/25/2010,7/25/2010
127,7/25/2010,28,24,32,1,114,58,56,NA,28.3,Acacia,NA,needle,lanceolat,5738,NA,20,6.478,NA,NA,Acacia  needle,-24.534,113.018,0.3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_28,7/25/2010,7/25/2010
128,7/25/2010,28,24,32,1,114,58,56,NA,28.4,Acacia,tetragonophylla,NA,needle like,NA,NA,100,10.521,NA,NA,Acacia tetragonophylla,-24.534,113.018,0.10521,NA,NA,7/25/2010,-24.53361111,114.9822222,woody,evergreen,plain,shrubland,stony loam,no,?,N2 fixing,1,2.066994106,-25.81,5.09,494.079,18.335,1118,150,site_28,7/25/2010,7/25/2010
125,NA,28,NA,NA,NA,NA,NA,NA,NA,28.1,Acacia,cuthbertsonii subsp. cuthbertsonii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia cuthbertsonii subsp. cuthbertsonii,NA,NA,NA,NA,NA,7/25/2010,-24.53361111,114.9822222,woody,evergreen,plain,shrubland,stony loam,no,?,N2 fixing,1,2.443768997,-25.73,7.65,526.393,19.154,NA,150,site_28,7/25/2010,7/25/2010
126,NA,28,NA,NA,NA,NA,NA,NA,NA,28.2,Acacia,ramulosa var. ramulosa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ramulosa var. ramulosa,NA,NA,NA,NA,NA,7/25/2010,-24.53361111,114.9822222,woody,evergreen,plain,shrubland,stony loam,no,?,N2 fixing,1,1.165689468,-26.21,3.58,498.032,19.764,NA,150,site_28,7/25/2010,7/25/2010
127,NA,28,NA,NA,NA,NA,NA,NA,NA,28.3,Acacia,aneura var. conifera?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura var. conifera?,NA,NA,NA,NA,NA,7/25/2010,-24.53361111,114.9822222,woody,evergreen,plain,shrubland,stony loam,no,?,N2 fixing,1,1.587745098,-25.99,6.45,517.845,17.261,NA,150,site_28,7/25/2010,7/25/2010
129,7/25/2010,29,24,29,59,115,8,26,Outlook sandstone + reef,29.1,Acacia,NA,strap leaf,lanceolat,5742,NA,10,35.85,NA,NA,Acacia  strap leaf,-24.5,114.859,3.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_29,7/25/2010,7/25/2010
130,7/25/2010,29,24,29,59,115,8,26,Outlook sandstone + reef,29.2,Acacia,NA,green gidgee,phylloid,5743,NA,10,77.664,NA,NA,Acacia  green gidgee,-24.5,114.859,7.7664,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_29,7/25/2010,7/25/2010
131,7/25/2010,29,24,29,59,115,8,26,Outlook sandstone + reef,29.3,Acacia,NA,spatulate,phylloid,5744,NA,20,44.238,NA,NA,Acacia  spatulate,-24.5,114.859,2.2119,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_29,7/25/2010,7/25/2010
132,7/25/2010,29,24,29,59,115,8,26,Outlook sandstone + reef,29.4,Acacia,tetragonophylla,NA,needle like,NA,NA,100,3.995,NA,NA,Acacia tetragonophylla,-24.5,114.859,0.03995,NA,NA,7/25/2010,-24.49972222,115.1405556,woody,evergreen,mesa/tableland,shrubland,sand over sandstone,no,?,N2 fixing,1,1.911483254,-24.9,5.62,495.874,23.43,1013,150,site_29,7/25/2010,7/25/2010
129,NA,29,NA,NA,NA,NA,NA,NA,Outlook sandstone + reef,29.1,Acacia,ramulosa var. ramulosa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ramulosa var. ramulosa,NA,NA,NA,NA,NA,7/25/2010,-24.49972222,115.1405556,woody,evergreen,mesa/tableland,shrubland,sand over sandstone,no,?,N2 fixing,1,1.364155251,-25.51,2.42,509.882,16.764,NA,150,site_29,7/25/2010,7/25/2010
130,NA,29,NA,NA,NA,NA,NA,NA,Outlook sandstone + reef,29.2,Acacia,pruinocarpa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia pruinocarpa,NA,NA,NA,NA,NA,7/25/2010,-24.49972222,115.1405556,woody,evergreen,mesa/tableland,shrubland,sand over sandstone,no,?,N2 fixing,1,2.258987784,-27.23,10.26,491.137,14.23,NA,150,site_29,7/25/2010,7/25/2010
