Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
012694-a-trial,012694-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,,,,,,,2/12/2010,8/20/2010,,,,,,,,,,,8/20/2010,,,,,,20,,95,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012694-a-trial,012694-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,,,,,,,2/12/2010,8/20/2010,,,,,,,,,,,8/20/2010,,,,,,20,,95,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012716-a-trial,012716-a,Isolepis montivaga,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082222,147.148889,,,,,,,,2/12/2010,8/20/2010,,,,,,,,,,,8/20/2010,,,,,,20,,92,,,,,,,,,seeds_collected_at_-43.082222_lat_and_147.148889_long
012595-a,012595-a,Dryopoa dives,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.082472,147.153833,,196,,1.0872448,,,-20,2/11/2010,8/18/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.082472_lat_and_147.153833_long
010208-S41,010208-S41,Prasophyllum amoenum,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.083861,147.142861,,20708,,0.0024,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.083861_lat_and_147.142861_long
001056-a,001056-a,Eucalyptus johnstonii,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.084139,147.160194,,2095,,3.4616,,,-20,11/23/2005,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.084139_lat_and_147.160194_long
001056-a-trial,001056-a,Eucalyptus johnstonii,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area. Snug Plains.,-43.084139,147.160194,,,,,,,,11/23/2005,,,,,,,,,,,,,,,,,,10,,91,,,,,,,,,seeds_collected_at_-43.084139_lat_and_147.160194_long
011902-a,011902-a,Ewartia meredithiae,Tasmanian Seed Conservation Centre,Southwest National Park. Scoparia Head. ~200m south of summit of Graystone Bluff.,-43.08925,146.057861,,582,,0.1052,,,-20,1/15/2010,7/21/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.08925_lat_and_146.057861_long
011891-a,011891-a,Helichrysum pumilum var. pumilum,Tasmanian Seed Conservation Centre,Southwest National Park. Scoparia Head. ~200m south of summit of Graystone Bluff.,-43.08925,146.057861,,572,,0.3424,,,-20,1/15/2010,7/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.08925_lat_and_146.057861_long
011902-a,011902-a,Ewartia meredithiae,Tasmanian Seed Conservation Centre,Southwest National Park. Scoparia Head. ~200m south of summit of Graystone Bluff.,-43.08925,146.057861,,582,,0.1052,,,-20,1/15/2010,7/21/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.08925_lat_and_146.057861_long
011891-a,011891-a,Helichrysum pumilum var. pumilum,Tasmanian Seed Conservation Centre,Southwest National Park. Scoparia Head. ~200m south of summit of Graystone Bluff.,-43.08925,146.057861,,572,,0.3424,,,-20,1/15/2010,7/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.08925_lat_and_146.057861_long
016038-8698,016038-8698,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,98,,0.9622448,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
016038-8697,016038-8697,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,154,,0.6733766,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
016038-8868,016038-8868,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,67,,0.8895522,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
016038-8866,016038-8866,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,45,,0.8022222,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
016038-8869,016038-8869,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,32,,1.16875,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
016038-8818,016038-8818,Eucalyptus cordata subsp. cordata,Tasmanian Seed Conservation Centre,Snug. O'Briens Hill.,-43.093444,147.230194,,161,,0.9149068,,,-20,9/17/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.093444_lat_and_147.230194_long
000858-a,000858-a,Allocasuarina duncanii,Tasmanian Seed Conservation Centre,"Snug Tiers Nature Recreation Area. Snug Plains. East side of man-made dam, 500m east of Nicholls Falls.",-43.094444,147.154167,,11495,,2.8264,,,-20,9/22/2005,6/21/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.094444_lat_and_147.154167_long
000858-a-trial,000858-a,Allocasuarina duncanii,Tasmanian Seed Conservation Centre,"Snug Tiers Nature Recreation Area. Snug Plains. East side of man-made dam, 500m east of Nicholls Falls.",-43.094444,147.154167,,,,,,,,9/22/2005,6/21/2006,,,,,,,,,,,6/21/2006,,,,,,50,,87,,,,,,,,,seeds_collected_at_-43.094444_lat_and_147.154167_long
004455-a,004455-a,Prostanthera lasianthos,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.095917,147.117806,,7227,,1.9592,,,-20,,9/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.095917_lat_and_147.117806_long
004455-a-trial,004455-a,Prostanthera lasianthos,Tasmanian Seed Conservation Centre,Snug Tiers Nature Recreation Area.,-43.095917,147.117806,,,,,,,,,9/18/2007,,,,,,,,,,,9/18/2007,,,,,,60,,38,,,,,,,,,seeds_collected_at_-43.095917_lat_and_147.117806_long
022924-a,022924-a,Hibbertia procumbens,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Plains WSW of Tahune Airwalk Centre.,-43.098639,146.726333,,5469,,1.0544,,,-20,12/26/2020,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.098639_lat_and_146.726333_long
022990-a,022990-a,Patersonia fragilis,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Old gravel pit upstream of confluence of Huon & Picton rivers.,-43.105222,146.705444,,774,,1.7472,,,-20,1/10/2021,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.105222_lat_and_146.705444_long
022979-a,022979-a,Boronia parviflora,Tasmanian Seed Conservation Centre,Arve Valley State Forest. Old gravel pit upstream of confluence of Huon & Picton rivers.,-43.105278,146.705167,,424,,0.6012,,,-20,1/10/2021,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.105278_lat_and_146.705167_long
021780-a,021780-a,Epacris mucronulata,Tasmanian Seed Conservation Centre,Picton River.,-43.108056,146.7175,,2761,,0.055,,,-20,1/22/2018,6/22/2018,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.108056_lat_and_146.7175_long
021780-a-trial,021780-a,Epacris mucronulata,Tasmanian Seed Conservation Centre,Picton River.,-43.108056,146.7175,,,,,,,,1/22/2018,6/22/2018,,,,,,,,,,,6/22/2018,,,,,,20,,88,,,,,,,,,seeds_collected_at_-43.108056_lat_and_146.7175_long
005313-a,005313-a,Euphrasia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay. Small bay between Bivouac and Canoe Bays.,-43.1225,147.971083,,1390,,0.1408,,,-20,12/20/2007,7/17/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.1225_lat_and_147.971083_long
005313-a-trial,005313-a,Euphrasia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay. Small bay between Bivouac and Canoe Bays.,-43.1225,147.971083,,,,,,,,12/20/2007,7/17/2008,,,,,,,,,,,7/17/2008,,,,,,20,,92,,,,,,,,,seeds_collected_at_-43.1225_lat_and_147.971083_long
005324-a,005324-a,Euphrasia phragmostoma,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay. East side of mouth of Bivouac Bay.,-43.122639,147.975056,,13364,,0.1276,,,-20,12/20/2007,4/18/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.122639_lat_and_147.975056_long
005324-a-trial,005324-a,Euphrasia phragmostoma,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay. East side of mouth of Bivouac Bay.,-43.122639,147.975056,,,,,,,,12/20/2007,4/18/2008,,,,,,,,,,,4/18/2008,,,,,,50,,94,,,,,,,,,seeds_collected_at_-43.122639_lat_and_147.975056_long
002827-a,002827-a,Euphrasia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. Small bay 300m SW of Bivuoac Bay.,-43.12275,147.9705,,602,,0.1624,,,-20,12/13/2006,3/23/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.12275_lat_and_147.9705_long
002827-a-trial,002827-a,Euphrasia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. Small bay 300m SW of Bivuoac Bay.,-43.12275,147.9705,,,,,,,,12/13/2006,3/23/2007,,,,,,,,,,,3/23/2007,,,,,,10,,100,,,,,,,,,seeds_collected_at_-43.12275_lat_and_147.9705_long
021835-a,021835-a,Centrolepis muscoides,Tasmanian Seed Conservation Centre,Southwest National Park. Western Arthur Range. Lake Cygnus; north shore.,-43.1295,146.236222,,6895,,0.117,,,-20,2/13/2018,6/20/2018,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.1295_lat_and_146.236222_long
021835-a-trial,021835-a,Centrolepis muscoides,Tasmanian Seed Conservation Centre,Southwest National Park. Western Arthur Range. Lake Cygnus; north shore.,-43.1295,146.236222,,,,,,,,2/13/2018,6/20/2018,,,,,,,,,,,6/20/2018,,,,,,25,,36,,,,,,,,,seeds_collected_at_-43.1295_lat_and_146.236222_long
002838-a,002838-a,Gonocarpus teucrioides,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. Canoe Bay track.,-43.135278,147.954667,,2860,,0.8924,,,-20,12/13/2006,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.135278_lat_and_147.954667_long
002838-a-trial,002838-a,Gonocarpus teucrioides,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. Canoe Bay track.,-43.135278,147.954667,,,,,,,,12/13/2006,3/21/2007,,,,,,,,,,,3/21/2007,,,,,,20,,57,,,,,,,,,seeds_collected_at_-43.135278_lat_and_147.954667_long
000110-a,000110-a,Wahlenbergia gracilis,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Cape Hauy.,-43.135556,147.973611,,1627,,0.2672,,,-20,4/21/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.135556_lat_and_147.973611_long
000110-a-trial,000110-a,Wahlenbergia gracilis,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Cape Hauy.,-43.135556,147.973611,,,,,,,,4/21/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,20,,95,,,,,,,,,seeds_collected_at_-43.135556_lat_and_147.973611_long
000044-a,000044-a,Lomandra longifolia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Canoe Bay.,-43.136944,147.954444,,1953,,10.72092,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long_2
000055-a,000055-a,Bedfordia salicina,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Canoe Bay.,-43.136944,147.954444,,386,,0.5392,,,-20,4/20/2005,6/15/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long
000055-a,000055-a,Bedfordia salicina,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Canoe Bay.,-43.136944,147.954444,,386,,0.5392,,,-20,4/20/2005,6/15/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long
000044-a-trial,000044-a,Lomandra longifolia,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Canoe Bay.,-43.136944,147.954444,,,,,,,,4/20/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,20,,100,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long_2
000055-a-trial,000055-a,Bedfordia salicina,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Canoe Bay.,-43.136944,147.954444,,,,,,,,4/20/2005,6/15/2006,,,,,,,,,,,6/15/2006,,,,,,8,,80,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long
000055-a-trial,000055-a,Bedfordia salicina,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Canoe Bay.,-43.136944,147.954444,,,,,,,,4/20/2005,6/15/2006,,,,,,,,,,,6/15/2006,,,,,,8,,80,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.954444_long
002849-a,002849-a,Goodenia ovata,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy track.,-43.136944,147.970444,,13639,,0.8784,,,-20,12/13/2006,3/22/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long_2
002695-c,002695-c,Lepidosperma laterale,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy Track.,-43.136944,147.970444,,2486,,2.7236666,,,-20,,3/23/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long
002695-a,002695-a,Lepidosperma laterale,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy Track.,-43.136944,147.970444,,1307,,1.7921333,,,-20,,3/23/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long
002695-b,002695-b,Lepidosperma laterale,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy Track.,-43.136944,147.970444,,4611,,2.1036666,,,-20,,3/23/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long
002695-d,002695-d,Lepidosperma laterale,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy Track.,-43.136944,147.970444,,697,,2.7016666,,,-20,,3/23/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long
002849-a-trial,002849-a,Goodenia ovata,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy track.,-43.136944,147.970444,,,,,,,,12/13/2006,3/22/2007,,,,,,,,,,,3/22/2007,,,,,,50,,90,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long_2
002695-b-trial,002695-b,Lepidosperma laterale,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park (east). Fortescue Bay. 400m along Cape Hauy Track.,-43.136944,147.970444,,,,,,,,,3/23/2007,,,,,,,,,,,3/23/2007,,,,,,20,,7,,,,,,,,,seeds_collected_at_-43.136944_lat_and_147.970444_long
000099-a,000099-a,Diplarrena moraea,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.138333,147.969722,,5146,,4.1472,,,-20,4/20/2005,6/15/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.138333_lat_and_147.969722_long
000099-a-trial,000099-a,Diplarrena moraea,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.138333,147.969722,,,,,,,,4/20/2005,6/15/2006,,,,,,,,,,,6/15/2006,,,,,,20,,100,,,,,,,,,seeds_collected_at_-43.138333_lat_and_147.969722_long
000077-a,000077-a,Lobelia gibbosa,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.140556,147.968056,,5717,,0.006,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.140556_lat_and_147.968056_long
000077-b,000077-b,Lobelia gibbosa,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.140556,147.968056,,398,,0.0492462,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.140556_lat_and_147.968056_long
000088-a,000088-a,Juncus kraussii subsp. australiensis,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.140556,147.968056,,99468,,0.04296,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.140556_lat_and_147.968056_long
000088-a-trial,000088-a,Juncus kraussii subsp. australiensis,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.140556,147.968056,,,,,,,,4/20/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,50,,96,,,,,,,,,seeds_collected_at_-43.140556_lat_and_147.968056_long
000066-a,000066-a,Juncus planifolius,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.141111,147.967778,,62024,,0.0214,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.141111_lat_and_147.967778_long
000066-a-trial,000066-a,Juncus planifolius,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.141111,147.967778,,,,,,,,4/20/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,50,,100,,,,,,,,,seeds_collected_at_-43.141111_lat_and_147.967778_long
000033-a,000033-a,Stylidium armeria subsp. armeria,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.141389,147.959167,,33047,,0.1752,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.141389_lat_and_147.959167_long
000033-a-trial,000033-a,Stylidium armeria subsp. armeria,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.141389,147.959167,,,,,,,,4/20/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,49,,100,,,,,,,,,seeds_collected_at_-43.141389_lat_and_147.959167_long
000022-a,000022-a,Ficinia nodosa,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.143333,147.963056,,102058,,0.22652,,,-20,4/20/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.143333_lat_and_147.963056_long
000022-a-trial,000022-a,Ficinia nodosa,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Fortescue Bay.,-43.143333,147.963056,,,,,,,,4/20/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,20,,85,,,,,,,,,seeds_collected_at_-43.143333_lat_and_147.963056_long
000132-a,000132-a,Leptospermum grandiflorum,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Cape Hauy.,-43.144722,147.994167,,75688,,0.3916,,,-20,4/21/2005,6/20/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.144722_lat_and_147.994167_long
000132-a-trial,000132-a,Leptospermum grandiflorum,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Cape Hauy.,-43.144722,147.994167,,,,,,,,4/21/2005,6/20/2006,,,,,,,,,,,6/20/2006,,,,,,80,,94,,,,,,,,,seeds_collected_at_-43.144722_lat_and_147.994167_long
000121-a,000121-a,Deyeuxia densa,Tasmanian Seed Conservation Centre,Tasman Peninsula. Tasman National Park. Cape Hauy. Along Cape Hauy track.,-43.145556,147.990278,,1568,,0.2328,,,-20,4/21/2005,3/28/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.145556_lat_and_147.990278_long
022484-a,022484-a,Eucalyptus regnans,Tasmanian Seed Conservation Centre,Arve Valley. Arve Loop road. East of the Big Tree lookout track.,-43.152044,146.7805,,93,,0.444086,,,-20,6/21/2019,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.152044_lat_and_146.7805_long
016632-a,016632-a,Geum talbotianum,Tasmanian Seed Conservation Centre,Southwest National Park. Mt Picton. Southern slopes.,-43.155611,146.614944,,10963,,1.0008,,,-20,2/10/2013,9/19/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.155611_lat_and_146.614944_long
016632-a-trial,016632-a,Geum talbotianum,Tasmanian Seed Conservation Centre,Southwest National Park. Mt Picton. Southern slopes.,-43.155611,146.614944,,,,,,,,2/10/2013,9/19/2013,,,,,,,,,,,9/19/2013,,,,,,80,,35,,,,,,,,,seeds_collected_at_-43.155611_lat_and_146.614944_long
016643-a,016643-a,Carpha rodwayi,Tasmanian Seed Conservation Centre,Southwest National Park. Mt Picton. Southern slopes above Steanes Tarn.,-43.157333,146.612167,,6818,,1.546,,,-20,2/15/2013,9/18/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-43.157333_lat_and_146.612167_long
016643-a-trial,016643-a,Carpha rodwayi,Tasmanian Seed Conservation Centre,Southwest National Park. Mt Picton. Southern slopes above Steanes Tarn.,-43.157333,146.612167,,,,,,,,2/15/2013,9/18/2013,,,,,,,,,,,9/18/2013,,,,,,20,,83,,,,,,,,,seeds_collected_at_-43.157333_lat_and_146.612167_long
