Family,Taxon,Rainforest or Sclerophyll,TTFS,Fire response,Seed longevity
ACANTHACEAE,Graptophyllum spinigerum,RF,4,2,2
ACANTHACEAE,Harnieria kempeana subsp. kempeana,SCL,2,1,2
ACANTHACEAE,Hypoestes floribunda var. angustifolia,SCL,1,1,2
ACANTHACEAE,Hypoestes floribunda var. cinerea,SCL,1,1,2
ACANTHACEAE,Hypoestes floribunda var. indeterminate,RF,1,1,2
ACANTHACEAE,Hypoestes floribunda var. varia,SCL,1,1,2
AGAVACEAE,Cordyline cannifolia,RF,4,1,1
AIZOACEAE,Zaleya galericulata subsp. galericulata,SCL,1,2,2
AMARANTHACEAE,Ptilotus aristatus var. aristatus,SCL,1,2,2
AMARANTHACEAE,Ptilotus aristatus var. eichlerianus,SCL,1,2,2
AMARANTHACEAE,Ptilotus aristatus var. exilis,SCL,1,2,2
AMARANTHACEAE,Ptilotus aristatus var. indeterminate,SCL,1,2,2
AMARANTHACEAE,Ptilotus aristatus var. stenophyllus,SCL,1,2,2
AMARANTHACEAE,Ptilotus incanus var. elongatus,SCL,1,2,2
AMARANTHACEAE,Ptilotus incanus var. incanus,SCL,1,2,2
AMARANTHACEAE,Ptilotus incanus var. indeterminate,SCL,1,2,2
AMARANTHACEAE,Ptilotus latifolius var. indeterminate,SCL,1,2,2
AMARANTHACEAE,Ptilotus latifolius var. latifolius,SCL,1,2,2
AMARANTHACEAE,Ptilotus latifolius var. major,SCL,1,2,2
AMARANTHACEAE,Ptilotus macrocephalus,SCL,1,1,2
AMARANTHACEAE,Ptilotus nobilis var. nobilis,SCL,1,1,2
AMARANTHACEAE,Ptilotus obovatus var. griseus,SCL,1,2,2
AMARANTHACEAE,Ptilotus obovatus var. indeterminate,SCL,1,2,2
AMARANTHACEAE,Ptilotus obovatus var. lancifolius,SCL,1,2,2
AMARANTHACEAE,Ptilotus obovatus var. obovatus,SCL,1,2,2
AMARANTHACEAE,Ptilotus obovatus var. parviflorus,SCL,1,2,2
AMARANTHACEAE,Ptilotus parvifolius var. parvifolius,SCL,1,2,2
AMARANTHACEAE,Ptilotus sessilifolius var. elderi,SCL,1,2,2
AMARANTHACEAE,Ptilotus sessilifolius var. indeterminate,SCL,1,2,2
AMARANTHACEAE,Ptilotus sessilifolius var. sessilifolius,SCL,1,2,2
AMARANTHACEAE,Pupalia lappacea,SCL,1,1,2
ANACARDIACEAE,Blepharocarya depauperata,SCL,5,2,2
ANACARDIACEAE,Buchanania arborescens,RF,5,2,2
ANACARDIACEAE,Buchanania obovata,SCL,5,2,2
ANACARDIACEAE,Rhus taitensis,RF,4,2,2
ANACARDIACEAE,Semecarpus australiensis,RF,5,2,1
ANNONACEAE,Cyathostemma glabrum,RF,5,2,1
ANNONACEAE,Desmos wardianus,RF,5,1,1
ANNONACEAE,Meiogyne cylindrocarpa,RF,5,1,1
ANNONACEAE,Melodorum rupestre,RF,5,2,1
ANNONACEAE,Miliusa brahei,RF,5,2,1
ANNONACEAE,Miliusa traceyi,RF,5,2,1
ANNONACEAE,Polyalthia australis,RF,5,2,1
ANNONACEAE,Polyalthia nitidissima,RF,5,2,1
ANNONACEAE,Uvaria holtzei,RF,4,1,1
ANNONACEAE,Xylopia monosperma,RF,5,1,1
APOCYNACEAE,Alstonia actinophylla,SCL,4,2,1
APOCYNACEAE,Alstonia spectabilis subsp. ophioxyloides,RF,5,2,1
APOCYNACEAE,Alyxia evansii,SCL,4,1,2
APOCYNACEAE,Alyxia spicata,RF,4,2,2
APOCYNACEAE,Alyxia tropica,RF,4,1,2
APOCYNACEAE,Carissa lanceolata,SCL,4,2,2
APOCYNACEAE,Cerbera manghas,RF,3,2,2
APOCYNACEAE,Tabernaemontana orientalis,RF,3,2,2
APOCYNACEAE,Wrightia pubescens subsp. pubescens,RF,4,2,1
APOCYNACEAE,Wrightia saligna,SCL,4,2,1
AQUIFOLIACEAE,Ilex arnhemensis subsp. arnhemensis,RF,5,1,1
ARALIACEAE,Mackinlaya macrosciadea,RF,4,1,2
ARALIACEAE,Polyscias australiana,RF,4,1,2
ARALIACEAE,Schefflera actinophylla,RF,4,1,2
ARECACEAE,Arenga australasica,RF,5,1,1
ARECACEAE,Arenga microcarpa,RF,5,1,1
ARECACEAE,Carpentaria acuminata,RF,4,1,1
ARECACEAE,Hydriastele ramsayi,SCL,5,2,2
ARECACEAE,Hydriastele wendlandiana,RF,4,2,2
ARECACEAE,Livistona benthamii,RF,5,2,2
ARECACEAE,Livistona humilis,SCL,5,2,2
ARECACEAE,Livistona inermis,SCL,5,2,2
ARECACEAE,Livistona lorophylla,SCL,5,2,2
ARECACEAE,Livistona mariae,RF,5,2,2
ARECACEAE,Livistona nasmophila,SCL,5,2,2
ARECACEAE,Livistona rigida,RF,5,2,2
ARECACEAE,Livistona victoriae,SCL,5,2,2
ARECACEAE,Ptychosperma macarthurii,RF,5,1,2
ASCLEPIADACEAE,Cynanchum floribundum,SCL,2,2,2
ASCLEPIADACEAE,Gymnanthera cunninghamii,SCL,2,2,2
ASCLEPIADACEAE,Marsdenia angustata,SCL,3,2,2
ASCLEPIADACEAE,Marsdenia trinervis,SCL,1,2,2
ASCLEPIADACEAE,Sarcostemma brevipedicellatum,SCL,3,1,2
ASCLEPIADACEAE,Sarcostemma viminale subsp. australe,RF,3,1,2
ASCLEPIADACEAE,Sarcostemma viminale subsp. brunonianum,RF,3,1,2
ASCLEPIADACEAE,Sarcostemma viminale subsp. indeterminate,SCL,3,1,2
ASCLEPIADACEAE,Tylophora erecta,SCL,2,2,2
ASTERACEAE,Anemocarpa saxatilis,SCL,1,2,2
ASTERACEAE,Blumea pungens,SCL,1,2,2
ASTERACEAE,Camptacra gracilis,SCL,2,2,2
ASTERACEAE,Cassinia laevis,SCL,3,2,2
ASTERACEAE,Chrysocephalum apiculatum,SCL,1,2,2
ASTERACEAE,Chrysocephalum eremaeum,SCL,1,2,2
ASTERACEAE,Chrysocephalum pterochaetum,SCL,1,2,2
ASTERACEAE,Cratystylis centralis,SCL,5,1,2
ASTERACEAE,Cremnothamnus thomsonii,SCL,1,2,2
ASTERACEAE,Ixiochlamys cuneifolia,SCL,1,1,2
ASTERACEAE,Leiocarpa semicalva subsp. semicalva,SCL,2,2,2
ASTERACEAE,Leiocarpa tomentosa,SCL,1,2,2
ASTERACEAE,Minuria cunninghamii,SCL,2,2,2
ASTERACEAE,Minuria denticulata,SCL,2,2,2
ASTERACEAE,Minuria tridens,SCL,2,2,2
ASTERACEAE,Olearia ferresii,SCL,2,2,2
ASTERACEAE,Olearia macdonnellensis,SCL,3,1,2
ASTERACEAE,Olearia stuartii,SCL,1,2,2
ASTERACEAE,Olearia subspicata,SCL,2,2,2
ASTERACEAE,Olearia xerophila,SCL,2,2,2
ASTERACEAE,Ozothamnus kempei,SCL,3,2,2
ASTERACEAE,Pleurocarpaea fasciculata,SCL,2,2,2
ASTERACEAE,Pluchea dunlopii,SCL,1,2,2
ASTERACEAE,Pluchea ferdinandi-muelleri,SCL,1,2,2
ASTERACEAE,Pluchea indica,SCL,1,1,2
ASTERACEAE,Pluchea rubelliflora,SCL,1,2,2
ASTERACEAE,Pluchea sp. Ormiston (H.D.V.Prendegast 66),SCL,1,2,2
ASTERACEAE,Pterocaulon serrulatum var. indeterminate,SCL,1,2,2
ASTERACEAE,Pterocaulon serrulatum var. serrulatum,SCL,1,2,2
ASTERACEAE,Pterocaulon serrulatum var. velutinum,SCL,1,2,2
ASTERACEAE,Pterocaulon sphacelatum,SCL,1,2,2
ASTERACEAE,Senecio lanibracteus,SCL,1,2,2
ASTERACEAE,Senecio magnificus,SCL,1,1,2
ASTERACEAE,Streptoglossa decurrens,SCL,1,1,2
ASTERACEAE,Streptoglossa macrocephala,SCL,2,2,2
ASTERACEAE,Vittadinia arida,SCL,1,1,2
ASTERACEAE,Vittadinia dissecta var. hirta,SCL,1,2,2
ASTERACEAE,Wedelia cunninghamii,SCL,1,1,2
ASTERACEAE,Wedelia stirlingii,SCL,2,2,2
ASTERACEAE,Wedelia urticifolia,SCL,1,1,2
ASTERACEAE,Wedelia verbesinoides,SCL,1,2,2
ASTERACEAE,Xerochrysum bracteatum,SCL,1,1,2
BIGNONIACEAE,Dolichandrone alternifolia,SCL,4,2,2
BIGNONIACEAE,Dolichandrone filiformis,SCL,4,2,2
BIGNONIACEAE,Dolichandrone heterophylla,SCL,4,2,2
BIGNONIACEAE,Pandorea doratoxylon,RF,4,1,2
BIXACEAE,Cochlospermum fraseri subsp. fraseri,SCL,4,2,2
BIXACEAE,Cochlospermum fraseri subsp. heteronemum,SCL,4,2,2
BIXACEAE,Cochlospermum fraseri subsp. indeterminate,SCL,4,2,2
BIXACEAE,Cochlospermum gillivraei,SCL,4,2,2
BIXACEAE,Cochlospermum gregorii,SCL,4,2,2
BIXACEAE,Cochlospermum sp. Arnhem Land (I.D.Cowie 5916),SCL,4,2,2
BOMBACACEAE,Adansonia gregorii,SCL,5,2,2
BOMBACACEAE,Bombax ceiba,RF,5,2,2
BORAGINACEAE,Cordia dichotoma,RF,4,2,2
BORAGINACEAE,Cordia subcordata,RF,4,2,2
BORAGINACEAE,Ehretia saligna var. indeterminate,SCL,3,2,2
BORAGINACEAE,Halgania cyanea var. Allambi Stn (B.W.Strong 676),SCL,1,2,2
BORAGINACEAE,Halgania cyanea var. indeterminate,SCL,1,2,2
BORAGINACEAE,Halgania cyanea var. latisepala,SCL,1,2,2
BORAGINACEAE,Halgania erecta,SCL,1,2,2
BORAGINACEAE,Halgania glabra,SCL,2,2,2
BORAGINACEAE,Halgania solanacea var. indeterminate,SCL,1,2,2
BORAGINACEAE,Halgania solanacea var. Mt Doreen (G.M.Chippendale 4206),SCL,1,2,2
BORAGINACEAE,Halgania solanacea var. Rabbit Flat (T.M.Orr 81),SCL,1,2,2
BORAGINACEAE,Heliotropium flintii,SCL,1,2,2
BORAGINACEAE,Heliotropium ovalifolium,SCL,1,2,2
BORAGINACEAE,Heliotropium pachyphyllum,SCL,2,2,2
BORAGINACEAE,Trichodesma zeylanicum var. grandiflorum,SCL,1,1,2
BORAGINACEAE,Trichodesma zeylanicum var. indeterminate,SCL,1,1,2
BORAGINACEAE,Trichodesma zeylanicum var. latisepalum,SCL,1,1,2
BORAGINACEAE,Trichodesma zeylanicum var. zeylanicum,SCL,1,1,2
BRASSICACEAE,Lepidium phlebopetalum,SCL,1,1,2
BRASSICACEAE,Lepidium strongylophyllum,SCL,1,1,2
BRASSICACEAE,Stenopetalum decipiens,SCL,1,2,2
BRASSICACEAE,Stenopetalum velutinum,SCL,1,1,2
BURSERACEAE,Canarium australianum,RF,5,2,2
CAESALPINIACEAE,Bauhinia binata,RF,3,2,2
CAESALPINIACEAE,Bauhinia cunninghamii,SCL,5,2,2
CAESALPINIACEAE,Bauhinia malabarica,SCL,5,2,2
CAESALPINIACEAE,Caesalpinia bonduc,RF,3,1,2
CAESALPINIACEAE,Chamaecrista absus var. absus,SCL,1,1,2
CAESALPINIACEAE,Chamaecrista mimosoides,SCL,1,1,2
CAESALPINIACEAE,Erythrophleum chlorostachys,SCL,5,2,2
CAESALPINIACEAE,Intsia bijuga,RF,5,1,2
CAESALPINIACEAE,Labichea saxicola,SCL,3,2,2
CAESALPINIACEAE,Peltophorum pterocarpum,RF,4,2,2
CAESALPINIACEAE,Petalostylis cassioides,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. alicia,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. artemisioides,SCL,2,1,2
CAESALPINIACEAE,Senna artemisioides subsp. coriacea,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. filifolia,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. helmsii,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. indeterminate,SCL,2,1,2
CAESALPINIACEAE,Senna artemisioides subsp. Kuyunba (B.Pitts 113),SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. oligophylla,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. petiolaris,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. quadrifolia,SCL,2,2,2
CAESALPINIACEAE,Senna artemisioides subsp. sturtii,SCL,2,2,2
CAESALPINIACEAE,Senna glutinosa subsp. glutinosa,SCL,2,2,2
CAESALPINIACEAE,Senna glutinosa subsp. indeterminate,SCL,2,2,2
CAESALPINIACEAE,Senna glutinosa subsp. pruinosa,SCL,2,2,2
CAESALPINIACEAE,Senna leptoclada,SCL,2,1,2
CAESALPINIACEAE,Senna notabilis,SCL,1,1,2
CAESALPINIACEAE,Senna oligoclada,SCL,1,1,2
CAESALPINIACEAE,Senna pleurocarpa var. pleurocarpa,SCL,2,2,2
CAESALPINIACEAE,Senna sericea,SCL,2,2,2
CAESALPINIACEAE,Senna surattensis subsp. indeterminate,SCL,4,2,2
CAESALPINIACEAE,Senna timorensis,SCL,4,2,2
CAESALPINIACEAE,Senna venusta,SCL,1,1,2
CAPPARACEAE,Capparis jacobsii,RF,5,2,2
CAPPARACEAE,Capparis lasiantha,SCL,4,2,2
CAPPARACEAE,Capparis loranthifolia var. loranthifolia,SCL,4,2,2
CAPPARACEAE,Capparis mitchellii,SCL,5,2,2
CAPPARACEAE,Capparis quiniflora,RF,4,2,2
CAPPARACEAE,Capparis sepiaria,RF,4,2,2
CAPPARACEAE,Capparis spinosa var. nummularia,SCL,4,2,2
CAPPARACEAE,Capparis umbonata,SCL,5,2,2
CAPPARACEAE,Cleome microaustralica,SCL,1,1,2
CAPPARACEAE,Cleome uncifera subsp. indeterminate,SCL,1,1,2
CASUARINACEAE,Allocasuarina decaisneana,SCL,5,2,2
CASUARINACEAE,Casuarina equisetifolia subsp. equisetifolia,SCL,4,1,2
CASUARINACEAE,Casuarina equisetifolia subsp. indeterminate,SCL,4,1,2
CELASTRACEAE,Cassine melanocarpa,SCL,5,2,2
CELASTRACEAE,Denhamia obscura,SCL,5,2,2
CELASTRACEAE,Lophopetalum arnhemicum,RF,5,1,1
CELASTRACEAE,Maytenus cunninghamii,SCL,4,2,2
CELASTRACEAE,Maytenus ferdinandi,SCL,4,2,2
CHENOPODIACEAE,Atriplex holocarpa,SCL,1,1,2
CHENOPODIACEAE,Atriplex nummularia subsp. nummularia,SCL,2,2,2
CHENOPODIACEAE,Atriplex nummularia subsp. omissa,SCL,2,2,2
CHENOPODIACEAE,Atriplex spongiosa,SCL,1,1,2
CHENOPODIACEAE,Atriplex stipitata,SCL,1,1,2
CHENOPODIACEAE,Atriplex vesicaria subsp. calcicola,SCL,3,1,2
CHENOPODIACEAE,Atriplex vesicaria subsp. indeterminate,SCL,3,1,2
CHENOPODIACEAE,Atriplex vesicaria subsp. macrocystidia,SCL,3,1,2
CHENOPODIACEAE,Atriplex vesicaria subsp. sphaerocarpa,SCL,3,1,2
CHENOPODIACEAE,Atriplex vesicaria subsp. variabilis,SCL,3,1,2
CHENOPODIACEAE,Chenopodium auricomum,SCL,2,2,2
CHENOPODIACEAE,Chenopodium nitrariaceum,SCL,2,2,2
CHENOPODIACEAE,Einadia nutans subsp. eremaea,SCL,1,1,2
CHENOPODIACEAE,Einadia nutans subsp. indeterminate,SCL,1,1,2
CHENOPODIACEAE,Einadia nutans subsp. nutans,SCL,1,1,2
CHENOPODIACEAE,Enchylaena tomentosa var. glabra,SCL,1,1,2
CHENOPODIACEAE,Enchylaena tomentosa var. indeterminate,SCL,1,1,2
CHENOPODIACEAE,Enchylaena tomentosa var. tomentosa,SCL,1,1,2
CHENOPODIACEAE,Eremophea spinosa,SCL,1,1,2
CHENOPODIACEAE,Halosarcia halocnemoides subsp. indeterminate,SCL,3,1,2
CHENOPODIACEAE,Halosarcia halocnemoides subsp. longispicata,SCL,3,1,2
CHENOPODIACEAE,Halosarcia halocnemoides subsp. tenuis,SCL,3,1,2
CHENOPODIACEAE,Halosarcia indica subsp. bidens,SCL,2,1,2
CHENOPODIACEAE,Halosarcia indica subsp. indeterminate,SCL,2,1,2
CHENOPODIACEAE,Halosarcia indica subsp. indica,SCL,2,1,2
CHENOPODIACEAE,Halosarcia indica subsp. julacea,SCL,2,1,2
CHENOPODIACEAE,Halosarcia indica subsp. leiostachya,SCL,2,1,2
CHENOPODIACEAE,Maireana aphylla,SCL,3,2,2
CHENOPODIACEAE,Maireana astrotricha,SCL,3,1,2
CHENOPODIACEAE,Maireana brevifolia,SCL,2,1,2
CHENOPODIACEAE,Maireana campanulata,SCL,2,1,2
CHENOPODIACEAE,Maireana georgei,SCL,2,1,2
CHENOPODIACEAE,Maireana integra,SCL,3,1,2
CHENOPODIACEAE,Maireana pyramidata,SCL,2,1,2
CHENOPODIACEAE,Maireana schistocarpa,SCL,2,1,2
CHENOPODIACEAE,Maireana scleroptera,SCL,1,1,2
CHENOPODIACEAE,Maireana sedifolia,SCL,4,1,2
CHENOPODIACEAE,Maireana triptera,SCL,2,1,2
CHENOPODIACEAE,Maireana villosa,SCL,1,1,2
CHENOPODIACEAE,Pachycornia triandra,SCL,2,1,2
CHENOPODIACEAE,Rhagodia eremaea,SCL,2,2,2
CHENOPODIACEAE,Rhagodia parabolica,SCL,2,1,2
CHENOPODIACEAE,Rhagodia spinescens,SCL,2,2,2
CHENOPODIACEAE,Sclerolaena bicornis var. bicornis,SCL,1,1,2
CHENOPODIACEAE,Sclerolaena birchii,SCL,1,1,2
CHENOPODIACEAE,Sclerolaena convexula,SCL,1,1,2
CHENOPODIACEAE,Sclerolaena costata,SCL,1,1,2
CHENOPODIACEAE,Sclerolaena johnsonii,SCL,1,1,2
CHENOPODIACEAE,Sclerolaena lanicuspis,SCL,1,1,2
CHRYSOBALANACEAE,Maranthes corymbosa,RF,5,2,2
CHRYSOBALANACEAE,Parinari nonda,SCL,5,2,2
CLUSIACEAE,Calophyllum inophyllum,RF,5,2,2
CLUSIACEAE,Calophyllum sil,RF,5,2,1
CLUSIACEAE,Calophyllum soulattri,RF,5,2,1
COMBRETACEAE,Macropteranthes kekwickii,SCL,5,2,2
COMBRETACEAE,Terminalia aridicola subsp. aridicola,SCL,5,2,2
COMBRETACEAE,Terminalia aridicola subsp. indeterminate,SCL,5,2,2
COMBRETACEAE,Terminalia arostrata,SCL,4,2,2
COMBRETACEAE,Terminalia bursarina,SCL,4,2,2
COMBRETACEAE,Terminalia canescens,SCL,4,2,2
COMBRETACEAE,Terminalia carpentariae,SCL,5,2,2
COMBRETACEAE,Terminalia catappa,RF,4,1,2
COMBRETACEAE,Terminalia erythrocarpa,SCL,4,2,2
COMBRETACEAE,Terminalia ferdinandiana,SCL,4,2,2
COMBRETACEAE,Terminalia fitzgeraldii,SCL,4,2,2
COMBRETACEAE,Terminalia grandiflora,SCL,4,2,2
COMBRETACEAE,Terminalia latipes,SCL,4,2,2
COMBRETACEAE,Terminalia microcarpa,RF,4,1,2
COMBRETACEAE,Terminalia platyphylla,SCL,4,2,2
COMBRETACEAE,Terminalia platyptera,SCL,4,2,2
COMBRETACEAE,Terminalia pterocarya,SCL,4,2,2
COMBRETACEAE,Terminalia savannicola,SCL,4,2,2
COMBRETACEAE,Terminalia sp. Black Point (G.M.Wightman 120),RF,4,1,2
COMBRETACEAE,Terminalia subacroptera,RF,4,2,2
COMBRETACEAE,Terminalia volucris,SCL,4,2,2
CONVOLVULACEAE,Bonamia deserticola,SCL,1,2,2
CONVOLVULACEAE,Bonamia erecta,SCL,2,2,2
CONVOLVULACEAE,Ipomoea costata,SCL,2,2,2
CONVOLVULACEAE,Jacquemontia browniana,SCL,1,2,2
CUPRESSACEAE,Callitris glaucophylla,SCL,5,1,1
CUPRESSACEAE,Callitris intratropica,SCL,5,1,1
CYCADACEAE,Cycas angulata,SCL,5,2,2
CYCADACEAE,Cycas arenicola,SCL,5,2,2
CYCADACEAE,Cycas armstrongii,SCL,5,2,2
CYCADACEAE,Cycas armstrongii x conferta,SCL,5,2,2
CYCADACEAE,Cycas armstrongii x maconochiei,SCL,5,2,2
CYCADACEAE,Cycas arnhemica,SCL,5,2,2
CYCADACEAE,Cycas arnhemica x orientis,SCL,5,2,2
CYCADACEAE,Cycas calcicola,SCL,5,2,2
CYCADACEAE,Cycas canalis subsp. canalis,SCL,5,2,2
CYCADACEAE,Cycas canalis subsp. carinata,SCL,5,2,2
CYCADACEAE,Cycas canalis subsp. indeterminate,SCL,5,2,2
CYCADACEAE,Cycas conferta,SCL,5,2,2
CYCADACEAE,Cycas maconochiei subsp. indeterminate,SCL,5,2,2
CYCADACEAE,Cycas maconochiei subsp. maconochiei,SCL,5,2,2
CYCADACEAE,Cycas maconochiei subsp. viridis,SCL,5,2,2
CYCADACEAE,Cycas orientis,SCL,5,2,2
CYCADACEAE,Cycas pruinosa,SCL,5,2,2
DILLENIACEAE,Dillenia alata,RF,4,2,2
DILLENIACEAE,Hibbertia angustifolia,SCL,2,1,2
DILLENIACEAE,Hibbertia arnhemica,SCL,2,2,2
DILLENIACEAE,Hibbertia brownii,SCL,2,2,2
DILLENIACEAE,Hibbertia candicans,SCL,2,2,2
DILLENIACEAE,Hibbertia cistifolia,SCL,2,2,2
DILLENIACEAE,Hibbertia dealbata,SCL,2,2,2
DILLENIACEAE,Hibbertia glaberrima,SCL,2,2,2
DILLENIACEAE,Hibbertia lepidota,SCL,1,1,2
DILLENIACEAE,Hibbertia sp. Chewings Range (P.K.Latz 10660),SCL,2,2,2
DILLENIACEAE,Hibbertia sp. Marrawal (K.G.Brennan 3194),SCL,2,2,2
DILLENIACEAE,Hibbertia sp. Mount Howship (C.R.Dunlop 6656),SCL,4,2,2
DILLENIACEAE,Pachynema complanatum,SCL,2,2,2
DILLENIACEAE,Pachynema diffusum,SCL,2,2,2
DILLENIACEAE,Pachynema dilatatum,SCL,2,2,2
DILLENIACEAE,Pachynema hooglandii,SCL,2,2,2
DILLENIACEAE,Pachynema junceum,SCL,2,2,2
DILLENIACEAE,Pachynema praestans,SCL,2,2,2
DILLENIACEAE,Pachynema sphenandrum,SCL,2,2,2
EBENACEAE,Diospyros calycantha,RF,5,2,1
EBENACEAE,Diospyros compacta,RF,5,2,1
EBENACEAE,Diospyros cordifolia,RF,4,2,1
EBENACEAE,Diospyros humilis,RF,5,2,1
EBENACEAE,Diospyros littorea,RF,5,2,1
EBENACEAE,Diospyros maritima,RF,5,2,1
ELAEOCARPACEAE,Elaeocarpus angustifolius,RF,5,1,2
ELAEOCARPACEAE,Elaeocarpus arnhemicus,RF,5,2,2
ELAEOCARPACEAE,Elaeocarpus culminicola,RF,5,2,2
ELAEOCARPACEAE,Elaeocarpus miegei,RF,5,1,2
ELATINACEAE,Bergia henshallii,SCL,1,2,2
EPACRIDACEAE,Leucopogon acuminatus,SCL,3,1,2
EPACRIDACEAE,Leucopogon sonderensis,SCL,4,2,2
EPACRIDACEAE,Leucopogon sp. Wessell Islands (P.K.Latz 3329),SCL,3,1,2
ERYTHROXYLACEAE,Erythroxylum ellipticum,SCL,5,2,2
EUPHORBIACEAE,Actephila venusta,RF,5,2,2
EUPHORBIACEAE,Adriana tomentosa var. hookeri,SCL,3,2,2
EUPHORBIACEAE,Adriana tomentosa var. tomentosa,SCL,3,2,2
EUPHORBIACEAE,Antidesma parvifolium,RF,4,2,2
EUPHORBIACEAE,Breynia cernua,RF,3,2,2
EUPHORBIACEAE,Bridelia tomentosa,SCL,3,2,2
EUPHORBIACEAE,Bridelia tomentosa,SCL,3,2,2
EUPHORBIACEAE,Calycopeplus collinus,SCL,2,1,2
EUPHORBIACEAE,Choriceras tricorne,RF,4,2,2
EUPHORBIACEAE,Croton argyratus,RF,4,2,2
EUPHORBIACEAE,Croton aridus,SCL,2,2,2
EUPHORBIACEAE,Croton arnhemicus,SCL,3,2,2
EUPHORBIACEAE,Croton byrnesii,RF,4,2,2
EUPHORBIACEAE,Croton habrophyllus,RF,3,2,2
EUPHORBIACEAE,Croton tomentellus,RF,3,2,2
EUPHORBIACEAE,Drypetes deplanchei,RF,4,2,2
EUPHORBIACEAE,Euphorbia biconvexa,SCL,1,1,2
EUPHORBIACEAE,Euphorbia centralis,SCL,1,2,2
EUPHORBIACEAE,Euphorbia sarcostemmoides,SCL,3,1,2
EUPHORBIACEAE,Euphorbia tannensis subsp. eremophila,SCL,1,2,2
EUPHORBIACEAE,Euphorbia tannensis subsp. indeterminate,SCL,1,2,2
EUPHORBIACEAE,Euphorbia tannensis subsp. tannensis,SCL,1,2,2
EUPHORBIACEAE,Excoecaria parvifolia,SCL,5,2,2
EUPHORBIACEAE,Flueggea virosa subsp. melanthesoides,RF,3,2,2
EUPHORBIACEAE,Glochidion apodogynum,RF,3,2,2
EUPHORBIACEAE,Glochidion disparipes,SCL,3,2,2
EUPHORBIACEAE,Glochidion sumatranum,RF,4,2,2
EUPHORBIACEAE,Glochidion xerocarpum,RF,3,2,2
EUPHORBIACEAE,Macaranga involucrata var. mallotoides,RF,3,2,2
EUPHORBIACEAE,Macaranga tanarius,RF,3,2,2
EUPHORBIACEAE,Mallotus dispersus,RF,4,2,2
EUPHORBIACEAE,Mallotus nesophilus,RF,3,2,2
EUPHORBIACEAE,Mallotus philippensis,RF,4,2,2
EUPHORBIACEAE,Margaritaria dubium-traceyi,RF,5,2,2
EUPHORBIACEAE,Margaritaria indica,RF,5,2,2
EUPHORBIACEAE,Omalanthus novo-guineensis,RF,3,1,2
EUPHORBIACEAE,Petalostigma banksii,SCL,4,2,2
EUPHORBIACEAE,Petalostigma nummularium,SCL,4,2,2
EUPHORBIACEAE,Petalostigma pubescens,SCL,4,2,2
EUPHORBIACEAE,Petalostigma quadriloculare,SCL,4,2,2
EUPHORBIACEAE,Phyllanthus carpentariae,SCL,2,1,2
EUPHORBIACEAE,Phyllanthus cauticola,SCL,2,2,2
EUPHORBIACEAE,Phyllanthus erwinii,SCL,1,1,2
EUPHORBIACEAE,Phyllanthus hebecarpus,SCL,1,2,2
EUPHORBIACEAE,Phyllanthus indigoferoides,SCL,2,2,2
EUPHORBIACEAE,Phyllanthus lacerosus,SCL,1,1,2
EUPHORBIACEAE,Phyllanthus oblanceolatus,SCL,1,2,2
EUPHORBIACEAE,Phyllanthus reticulatus,RF,3,2,2
EUPHORBIACEAE,Phyllanthus sp. Roper River (R.K.Harwood 713),SCL,2,2,2
EUPHORBIACEAE,Ricinocarpos gloria-medii,SCL,3,2,2
EUPHORBIACEAE,Sauropus brunonis,SCL,1,2,2
EUPHORBIACEAE,Sauropus brunonis var. ovatus,SCL,1,2,2
EUPHORBIACEAE,Sauropus dunlopii,SCL,1,2,2
EUPHORBIACEAE,Sauropus filicinus,SCL,1,2,2
EUPHORBIACEAE,Sauropus gracilis,SCL,2,2,2
EUPHORBIACEAE,Sauropus huntii,SCL,3,2,2
EUPHORBIACEAE,Sauropus ramosissimus,SCL,2,2,2
EUPHORBIACEAE,Sauropus rigens,SCL,2,2,2
EUPHORBIACEAE,Sauropus rigidulus,SCL,1,1,2
EUPHORBIACEAE,Sauropus rimophilus,SCL,3,2,2
EUPHORBIACEAE,Sauropus stenocladus subsp. indeterminate,SCL,2,2,2
EUPHORBIACEAE,Sauropus stenocladus subsp. pinifolius,SCL,2,2,2
EUPHORBIACEAE,Sauropus stenocladus subsp. stenocladus,SCL,2,2,2
EUPHORBIACEAE,Sebastiania chamaelea,SCL,2,2,2
EUPHORBIACEAE,Shonia bickertonensis,RF,2,2,2
EUPHORBIACEAE,Suregada glomerulata,RF,5,2,1
FABACEAE,Aenictophyton reconditum,SCL,2,2,2
FABACEAE,Aeschynomene aspera,SCL,1,1,2
FABACEAE,Aeschynomene indica,SCL,1,1,2
FABACEAE,Bossiaea bossiaeoides,SCL,2,2,2
FABACEAE,Cajanus acutifolius,SCL,1,1,2
