dataset_id,taxon_name,trait_name,value_type,value,unit,original_name,value_new
NHNSW_2014_2,Capsicum annuum,leaf_length,minimum,40,mm,Capsicum annuum,NA
NHNSW_2014_2,Capsicum annuum,leaf_width,minimum,16.7,mm,Capsicum annuum,NA
NHNSW_2014_2,Capsicum frutescens,leaf_length,minimum,33.3,mm,Capsicum frutescens,NA
NHNSW_2014_2,Capsicum frutescens,leaf_width,minimum,16.7,mm,Capsicum frutescens,NA
NHNSW_2014_2,Cardamine astoniae,plant_height,maximum,0.4,m,Cardamine astoniae,NA
NHNSW_2014_2,Carex bichenoviana,leaf_length,minimum,200,mm,Carex bichenoviana,NA
NHNSW_2014_2,Carex breviculmis,leaf_length,minimum,116.7,mm,Carex breviculmis,NA
NHNSW_2014_2,Carex jackiana,leaf_length,minimum,100,mm,Carex jackiana,NA
NHNSW_2014_2,Carex pumila,leaf_length,minimum,166.7,mm,Carex pumila,NA
NHNSW_2014_2,Carex tereticaulis,leaf_length,minimum,66.7,mm,Carex tereticaulis,NA
NHNSW_2014_2,Carpha alpina,plant_height,maximum,0.09,m,Carpha alpina,NA
NHNSW_2014_2,Cassinia laevis,leaf_width,minimum,0.3,mm,Cassinia laevis,NA
NHNSW_2014_2,Cassinia macrocephala,leaf_length,minimum,50,mm,Cassinia sp. B sensu Everett (1992),NA
NHNSW_2014_2,Cassinia macrocephala,leaf_length,maximum,70,mm,Cassinia sp. B sensu Everett (1992),NA
NHNSW_2014_2,Cassinia macrocephala,leaf_width,minimum,1,mm,Cassinia sp. B sensu Everett (1992),NA
NHNSW_2014_2,Cassinia macrocephala,leaf_width,maximum,2.5,mm,Cassinia sp. B sensu Everett (1992),NA
NHNSW_2014_2,Cassinia theodorii,leaf_width,minimum,0.3,mm,Cassinia theodori,NA
NHNSW_2014_2,Catapodium rigidum,leaf_width,minimum,1,mm,Catapodium rigidum,NA
NHNSW_2014_2,Catapodium rigidum,leaf_width,maximum,3,mm,Catapodium rigidum,NA
NHNSW_2014_2,Caustis recurvata,leaf_length,minimum,40,mm,Caustis recurvata,NA
NHNSW_2014_2,Caustis recurvata,leaf_width,minimum,1.3,mm,Caustis recurvata,NA
NHNSW_2014_2,Cayratia clematidea,leaf_length,minimum,10,mm,Cayratia clematidea,NA
NHNSW_2014_2,Cayratia clematidea,leaf_length,maximum,80,mm,Cayratia clematidea,NA
NHNSW_2014_2,Centipeda minima,plant_height,maximum,0.2,m,Centipeda minima,NA
NHNSW_2014_2,Centipeda racemosa,plant_height,maximum,0.15,m,Centipeda racemosa,NA
NHNSW_2014_2,Centrolepis fascicularis,leaf_width,minimum,0.266666681,mm,Centrolepis fascicularis,NA
NHNSW_2014_2,Centrolepis strigosa,leaf_width,minimum,0.13333334,mm,Centrolepis strigosa,NA
NHNSW_2014_2,Euphorbia hirta,leaf_length,minimum,13.3,mm,Chamaesyce hirta,NA
NHNSW_2014_2,Euphorbia hirta,leaf_width,minimum,6.7,mm,Chamaesyce hirta,NA
NHNSW_2014_2,Euphorbia papillifolia var. polyandra,plant_height,maximum,0.2,m,Chamaesyce sp. A sensu James & Harden (1990),NA
NHNSW_2014_2,Euphorbia inappendiculata var. queenslandica,plant_height,maximum,0.15,m,Chamaesyce sp. B sensu James & Harden (1990),NA
NHNSW_2014_2,Cheilanthes distans,leaf_length,minimum,100,mm,Cheilanthes distans,NA
NHNSW_2014_2,Cheilanthes distans,leaf_length,maximum,300,mm,Cheilanthes distans,NA
NHNSW_2014_2,Cheilanthes distans,leaf_width,minimum,10,mm,Cheilanthes distans,NA
NHNSW_2014_2,Cheilanthes distans,leaf_width,maximum,30,mm,Cheilanthes distans,NA
NHNSW_2014_2,Cheilanthes sieberi,leaf_length,minimum,116.7,mm,Cheilanthes sieberi,NA
NHNSW_2014_2,Cheilanthes sieberi,leaf_length,maximum,350,mm,Cheilanthes sieberi,NA
NHNSW_2014_2,Cheilanthes sieberi,leaf_width,minimum,10,mm,Cheilanthes sieberi,NA
NHNSW_2014_2,Cheilanthes sieberi,leaf_width,maximum,30,mm,Cheilanthes sieberi,NA
NHNSW_2014_2,Dysphania ambrosioides,leaf_length,minimum,66.7,mm,Chenopodium ambrosioides,NA
NHNSW_2014_2,Dysphania ambrosioides,leaf_width,minimum,13.3,mm,Chenopodium ambrosioides,NA
NHNSW_2014_2,Chenopodium auricomiforme,leaf_length,minimum,33.3,mm,Chenopodium auricomiforme,NA
NHNSW_2014_2,Chenopodium auricomiforme,leaf_width,minimum,23.3,mm,Chenopodium auricomiforme,NA
NHNSW_2014_2,Chenopodium auricomum,leaf_length,minimum,20,mm,Chenopodium auricomum,NA
NHNSW_2014_2,Chenopodium auricomum,leaf_width,minimum,10,mm,Chenopodium auricomum,NA
NHNSW_2014_2,Chenopodium erosum,leaf_length,minimum,66.7,mm,Chenopodium erosum,NA
NHNSW_2014_2,Chenopodium erosum,leaf_width,minimum,33.3,mm,Chenopodium erosum,NA
NHNSW_2014_2,Dysphania multifida,leaf_length,minimum,20,mm,Chenopodium multifidum,NA
NHNSW_2014_2,Dysphania multifida,leaf_width,minimum,10,mm,Chenopodium multifidum,NA
NHNSW_2014_2,Chenopodium nitrariaceum,leaf_length,minimum,16.7,mm,Chenopodium nitrariaceum,NA
NHNSW_2014_2,Chenopodium nitrariaceum,leaf_width,minimum,1.7,mm,Chenopodium nitrariaceum,NA
NHNSW_2014_2,Chloris virgata,leaf_width,minimum,2.3,mm,Chloris virgata,NA
NHNSW_2014_2,Chloris virgata,leaf_width,maximum,7,mm,Chloris virgata,NA
NHNSW_2014_2,Chorizandra cymbaria,leaf_length,minimum,3,mm,Chorizandra cymbaria,NA
NHNSW_2014_2,Chorizandra cymbaria,leaf_length,maximum,4.5,mm,Chorizandra cymbaria,NA
NHNSW_2014_2,Chorizandra cymbaria,leaf_width,minimum,0.7,mm,Chorizandra cymbaria,NA
NHNSW_2014_2,Chorizandra cymbaria,leaf_width,maximum,2,mm,Chorizandra cymbaria,NA
NHNSW_2014_2,Chorizandra cymbaria,plant_height,maximum,1,m,Chorizandra cymbaria,NA
NHNSW_2014_2,Chorizandra sphaerocephala,leaf_length,minimum,3.5,mm,Chorizandra sphaerocephala,NA
NHNSW_2014_2,Chorizandra sphaerocephala,leaf_length,maximum,4,mm,Chorizandra sphaerocephala,NA
NHNSW_2014_2,Chorizandra sphaerocephala,leaf_width,minimum,0.266666681,mm,Chorizandra sphaerocephala,NA
NHNSW_2014_2,Chorizandra sphaerocephala,leaf_width,maximum,0.8,mm,Chorizandra sphaerocephala,NA
NHNSW_2014_2,Chorizandra sphaerocephala,plant_height,maximum,0.19,m,Chorizandra sphaerocephala,NA
NHNSW_2014_2,Christella parasitica,leaf_length,minimum,266.7,mm,Christella parasitica,NA
NHNSW_2014_2,Christella parasitica,leaf_width,minimum,100,mm,Christella parasitica,NA
NHNSW_2014_2,Christella parasitica,leaf_width,maximum,300,mm,Christella parasitica,NA
NHNSW_2014_2,Glebionis coronaria,plant_height,maximum,0.9,m,Chrysanthemum coronarium,NA
NHNSW_2014_2,Cicendia filiformis,leaf_width,minimum,0.3,mm,Cicendia filiformis,NA
NHNSW_2014_2,Cichorium endivia,leaf_length,minimum,50,mm,Cichorium endivia,NA
NHNSW_2014_2,Cichorium endivia,leaf_width,minimum,16.7,mm,Cichorium endivia,NA
NHNSW_2014_2,Cichorium intybus,plant_height,maximum,1.2,m,Cichorium intybus,NA
NHNSW_2014_2,Cladium procerum,leaf_length,minimum,833.3,mm,Cladium procerum,NA
NHNSW_2014_2,Cladium procerum,plant_height,maximum,2.5,m,Cladium procerum,NA
NHNSW_2014_2,Coleocarya gracilis,plant_height,maximum,0.6,m,Coleocarya gracilis,NA
NHNSW_2014_2,Comesperma defoliatum,leaf_width,minimum,0.5,mm,Comesperma defoliatum,NA
NHNSW_2014_2,Comesperma sphaerocarpum,plant_height,maximum,0.2,m,Comesperma sphaerocarpum,NA
NHNSW_2014_2,Commelina benghalensis,leaf_length,minimum,16.7,mm,Commelina benghalensis,NA
NHNSW_2014_2,Commelina benghalensis,leaf_width,minimum,10,mm,Commelina benghalensis,NA
NHNSW_2014_2,Conospermum burgessiorum,plant_height,maximum,3,m,Conospermum burgessiorum,NA
NHNSW_2014_2,Conospermum ericifolium,leaf_width,minimum,0.3,mm,Conospermum ericifolium,NA
NHNSW_2014_2,Consolida ajacis,plant_height,maximum,1,m,Consolida ambigua,NA
NHNSW_2014_2,Cortaderia selloana,plant_height,maximum,4,m,Cortaderia selloana,NA
NHNSW_2014_2,Corymbia clarksoniana,leaf_length,minimum,70,mm,Corymbia dolichocarpa,NA
NHNSW_2014_2,Corymbia clarksoniana,leaf_length,maximum,180,mm,Corymbia dolichocarpa,NA
NHNSW_2014_2,Corymbia clarksoniana,leaf_width,minimum,0.8,mm,Corymbia dolichocarpa,NA
NHNSW_2014_2,Corymbia clarksoniana,leaf_width,maximum,25,mm,Corymbia dolichocarpa,NA
NHNSW_2014_2,Craspedia lamicola,leaf_length,minimum,40,mm,Craspedia lamicola,NA
NHNSW_2014_2,Craspedia lamicola,leaf_length,maximum,250,mm,Craspedia lamicola,NA
NHNSW_2014_2,Craspedia lamicola,leaf_width,minimum,10,mm,Craspedia lamicola,NA
NHNSW_2014_2,Craspedia lamicola,leaf_width,maximum,40,mm,Craspedia lamicola,NA
NHNSW_2014_2,Craspedia leucantha,plant_height,maximum,0.45,m,Craspedia leucantha,NA
NHNSW_2014_2,Craspedia paludicola,leaf_length,minimum,150,mm,Craspedia paludicola,NA
NHNSW_2014_2,Craspedia paludicola,leaf_length,maximum,300,mm,Craspedia paludicola,NA
NHNSW_2014_2,Craspedia paludicola,leaf_width,minimum,8,mm,Craspedia paludicola,NA
NHNSW_2014_2,Craspedia paludicola,leaf_width,maximum,20,mm,Craspedia paludicola,NA
NHNSW_2014_2,Crassocephalum crepidioides,leaf_length,minimum,66.7,mm,Crassocephalum crepidioides,NA
NHNSW_2014_2,Crassocephalum crepidioides,leaf_width,minimum,33.3,mm,Crassocephalum crepidioides,NA
NHNSW_2014_2,Croton phebalioides,leaf_width,minimum,3.3,mm,Croton phebalioides,NA
NHNSW_2014_2,Cryptandra ericoides,leaf_width,minimum,0.3,mm,Cryptandra ericoides,NA
NHNSW_2014_2,Cullen graveolens,plant_height,maximum,0.3,m,Cullen graveolens,NA
NHNSW_2014_2,Cyanicula caerulea,leaf_length,minimum,23.3,mm,Cyanicula caerulea,NA
NHNSW_2014_2,Cyanicula caerulea,leaf_width,minimum,1.7,mm,Cyanicula caerulea,NA
NHNSW_2014_2,Cyathea australis,plant_height,maximum,20,m,Cyathea australis,NA
NHNSW_2014_2,Cyathea cooperi,plant_height,maximum,12,m,Cyathea cooperi,NA
NHNSW_2014_2,Cyathea cunninghamii,plant_height,maximum,20,m,Cyathea cunninghamii,NA
NHNSW_2014_2,Cyathea leichhardtiana,leaf_length,minimum,1500,mm,Cyathea leichhardtiana,NA
NHNSW_2014_2,Cyathea leichhardtiana,leaf_width,minimum,700,mm,Cyathea leichhardtiana,NA
NHNSW_2014_2,Cyathea leichhardtiana,leaf_width,maximum,1400,mm,Cyathea leichhardtiana,NA
NHNSW_2014_2,Cyathea leichhardtiana,plant_height,maximum,7,m,Cyathea leichhardtiana,NA
NHNSW_2014_2,Cymbonotus lawsonianus,leaf_length,minimum,40,mm,Cymbonotus lawsonianus,NA
NHNSW_2014_2,Cymbopogon ambiguus,leaf_width,minimum,0.3,mm,Cymbopogon ambiguus,NA
NHNSW_2014_2,Cymbopogon ambiguus,leaf_width,maximum,1,mm,Cymbopogon ambiguus,NA
NHNSW_2014_2,Cynara cardunculus,leaf_length,minimum,166.7,mm,Cynara cardunculus,NA
NHNSW_2014_2,Cynara cardunculus,leaf_width,minimum,116.7,mm,Cynara cardunculus,NA
NHNSW_2014_2,Cynara cardunculus subsp. flavescens,leaf_length,minimum,266.7,mm,Cynara scolymus,NA
NHNSW_2014_2,Cynara cardunculus subsp. flavescens,leaf_width,minimum,133.3,mm,Cynara scolymus,NA
NHNSW_2014_2,Cynodon transvaalensis,leaf_width,minimum,0.3,mm,Cynodon transvaalensis,NA
NHNSW_2014_2,Cynoglossum creticum,leaf_length,minimum,66.7,mm,Cynoglossum creticum,NA
NHNSW_2014_2,Cyperus aggregatus,plant_height,maximum,0.6,m,Cyperus aggregatus,NA
NHNSW_2014_2,Cyperus albostriatus,leaf_length,minimum,4,mm,Cyperus albostriatus,NA
NHNSW_2014_2,Cyperus albostriatus,leaf_length,maximum,14,mm,Cyperus albostriatus,NA
NHNSW_2014_2,Cyperus albostriatus,plant_height,maximum,0.6,m,Cyperus albostriatus,NA
NHNSW_2014_2,Cyperus alterniflorus,leaf_length,minimum,5,mm,Cyperus alterniflorus,NA
NHNSW_2014_2,Cyperus alterniflorus,leaf_length,maximum,20,mm,Cyperus alterniflorus,NA
NHNSW_2014_2,Cyperus alterniflorus,leaf_width,minimum,2,mm,Cyperus alterniflorus,NA
NHNSW_2014_2,Cyperus alterniflorus,leaf_width,maximum,4,mm,Cyperus alterniflorus,NA
NHNSW_2014_2,Cyperus alterniflorus,plant_height,maximum,1.4,m,Cyperus alterniflorus,NA
NHNSW_2014_2,Cyperus aquatilis,leaf_length,minimum,4,mm,Cyperus aquatilis,NA
NHNSW_2014_2,Cyperus aquatilis,leaf_length,maximum,15,mm,Cyperus aquatilis,NA
NHNSW_2014_2,Cyperus aquatilis,plant_height,maximum,0.35,m,Cyperus aquatilis,NA
NHNSW_2014_2,Cyperus betchei,leaf_length,minimum,8,mm,Cyperus betchei,NA
NHNSW_2014_2,Cyperus betchei,leaf_length,maximum,43,mm,Cyperus betchei,NA
NHNSW_2014_2,Cyperus betchei,plant_height,maximum,1,m,Cyperus betchei,NA
NHNSW_2014_2,Cyperus bifax,leaf_length,minimum,10,mm,Cyperus bifax,NA
NHNSW_2014_2,Cyperus bifax,leaf_length,maximum,40,mm,Cyperus bifax,NA
NHNSW_2014_2,Cyperus bifax,leaf_width,minimum,0.833333313,mm,Cyperus bifax,NA
NHNSW_2014_2,Cyperus bifax,leaf_width,maximum,2.5,mm,Cyperus bifax,NA
NHNSW_2014_2,Cyperus bifax,plant_height,maximum,0.9,m,Cyperus bifax,NA
NHNSW_2014_2,Cyperus brevifolius,leaf_length,minimum,2,mm,Cyperus brevifolius,NA
NHNSW_2014_2,Cyperus brevifolius,leaf_length,maximum,4,mm,Cyperus brevifolius,NA
NHNSW_2014_2,Cyperus brevifolius,plant_height,maximum,0.4,m,Cyperus brevifolius,NA
NHNSW_2014_2,Cyperus bulbosus,leaf_length,minimum,10,mm,Cyperus bulbosus,NA
NHNSW_2014_2,Cyperus bulbosus,leaf_length,maximum,25,mm,Cyperus bulbosus,NA
NHNSW_2014_2,Cyperus bulbosus,plant_height,maximum,0.4,m,Cyperus bulbosus,NA
NHNSW_2014_2,Cyperus castaneus,leaf_length,minimum,5,mm,Cyperus castaneus,NA
NHNSW_2014_2,Cyperus castaneus,leaf_length,maximum,20,mm,Cyperus castaneus,NA
NHNSW_2014_2,Cyperus castaneus,leaf_width,minimum,1,mm,Cyperus castaneus,NA
NHNSW_2014_2,Cyperus castaneus,leaf_width,maximum,2,mm,Cyperus castaneus,NA
NHNSW_2014_2,Cyperus castaneus,plant_height,maximum,0.09,m,Cyperus castaneus,NA
NHNSW_2014_2,Cyperus clarus,leaf_length,minimum,7,mm,Cyperus clarus,NA
NHNSW_2014_2,Cyperus clarus,leaf_length,maximum,18,mm,Cyperus clarus,NA
NHNSW_2014_2,Cyperus clarus,leaf_width,minimum,3,mm,Cyperus clarus,NA
NHNSW_2014_2,Cyperus clarus,leaf_width,maximum,4.5,mm,Cyperus clarus,NA
NHNSW_2014_2,Cyperus clarus,plant_height,maximum,0.8,m,Cyperus clarus,NA
NHNSW_2014_2,Cyperus compressus,leaf_length,minimum,10,mm,Cyperus compressus,NA
NHNSW_2014_2,Cyperus compressus,leaf_length,maximum,30,mm,Cyperus compressus,NA
NHNSW_2014_2,Cyperus compressus,plant_height,maximum,0.35,m,Cyperus compressus,NA
NHNSW_2014_2,Cyperus concinnus,leaf_length,minimum,4,mm,Cyperus concinnus,NA
NHNSW_2014_2,Cyperus concinnus,leaf_length,maximum,10,mm,Cyperus concinnus,NA
NHNSW_2014_2,Cyperus concinnus,plant_height,maximum,0.65,m,Cyperus concinnus,NA
NHNSW_2014_2,Cyperus congestus,leaf_length,minimum,10,mm,Cyperus congestus,NA
NHNSW_2014_2,Cyperus congestus,leaf_length,maximum,28,mm,Cyperus congestus,NA
NHNSW_2014_2,Cyperus congestus,plant_height,maximum,0.6,m,Cyperus congestus,NA
NHNSW_2014_2,Cyperus conicus,leaf_length,minimum,2.5,mm,Cyperus conicus,NA
NHNSW_2014_2,Cyperus conicus,leaf_length,maximum,3,mm,Cyperus conicus,NA
NHNSW_2014_2,Cyperus conicus,plant_height,maximum,1,m,Cyperus conicus,NA
NHNSW_2014_2,Cyperus cyperoides,leaf_length,minimum,3,mm,Cyperus cyperoides,NA
NHNSW_2014_2,Cyperus cyperoides,leaf_length,maximum,4,mm,Cyperus cyperoides,NA
NHNSW_2014_2,Cyperus cyperoides,leaf_width,minimum,0.17,mm,Cyperus cyperoides,NA
NHNSW_2014_2,Cyperus cyperoides,leaf_width,maximum,0.5,mm,Cyperus cyperoides,NA
NHNSW_2014_2,Cyperus cyperoides,plant_height,maximum,0.75,m,Cyperus cyperoides,NA
NHNSW_2014_2,Cyperus dactylotes,leaf_length,minimum,5,mm,Cyperus dactylotes,NA
NHNSW_2014_2,Cyperus dactylotes,leaf_length,maximum,15,mm,Cyperus dactylotes,NA
NHNSW_2014_2,Cyperus dactylotes,leaf_width,minimum,1.2,mm,Cyperus dactylotes,NA
NHNSW_2014_2,Cyperus dactylotes,leaf_width,maximum,2.2,mm,Cyperus dactylotes,NA
NHNSW_2014_2,Cyperus dactylotes,plant_height,maximum,1,m,Cyperus dactylotes,NA
NHNSW_2014_2,Cyperus dietrichiae,plant_height,maximum,0.45,m,Cyperus dietrichiae,NA
NHNSW_2014_2,Cyperus difformis,leaf_length,minimum,0.6,mm,Cyperus difformis,NA
NHNSW_2014_2,Cyperus difformis,leaf_length,maximum,0.9,mm,Cyperus difformis,NA
NHNSW_2014_2,Cyperus difformis,plant_height,maximum,0.5,m,Cyperus difformis,NA
NHNSW_2014_2,Cyperus disjunctus,leaf_length,minimum,5,mm,Cyperus disjunctus,NA
NHNSW_2014_2,Cyperus disjunctus,leaf_length,maximum,6,mm,Cyperus disjunctus,NA
NHNSW_2014_2,Cyperus disjunctus,plant_height,maximum,1,m,Cyperus disjunctus,NA
NHNSW_2014_2,Cyperus dubius,plant_height,maximum,0.45,m,Cyperus dubius,NA
NHNSW_2014_2,Cyperus enervis,leaf_length,minimum,3,mm,Cyperus enervis,NA
NHNSW_2014_2,Cyperus enervis,leaf_length,maximum,15,mm,Cyperus enervis,NA
NHNSW_2014_2,Cyperus enervis,leaf_width,minimum,0.7,mm,Cyperus enervis,NA
NHNSW_2014_2,Cyperus enervis,leaf_width,maximum,2,mm,Cyperus enervis,NA
NHNSW_2014_2,Cyperus enervis,plant_height,maximum,0.5,m,Cyperus enervis,NA
NHNSW_2014_2,Cyperus eragrostis,leaf_length,minimum,5,mm,Cyperus eragrostis,NA
NHNSW_2014_2,Cyperus eragrostis,leaf_length,maximum,15,mm,Cyperus eragrostis,NA
NHNSW_2014_2,Cyperus eragrostis,plant_height,maximum,0.9,m,Cyperus eragrostis,NA
NHNSW_2014_2,Cyperus esculentus,leaf_length,minimum,2.5,mm,Cyperus esculentus,NA
NHNSW_2014_2,Cyperus esculentus,leaf_length,maximum,3,mm,Cyperus esculentus,NA
NHNSW_2014_2,Cyperus esculentus,plant_height,maximum,0.7,m,Cyperus esculentus,NA
NHNSW_2014_2,Cyperus exaltatus,leaf_length,minimum,4,mm,Cyperus exaltatus,NA
NHNSW_2014_2,Cyperus exaltatus,leaf_length,maximum,18,mm,Cyperus exaltatus,NA
NHNSW_2014_2,Cyperus exaltatus,plant_height,maximum,1.8,m,Cyperus exaltatus,NA
NHNSW_2014_2,Cyperus filipes,leaf_length,minimum,5,mm,Cyperus filipes,NA
NHNSW_2014_2,Cyperus filipes,leaf_length,maximum,15,mm,Cyperus filipes,NA
NHNSW_2014_2,Cyperus filipes,leaf_width,minimum,1,mm,Cyperus filipes,NA
NHNSW_2014_2,Cyperus filipes,leaf_width,maximum,1.5,mm,Cyperus filipes,NA
NHNSW_2014_2,Cyperus filipes,plant_height,maximum,0.19,m,Cyperus filipes,NA
NHNSW_2014_2,Cyperus flaccidus,leaf_length,minimum,5,mm,Cyperus flaccidus,NA
NHNSW_2014_2,Cyperus flaccidus,leaf_length,maximum,10,mm,Cyperus flaccidus,NA
NHNSW_2014_2,Cyperus flaccidus,plant_height,maximum,0.2,m,Cyperus flaccidus,NA
NHNSW_2014_2,Cyperus flavescens,leaf_length,minimum,6,mm,Cyperus flavescens,NA
NHNSW_2014_2,Cyperus flavescens,leaf_length,maximum,10,mm,Cyperus flavescens,NA
NHNSW_2014_2,Cyperus flavescens,plant_height,maximum,0.3,m,Cyperus flavescens,NA
NHNSW_2014_2,Cyperus flavidus,leaf_length,minimum,1.5,mm,Cyperus flavidus,NA
NHNSW_2014_2,Cyperus flavidus,leaf_length,maximum,2.5,mm,Cyperus flavidus,NA
NHNSW_2014_2,Cyperus flavidus,plant_height,maximum,0.6,m,Cyperus flavidus,NA
NHNSW_2014_2,Cyperus fulvus,leaf_length,minimum,6,mm,Cyperus fulvus,NA
NHNSW_2014_2,Cyperus fulvus,leaf_length,maximum,18,mm,Cyperus fulvus,NA
NHNSW_2014_2,Cyperus fulvus,leaf_width,minimum,2,mm,Cyperus fulvus,NA
NHNSW_2014_2,Cyperus fulvus,leaf_width,maximum,3.5,mm,Cyperus fulvus,NA
NHNSW_2014_2,Cyperus fulvus,plant_height,maximum,0.5,m,Cyperus fulvus,NA
NHNSW_2014_2,Cyperus gilesii,leaf_length,minimum,10,mm,Cyperus gilesii,NA
NHNSW_2014_2,Cyperus gilesii,leaf_length,maximum,30,mm,Cyperus gilesii,NA
NHNSW_2014_2,Cyperus gilesii,leaf_width,minimum,2.5,mm,Cyperus gilesii,NA
NHNSW_2014_2,Cyperus gilesii,leaf_width,maximum,4.5,mm,Cyperus gilesii,NA
NHNSW_2014_2,Cyperus gilesii,plant_height,maximum,0.35,m,Cyperus gilesii,NA
NHNSW_2014_2,Cyperus gracilis,leaf_length,minimum,5,mm,Cyperus gracilis,NA
NHNSW_2014_2,Cyperus gracilis,leaf_length,maximum,20,mm,Cyperus gracilis,NA
NHNSW_2014_2,Cyperus gracilis,leaf_width,minimum,0.7,mm,Cyperus gracilis,NA
NHNSW_2014_2,Cyperus gracilis,leaf_width,maximum,2,mm,Cyperus gracilis,NA
NHNSW_2014_2,Cyperus gunnii,leaf_length,minimum,6,mm,Cyperus gunnii,NA
NHNSW_2014_2,Cyperus gunnii,leaf_length,maximum,15,mm,Cyperus gunnii,NA
NHNSW_2014_2,Cyperus gunnii,leaf_width,minimum,1.5,mm,Cyperus gunnii,NA
NHNSW_2014_2,Cyperus gunnii,leaf_width,maximum,2.5,mm,Cyperus gunnii,NA
NHNSW_2014_2,Cyperus gunnii,plant_height,maximum,1.5,m,Cyperus gunnii,NA
NHNSW_2014_2,Cyperus haspan,leaf_length,minimum,5,mm,Cyperus haspan,NA
NHNSW_2014_2,Cyperus haspan,leaf_length,maximum,10,mm,Cyperus haspan,NA
NHNSW_2014_2,Cyperus haspan,plant_height,maximum,0.8,m,Cyperus haspan,NA
NHNSW_2014_2,Cyperus imbecillis,leaf_length,minimum,4.3,mm,Cyperus imbecillis,NA
NHNSW_2014_2,Cyperus imbecillis,leaf_length,maximum,13,mm,Cyperus imbecillis,NA
NHNSW_2014_2,Cyperus imbecillis,plant_height,maximum,0.5,m,Cyperus imbecillis,NA
NHNSW_2014_2,Cyperus iria,leaf_length,minimum,1,mm,Cyperus iria,NA
NHNSW_2014_2,Cyperus iria,leaf_length,maximum,1.8,mm,Cyperus iria,NA
NHNSW_2014_2,Cyperus iria,leaf_width,minimum,1,mm,Cyperus iria,NA
NHNSW_2014_2,Cyperus iria,leaf_width,maximum,1.5,mm,Cyperus iria,NA
NHNSW_2014_2,Cyperus iria,plant_height,maximum,0.6,m,Cyperus iria,NA
NHNSW_2014_2,Cyperus laevigatus,leaf_length,minimum,4,mm,Cyperus laevigatus,NA
NHNSW_2014_2,Cyperus laevigatus,leaf_width,minimum,1.5,mm,Cyperus laevigatus,NA
NHNSW_2014_2,Cyperus laevigatus,leaf_width,maximum,4,mm,Cyperus laevigatus,NA
NHNSW_2014_2,Cyperus laevigatus,plant_height,maximum,0.6,m,Cyperus laevigatus,NA
NHNSW_2014_2,Cyperus laevis,leaf_length,minimum,8.3,mm,Cyperus laevis,NA
NHNSW_2014_2,Cyperus laevis,leaf_length,maximum,25,mm,Cyperus laevis,NA
NHNSW_2014_2,Cyperus laevis,plant_height,maximum,0.55,m,Cyperus laevis,NA
NHNSW_2014_2,Cyperus leiocaulon,plant_height,maximum,0.4,m,Cyperus leiocaulon,NA
NHNSW_2014_2,Cyperus lhotskyanus,leaf_length,minimum,6,mm,Cyperus lhotskyanus,NA
NHNSW_2014_2,Cyperus lhotskyanus,leaf_length,maximum,15,mm,Cyperus lhotskyanus,NA
NHNSW_2014_2,Cyperus lhotskyanus,leaf_width,minimum,2.5,mm,Cyperus lhotskyanus,NA
NHNSW_2014_2,Cyperus lhotskyanus,leaf_width,maximum,4,mm,Cyperus lhotskyanus,NA
NHNSW_2014_2,Cyperus lhotskyanus,plant_height,maximum,0.6,m,Cyperus lhotskyanus,NA
NHNSW_2014_2,Cyperus lucidus,leaf_length,minimum,4,mm,Cyperus lucidus,NA
NHNSW_2014_2,Cyperus lucidus,leaf_length,maximum,20,mm,Cyperus lucidus,NA
NHNSW_2014_2,Cyperus lucidus,plant_height,maximum,1.5,m,Cyperus lucidus,NA
NHNSW_2014_2,Cyperus mirus,leaf_length,minimum,3,mm,Cyperus mirus,NA
NHNSW_2014_2,Cyperus mirus,leaf_length,maximum,14,mm,Cyperus mirus,NA
NHNSW_2014_2,Cyperus mirus,leaf_width,minimum,1.5,mm,Cyperus mirus,NA
NHNSW_2014_2,Cyperus mirus,leaf_width,maximum,2,mm,Cyperus mirus,NA
NHNSW_2014_2,Cyperus nutans,leaf_length,minimum,6,mm,Cyperus nutans,NA
NHNSW_2014_2,Cyperus nutans,leaf_length,maximum,14,mm,Cyperus nutans,NA
NHNSW_2014_2,Cyperus nutans,plant_height,maximum,1,m,Cyperus nutans,NA
NHNSW_2014_2,Cyperus odoratus,plant_height,maximum,1.2,m,Cyperus odoratus,NA
NHNSW_2014_2,Cyperus pilosus,leaf_length,minimum,2,mm,Cyperus pilosus,NA
NHNSW_2014_2,Cyperus pilosus,leaf_length,maximum,2.5,mm,Cyperus pilosus,NA
NHNSW_2014_2,Cyperus pilosus,plant_height,maximum,1,m,Cyperus pilosus,NA
NHNSW_2014_2,Cyperus platystylis,leaf_length,minimum,6,mm,Cyperus platystylis,NA
NHNSW_2014_2,Cyperus platystylis,leaf_length,maximum,15,mm,Cyperus platystylis,NA
NHNSW_2014_2,Cyperus platystylis,plant_height,maximum,0.8,m,Cyperus platystylis,NA
NHNSW_2014_2,Cyperus polystachyos,leaf_length,minimum,5,mm,Cyperus polystachyos,NA
NHNSW_2014_2,Cyperus polystachyos,leaf_length,maximum,25,mm,Cyperus polystachyos,NA
NHNSW_2014_2,Cyperus polystachyos,plant_height,maximum,0.6,m,Cyperus polystachyos,NA
NHNSW_2014_2,Cyperus procerus,leaf_length,minimum,2.5,mm,Cyperus procerus,NA
