species_name,original_name,Tasmania,Tasmania_rounded,Kew,Kew_rounded,Kew_yes,Kew_rounded_yes,sum_matches,seed_mass_outcome
Triglochin centrocarpum,Triglochin centrocarpum,2.083,2.08,NA,NA,NA,NA,0,keep
Cycnogeton procerum,Triglochin procera,2.083,2.08,8.2484,8.25,0,0,0,keep
Cycnogeton procerum,Triglochin procerum,2.083,2.08,8.2484,8.25,0,0,0,keep
Cycnogeton rheophilum,Triglochin rheophilum,3.8216,3.82,3.8216,3.82,1,1,2,omit
Triglochin striata,Triglochin striata,0.3444,0.34,0.3389,0.34,0,1,1,omit
Triptilodiscus pygmaeus,Triptilodiscus pygmaeus,0.108,0.11,0.091,0.09,0,0,0,keep
Trisetum spicatum,Trisetum spicatum,1.20732,1.21,0.41749716666666664,0.42,0,0,0,keep
Trithuria submersa,Trithuria submersa,0.0584,0.06,NA,NA,NA,NA,0,keep
Trochocarpa cunninghamii,Trochocarpa cunninghamii,1.977,1.98,NA,NA,NA,NA,0,keep
Trochocarpa gunnii,Trochocarpa gunnii,1.0724,1.07,1.0565903666666667,1.06,0,0,0,keep
Trochocarpa thymifolia,Trochocarpa thymifolia,2.8816,2.88,2.4522000000000004,2.45,0,0,0,keep
Typha angustifolia,Typha angustifolia,1.08805,1.09,NA,NA,NA,NA,0,keep
Typha domingensis,Typha domingensis,1.08805,1.09,0.13210874,0.13,0,0,0,keep
Uncinia compacta,Uncinia compacta,3.1604,3.16,2.8954,2.9,0,0,0,keep
Uncinia flaccida,Uncinia flaccida,2.4922,2.49,3.9152,3.92,0,0,0,keep
Uncinia compacta var. nervosa,Uncinia nervosa,2.4922,2.49,NA,NA,NA,NA,0,keep
Uncinia riparia,Uncinia riparia,1.824,1.82,1.824,1.82,1,1,2,omit
Uncinia tenella,Uncinia tenella,2.4922,2.49,NA,NA,NA,NA,0,keep
Urtica incisa,Urtica incisa,0.1964,0.2,0.24533333333333335,0.25,0,0,0,keep
Utricularia dichotoma,Utricularia dichotoma,0.098,0.1,0.018906666666666665,0.02,0,0,0,keep
Utricularia lateriflora,Utricularia lateriflora,0.033,0.03,0.014880000000000001,0.01,0,0,0,keep
Utricularia monanthos,Utricularia monanthos,0.0167,0.02,0.01808,0.02,0,1,1,omit
Utricularia tenella,Utricularia tenella,0.007,0.01,0.007,0.01,1,1,2,omit
Velleia montana,Velleia montana,0.6712,0.67,0.6712,0.67,1,1,2,omit
Velleia paradoxa,Velleia paradoxa,3.173,3.17,4.081,4.08,0,0,0,keep
Veronica calycina,Veronica calycina,0.3204,0.32,0.25880000000000003,0.26,0,0,0,keep
Veronica formosa,Veronica formosa,1.3116,1.31,1.3116,1.31,1,1,2,omit
Veronica gracilis,Veronica gracilis,0.514,0.51,0.3106,0.31,0,0,0,keep
Villarsia exaltata,Villarsia exaltata,2.2532,2.25,NA,NA,NA,NA,0,keep
Ornduffia reniformis,Villarsia reniformis,2.2532,2.25,NA,NA,NA,NA,0,keep
Viola betonicifolia,Viola betonicifolia,0.4936,0.49,1.3524,1.35,0,0,0,keep
Viola cleistogamoides,Viola cleistogamoides,0.600267,0.6,0.5088,0.51,0,0,0,keep
Viola cunninghamii,Viola cunninghamii,0.600267,0.6,NA,NA,NA,NA,0,keep
Viola fuscoviolacea,Viola fuscoviolacea,0.722,0.72,NA,NA,NA,NA,0,keep
Viola hederacea,Viola hederacea,0.5852,0.59,1.1252,1.13,0,0,0,keep
Viola sieberiana,Viola sieberana,0.600267,0.6,0.7356,0.74,0,0,0,keep
Vittadinia muelleri,Vittadinia muelleri,0.6568,0.66,0.5682,0.57,0,0,0,keep
Wahlenbergia ceracea,Wahlenbergia ceracea,0.2672,0.27,0.02525,0.03,0,0,0,keep
Wahlenbergia gracilenta,Wahlenbergia gracilenta,0.2672,0.27,0.0152,0.02,0,0,0,keep
Wahlenbergia gracilis,Wahlenbergia gracilis,0.2672,0.27,0.0605674,0.06,0,0,0,keep
Wahlenbergia littoralis,Wahlenbergia gymnoclada,0.2672,0.27,NA,NA,NA,NA,0,keep
Wahlenbergia littoricola,Wahlenbergia littoricola,0.2672,0.27,NA,NA,NA,NA,0,keep
Wahlenbergia multicaulis,Wahlenbergia multicaulis,0.2672,0.27,0.0188,0.02,0,0,0,keep
Wahlenbergia saxicola,Wahlenbergia saxicola,0.2672,0.27,NA,NA,NA,NA,0,keep
Wahlenbergia stricta,Wahlenbergia stricta,0.2672,0.27,0.01292,0.01,0,0,0,keep
Wahlenbergia multicaulis,Wahlenbergia tadgellii,0.2672,0.27,0.0188,0.02,0,0,0,keep
Westringia brevifolia,Westringia brevifolia,0.9428,0.94,NA,NA,NA,NA,0,keep
Westringia rubiifolia,Westringia rubiaefolia,0.9428,0.94,0.9428,0.94,1,1,2,omit
Winifredia sola,Winifredia sola,1.4557,1.46,NA,NA,NA,NA,0,keep
Wurmbea dioica,Wurmbea dioica,0.7352,0.74,0.7826,0.78,0,0,0,keep
Wurmbea uniflora,Wurmbea uniflora,0.7352,0.74,1.1616,1.16,0,0,0,keep
Xanthorrhoea australis,Xanthorrhoea australis,12.5964,12.6,12.7444,12.74,0,0,0,keep
Xanthosia dissecta,Xanthosia dissecta,0.6484,0.65,0.9092,0.91,0,0,0,keep
Xanthosia pilosa,Xanthosia pilosa,0.6738,0.67,2.4509804,2.45,0,0,0,keep
Xanthosia pusilla,Xanthosia pusilla,0.6738,0.67,NA,NA,NA,NA,0,keep
Xanthosia tasmanica,Xanthosia tasmanica,0.6992,0.7,0.6992,0.7,1,1,2,omit
Xanthosia tridentata,Xanthosia tridentata,0.6738,0.67,1.4292,1.43,0,0,0,keep
Xyris gracilis,Xyris gracilis,0.110533,0.11,0.0584,0.06,0,0,0,keep
Xyris marginata,Xyris marginata,0.09,0.09,0.0864,0.09,0,1,1,omit
Xyris muelleri,Xyris muelleri,0.1684,0.17,0.1684,0.17,1,1,2,omit
Xyris operculata,Xyris operculata,0.0732,0.07,0.0796,0.08,0,0,0,keep
Xyris tasmanica,Xyris tasmanica,0.110533,0.11,NA,NA,NA,NA,0,keep
Zieria arborescens,Zieria arborescens,2.208,2.21,NA,NA,NA,NA,0,keep
Zoysia macrantha,Zoysia macrantha,0.3388,0.34,NA,NA,NA,NA,0,keep
Zygophyllum billardierei,Zygophyllum billardierei,2.9716,2.97,NA,NA,NA,NA,0,keep
