species_name,original_name,Tasmania,Tasmania_rounded,Kew,Kew_rounded,Kew_yes,Kew_rounded_yes,sum_matches,seed_mass_outcome
Hibbertia prostrata,Hibbertia prostrata,1.9938,1.99,NA,NA,NA,NA,0,keep
Hibbertia riparia,Hibbertia riparia,1.9938,1.99,NA,NA,NA,NA,0,keep
Hibbertia sericea,Hibbertia sericea,2.8124,2.81,1.5176,1.52,0,0,0,keep
Hibbertia serpyllifolia,Hibbertia serpyllifolia,1.9938,1.99,NA,NA,NA,NA,0,keep
Hierochloe fraseri,Hierochloe fraseri,0.4848,0.48,0.4848,0.48,1,1,2,omit
Hierochloe rariflora,Hierochloe rariflora,0.54,0.54,0.54,0.54,1,1,2,omit
Hierochloe redolens,Hierochloe redolens,0.6688,0.67,0.7515499999999999,0.75,0,0,0,keep
Histiopteris incisa,Histiopteris incisa,3.3,3.3,NA,NA,NA,NA,0,keep
Hovea heterophylla,Hovea heterophylla,7.89099,7.89,NA,NA,NA,NA,0,keep
Hovea linearis,Hovea linearis,7.89099,7.89,15.952583833333334,15.95,0,0,0,keep
Hovea longifolia,Hovea longifolia,7.89099,7.89,NA,NA,NA,NA,0,keep
Huperzia australiana,Huperzia australiana,3.3,3.3,NA,NA,NA,NA,0,keep
Huperzia varia,Huperzia varia,3.3,3.3,NA,NA,NA,NA,0,keep
Hyalosperma demissum,Hyalosperma demissum,0.0644,0.06,0.053733333333333334,0.05,0,0,0,keep
Trithuria filamentosa,Hydatella filamentosa,0.0584,0.06,1.0426667,1.04,0,0,0,keep
Hydrocotyle callicarpa,Hydrocotyle callicarpa,0.1632,0.16,0.10732,0.11,0,0,0,keep
Hydrocotyle capillaris,Hydrocotyle capillaris,0.1416,0.14,0.1416,0.14,1,1,2,omit
Hydrocotyle hirta,Hydrocotyle hirta,0.198,0.2,0.133,0.13,0,0,0,keep
Hydrocotyle tripartita,Hydrocotyle muscosa,0.1676,0.17,NA,NA,NA,NA,0,keep
Hydrocotyle pterocarpa,Hydrocotyle pterocarpa,0.1676,0.17,NA,NA,NA,NA,0,keep
Hydrocotyle sibthorpioides,Hydrocotyle sibthorpioides,0.1676,0.17,0.132,0.13,0,0,0,keep
Microtis orbicularis,Hydrorchis orbicularis,0.0124,0.01,NA,NA,NA,NA,0,keep
Hymenanthera dentata,Hymenanthera dentata,0.600267,0.6,NA,NA,NA,NA,0,keep
Hymenophyllum australe,Hymenophyllum australe,3.3,3.3,NA,NA,NA,NA,0,keep
Hymenophyllum cupressiforme,Hymenophyllum cupressiforme,3.3,3.3,NA,NA,NA,NA,0,keep
Hymenophyllum flabellatum,Hymenophyllum flabellatum,3.3,3.3,NA,NA,NA,NA,0,keep
Craspedophyllum marginatum,Hymenophyllum marginatum,3.3,3.3,NA,NA,NA,NA,0,keep
Hymenophyllum peltatum,Hymenophyllum peltatum,3.3,3.3,NA,NA,NA,NA,0,keep
Hymenophyllum darwinii,Hymenophyllum rarum,3.3,3.3,NA,NA,NA,NA,0,keep
Hypericum gramineum,Hypericum gramineum,0.032,0.03,0.02552,0.03,0,1,1,omit
Hypericum japonicum,Hypericum japonicum,0.032,0.03,0.02994,0.03,0,1,1,omit
Hypolaena fastigiata,Hypolaena fastigiata,4.4236,4.42,5.4685,5.47,0,0,0,keep
Hypolepis villoso-viscida,Hypolepis amaurorachis,3.3,3.3,NA,NA,NA,NA,0,keep
Hypolepis rugosula,Hypolepis rugosula,3.3,3.3,NA,NA,NA,NA,0,keep
Hypoxis glabella,Hypoxis glabella,0.158,0.16,NA,NA,NA,NA,0,keep
Hypoxis hygrometrica,Hypoxis hygrometrica,0.158,0.16,NA,NA,NA,NA,0,keep
Hypoxis vaginata,Hypoxis vaginata,0.158,0.16,NA,NA,NA,NA,0,keep
Indigofera australis,Indigofera australis,5.3768,5.38,4.98328,4.98,0,0,0,keep
Isoetes gunnii,Isoetes gunnii,3.3,3.3,NA,NA,NA,NA,0,keep
Isoetopsis graminifolia,Isoetopsis graminifolia,0.6236,0.62,0.51322,0.51,0,0,0,keep
Isolepis alpina,Isolepis alpina,0.1024,0.1,0.08020000000000001,0.08,0,0,0,keep
Isolepis aucklandica,Isolepis aucklandica,0.1364,0.14,0.1364,0.14,1,1,2,omit
Isolepis cernua,Isolepis cernua,0.1542,0.15,0.15717555,0.16,0,0,0,keep
Isolepis crassiuscula,Isolepis crassiuscula,0.2064,0.21,0.2506933333333333,0.25,0,0,0,keep
Isolepis fluitans,Isolepis fluitans,0.1276,0.13,0.616881475,0.62,0,0,0,keep
Isolepis hookeriana,Isolepis hookeriana,0.1542,0.15,NA,NA,NA,NA,0,keep
Isolepis inundata,Isolepis inundata,0.084,0.08,0.0678,0.07,0,0,0,keep
Isolepis marginata,Isolepis marginata,0.2316,0.23,0.2524,0.25,0,0,0,keep
Isolepis montivaga,Isolepis montivaga,0.2,0.2,0.2,0.2,1,1,2,omit
Ficinia nodosa,Isolepis nodosa,0.1542,0.15,0.1556,0.16,0,0,0,keep
Isolepis cernua var. platycarpa,Isolepis platycarpa,0.1452,0.15,NA,NA,NA,NA,0,keep
Isolepis subtilissima,Isolepis subtilissima,0.1542,0.15,NA,NA,NA,NA,0,keep
Isophysis tasmanica,Isophysis tasmanica,0.6604,0.66,NA,NA,NA,NA,0,keep
Isopogon ceratophyllus,Isopogon ceratophyllus,2.3636,2.36,4.4618,4.46,0,0,0,keep
Isotoma fluviatilis,Isotoma fluviatilis,0.0408,0.04,0.0408,0.04,1,1,2,omit
Juncus amabilis,Juncus amabilis,0.008,0.01,0.009000000000000001,0.01,0,1,1,omit
Juncus antarcticus,Juncus antarcticus,0.04,0.04,0.039599999999999996,0.04,0,1,1,omit
Juncus astreptus,Juncus astreptus,0.013,0.01,0.013,0.01,1,1,2,omit
Juncus australis,Juncus australis,0.01,0.01,0.0084,0.01,0,1,1,omit
Juncus bassianus,Juncus bassianus,0.0163,0.02,0.0163333,0.02,0,1,1,omit
Juncus bufonius,Juncus bufonius,0.036,0.04,0.024942222222222223,0.02,0,0,0,keep
Juncus caespiticius,Juncus caespiticius,0.0292,0.03,0.02802,0.03,0,1,1,omit
Juncus curtisiae,Juncus curtisiae,0.0176,0.02,0.02563335,0.03,0,0,0,keep
Juncus falcatus,Juncus falcatus,0.0268,0.03,0.021232,0.02,0,0,0,keep
Juncus filicaulis,Juncus filicaulis,0.0193,0.02,NA,NA,NA,NA,0,keep
Juncus gregiflorus,Juncus gregiflorus,0.012,0.01,0.00928,0.01,0,1,1,omit
Juncus holoschoenus,Juncus holoschoenus,0.0133,0.01,0.015546666666666665,0.02,0,0,0,keep
Juncus kraussii,Juncus kraussii,0.043,0.04,0.04296,0.04,0,1,1,omit
Juncus pallidus,Juncus pallidus,0.0144,0.01,0.012643325,0.01,0,1,1,omit
Juncus pauciflorus,Juncus pauciflorus,0.0267,0.03,0.026733350000000003,0.03,0,1,1,omit
Juncus planifolius,Juncus planifolius,0.0214,0.02,0.01573,0.02,0,1,1,omit
Juncus procerus,Juncus procerus,0.0093,0.01,0.009346666666666666,0.01,0,1,1,omit
Juncus ratkowskyanus,Juncus ratkowskyanus,0.0193,0.02,NA,NA,NA,NA,0,keep
Juncus revolutus,Juncus revolutus,0.0193,0.02,NA,NA,NA,NA,0,keep
Juncus sandwithii,Juncus sandwithii,0.0193,0.02,0.0256,0.03,0,0,0,keep
Juncus sarophorus,Juncus sarophorus,0.0148,0.01,0.0128,0.01,0,1,1,omit
Juncus subsecundus,Juncus subsecundus,0.00666,0.01,0.009557783333333333,0.01,0,1,1,omit
Juncus vaginatus,Juncus vaginatus,0.0092,0.01,0.0092,0.01,1,1,2,omit
Kennedia prostrata,Kennedia prostrata,17.6412,17.64,19.10824,19.11,0,0,0,keep
Kunzea ambigua,Kunzea ambigua,0.736163,0.74,0.03124,0.03,0,0,0,keep
Agrostis aemula,Lachnagrostis aemula,0.1672,0.17,NA,NA,NA,NA,0,keep
Agrostis billardierei,Lachnagrostis billardierei,0.1672,0.17,NA,NA,NA,NA,0,keep
Agrostis avenacea,Lachnagrostis filiformis,0.1672,0.17,NA,NA,NA,NA,0,keep
Agrostis aemula,Lachnagrostis punicea,0.1672,0.17,NA,NA,NA,NA,0,keep
Agrostis pilosula,Lachnagrostis scabra subsp scabra,0.1672,0.17,NA,NA,NA,NA,0,keep
Lagarostrobos franklinii,Lagarostrobos franklinii,1.77688,1.78,NA,NA,NA,NA,0,keep
Lagenophora lanata,Lagenifera gracilis,0.401868,0.4,0.3296,0.33,0,0,0,keep
Lagenophora huegelii,Lagenifera huegelii,0.401868,0.4,0.7892,0.79,0,0,0,keep
Lagenophora stipitata,Lagenifera stipitata,0.401868,0.4,0.5594,0.56,0,0,0,keep
Lagenophora stipitata,Lagenophora stipitata,0.401868,0.4,0.5594,0.56,0,0,0,keep
Lasiopetalum macrophyllum,Lasiopetalum macrophyllum,1.5092,1.51,2.2202,2.22,0,0,0,keep
Lasiopetalum micranthum,Lasiopetalum micranthum,1.3596,1.36,1.5406,1.54,0,0,0,keep
Lastreopsis acuminata,Lastreopsis acuminata,3.3,3.3,NA,NA,NA,NA,0,keep
Laxmannia orientalis,Laxmannia orientalis,0.3429,0.34,0.466,0.47,0,0,0,keep
Lemna disperma,Lemna disperma,3.3,3.3,NA,NA,NA,NA,0,keep
Leontodon taraxacoides,Leontodon taraxacoides subsp taraxacoides,0.401868,0.4,NA,NA,NA,NA,0,keep
Lepidium africanum,Lepidium hyssopifolium,0.2732,0.27,0.2757602,0.28,0,0,0,keep
Lepidium pseudotasmanicum,Lepidium pseudotasmanicum,0.2096,0.21,0.20864,0.21,0,1,1,omit
Lepidosperma concavum,Lepidosperma concavum,4.926,4.93,5.5884,5.59,0,0,0,keep
Lepidosperma curtisiae,Lepidosperma curtisiae,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma elatius,Lepidosperma elatius,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma ensiforme,Lepidosperma ensiforme,1.6484,1.65,NA,NA,NA,NA,0,keep
Lepidosperma filiforme,Lepidosperma filiforme,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma gladiatum,Lepidosperma gladiatum,3.092,3.09,5.4444,5.44,0,0,0,keep
Lepidosperma globosum,Lepidosperma globosum,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma gunnii,Lepidosperma gunnii,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma inops,Lepidosperma inops,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma laterale,Lepidosperma laterale,2.7016,2.7,3.3831800000000003,3.38,0,0,0,keep
Lepidosperma longitudinale,Lepidosperma longitudinale,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma neesii,Lepidosperma neesii,3.092,3.09,NA,NA,NA,NA,0,keep
Lepidosperma oldfieldii,Lepidosperma oldfieldii,3.092,3.09,NA,NA,NA,NA,0,keep
Lepilaena cylindrocarpa,Lepilaena cylindrocarpa,0.166,0.17,0.166,0.17,1,1,2,omit
Leptecophylla divaricata,Leptecophylla divaricata,23.933,23.93,NA,NA,NA,NA,0,keep
Leptecophylla juniperina,Leptecophylla juniperina,24.4452,24.45,NA,NA,NA,NA,0,keep
Leptinella filicula,Leptinella filicula,0.401868,0.4,0.2472,0.25,0,0,0,keep
Leptinella longipes,Leptinella longipes,0.401868,0.4,NA,NA,NA,NA,0,keep
Leptinella reptans,Leptinella reptans,0.401868,0.4,0.2672,0.27,0,0,0,keep
Apodasmia brownii,Leptocarpus brownii,0.3396,0.34,0.8156,0.82,0,0,0,keep
Leptocarpus tenax,Leptocarpus tenax,0.3396,0.34,0.2652,0.27,0,0,0,keep
Leptoceras menziesii,Leptoceras menziesii,0.0124,0.01,NA,NA,NA,NA,0,keep
Leptomeria drupacea,Leptomeria drupacea,4.4688,4.47,4.4688,4.47,1,1,2,omit
Leptomeria glomerata,Leptomeria glomerata,4.4688,4.47,NA,NA,NA,NA,0,keep
Leptorhynchos nitidulus,Leptorhynchos linearis,0.1172,0.12,NA,NA,NA,NA,0,keep
Leptorhynchos squamatus,Leptorhynchos squamatus,0.1172,0.12,0.1047,0.1,0,0,0,keep
Leptospermum glaucescens,Leptospermum glaucescens,0.3206,0.32,0.146266675,0.15,0,0,0,keep
Leptospermum grandiflorum,Leptospermum grandiflorum,0.3352,0.34,0.3634,0.36,0,0,0,keep
Leptospermum laevigatum,Leptospermum laevigatum,0.17971,0.18,1.1202666666666667,1.12,0,0,0,keep
Leptospermum lanigerum,Leptospermum lanigerum,0.20028,0.2,0.1411940777777778,0.14,0,0,0,keep
Leptospermum nitidum,Leptospermum nitidum,0.086,0.09,0.09333335,0.09,0,1,1,omit
Leptospermum riparium,Leptospermum riparium,0.1528,0.15,0.1528,0.15,1,1,2,omit
Leptospermum rupestre,Leptospermum rupestre,0.0838,0.08,0.08038000000000001,0.08,0,1,1,omit
Leptospermum scoparium,Leptospermum scoparium,0.0793,0.08,0.14508000000000001,0.15,0,0,0,keep
Sporadanthus tasmanicus,Lepyrodia tasmanica,1.4557,1.46,NA,NA,NA,NA,0,keep
Leucophyta brownii,Leucophyta brownii,0.1176,0.12,0.1664,0.17,0,0,0,keep
Leucopogon australis,Leucopogon australis,9.7476,9.75,NA,NA,NA,NA,0,keep
Leucopogon collinus,Leucopogon collinus,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon ericoides,Leucopogon ericoides,6.6578,6.66,NA,NA,NA,NA,0,keep
Acrothamnus hookeri,Leucopogon hookeri,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon milliganii,Leucopogon milliganii,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon montanus,Leucopogon montanus,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon parviflorus,Leucopogon parviflorus,3.568,3.57,NA,NA,NA,NA,0,keep
Leucopogon piliferus,Leucopogon pilifer,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon stuartii,Leucopogon stuartii,6.6578,6.66,NA,NA,NA,NA,0,keep
Leucopogon virgatus,Leucopogon virgatus,6.6578,6.66,NA,NA,NA,NA,0,keep
Libertia pulchella,Libertia pulchella,0.684,0.68,0.92060966,0.92,0,0,0,keep
Lilaeopsis polyantha,Lilaeopsis polyantha,1.2588,1.26,NA,NA,NA,NA,0,keep
Lindsaea linearis,Lindsaea linearis,3.3,3.3,NA,NA,NA,NA,0,keep
Linum albidum,Linum albidum,0.7476,0.75,0.7476,0.75,1,1,2,omit
Linum marginale,Linum marginale,0.7476,0.75,1.2332,1.23,0,0,0,keep
Liparophyllum gunnii,Liparophyllum gunnii,0.425371,0.43,NA,NA,NA,NA,0,keep
Acrothamnus montanus,Lissanthe montana,1.3994,1.4,NA,NA,NA,NA,0,keep
Lissanthe strigosa,Lissanthe strigosa,1.3994,1.4,NA,NA,NA,NA,0,keep
Lobelia anceps,Lobelia alata,0.0257,0.03,0.021733325,0.02,0,0,0,keep
Lobelia anceps,Lobelia anceps,0.0143,0.01,0.021733325,0.02,0,0,0,keep
Lobelia gibbosa,Lobelia gibbosa,0.037,0.04,0.00184,0,0,0,0,keep
Filago gallica,Logfia gallica,0.401868,0.4,NA,NA,NA,NA,0,keep
Lomandra longifolia,Lomandra longifolia,10.7209,10.72,9.04703,9.05,0,0,0,keep
Lomandra nana,Lomandra nana,10.7209,10.72,NA,NA,NA,NA,0,keep
Lomatia polymorpha,Lomatia polymorpha,37.9501,37.95,NA,NA,NA,NA,0,keep
Lomatia tinctoria,Lomatia tinctoria,37.9501,37.95,NA,NA,NA,NA,0,keep
Lotus tenuis,Lotus corniculatus var tenuifolius,7.89099,7.89,NA,NA,NA,NA,0,keep
Luzula australasica,Luzula australasica,0.4872,0.49,NA,NA,NA,NA,0,keep
Luzula densiflora,Luzula densiflora,0.3668,0.37,0.4664,0.47,0,0,0,keep
Luzula flaccida,Luzula flaccida,0.6076,0.61,0.5206,0.52,0,0,0,keep
Luzula meridionalis,Luzula meridionalis,0.4872,0.49,0.53396,0.53,0,0,0,keep
Luzula modesta,Luzula modesta,0.4872,0.49,0.5592,0.56,0,0,0,keep
Luzula novae-cambriae,Luzula novae-cambriae,0.4872,0.49,NA,NA,NA,NA,0,keep
Lycopodiella diffusa,Lycopodiella diffusa,3.3,3.3,NA,NA,NA,NA,0,keep
Lycopodiella lateralis,Lycopodiella lateralis,3.3,3.3,NA,NA,NA,NA,0,keep
Lycopodium deuterodensum,Lycopodium deuterodensum,3.3,3.3,NA,NA,NA,NA,0,keep
Austrolycopodium fastigiatum,Lycopodium fastigiatum,3.3,3.3,NA,NA,NA,NA,0,keep
Lycopodium gayanum,Lycopodium scariosum,3.3,3.3,NA,NA,NA,NA,0,keep
Lythrum hyssopifolia,Lythrum hyssopifolia,0.0644,0.06,0.10915,0.11,0,0,0,keep
Lythrum salicaria,Lythrum salicaria,0.0644,0.06,0.06881111111111111,0.07,0,0,0,keep
Mazus pumilio,Mazus pumilio,0.719505,0.72,0.0456,0.05,0,0,0,keep
Melaleuca ericifolia,Melaleuca ericifolia,0.0396,0.04,0.0925,0.09,0,0,0,keep
Melaleuca gibbosa,Melaleuca gibbosa,0.0772,0.08,0.15252,0.15,0,0,0,keep
Melaleuca pustulata,Melaleuca pustulata,0.0403,0.04,0.0312,0.03,0,0,0,keep
Melaleuca squamea,Melaleuca squamea,0.2692,0.27,0.1778,0.18,0,0,0,keep
Melaleuca squarrosa,Melaleuca squarrosa,0.174,0.17,0.21502,0.22,0,0,0,keep
Melilotus indicus,Melilotus indica,7.89099,7.89,NA,NA,NA,NA,0,keep
Mentha australis,Mentha australis,0.1576,0.16,0.1428,0.14,0,0,0,keep
Mentha diemenica,Mentha diemenica,0.1576,0.16,0.2356,0.24,0,0,0,keep
Micrantheum hexandrum,Micrantheum hexandrum,5.7196,5.72,3.2874,3.29,0,0,0,keep
Micrantheum serpentinum,Micrantheum serpentinum,2.6192,2.62,2.504,2.5,0,0,0,keep
Microcachrys tetragona,Microcachrys tetragona,2.65696,2.66,1.504,1.5,0,0,0,keep
Ehrharta stipoides,Microlaena stipoides,2.1252,2.13,NA,NA,NA,NA,0,keep
Ehrharta tasmanica,Microlaena tasmanica,2.1252,2.13,NA,NA,NA,NA,0,keep
Microseris lanceolata,Microseris lanceolata,1.4208,1.42,2.0796,2.08,0,0,0,keep
Microsorum pustulatum,Microsorum pustulatum,3.3,3.3,NA,NA,NA,NA,0,keep
Microtis unifolia,Microtis parviflora,0.0014,0,NA,NA,NA,NA,0,keep
Microtis rara,Microtis rara,0.0014,0,NA,NA,NA,NA,0,keep
Microtis unifolia,Microtis unifolia,0.0014,0,NA,NA,NA,NA,0,keep
Milligania densiflora,Milligania densiflora,0.356,0.36,0.3328,0.33,0,0,0,keep
Milligania lindoniana,Milligania lindoniana,0.2576,0.26,0.2411642,0.24,0,0,0,keep
Millotia tenuifolia,Millotia tenuifolia,0.2952,0.3,0.20433333333333334,0.2,0,0,0,keep
Mimulus repens,Mimulus repens,0.166678,0.17,NA,NA,NA,NA,0,keep
Mitrasacme archeri,Mitrasacme archeri,0.0692,0.07,NA,NA,NA,NA,0,keep
Mitrasacme montana,Mitrasacme montana,0.0692,0.07,NA,NA,NA,NA,0,keep
Mitrasacme pilosa,Mitrasacme pilosa,0.0692,0.07,0.0664,0.07,0,1,1,omit
Mitrasacme serpyllifolia,Mitrasacme serpyllifolia,0.0692,0.07,NA,NA,NA,NA,0,keep
Monotoca elliptica,Monotoca elliptica,2.1584,2.16,17.692666666666668,17.69,0,0,0,keep
Monotoca empetrifolia,Monotoca empetrifolia,1.8188,1.82,NA,NA,NA,NA,0,keep
Monotoca glauca,Monotoca glauca,1.4792,1.48,1.4792,1.48,1,1,2,omit
Monotoca linifolia,Monotoca linifolia,1.8188,1.82,NA,NA,NA,NA,0,keep
Monotoca scoparia,Monotoca scoparia,1.8188,1.82,NA,NA,NA,NA,0,keep
Monotoca submutica,Monotoca submutica,1.8188,1.82,NA,NA,NA,NA,0,keep
Muehlenbeckia adpressa,Muehlenbeckia adpressa,4.9092,4.91,5.121866666666667,5.12,0,0,0,keep
Muehlenbeckia gunnii,Muehlenbeckia gunnii,4.9092,4.91,10.7894,10.79,0,0,0,keep
Myoporum insulare,Myoporum insulare,0.166678,0.17,14.66,14.66,0,0,0,keep
Myosotis australis,Myosotis australis,0.719505,0.72,0.2856,0.29,0,0,0,keep
Myriophyllum amphibium,Myriophyllum amphibium,0.0806,0.08,NA,NA,NA,NA,0,keep
Myriophyllum integrifolium,Myriophyllum integrifolium,0.05,0.05,0.08693333333333333,0.09,0,0,0,keep
Myriophyllum muelleri,Myriophyllum muelleri,0.0806,0.08,NA,NA,NA,NA,0,keep
Myriophyllum pedunculatum,Myriophyllum pedunculatum,0.0806,0.08,NA,NA,NA,NA,0,keep
Myriophyllum propinquum,Myriophyllum propinquum,0.0806,0.08,NA,NA,NA,NA,0,keep
Myriophyllum salsugineum,Myriophyllum salsugineum,0.0806,0.08,NA,NA,NA,NA,0,keep
Myriophyllum simulans,Myriophyllum simulans,0.1112,0.11,0.1112,0.11,1,1,2,omit
Myriophyllum variifolium,Myriophyllum variifolium,0.0806,0.08,NA,NA,NA,NA,0,keep
Nablonium calyceroides,Nablonium calyceroides,0.401868,0.4,NA,NA,NA,NA,0,keep
Acianthus caudatus,Nemacianthus caudatus,0.00533,0.01,NA,NA,NA,NA,0,keep
Nematolepis squamea,Nematolepis squamea,1.9848,1.98,1.016,1.02,0,0,0,keep
Neopaxia australasica,Neopaxia australasica,0.1008,0.1,NA,NA,NA,NA,0,keep
Nertera granadensis,Nertera depressa,11.4775,11.48,1.3186399999999998,1.32,0,0,0,keep
Notelaea ligustrina,Notelaea ligustrina,49.058,49.06,44.8728,44.87,0,0,0,keep
Nothofagus cunninghamii,Nothofagus cunninghamii,1.8268,1.83,9.92341334,9.92,0,0,0,keep
Rytidosperma gracile,Notodanthonia gracilis,1.20732,1.21,NA,NA,NA,NA,0,keep
Rytidosperma semiannulare,Notodanthonia semiannularis,1.20732,1.21,0.38680000000000003,0.39,0,0,0,keep
Liparophyllum exiguum,Nymphoides exigua,0.425371,0.43,NA,NA,NA,NA,0,keep
Olearia algida,Olearia algida,0.4952,0.5,0.41886666666666666,0.42,0,0,0,keep
Olearia argophylla,Olearia argophylla,0.744,0.74,0.4496,0.45,0,0,0,keep
Olearia axillaris,Olearia axillaris,0.71716,0.72,0.4404,0.44,0,0,0,keep
Olearia ciliata,Olearia ciliata,0.71716,0.72,NA,NA,NA,NA,0,keep
Olearia ericoides,Olearia ericoides,0.1944,0.19,0.1964,0.2,0,0,0,keep
Olearia erubescens,Olearia erubescens,0.71716,0.72,0.865,0.86,0,0,0,keep
Olearia floribunda,Olearia floribunda,0.5865,0.59,0.3228,0.32,0,0,0,keep
Olearia glandulosa,Olearia glandulosa,0.1848,0.18,0.209,0.21,0,0,0,keep
Olearia hookeri,Olearia hookeri,0.4876,0.49,0.7574,0.76,0,0,0,keep
Olearia ledifolia,Olearia ledifolia,0.71716,0.72,NA,NA,NA,NA,0,keep
Olearia lepidophylla,Olearia lepidophylla,0.71716,0.72,NA,NA,NA,NA,0,keep
Olearia lirata,Olearia lirata,0.3164,0.32,0.32099999999999995,0.32,0,1,1,omit
Olearia myrsinoides,Olearia myrsinoides,3.2316,3.23,1.9047999999999998,1.9,0,0,0,keep
Olearia obcordata,Olearia obcordata,0.992,0.99,0.992,0.99,1,1,2,omit
Olearia persoonioides,Olearia persoonioides,0.71716,0.72,NA,NA,NA,NA,0,keep
Olearia phlogopappa,Olearia phlogopappa,0.4352,0.44,0.4118,0.41,0,0,0,keep
Olearia pinifolia,Olearia pinifolia,0.4528,0.45,0.455,0.46,0,0,0,keep
Olearia ramulosa,Olearia ramulosa,0.1736,0.17,0.2251,0.23,0,0,0,keep
Olearia stellulata,Olearia stellulata,0.3792,0.38,0.3908,0.39,0,0,0,keep
Olearia tasmanica,Olearia tasmanica,0.8777,0.88,1.2416667,1.24,0,0,0,keep
Olearia viscosa,Olearia viscosa,1.2064,1.21,0.9308799999999999,0.93,0,0,0,keep
Opercularia ovata,Opercularia ovata,11.4775,11.48,1.1684,1.17,0,0,0,keep
Opercularia varia,Opercularia varia,11.4775,11.48,0.3388,0.34,0,0,0,keep
Ophioglossum lusitanicum,Ophioglossum lusitanicum,3.3,3.3,NA,NA,NA,NA,0,keep
Oreobolus acutifolius,Oreobolus acutifolius,0.682,0.68,NA,NA,NA,NA,0,keep
Oreobolus distichus,Oreobolus distichus,0.644,0.64,0.6524,0.65,0,0,0,keep
Oreobolus oligocephalus,Oreobolus oligocephalus,0.86,0.86,0.771,0.77,0,0,0,keep
Oreobolus oxycarpus,Oreobolus oxycarpus,0.6558,0.66,NA,NA,NA,NA,0,keep
Oreobolus pumilio,Oreobolus pumilio,0.4372,0.44,0.3974,0.4,0,0,0,keep
Chaerophyllum australianum,Oreomyrrhis ciliata,0.7928,0.79,2.1875,2.19,0,0,0,keep
Chaerophyllum eriopodum,Oreomyrrhis eriopoda,1.6676,1.67,2.01,2.01,0,0,0,keep
Orites acicularis,Orites acicularis,5.3792,5.38,5.3996,5.4,0,0,0,keep
Orites diversifolius,Orites diversifolius,8.5936,8.59,8.5978,8.6,0,0,0,keep
Orites revolutus,Orites revolutus,3.686,3.69,4.8740000000000006,4.87,0,0,0,keep
Orthoceras strictum,Orthoceras strictum,0.00239,0,NA,NA,NA,NA,0,keep
Oschatzia saxifraga,Oschatzia saxifraga,1.2588,1.26,NA,NA,NA,NA,0,keep
Ourisia integrifolia,Ourisia integrifolia,0.1148,0.11,0.1148,0.11,1,1,2,omit
Oxalis magellanica,Oxalis magellanica,4.0136,4.01,NA,NA,NA,NA,0,keep
Oxalis perennans,Oxalis perennans,4.0136,4.01,0.1824,0.18,0,0,0,keep
Oxylobium arborescens,Oxylobium arborescens,7.89099,7.89,3.3844,3.38,0,0,0,keep
Oxylobium ellipticum,Oxylobium ellipticum,7.89099,7.89,3.81035,3.81,0,0,0,keep
Ozothamnus antennaria,Ozothamnus antennaria,0.222,0.22,0.1972,0.2,0,0,0,keep
Ozothamnus ericifolius,Ozothamnus ericifolius,0.1324,0.13,0.18986666666666666,0.19,0,0,0,keep
Ozothamnus expansifolius,Ozothamnus expansifolius,0.249858,0.25,NA,NA,NA,NA,0,keep
Ozothamnus ferrugineus,Ozothamnus ferrugineus,0.1424,0.14,0.0908,0.09,0,0,0,keep
Ozothamnus hookeri,Ozothamnus hookeri,0.1148,0.11,0.112,0.11,0,1,1,omit
Ozothamnus ledifolius,Ozothamnus ledifolius,0.2856,0.29,0.358,0.36,0,0,0,keep
Ozothamnus lycopodioides,Ozothamnus lycopodioides,0.0796,0.08,0.0796,0.08,1,1,2,omit
Ozothamnus obcordatus,Ozothamnus obcordatus,0.2208,0.22,0.14646,0.15,0,0,0,keep
Ozothamnus reticulatus,Ozothamnus reticulatus,0.249858,0.25,NA,NA,NA,NA,0,keep
Ozothamnus rodwayi,Ozothamnus rodwayi,0.2704,0.27,NA,NA,NA,NA,0,keep
Ozothamnus rosmarinifolius,Ozothamnus rosmarinifolius,0.7788,0.78,0.7788,0.78,1,1,2,omit
Ozothamnus scutellifolius,Ozothamnus scutellifolius,0.0511,0.05,0.0436,0.04,0,0,0,keep
Ozothamnus thyrsoideus,Ozothamnus thyrsoideus,0.1292,0.13,0.153,0.15,0,0,0,keep
Ozothamnus turbinatus,Ozothamnus turbinatus,0.5712,0.57,0.60712,0.61,0,0,0,keep
Parapholis incurva,Parapholis incurva,1.20732,1.21,NA,NA,NA,NA,0,keep
Parietaria debilis,Parietaria debilis,0.224,0.22,0.2436,0.24,0,0,0,keep
