species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Ruizterania albiflora,species,Ruizterania albiflora,C3,-28.9,NA,21.0215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Qualea gracilior,species,Qualea gracilior,C3,-30.27,NA,22.3316148633588,-2.85,-54.95,2000,NA,unpub,NA
Qualea grandiflora,species,Qualea grandiflora,C3,-27.905,NA,19.9512035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea grandiflora,species,Qualea grandiflora,C3,-28.7,NA,20.8756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Qualea grandiflora,species,Qualea grandiflora,C3,-27.89857143,NA,19.9447749776905,-15.15,-47.51,2000,NA,unpub,NA
Qualea grandiflora,species,Qualea grandiflora,C3,-27.709,NA,19.7552035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea grandiflora,species,Qualea grandiflora,C3,-28.8,NA,20.8462035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea multiflora,species,Qualea multiflora,C3,-28.87,NA,20.9162035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea multiflora,species,Qualea multiflora,C3,-29.06666667,NA,21.1128702176905,-15.15,-47.51,2000,NA,unpub,NA
Qualea multiflora,species,Qualea multiflora,C3,-27.66,NA,19.7062035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea multiflora,species,Qualea multiflora,C3,-29.353,NA,21.3992035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea paraensis,species,Qualea paraensis,C3,-30.4725,NA,22.5346680413351,-2.5,-60,2000,NA,unpub,NA
Qualea parviflora,species,Qualea parviflora,C3,-26.645,NA,18.6912035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea parviflora,species,Qualea parviflora,C3,-28.172,NA,20.2182035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea parviflora,species,Qualea parviflora,C3,-28.08,NA,20.1262035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea parviflora,species,Qualea parviflora,C3,-28.235,NA,20.2812035476905,-15.15,-47.51,2000,NA,unpub,NA
Qualea,genus,Qualea sp,C3,-31.11,NA,23.1721680413351,-2.5,-60,2000,NA,unpub,NA
Matisia ochrocalyx,species,Quararibea ochrocalyx,C3,-35.21,NA,27.2765406809557,0.14,-66.46,2000,NA,unpub,NA
Quercus acrodonta,species,Quercus ilex,C3,-26.44,NA,18.8367337262139,42.367,11.533,1990,August,Valentini_etal,1992
Quercus acrodonta,species,Quercus ilex,C3,-28.868,NA,20.965317754776,40.77,-1.96,2003,july,unpub,NA
Quercus acrodonta,species,Quercus ilex,C3,-27.4,NA,19.7318938078988,43.583,3.967,1993,NA,Damesin_etal,1997
Quercus acrodonta,species,Quercus ilex,C3,-26.959,NA,19.0555847518075,40.5,-3.75,2003,july,unpub,NA
Quercus acrodonta,species,Quercus ilex,C3,-28.03,NA,20.1276161327163,40.88,-6.62,2003,july,unpub,NA
Quercus acrodonta,species,Quercus ilex,C3,NA,21.48,21.48,41.75,12.367,2003,August,Hymus_etal,2005
Quercus agrifolia,species,Quercus agrifolia,C3,-27.46,NA,19.3881485092124,37.01,-122.06,2010,NA,Deifendorf_etal,2010
Quercus ajoensis,species,Quercus turbinella,C3,-26.45,NA,18.7422264204038,37.33,-113.3,1994,NA,Williams_Ehleringer,2000
Quercus alba,species,Quercus alba,C3,-28.7,NA,20.8069036096726,35.974,-79.1,2002,NA,Ellsworth_1999,1999
Quercus aliena,species,Quercus aliena,C3,-30.24,NA,22.2718209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Quercus arizonica,species,Quercus arizonica,C3,-25.96,NA,18.2439029062919,34.3,-110.22,1994,9,Williams_Ehleringer,1996
Quercus arizonica,species,Quercus arizonica,C3,-25.3,NA,17.5819796260254,33.6,-109.13,1994,9,Williams_Ehleringer,1996
Quercus pseudococcifera subsp. pseudococcifera,subspecies,Quercus coccifera,C3,-25.86,NA,17.9827514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus berberidifolia,species,Quercus berberidifolia,C3,-26.62542392,NA,18.6828764855558,34.5,-119.82,2004,NA,Bhaskar_etal,2007
Quercus canariensis,species,Quercus canariensis,C3,-27.968,NA,20.0550485092124,37.01,-5.1,2003,july,unpub,NA
Quercus cerris,species,Quercus cerris,C3,-27.5,NA,19.8967337262139,42.367,11.533,1990,August,Valentini_etal,1992
Quercus faginea,species,Quercus faginea,C3,-28.094,NA,20.191317754776,40.77,-1.96,2003,july,unpub,NA
Quercus faginea,species,Quercus faginea,C3,-25.972,NA,18.0696161327163,40.88,-6.62,2003,july,unpub,NA
Quercus gambelii,species,Quercus gambelii,C3,-27.6,NA,19.8918698263368,37.2,-112.92,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelii,C3,-27.26,NA,19.5592528786672,39.9,-110.95,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelli,C3,-28.2,NA,20.582614958567,37.18,-110.88,1990,NA,Flanagan_etal,1997
Quercus gambelii,species,Quercus gambelii,C3,-26.88,NA,19.1808847518075,40.5,-112.28,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelii,C3,-27.12,NA,19.4050022616511,34.7,-112.15,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelii,C3,-25.5,NA,17.7819796260254,33.6,-109.13,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelii,C3,-25.73,NA,18.0139029062919,34.3,-110.22,1994,9,Williams_Ehleringer,1996
Quercus gambelii,species,Quercus gambelii,C3,-26.73,NA,19.0227474443433,37.52,-113.33,1994,NA,Williams_Ehleringer,2000
Quercus x mannifera,species,Quercus robur,C3,-27.81,NA,19.9796629803108,51.083,10.517,2001,July,Holscher,2004
Quercus petraea,species,Quercus petraea,C3,-26.07,NA,18.2759158859682,47.47,7.5,1999,June,Chevillat_etal,2005
Quercus pubescens,species,Quercus pubescens,C3,-27.375,NA,19.7068938078988,43.583,3.967,1993,NA,Damesin_etal,1997
Quercus pubescens,species,Quercus pubescens,C3,-27.19,NA,19.5867337262139,42.367,11.533,1990,August,Valentini_etal,1992
Quercus pyrenaica,species,Quercus pyrenaica,C3,-26.38,NA,18.5027514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus pyrenaica,species,Quercus pyrenaica,C3,-26.97,NA,19.0927514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus pyrenaica,species,Quercus pyrenaica,C3,-27.47,NA,19.5927514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus pyrenaica,species,Quercus pyrenaica,C3,-27.12,NA,19.2427514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus pyrenaica,species,Quercus pyrenaica,C3,-27.232,NA,19.3301040613849,41.06,-3.5,2003,july,unpub,NA
Quercus rotundifolia,species,Quercus rotundifolia,C3,-27.81,NA,19.9327514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus rotundifolia,species,Quercus rotundifolia,C3,-26.79,NA,18.9127514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus rotundifolia,species,Quercus rotundifolia,C3,-27.62,NA,19.7427514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus rotundifolia,species,Quercus rotundifolia,C3,-27.4,NA,19.5227514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus rotundifolia,species,Quercus rotundifolia,C3,-26.63,NA,18.7527514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus salicina,species,Quercus salicina,C3,-30,NA,22.1822243597222,30.33,130.5,1998,NA,Hanba_etal,2000
Quercus sebifera,species,Quercus sebifera,C3,-24.96236492,NA,16.9766809837351,18.25,-97.43,2004,NA,Bhaskar_etal,2007
Quercus,genus,Quercus sp.,C3,-29.1,NA,21.501992619589,35.97,-84.28,1989,NA,GartenandTaylor,1992
Quercus suber,species,Quercus suber,C3,-26.45,NA,18.5727514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus suber,species,Quercus suber,C3,-27.118,NA,19.1589348798705,36.75,-6.18,2005,july,unpub,NA
Quercus suber,species,Quercus suber,C3,-27.647,NA,19.7340485092124,37.01,-5.1,2003,july,unpub,NA
Quercus suber,species,Quercus suber,C3,-27.22,NA,19.3427514962008,41.78,-5.42,2002,NA,Escudero_etal,2008
Quercus turbinella,species,Quercus turbinella X gambelii,C3,-26.65,NA,18.9426926085746,37.5,-113.32,1994,NA,Williams_Ehleringer,2000
Quercus turbinella,species,Quercus turbinella X gambelii,C3,-25.91,NA,18.2026926085746,37.5,-113.32,1994,NA,Williams_Ehleringer,2000
Quercus wutaishanica,species,Quercus liaotungensis,C3,-27.82,NA,19.8590591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Quercus wutaishanica,species,Quercus liaotungensis,C3,-27.98,NA,20.016264268899,35.05,109.133,2005,June,Zheng_Shangguan,2007
Quintinia serrata,species,Quintinia actifolia,C3,-31.4,NA,23.3919877477125,-43.2,170.3,2002,NA,unpub,NA
Randia obcordata,species,Randia obchordata,C3,-25.3299809,NA,17.3516107109044,21.15,-89.82,2004,NA,unpub,NA
Ranunculus acris,species,Ranunculus acris,C3,-29.15,22,22,78.1,15.5,1939,NA,Korner_etal,1991
Ranunculus adoneus,species,Ranunculus adoneus,C3,-25.84,18.3,18.3,39,-107.1,1983,NA,Korner_etal,1991
Ranunculus adoneus,species,Ranunculus adoneus,C3,-25.84,NA,18.4346251291567,40,-105.5,1981,NA,Korner_etal,1988
Ranunculus alismifolius,species,Ranunculus allismaefolius,C3,-26.05,NA,18.6364210670551,37,-118.5,1981,NA,Korner_etal,1988
Ranunculus basilobatus,species,Ranunculus basilobatus,C3,-26.11,NA,18.5986875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Ranunculus biternatus,species,Ranunculus biternatus,C3,-25,17.7,17.7,-54.5,158.8,1971,NA,Korner_etal,1991
Ranunculus biternatus,species,Ranunculus biternatus,C3,-25.98,18.8,18.8,-64.8,-63.8,1975,NA,Korner_etal,1991
Ranunculus bulbosus,species,Ranunculus bulbosus,C3,-26.87,NA,19.483298596469,47,12.6,1981,NA,Korner_etal,1988
Halerpestes cymbalaria,species,Ranunculus cymbalaria,C3,-24.95,17.1,17.1,-26,-67,1987,NA,Korner_etal,1991
Ranunculus grayi,species,Ranunculus pedatifidus,C3,-27.83,20,20,78.1,15.5,1986,NA,Korner_etal,1991
Ranunculus pimpinellifolius,species,Ranunculus hirtus,C3,-29.53,NA,21.998788052704,-43.75,169.333,1981,NA,Korner_etal,1988
Ranunculus hyperboreus,species,Ranunculus hyperboreus,C3,-25.42,17.6,17.6,78.1,15.5,1985,NA,Korner_etal,1991
Ranunculus lappaceus,species,Ranunculus lappaceus,C3,-28.72,NA,21.1881137753339,-36.1,148.3,1981,NA,Korner_etal,1988
Ranunculus lapponicus,species,Ranunculus lapponicus,C3,-26.58,18.7,18.7,78.1,15.5,1986,NA,Korner_etal,1991
Ranunculus limoselloides,species,Ranunculus limoselloides,C3,-23.77,16.2,16.2,8.5,-71,1983,NA,Korner_etal,1991
Ranunculus limoselloides,species,Ranunculus limoselloides,C3,-23.77,NA,16.2839189853574,8.5,-71,1981,NA,Korner_etal,1988
Ranunculus nivalis,species,Ranunculus nivalis,C3,-25.365,17.4,17.55,68.3,18.7,1988,NA,Korner_etal,1991
Ranunculus nivalis,species,Ranunculus nivalis,C3,-27.68,19.8,19.8,78.1,15.5,1986,NA,Korner_etal,1991
Ranunculus breyninus,species,Ranunculus oreophytus,C3,-24.39,17.1,17.1,-0.2,37.3,1974,NA,Korner_etal,1991
Ranunculus potaninii,species,Ranunculus pulchellus,C3,-23.63,16.2,16.2,28.5,83.7,1972,NA,Korner_etal,1991
Ranunculus pseudolowii,species,Ranunculus pseudolowii,C3,-27.81,NA,20.2986875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Ranunculus pygmaeus,species,Ranunculus pygmaeus,C3,-26.06,18.2,18.2,78.1,15.5,1986,NA,Korner_etal,1991
Ranunculus pygmaeus,species,Ranunculus pygmaeus,C3,-24.5,16.7,16.7,68.3,18.7,1988,NA,Korner_etal,1991
Ranunculus silerifolius,species,Ranunculus repens,C3,-28.44,NA,20.908788052704,-43.75,169.333,1981,NA,Korner_etal,1988
Ranunculus saruwagedicus,species,Ranunculus saruwagedicus,C3,-24.83,17.3,17.3,-5.67,145.02,1980,NA,Korner_etal,1991
Ranunculus saruwagedicus,species,Ranunculus saruwagedicus,C3,-24.83,NA,17.3186875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Ranunculus x spitsbergensis,species,Ranunculus spitzbergensis,C3,-27.1,19.3,19.3,78.1,15.5,1986,NA,Korner_etal,1991
Rauvolfia paraensis,species,Rauwolfia paraensis,C3,-28.49,NA,20.5436236648218,-8.45,-63.23,2000,NA,unpub,NA
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.86,NA,18.9506745166564,38.333,106.433,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.92,NA,19.0082088933561,37.433,104.917,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-25.79,NA,17.881404953379,38.6,105.633,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.04,NA,18.1279812737074,37.35,105.133,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.43,NA,18.537422239412,44.533,85.733,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.47,NA,19.5582555098892,37.45,105.217,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-25.21,NA,17.3140490464345,43.267,94.833,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-24.68,NA,16.7762233653964,40.367,95.85,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-25.01,NA,17.1039092184248,39.517,99.9,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.29,NA,19.3901513784478,41.817,82.283,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.9,NA,18.98473383827,36.167,103.583,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.18,NA,19.2719052781732,38.783,100.6,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27,NA,19.0850085320055,36.267,103.817,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-28.05,19.36,19.36,39.333,100.192,2001,August,NA,2004
Reaumuria songarica,species,Reaumuria soongorica,C3,-25.39,NA,17.4866743874197,40.533,95.833,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.12,NA,18.2244502628599,43.417,94.167,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.35,NA,19.4425446450689,39.017,105.65,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.34,NA,19.4465831359889,44.217,86.617,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.16,NA,18.2601945646577,41.833,81.717,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.43,NA,19.5200832311646,38.117,106.6,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-26.67,NA,18.7560603376334,36.65,104.05,2003,NA,Ma_etal,2007
Reaumuria songarica,species,Reaumuria soongorica,C3,-27.64,NA,19.7325883457578,39.033,100.467,2003,NA,Ma_etal,2007
Recordoxylon speciosum,species,Recordoxylon speciosum,C3,-27.1,NA,19.2890482733716,5.03,-53,1995,NA,Buchmann_etal,1997
Recordoxylon,genus,Recordoxylon venosa,C3,-28,NA,20.1215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Retama sphaerocarpa,species,Retama sphaerocarpa,C3,-27.3,NA,19.3966390779392,40.52,-3.01,2003,july,unpub,NA
Retiniphyllum concolor,species,Retiniphyllum martianum,C3,-34.6,NA,27.1692303726677,2,-67,1978,NA,Medina_Minchin,1980
Reyesia chilensis,species,Reyesia chilensis,C3,-24.5,NA,16.8345029045248,-24.96,-70.43,1987,December,Ehleringer_etal,1997
Rhamnus alaternus,species,Rhamnus alaternus,C3,-27.711,NA,19.7980485092124,37.01,-5.1,2003,july,unpub,NA
Frangula betulifolia,species,Rhamnus betulaefolia,C3,-26.8,NA,19.1828892785047,37.28,-110.85,1990,NA,Flanagan_etal,1997
Frangula alnus,species,Rhamnus frangula,C3,-31.53,NA,23.8661866860107,45.2,-75.62,1993,NA,Berry_etal,1997
Rhaphiolepis indica,species,Rhaphiolepis indica,C3,-27.14,NA,19.598051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Garcinia brasiliensis,species,Rheedia brasiliensis,C3,-28.45,21.05,21.05,-22.383,-41.75,2003,NA,Duarte_etal,2005
Garcinia brasiliensis,species,Rheedia brasiliensis,C3,-27.5,20.1,20.1,-22.933,-42.217,1997,October,Scarano_etal,2001
Garcinia brasiliensis,species,Rheedia brasiliensis,C3,-26.7,19.2,19.2,-22.933,-42.217,2003,NA,Duarte_etal,2005
Garcinia,genus,Rheedia sp,C3,-33.61,NA,25.6636236648218,-8.45,-63.23,2000,NA,unpub,NA
Garcinia,genus,Rheedia sp,C3,-32.88,NA,24.9418780277927,-2.683,-67.067,2000,NA,unpub,NA
Rhodiola integrifolia subsp. integrifolia,subspecies,Rhodiola rosea,CAM,-29.00666667,NA,21.2577521006896,68.33,18.85,1999,July/Aug.,unpub,NA
Rhododendron aurigeranum,species,Rhododendron aurigeranum,C3,-29.89,NA,22.3786875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Rhododendron culminicola,species,Rhododendron culminicolum,C3,-25.34,NA,17.8286875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Rhododendron ferrugineum,species,Rhododendron ferrugineum,C3,-25.21,NA,17.823298596469,47,12.6,1981,NA,Korner_etal,1988
Rhododendron groenlandicum,species,Ledum groenlandicum,C3,-30.136,NA,22.4755971666676,55.7,-98.51,1994,NA,Brooks_Curd,1998
Rhododendron groenlandicum,species,Ledum groenlandicum,C3,-29.6747,NA,22.0102950934705,53.985,-105.122,1994,NA,Brooks_Curd,1998
Rhododendron groenlandicum,species,Ledum groenlandicum,C3,-28.5,NA,20.8397119975736,55.75,-97.867,1994,NA,Brooks_etal,1998
Rhododendron macgregoriae,species,Rhododendron macgregoriae,C3,-28.86,NA,21.3486875265301,-5.67,145.02,1981,NA,Korner_etal,1988
Rhododendron,genus,Rhododendron sp.,C3,-26.63,NA,19.1931517376497,28.5,83.7,1981,NA,Korner_etal,1988
Rhododendron,genus,Rhododendron sp.,C3,-27.28,NA,19.4767072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Rhodomyrtus tomentosa,species,Rhodomyrtus tomentosa,C3,-30.38,NA,22.838051779886,23.13,112.58,1985,NA,Ehleringer_etal,1986
Rhodostemonodaphne grandis,species,Nectandra grandis,C3,-34.35,NA,26.5390482733716,5.03,-53,1995,NA,Buchmann_etal,1997
Searsia burchellii,species,Rhus undulata,C3,NA,15.2,15.2,-28.23,17.08,1995,NA,Rundel_etal,1999
Rhus chondroloma,species,Rhus chondroloma,C3,-26.79134226,NA,18.8056583237351,18.25,-97.43,2004,NA,Bhaskar_etal,2007
Rhus ovata,species,Rhus ovata,C3,-23.91149558,NA,15.9689481455558,34.5,-119.82,2004,NA,Bhaskar_etal,2007
Searsia populifolia,species,Rhus populifolia,C3,-24.1,NA,16.2289475054026,-28.167,17,1996,February,Wand_etal,2001
Searsia populifolia,species,Rhus populifolia,C3,NA,16.8,16.8,-28.23,17.08,1995,NA,Rundel_etal,1999
Rhus standleyi,species,Rhus standleyi,C3,-26.18158438,NA,18.1959004437351,18.25,-97.43,2004,NA,Bhaskar_etal,2007
Rhus trilobata,species,Rhus trilobata,C3,-23.9,NA,16.3672894084753,34.95,-114.42,1986,NA,Ehleringer_etal,1987
Rhus trilobata,species,Rhus trilobata,C3,-27,NA,19.3828892785047,37.28,-110.85,1990,NA,Flanagan_etal,1997
Rhus virens,species,Rhus virens,C3,-25.41686407,NA,17.4311801337351,18.25,-97.43,2004,NA,Bhaskar_etal,2007
Melinis repens subsp. grandiflora,subspecies,Rhynchelytrum villosum,C4,-12.48,NA,5.08789486979921,-23,15.2,1975,February,Schulze_etal,1996
Ribes sanguineum,species,Ribes sanguineum,C3,-29.58,NA,21.7767072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Ribes sanguineum,species,Ribes sanguineum,C3,-27.7,NA,19.6914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Ribes spicatum,species,Ribes spicatum,C3,-32.18228997,NA,24.4333754006896,68.33,18.85,1999,July/Aug.,unpub,NA
Richeria dressleri,species,Richeria dressleri,C3,-29.18,NA,21.2421680413351,-2.5,-60,2000,NA,unpub,NA
Rinorea guianensis,species,Rinorea guianensis,C3,-31.11940447,NA,23.180784173886,-3,-55,2000,NA,unpub,NA
Rinorea guianensis,species,Rinorea guinensis,C3,-35.58,NA,27.6416148633588,-2.85,-54.95,2000,NA,unpub,NA
Rinorea guianensis,species,Rinorea guianensis,C3,-31.03,NA,23.0921680413351,-2.5,-60,2000,NA,unpub,NA
Rinorea macrocarpa,species,Rinorea macrocarpa,C3,-32.805,NA,24.8715406809557,0.14,-66.46,2000,NA,unpub,NA
Rinorea neglecta,species,Rinorea neglecta,C3,-35.5,NA,27.5616148633588,-2.85,-54.95,2000,NA,Domingues_etal,2007
Rinorea racemosa,species,Rinorea racemosa,C3,-34.05,NA,26.1103740032076,-3.65,-64.267,2000,NA,unpub,NA
Rinorea,genus,Rinorea sp,C3,-31.63,NA,23.691379703886,-3,-55,2000,NA,unpub,NA
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-24.6,NA,16.6439519126677,37.85,110.167,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-28.72,NA,20.7590591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-26.28,NA,18.3156238443651,34.817,108.033,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-25.09,NA,17.1241122171941,34.267,108.067,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-24.79,NA,16.830981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-25.9,NA,17.936264268899,35.05,109.133,2005,June,Zheng_Shangguan,2007
Robinia pseudoacacia,species,Robinia pseudoacacia,C3,-27.84,NA,19.8718209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Rosa acicularis,species,Rosa acicularis,C3,-29.5626,NA,21.8981950934705,53.985,-105.122,1994,NA,Brooks_Curd,1998
Rosa acicularis,species,Rosa acicularis,C3,-29.6101,NA,21.9496971666676,55.7,-98.51,1994,NA,Brooks_Curd,1998
Rosa acicularis,species,Rosa acicularis,C3,-30.05,NA,22.3844417507071,53.5,-105.75,1994,NA,Brooks_etal,1998
Rosa acicularis,species,Rosa acicularis,C3,-27.8538,NA,20.1885494130604,53.629,-106.197,1994,NA,Brooks_Curd,1998
Rosa acicularis,species,Rosa acicularis,C3,-29.5742,NA,21.9142100537831,55.88,-98.67,1994,NA,Brooks_Curd,1998
Rosa acicularis,species,Rosa acicularis,C3,-28.35,NA,20.6897119975736,55.75,-97.867,1994,NA,Brooks_etal,1998
Rosa canina,species,Rosa canina,C3,-25.132,NA,17.2301040613849,41.06,-3.5,2003,july,unpub,NA
Rosa xanthina,species,Rosa hugonis,C3,-25.43,NA,17.4690591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Rosa xanthina,species,Rosa hugonis,C3,-27.04,NA,19.076264268899,35.05,109.133,2005,June,Zheng_Shangguan,2007
Rosa xanthina,species,Rosa hugonis,C3,-28.05,NA,20.0856238443651,34.817,108.033,2005,June,Zheng_Shangguan,2007
Rosa xanthina,species,Rosa hugonis,C3,-24.85,NA,16.890981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Rosularia radicosa,species,Cotyledon paniculata,CAM,-16.9,NA,9.50444285181229,-33.983,19.283,1975,NA,Mooney_etal,1977
Roucheria columbiana,species,Roucheria punctata,C3,-34.39,NA,26.4565406809557,0.14,-66.46,2000,NA,unpub,NA
Roupala montana var. impressiuscula,variety,Roupala impressiuscula,C3,-27.2,19.7,19.7,-20.417,-44.833,1997,October,Scarano_etal,2001
Roupala montana,species,Roupala montana,C3,-29.235,NA,21.2812035476905,-15.15,-47.51,2000,NA,unpub,NA
Roupala montana,species,Roupala montana,C3,-29.30261905,NA,21.3488225976905,-15.15,-47.51,2000,NA,unpub,NA
Roupala montana,species,Roupala montana,C3,-29.976,NA,22.0222035476905,-15.15,-47.51,2000,NA,unpub,NA
Roupala montana,species,Roupala montana,C3,-30.695,NA,22.7412035476905,-15.15,-47.51,2000,NA,unpub,NA
Rourea camptoneura,species,Rourea glabra,C3,-34.58,NA,26.9349897119131,18.32,-65.82,1989,NA,Medina_etal,1991
Rourea surinamensis,species,Rourea surinamensis,C3,-30.6,NA,22.8641400828125,18.3,-65.783,1993,NA,von_Fischer_etal,1995
Ruagea pubescens,species,Guarea pubescens,C3,-32.27,NA,24.3236236648218,-8.45,-63.23,2000,NA,unpub,NA
Rubus argutus,species,Rubus saxatilis,C3,-30.57333333,NA,22.8244187606896,68.33,18.85,1999,July/Aug.,unpub,NA
Rubus chamaemorus,species,Rubus chamaemorus,C3,-26.81588378,NA,19.0669692106896,68.33,18.85,1999,July/Aug.,unpub,NA
Rubus cissoides,species,Rubus cissoides,C3,-26.81,NA,19.0067072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Rubus fruticosus,species,Rubus fruticosus,C3,-28.77,NA,20.920386763016,52.48,4.78,2002,NA,unpub,NA
Rubus innominatus,species,Rubus innominatus,C3,-26.67,NA,18.7018209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Rubus moluccanus,species,Rubus moluccanus,C3,-28.7,NA,20.8970921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Rubus parvifolius,species,Rubus parvifolius,C3,-27.8,NA,19.8356238443651,34.817,108.033,2005,June,Zheng_Shangguan,2007
Rubus parvifolius,species,Rubus parvifolius,C3,-27.99,NA,20.0241122171941,34.267,108.067,2005,June,Zheng_Shangguan,2007
Rubus parvifolius,species,Rubus parvifolius,C3,-27.04,NA,19.080981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Rubus parvifolius,species,Rubus parvifolius,C3,-27.68,NA,19.7190591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Rubus rosifolius,species,Rubus rosifolius,C3,-33.04,NA,25.2370921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Rubus schmidelioides,species,Rubus schmideliodes,C3,-27.59,NA,19.7867072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Rubus ulmifolius,species,Rubus ulmifolius,C3,-26.735,NA,18.8331040613849,41.06,-3.5,2003,july,unpub,NA
Rumex obtusifolius,species,Rumex obtusifolius,C3,-27.37940931,NA,19.6304947406896,68.33,18.85,1999,July/Aug.,unpub,NA
Ruprechtia,genus,Ruprechtia sp,C3,-32.895,NA,24.9615406809557,0.14,-66.46,2000,NA,unpub,NA
