Species,Season,Season.Dev,Month,Year,Dev,Rep,Treatment,Time,gmin_mmol m-2 s-1,WC Sat.g,Leaf Area (m2),DW (g),LMA g/m2,Wcsat.g.m2,Wcsat.g.g,TLP.psi,TLP.RWC,tlp.rwc,Osmotic.FT.psi,Salinity,Average salinity,C.leaf.RWC,EM,RWCs TLP,psileaf.mean,psistem.mean,psi Gradient,Kleaf ,Kplant,Kplant.est,Rleaf,Rleafperc,Rplant,Rplant.est,Rstem and root,R.stem.root.perc,psi est,Photo,Cond,Ci,Ci/Ca,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status
Sonneratia alba,Late dry season,,,,,,A,17,,,,,,,,,,,,,,,,,-3.6176,-3.049,0.768666667,0.501552741,0.310902659,0.17407346,5.307186848,0.362761585,8.447167906,14.62995828,9.322771431,63.72384154,-1.74,0.868,0.020256667,280,0.697666667,0.357766667,1.716666667,6,1,2.84,29.36333333,30.13666667,29.28,402.8366667,401.6233333,25.07633333,25.49433333,61.70333333,62.74,500.1,999.6666667,31.33333333,101,11.63333333,0.001633333,0.7,111105
Sonneratia alba,Late dry season,,,,,,Wet,8,,,,,,,,,,,,,,,,,-2.8575,-2.3975,0.46,7.679823819,3.970291394,2.788017181,0.158645608,0.433334852,0.264294252,0.366103966,0.207458358,56.66651477,-1.74,15.86,0.2362,253.8,0.6674,3.434,1.52,6,1,2.84,31.072,31.464,31.01,400.734,380.15,26.7312,30.725,60.074,68.882,500.14,999.8,477.2,101.4,,,,
Sonneratia alba,Late dry season,,,,,,Wet,11,,,,,,,,,,,,,,,,,-3.376,-3.03075,0.346,12.38356754,2.274306879,1.818731198,0.129826133,0.212700811,0.496061992,0.610369715,0.480543581,78.72991891,-1.74,10.5775,0.1253,234.25,0.60525,2.8475,2.3475,6,1,2.84,32.865,33.32,32.8225,401.25,387.25,24.30875,27.62875,49.1425,55.8625,500.15,999.5,525.75,101.3,12.325,-0.035025,1,111105
Sonneratia alba,Late dry season,,,,,,Wet,14,,,,,,,,,,,,,,,,,-3.532,-2.9955,0.5365,4.023969276,1.255052253,1.037047464,0.285874794,0.293888483,0.807757855,0.972732212,0.686857418,70.61115169,-1.74,7.255,0.092475,253,0.64225,1.8475,2.03,6,1,2.84,31.0875,31.9275,31.01,403.685,394.1075,24.8185,26.97625,55.32,60.1325,500.1,999.25,58.75,101.075,11.6,-0.01875,0.85,111105
Sonneratia alba,Late dry season,,,,,,Wet,17,,,,,,,,,,,,,,,,,-3.0045,-2.607,0.3975,1.060085805,0.372103586,0.296822021,1.166999384,0.317987533,2.885366962,3.669953257,2.502953874,68.20124667,-1.74,1.3935,0.01865,277,0.6825,0.352,1.85,6,1,2.84,29.8,30.69,29.725,408.065,406.22,25.148,25.56,60.34,61.325,500.1,998.5,28,101.05,11.75,-0.02665,0.85,111105
Sonneratia alba,Late dry season,,,,,,C,8,,,,,,,,,,,,,,,,,-2.9066,-2.7364,0.2222,24.27380952,13.10177507,2.916742097,0.089450518,0.199669834,0.173668114,0.44799215,0.358541632,80.03301664,-1.74,14.588,0.1962,242.6,0.6358,3.104,1.64,6,1,2.84,31.398,31.82,31.364,400.922,381.996,26.8532,30.4656,59.23,67.026,500.1,999.4,293.2,101.4,12.14,-0.09126,0.88,111105
Sonneratia alba,Late dry season,,,,,,C,11,,,,,,,,,,,,,,,,,-3.2576,-2.9586,0.299,10.85981768,4.933418848,2.178992833,0.096196787,0.190956942,0.247431309,0.503761667,0.407564879,80.90430579,-1.74,9.978,0.151,263.6,0.6812,3.202,2.194,6,1,2.84,32.666,32.942,32.646,400.672,387.23,24.3426,28.078,49.834,57.398,500.12,999.6,545.6,101.3,12.2,-0.01694,1,111105
Sonneratia alba,Late dry season,,,,,,C,14,,,,,,,,,,,,,,,,,-3.3766,-2.9476,0.429,7.396905894,2.196848837,1.064730293,0.31352106,0.282203386,0.582106584,1.110975546,0.797454486,71.77966144,-1.74,6.504,0.08718,255.4,0.6496,1.7228,2.052,6,1,2.84,30.918,31.87,30.83,401.952,393.326,24.601,26.6144,55.36,59.904,500.1,999.2,107.4,101.04,11.58,-0.00843,0.82,111105
Sonneratia alba,Late dry season,,,,,,C,17,,,,,,,,,,,,,,,,,-3.488,-2.96645,0.5215,1.562053651,0.822611972,0.447089518,0.677870438,0.294636344,1.26747959,2.300702045,1.622831607,70.53636565,-1.74,3.46425,0.041825,264,0.6575,0.7725,1.8275,6,1,2.84,29.4775,30.81,29.38,405.31,400.7825,25.1855,26.088,61.565,63.7725,500.1,999.5,33,101.025,11.725,-0.008125,0.775,111105
Sonneratia alba,Early dry season,,,,,,A,9,,,,,,,,,,,,,,,,,-2.303133333,-2.0708,0.232333333,8.762052024,2.596184729,2.618109841,0.141553258,0.33614529,0.430002217,0.421107369,0.27955411,66.38547103,-1.61,10.54733333,0.127881333,247.9333333,0.622773333,1.883733333,1.513733333,6,1,2.84,25.98333333,26.9476,25.88026667,411.8273333,398.2866667,18.11072,20.32436,55.38066667,61.8328,500.1466667,999.4933333,359.7733333,101.7666667,9.105333333,0.025016667,0.884,111105
Sonneratia alba,Early dry season,,,,,,A,12,,,,,,,,,,,,,,,,,-2.640733333,-2.377666667,0.263066667,11.7428937,2.20981945,2.217779158,0.15173454,0.27857789,0.561589718,0.544675458,0.392940918,72.14221097,-1.61,9.3184,0.103418667,228.64,0.58512,2.28168,2.317333333,6,1,2.84,30.29506667,30.772,30.30266667,402.8858667,390.6464,18.35844,21.0376,43.07426667,49.34,500.1093333,999.8666667,370.6,101.6733333,10.13466667,0.016084667,0.92,111105
Sonneratia alba,Early dry season,,,,,,A,15,,,,,,,,,,,,,,,,,-2.662333333,-2.430266667,0.232066667,9.613737457,9.613737457,1.846884197,0.1338593,0.222241366,0.612143038,0.602314961,0.468455661,77.77586338,-1.61,8.103,0.091143667,233.41,0.595336667,1.952546667,2.2382,6,1,2.84,29.61073333,30.19676667,29.57936667,402.4171,391.7783667,18.15182,20.44550333,44.22736667,49.82353333,500.1016667,1000.123333,349.0766667,101.4733333,9.922166667,0.043731667,0.875,111105
Sonneratia alba,Late dry season,,,,,,A,5,,,,,,,,,,,,,,,,,-2.6696,-2.5736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonneratia alba,Late dry season,,,,,,Wet,5,,,,,,,,,,,,,,,,,-2.0742,-2.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonneratia alba,Late dry season,,,,,,C,5,,,,,,,,,,,,,,,,,-2.511,-2.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonneratia alba,Early dry season,,,,,,A,6,,,,,,,,,,,,,,,,,-1.589733333,-1.540333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
