family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,2.1,Seed,dry,1,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,2.934,Diaspore,SD=0.988; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,31.52,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,7.9888,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,6.8246032,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,6.7096,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,6.4277778,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,6.3944,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,1.283871,Seed,*Seed weights reported may include minor covering structures,6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex holocarpa,F.Muell.,,,1.3416,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex humifusa,Paul G.Wilson,,,1.74,Diaspore,SD=0.395; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
AMARANTHACEAE,Atriplex humifusa,Paul G.Wilson,,,4.8448,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex humifusa,Paul G.Wilson,,,2.3428,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex humifusa,Paul G.Wilson,,,2.3056,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex humifusa,Paul G.Wilson,,,5.0012,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex incrassata,F.Muell.,,,19.04,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex infrequens,Paul G.Wilson,,,0.5371429,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex kochiana,Moq.,,,5.172,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex limbata,Benth.,,,5.7032,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lindleyi,Moq.,,,0.953,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Atriplex lindleyi,Moq.,,,4.5412,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lindleyi subsp. inflata,Moq.,(F.Muell.) Paul G.Wilson,,0.8268,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lindleyi subsp. inflata,Moq.,(F.Muell.) Paul G.Wilson,,5.63,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lindleyi subsp. inflata,Moq.,(F.Muell.) Paul G.Wilson,,0.5984,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lindleyi subsp. lindleyi,Moq.,,,1.2148,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex lobativalvis,F.Muell.,,,0.7652,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex muelleri,Benth.,,,2.8476,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex muelleri,Benth.,,,4.164,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex nessorhina,S.W.L.Jacobs,,,0.6424,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex nessorhina,S.W.L.Jacobs,,,1.616,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex nummularia,Lindl.,,,3.9,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
AMARANTHACEAE,Atriplex nummularia,Lindl.,,,8.62,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
AMARANTHACEAE,Atriplex nummularia,Lindl.,,,12.76,Seed,"Mid-point of 1000 seed weight range 5.52-20.0g; seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
AMARANTHACEAE,Atriplex nummularia,Lindl.,,,2.1492,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex nummularia subsp. omissa,Lindl.,Aellen,,12.054,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex nummularia subsp. spathulata,Lindl.,Aellen,,11.72,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex paludosa subsp. paludosa,R.Br.,,,2.5532,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex papillata,J.H.Willis,,,0.2176,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex pseudocampanulata,Aellen,,,2.4132,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex quinii,F.Muell.,,,1.004,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,0.69,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,1,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,1.268,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,1.62,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,22.2,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,4.5296,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,4.538,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,3.4804,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,2.9628,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,2.7008,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,2.586,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semibaccata,R.Br.,,,2.574,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex semilunaris,Aellen,,,1.4976,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex spinibractea,R.H.Anderson,,,2.3164,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex spongiosa,F.Muell.,,,0.55,Seed,oven dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Atriplex spongiosa,F.Muell.,,,0.83,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex spongiosa,F.Muell.,,,3.448,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex sturtii,S.W.L.Jacobs,,,0.182,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex suberecta,I.Verd.,,,0.8224,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex turbinata,(R.H.Anderson) Aellen,,,0.8788,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex velutinella,F.Muell.,,,2.6816,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,,0.736,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,,1.49,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,,15.0824,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Atriplex vesicaria subsp. macrocystidia,Heward ex Benth.,Parr-Sm.,,1.8676,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Chenopodium auricomum,Lindl.,,,0.442,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Chenopodium desertorum subsp. anidiophyllum,(J.M.Black) J.M.Black,(Aellen) Paul G.Wilson,,0.361,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Chenopodium desertorum subsp. microphyllum,(J.M.Black) J.M.Black,Paul G.Wilson,,0.412,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Chenopodium erosum,R.Br.,,,0.4156,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Chenopodium glaucum,L.,,,0.183,Seed,,3,"Mazer, S. 1989. Ecological, taxonomic, and life history correlates of seed mass among Indiana dunes Angiosperms. Supplement: species list, untransformed seed mass, seed mass class and ecological data associated with each species. Ecological Monographs, 59","(Mazer, 1989)"
AMARANTHACEAE,Chenopodium glaucum,L.,,,0.28,Seed,Weight refers to air-dry seeds.,3,"Stevens, O.A. 1957. Weights of seeds and numbers per plant. Weeds, 5:46-55.","(Stevens, 1957)"
AMARANTHACEAE,Deeringia amaranthoides,(Lam.) Merr.,,,0.198,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dissocarpus biflorus var. cephalocarpus,(R.Br.) F.Muell.,(F.Muell.) A.J.Scott,,1.11,Seed,"oven dry, seed",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Dissocarpus paradoxus,(R.Br.) Ulbr.,,,2.52,Seed,oven dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
AMARANTHACEAE,Dissocarpus paradoxus,(R.Br.) Ulbr.,,,51.2,Diaspore,SD=12.241; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
AMARANTHACEAE,Dysphania cristata,(F.Muell.) Mosyakin & Clemants,,,0.1256,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania cristata,(F.Muell.) Mosyakin & Clemants,,,0.068,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania cristata,(F.Muell.) Mosyakin & Clemants,,,0.104,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania glomulifera,(Nees) Paul G.Wilson,,,0.013,Diaspore,SD=0.002; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80°C for 24 hours prior to weighing.,3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
AMARANTHACEAE,Dysphania glomulifera,(Nees) Paul G.Wilson,,,0.024,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania glomulifera,(Nees) Paul G.Wilson,,,0.0308,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania glomulifera subsp. eremaea,(Nees) Paul G.Wilson,Paul G.Wilson,,0.0248,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania kalpari,Paul G.Wilson,,,0.0132,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania kalpari,Paul G.Wilson,,,0.0936,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania melanocarpa,(J.M.Black) Mosyakin & Clemants,,,0.1444,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania melanocarpa,(J.M.Black) Mosyakin & Clemants,,,0.2272,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania melanocarpa,(J.M.Black) Mosyakin & Clemants,,,0.24592,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania plantaginella,F.Muell.,,,0.018,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania platycarpa,Paul G.Wilson,,,0.0144,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania platycarpa,Paul G.Wilson,,,0.01912,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania platycarpa,Paul G.Wilson,,,0.01488,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
AMARANTHACEAE,Dysphania pumilio,(R.Br.) Mosyakin & Clemants,,,0.0608,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
