Species,Temp,CO2,Potnum,Replicate,AirSpace (%),Pali (%),Pali2Air,EpiT (um),LaminaT (um),PaliCellL (um),PaliCellW (um),PaliLayNum,EpiDen (mm-2),StomDen (mm-2),SI (%)
E. sideroxylon,Amb,280,252,2,,,,,248.2276,19.94164,9.367479,,,,
E. sideroxylon,Amb,280,252,2,,,,,248.7419,41.73436,9.536494,,,,
E. sideroxylon,Amb,280,252,2,,,,,264.4091,35.96578,9.391811,,,,
E. sideroxylon,Amb,280,252,2,,,,,255.3535,39.21536,9.095542,,,,
E. sideroxylon,Amb,280,252,2,,,,,254.4214,46.69466,9.385734,,,,
E. sideroxylon,Amb,280,252,2,,,,,254.2142,25.5324,6.963924,,,,
E. sideroxylon,Amb,280,252,2,,,,,266.0123,27.11252,7.703024,,,,
E. sideroxylon,Amb,280,252,2,,,,,277.5104,34.87692,6.889794,,,,
E. sideroxylon,Amb,280,252,2,,,,,254.6617,30.34188,8.057786,,,,
E. sideroxylon,Amb,280,252,2,,,,,260.0717,28.66328,8.30878,,,,
E. sideroxylon,Amb,280,252,2,,,,,253.494,40.60631,6.228723,,,,
E. sideroxylon,Amb,280,252,2,,,,,255.2945,47.74943,4.836559,,,,
E. sideroxylon,Amb,280,252,2,,,,,,28.99772,5.446861,,,,
E. sideroxylon,Amb,280,252,2,,,,,,28.08822,9.013627,,,,
E. sideroxylon,Amb,280,252,2,,,,,,25.83673,6.409303,,,,
E. sideroxylon,Amb,280,252,2,,,,,,25.64834,9.176726,,,,
E. sideroxylon,Amb,280,252,2,,,,,,18.82004,9.673118,,,,
E. sideroxylon,Amb,280,252,2,,,,,,33.43537,9.613955,,,,
E. sideroxylon,Amb,280,252,2,,,,,,48.50459,9.512533,,,,
E. sideroxylon,Amb,280,252,2,,,,,,41.90898,9.836883,,,,
E. sideroxylon,Amb,280,252,2,,,,,,42.05168,8.444999,,,,
E. sideroxylon,Amb,280,252,2,,,,,,47.68247,10.94076,,,,
E. sideroxylon,Amb,280,252,2,,,,,,45.39735,9.275669,,,,
E. sideroxylon,Amb,280,252,2,,,,,,30.67291,9.275669,,,,
E. sideroxylon,Amb,280,252,2,,,,,,28.76858,9.819467,,,,
E. sideroxylon,Amb,280,252,2,,,,,,31.72084,8.841071,,,,
E. sideroxylon,Amb,280,252,2,,,,,,23.46433,6.839928,,,,
E. sideroxylon,Amb,280,252,2,,,,,,25.8588,9.126852,,,,
E. sideroxylon,Amb,280,264,1,25.47973289,74.52026711,2.924687925,16.20031,262.4677,32.15494,8.808745,5,1782.894737,394.7368421,18.12688822
E. sideroxylon,Amb,280,264,1,21.19475054,78.80524946,3.718149423,16.4431,264.1319,47.65973,8.782799,5,1710.526316,375,17.98107256
E. sideroxylon,Amb,280,264,1,21.7999862,78.2000138,3.587158867,15.19089,264.3323,48.4893,6.839928,5,1743.421053,381.5789474,17.95665635
E. sideroxylon,Amb,280,264,1,21.90342531,78.09657469,3.565495972,14.19273,258.7892,46.95419,11.52982,5,1717.105263,368.4210526,17.66561514
E. sideroxylon,Amb,280,264,1,16.40175377,83.59824623,5.096908988,17.88088,275.5735,29.5821,10.94076,6,1697.368421,355.2631579,17.30769231
E. sideroxylon,Amb,280,264,1,,,,12.94684,272.9323,31.0776,10.18454,,1828.947368,394.7368421,17.75147929
E. sideroxylon,Amb,280,264,1,,,,16.9403,264.9885,37.49732,7.093799,,,,
E. sideroxylon,Amb,280,264,1,,,,15.91393,282.159,32.68815,8.612243,,,,
E. sideroxylon,Amb,280,264,1,,,,18.90773,262.0466,35.88479,8.219028,,,,
E. sideroxylon,Amb,280,264,1,,,,14.77408,276.1617,36.29581,9.482496,,,,
E. sideroxylon,Amb,280,264,1,,,,,258.9276,30.43388,11.94303,,,,
E. sideroxylon,Amb,280,264,1,,,,,272.1938,39.54568,9.554425,,,,
E. sideroxylon,Amb,280,264,1,,,,,284.4284,36.89604,8.163305,,,,
E. sideroxylon,Amb,280,264,1,,,,,283.219,30.60773,14.14733,,,,
E. sideroxylon,Amb,280,264,1,,,,,285.9767,36.43388,11.47029,,,,
E. sideroxylon,Amb,280,264,1,,,,,272.8771,33.86265,7.710427,,,,
E. sideroxylon,Amb,280,264,1,,,,,268.7444,37.52469,8.975568,,,,
E. sideroxylon,Amb,280,264,1,,,,,265.5589,48.35143,9.819467,,,,
E. sideroxylon,Amb,280,264,1,,,,,264.6162,29.95773,9.608019,,,,
E. sideroxylon,Amb,280,264,1,,,,,260.1621,39.63216,8.451752,,,,
E. sideroxylon,Amb,280,264,1,,,,,260.2332,46.47052,8.170291,,,,
E. sideroxylon,Amb,280,264,1,,,,,269.2535,37.82455,11.4852,,,,
E. sideroxylon,Amb,280,264,1,,,,,268.1136,38.31908,9.464429,,,,
E. sideroxylon,Amb,280,264,1,,,,,268.3357,42.72468,10.29043,,,,
E. sideroxylon,Amb,280,264,1,,,,,,37.83963,10.4718,,,,
E. sideroxylon,Amb,280,264,1,,,,,,42.02318,9.796199,,,,
E. sideroxylon,Amb,280,264,1,,,,,,25.335,10.49357,,,,
E. sideroxylon,Amb,280,264,1,,,,,,32.10344,8.782799,,,,
E. sideroxylon,Amb,280,264,1,,,,,,34.79339,7.05347,,,,
E. sideroxylon,Amb,280,264,1,,,,,,48.28767,7.05347,,,,
E. sideroxylon,Amb,280,264,1,,,,,,32.90733,11.823,,,,
E. sideroxylon,Amb,280,264,1,,,,,,30.76762,6.418199,,,,
E. sideroxylon,Amb,280,264,1,,,,,,34.99125,8.225966,,,,
E. sideroxylon,Amb,280,264,1,,,,,,51.29668,7.477521,,,,
E. sideroxylon,Amb,280,264,1,,,,,,39.76294,10.81488,,,,
E. sideroxylon,Amb,280,264,1,,,,,,43.6403,7.377662,,,,
E. sideroxylon,Amb,280,264,1,,,,,,37.23316,8.943728,,,,
E. sideroxylon,Amb,280,264,1,,,,,,35.49472,11.86154,,,,
E. sideroxylon,Amb,280,264,1,,,,,,41.88856,12.20762,,,,
E. sideroxylon,Amb,280,264,1,,,,,,45.32314,7.553436,,,,
E. sideroxylon,Amb,280,264,1,,,,,,38.84112,8.451752,,,,
E. sideroxylon,Amb,280,264,1,,,,,,39.93761,8.808745,,,,
E. sideroxylon,Amb,280,264,1,,,,,,42.92187,11.14228,,,,
E. sideroxylon,Amb,280,264,1,,,,,,47.97235,9.120599,,,,
E. sideroxylon,Amb,280,264,1,,,,,,45.10989,8.782799,,,,
E. sideroxylon,Amb,280,264,1,,,,,,46.81912,6.418199,,,,
E. sideroxylon,Amb,280,264,1,,,,,,37.83963,7.439272,,,,
E. sideroxylon,Amb,280,264,1,,,,,,40.88635,9.189152,,,,
E. sideroxylon,Amb,280,264,1,,,,,,44.63563,6.755999,,,,
E. sideroxylon,Amb,280,264,1,,,,,,41.89945,8.281268,,,,
E. sideroxylon,Amb,280,264,2,32.08346281,67.91653719,2.116870538,16.93835,325.6455,35.1117,10.91465,6,1815.789474,381.5789474,17.36526946
E. sideroxylon,Amb,280,264,2,14.81424805,85.18575195,5.750258244,15.31596,302.0302,43.96074,9.367479,5,1664.473684,394.7368421,19.16932907
E. sideroxylon,Amb,280,264,2,26.13258653,73.86741347,2.826639965,16.07934,293.2734,45.71421,9.975113,6,1631.578947,355.2631579,17.8807947
E. sideroxylon,Amb,280,264,2,12.23866869,87.76133131,7.170823356,15.80541,305.3831,45.65801,6.418199,6,1434.210526,263.1578947,15.50387597
E. sideroxylon,Amb,280,264,2,22.7070106,77.2929894,3.403926248,15.28195,283.7552,36.1588,11.82782,6,1605.263158,322.3684211,16.72354949
E. sideroxylon,Amb,280,264,2,,,,15.98218,269.5948,40.87938,9.679015,,1513.157895,302.6315789,16.66666667
E. sideroxylon,Amb,280,264,2,,,,14.40954,272.2802,40.2209,9.749494,,,,
E. sideroxylon,Amb,280,264,2,,,,14.01648,282.4008,36.71312,7.835211,,,,
E. sideroxylon,Amb,280,264,2,,,,14.99778,279.6984,32.77182,8.943728,,,,
E. sideroxylon,Amb,280,264,2,,,,14.22555,256.7289,40.4063,8.545738,,,,
E. sideroxylon,Amb,280,264,2,,,,,224.117,35.88479,8.808745,,,,
E. sideroxylon,Amb,280,264,2,,,,,230.538,38.93502,9.120599,,,,
E. sideroxylon,Amb,280,264,2,,,,,233.4733,37.50949,7.431599,,,,
E. sideroxylon,Amb,280,264,2,,,,,245.6435,36.11143,7.431599,,,,
E. sideroxylon,Amb,280,264,2,,,,,241.5447,45.68299,5.742599,,,,
E. sideroxylon,Amb,280,264,2,,,,,248.2432,43.58798,7.769399,,,,
E. sideroxylon,Amb,280,264,2,,,,,251.7623,34.22465,10.91465,,,,
E. sideroxylon,Amb,280,264,2,,,,,253.7469,41.92123,7.439272,,,,
E. sideroxylon,Amb,280,264,2,,,,,249.0646,43.59714,7.835211,,,,
E. sideroxylon,Amb,280,264,2,,,,,244.7015,39.0243,7.093799,,,,
E. sideroxylon,Amb,280,264,2,,,,,242.9165,31.22595,6.164271,,,,
E. sideroxylon,Amb,280,264,2,,,,,253.3319,33.87613,6.524001,,,,
E. sideroxylon,Amb,280,264,2,,,,,243.8495,30.7565,7.276434,,,,
E. sideroxylon,Amb,280,264,2,,,,,256.5973,33.05955,8.30878,,,,
E. sideroxylon,Amb,280,264,2,,,,,262.178,33.39439,10.00367,,,,
E. sideroxylon,Amb,280,264,2,,,,,,32.57099,8.451752,,,,
E. sideroxylon,Amb,280,264,2,,,,,,40.16554,8.356709,,,,
E. sideroxylon,Amb,280,264,2,,,,,,27.35971,9.176726,,,,
E. sideroxylon,Amb,280,264,2,,,,,,39.82746,8.789292,,,,
E. sideroxylon,Amb,280,264,2,,,,,,39.1338,8.782799,,,,
E. sideroxylon,Amb,280,264,2,,,,,,34.81962,8.444999,,,,
E. sideroxylon,Amb,280,264,2,,,,,,39.36058,9.802021,,,,
E. sideroxylon,Amb,280,264,2,,,,,,45.08079,10.22368,,,,
E. sideroxylon,Amb,280,264,2,,,,,,28.20174,6.789695,,,,
E. sideroxylon,Amb,280,264,2,,,,,,33.51037,9.189152,,,,
E. sideroxylon,Amb,280,264,2,,,,,,36.33509,8.808745,,,,
E. sideroxylon,Amb,280,264,2,,,,,,40.5374,8.444999,,,,
E. sideroxylon,Amb,280,264,2,,,,,,32.09811,7.857026,,,,
E. sideroxylon,Amb,280,264,2,,,,,,36.15091,11.4852,,,,
E. sideroxylon,Amb,280,264,2,,,,,,40.32149,9.613955,,,,
E. sideroxylon,Amb,280,264,2,,,,,,39.46915,9.013627,,,,
E. sideroxylon,Amb,280,264,2,,,,,,39.30256,6.889794,,,,
E. sideroxylon,Amb,280,264,2,,,,,,41.42838,8.68481,,,,
E. sideroxylon,Amb,280,264,2,,,,,,29.09201,6.963924,,,,
E. sideroxylon,Amb,280,264,2,,,,,,32.57099,9.980831,,,,
E. sideroxylon,Amb,280,264,2,,,,,,46.71542,7.907694,,,,
E. sideroxylon,Amb,280,264,2,,,,,,48.8597,8.782799,,,,
E. sideroxylon,Amb,280,264,2,,,,,,47.56626,10.18454,,,,
E. sideroxylon,Amb,280,264,2,,,,,,40.96303,9.512533,,,,
E. sideroxylon,Amb,280,264,2,,,,,,45.00226,11.55454,,,,
E. sideroxylon,Amb,280,265,1,22.96056393,77.03943607,3.355293725,17.47645,250.4135,33.75465,10.27378,5,1697.368421,335.5263158,16.50485437
E. sideroxylon,Amb,280,265,1,20.69016549,79.30983451,3.833214121,15.76128,276.9663,43.27137,8.170291,5,1822.368421,282.8947368,13.4375
E. sideroxylon,Amb,280,265,1,27.47337018,72.52662982,2.639888349,16.41472,273.0134,35.73981,11.0652,6,1736.842105,236.8421053,12
E. sideroxylon,Amb,280,265,1,26.55869217,73.44130783,2.765245644,14.67197,248.461,42.489,7.835211,6,1513.157895,236.8421053,13.53383459
E. sideroxylon,Amb,280,265,1,27.82877699,72.17122301,2.593402615,17.76388,235.6914,42.29115,7.252872,6,1421.052632,210.5263158,12.90322581
E. sideroxylon,Amb,280,265,1,,,,14.20251,232.4064,40.90031,10.47725,,1500,230.2631579,13.30798479
E. sideroxylon,Amb,280,265,1,,,,14.24486,224.2992,39.98758,10.18454,,,,
E. sideroxylon,Amb,280,265,1,,,,14.50397,237.8121,33.77493,9.176726,,,,
E. sideroxylon,Amb,280,265,1,,,,16.57463,228.3528,35.32716,8.1353,,,,
E. sideroxylon,Amb,280,265,1,,,,14.30142,244.5672,43.76433,8.029413,,,,
E. sideroxylon,Amb,280,265,1,,,,,235.7844,43.65991,8.918175,,,,
E. sideroxylon,Amb,280,265,1,,,,,238.4868,32.76834,8.107199,,,,
E. sideroxylon,Amb,280,265,1,,,,,254.0292,41.58371,9.679015,,,,
E. sideroxylon,Amb,280,265,1,,,,,233.0859,34.07764,7.431599,,,,
E. sideroxylon,Amb,280,265,1,,,,,223.6246,31.76038,11.79884,,,,
E. sideroxylon,Amb,280,265,1,,,,,224.2992,42.15332,8.782799,,,,
E. sideroxylon,Amb,280,265,1,,,,,231.7318,30.34188,13.61715,,,,
E. sideroxylon,Amb,280,265,1,,,,,227.0016,31.09411,10.13963,,,,
E. sideroxylon,Amb,280,265,1,,,,,235.7853,29.26993,6.764439,,,,
E. sideroxylon,Amb,280,265,1,,,,,252.6888,31.54408,8.444999,,,,
E. sideroxylon,Amb,280,265,1,,,,,237.815,38.99359,5.98583,,,,
E. sideroxylon,Amb,280,265,1,,,,,231.0552,33.61237,8.444999,,,,
E. sideroxylon,Amb,280,265,1,,,,,234.4332,41.63718,14.50574,,,,
E. sideroxylon,Amb,280,265,1,,,,,238.5107,32.05542,9.940736,,,,
E. sideroxylon,Amb,280,265,1,,,,,231.0641,37.0796,9.512533,,,,
E. sideroxylon,Amb,280,265,1,,,,,,39.40839,8.808745,,,,
E. sideroxylon,Amb,280,265,1,,,,,,36.43858,9.512533,,,,
E. sideroxylon,Amb,280,265,1,,,,,,32.62,9.819467,,,,
E. sideroxylon,Amb,280,265,1,,,,,,37.21323,9.126852,,,,
E. sideroxylon,Amb,280,265,1,,,,,,33.55121,6.662456,,,,
E. sideroxylon,Amb,280,265,1,,,,,,38.03213,10.16211,,,,
E. sideroxylon,Amb,280,265,1,,,,,,37.0796,8.343043,,,,
E. sideroxylon,Amb,280,265,1,,,,,,40.18116,7.798717,,,,
E. sideroxylon,Amb,280,265,1,,,,,,38.51512,7.776739,,,,
E. sideroxylon,Amb,280,265,1,,,,,,28.63141,10.134,,,,
E. sideroxylon,Amb,280,265,1,,,,,,28.39329,8.789292,,,,
E. sideroxylon,Amb,280,265,1,,,,,,27.38056,7.221338,,,,
E. sideroxylon,Amb,280,265,1,,,,,,26.68833,8.92457,,,,
E. sideroxylon,Amb,280,265,1,,,,,,25.00632,10.68217,,,,
E. sideroxylon,Amb,280,265,1,,,,,,35.02873,10.25711,,,,
E. sideroxylon,Amb,280,265,1,,,,,,34.26464,7.835211,,,,
E. sideroxylon,Amb,280,265,1,,,,,,37.15953,9.410018,,,,
E. sideroxylon,Amb,280,265,1,,,,,,39.75433,6.963924,,,,
E. sideroxylon,Amb,280,265,1,,,,,,44.2634,9.145587,,,,
E. sideroxylon,Amb,280,265,1,,,,,,34.45725,11.3553,,,,
E. sideroxylon,Amb,280,265,1,,,,,,44.87657,8.444999,,,,
E. sideroxylon,Amb,280,265,1,,,,,,41.27523,10.81488,,,,
E. sideroxylon,Amb,280,265,1,,,,,,34.58781,8.281268,,,,
E. sideroxylon,Amb,280,265,1,,,,,,35.38041,8.47198,,,,
E. sideroxylon,Amb,280,265,1,,,,,,35.62949,9.126852,,,,
E. sideroxylon,Amb,280,265,2,23.46305973,76.53694027,3.262018729,15.15405,224.3154,40.04034,12.66187,5,2032.894737,302.6315789,12.95774648
E. sideroxylon,Amb,280,265,2,34.62146008,65.37853992,1.888381939,17.0713,242.5554,38.29227,11.27463,5,1980.263158,282.8947368,12.5
E. sideroxylon,Amb,280,265,2,17.13166481,82.86833519,4.837144325,16.10157,243.8916,36.63845,9.802021,6,1973.684211,250,11.24260355
E. sideroxylon,Amb,280,265,2,38.29561047,61.70438953,1.611265332,15.01668,233.082,35.18961,11.18317,6,2046.052632,361.8421053,15.0273224
E. sideroxylon,Amb,280,265,2,39.0749095,60.9250905,1.559186989,17.96525,228.3528,35.50919,9.120599,6,1934.210526,342.1052632,15.02890173
E. sideroxylon,Amb,280,265,2,,,,14.50481,231.3079,42.92187,9.802021,,2000,440.7894737,18.05929919
E. sideroxylon,Amb,280,265,2,,,,14.18693,215.2653,35.21068,9.819467,,,,
E. sideroxylon,Amb,280,265,2,,,,15.69842,219.311,37.17948,9.145587,,,,
E. sideroxylon,Amb,280,265,2,,,,17.08332,210.9701,34.93087,7.462245,,,,
E. sideroxylon,Amb,280,265,2,,,,16.65591,220.2497,42.02318,11.86635,,,,
E. sideroxylon,Amb,280,265,2,,,,,219.57,45.72669,9.422136,,,,
E. sideroxylon,Amb,280,265,2,,,,,226.326,37.54901,10.857,,,,
E. sideroxylon,Amb,280,265,2,,,,,212.8311,40.06171,11.43042,,,,
E. sideroxylon,Amb,280,265,2,,,,,216.8686,40.04034,9.560395,,,,
E. sideroxylon,Amb,280,265,2,,,,,211.4671,40.55851,10.47725,,,,
E. sideroxylon,Amb,280,265,2,,,,,256.5652,40.47402,9.22633,,,,
E. sideroxylon,Amb,280,265,2,,,,,223.9295,35.95468,6.089775,,,,
E. sideroxylon,Amb,280,265,2,,,,,221.5113,39.22118,7.500376,,,,
E. sideroxylon,Amb,280,265,2,,,,,218.8985,38.26693,8.444999,,,,
E. sideroxylon,Amb,280,265,2,,,,,228.1608,39.90331,10.22368,,,,
E. sideroxylon,Amb,280,265,2,,,,,222.5033,36.30996,11.1474,,,,
E. sideroxylon,Amb,280,265,2,,,,,236.9266,37.53382,10.4718,,,,
E. sideroxylon,Amb,280,265,2,,,,,240.8928,41.85722,7.462245,,,,
E. sideroxylon,Amb,280,265,2,,,,,239.0841,42.19796,10.58021,,,,
E. sideroxylon,Amb,280,265,2,,,,,245.6147,35.47543,10.8096,,,,
E. sideroxylon,Amb,280,265,2,,,,,,31.44444,8.114233,,,,
E. sideroxylon,Amb,280,265,2,,,,,,40.56132,11.86635,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.93563,10.79375,,,,
E. sideroxylon,Amb,280,265,2,,,,,,34.73431,8.782799,,,,
E. sideroxylon,Amb,280,265,2,,,,,,30.4095,7.59111,,,,
E. sideroxylon,Amb,280,265,2,,,,,,42.19255,7.553436,,,,
E. sideroxylon,Amb,280,265,2,,,,,,43.32935,9.980831,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.13769,14.50574,,,,
E. sideroxylon,Amb,280,265,2,,,,,,34.6109,7.500376,,,,
E. sideroxylon,Amb,280,265,2,,,,,,33.45584,6.418199,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.39653,13.30777,,,,
E. sideroxylon,Amb,280,265,2,,,,,,36.85891,8.177271,,,,
E. sideroxylon,Amb,280,265,2,,,,,,31.51693,10.58021,,,,
E. sideroxylon,Amb,280,265,2,,,,,,37.16414,15.06527,,,,
E. sideroxylon,Amb,280,265,2,,,,,,40.09587,7.769399,,,,
E. sideroxylon,Amb,280,265,2,,,,,,27.56332,7.621114,,,,
E. sideroxylon,Amb,280,265,2,,,,,,29.49518,8.444999,,,,
E. sideroxylon,Amb,280,265,2,,,,,,31.87693,9.796199,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.3207,8.281268,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.3207,10.04351,,,,
E. sideroxylon,Amb,280,265,2,,,,,,39.23718,7.553436,,,,
E. sideroxylon,Amb,280,265,2,,,,,,43.46082,7.157853,,,,
E. sideroxylon,Amb,280,265,2,,,,,,35.13282,8.975568,,,,
E. sideroxylon,Amb,280,265,2,,,,,,36.71001,9.934995,,,,
E. sideroxylon,Amb,280,265,2,,,,,,25.68168,11.22899,,,,
E. sideroxylon,Amb,280,273,1,17.38938715,82.61061285,4.750633944,18.95608,234.4341,27.39514,8.029413,5,1789.473684,335.5263158,15.78947368
E. sideroxylon,Amb,280,273,1,29.37553788,70.62446212,2.404192986,14.91511,230.3796,23.84064,6.730616,5,1671.052632,335.5263158,16.72131148
E. sideroxylon,Amb,280,273,1,42.58128427,57.41871573,1.3484496,18.11225,236.46,26.89702,9.013627,5,1664.473684,309.2105263,15.66666667
E. sideroxylon,Amb,280,273,1,38.69856492,61.30143508,1.584075151,15.55378,243.8916,28.47956,9.512533,5,1631.578947,309.2105263,15.93220339
E. sideroxylon,Amb,280,273,1,26.16046873,73.83953127,2.822561478,17.12362,261.4572,36.98562,9.819467,6,1539.473684,342.1052632,18.18181818
E. sideroxylon,Amb,280,273,1,,,,15.88211,253.35,34.16459,8.943728,,1453.947368,263.1578947,15.3256705
E. sideroxylon,Amb,280,273,1,,,,18.19199,243.2197,30.41138,9.608019,,,,
E. sideroxylon,Amb,280,273,1,,,,15.17636,242.5404,30.82135,9.343085,,,,
E. sideroxylon,Amb,280,273,1,,,,16.9021,240.5145,33.5376,10.07754,,,,
E. sideroxylon,Amb,280,273,1,,,,17.37714,233.7576,33.13196,8.114233,,,,
E. sideroxylon,Amb,280,273,1,,,,,253.35,38.05013,8.47198,,,,
E. sideroxylon,Amb,280,273,1,,,,,245.2437,37.25613,8.029413,,,,
E. sideroxylon,Amb,280,273,1,,,,,231.7318,34.80815,9.176726,,,,
E. sideroxylon,Amb,280,273,1,,,,,233.7576,41.70838,7.950867,,,,
E. sideroxylon,Amb,280,273,1,,,,,247.2733,33.79519,10.55861,,,,
E. sideroxylon,Amb,280,273,1,,,,,251.9988,29.09201,9.608019,,,,
E. sideroxylon,Amb,280,273,1,,,,,247.2705,31.4154,8.789292,,,,
